50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.050282,,,,,,,,,,,,,07e5d8b6-b952-45ab-9913-5f6778339654,1789,,"[101.2, 40.5]",3879874,44,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Cristian Tello Herrera,6658.0,Right Wing,89,Fiorentina,239,"['9119ff83-90fa-4ff1-973b-00bd5ed808f7', 'fc50505d-478b-4737-b3e6-45c9b54caa51']",17,Left Foot,"[120.0, 36.2, 0.8]",,"[{'location': [111.5, 40.2], 'player': {'id': 12491, 'name': 'Federico Marchetti'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.9, 39.9], 'player': {'id': 26683, 'name': 'Abdoulay Konko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.8, 45.9], 'player': {'id': 8847, 'name': 'Santiago Juan Gentiletti Selak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.8, 43.1], 'player': {'id': 3103, 'name': 'Milan Biševac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [90.6, 40.4], 'player': {'id': 27853, 'name': 'Mauro Matías Zárate'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",29161539-ff23-4dbc-99d0-beaf69336f4c,,Goal,0.36114067,Normal,Open Play,,,,Fiorentina,239,00:44:17.782,Shot,True
,,,,,,,,,,,,,,,,1.4215,,,,,,,,,,,,,57f8cb4b-ef90-468c-a8fb-e464e018f48e,1876,,"[92.5, 25.5]",3879874,46,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Federico Bernardeschi,7777.0,Left Wing,92,Fiorentina,239,['745c7e40-6f1e-4dd9-bdbe-723dae06eb95'],44,Left Foot,"[120.0, 40.3, 7.2]",,"[{'location': [116.1, 38.1], 'player': {'id': 12491, 'name': 'Federico Marchetti'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.5, 48.1], 'player': {'id': 8173, 'name': 'Marco Parolo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [93.5, 35.7], 'player': {'id': 33311, 'name': 'Ogenyi Eddy Onazi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [96.0, 52.1], 'player': {'id': 7785, 'name': 'Senad Lulić'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [92.8, 28.5], 'player': {'id': 7107, 'name': 'Danilo Cataldi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.2, 41.7], 'player': {'id': 8847, 'name': 'Santiago Juan Gentiletti Selak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.6, 37.7], 'player': {'id': 3103, 'name': 'Milan Biševac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.2, 20.2], 'player': {'id': 7776, 'name': 'Antonio Candreva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [102.4, 26.2], 'player': {'id': 26683, 'name': 'Abdoulay Konko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [93.6, 54.3], 'player': {'id': 5255, 'name': 'Matías Vecino Falero'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [97.5, 58.6], 'player': {'id': 6658, 'name': 'Cristian Tello Herrera'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.0, 41.0], 'player': {'id': 27853, 'name': 'Mauro Matías Zárate'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [95.5, 4.5], 'player': {'id': 6830, 'name': 'Facundo Sebastián Roncaglia'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",d2866dac-1e28-49ce-a684-af452d47dbb6,,Off T,0.022495365,Normal,Open Play,,,,Fiorentina,239,00:46:44.867,Shot,
,,,,,,,,,,,,,,,,1.082574,,,,,,,,,,,,,a8750e98-fda0-43e8-b311-43fb4b0ccddc,1943,,"[97.0, 35.5]",3879874,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Milan Badelj,6305.0,Center Defensive Midfield,93,Fiorentina,239,['70dde4c6-156a-41e0-8df9-139e46f03933'],45,Right Foot,"[120.0, 34.0, 0.2]",True,"[{'location': [118.2, 40.1], 'player': {'id': 12491, 'name': 'Federico Marchetti'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [88.9, 17.4], 'player': {'id': 7776, 'name': 'Antonio Candreva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [83.4, 36.1], 'player': {'id': 19286, 'name': 'Miroslav Klose'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [96.7, 30.3], 'player': {'id': 33311, 'name': 'Ogenyi Eddy Onazi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [95.3, 32.7], 'player': {'id': 8173, 'name': 'Marco Parolo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [97.4, 34.2], 'player': {'id': 7107, 'name': 'Danilo Cataldi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [88.8, 47.2], 'player': {'id': 3145, 'name': 'Keita Baldé Diao'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [103.1, 23.7], 'player': {'id': 26683, 'name': 'Abdoulay Konko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.9, 34.6], 'player': {'id': 3103, 'name': 'Milan Biševac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.8, 36.6], 'player': {'id': 8847, 'name': 'Santiago Juan Gentiletti Selak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.1, 48.9], 'player': {'id': 7785, 'name': 'Senad Lulić'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.9, 20.4], 'player': {'id': 26192, 'name': 'Matías Ariel Fernández Fernández'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [85.8, 35.7], 'player': {'id': 5255, 'name': 'Matías Vecino Falero'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [80.6, 45.6], 'player': {'id': 7056, 'name': 'Nenad Tomović'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [99.9, 14.3], 'player': {'id': 6830, 'name': 'Facundo Sebastián Roncaglia'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [98.1, 59.4], 'player': {'id': 6658, 'name': 'Cristian Tello Herrera'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [100.4, 32.9], 'player': {'id': 27853, 'name': 'Mauro Matías Zárate'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [94.7, 42.1], 'player': {'id': 7777, 'name': 'Federico Bernardeschi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",02fbb539-d353-44d7-a5eb-1e7024b74920,,Off T,0.039516646,Normal,Open Play,,,,Fiorentina,239,00:00:45.863,Shot,
,,,,,,,,,,,,,,,,0.623102,,,,,,,,,,,,,b31288c4-22ca-43ac-8c0b-06dff06a713d,2105,,"[101.6, 37.4]",3879874,49,,,True,,,,,,,,,,,,,,,,,,,,,2,From Counter,Federico Bernardeschi,7777.0,Left Wing,100,Fiorentina,239,['821c8928-bf26-4329-9087-f333f019b65b'],4,Left Foot,"[120.0, 38.4, 3.0]",,"[{'location': [115.9, 38.3], 'player': {'id': 12491, 'name': 'Federico Marchetti'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.8, 51.6], 'player': {'id': 5255, 'name': 'Matías Vecino Falero'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [101.8, 29.4], 'player': {'id': 27853, 'name': 'Mauro Matías Zárate'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.0, 30.5], 'player': {'id': 26192, 'name': 'Matías Ariel Fernández Fernández'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [103.0, 49.6], 'player': {'id': 7785, 'name': 'Senad Lulić'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.9, 41.8], 'player': {'id': 8847, 'name': 'Santiago Juan Gentiletti Selak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.8, 37.6], 'player': {'id': 3103, 'name': 'Milan Biševac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.3, 30.2], 'player': {'id': 26683, 'name': 'Abdoulay Konko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.9, 39.0], 'player': {'id': 7107, 'name': 'Danilo Cataldi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}]",49fb1b28-d08b-4387-82f0-5ee722954659,,Post,0.056729853,Normal,Open Play,,,,Fiorentina,239,00:04:04.360,Shot,
,,,,,,,,,,,,,,,,1.175431,,,,,,,,,,,,,a776a38e-ae81-40e7-9998-63e9d8a8767c,2607,,"[92.9, 53.7]",3879874,59,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ogenyi Eddy Onazi,33311.0,Right Center Midfield,115,Lazio,236,"['6fd39682-2913-47b5-8218-bae818b12d15', 'a0c90591-141d-4759-b7a2-c58c0a2e10d6']",8,Right Foot,"[120.0, 43.9, 4.5]",,"[{'location': [118.1, 41.4], 'player': {'id': 30830, 'name': 'Luca Lezzerini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [85.1, 28.3], 'player': {'id': 6658, 'name': 'Cristian Tello Herrera'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [92.1, 56.9], 'player': {'id': 7777, 'name': 'Federico Bernardeschi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [95.0, 51.8], 'player': {'id': 5255, 'name': 'Matías Vecino Falero'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [98.0, 60.0], 'player': {'id': 26192, 'name': 'Matías Ariel Fernández Fernández'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.5, 63.4], 'player': {'id': 6830, 'name': 'Facundo Sebastián Roncaglia'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.8, 56.7], 'player': {'id': 8275, 'name': 'Davide Astori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.2, 48.2], 'player': {'id': 6305, 'name': 'Milan Badelj'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.1, 46.4], 'player': {'id': 25931, 'name': 'Gonzalo Javier Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.6, 39.8], 'player': {'id': 7056, 'name': 'Nenad Tomović'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [81.3, 42.2], 'player': {'id': 7107, 'name': 'Danilo Cataldi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [97.9, 71.6], 'player': {'id': 7776, 'name': 'Antonio Candreva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.3, 58.1], 'player': {'id': 19286, 'name': 'Miroslav Klose'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.5, 22.5], 'player': {'id': 3145, 'name': 'Keita Baldé Diao'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.1, 41.5], 'player': {'id': 8173, 'name': 'Marco Parolo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [94.7, 62.8], 'player': {'id': 26683, 'name': 'Abdoulay Konko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [80.7, 22.1], 'player': {'id': 7785, 'name': 'Senad Lulić'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",e77b41ff-7574-4811-9a53-ec1e3f027825,,Off T,0.02188931,Normal,Open Play,,,,Lazio,236,00:14:08.817,Shot,True
,,,,,,,,,,,,,,,,0.235532,,,,,,,,,,,,,b2483dd3-e906-45ca-8962-13273dd51efa,2737,,"[101.1, 30.9]",3879874,61,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Marco Parolo,8173.0,Left Center Midfield,119,Lazio,236,"['1a4d7e62-15d3-4fb2-a031-a5ce13e5218b', '7eea7692-a13a-47c0-a487-68e10d225d59']",40,Left Foot,"[107.0, 33.5]",,"[{'location': [117.0, 37.4], 'player': {'id': 30830, 'name': 'Luca Lezzerini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.7, 32.4], 'player': {'id': 26192, 'name': 'Matías Ariel Fernández Fernández'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [97.1, 17.9], 'player': {'id': 5255, 'name': 'Matías Vecino Falero'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.6, 45.2], 'player': {'id': 6830, 'name': 'Facundo Sebastián Roncaglia'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.0, 40.4], 'player': {'id': 8275, 'name': 'Davide Astori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.2, 33.6], 'player': {'id': 25931, 'name': 'Gonzalo Javier Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.2, 29.7], 'player': {'id': 6305, 'name': 'Milan Badelj'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.5, 29.7], 'player': {'id': 7056, 'name': 'Nenad Tomović'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.6, 48.5], 'player': {'id': 5589, 'name': 'Sergej Milinković-Savić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [109.7, 44.2], 'player': {'id': 19286, 'name': 'Miroslav Klose'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [112.5, 44.2], 'player': {'id': 7776, 'name': 'Antonio Candreva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [111.8, 23.4], 'player': {'id': 3145, 'name': 'Keita Baldé Diao'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",d00090fd-073c-4b7e-8a0d-810e20539203,,Blocked,0.06232587,Normal,Open Play,,,,Lazio,236,00:16:40.170,Shot,
,,,,,,,,,,,,,,,,0.589767,,,,,,,,,,,,,f19b56de-0824-4eba-83be-974b4466d8b7,2784,,"[105.2, 22.1]",3879874,62,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Keita Baldé Diao,3145.0,Left Wing,121,Lazio,236,['51f6ebdb-e91e-45f6-bcaf-80d0622c7a3f'],22,Right Foot,"[117.2, 37.3, 2.1]",,"[{'location': [101.5, 48.6], 'player': {'id': 6830, 'name': 'Facundo Sebastián Roncaglia'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.2, 34.7], 'player': {'id': 6305, 'name': 'Milan Badelj'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [109.8, 41.3], 'player': {'id': 8275, 'name': 'Davide Astori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.4, 28.1], 'player': {'id': 25931, 'name': 'Gonzalo Javier Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.5, 24.0], 'player': {'id': 7056, 'name': 'Nenad Tomović'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.8, 37.1], 'player': {'id': 30830, 'name': 'Luca Lezzerini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.7, 39.3], 'player': {'id': 19286, 'name': 'Miroslav Klose'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.2, 53.7], 'player': {'id': 5589, 'name': 'Sergej Milinković-Savić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [109.2, 44.9], 'player': {'id': 7776, 'name': 'Antonio Candreva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",6c210958-305d-4467-9c77-455758c73189,,Saved,0.021353697,Normal,Open Play,,,,Lazio,236,00:17:22.531,Shot,
,,,,,,,,,,,,,,,,1.036098,,,,,,,,,,,,,93785ef9-0796-4b38-92b9-f3d1d1f4c875,2795,,"[107.1, 23.8]",3879874,62,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Miroslav Klose,19286.0,Center Forward,122,Lazio,236,['ee15a8dc-1bc8-4873-85c3-82e1e18e1cac'],52,Right Foot,"[120.0, 35.4, 1.0]",True,"[{'location': [102.6, 40.1], 'player': {'id': 26192, 'name': 'Matías Ariel Fernández Fernández'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [110.5, 44.9], 'player': {'id': 7056, 'name': 'Nenad Tomović'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.8, 39.5], 'player': {'id': 6305, 'name': 'Milan Badelj'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.4, 36.0], 'player': {'id': 5255, 'name': 'Matías Vecino Falero'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.3, 42.0], 'player': {'id': 8275, 'name': 'Davide Astori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.8, 59.9], 'player': {'id': 7777, 'name': 'Federico Bernardeschi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [108.8, 33.9], 'player': {'id': 6830, 'name': 'Facundo Sebastián Roncaglia'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.7, 27.7], 'player': {'id': 25931, 'name': 'Gonzalo Javier Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.4, 37.8], 'player': {'id': 30830, 'name': 'Luca Lezzerini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.1, 31.5], 'player': {'id': 7785, 'name': 'Senad Lulić'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [108.7, 43.4], 'player': {'id': 8847, 'name': 'Santiago Juan Gentiletti Selak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [112.0, 47.0], 'player': {'id': 5589, 'name': 'Sergej Milinković-Savić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [110.1, 39.3], 'player': {'id': 3103, 'name': 'Milan Biševac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [107.1, 35.1], 'player': {'id': 8173, 'name': 'Marco Parolo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [101.8, 29.8], 'player': {'id': 3145, 'name': 'Keita Baldé Diao'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",498a3263-5fbb-4c9f-8feb-f4d3caaed8b5,,Off T,0.029867323,Volley,Open Play,,,,Lazio,236,00:17:52.740,Shot,
,,,,,,,,,,,,,,,,0.92393,,,,,,,,,,,,,2ba324c9-ff6c-4c41-a38a-88f7dbdbe86a,2832,,"[95.0, 54.7]",3879874,63,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Sergej Milinković-Savić,5589.0,Right Center Midfield,125,Lazio,236,['6db92c58-f106-4d0d-bb2a-1cd0f7cf0f72'],52,Right Foot,"[116.3, 39.9, 1.3]",,"[{'location': [116.6, 41.3], 'player': {'id': 30830, 'name': 'Luca Lezzerini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.3, 59.3], 'player': {'id': 7777, 'name': 'Federico Bernardeschi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [92.7, 41.8], 'player': {'id': 26192, 'name': 'Matías Ariel Fernández Fernández'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [95.9, 51.5], 'player': {'id': 5255, 'name': 'Matías Vecino Falero'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.7, 58.1], 'player': {'id': 6830, 'name': 'Facundo Sebastián Roncaglia'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.9, 53.6], 'player': {'id': 8275, 'name': 'Davide Astori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.4, 47.7], 'player': {'id': 6305, 'name': 'Milan Badelj'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.7, 42.4], 'player': {'id': 25931, 'name': 'Gonzalo Javier Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.6, 33.4], 'player': {'id': 7056, 'name': 'Nenad Tomović'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [81.4, 28.5], 'player': {'id': 7785, 'name': 'Senad Lulić'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [87.1, 57.1], 'player': {'id': 26683, 'name': 'Abdoulay Konko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [85.9, 45.7], 'player': {'id': 33311, 'name': 'Ogenyi Eddy Onazi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [101.7, 71.2], 'player': {'id': 7776, 'name': 'Antonio Candreva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [105.7, 29.4], 'player': {'id': 19286, 'name': 'Miroslav Klose'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.3, 43.2], 'player': {'id': 8173, 'name': 'Marco Parolo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [103.4, 49.3], 'player': {'id': 3145, 'name': 'Keita Baldé Diao'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,,Saved,0.02880868,Normal,Open Play,,,,Lazio,236,00:18:52.621,Shot,
,,,,,,,,,,,,,,,,0.60725,,,,,,,,,,,,,7f1246e6-13a3-433e-82e5-991aa0f71fdd,3043,,"[108.4, 48.3]",3879874,69,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Matías Vecino Falero,5255.0,Right Center Midfield,136,Fiorentina,239,"['00c60b88-1d18-4ff6-aa7d-7aa375fbd2b1', '398e3bc7-41c7-4289-8933-b8adae9bbeb5']",24,Right Foot,"[120.0, 41.5, 2.4]",True,"[{'location': [109.2, 46.8], 'player': {'id': 26683, 'name': 'Abdoulay Konko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.7, 42.0], 'player': {'id': 8847, 'name': 'Santiago Juan Gentiletti Selak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.9, 46.7], 'player': {'id': 8173, 'name': 'Marco Parolo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.8, 42.6], 'player': {'id': 3103, 'name': 'Milan Biševac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.9, 44.3], 'player': {'id': 12491, 'name': 'Federico Marchetti'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.3, 40.5], 'player': {'id': 26192, 'name': 'Matías Ariel Fernández Fernández'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [97.9, 66.0], 'player': {'id': 6658, 'name': 'Cristian Tello Herrera'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",cf47e921-a9d2-4521-8544-583b8de8c436,,Goal,0.1458686,Normal,Open Play,,,,Fiorentina,239,00:24:24.486,Shot,True
,,,,,,,,,,,,,,,,0.536427,,,,,,,,,,,,,d29722e6-958a-442e-a14d-fdcf4a1b8277,3123,,"[108.1, 40.1]",3879874,73,,,,,,,,,,,,,,,,,,,,,,,,2,Other,Miroslav Klose,19286.0,Center Forward,141,Lazio,236,['069fe7c3-edac-4fda-b8bd-795cbcacdc0f'],13,Right Foot,"[120.0, 43.4, 2.1]",,,,,Goal,0.7835,Normal,Penalty,,,,Lazio,236,00:28:13.232,Shot,
