50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.117304,,,,,,,,,,,,821c2ee3-78a9-40b6-8778-3df10d39f23a,154,,"[98.4, 37.7]",3879539,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lorenzo Insigne,7037.0,Left Wing,9,Napoli,227,"['49cacef7-9b57-4194-b4f4-f88e28b9cdc4', 'e09b0f58-8dff-411a-92a7-ca7d37b912d9']",1,,Right Foot,"[101.6, 38.3]",,"[{'location': [96.0, 45.6], 'player': {'id': 28442, 'name': 'Matteo Fedele'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [96.8, 50.4], 'player': {'id': 7460, 'name': 'Isaac Cofie'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [94.2, 40.0], 'player': {'id': 30829, 'name': 'Lorenzo Lollo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.9, 38.7], 'player': {'id': 7172, 'name': 'Simone Romagnoli'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [103.2, 49.3], 'player': {'id': 3416, 'name': 'Gabriel Moisés Antunes da Silva'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [103.9, 46.6], 'player': {'id': 387474, 'name': 'Igor Bubnjić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.5, 44.2], 'player': {'id': 387300, 'name': 'Cristian Zaccardo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.9, 33.5], 'player': {'id': 7114, 'name': 'Gaetano Letizia'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [114.9, 39.6], 'player': {'id': 387477, 'name': 'Francesco Benussi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [89.4, 30.3], 'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [101.4, 51.6], 'player': {'id': 5630, 'name': 'Dries Mertens'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [99.9, 45.3], 'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",e31aaf44-dac2-4882-953f-b0ef16f45806,Blocked,0.07275094,Normal,Open Play,,,,Napoli,227,00:03:01.745,Shot,
,,,,,,,,,,,,,,,0.519351,,,,,,,,,,,,1889e186-7048-4ee3-b5b0-8d2c126342ca,393,,"[91.0, 30.2]",3879539,7,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Isaac Cofie,7460.0,Center Defensive Midfield,19,Carpi,1683,"['1aeb1559-b0b5-40f3-ad7b-62c0b6940ebd', 'c6a7282b-c92d-435b-be80-2feaabe6b873']",48,,Right Foot,"[103.5, 38.2]",True,"[{'location': [93.6, 49.8], 'player': {'id': 5630, 'name': 'Dries Mertens'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [118.2, 38.9], 'player': {'id': 7028, 'name': 'José Manuel Reina Páez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.8, 42.1], 'player': {'id': 8876, 'name': 'Faouzi Ghoulam'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.1, 36.3], 'player': {'id': 5675, 'name': 'Kalidou Koulibaly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.9, 29.4], 'player': {'id': 7030, 'name': 'Raúl Albiol i Tortajada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.0, 23.7], 'player': {'id': 7031, 'name': 'Elseid Hysaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.5, 23.9], 'player': {'id': 7035, 'name': 'Allan Marques Loureiro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [95.2, 39.1], 'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [97.7, 28.2], 'player': {'id': 8194, 'name': 'Mirko Valdifiori'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.7, 39.1], 'player': {'id': 32608, 'name': 'Jerry Uche Mbakogu'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.8, 21.4], 'player': {'id': 28442, 'name': 'Matteo Fedele'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [100.0, 16.9], 'player': {'id': 7696, 'name': 'Ryder Matos Santos'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [87.9, 40.0], 'player': {'id': 30829, 'name': 'Lorenzo Lollo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [86.6, 56.9], 'player': {'id': 7114, 'name': 'Gaetano Letizia'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}]",dd87e2af-6723-4942-a91d-280a8644ceea,Blocked,0.021962907,Normal,Open Play,,,,Carpi,1683,00:07:48.567,Shot,
,,,,,,,,,,,,,,,0.308933,,,,,,,,,,,,b5840eea-2d60-4b28-8a06-5c745d71e597,555,,"[93.7, 25.2]",3879539,13,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Dries Mertens,5630.0,Right Wing,29,Napoli,227,"['41270785-80f2-4756-8f08-3f8cca4aae5d', 'ee504a6a-7d30-400c-a9ea-9818324d568a']",56,,Right Foot,"[102.7, 29.2]",,"[{'location': [103.4, 28.7], 'player': {'id': 7696, 'name': 'Ryder Matos Santos'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [102.2, 33.0], 'player': {'id': 7172, 'name': 'Simone Romagnoli'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [102.6, 30.1], 'player': {'id': 30829, 'name': 'Lorenzo Lollo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.2, 29.7], 'player': {'id': 28442, 'name': 'Matteo Fedele'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.6, 43.0], 'player': {'id': 3416, 'name': 'Gabriel Moisés Antunes da Silva'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [103.2, 40.0], 'player': {'id': 387474, 'name': 'Igor Bubnjić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.4, 38.3], 'player': {'id': 387300, 'name': 'Cristian Zaccardo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.7, 36.9], 'player': {'id': 7460, 'name': 'Isaac Cofie'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.1, 29.4], 'player': {'id': 32608, 'name': 'Jerry Uche Mbakogu'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [103.7, 28.0], 'player': {'id': 7114, 'name': 'Gaetano Letizia'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [119.0, 41.1], 'player': {'id': 387477, 'name': 'Francesco Benussi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.4, 41.9], 'player': {'id': 7035, 'name': 'Allan Marques Loureiro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [104.1, 30.9], 'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [101.3, 32.2], 'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [102.0, 31.2], 'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [88.8, 35.7], 'player': {'id': 8194, 'name': 'Mirko Valdifiori'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}]",,Blocked,0.037136044,Normal,Free Kick,,,,Napoli,227,00:13:56.540,Shot,
,,,,,,,,,,,,,,,0.857688,,,,,,,,,,,,894e46c6-b1e0-46cd-87ed-ac4b7c38a6ad,587,,"[113.8, 31.1]",3879539,15,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Simone Romagnoli,7172.0,Center Back,32,Carpi,1683,['64ee3c1c-f7c5-4700-8143-25067faa98a1'],25,,Head,"[120.0, 34.0, 5.6]",,"[{'location': [113.2, 32.9], 'player': {'id': 7031, 'name': 'Elseid Hysaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.8, 32.7], 'player': {'id': 7030, 'name': 'Raúl Albiol i Tortajada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.5, 37.1], 'player': {'id': 5675, 'name': 'Kalidou Koulibaly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.2, 37.4], 'player': {'id': 7028, 'name': 'José Manuel Reina Páez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.3, 39.7], 'player': {'id': 8876, 'name': 'Faouzi Ghoulam'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.9, 47.3], 'player': {'id': 5630, 'name': 'Dries Mertens'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [109.7, 43.1], 'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [98.3, 56.8], 'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [105.4, 39.1], 'player': {'id': 7035, 'name': 'Allan Marques Loureiro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.3, 35.6], 'player': {'id': 8194, 'name': 'Mirko Valdifiori'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [116.6, 42.6], 'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [93.6, 65.8], 'player': {'id': 28442, 'name': 'Matteo Fedele'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [100.7, 35.2], 'player': {'id': 7460, 'name': 'Isaac Cofie'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [113.5, 47.3], 'player': {'id': 32608, 'name': 'Jerry Uche Mbakogu'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [114.9, 37.6], 'player': {'id': 7696, 'name': 'Ryder Matos Santos'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [115.7, 34.0], 'player': {'id': 387474, 'name': 'Igor Bubnjić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [112.6, 34.4], 'player': {'id': 387300, 'name': 'Cristian Zaccardo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",8246ed30-b35d-4dc4-88c6-c7c5faa8aaa0,Off T,0.045670394,Normal,Open Play,,,,Carpi,1683,00:15:25.510,Shot,
,,,,,,,,,,,,,,,0.591031,,,,,,,,,,,,fdbe0916-3ab6-4090-9041-a1ad743c288e,691,,"[99.4, 44.3]",3879539,17,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gonzalo Gerardo Higuaín,5497.0,Center Forward,35,Napoli,227,['1200a71f-582d-4453-91f0-63e024b2e55f'],23,,Right Foot,"[120.0, 44.5, 3.9]",True,"[{'location': [101.5, 69.4], 'player': {'id': 7035, 'name': 'Allan Marques Loureiro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [97.7, 32.6], 'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [106.8, 37.3], 'player': {'id': 5630, 'name': 'Dries Mertens'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [96.4, 64.0], 'player': {'id': 28442, 'name': 'Matteo Fedele'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [96.3, 48.7], 'player': {'id': 7460, 'name': 'Isaac Cofie'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.8, 62.3], 'player': {'id': 3416, 'name': 'Gabriel Moisés Antunes da Silva'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [101.5, 43.6], 'player': {'id': 7172, 'name': 'Simone Romagnoli'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [103.7, 47.3], 'player': {'id': 387474, 'name': 'Igor Bubnjić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.1, 34.5], 'player': {'id': 30829, 'name': 'Lorenzo Lollo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.2, 38.4], 'player': {'id': 387300, 'name': 'Cristian Zaccardo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.9, 35.7], 'player': {'id': 7114, 'name': 'Gaetano Letizia'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [118.2, 38.9], 'player': {'id': 387477, 'name': 'Francesco Benussi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",1e3891e8-ade9-4164-b4f3-f384843e96b5,Off T,0.050728302,Normal,Open Play,,,,Napoli,227,00:17:23.000,Shot,
,,,,,,,,,,,,,,,2.050967,,,,,,,,,,,,e36982ca-47a3-4af8-ad15-88ceeb9d2393,822,,"[110.6, 44.2]",3879539,20,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Kalidou Koulibaly,5675.0,Left Center Back,45,Napoli,227,"['8abe21d0-7c53-41fd-922f-cb324cf91d17', 'b234145e-b9be-457b-9735-cd2bbe5f68f0']",55,True,Head,"[120.0, 30.7, 1.0]",,"[{'location': [110.8, 62.8], 'player': {'id': 3416, 'name': 'Gabriel Moisés Antunes da Silva'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [112.3, 46.3], 'player': {'id': 32608, 'name': 'Jerry Uche Mbakogu'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [114.8, 45.9], 'player': {'id': 7114, 'name': 'Gaetano Letizia'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [119.2, 44.4], 'player': {'id': 30829, 'name': 'Lorenzo Lollo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [117.3, 41.9], 'player': {'id': 387300, 'name': 'Cristian Zaccardo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.2, 41.6], 'player': {'id': 28442, 'name': 'Matteo Fedele'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.7, 40.0], 'player': {'id': 387474, 'name': 'Igor Bubnjić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.3, 44.2], 'player': {'id': 7460, 'name': 'Isaac Cofie'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [110.8, 42.9], 'player': {'id': 7172, 'name': 'Simone Romagnoli'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [118.8, 41.2], 'player': {'id': 387477, 'name': 'Francesco Benussi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [118.0, 76.4], 'player': {'id': 8194, 'name': 'Mirko Valdifiori'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [115.1, 44.1], 'player': {'id': 5630, 'name': 'Dries Mertens'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [116.7, 43.0], 'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [113.8, 42.9], 'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.4, 39.5], 'player': {'id': 7030, 'name': 'Raúl Albiol i Tortajada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",cf91a110-d802-4738-8046-405184a7a213,Off T,0.049033456,Normal,Open Play,,,,Napoli,227,00:20:55.285,Shot,True
,,,,,,,,,,,,,,,0.072858,,,,,,,,,,,,71894eef-8f22-45ad-b3ee-aa2c861b3895,1055,,"[102.6, 37.9]",3879539,27,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Dries Mertens,5630.0,Right Wing,56,Napoli,227,"['0ffaa9d6-fb97-4ef3-b3df-fe5b59967600', '53560b3c-5768-40f9-923e-6f74f07d38b1']",22,,Left Foot,"[104.0, 37.9]",True,"[{'location': [100.8, 50.8], 'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.4, 33.3], 'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [101.5, 42.7], 'player': {'id': 30829, 'name': 'Lorenzo Lollo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.5, 49.2], 'player': {'id': 3416, 'name': 'Gabriel Moisés Antunes da Silva'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [104.6, 47.3], 'player': {'id': 387474, 'name': 'Igor Bubnjić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.5, 37.6], 'player': {'id': 7172, 'name': 'Simone Romagnoli'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [102.8, 31.2], 'player': {'id': 7114, 'name': 'Gaetano Letizia'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [104.5, 31.8], 'player': {'id': 387300, 'name': 'Cristian Zaccardo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.8, 39.6], 'player': {'id': 387477, 'name': 'Francesco Benussi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",b4f78408-0273-4c78-b7a5-912b176227b3,Blocked,0.07270965,Normal,Open Play,,,,Napoli,227,00:27:22.254,Shot,
,,,,,,,,,,,,,,,2.09783,,,,,,,,,,,,1cba2dec-50a9-4222-bf51-38117f902fee,1323,,"[112.5, 46.7]",3879539,35,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jerry Uche Mbakogu,32608.0,Center Forward,70,Carpi,1683,['3f1cf77d-7a25-4ed2-a5dc-5b895daecc21'],36,,Head,"[117.3, 48.6]",,"[{'location': [116.1, 75.4], 'player': {'id': 5675, 'name': 'Kalidou Koulibaly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.7, 41.9], 'player': {'id': 7028, 'name': 'José Manuel Reina Páez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.0, 59.2], 'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [115.3, 49.1], 'player': {'id': 8876, 'name': 'Faouzi Ghoulam'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.3, 53.1], 'player': {'id': 8194, 'name': 'Mirko Valdifiori'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [99.6, 66.6], 'player': {'id': 5630, 'name': 'Dries Mertens'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [113.1, 42.6], 'player': {'id': 7030, 'name': 'Raúl Albiol i Tortajada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.9, 43.7], 'player': {'id': 7035, 'name': 'Allan Marques Loureiro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.3, 36.8], 'player': {'id': 7031, 'name': 'Elseid Hysaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.9, 37.8], 'player': {'id': 28442, 'name': 'Matteo Fedele'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [114.5, 77.6], 'player': {'id': 7696, 'name': 'Ryder Matos Santos'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [104.8, 68.5], 'player': {'id': 7114, 'name': 'Gaetano Letizia'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}]",3c80c246-08ff-4588-9e1f-513133d12182,Wayward,0.10740696,Normal,Open Play,,,,Carpi,1683,00:35:36.197,Shot,
,,,,,,,,,,,,,,,0.343184,,,,,,,,,,,,17ba3043-5f2c-478b-b54f-544eedae0638,1341,,"[112.6, 36.9]",3879539,36,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marek Hamšík,7025.0,Left Center Midfield,71,Napoli,227,['d9a2feed-5266-43e9-93e6-359f02b266a8'],5,,Head,"[118.1, 38.2, 1.2]",,"[{'location': [118.2, 39.2], 'player': {'id': 57655, 'name': 'Željko Brkić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.6, 43.2], 'player': {'id': 387474, 'name': 'Igor Bubnjić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.7, 39.0], 'player': {'id': 30829, 'name': 'Lorenzo Lollo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [120.0, 56.6], 'player': {'id': 7172, 'name': 'Simone Romagnoli'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [118.1, 48.6], 'player': {'id': 387300, 'name': 'Cristian Zaccardo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.4, 38.0], 'player': {'id': 7114, 'name': 'Gaetano Letizia'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [119.5, 63.7], 'player': {'id': 5630, 'name': 'Dries Mertens'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [118.5, 50.6], 'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.6, 42.2], 'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",67cc3116-cd73-4d30-94c5-fd6679b21853,Saved,0.1156329,Normal,Open Play,,,,Napoli,227,00:36:05.953,Shot,
,,,,,,,,,,,,,,,0.142415,,,,,,,,,,,,3b26b3ef-c42c-48e4-a037-29052cd9611f,1386,,"[107.1, 44.4]",3879539,36,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gonzalo Gerardo Higuaín,5497.0,Center Forward,74,Napoli,227,"['31d735d1-ee00-4784-ab25-d3c9a2311053', 'ed348144-582f-4c8a-8745-bd61d9ab7847']",50,,Right Foot,"[108.1, 44.1]",,"[{'location': [100.4, 53.8], 'player': {'id': 7035, 'name': 'Allan Marques Loureiro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [107.7, 48.1], 'player': {'id': 5630, 'name': 'Dries Mertens'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.7, 41.3], 'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [117.4, 41.9], 'player': {'id': 57655, 'name': 'Željko Brkić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.8, 37.8], 'player': {'id': 30829, 'name': 'Lorenzo Lollo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.9, 49.0], 'player': {'id': 7460, 'name': 'Isaac Cofie'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.0, 49.3], 'player': {'id': 387474, 'name': 'Igor Bubnjić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.7, 44.1], 'player': {'id': 7172, 'name': 'Simone Romagnoli'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [107.8, 40.4], 'player': {'id': 387300, 'name': 'Cristian Zaccardo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.6, 35.8], 'player': {'id': 7114, 'name': 'Gaetano Letizia'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}]",1ef45703-39c6-4e81-8a94-fd995729da6a,Blocked,0.076735474,Half Volley,Open Play,,,,Napoli,227,00:36:50.089,Shot,
