ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.828985,,,,,,,,,,,f3e96354-0990-4da0-995f-57128c5c297f,44,,,"[103.7, 38.2]",3775593,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Melanie Leupolz,15648.0,Right Defensive Midfield,4,Chelsea FCW,971,"['6019766e-cae0-41c2-816e-43ad8a9180ed', 'b87105de-942a-4598-ba2b-c2e189d4ffcf']",8,,Right Foot,"[120.0, 41.3, 0.4]",True,"[{'location': [110.7, 45.9], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.5, 43.4], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [100.7, 46.0], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [112.2, 39.2], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.5, 48.0], 'player': {'id': 10108, 'name': 'Pernille Mosegaard Harder'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [114.5, 70.0], 'player': {'id': 19422, 'name': 'Jessica Carter'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [118.2, 40.1], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.0, 38.4], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.2, 43.5], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [109.8, 53.1], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.1, 37.7], 'player': {'id': 46636, 'name': 'Bethan Roberts'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.2, 42.1], 'player': {'id': 46635, 'name': 'Emma Harries'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [111.4, 39.0], 'player': {'id': 19780, 'name': 'Rachel Rowe'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [111.9, 40.7], 'player': {'id': 20061, 'name': 'Deanna Cooper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.2, 43.2], 'player': {'id': 31628, 'name': 'Kristine Leine'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",c03b8608-04a2-43a3-a520-4e6e54da03f0,,Goal,0.054482013,Half Volley,Open Play,,,,Chelsea FCW,971,00:01:08.331,Shot,True
,,,,,,,,,,,,,,0.10378,,,,,,,,,,,93abce73-b8fa-40c4-b48f-200d67ddb20e,266,,,"[99.0, 33.8]",3775593,6,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Rachel Rowe,19780.0,Center Defensive Midfield,14,Reading WFC,974,"['9d0fb272-3903-46bc-b646-1ebd3ba576af', 'c264ce43-08d2-4152-addb-15be9db2feba']",54,,Right Foot,"[100.8, 34.6]",True,"[{'location': [93.9, 36.8], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [106.6, 30.7], 'player': {'id': 46635, 'name': 'Emma Harries'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.3, 33.1], 'player': {'id': 31628, 'name': 'Kristine Leine'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [113.2, 21.8], 'player': {'id': 24281, 'name': 'Danielle Carter'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [100.6, 43.0], 'player': {'id': 20061, 'name': 'Deanna Cooper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [108.1, 40.6], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [102.1, 27.2], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [99.5, 24.1], 'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [84.5, 48.8], 'player': {'id': 10108, 'name': 'Pernille Mosegaard Harder'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [101.9, 34.7], 'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.8, 37.2], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.8, 38.4], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.6, 43.1], 'player': {'id': 19422, 'name': 'Jessica Carter'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.4, 43.4], 'player': {'id': 15648, 'name': 'Melanie Leupolz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.1, 22.4], 'player': {'id': 15631, 'name': 'Niamh Charles'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.2, 27.1], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [104.6, 35.5], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [117.3, 39.5], 'player': {'id': 15560, 'name': 'Ann-Katrin Berger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",a264da6a-9ab6-416a-ac32-2b625e6f9a30,,Blocked,0.045407847,Normal,Open Play,,,,Reading WFC,974,00:06:54.745,Shot,
,,,,,,,,,,,,,,0.130383,,,,,,,,,,,5ceeb090-5fc6-41dd-bfcf-89d462367a70,703,,,"[110.3, 33.9]",3775593,17,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Samantha May Kerr,4961.0,Center Forward,30,Chelsea FCW,971,"['45aeeaa4-dd3c-4162-abc6-ad8585953437', '49b1aea1-5f89-4c56-b883-12ecf053e799', '7954b532-0745-4611-9adf-c84111f6355b']",5,,Left Foot,"[111.4, 34.5]",True,"[{'location': [97.3, 32.4], 'player': {'id': 10108, 'name': 'Pernille Mosegaard Harder'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [99.3, 29.4], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [114.9, 36.4], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.0, 29.4], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [104.3, 30.5], 'player': {'id': 31628, 'name': 'Kristine Leine'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.1, 41.1], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.1, 35.1], 'player': {'id': 20061, 'name': 'Deanna Cooper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.2, 33.0], 'player': {'id': 19780, 'name': 'Rachel Rowe'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}]",92e3a26e-0360-45e6-9644-f3fa81bb4e12,,Blocked,0.11117918,Normal,Open Play,,,,Chelsea FCW,971,00:17:05.871,Shot,True
,,,,,,,,,,,,,,0.1577,,,,,,,,,,,9682e996-bcb0-4bce-b5b6-5f7fd3fb0ca1,718,,,"[105.1, 26.9]",3775593,17,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Pernille Mosegaard Harder,10108.0,Center Attacking Midfield,31,Chelsea FCW,971,"['0a89b805-4c36-4c40-ba41-447b62fc011b', '6e3288cc-bb49-4c56-aa3e-48818b4277f4', 'b05539b5-1149-4556-91c0-b0f219335cf8']",47,,Right Foot,"[107.1, 28.6]",,"[{'location': [107.3, 33.7], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.5, 35.6], 'player': {'id': 20061, 'name': 'Deanna Cooper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.6, 39.4], 'player': {'id': 19780, 'name': 'Rachel Rowe'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [107.0, 35.9], 'player': {'id': 46635, 'name': 'Emma Harries'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [104.7, 28.6], 'player': {'id': 46636, 'name': 'Bethan Roberts'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.9, 28.7], 'player': {'id': 31628, 'name': 'Kristine Leine'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.7, 26.0], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.0, 25.5], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [93.0, 20.1], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [98.5, 29.6], 'player': {'id': 15648, 'name': 'Melanie Leupolz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [110.7, 38.2], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [110.6, 21.7], 'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.7, 45.6], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [118.2, 35.9], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",3a5db187-462f-4656-a303-4f0687b0e198,,Blocked,0.043806244,Normal,Open Play,,,,Chelsea FCW,971,00:17:47.982,Shot,True
,,,,,,,,,,,,,,0.11254,,,,,,,,,,,022da0cd-958f-4477-92c8-4567c00be5a5,1189,,,"[107.3, 38.0]",3775593,32,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Danielle Carter,24281.0,Left Midfield,55,Reading WFC,974,"['01fbbb13-8bdc-4863-9fb5-eae2f93366d4', '5b6b8216-273f-4a31-9ffe-dbcd4b8d5d7d']",52,,Right Foot,"[108.2, 38.1]",True,"[{'location': [111.2, 58.1], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [101.1, 61.7], 'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [106.6, 57.8], 'player': {'id': 10108, 'name': 'Pernille Mosegaard Harder'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [110.8, 54.6], 'player': {'id': 19422, 'name': 'Jessica Carter'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.5, 51.1], 'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.4, 45.1], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.3, 42.3], 'player': {'id': 46635, 'name': 'Emma Harries'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [92.5, 59.3], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [93.5, 49.4], 'player': {'id': 19780, 'name': 'Rachel Rowe'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [109.7, 54.7], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [111.7, 56.8], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [117.3, 41.2], 'player': {'id': 15560, 'name': 'Ann-Katrin Berger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.6, 48.7], 'player': {'id': 15648, 'name': 'Melanie Leupolz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.8, 37.9], 'player': {'id': 15631, 'name': 'Niamh Charles'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.8, 39.7], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",7539c470-92c9-4f71-aca0-820da5afa198,,Blocked,0.10805069,Normal,Open Play,,,,Reading WFC,974,00:32:52.931,Shot,
,,,,,,,,,,,,,,1.044962,,,,,,,,,,,f9a06afd-c8aa-4b1e-ac91-2055661cf6d5,1517,,,"[115.7, 32.6]",3775593,41,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Pernille Mosegaard Harder,10108.0,Center Attacking Midfield,70,Chelsea FCW,971,"['223f8f31-6367-48a5-8ad5-9ccfa72fcf5d', '78cc95a2-2451-438d-8888-6aa19c506478']",37,True,Head,"[120.0, 34.6, 0.6]",,"[{'location': [116.4, 33.1], 'player': {'id': 31628, 'name': 'Kristine Leine'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.9, 35.5], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [118.9, 37.4], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.9, 27.0], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [114.2, 44.5], 'player': {'id': 20061, 'name': 'Deanna Cooper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.3, 51.8], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.3, 39.8], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",b54549a4-ffd1-4ebd-b1dd-3fcfecbbb36a,,Off T,0.08858863,Normal,Open Play,,,,Chelsea FCW,971,00:41:37.677,Shot,True
,,,,,,,,,,,,,,0.786059,,,,,,,,,,,f38fb7dc-23ad-4dea-bdf7-6822b02759df,1562,,,"[107.6, 37.3]",3775593,42,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Francesca Kirby,4641.0,Right Wing,72,Chelsea FCW,971,['7783a704-e6d3-4494-8c94-ed05a4de30f7'],39,,Right Foot,"[120.0, 43.2, 2.0]",True,"[{'location': [117.2, 37.3], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [91.9, 25.9], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [99.7, 31.1], 'player': {'id': 19780, 'name': 'Rachel Rowe'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [112.1, 40.3], 'player': {'id': 46636, 'name': 'Bethan Roberts'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.5, 35.0], 'player': {'id': 20061, 'name': 'Deanna Cooper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.9, 32.6], 'player': {'id': 31628, 'name': 'Kristine Leine'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.4, 29.1], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.9, 20.4], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [113.7, 28.4], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.2, 34.6], 'player': {'id': 10108, 'name': 'Pernille Mosegaard Harder'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [88.4, 19.0], 'player': {'id': 19422, 'name': 'Jessica Carter'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",b5cb3e06-edad-4eb8-94a1-51a19d9015e7,,Goal,0.24900104,Normal,Open Play,,,,Chelsea FCW,971,00:42:39.723,Shot,
,,,,,,,,,,,,,,0.595636,,,,,,,,,,,23ee8a8a-c04f-428c-a86a-68ba1cdb64d7,1740,,,"[115.2, 43.0]",3775593,46,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pernille Mosegaard Harder,10108.0,Center Attacking Midfield,78,Chelsea FCW,971,"['23df8084-a5cb-4f87-b1b0-66022767cc37', '9435cf8e-75cc-462b-8e49-2d9163773e3b', 'd3358ebb-3361-4151-a32d-1846ab3f12d8']",34,,Other,"[117.5, 42.7, 0.8]",,"[{'location': [86.2, 27.7], 'player': {'id': 46635, 'name': 'Emma Harries'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [98.9, 38.3], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.2, 43.0], 'player': {'id': 46636, 'name': 'Bethan Roberts'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.8, 50.6], 'player': {'id': 24281, 'name': 'Danielle Carter'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [99.1, 30.2], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [114.0, 43.1], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.6, 42.4], 'player': {'id': 20061, 'name': 'Deanna Cooper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.6, 33.3], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [113.2, 36.0], 'player': {'id': 31628, 'name': 'Kristine Leine'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.8, 43.1], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.4, 52.3], 'player': {'id': 15631, 'name': 'Niamh Charles'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [96.7, 41.5], 'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [113.8, 35.8], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [89.9, 19.8], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",29ffffdf-3a69-496c-b954-e4ece2268030,,Saved,0.16221496,Normal,Open Play,,,,Chelsea FCW,971,00:46:34.495,Shot,True
,,,,,,,,,,,,,,0.322775,,,,,,,,,,,d9379031-8ee3-4052-81c6-0fde1569b97c,1923,,,"[97.9, 40.6]",3775593,49,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Angharad James,15577.0,Left Center Midfield,90,Reading WFC,974,"['68803a7d-7b79-4a60-8797-a8d214ad5da8', 'c70e4414-9d8c-4005-b4c1-5592e4a74aa8', 'cc17704f-e6d5-4ab3-b476-e0a16371ff0f']",41,,Right Foot,"[104.1, 38.6]",True,"[{'location': [118.1, 41.5], 'player': {'id': 15560, 'name': 'Ann-Katrin Berger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [86.2, 28.2], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [98.5, 40.2], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [101.5, 42.3], 'player': {'id': 19422, 'name': 'Jessica Carter'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.6, 28.5], 'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.8, 38.1], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.1, 33.1], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.3, 41.8], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [82.3, 14.3], 'player': {'id': 46636, 'name': 'Bethan Roberts'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [80.8, 12.8], 'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [87.9, 16.4], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [101.9, 32.7], 'player': {'id': 19780, 'name': 'Rachel Rowe'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [84.7, 32.8], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",79339bb4-0e08-4e2b-bd0f-61dc134d951d,,Blocked,0.04262091,Half Volley,Open Play,,,,Reading WFC,974,00:04:41.066,Shot,True
,,,,,,,,,,,,,,1.217993,,,,,,,,,,,c32b348e-162d-4f0f-b6cd-10ff14904078,1932,,,"[106.4, 12.1]",3775593,50,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Fara Williams,10251.0,Right Center Midfield,91,Reading WFC,974,['05ff6d94-831c-443f-9c23-c4ad1b903842'],24,,Right Foot,"[119.3, 35.9, 0.2]",True,"[{'location': [115.3, 22.5], 'player': {'id': 24281, 'name': 'Danielle Carter'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [109.9, 24.4], 'player': {'id': 19780, 'name': 'Rachel Rowe'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [111.4, 34.9], 'player': {'id': 31628, 'name': 'Kristine Leine'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [117.9, 38.7], 'player': {'id': 15560, 'name': 'Ann-Katrin Berger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.4, 32.5], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.4, 21.4], 'player': {'id': 15631, 'name': 'Niamh Charles'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.4, 20.3], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [102.8, 21.8], 'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [111.8, 37.1], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.7, 39.3], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [112.0, 41.7], 'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.8, 38.1], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [108.0, 40.2], 'player': {'id': 15648, 'name': 'Melanie Leupolz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.9, 44.2], 'player': {'id': 19422, 'name': 'Jessica Carter'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.9, 36.1], 'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.0, 46.5], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",26132c28-c807-42ec-868c-3dd704736eea,,Saved,0.0084235575,Normal,Open Play,,,,Reading WFC,974,00:05:24.039,Shot,
