ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.232047,,,,,,,,,,,,,,9bf3e352-f03e-4f44-a2fe-647d496798d8,375,,"[90.6, 55.2]",3890548,8,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,David Olatukunbo Alaba,8220.0,Left Back,18,Bayern Munich,169,['3088ee35-6a64-4e8f-aecf-4d462aa1f563'],33,,Right Foot,"[120.0, 44.3, 4.8]",,"[{'location': [118.3, 40.6], 'player': {'id': 12319, 'name': 'Ramazan Özcan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.1, 55.8], 'player': {'id': 3097, 'name': 'Pascal Groß'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.7, 45.0], 'player': {'id': 3221, 'name': 'Markus Suttner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.0, 44.5], 'player': {'id': 40464, 'name': 'Moritz Hartmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [113.5, 41.1], 'player': {'id': 8405, 'name': 'Benjamin Hübner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.6, 39.6], 'player': {'id': 9106, 'name': 'Marvin Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.2, 42.4], 'player': {'id': 40459, 'name': 'Roger de Oliveira Bernardo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [111.2, 37.5], 'player': {'id': 8676, 'name': 'Danny Vieira da Costa'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [91.8, 40.4], 'player': {'id': 5837, 'name': 'Douglas Costa de Souza'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [100.1, 51.5], 'player': {'id': 20485, 'name': 'Almog Cohen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.2, 50.5], 'player': {'id': 5481, 'name': 'Mathew Leckie'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [99.3, 41.1], 'player': {'id': 9113, 'name': 'Dario Lezcano'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [100.9, 60.9], 'player': {'id': 19295, 'name': 'Philipp Lahm'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [111.8, 46.1], 'player': {'id': 5668, 'name': 'Robert Lewandowski'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.1, 43.9], 'player': {'id': 5562, 'name': 'Thomas Müller'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [112.3, 41.5], 'player': {'id': 9399, 'name': 'Javier Martínez Aginaga'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [111.8, 38.5], 'player': {'id': 20133, 'name': 'Xabier Alonso Olano'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [102.7, 34.6], 'player': {'id': 8223, 'name': 'Franck Bilal Ribéry'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [86.8, 52.8], 'player': {'id': 5208, 'name': 'Thiago Alcântara do Nascimento'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",,,Off T,0.0065946775,Normal,Free Kick,,,,Bayern Munich,169,00:08:33.848,Shot,
,,,,,,,,,,,,,,,,0.459323,,,,,,,,,,,,,,89fd2324-fa52-4c3e-b00c-2a5b6161bcf8,523,,"[108.0, 40.0]",3890548,14,,,,,,,,,,,,,,,,,,,,,,,,,1,Other,Robert Lewandowski,5668.0,Center Forward,24,Bayern Munich,169,['bb1107d8-3584-49e3-ba22-34c63e54044b'],11,,Right Foot,"[120.0, 42.5, 0.2]",,,,,Goal,0.7835,Normal,Penalty,,,,Bayern Munich,169,00:14:11.924,Shot,
,,,,,,,,,,,,,,,,0.07413,,,,,,,,,,,,,,566b1166-4e80-4c40-8ce8-961c873b5271,541,,"[96.5, 33.4]",3890548,15,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Roger de Oliveira Bernardo,40459.0,Center Defensive Midfield,26,Ingolstadt,189,"['49f00ad9-af43-4642-b40c-1b5e603a0118', 'c03a1d7f-fc26-4089-8085-b91627b788fa']",41,,Right Foot,"[99.5, 33.9]",True,"[{'location': [106.8, 39.2], 'player': {'id': 20485, 'name': 'Almog Cohen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [111.5, 44.6], 'player': {'id': 40464, 'name': 'Moritz Hartmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [117.0, 41.1], 'player': {'id': 8405, 'name': 'Benjamin Hübner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [114.1, 38.4], 'player': {'id': 9113, 'name': 'Dario Lezcano'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.9, 34.1], 'player': {'id': 5481, 'name': 'Mathew Leckie'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [100.3, 37.6], 'player': {'id': 8223, 'name': 'Franck Bilal Ribéry'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [100.0, 33.9], 'player': {'id': 5837, 'name': 'Douglas Costa de Souza'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [107.1, 44.3], 'player': {'id': 5562, 'name': 'Thomas Müller'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [109.4, 43.9], 'player': {'id': 8220, 'name': 'David Olatukunbo Alaba'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.2, 31.9], 'player': {'id': 19295, 'name': 'Philipp Lahm'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.5, 39.1], 'player': {'id': 5579, 'name': 'Joshua Kimmich'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.7, 39.0], 'player': {'id': 20133, 'name': 'Xabier Alonso Olano'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.1, 36.6], 'player': {'id': 5208, 'name': 'Thiago Alcântara do Nascimento'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [113.4, 37.1], 'player': {'id': 9399, 'name': 'Javier Martínez Aginaga'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.4, 32.3], 'player': {'id': 5668, 'name': 'Robert Lewandowski'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [119.3, 40.2], 'player': {'id': 5570, 'name': 'Manuel Neuer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.9, 46.2], 'player': {'id': 9106, 'name': 'Marvin Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",,,Blocked,0.02552066,Volley,Open Play,,,,Ingolstadt,189,00:15:41.550,Shot,
,,,,,,,,,,,,,,,,1.133188,,,,,,,,,,,,,,6210d23f-a6a7-4605-87d2-e40310274d05,627,,"[98.0, 39.0]",3890548,17,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Thomas Müller,5562.0,Center Attacking Midfield,27,Bayern Munich,169,['85949d6f-fd9c-4215-9754-07e8af945d59'],7,,Right Foot,"[120.0, 32.7, 0.4]",,"[{'location': [98.7, 38.1], 'player': {'id': 20485, 'name': 'Almog Cohen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.9, 23.9], 'player': {'id': 8220, 'name': 'David Olatukunbo Alaba'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [86.7, 51.7], 'player': {'id': 19295, 'name': 'Philipp Lahm'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [103.8, 44.5], 'player': {'id': 3221, 'name': 'Markus Suttner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.3, 46.5], 'player': {'id': 5481, 'name': 'Mathew Leckie'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [102.5, 39.2], 'player': {'id': 8405, 'name': 'Benjamin Hübner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.3, 36.4], 'player': {'id': 9106, 'name': 'Marvin Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.9, 29.7], 'player': {'id': 8676, 'name': 'Danny Vieira da Costa'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.1, 26.8], 'player': {'id': 40459, 'name': 'Roger de Oliveira Bernardo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [99.1, 27.2], 'player': {'id': 3097, 'name': 'Pascal Groß'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [100.8, 17.6], 'player': {'id': 40464, 'name': 'Moritz Hartmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [116.7, 40.2], 'player': {'id': 12319, 'name': 'Ramazan Özcan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.1, 44.0], 'player': {'id': 5668, 'name': 'Robert Lewandowski'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.0, 32.2], 'player': {'id': 8223, 'name': 'Franck Bilal Ribéry'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [96.3, 44.6], 'player': {'id': 5837, 'name': 'Douglas Costa de Souza'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",28baa2d8-a60b-48ef-865f-55263d869471,,Off T,0.04736288,Normal,Open Play,,,,Bayern Munich,169,00:17:07.161,Shot,
,,,,,,,,,,,,,,,,0.813842,,,,,,,,,,,,,,f8fef62b-8d44-449b-b5f4-a3a11a5dd0cf,705,,"[97.0, 32.6]",3890548,19,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Thomas Müller,5562.0,Center Attacking Midfield,32,Bayern Munich,169,['49ddc1db-e966-4c9f-9c5d-73293d6a8f89'],26,,Left Foot,"[113.8, 38.6, 0.5]",,"[{'location': [85.5, 53.7], 'player': {'id': 20485, 'name': 'Almog Cohen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [84.7, 49.3], 'player': {'id': 3097, 'name': 'Pascal Groß'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [89.4, 29.0], 'player': {'id': 40464, 'name': 'Moritz Hartmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [83.1, 69.0], 'player': {'id': 5837, 'name': 'Douglas Costa de Souza'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [98.6, 44.7], 'player': {'id': 5668, 'name': 'Robert Lewandowski'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [84.2, 57.1], 'player': {'id': 19295, 'name': 'Philipp Lahm'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [100.1, 19.7], 'player': {'id': 8223, 'name': 'Franck Bilal Ribéry'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [81.1, 45.8], 'player': {'id': 5208, 'name': 'Thiago Alcântara do Nascimento'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [114.7, 38.9], 'player': {'id': 12319, 'name': 'Ramazan Özcan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.9, 65.2], 'player': {'id': 5481, 'name': 'Mathew Leckie'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [97.9, 51.0], 'player': {'id': 3221, 'name': 'Markus Suttner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.1, 42.7], 'player': {'id': 8405, 'name': 'Benjamin Hübner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.8, 34.3], 'player': {'id': 9106, 'name': 'Marvin Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [91.7, 44.3], 'player': {'id': 40459, 'name': 'Roger de Oliveira Bernardo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [98.2, 30.6], 'player': {'id': 8676, 'name': 'Danny Vieira da Costa'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",9a499a5a-5722-4b2d-b2c1-4365cddb585a,,Saved,0.071352996,Normal,Open Play,,,,Bayern Munich,169,00:19:26.151,Shot,
,,,,,,,,,,,,,,,,0.587579,,,,,,,,,,,,,,ae688ae9-2824-4624-bbcd-9bd27a09c284,905,,"[103.5, 29.2]",3890548,25,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mathew Leckie,5481.0,Left Wing,50,Ingolstadt,189,['fda5cf09-484c-4a88-a158-2fa02d311ee1'],34,,Left Foot,"[116.5, 39.3, 0.3]",,"[{'location': [96.2, 16.9], 'player': {'id': 40459, 'name': 'Roger de Oliveira Bernardo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [102.6, 21.6], 'player': {'id': 9113, 'name': 'Dario Lezcano'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [116.8, 38.3], 'player': {'id': 5570, 'name': 'Manuel Neuer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.7, 30.6], 'player': {'id': 8223, 'name': 'Franck Bilal Ribéry'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [106.7, 46.2], 'player': {'id': 8220, 'name': 'David Olatukunbo Alaba'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.7, 33.7], 'player': {'id': 20133, 'name': 'Xabier Alonso Olano'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.1, 42.3], 'player': {'id': 5579, 'name': 'Joshua Kimmich'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.1, 38.6], 'player': {'id': 5208, 'name': 'Thiago Alcântara do Nascimento'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.7, 26.9], 'player': {'id': 5562, 'name': 'Thomas Müller'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [103.1, 30.4], 'player': {'id': 9399, 'name': 'Javier Martínez Aginaga'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 25.4], 'player': {'id': 19295, 'name': 'Philipp Lahm'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.7, 33.5], 'player': {'id': 3097, 'name': 'Pascal Groß'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [105.0, 43.9], 'player': {'id': 20485, 'name': 'Almog Cohen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [87.7, 17.8], 'player': {'id': 3221, 'name': 'Markus Suttner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [110.3, 48.6], 'player': {'id': 40464, 'name': 'Moritz Hartmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",c177c1a0-63e7-4c66-98a8-895821e7f157,,Saved,0.09434129,Normal,Open Play,,,,Ingolstadt,189,00:25:34.487,Shot,
,,,,,,,,,,,,,,,,0.073361,,,,,,,,,,,,,,058bfcb3-9d52-4d79-83c7-fc1a9c019117,994,,"[92.2, 41.8]",3890548,27,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Almog Cohen,20485.0,Left Center Midfield,55,Ingolstadt,189,"['8b8de4b9-e756-4cb2-9081-26f747b64c26', 'e333cde0-9613-4cd9-891f-e78e265efbc7']",34,,Right Foot,"[93.0, 41.8]",,"[{'location': [84.3, 36.9], 'player': {'id': 5562, 'name': 'Thomas Müller'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [93.3, 48.1], 'player': {'id': 5208, 'name': 'Thiago Alcântara do Nascimento'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [89.0, 38.2], 'player': {'id': 5837, 'name': 'Douglas Costa de Souza'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [97.1, 54.5], 'player': {'id': 8220, 'name': 'David Olatukunbo Alaba'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.5, 45.0], 'player': {'id': 5579, 'name': 'Joshua Kimmich'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.0, 38.8], 'player': {'id': 9399, 'name': 'Javier Martínez Aginaga'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.7, 29.5], 'player': {'id': 19295, 'name': 'Philipp Lahm'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [90.1, 67.2], 'player': {'id': 3097, 'name': 'Pascal Groß'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [97.4, 66.9], 'player': {'id': 40464, 'name': 'Moritz Hartmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [90.0, 56.8], 'player': {'id': 8676, 'name': 'Danny Vieira da Costa'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [95.7, 38.7], 'player': {'id': 5481, 'name': 'Mathew Leckie'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [82.8, 43.0], 'player': {'id': 9113, 'name': 'Dario Lezcano'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [90.1, 19.3], 'player': {'id': 3221, 'name': 'Markus Suttner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [116.5, 39.3], 'player': {'id': 5570, 'name': 'Manuel Neuer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.2, 42.3], 'player': {'id': 20133, 'name': 'Xabier Alonso Olano'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}]",c3295252-2e46-4435-91a7-32e5ed66e39c,,Blocked,0.03470335,Normal,Open Play,,,,Ingolstadt,189,00:27:34.687,Shot,
,,,,,,,,,,,,,,,,0.43708,,,,,,,,,,,,,,e127c7e0-51e8-4348-9a4a-235e3efb7b2d,1029,,"[109.5, 33.5]",3890548,28,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Moritz Hartmann,40464.0,Right Wing,57,Ingolstadt,189,['4d49c4d9-2c1f-4f47-b05d-381b13a79763'],28,,Right Foot,"[120.0, 35.5, 0.2]",True,"[{'location': [97.5, 35.7], 'player': {'id': 5579, 'name': 'Joshua Kimmich'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.4, 42.3], 'player': {'id': 8220, 'name': 'David Olatukunbo Alaba'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.5, 29.5], 'player': {'id': 5208, 'name': 'Thiago Alcântara do Nascimento'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.2, 36.1], 'player': {'id': 9399, 'name': 'Javier Martínez Aginaga'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.4, 21.4], 'player': {'id': 19295, 'name': 'Philipp Lahm'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [85.8, 21.7], 'player': {'id': 20133, 'name': 'Xabier Alonso Olano'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [98.8, 40.9], 'player': {'id': 3097, 'name': 'Pascal Groß'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [95.8, 33.7], 'player': {'id': 9113, 'name': 'Dario Lezcano'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [92.8, 17.8], 'player': {'id': 20485, 'name': 'Almog Cohen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [112.5, 34.7], 'player': {'id': 5570, 'name': 'Manuel Neuer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [83.5, 13.7], 'player': {'id': 5837, 'name': 'Douglas Costa de Souza'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",779f451e-95d8-4fcb-981e-4aebe3cf5bb2,,Off T,0.3878564,Normal,Open Play,,,,Ingolstadt,189,00:28:28.464,Shot,
,,,,,,,,,,,,,,,,1.317249,,,,,,,,,,,,,,a9ff7278-02d3-4420-981a-5320c0d2013c,1058,,"[87.1, 55.9]",3890548,29,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pascal Groß,3097.0,Right Center Midfield,60,Ingolstadt,189,['b32c2efd-3a82-4566-9f10-35dabe3eedba'],33,,Right Foot,"[120.0, 49.6, 5.0]",True,"[{'location': [117.8, 41.1], 'player': {'id': 5570, 'name': 'Manuel Neuer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [88.7, 49.7], 'player': {'id': 9113, 'name': 'Dario Lezcano'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [94.9, 52.6], 'player': {'id': 5481, 'name': 'Mathew Leckie'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [76.2, 43.9], 'player': {'id': 20133, 'name': 'Xabier Alonso Olano'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [86.0, 52.7], 'player': {'id': 5208, 'name': 'Thiago Alcântara do Nascimento'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [94.3, 59.3], 'player': {'id': 8220, 'name': 'David Olatukunbo Alaba'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.4, 47.4], 'player': {'id': 9399, 'name': 'Javier Martínez Aginaga'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [91.1, 27.2], 'player': {'id': 19295, 'name': 'Philipp Lahm'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [90.7, 48.5], 'player': {'id': 5579, 'name': 'Joshua Kimmich'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [72.8, 49.5], 'player': {'id': 20485, 'name': 'Almog Cohen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [84.4, 65.9], 'player': {'id': 40464, 'name': 'Moritz Hartmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,,Off T,0.008229783,Half Volley,Open Play,,,,Ingolstadt,189,00:29:33.621,Shot,
,,,,,,,,,,,,,,,,1.163057,,,,,,,,,,,,,,e8761790-a4ef-449b-9db6-e40b757bf66e,1144,,"[112.1, 50.0]",3890548,31,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Robert Lewandowski,5668.0,Center Forward,65,Bayern Munich,169,['2c6b100c-0286-414c-a341-ad9c116ad7cf'],38,,Right Foot,"[120.0, 36.2, 0.2]",True,"[{'location': [107.0, 38.1], 'player': {'id': 5562, 'name': 'Thomas Müller'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [111.0, 48.2], 'player': {'id': 8405, 'name': 'Benjamin Hübner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.1, 47.6], 'player': {'id': 3221, 'name': 'Markus Suttner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.3, 39.7], 'player': {'id': 9106, 'name': 'Marvin Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.8, 44.8], 'player': {'id': 20485, 'name': 'Almog Cohen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [115.8, 46.0], 'player': {'id': 12319, 'name': 'Ramazan Özcan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.2, 65.7], 'player': {'id': 5837, 'name': 'Douglas Costa de Souza'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",cba66288-5be2-4166-b5bb-d4f26b063adc,,Goal,0.21597333,Normal,Open Play,,,,Bayern Munich,169,00:31:38.189,Shot,
