50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.338253,,,,,,,,,,,,,,,,314f9e8d-c1ce-4325-a6e6-cdc6b0be4e8e,151,,"[93.4, 26.9]",3825585,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Manuel Agudo Durán,6724.0,Left Wing,7,Celta Vigo,209,"['b49f2c8c-404c-4794-b918-915ae2006ead', 'e20c9841-f97c-4f3f-95c3-9cbda2d2f808']",52,,Right Foot,"[102.4, 30.2]",,"[{'location': [97.7, 44.3], 'player': {'id': 10755, 'name': 'Jonathan Viera Ramos'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [102.7, 28.1], 'player': {'id': 3610, 'name': 'Roque Mesa Quevedo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [102.7, 30.3], 'player': {'id': 7906, 'name': 'David Simón Rodríguez Santana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.8, 31.1], 'player': {'id': 6721, 'name': 'Willian José da Silva'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [102.9, 32.2], 'player': {'id': 8167, 'name': 'Sergio Ezequiel Araújo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [102.9, 33.0], 'player': {'id': 15805, 'name': 'Hernán Daniel Santana Trujillo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.1, 27.6], 'player': {'id': 7105, 'name': 'Fabián Ariel Orellana Valenzuela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.4, 41.0], 'player': {'id': 27521, 'name': 'Juan Emmanuel Culio'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [95.6, 50.5], 'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [88.8, 42.1], 'player': {'id': 6805, 'name': 'Hugo Mallo Novegil'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [102.6, 35.3], 'player': {'id': 5217, 'name': 'Iago Aspas Juncal'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.7, 40.1], 'player': {'id': 19668, 'name': 'Augusto Matías Fernández'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [103.7, 43.0], 'player': {'id': 6890, 'name': 'Andreu Fontàs Prat'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [105.7, 41.5], 'player': {'id': 6801, 'name': 'Pedro Pablo Hernández'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.9, 41.3], 'player': {'id': 7907, 'name': 'Pedro Bigas Rigo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.8, 40.6], 'player': {'id': 26753, 'name': 'Javier Varas Herrera'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.3, 43.1], 'player': {'id': 6932, 'name': 'Dani Castellano Betancor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.3, 39.0], 'player': {'id': 27522, 'name': 'Antolín Alcáraz Viveros'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",,,Blocked,,0.03948698,Normal,Free Kick,,,,Celta Vigo,209,00:03:52.342,Shot,
,,,,,,,,,,,,,,,,,,0.512939,,,,,,,,,,,,,,,,024a2f07-10b3-4b92-96a7-8c4e510c99f9,203,,"[101.5, 36.3]",3825585,5,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Fabián Ariel Orellana Valenzuela,7105.0,Right Wing,11,Celta Vigo,209,['322b763a-d521-446f-83ea-85752570b256'],17,,Right Foot,"[120.0, 44.7, 0.5]",True,"[{'location': [92.4, 31.1], 'player': {'id': 6721, 'name': 'Willian José da Silva'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [105.6, 37.7], 'player': {'id': 27521, 'name': 'Juan Emmanuel Culio'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [96.5, 49.8], 'player': {'id': 6805, 'name': 'Hugo Mallo Novegil'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [107.1, 36.7], 'player': {'id': 6801, 'name': 'Pedro Pablo Hernández'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [107.3, 38.9], 'player': {'id': 5217, 'name': 'Iago Aspas Juncal'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.7, 47.1], 'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [91.1, 38.3], 'player': {'id': 19668, 'name': 'Augusto Matías Fernández'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [108.0, 20.7], 'player': {'id': 6724, 'name': 'Manuel Agudo Durán'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.8, 20.4], 'player': {'id': 6802, 'name': 'Jonathan Castro Otto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [107.3, 25.2], 'player': {'id': 7906, 'name': 'David Simón Rodríguez Santana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.0, 49.1], 'player': {'id': 10755, 'name': 'Jonathan Viera Ramos'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [117.6, 39.1], 'player': {'id': 26753, 'name': 'Javier Varas Herrera'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.3, 43.5], 'player': {'id': 6932, 'name': 'Dani Castellano Betancor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.4, 35.5], 'player': {'id': 27522, 'name': 'Antolín Alcáraz Viveros'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.0, 38.7], 'player': {'id': 7907, 'name': 'Pedro Bigas Rigo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.7, 21.5], 'player': {'id': 3610, 'name': 'Roque Mesa Quevedo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [103.2, 28.2], 'player': {'id': 15805, 'name': 'Hernán Daniel Santana Trujillo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}]",6a4279e9-48e2-4add-b9ef-84347c001538,,Off T,,0.0634311,Normal,Open Play,,,,Celta Vigo,209,00:05:17.068,Shot,
,,,,,,,,,,,,,,,,,,0.105476,,,,,,,,,,,,,,,,08d51194-fa1a-433e-9c8c-756eae01e9ae,294,,"[113.7, 29.5]",3825585,7,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Manuel Agudo Durán,6724.0,Left Wing,15,Celta Vigo,209,['45e4a6ca-43d5-4bc2-aad1-f86a4f7e8a42'],30,,Right Foot,"[114.6, 31.4, 0.5]",,"[{'location': [104.5, 30.6], 'player': {'id': 6802, 'name': 'Jonathan Castro Otto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [107.1, 37.4], 'player': {'id': 5217, 'name': 'Iago Aspas Juncal'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.9, 42.4], 'player': {'id': 6801, 'name': 'Pedro Pablo Hernández'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [109.6, 52.3], 'player': {'id': 7105, 'name': 'Fabián Ariel Orellana Valenzuela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [87.8, 49.7], 'player': {'id': 6805, 'name': 'Hugo Mallo Novegil'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [111.4, 11.3], 'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [98.3, 26.2], 'player': {'id': 15805, 'name': 'Hernán Daniel Santana Trujillo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.8, 25.3], 'player': {'id': 3610, 'name': 'Roque Mesa Quevedo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [110.1, 21.2], 'player': {'id': 27522, 'name': 'Antolín Alcáraz Viveros'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.1, 25.9], 'player': {'id': 7906, 'name': 'David Simón Rodríguez Santana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [90.5, 49.5], 'player': {'id': 10755, 'name': 'Jonathan Viera Ramos'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [114.6, 31.9], 'player': {'id': 26753, 'name': 'Javier Varas Herrera'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.3, 43.6], 'player': {'id': 6932, 'name': 'Dani Castellano Betancor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.4, 38.7], 'player': {'id': 7907, 'name': 'Pedro Bigas Rigo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 33.4], 'player': {'id': 27521, 'name': 'Juan Emmanuel Culio'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}]",98d6eeba-218b-458b-b2d4-aa91a3cbc24c,,Saved,,0.2954202,Normal,Open Play,,,,Celta Vigo,209,00:07:30.157,Shot,
,,,,,,,,,,,,,,,,,,0.387731,,,,,,,,,,,,,,,,22464eed-8bc0-4723-aede-bb68586d5d6f,318,,"[108.9, 36.3]",3825585,7,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Roque Mesa Quevedo,3610.0,Right Midfield,16,Las Palmas,208,['6695e5f3-aea8-4be7-99f4-8de01e582512'],52,,Right Foot,"[120.0, 40.3, 3.5]",True,"[{'location': [108.3, 32.1], 'player': {'id': 10755, 'name': 'Jonathan Viera Ramos'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [120.0, 29.6], 'player': {'id': 8167, 'name': 'Sergio Ezequiel Araújo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [116.4, 40.6], 'player': {'id': 6721, 'name': 'Willian José da Silva'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [89.8, 26.6], 'player': {'id': 27521, 'name': 'Juan Emmanuel Culio'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [93.8, 39.7], 'player': {'id': 15805, 'name': 'Hernán Daniel Santana Trujillo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [110.6, 48.6], 'player': {'id': 7906, 'name': 'David Simón Rodríguez Santana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [110.3, 32.2], 'player': {'id': 6805, 'name': 'Hugo Mallo Novegil'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.9, 42.3], 'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [96.7, 30.3], 'player': {'id': 6801, 'name': 'Pedro Pablo Hernández'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [117.1, 36.5], 'player': {'id': 6890, 'name': 'Andreu Fontàs Prat'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.2, 35.7], 'player': {'id': 6884, 'name': 'Sergio Álvarez Conde'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [119.3, 31.2], 'player': {'id': 6794, 'name': 'Gustavo Daniel Cabral Cáceres'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.8, 34.2], 'player': {'id': 19668, 'name': 'Augusto Matías Fernández'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [116.9, 41.9], 'player': {'id': 6802, 'name': 'Jonathan Castro Otto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",d1c4de21-a1d7-4c1b-812f-a455859a81f6,,Off T,,0.28718865,Normal,Open Play,,,,Las Palmas,208,00:07:52.210,Shot,
,,,,,,,,,,,,,,,,,,0.171059,,,,,,,,,,,,,,,,8eaf53ee-ad89-4cde-aaae-bb78b524460a,350,,"[112.9, 34.8]",3825585,8,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Manuel Agudo Durán,6724.0,Left Wing,17,Celta Vigo,209,"['528e846a-0588-4281-8ec7-dc39b69e8760', 'a07e812d-5538-4afd-b99e-a4a1843649a2']",46,,Left Foot,"[114.9, 35.9]",True,"[{'location': [96.8, 49.9], 'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [119.2, 52.8], 'player': {'id': 5217, 'name': 'Iago Aspas Juncal'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [114.9, 38.9], 'player': {'id': 6801, 'name': 'Pedro Pablo Hernández'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [118.3, 37.8], 'player': {'id': 26753, 'name': 'Javier Varas Herrera'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.0, 35.9], 'player': {'id': 27522, 'name': 'Antolín Alcáraz Viveros'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.1, 41.2], 'player': {'id': 7907, 'name': 'Pedro Bigas Rigo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.3, 47.1], 'player': {'id': 6932, 'name': 'Dani Castellano Betancor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [120.0, 48.7], 'player': {'id': 15805, 'name': 'Hernán Daniel Santana Trujillo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.9, 36.3], 'player': {'id': 7906, 'name': 'David Simón Rodríguez Santana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.9, 52.7], 'player': {'id': 27521, 'name': 'Juan Emmanuel Culio'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}]",,,Blocked,,0.14028054,Normal,Open Play,,,,Celta Vigo,209,00:08:46.546,Shot,
,,,,,,,,,,,,,,,,,,0.299571,,,,,,,,,,,,,,,,fc35399a-3c6d-4e84-86e1-8d3b898bd34e,361,,"[99.7, 32.0]",3825585,9,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Jonathan Castro Otto,6802.0,Left Back,18,Celta Vigo,209,['14a4f544-c1aa-4484-b53f-fe77e07c0c6c'],27,,Right Foot,"[120.0, 33.0, 3.7]",True,"[{'location': [112.1, 49.7], 'player': {'id': 6801, 'name': 'Pedro Pablo Hernández'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [112.2, 46.4], 'player': {'id': 5217, 'name': 'Iago Aspas Juncal'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.0, 36.1], 'player': {'id': 6794, 'name': 'Gustavo Daniel Cabral Cáceres'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [108.3, 35.9], 'player': {'id': 19668, 'name': 'Augusto Matías Fernández'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [104.7, 31.9], 'player': {'id': 6890, 'name': 'Andreu Fontàs Prat'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [105.7, 20.6], 'player': {'id': 27521, 'name': 'Juan Emmanuel Culio'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.5, 30.2], 'player': {'id': 8167, 'name': 'Sergio Ezequiel Araújo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [99.4, 39.9], 'player': {'id': 10755, 'name': 'Jonathan Viera Ramos'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [106.6, 35.1], 'player': {'id': 27522, 'name': 'Antolín Alcáraz Viveros'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.6, 37.2], 'player': {'id': 7907, 'name': 'Pedro Bigas Rigo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.5, 39.2], 'player': {'id': 26753, 'name': 'Javier Varas Herrera'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.6, 46.5], 'player': {'id': 15805, 'name': 'Hernán Daniel Santana Trujillo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.2, 39.8], 'player': {'id': 6932, 'name': 'Dani Castellano Betancor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.0, 38.4], 'player': {'id': 7906, 'name': 'David Simón Rodríguez Santana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.9, 17.7], 'player': {'id': 3610, 'name': 'Roque Mesa Quevedo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [109.5, 35.8], 'player': {'id': 6721, 'name': 'Willian José da Silva'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [99.5, 13.2], 'player': {'id': 6724, 'name': 'Manuel Agudo Durán'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.8, 14.4], 'player': {'id': 7105, 'name': 'Fabián Ariel Orellana Valenzuela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [95.7, 48.7], 'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",,,Off T,,0.03907489,Volley,Open Play,,,,Celta Vigo,209,00:09:27.014,Shot,
,,,,,,,,,,,,,,,,,,0.461889,,,,,,,,,,,,,,,,749be3a1-afaa-4070-ab21-d617877cb869,392,,"[108.0, 39.8]",3825585,12,,,,,,,,,,,,,,,,,,,,,,,,,1,Other,Fabián Ariel Orellana Valenzuela,7105.0,Right Wing,22,Celta Vigo,209,['53a57331-aef5-43e7-ba5d-bc2dfe230624'],46,,Right Foot,"[120.0, 43.2, 0.4]",,,,,Goal,,0.7835,Normal,Penalty,,,,Celta Vigo,209,00:12:46.157,Shot,
,,,,,,,,,,,,,,,,,,0.557529,,,,,,,,,,,,,,,,09d26df8-66ad-4d2e-8e0a-a29c205f269d,609,,"[109.4, 55.2]",3825585,17,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Fabián Ariel Orellana Valenzuela,7105.0,Right Wing,32,Celta Vigo,209,['c61110e0-372e-4c8e-ba72-94efcabfbfff'],20,,Right Foot,"[116.0, 44.4, 0.2]",,"[{'location': [101.7, 54.9], 'player': {'id': 6805, 'name': 'Hugo Mallo Novegil'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [99.2, 43.6], 'player': {'id': 6801, 'name': 'Pedro Pablo Hernández'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [110.1, 32.9], 'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [105.9, 40.9], 'player': {'id': 5217, 'name': 'Iago Aspas Juncal'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.1, 35.4], 'player': {'id': 6724, 'name': 'Manuel Agudo Durán'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.5, 46.1], 'player': {'id': 6932, 'name': 'Dani Castellano Betancor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.3, 42.4], 'player': {'id': 27521, 'name': 'Juan Emmanuel Culio'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.2, 50.7], 'player': {'id': 7907, 'name': 'Pedro Bigas Rigo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.9, 44.8], 'player': {'id': 7905, 'name': 'Raúl Lizoáin Cruz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.8, 40.3], 'player': {'id': 27522, 'name': 'Antolín Alcáraz Viveros'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.0, 32.7], 'player': {'id': 7906, 'name': 'David Simón Rodríguez Santana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",f9376e2e-437a-4ee1-bec8-9b2a876a39b4,,Saved,,0.06468302,Normal,Open Play,,,,Celta Vigo,209,00:17:20.971,Shot,
,,,,,,,,,,,,,,,,,,0.311628,,,,,,,,,,,,,,,,69cdf3ec-9cab-4303-bd55-0ece89b3c3ee,612,,"[114.4, 38.3]",3825585,17,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Wass,6797.0,Right Center Midfield,32,Celta Vigo,209,"['2cd5b8e5-847d-46fc-9d33-86a13f4f2b11', '5da7fcab-159a-4c3a-acf8-ec22c2bb290d']",22,,Right Foot,"[119.1, 38.9]",True,"[{'location': [104.5, 35.7], 'player': {'id': 3610, 'name': 'Roque Mesa Quevedo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [115.8, 44.2], 'player': {'id': 7905, 'name': 'Raúl Lizoáin Cruz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.1, 41.4], 'player': {'id': 27522, 'name': 'Antolín Alcáraz Viveros'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.5, 38.8], 'player': {'id': 7906, 'name': 'David Simón Rodríguez Santana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.5, 47.5], 'player': {'id': 6932, 'name': 'Dani Castellano Betancor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.7, 44.3], 'player': {'id': 27521, 'name': 'Juan Emmanuel Culio'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [115.1, 53.5], 'player': {'id': 7907, 'name': 'Pedro Bigas Rigo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.4, 46.6], 'player': {'id': 5217, 'name': 'Iago Aspas Juncal'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.2, 52.4], 'player': {'id': 6805, 'name': 'Hugo Mallo Novegil'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [106.2, 40.0], 'player': {'id': 6801, 'name': 'Pedro Pablo Hernández'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [117.9, 37.8], 'player': {'id': 6724, 'name': 'Manuel Agudo Durán'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [113.6, 58.0], 'player': {'id': 7105, 'name': 'Fabián Ariel Orellana Valenzuela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,,Blocked,,0.68331504,Normal,Open Play,,,,Celta Vigo,209,00:17:22.598,Shot,
,,,,,,,,,,,,,,,,,,0.321678,,,,,,,,,,,,,,,,d2e76b6b-5e31-4369-b205-d083219556f3,616,,"[116.6, 38.4]",3825585,17,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Wass,6797.0,Right Center Midfield,32,Celta Vigo,209,['22a0b7b1-84bf-4da4-9c42-6aa7835dccc5'],23,,Right Foot,"[120.0, 39.3, 1.6]",True,"[{'location': [112.5, 60.1], 'player': {'id': 7105, 'name': 'Fabián Ariel Orellana Valenzuela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [114.8, 45.7], 'player': {'id': 5217, 'name': 'Iago Aspas Juncal'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [118.8, 37.7], 'player': {'id': 6724, 'name': 'Manuel Agudo Durán'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [106.6, 51.6], 'player': {'id': 6805, 'name': 'Hugo Mallo Novegil'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [108.8, 38.2], 'player': {'id': 6801, 'name': 'Pedro Pablo Hernández'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [119.3, 41.4], 'player': {'id': 7906, 'name': 'David Simón Rodríguez Santana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.9, 43.3], 'player': {'id': 7905, 'name': 'Raúl Lizoáin Cruz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.1, 41.3], 'player': {'id': 27522, 'name': 'Antolín Alcáraz Viveros'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.7, 47.9], 'player': {'id': 6932, 'name': 'Dani Castellano Betancor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.7, 44.8], 'player': {'id': 27521, 'name': 'Juan Emmanuel Culio'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.7, 53.9], 'player': {'id': 7907, 'name': 'Pedro Bigas Rigo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",,,Goal,,0.82487196,Normal,Open Play,,,,Celta Vigo,209,00:17:23.363,Shot,
