ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.096453,,,,,,,,,,,,,4fd68159-59a8-47fc-bc41-2bbc215f34f5,122,,"[102.9, 40.7]",3764233,2,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jill Roord,10650.0,Right Center Midfield,7,Arsenal WFC,968,"['dc20db73-a49a-4386-a56b-b93ea50d65c7', 'f91a5091-504f-4868-94d3-f2cde6ff1f1e']",26,,Right Foot,"[103.8, 40.7]",True,"[{'location': [103.3, 21.4], 'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.5, 40.5], 'player': {'id': 20061, 'name': 'Deanna Cooper'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.0, 51.2], 'player': {'id': 15619, 'name': 'Bethany Mead'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [117.1, 40.9], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.1, 24.2], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.1, 47.0], 'player': {'id': 18998, 'name': 'Emma Mukandi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.0, 36.7], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.2, 25.1], 'player': {'id': 31628, 'name': 'Kristine Leine'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",cdf625df-1286-406d-808a-5d945790efa3,,,Blocked,0.054319814,Half Volley,Open Play,,,,Arsenal WFC,968,00:02:26.699,Shot,
,,,,,,,,,,,,,,,,,0.42123,,,,,,,,,,,,,afa45a94-f8f5-425b-916b-37d7ca4fcf15,150,,"[93.7, 46.6]",3764233,3,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Danielle Carter,24281.0,Right Center Forward,9,Reading WFC,974,"['0b773ec4-a787-4b4c-8904-43c73a6bec71', 'd6b5271e-0fa7-4b53-80e6-900bd8e3da93', 'fe26fd54-2189-4910-9623-603888b154a6']",47,,Right Foot,"[100.6, 44.8]",True,"[{'location': [97.2, 60.6], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [75.7, 30.9], 'player': {'id': 18998, 'name': 'Emma Mukandi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [87.0, 51.7], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [78.7, 47.4], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [96.3, 38.8], 'player': {'id': 15619, 'name': 'Bethany Mead'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [95.0, 46.8], 'player': {'id': 10235, 'name': 'Viktoria Schnaderbeck'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.0, 43.7], 'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [100.9, 44.8], 'player': {'id': 10404, 'name': 'Noelle Maritz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.4, 58.8], 'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [90.5, 52.1], 'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [84.9, 49.2], 'player': {'id': 10650, 'name': 'Jill Roord'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [86.9, 55.0], 'player': {'id': 10405, 'name': 'Lia Wälti'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.1, 42.3], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [98.0, 46.2], 'player': {'id': 26570, 'name': 'Amalie Vevle Eikeland'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [117.0, 40.0], 'player': {'id': 10237, 'name': 'Manuela Zinsberger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,,Blocked,0.028202508,Normal,Open Play,,,,Reading WFC,974,00:03:47.359,Shot,True
,,,,,,,,,,,,,,,,,1.397696,,,,,,,,,,,,,7f5074eb-3a5c-4758-b0b1-144212cf23e7,399,,"[101.6, 35.0]",3764233,9,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Amalie Vevle Eikeland,26570.0,Left Center Forward,21,Reading WFC,974,"['62e4a587-4f21-43bf-87b6-6c8f9fefec5b', '82cee66c-cde9-42f7-aa29-2ba6d33ffa5c']",48,True,Head,"[118.7, 42.7, 0.7]",,"[{'location': [100.5, 32.7], 'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.3, 33.6], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [88.0, 29.6], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [68.7, 9.4], 'player': {'id': 18998, 'name': 'Emma Mukandi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [83.5, 37.3], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [96.0, 21.1], 'player': {'id': 15619, 'name': 'Bethany Mead'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [83.1, 20.0], 'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [101.7, 35.6], 'player': {'id': 10404, 'name': 'Noelle Maritz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.1, 36.3], 'player': {'id': 24281, 'name': 'Danielle Carter'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [103.9, 36.3], 'player': {'id': 10235, 'name': 'Viktoria Schnaderbeck'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.6, 42.6], 'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [90.3, 37.6], 'player': {'id': 10650, 'name': 'Jill Roord'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [92.3, 52.3], 'player': {'id': 10192, 'name': 'Jordan Nobbs'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [117.9, 39.7], 'player': {'id': 10237, 'name': 'Manuela Zinsberger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [78.9, 7.8], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [101.0, 34.4], 'player': {'id': 10405, 'name': 'Lia Wälti'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",6591012a-7fe5-4a60-b507-a34f7ce361bb,,,Saved,0.019438343,Normal,Open Play,,,,Reading WFC,974,00:09:48.086,Shot,True
,,,,,,,,,,,,,,,,,1.467639,,,,,,,,,,,,,c92595ef-0231-44ac-a80a-3301303d9e8b,578,,"[106.9, 32.5]",3764233,14,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Kim Little,15616.0,Center Attacking Midfield,38,Arsenal WFC,968,['98fd960b-d817-4e37-a08c-8d60d93d3fc1'],39,,Right Foot,"[120.0, 43.1, 0.9]",True,"[{'location': [106.3, 30.7], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.7, 36.6], 'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [93.7, 40.2], 'player': {'id': 10192, 'name': 'Jordan Nobbs'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [80.9, 52.7], 'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [91.5, 33.9], 'player': {'id': 10650, 'name': 'Jill Roord'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [116.4, 37.5], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.9, 57.1], 'player': {'id': 18998, 'name': 'Emma Mukandi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.5, 39.5], 'player': {'id': 20061, 'name': 'Deanna Cooper'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [90.5, 51.4], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.5, 36.3], 'player': {'id': 31628, 'name': 'Kristine Leine'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.3, 40.1], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [84.5, 47.9], 'player': {'id': 26570, 'name': 'Amalie Vevle Eikeland'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [96.0, 29.8], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [93.9, 33.1], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}]",1fdfc0e3-b0ba-44fe-b74f-e20540e940fd,,,Goal,0.104481116,Volley,Open Play,,,,Arsenal WFC,968,00:14:39.278,Shot,
,,,,,,,,,,,,,,,,,1.259081,,,,,,,,,,,,,04f6b1f7-2fe8-4306-8e48-ad63d876a52f,963,,"[95.1, 54.3]",3764233,27,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Stephanie-Elise Catley,5000.0,Left Back,71,Arsenal WFC,968,['47ff4106-1ff1-42e2-a040-25e9de9f7292'],29,,Left Foot,"[120.0, 39.8, 2.8]",,"[{'location': [101.3, 56.9], 'player': {'id': 15619, 'name': 'Bethany Mead'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.0, 31.8], 'player': {'id': 18998, 'name': 'Emma Mukandi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.2, 35.1], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [107.6, 40.2], 'player': {'id': 26570, 'name': 'Amalie Vevle Eikeland'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [104.3, 45.0], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.2, 48.5], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.2, 49.3], 'player': {'id': 20061, 'name': 'Deanna Cooper'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.2, 50.0], 'player': {'id': 31628, 'name': 'Kristine Leine'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.3, 50.6], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.8, 40.0], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.5, 25.7], 'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [99.1, 39.7], 'player': {'id': 10192, 'name': 'Jordan Nobbs'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.0, 39.8], 'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.2, 38.9], 'player': {'id': 10235, 'name': 'Viktoria Schnaderbeck'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [105.2, 41.2], 'player': {'id': 10650, 'name': 'Jill Roord'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [104.8, 38.4], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}]",,,,Post,0.041093934,Normal,Free Kick,,,,Arsenal WFC,968,00:27:29.411,Shot,
,,,,,,,,,,,,,,,,,0.615052,,,,,,,,,,,,,c65bf39e-d430-4f0b-9b56-aef262362a34,1169,,"[111.9, 32.7]",3764233,32,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Vivianne Miedema,15623.0,Center Forward,80,Arsenal WFC,968,['abbeb2f7-7877-411c-853b-3ac00a592f61'],1,,Left Foot,"[120.0, 38.1, 0.4]",,"[{'location': [104.6, 29.8], 'player': {'id': 31628, 'name': 'Kristine Leine'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.6, 33.5], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.9, 38.5], 'player': {'id': 20061, 'name': 'Deanna Cooper'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.4, 39.1], 'player': {'id': 18998, 'name': 'Emma Mukandi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.8, 36.7], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",6ab8b316-4ba4-4ea8-8367-f90c3df8d37e,,,Goal,0.9213011,Normal,Open Play,,,,Arsenal WFC,968,00:32:01.560,Shot,
,,,,,,,,,,,,,,,,,0.14018,,,,,,,,,,,,,8596f732-2445-44cd-a909-3ffce639e2e4,1260,,"[108.1, 51.8]",3764233,35,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Vivianne Miedema,15623.0,Center Forward,84,Arsenal WFC,968,"['89154c7d-7088-447f-a32f-5b8bfb88a374', 'a6114b03-028f-4aca-81b1-a721ac35c829']",10,,Right Foot,"[109.1, 50.6, 0.7]",,"[{'location': [86.6, 57.9], 'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [104.3, 27.8], 'player': {'id': 10192, 'name': 'Jordan Nobbs'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [95.9, 36.4], 'player': {'id': 10650, 'name': 'Jill Roord'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [109.5, 50.1], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.0, 50.6], 'player': {'id': 20061, 'name': 'Deanna Cooper'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [93.7, 54.6], 'player': {'id': 18998, 'name': 'Emma Mukandi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.1, 36.6], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.4, 39.9], 'player': {'id': 31628, 'name': 'Kristine Leine'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",c56a24ae-3c27-4d90-aadf-d00083ad628c,True,,Saved,0.2758689,Normal,Open Play,,,,Arsenal WFC,968,00:35:10.281,Shot,True
,,,,,,,,,,,,,,,,,1.274626,,,,,,,,,,,,,40d20aa3-7e25-4f37-ba74-8847b41dc68d,1389,,"[103.9, 40.6]",3764233,39,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jill Roord,10650.0,Right Center Midfield,90,Arsenal WFC,968,['796ea739-7a2f-461f-8794-599c524aa847'],4,,Right Foot,"[120.0, 36.4, 0.2]",,"[{'location': [106.8, 43.2], 'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.5, 50.2], 'player': {'id': 15619, 'name': 'Bethany Mead'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [117.1, 41.0], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.6, 39.1], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.2, 37.8], 'player': {'id': 31628, 'name': 'Kristine Leine'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 41.7], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [99.9, 47.8], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [100.7, 49.9], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.9, 50.6], 'player': {'id': 18998, 'name': 'Emma Mukandi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [85.1, 52.2], 'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [105.8, 37.6], 'player': {'id': 10192, 'name': 'Jordan Nobbs'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",fc559c3e-8e04-4640-9139-ab99fe168b24,,,Goal,0.083001986,Normal,Open Play,,,,Arsenal WFC,968,00:39:04.575,Shot,
,,,,,,,,,,,,,,,,,0.114195,,,,,,,,,,,,,6d8ae2ae-6942-4b3e-832b-6347d4ea2baf,1595,,"[107.0, 44.1]",3764233,44,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Amalie Vevle Eikeland,26570.0,Left Center Forward,100,Reading WFC,974,"['3158d4c3-8475-4a6e-aad6-541b5e9f7371', 'e8bcc768-0d34-44f7-a6fd-75183f711a5e']",53,,Right Foot,"[108.1, 43.9]",,"[{'location': [109.9, 37.7], 'player': {'id': 10404, 'name': 'Noelle Maritz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.1, 49.1], 'player': {'id': 10235, 'name': 'Viktoria Schnaderbeck'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.8, 54.2], 'player': {'id': 24281, 'name': 'Danielle Carter'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [100.9, 52.2], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [98.2, 43.4], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [117.4, 41.6], 'player': {'id': 10237, 'name': 'Manuela Zinsberger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.0, 48.2], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [104.6, 56.4], 'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.4, 48.0], 'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [108.1, 43.8], 'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.8, 36.0], 'player': {'id': 15619, 'name': 'Bethany Mead'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}]",,,,Blocked,0.075971395,Normal,Open Play,,,,Reading WFC,974,00:44:53.228,Shot,
,,,,,,,,,,,,,,,,,1.173276,,,,,,,,,,,,,3f2797e0-4349-4ea6-9929-74cda086cc6a,1706,,"[100.3, 23.7]",3764233,47,,,,,,,,,,,,,,,,,,,,,2,From Corner,Angharad James,15577.0,Center Defensive Midfield,108,Reading WFC,974,['f32d70f4-5660-4182-9d43-ad47d01b34f1'],8,,Right Foot,"[118.9, 36.2, 1.1]",,"[{'location': [119.0, 37.9], 'player': {'id': 10237, 'name': 'Manuela Zinsberger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.6, 45.4], 'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [114.3, 34.3], 'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.0, 26.9], 'player': {'id': 10404, 'name': 'Noelle Maritz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.3, 38.7], 'player': {'id': 24281, 'name': 'Danielle Carter'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [112.6, 34.8], 'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.4, 42.2], 'player': {'id': 10235, 'name': 'Viktoria Schnaderbeck'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.3, 40.5], 'player': {'id': 10650, 'name': 'Jill Roord'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [114.0, 38.5], 'player': {'id': 15619, 'name': 'Bethany Mead'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [106.9, 38.8], 'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [111.3, 32.0], 'player': {'id': 10405, 'name': 'Lia Wälti'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [110.2, 9.6], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [113.4, 42.7], 'player': {'id': 20061, 'name': 'Deanna Cooper'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [112.7, 40.0], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [111.6, 34.5], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [111.5, 30.3], 'player': {'id': 26570, 'name': 'Amalie Vevle Eikeland'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [95.9, 47.1], 'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [112.8, 45.7], 'player': {'id': 18998, 'name': 'Emma Mukandi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",de2a439c-5fde-4d0b-adeb-aed4c3399393,,,Saved,0.023788022,Normal,Open Play,,,,Reading WFC,974,00:02:08.391,Shot,
