50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.30505,,,,,,,,,,,96af5274-8805-4e86-afb6-a7b05b94a894,251,,,"[110.5, 55.5]",3890541,4,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Thomas Müller,5562.0,Center Forward,15,Bayern Munich,169,"['1e1c2ac0-08d0-4d84-a188-87f98d99864e', '2cb40e5c-17c3-43f3-9074-ff9930e29878']",46,,Left Foot,,"[111.9, 52.6]",,"[{'location': [118.8, 43.8], 'player': {'id': 5550, 'name': 'Yann Sommer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.9, 43.4], 'player': {'id': 8238, 'name': 'Mahmoud Dahoud'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.8, 38.5], 'player': {'id': 22824, 'name': 'Sebastian Rode'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [112.5, 40.9], 'player': {'id': 11285, 'name': 'Ibrahima Traoré'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [114.1, 44.3], 'player': {'id': 8814, 'name': 'Nico Elvedi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.3, 56.2], 'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [112.0, 52.6], 'player': {'id': 8395, 'name': 'Håvard Nordtveit'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.7, 46.7], 'player': {'id': 3500, 'name': 'Granit Xhaka'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.9, 42.7], 'player': {'id': 8227, 'name': 'Mario Götze'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [111.9, 41.5], 'player': {'id': 15651, 'name': 'Juan Bernat Velasco'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [103.5, 49.6], 'player': {'id': 8217, 'name': 'Kingsley Coman'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",1c4c5bc5-29d6-4c65-b212-eda43455f2dd,Blocked,0.036741745,Normal,Open Play,,,,Bayern Munich,169,00:04:46.475,Shot,
,,,,,,,,,,,,,,,,,2.330691,,,,,,,,,,,5653aba5-0e20-4a3a-acf2-c24a4450493a,257,,,"[108.2, 35.7]",3890541,5,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Thomas Müller,5562.0,Center Forward,16,Bayern Munich,169,"['3b35411c-e26d-4c4f-9d76-f92981d49e93', 'a14f1b32-fcae-4814-bd3c-4d288e9e1633']",22,True,Head,,"[120.0, 43.5, 0.3]",,"[{'location': [115.1, 73.9], 'player': {'id': 5579, 'name': 'Joshua Kimmich'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [99.0, 32.0], 'player': {'id': 15651, 'name': 'Juan Bernat Velasco'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [110.5, 39.5], 'player': {'id': 5244, 'name': 'Medhi Amine El Mouttaqi Benatia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [112.2, 40.9], 'player': {'id': 400984, 'name': 'Serdar Taşçı'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [110.7, 48.2], 'player': {'id': 8217, 'name': 'Kingsley Coman'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [109.6, 42.7], 'player': {'id': 5578, 'name': 'Jérôme Boateng'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [98.5, 43.3], 'player': {'id': 22824, 'name': 'Sebastian Rode'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [119.3, 39.0], 'player': {'id': 5550, 'name': 'Yann Sommer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.9, 59.7], 'player': {'id': 11285, 'name': 'Ibrahima Traoré'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [112.6, 54.9], 'player': {'id': 8238, 'name': 'Mahmoud Dahoud'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.1, 43.3], 'player': {'id': 5632, 'name': 'Thorgan Hazard'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [99.9, 35.1], 'player': {'id': 8810, 'name': 'Raffael Caetano de Araújo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [113.9, 47.2], 'player': {'id': 8809, 'name': 'Oscar Wendt'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [113.7, 45.4], 'player': {'id': 8395, 'name': 'Håvard Nordtveit'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.1, 37.4], 'player': {'id': 8322, 'name': 'André Hahn'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [114.0, 41.6], 'player': {'id': 3500, 'name': 'Granit Xhaka'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.7, 38.4], 'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [109.1, 36.1], 'player': {'id': 8814, 'name': 'Nico Elvedi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",5ca1ca38-20fb-46b9-8d1b-075f2fa0e915,Goal,0.022551272,Normal,Open Play,,,,Bayern Munich,169,00:05:22.512,Shot,True
,,,,,,,,,,,,,,,,,0.658182,,,,,,,,,,,4d6541bd-9ed9-47ca-b0a7-919cf3bf776b,747,,,"[106.5, 41.0]",3890541,16,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,André Hahn,8322.0,Right Center Forward,38,Borussia Mönchengladbach,185,"['7ebcf5d6-9379-4389-8976-81af881893a6', '98b54bda-e098-4019-ae62-8650dde6ee81']",18,True,Head,,"[118.5, 42.8, 0.9]",,"[{'location': [107.2, 41.6], 'player': {'id': 15651, 'name': 'Juan Bernat Velasco'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [103.7, 41.5], 'player': {'id': 400984, 'name': 'Serdar Taşçı'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.8, 32.2], 'player': {'id': 5578, 'name': 'Jérôme Boateng'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [94.7, 10.6], 'player': {'id': 8209, 'name': 'Márcio Rafael Ferreira de Souza'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [100.7, 22.5], 'player': {'id': 5244, 'name': 'Medhi Amine El Mouttaqi Benatia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [85.5, 40.5], 'player': {'id': 8227, 'name': 'Mario Götze'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [87.9, 17.3], 'player': {'id': 22824, 'name': 'Sebastian Rode'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.5, 40.4], 'player': {'id': 5570, 'name': 'Manuel Neuer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.5, 21.6], 'player': {'id': 8810, 'name': 'Raffael Caetano de Araújo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [93.3, 37.4], 'player': {'id': 5632, 'name': 'Thorgan Hazard'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [92.4, 62.8], 'player': {'id': 11285, 'name': 'Ibrahima Traoré'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}]",3fe37b55-0b25-46da-96e4-0a895dbc2f05,Saved,0.04191226,Normal,Open Play,,,,Borussia Mönchengladbach,185,00:16:18.384,Shot,True
,,,,,,,,,,,,,,,,,1.081174,,,,,,,,,,,4f5b8ee7-223f-418f-b152-535a4af759b6,761,,,"[93.7, 42.0]",3890541,16,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Mahmoud Dahoud,8238.0,Right Defensive Midfield,39,Borussia Mönchengladbach,185,['c049321c-2ce7-42b5-b9b9-190cef4c7b1f'],57,,Right Foot,,"[120.0, 35.8, 6.0]",,"[{'location': [100.8, 18.6], 'player': {'id': 8217, 'name': 'Kingsley Coman'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [117.9, 39.7], 'player': {'id': 5570, 'name': 'Manuel Neuer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.0, 47.9], 'player': {'id': 8227, 'name': 'Mario Götze'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [103.8, 34.7], 'player': {'id': 5578, 'name': 'Jérôme Boateng'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [97.8, 42.9], 'player': {'id': 400984, 'name': 'Serdar Taşçı'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.8, 32.0], 'player': {'id': 5244, 'name': 'Medhi Amine El Mouttaqi Benatia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.3, 22.0], 'player': {'id': 15651, 'name': 'Juan Bernat Velasco'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [97.4, 39.8], 'player': {'id': 5579, 'name': 'Joshua Kimmich'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [98.2, 28.7], 'player': {'id': 22824, 'name': 'Sebastian Rode'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [99.3, 23.0], 'player': {'id': 8209, 'name': 'Márcio Rafael Ferreira de Souza'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [103.6, 27.4], 'player': {'id': 3500, 'name': 'Granit Xhaka'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [101.4, 22.0], 'player': {'id': 8810, 'name': 'Raffael Caetano de Araújo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [102.8, 16.9], 'player': {'id': 8809, 'name': 'Oscar Wendt'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [100.1, 38.6], 'player': {'id': 8322, 'name': 'André Hahn'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [96.8, 67.5], 'player': {'id': 11285, 'name': 'Ibrahima Traoré'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [102.2, 50.5], 'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [104.5, 31.9], 'player': {'id': 5632, 'name': 'Thorgan Hazard'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",ae319147-14c9-42b8-95f5-4801947ede51,Off T,0.036656633,Normal,Open Play,,,,Borussia Mönchengladbach,185,00:16:57.085,Shot,
,,,,,,,,,,,,,,,,,0.963385,,,,,,,,,,,e432a484-168c-4131-841b-d69837229dfb,1551,,,"[93.5, 40.4]",3890541,32,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Thomas Müller,5562.0,Center Forward,82,Bayern Munich,169,['d000978e-0479-4dac-b5fc-ba289a9ea056'],44,,Right Foot,,"[117.0, 40.2, 0.2]",,"[{'location': [78.3, 20.1], 'player': {'id': 8322, 'name': 'André Hahn'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [99.9, 25.7], 'player': {'id': 8227, 'name': 'Mario Götze'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [89.2, 8.9], 'player': {'id': 15651, 'name': 'Juan Bernat Velasco'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [94.6, 56.7], 'player': {'id': 8809, 'name': 'Oscar Wendt'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [88.2, 39.5], 'player': {'id': 3500, 'name': 'Granit Xhaka'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [91.2, 32.6], 'player': {'id': 8238, 'name': 'Mahmoud Dahoud'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [96.0, 37.8], 'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [99.7, 41.1], 'player': {'id': 8395, 'name': 'Håvard Nordtveit'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [91.0, 20.9], 'player': {'id': 11285, 'name': 'Ibrahima Traoré'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [98.0, 30.8], 'player': {'id': 8814, 'name': 'Nico Elvedi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.0, 40.2], 'player': {'id': 5550, 'name': 'Yann Sommer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [81.9, 34.0], 'player': {'id': 5579, 'name': 'Joshua Kimmich'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [94.6, 47.5], 'player': {'id': 8217, 'name': 'Kingsley Coman'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [83.1, 16.2], 'player': {'id': 22824, 'name': 'Sebastian Rode'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",053eec20-e600-4e20-8d6c-b63f87d598e9,Saved,0.037868183,Normal,Open Play,,,,Bayern Munich,169,00:32:44.172,Shot,
,,,,,,,,,,,,,,,,,2.28226,,,,,,,,,,,aa43f72e-0960-4ff9-9f55-e696e0850742,1802,,,"[77.5, 20.8]",3890541,37,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,André Hahn,8322.0,Right Center Forward,93,Bayern Munich,169,['075428bb-1630-423a-af23-ed3f018f49ca'],52,,Left Foot,,"[120.0, 26.5, 6.4]",True,"[{'location': [72.5, 44.9], 'player': {'id': 11285, 'name': 'Ibrahima Traoré'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [64.7, 38.2], 'player': {'id': 5579, 'name': 'Joshua Kimmich'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [67.4, 19.0], 'player': {'id': 5632, 'name': 'Thorgan Hazard'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [109.1, 34.2], 'player': {'id': 5570, 'name': 'Manuel Neuer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [79.9, 49.2], 'player': {'id': 400984, 'name': 'Serdar Taşçı'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [81.3, 29.7], 'player': {'id': 5578, 'name': 'Jérôme Boateng'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [76.5, 19.4], 'player': {'id': 5244, 'name': 'Medhi Amine El Mouttaqi Benatia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",,Off T,0.008407736,Half Volley,Open Play,,,,Borussia Mönchengladbach,185,00:37:52.345,Shot,
,,,,,,,,,,,,,,,,,0.127394,,,,,,,,,,,d6230bd5-2764-4544-9b99-4b2d5e151f87,2070,,,"[98.0, 41.5]",3890541,44,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Thomas Müller,5562.0,Center Forward,103,Bayern Munich,169,"['064d95f1-8420-4e04-8cfa-24037c0a0643', 'c6618b05-97c4-40d5-b353-287cb407fa7a']",28,,Left Foot,,"[102.2, 40.9]",True,"[{'location': [108.1, 40.1], 'player': {'id': 8395, 'name': 'Håvard Nordtveit'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.4, 40.9], 'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [101.4, 39.1], 'player': {'id': 8227, 'name': 'Mario Götze'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [97.3, 20.9], 'player': {'id': 15651, 'name': 'Juan Bernat Velasco'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [117.6, 40.1], 'player': {'id': 5550, 'name': 'Yann Sommer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.4, 49.6], 'player': {'id': 8238, 'name': 'Mahmoud Dahoud'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.5, 47.9], 'player': {'id': 8809, 'name': 'Oscar Wendt'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [103.8, 36.1], 'player': {'id': 8814, 'name': 'Nico Elvedi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.0, 28.7], 'player': {'id': 11285, 'name': 'Ibrahima Traoré'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [92.7, 32.6], 'player': {'id': 8217, 'name': 'Kingsley Coman'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",94031820-d39d-4223-b1f3-04db5fb94ade,Blocked,0.060014762,Normal,Open Play,,,,Bayern Munich,169,00:44:28.862,Shot,
,,,,,,,,,,,,,,,,,0.800769,,,,,,,,,,,df850048-a0d5-4824-83ff-5765e73fc206,2635,,,"[98.2, 27.4]",3890541,55,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Granit Xhaka,3500.0,Left Defensive Midfield,125,Borussia Mönchengladbach,185,"['318bf056-e81c-4157-b264-6fedbf36bd98', 'ae22725d-17bb-4e06-a723-137730f60330']",33,,Left Foot,,"[120.0, 35.0, 2.2]",,"[{'location': [83.1, 33.0], 'player': {'id': 8217, 'name': 'Kingsley Coman'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [82.6, 30.1], 'player': {'id': 22824, 'name': 'Sebastian Rode'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [82.4, 24.8], 'player': {'id': 5579, 'name': 'Joshua Kimmich'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [98.2, 38.4], 'player': {'id': 15651, 'name': 'Juan Bernat Velasco'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [97.4, 31.9], 'player': {'id': 5244, 'name': 'Medhi Amine El Mouttaqi Benatia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.9, 29.0], 'player': {'id': 400984, 'name': 'Serdar Taşçı'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.6, 25.2], 'player': {'id': 5578, 'name': 'Jérôme Boateng'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [116.6, 38.1], 'player': {'id': 5570, 'name': 'Manuel Neuer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [84.2, 27.4], 'player': {'id': 5632, 'name': 'Thorgan Hazard'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [98.3, 59.8], 'player': {'id': 8810, 'name': 'Raffael Caetano de Araújo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [93.6, 37.7], 'player': {'id': 8238, 'name': 'Mahmoud Dahoud'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [93.6, 14.3], 'player': {'id': 8322, 'name': 'André Hahn'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",90f24650-8512-4cd4-b3e9-615fa42d743e,Off T,0.047373015,Normal,Open Play,,,,Borussia Mönchengladbach,185,00:10:33.169,Shot,True
,,,,,,,,,,,,,,,,,0.039602,,,,,,,,,,,58fd5704-0783-4624-ab2a-da17a36aaa79,2680,,,"[102.1, 57.0]",3890541,57,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ibrahima Traoré,11285.0,Right Wing Back,128,Borussia Mönchengladbach,185,"['2ce412d3-18d0-4432-9a22-c055612ef75f', 'a5171667-4477-4ea5-a0cd-ad6446b30376', 'ee45fab3-bf75-4dda-ab94-8e5490272d2d']",7,,Left Foot,,"[102.8, 56.4]",,"[{'location': [118.6, 43.4], 'player': {'id': 5570, 'name': 'Manuel Neuer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.7, 52.0], 'player': {'id': 5579, 'name': 'Joshua Kimmich'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [97.6, 53.5], 'player': {'id': 400984, 'name': 'Serdar Taşçı'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.1, 56.0], 'player': {'id': 22824, 'name': 'Sebastian Rode'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.0, 55.9], 'player': {'id': 15651, 'name': 'Juan Bernat Velasco'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [111.9, 55.9], 'player': {'id': 5578, 'name': 'Jérôme Boateng'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [110.1, 47.8], 'player': {'id': 5244, 'name': 'Medhi Amine El Mouttaqi Benatia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.6, 39.8], 'player': {'id': 8209, 'name': 'Márcio Rafael Ferreira de Souza'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [94.9, 46.5], 'player': {'id': 8238, 'name': 'Mahmoud Dahoud'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [102.7, 44.5], 'player': {'id': 8322, 'name': 'André Hahn'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [107.1, 47.9], 'player': {'id': 8810, 'name': 'Raffael Caetano de Araújo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [113.8, 54.7], 'player': {'id': 8806, 'name': 'Lars Edi Stindl'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [102.4, 34.3], 'player': {'id': 8809, 'name': 'Oscar Wendt'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}]",,Blocked,0.013062926,Normal,Open Play,,,,Borussia Mönchengladbach,185,00:12:07.838,Shot,True
,,,,,,,,,,,,,,,,,3.235749,,,,,,,,,,,c73251e3-22ad-494a-a184-a865c8c2c263,3107,,,"[114.0, 37.9]",3890541,68,,True,,,,,,,,,,,,,,,,,,,,,2,Regular Play,André Hahn,8322.0,Right Center Forward,152,Borussia Mönchengladbach,185,['92f976fc-74c4-463b-a85f-5270ccb996d5'],15,,Right Foot,,"[119.4, 17.6]",True,"[{'location': [108.1, 56.9], 'player': {'id': 15651, 'name': 'Juan Bernat Velasco'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [91.4, 23.8], 'player': {'id': 8209, 'name': 'Márcio Rafael Ferreira de Souza'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [108.5, 46.4], 'player': {'id': 8220, 'name': 'David Olatukunbo Alaba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.6, 34.5], 'player': {'id': 5244, 'name': 'Medhi Amine El Mouttaqi Benatia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.9, 39.7], 'player': {'id': 400984, 'name': 'Serdar Taşçı'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [118.1, 39.0], 'player': {'id': 5570, 'name': 'Manuel Neuer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.4, 45.0], 'player': {'id': 8810, 'name': 'Raffael Caetano de Araújo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [106.9, 69.9], 'player': {'id': 8813, 'name': 'Patrick Herrmann'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [84.5, 23.4], 'player': {'id': 8809, 'name': 'Oscar Wendt'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}]",2fe44ddf-0f78-449d-91a1-357c7b1415d7,Wayward,0.34872705,Half Volley,Open Play,,,,Borussia Mönchengladbach,185,00:23:15.766,Shot,
