50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,1.733,,,,,,,,,,a4f9866d-eb4e-4d15-960d-2114581bbe7c,1560,,"[99.0, 26.0]",7520,46,,,,,,,,,,,,,,,,,,,1,From Free Kick,Havana Solaun,4945.0,Left Wing,94,Washington Spirit,759,['8ceab5ae-a973-4dd0-a114-78f4ed90f713'],9,Right Foot,"[120.0, 37.8, 4.2]",,"[{'location': [90.0, 26.0], 'player': {'id': 4940, 'name': 'Andi Sullivan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [109.0, 22.0], 'player': {'id': 4962, 'name': 'Caprice Dydasco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [119.0, 41.0], 'player': {'id': 4952, 'name': 'Emily Boyd'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.0, 28.0], 'player': {'id': 4948, 'name': 'Rosie White'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [109.0, 29.0], 'player': {'id': 4963, 'name': 'Yuki Nagasato'}, 'position': {'id': 25, 'name': 'Secondary Striker'}, 'teammate': False}, {'location': [109.0, 30.0], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [109.0, 31.0], 'player': {'id': 4958, 'name': 'Kathleen Naughton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.0, 32.0], 'player': {'id': 4942, 'name': 'Arin Wright'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.0, 36.0], 'player': {'id': 4946, 'name': 'Joanna Lohman'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [108.0, 35.0], 'player': {'id': 4947, 'name': 'Danielle Colaprico'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.0, 35.0], 'player': {'id': 4944, 'name': 'Estefanía Romina Banini Ruiz'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [106.0, 37.0], 'player': {'id': 4955, 'name': 'Sarah Gorden'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 39.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [107.0, 39.0], 'player': {'id': 4965, 'name': 'Nikki Stanton'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.0, 52.0], 'player': {'id': 4941, 'name': 'Taylor Smith'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.0, 46.0], 'player': {'id': 4964, 'name': 'Ashley Hatch'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.0, 42.0], 'player': {'id': 4951, 'name': 'Rebecca Quinn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [109.0, 46.0], 'player': {'id': 4953, 'name': 'Alyssa Mautz'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [110.0, 43.0], 'player': {'id': 4959, 'name': 'Taylor Comeau'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",,,Off T,0.06821152,Normal,Free Kick,,,,Washington Spirit,759,00:46:09.713,Shot,
,,,,,,,,,,,1.453,,,,,,,,,,daf36740-d93d-4f52-83a1-dd268efd3bc9,1598,,"[96.0, 15.0]",7520,45,,,,,,,,,,,,,,,,,,,2,From Counter,Ashley Hatch,4964.0,Center Forward,99,Washington Spirit,759,['fd30ea13-8caf-4661-be8e-c91d384c14cd'],38,Left Foot,"[118.0, 38.1, 1.2]",,"[{'location': [98.0, 32.0], 'player': {'id': 4942, 'name': 'Arin Wright'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.0, 38.0], 'player': {'id': 4952, 'name': 'Emily Boyd'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.0, 20.0], 'player': {'id': 4941, 'name': 'Taylor Smith'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [100.0, 23.0], 'player': {'id': 4955, 'name': 'Sarah Gorden'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 21.0], 'player': {'id': 4958, 'name': 'Kathleen Naughton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.0, 17.0], 'player': {'id': 4965, 'name': 'Nikki Stanton'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [87.0, 22.0], 'player': {'id': 4947, 'name': 'Danielle Colaprico'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.0, 18.0], 'player': {'id': 4959, 'name': 'Taylor Comeau'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [82.0, 40.0], 'player': {'id': 4953, 'name': 'Alyssa Mautz'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [101.0, 5.0], 'player': {'id': 4945, 'name': 'Havana Solaun'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",4334f5e9-5d9f-48cf-80b5-0242b1242846,,Saved,0.005049595,Normal,Open Play,,,,Washington Spirit,759,00:00:38.600,Shot,
,,,,,,,,,,,1.173,,,,,,,,,,dfa6da55-9973-4efd-85be-bf35fd94cc6d,1690,,"[104.0, 34.0]",7520,47,,,,,,,,,,,,,,,,,,,2,Regular Play,Yuki Nagasato,4963.0,Secondary Striker,108,Chicago Red Stars,761,['f365b2b8-d1ca-4344-b886-40e006c41e1b'],53,Left Foot,"[120.0, 36.4, 0.6]",True,"[{'location': [109.0, 39.0], 'player': {'id': 4940, 'name': 'Andi Sullivan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [110.0, 33.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.0, 35.0], 'player': {'id': 4951, 'name': 'Rebecca Quinn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.0, 49.0], 'player': {'id': 4950, 'name': 'Whitney Church'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.0, 35.0], 'player': {'id': 4946, 'name': 'Joanna Lohman'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [95.0, 21.0], 'player': {'id': 4941, 'name': 'Taylor Smith'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [118.0, 41.0], 'player': {'id': 4960, 'name': 'Kelsey Wys'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.0, 52.0], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.0, 28.0], 'player': {'id': 4953, 'name': 'Alyssa Mautz'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [94.0, 24.0], 'player': {'id': 4942, 'name': 'Arin Wright'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",4bfaec48-9476-4d9d-9bbc-0d9020bb0c85,,Goal,0.10102557,Normal,Open Play,,,,Chicago Red Stars,761,00:02:53.520,Shot,
,,,,,,,,,,,0.24,,,,,,,,,,d38dd70d-6a23-4da9-8748-8263a395edad,2105,,"[106.0, 53.0]",7520,61,,,,,,,,,,,,,,,,,,,2,From Counter,Ashley Hatch,4964.0,Center Forward,135,Washington Spirit,759,"['4079180b-b1ca-4ba8-a313-4eb38ec34978', '73261a5e-5385-4d2e-bd04-0b7a88f9111d', '87f3712f-a33a-4cca-9307-b0cd239bd33a']",18,Left Foot,"[108.0, 52.0]",,"[{'location': [119.0, 41.0], 'player': {'id': 4952, 'name': 'Emily Boyd'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.0, 59.0], 'player': {'id': 4953, 'name': 'Alyssa Mautz'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [89.0, 55.0], 'player': {'id': 4941, 'name': 'Taylor Smith'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [87.0, 53.0], 'player': {'id': 4947, 'name': 'Danielle Colaprico'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.0, 53.0], 'player': {'id': 4955, 'name': 'Sarah Gorden'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.0, 52.0], 'player': {'id': 4958, 'name': 'Kathleen Naughton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 38.0], 'player': {'id': 4959, 'name': 'Taylor Comeau'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.0, 40.0], 'player': {'id': 4965, 'name': 'Nikki Stanton'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",,,Blocked,0.04745633,Normal,Open Play,,,,Washington Spirit,759,00:16:18.440,Shot,True
,,,,,,,,,,,1.053,,,,,,,,,,6e8f37a6-eb09-45e1-a835-bb00b3e51051,2225,,"[117.0, 31.0]",7520,63,,,,,,,,,,,,,,,,,,,2,Regular Play,Samantha May Kerr,4961.0,Center Forward,140,Chicago Red Stars,761,['8727d724-ea10-407b-9e1e-47a0b9b8cd14'],52,Left Foot,"[120.0, 46.3, 0.3]",,"[{'location': [115.0, 28.0], 'player': {'id': 4942, 'name': 'Arin Wright'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [117.0, 44.0], 'player': {'id': 4948, 'name': 'Rosie White'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [118.0, 35.0], 'player': {'id': 4960, 'name': 'Kelsey Wys'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.0, 35.0], 'player': {'id': 4951, 'name': 'Rebecca Quinn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.0, 33.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.0, 40.0], 'player': {'id': 4950, 'name': 'Whitney Church'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.0, 46.0], 'player': {'id': 4962, 'name': 'Caprice Dydasco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",d1e97a89-5041-4644-a04d-f6ceeda25ded,True,Off T,0.13804007,Normal,Open Play,,,,Chicago Red Stars,761,00:18:52.840,Shot,
,,,,,,,,,,,0.76,,,,,,,,,,c277a29e-aede-4cdf-8747-891241e7a6b9,2245,,"[100.0, 19.0]",7520,64,,,,,,,,,,,,,,,,,,,2,Regular Play,Rosemary Kathleen Lavelle,4949.0,Left Wing,141,Washington Spirit,759,"['86210d94-de60-4c4c-8531-52a00d5c174c', 'e7a84242-c519-45de-9c57-2b3ffff3ef43']",41,Left Foot,"[112.0, 30.0]",True,"[{'location': [105.0, 23.0], 'player': {'id': 4944, 'name': 'Estefanía Romina Banini Ruiz'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [105.0, 37.0], 'player': {'id': 4964, 'name': 'Ashley Hatch'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.0, 48.0], 'player': {'id': 4953, 'name': 'Alyssa Mautz'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [99.0, 31.0], 'player': {'id': 4947, 'name': 'Danielle Colaprico'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.0, 16.0], 'player': {'id': 4948, 'name': 'Rosie White'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [109.0, 23.0], 'player': {'id': 4959, 'name': 'Taylor Comeau'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 14.0], 'player': {'id': 4954, 'name': 'Morgan Proffitt'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [116.0, 14.0], 'player': {'id': 4965, 'name': 'Nikki Stanton'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.0, 38.0], 'player': {'id': 4942, 'name': 'Arin Wright'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.0, 38.0], 'player': {'id': 4955, 'name': 'Sarah Gorden'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.0, 37.0], 'player': {'id': 4952, 'name': 'Emily Boyd'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.0, 31.0], 'player': {'id': 4958, 'name': 'Kathleen Naughton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.0, 32.0], 'player': {'id': 4941, 'name': 'Taylor Smith'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,,Blocked,0.0099367,Normal,Open Play,,,,Washington Spirit,759,00:19:41.280,Shot,
,,,,,,,,,,,0.2,,,,,,,,,,e4e5cf2e-01f9-455a-a1f9-a20ff8764d6f,2430,,"[114.0, 28.0]",7520,71,,,,,,,,,,,,,,,,,,,2,From Counter,Samantha May Kerr,4961.0,Center Forward,157,Chicago Red Stars,761,"['3d00e138-67c9-4a4e-9683-6dd389459342', 'd517f6f2-6bb6-4a5e-8273-afee64b1ee0f']",48,Left Foot,"[114.0, 29.0]",,"[{'location': [112.0, 30.0], 'player': {'id': 4951, 'name': 'Rebecca Quinn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.0, 38.0], 'player': {'id': 4950, 'name': 'Whitney Church'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.0, 49.0], 'player': {'id': 4962, 'name': 'Caprice Dydasco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.0, 28.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 4960, 'name': 'Kelsey Wys'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.0, 52.0], 'player': {'id': 4948, 'name': 'Rosie White'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",77e7ca06-81c3-425f-b2b3-d291312fde5f,True,Blocked,0.10479631,Normal,Open Play,,,,Chicago Red Stars,761,00:26:48.480,Shot,
,,,,,,,,,,,2.853,,,,,,,,,,62714aa7-e9c2-4c37-86e2-e5ce203c1f16,2962,,"[107.0, 42.0]",7520,87,,,,,,,,,,,,,,,,,,,2,From Corner,Ashley Hatch,4964.0,Center Forward,191,Washington Spirit,759,['67661aa7-c3b4-4a2f-ac64-7ee08cca41c1'],31,Head,"[120.0, 46.9, 0.5]",,"[{'location': [100.0, 51.0], 'player': {'id': 4941, 'name': 'Taylor Smith'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [119.0, 40.0], 'player': {'id': 4952, 'name': 'Emily Boyd'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.0, 43.0], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [112.0, 40.0], 'player': {'id': 4958, 'name': 'Kathleen Naughton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.0, 35.0], 'player': {'id': 4965, 'name': 'Nikki Stanton'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.0, 35.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [106.0, 29.0], 'player': {'id': 4955, 'name': 'Sarah Gorden'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.0, 36.0], 'player': {'id': 4953, 'name': 'Alyssa Mautz'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [106.0, 39.0], 'player': {'id': 4950, 'name': 'Whitney Church'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [108.0, 39.0], 'player': {'id': 4954, 'name': 'Morgan Proffitt'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [108.0, 40.0], 'player': {'id': 4951, 'name': 'Rebecca Quinn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [115.0, 40.0], 'player': {'id': 4956, 'name': 'Mallory Eubanks'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [109.0, 42.0], 'player': {'id': 4942, 'name': 'Arin Wright'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.0, 40.0], 'player': {'id': 4959, 'name': 'Taylor Comeau'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.0, 37.0], 'player': {'id': 4963, 'name': 'Yuki Nagasato'}, 'position': {'id': 25, 'name': 'Secondary Striker'}, 'teammate': False}, {'location': [119.0, 37.0], 'player': {'id': 4947, 'name': 'Danielle Colaprico'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [119.0, 43.0], 'player': {'id': 4948, 'name': 'Rosie White'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",654035cc-6595-40cd-891f-c13a7c4cd338,,Off T,0.04553455,Normal,Open Play,,,,Washington Spirit,759,00:42:31.640,Shot,
,,,,,,,,,,,1.773,,,,,,,,,,24a8097e-f8af-4bed-9d96-e1080a05dd82,3050,,"[96.0, 19.0]",7520,90,,,,,,,,,,,,,,,,,,,2,Regular Play,Ashley Hatch,4964.0,Center Forward,199,Washington Spirit,759,['14ac80e3-3207-4e80-85ad-9c2658417e46'],42,Right Foot,"[119.0, 38.3, 0.3]",,"[{'location': [101.0, 24.0], 'player': {'id': 4941, 'name': 'Taylor Smith'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [87.0, 26.0], 'player': {'id': 4940, 'name': 'Andi Sullivan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [105.0, 16.0], 'player': {'id': 4956, 'name': 'Mallory Eubanks'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [83.0, 45.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [101.0, 2.0], 'player': {'id': 4949, 'name': 'Rosemary Kathleen Lavelle'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.0, 39.0], 'player': {'id': 4942, 'name': 'Arin Wright'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.0, 44.0], 'player': {'id': 4957, 'name': 'Lauren Kaskie'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [93.0, 28.0], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [119.0, 38.0], 'player': {'id': 4952, 'name': 'Emily Boyd'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.0, 20.0], 'player': {'id': 4947, 'name': 'Danielle Colaprico'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.0, 24.0], 'player': {'id': 4955, 'name': 'Sarah Gorden'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.0, 19.0], 'player': {'id': 4965, 'name': 'Nikki Stanton'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [99.0, 20.0], 'player': {'id': 4958, 'name': 'Kathleen Naughton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.0, 17.0], 'player': {'id': 4948, 'name': 'Rosie White'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [102.0, 10.0], 'player': {'id': 4959, 'name': 'Taylor Comeau'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",3a8d2e7f-aac3-466b-a154-b4879f3e3298,,Saved,0.005776868,Normal,Open Play,,,,Washington Spirit,759,00:45:42.320,Shot,
,,,,,,,,,,,0.573,,,,,,,,,,0c1c7785-90df-41ff-af29-8d795091207b,3089,,"[104.0, 38.0]",7520,91,,,,,,,,,,,,,,,,,,,2,Regular Play,Ashley Hatch,4964.0,Center Forward,201,Washington Spirit,759,['8ec4d8d0-f191-43bf-a41d-852547074883'],49,Left Foot,"[106.0, 38.9, 1.0]",,"[{'location': [84.0, 68.0], 'player': {'id': 4949, 'name': 'Rosemary Kathleen Lavelle'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [77.0, 69.0], 'player': {'id': 4957, 'name': 'Lauren Kaskie'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [76.0, 61.0], 'player': {'id': 4947, 'name': 'Danielle Colaprico'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [85.0, 54.0], 'player': {'id': 4956, 'name': 'Mallory Eubanks'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [98.0, 56.0], 'player': {'id': 4942, 'name': 'Arin Wright'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [92.0, 54.0], 'player': {'id': 4955, 'name': 'Sarah Gorden'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [91.0, 49.0], 'player': {'id': 4941, 'name': 'Taylor Smith'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [100.0, 47.0], 'player': {'id': 4958, 'name': 'Kathleen Naughton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.0, 37.0], 'player': {'id': 4959, 'name': 'Taylor Comeau'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.0, 38.0], 'player': {'id': 4952, 'name': 'Emily Boyd'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",9b8594d2-459f-4d3a-b858-ef60248cd8c3,True,Saved,0.32292637,Normal,Open Play,,,,Washington Spirit,759,00:46:49.640,Shot,
,,,,,,,,,,,1.893,,,,,,,,,,fc15f4df-0a1b-4c3e-ba7f-4accdd67a932,3094,,"[96.0, 31.0]",7520,91,,,,,,,,,,,,,,,,,,,2,Regular Play,Mallory Eubanks,4956.0,Center Defensive Midfield,201,Washington Spirit,759,['b8949411-9ea7-461d-acb4-4647dcf45640'],54,Left Foot,"[120.0, 39.3, 4.2]",,"[{'location': [111.0, 37.0], 'player': {'id': 4952, 'name': 'Emily Boyd'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.0, 34.0], 'player': {'id': 4964, 'name': 'Ashley Hatch'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [92.0, 53.0], 'player': {'id': 4949, 'name': 'Rosemary Kathleen Lavelle'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [84.0, 56.0], 'player': {'id': 4957, 'name': 'Lauren Kaskie'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [83.0, 50.0], 'player': {'id': 4947, 'name': 'Danielle Colaprico'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [98.0, 46.0], 'player': {'id': 4941, 'name': 'Taylor Smith'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [82.0, 30.0], 'player': {'id': 4962, 'name': 'Caprice Dydasco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [90.0, 31.0], 'player': {'id': 4965, 'name': 'Nikki Stanton'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.0, 46.0], 'player': {'id': 4942, 'name': 'Arin Wright'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.0, 36.0], 'player': {'id': 4958, 'name': 'Kathleen Naughton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.0, 32.0], 'player': {'id': 4955, 'name': 'Sarah Gorden'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [83.0, 22.0], 'player': {'id': 4948, 'name': 'Rosie White'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [107.0, 32.0], 'player': {'id': 4959, 'name': 'Taylor Comeau'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",6941b0bf-04d0-4c95-a419-e6e7c48ab540,,Off T,0.04163159,Normal,Open Play,,,,Washington Spirit,759,00:46:54.560,Shot,
