50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,0.2028,,,,,,,,,,,,,5cf97deb-27be-4fc3-b0b0-d3c01248c855,1785,,,"[94.0, 52.0]",19793,46,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jane Ross,4653.0,Center Forward,101,West Ham United LFC,972,"['17ac4912-4e63-4751-830c-76d71d5dbdda', '4268de3f-4155-49c1-8bb3-cef620090554']",18,,Right Foot,"[102.0, 52.0]",,"[{'location': [96.0, 68.0], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [119.0, 44.0], 'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 28.0], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [74.0, 47.0], 'player': {'id': 15628, 'name': 'Christie Murray'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [79.0, 40.0], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [103.0, 58.0], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.0, 52.0], 'player': {'id': 15622, 'name': 'Leandra Little'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.0, 47.0], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [93.0, 38.0], 'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.0, 31.0], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [105.0, 45.0], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [77.0, 40.0], 'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [93.0, 36.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [101.0, 51.0], 'player': {'id': 8297, 'name': 'Adriana Kristina Leon'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",0fb07b80-b278-430b-a92a-bf2c38dee788,,Blocked,0.024676919,Normal,Open Play,,,,West Ham United LFC,972,00:46:18.633,Shot,
,,,,,,,,,,,1.4067,,,,,,,,,,,,,759b2e70-e404-4c60-af56-b4ddb5f1e849,1852,,,"[100.0, 54.0]",19793,45,,,,,,,,,,,,,,,,,,,,,2,From Counter,Alisha Lehmann,18153.0,Right Wing,104,West Ham United LFC,972,['e77b5a79-eb9e-4aa7-bace-13551171d02d'],57,,Right Foot,"[119.0, 44.6, 3.6]",,"[{'location': [108.0, 42.0], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.0, 41.0], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.0, 53.0], 'player': {'id': 15622, 'name': 'Leandra Little'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.0, 34.0], 'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [89.0, 56.0], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.0, 42.0], 'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.0, 27.0], 'player': {'id': 8297, 'name': 'Adriana Kristina Leon'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [86.0, 56.0], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.0, 36.0], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",f09d586f-2959-4858-b504-91b6594fafd5,,Off T,0.036480404,Normal,Open Play,,,,West Ham United LFC,972,00:00:57.838,Shot,
,,,,,,,,,,,0.337274,,,,,,,,,,,,,2631411a-bfe7-41c9-b8ea-2708f0a1b1bf,1922,,,"[117.0, 39.0]",19793,48,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Courtney Sweetman-Kirk,15611.0,Left Wing,110,Liverpool WFC,966,['f8971e0e-0a5f-4270-ae33-e84ec8c1939f'],15,,Right Foot,"[120.0, 38.5, 1.7]",True,"[{'location': [114.0, 61.0], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [116.0, 59.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [115.0, 44.0], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.0, 41.0], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 22027, 'name': 'Anne Moorhouse'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",a4985efe-6c91-4db9-8b90-cb932ebf3e40,True,Goal,0.6171103,Normal,Open Play,,,,Liverpool WFC,966,00:03:15.798,Shot,
,,,,,,,,,,,0.945886,,,,,,,,,,,,,e2e679d5-505f-474a-93e9-7551f1f1a151,2189,,,"[94.0, 48.0]",19793,55,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,So-Hyun Cho,22798.0,Center Defensive Midfield,121,West Ham United LFC,972,['37ceb4f1-6d10-4e04-82c6-9bf0cb191c9b'],17,,Right Foot,"[119.0, 40.3, 1.6]",,"[{'location': [118.0, 42.0], 'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.0, 47.0], 'player': {'id': 8297, 'name': 'Adriana Kristina Leon'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [100.0, 49.0], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 46.0], 'player': {'id': 15622, 'name': 'Leandra Little'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.0, 55.0], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [91.0, 47.0], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [92.0, 51.0], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [101.0, 35.0], 'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.0, 61.0], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [98.0, 57.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [89.0, 41.0], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Saved,0.02914162,Normal,Open Play,,,,West Ham United LFC,972,00:10:17.927,Shot,
,,,,,,,,,,,0.988726,,,,,,,,,,,,,016b5704-573e-41ef-b9c9-180c3ef65944,2430,,,"[98.0, 45.0]",19793,60,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Adriana Kristina Leon,8297.0,Left Wing,134,West Ham United LFC,972,['747837d9-1e49-4f34-9e6d-07764f13e780'],40,,Right Foot,"[119.0, 44.2, 3.8]",,"[{'location': [108.0, 61.0], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [105.0, 57.0], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.0, 40.0], 'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.0, 38.0], 'player': {'id': 15628, 'name': 'Christie Murray'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.0, 42.0], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [102.0, 45.0], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.0, 40.0], 'player': {'id': 15622, 'name': 'Leandra Little'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.0, 50.0], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [95.0, 47.0], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [108.0, 31.0], 'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.0, 38.0], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [95.0, 41.0], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.0, 26.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",168a093e-6c0e-464e-a059-84d6a9a8e35f,,Off T,0.042345423,Normal,Open Play,,,,West Ham United LFC,972,00:15:40.627,Shot,
,,,,,,,,,,,2.503336,,,,,,,,,,,,,c8908811-aec7-4807-b45a-1dab24f149b2,2741,,,"[98.0, 23.0]",19793,71,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Leigh-Anne Robe,15630.0,Left Back,156,Liverpool WFC,966,"['4455e2fb-07e1-4ed0-996d-53b435d09fbb', '75685096-539c-4898-a44f-1c92adaf3b2a']",35,,Right Foot,"[118.0, 37.0, 0.4]",,"[{'location': [110.0, 47.0], 'player': {'id': 18155, 'name': 'Erin Simon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.0, 37.0], 'player': {'id': 18148, 'name': 'Lucienne Reichardt'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 21.0], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.0, 23.0], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.0, 29.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.0, 25.0], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.0, 27.0], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [118.0, 41.0], 'player': {'id': 22027, 'name': 'Anne Moorhouse'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.0, 50.0], 'player': {'id': 15611, 'name': 'Courtney Sweetman-Kirk'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [99.0, 37.0], 'player': {'id': 15628, 'name': 'Christie Murray'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [111.0, 22.0], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [114.0, 13.0], 'player': {'id': 15613, 'name': 'Rinsola Babajide'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [88.0, 28.0], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",ff5d378b-2d3d-42dd-a1b7-5dd24cac01ee,,Saved,0.021035958,Normal,Open Play,,,,Liverpool WFC,966,00:26:35.135,Shot,True
,,,,,,,,,,,1.3006,,,,,,,,,,,,,e259524b-38d6-4be7-a9c4-5a958627a140,3164,,,"[94.0, 26.0]",19793,82,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Leanne Kiernan,18146.0,Left Wing,185,West Ham United LFC,972,"['05284770-7fe2-4db3-ab66-e4cc05431133', '1e29d53b-ff15-4f89-be00-1c30cb282a6b']",6,,Right Foot,"[119.0, 38.3, 1.4]",,"[{'location': [102.0, 11.0], 'player': {'id': 15611, 'name': 'Courtney Sweetman-Kirk'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [84.0, 50.0], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [111.0, 32.0], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.0, 34.0], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [109.0, 38.0], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.0, 40.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [108.0, 50.0], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [109.0, 48.0], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.0, 36.0], 'player': {'id': 15622, 'name': 'Leandra Little'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 39.0], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.0, 31.0], 'player': {'id': 19779, 'name': 'Rhiannon Roberts'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [118.0, 38.0], 'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [91.0, 47.0], 'player': {'id': 15613, 'name': 'Rinsola Babajide'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [96.0, 25.0], 'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.0, 28.0], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [82.0, 34.0], 'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [106.0, 20.0], 'player': {'id': 18155, 'name': 'Erin Simon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",5ba22530-f4f3-4e29-a859-ad93c70cb52c,,Saved,0.02340163,Normal,Open Play,,,,West Ham United LFC,972,00:37:06.830,Shot,True
,,,,,,,,,,,0.341886,,,,,,,,,,,,,b0b0129f-1a17-4f72-b517-6c1e8f9ddfc8,3181,,,"[104.0, 38.0]",19793,82,,,,,,,,,,,,,,,,,,,,,2,From Corner,Kate Longhurst,18147.0,Right Center Midfield,186,West Ham United LFC,972,"['97649a27-bc20-4cbb-a484-6965662bcf32', 'ac9a0504-d750-42e9-906c-be1e3e8984a7']",55,,Left Foot,"[108.0, 38.0]",,"[{'location': [115.0, 43.0], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.0, 38.0], 'player': {'id': 15622, 'name': 'Leandra Little'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.0, 39.0], 'player': {'id': 19779, 'name': 'Rhiannon Roberts'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [113.0, 37.0], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [115.0, 34.0], 'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.0, 43.0], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [94.0, 58.0], 'player': {'id': 15613, 'name': 'Rinsola Babajide'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [100.0, 59.0], 'player': {'id': 15611, 'name': 'Courtney Sweetman-Kirk'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [115.0, 47.0], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.0, 39.0], 'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.0, 30.0], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [113.0, 39.0], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [113.0, 43.0], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [96.0, 55.0], 'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [100.0, 44.0], 'player': {'id': 18146, 'name': 'Leanne Kiernan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.0, 35.0], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,,Blocked,0.064504005,Half Volley,Open Play,,,,West Ham United LFC,972,00:37:55.313,Shot,
,,,,,,,,,,,1.706958,,,,,,,,,,,,,6192b073-9bdc-4018-8cb2-ba2785572ebd,3185,,,"[102.0, 38.0]",19793,82,,,,,,,,,,,,,,,,,,,,,2,From Corner,Alisha Lehmann,18153.0,Right Wing,186,West Ham United LFC,972,['5e4ee7cc-6105-41a6-9358-fdc35866adf7'],56,,Right Foot,"[118.0, 37.2, 0.9]",True,"[{'location': [99.0, 59.0], 'player': {'id': 15611, 'name': 'Courtney Sweetman-Kirk'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [105.0, 38.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [113.0, 39.0], 'player': {'id': 19779, 'name': 'Rhiannon Roberts'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [119.0, 39.0], 'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.0, 40.0], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.0, 35.0], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.0, 45.0], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [94.0, 55.0], 'player': {'id': 15613, 'name': 'Rinsola Babajide'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [113.0, 31.0], 'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.0, 37.0], 'player': {'id': 15622, 'name': 'Leandra Little'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 40.0], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [110.0, 29.0], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [112.0, 41.0], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [111.0, 45.0], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [94.0, 51.0], 'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [97.0, 43.0], 'player': {'id': 18146, 'name': 'Leanne Kiernan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,,Saved,0.056567725,Volley,Open Play,,,,West Ham United LFC,972,00:37:56.800,Shot,
,,,,,,,,,,,0.979928,,,,,,,,,,,,,1eaadfee-4173-45ab-b30e-b108ee277ebe,3243,,,"[101.0, 53.0]",19793,84,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alisha Lehmann,18153.0,Right Wing,191,West Ham United LFC,972,['730ec541-d339-4985-9814-2d020098d971'],42,,Left Foot,"[118.0, 38.5, 1.6]",,"[{'location': [96.0, 41.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [103.0, 45.0], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.0, 48.0], 'player': {'id': 15622, 'name': 'Leandra Little'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.0, 38.0], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.0, 55.0], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.0, 32.0], 'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 41.0], 'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.0, 29.0], 'player': {'id': 18146, 'name': 'Leanne Kiernan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",dd1a8015-7574-471c-b536-d1af03eca0ff,,Saved,0.048180956,Normal,Open Play,,,,West Ham United LFC,972,00:39:42.370,Shot,
