50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.933129,,,,,,,,,,,,,cd994c10-c42e-4b22-a397-155d3967d72a,53,,"[96.0, 45.3]",3775659,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Samantha June Mewis,5087.0,Right Center Midfield,3,Manchester City WFC,746,"['079bad9d-1044-4d77-bc74-b8f9ce1d2653', '820bde60-fbb3-4403-9fe8-555e485fabfb']",47,,Right Foot,"[120.0, 44.7, 0.9]",,"[{'location': [118.4, 40.8], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [87.6, 38.2], 'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [95.7, 46.5], 'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [97.6, 42.8], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.6, 57.4], 'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.2, 41.2], 'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [105.8, 35.1], 'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.5, 33.8], 'player': {'id': 4949, 'name': 'Rosemary Kathleen Lavelle'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [101.8, 23.7], 'player': {'id': 4651, 'name': 'Demi Stokes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [105.0, 35.4], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.2, 41.5], 'player': {'id': 20061, 'name': 'Deanna Cooper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.3, 44.0], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.0, 49.5], 'player': {'id': 18998, 'name': 'Emma Mukandi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.2, 38.2], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",c28279fb-8d18-495a-9e24-8a5008b6cfee,Off T,,0.036768157,Normal,Open Play,,,,Manchester City WFC,746,00:00:47.852,Shot,True
,,,,,,,,,,,,,,,,0.793021,,,,,,,,,,,,,76795e3b-bc4e-468f-b57d-133b31fa239a,93,,"[104.5, 39.4]",3775659,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lauren Bruton,15726.0,Left Wing,5,Reading WFC,974,"['1c75eb1b-cd15-48a1-91a0-746ec6d09d7d', '7ad1cb4c-42b6-460b-966e-5129c9b079e6']",2,,Right Foot,"[117.7, 37.4, 1.8]",True,"[{'location': [111.4, 53.1], 'player': {'id': 4651, 'name': 'Demi Stokes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.4, 51.8], 'player': {'id': 10252, 'name': 'Alex Greenwood'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [120.0, 47.0], 'player': {'id': 10178, 'name': 'Lucy Bronze'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.6, 45.0], 'player': {'id': 26570, 'name': 'Amalie Vevle Eikeland'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [115.6, 43.4], 'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.7, 50.2], 'player': {'id': 4949, 'name': 'Rosemary Kathleen Lavelle'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.4, 41.0], 'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [118.6, 39.4], 'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.4, 38.6], 'player': {'id': 24281, 'name': 'Danielle Carter'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,Saved to Post,True,0.096040286,Half Volley,Open Play,,,,Reading WFC,974,00:02:02.255,Shot,True
,,,,,,,,,,,,,,,,0.666943,,,,,,,,,,,,,af7d67f9-955c-4551-afcf-ee6db6eb085c,98,,"[116.7, 32.9]",3775659,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Amalie Vevle Eikeland,26570.0,Center Forward,6,Reading WFC,974,"['22458525-9ba6-47ff-992c-98ed84edf7f4', 'c7128118-ad59-4a03-b616-0a194839b418']",41,True,Head,"[120.0, 39.4, 0.4]",,"[{'location': [117.1, 32.7], 'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [117.3, 40.8], 'player': {'id': 10178, 'name': 'Lucy Bronze'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.7, 42.7], 'player': {'id': 4651, 'name': 'Demi Stokes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.5, 44.1], 'player': {'id': 10252, 'name': 'Alex Greenwood'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.3, 36.8], 'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [117.0, 34.2], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [116.9, 38.8], 'player': {'id': 24281, 'name': 'Danielle Carter'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [116.6, 41.1], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [118.2, 39.1], 'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [114.1, 46.2], 'player': {'id': 20061, 'name': 'Deanna Cooper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [117.5, 42.5], 'player': {'id': 18998, 'name': 'Emma Mukandi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [119.2, 38.7], 'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.1, 37.7], 'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [112.2, 32.6], 'player': {'id': 4949, 'name': 'Rosemary Kathleen Lavelle'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [116.2, 35.5], 'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [114.8, 39.7], 'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",100749f1-2be8-4c5c-9895-42b0ec9887e2,Goal,,0.120891236,Normal,Open Play,,,,Reading WFC,974,00:02:41.783,Shot,True
,,,,,,,,,,,,,,,,0.077929,,,,,,,,,,,,,2441634e-82be-4d83-8284-6a8338701cce,417,,"[115.4, 32.8]",3775659,9,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ellen White,10180.0,Center Forward,18,Manchester City WFC,746,"['6c974e53-25fe-48fb-a6be-793c63c3ff6a', 'a4fb8920-eee3-497b-a3b7-d4a087cad32d']",29,,Right Foot,"[116.1, 33.7]",True,"[{'location': [115.0, 42.9], 'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [119.3, 27.1], 'player': {'id': 4651, 'name': 'Demi Stokes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [102.2, 32.4], 'player': {'id': 4949, 'name': 'Rosemary Kathleen Lavelle'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [118.6, 35.5], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.9, 27.7], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.5, 30.4], 'player': {'id': 20061, 'name': 'Deanna Cooper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.1, 33.7], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.3, 31.3], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [115.0, 42.0], 'player': {'id': 18998, 'name': 'Emma Mukandi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.7, 28.8], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",dfe63a1f-8c9a-4b40-90d1-8591c70ffbb8,Blocked,,0.06347763,Normal,Open Play,,,,Manchester City WFC,746,00:09:29.769,Shot,
,,,,,,,,,,,,,,,,0.331525,,,,,,,,,,,,,6f72e827-be1c-4092-afbf-31fe376b342a,519,,"[111.2, 42.9]",3775659,11,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ellen White,10180.0,Center Forward,21,Manchester City WFC,746,['1579362a-05d7-420e-b063-4ab701669adc'],31,,Right Foot,"[116.3, 42.1, 0.0]",True,"[{'location': [117.0, 58.7], 'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [105.5, 31.3], 'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [110.8, 55.5], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.3, 39.4], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.1, 44.1], 'player': {'id': 20061, 'name': 'Deanna Cooper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.4, 39.0], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.7, 42.0], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.9, 40.1], 'player': {'id': 4949, 'name': 'Rosemary Kathleen Lavelle'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",4b44994b-e918-4cd4-b063-c614300d3aac,Saved,,0.44832912,Normal,Open Play,,,,Manchester City WFC,746,00:11:31.260,Shot,
,,,,,,,,,,,,,,,,0.279516,,,,,,,,,,,,,1c38a4dd-8f66-4ab5-a5ed-806369d0792d,524,,"[109.8, 34.2]",3775659,11,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Georgia Stanway,4643.0,Left Wing,21,Manchester City WFC,746,"['8b16363d-59d7-4289-9b56-724fe6f3cb46', '9ca5d0e5-8408-40a1-a2e3-9272954c1457', 'ea2de742-88e2-4a0b-afae-231321550931']",32,,Right Foot,"[119.8, 38.0]",True,"[{'location': [117.1, 43.2], 'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [119.8, 37.9], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.0, 38.6], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [114.9, 42.8], 'player': {'id': 20061, 'name': 'Deanna Cooper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.2, 47.5], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.8, 41.4], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.9, 41.7], 'player': {'id': 4949, 'name': 'Rosemary Kathleen Lavelle'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [120.0, 53.6], 'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",,Blocked,,0.44405934,Normal,Open Play,,,,Manchester City WFC,746,00:11:32.974,Shot,True
,,,,,,,,,,,,,,,,0.059905,,,,,,,,,,,,,10db5fd4-37a7-4534-aba9-da0f46340c9d,530,,"[116.9, 49.0]",3775659,11,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Samantha June Mewis,5087.0,Right Center Midfield,21,Manchester City WFC,746,"['13618732-b2b3-4617-899b-3ec3475eb994', '6068dc10-3aa0-4fd4-b6e8-752b5643ddc6', 'c5d65867-c0c9-4b18-8b21-3a9f5e43603b']",35,,Left Foot,"[117.8, 46.2]",,"[{'location': [115.7, 45.0], 'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.1, 37.3], 'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [110.4, 45.1], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [117.0, 45.7], 'player': {'id': 20061, 'name': 'Deanna Cooper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.0, 36.3], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [119.5, 43.4], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.3, 39.1], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.3, 44.6], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.4, 49.5], 'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [110.0, 41.2], 'player': {'id': 4949, 'name': 'Rosemary Kathleen Lavelle'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",,Blocked,,0.07716087,Normal,Open Play,,,,Manchester City WFC,746,00:11:35.483,Shot,True
,,,,,,,,,,,,,,,,0.168429,,,,,,,,,,,,,f56a12f7-28ca-44a5-9faa-0e86895a472a,540,,"[108.8, 39.3]",3775659,12,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Chloe Kelly,15570.0,Right Wing,22,Manchester City WFC,746,"['02cdde30-1631-4f63-8337-8068609f5634', 'b466083f-d489-440d-9382-4d33d5955353']",37,,Right Foot,"[109.3, 39.5]",,"[{'location': [117.3, 38.7], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [118.5, 41.9], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [110.2, 30.1], 'player': {'id': 18998, 'name': 'Emma Mukandi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.5, 35.3], 'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [111.4, 33.9], 'player': {'id': 20061, 'name': 'Deanna Cooper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.8, 40.3], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.1, 38.3], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.6, 39.7], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.8, 35.3], 'player': {'id': 26570, 'name': 'Amalie Vevle Eikeland'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [108.3, 25.1], 'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [113.4, 33.6], 'player': {'id': 4949, 'name': 'Rosemary Kathleen Lavelle'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [113.0, 39.0], 'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.6, 44.0], 'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",97e9067e-5807-4a42-8bb1-343d6d2e43f6,Blocked,,0.070353776,Overhead Kick,Open Play,,,,Manchester City WFC,746,00:12:37.444,Shot,
,,,,,,,,,,,,,,,,0.805715,,,,,,,,,,,,,53ec5e90-f7cc-4b15-bff1-8317d0a06928,545,,"[105.9, 46.2]",3775659,12,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Samantha June Mewis,5087.0,Right Center Midfield,22,Manchester City WFC,746,"['b58c5a5f-2be3-4f92-958b-9b2ad8d2e6d6', 'd68df141-86cc-4538-9731-506e3e78307e', 'd87a380e-9be1-4fba-aeed-3431fd19bfc5']",39,,Left Foot,"[113.1, 42.7]",True,"[{'location': [118.5, 41.3], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.2, 42.8], 'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.9, 64.2], 'player': {'id': 10178, 'name': 'Lucy Bronze'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [104.1, 26.4], 'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [112.3, 39.6], 'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.3, 46.2], 'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [102.6, 42.8], 'player': {'id': 26570, 'name': 'Amalie Vevle Eikeland'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [106.5, 43.9], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.3, 40.5], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [110.8, 39.0], 'player': {'id': 20061, 'name': 'Deanna Cooper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.1, 42.9], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.6, 33.7], 'player': {'id': 4949, 'name': 'Rosemary Kathleen Lavelle'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [108.1, 40.8], 'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [116.0, 42.5], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [109.8, 33.9], 'player': {'id': 18998, 'name': 'Emma Mukandi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.7, 37.5], 'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",,Blocked,,0.12234975,Normal,Open Play,,,,Manchester City WFC,746,00:12:39.125,Shot,True
,,,,,,,,,,,,,,,,0.657926,,,,,,,,,,,,,134d4c20-c796-474c-bccc-ff620d07a9c5,615,,"[105.2, 40.2]",3775659,17,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Georgia Stanway,4643.0,Left Wing,26,Manchester City WFC,746,['c10eab8d-17a7-4095-861c-253575297c60'],27,,Left Foot,"[118.0, 39.2, 2.3]",,"[{'location': [105.4, 35.3], 'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [115.7, 39.3], 'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [116.8, 41.8], 'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [116.9, 49.4], 'player': {'id': 4949, 'name': 'Rosemary Kathleen Lavelle'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [114.0, 50.5], 'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [119.0, 39.5], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.2, 43.1], 'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [109.1, 41.4], 'player': {'id': 18998, 'name': 'Emma Mukandi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.8, 42.9], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [112.9, 35.2], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.8, 44.6], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.5, 41.1], 'player': {'id': 20061, 'name': 'Deanna Cooper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.2, 41.7], 'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.8, 46.1], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.0, 39.6], 'player': {'id': 26570, 'name': 'Amalie Vevle Eikeland'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}]",,Saved,,0.11937015,Normal,Open Play,,,,Manchester City WFC,746,00:17:27.863,Shot,
