ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.620328,,,,,,,,,,,,,,,c9177822-8813-4932-9035-b1b001ddfcc0,1777,,"[102.0, 39.4]",3754156,47,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Marc Albrighton,3307.0,Right Midfield,96,Leicester City,22,['35de6605-6a9c-4a47-bf9a-9ab134a62d27'],10,,Right Foot,"[113.5, 40.8, 1.3]",,"[{'location': [102.4, 45.7], 'player': {'id': 3288, 'name': 'Miguel Ángel Britos Cabrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.6, 39.1], 'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.2, 36.6], 'player': {'id': 3991, 'name': 'Allan Romeo Nyom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.5, 40.7], 'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.3, 47.0], 'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",5be85bbb-f5aa-4b50-bad8-0afa720dfe54,Saved,,0.08281451,Normal,Open Play,,,,Leicester City,22,00:02:10.679,Shot,
,,,,,,,,,,,,,,1.662778,,,,,,,,,,,,,,,453b5b58-f44a-4364-8862-73184b801222,1947,,"[104.6, 50.9]",3754156,51,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,N''Golo Kanté,3961.0,Right Defensive Midfield,106,Leicester City,22,['0be51f9d-e634-44ac-924c-9be7250fb034'],47,,Right Foot,"[120.0, 37.1, 0.1]",,"[{'location': [100.1, 38.5], 'player': {'id': 3812, 'name': 'Christian Fuchs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [111.6, 73.7], 'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [109.9, 35.0], 'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.7, 49.7], 'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [119.0, 41.9], 'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.3, 38.1], 'player': {'id': 3991, 'name': 'Allan Romeo Nyom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.4, 31.1], 'player': {'id': 40118, 'name': 'Ikechi Anya'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [107.9, 42.6], 'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.5, 50.2], 'player': {'id': 3288, 'name': 'Miguel Ángel Britos Cabrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.6, 51.7], 'player': {'id': 3306, 'name': 'Nathan Aké'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.9, 49.8], 'player': {'id': 43081, 'name': 'Almen Abdi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [105.9, 62.4], 'player': {'id': 3721, 'name': 'Etienne Capoue'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.5, 47.3], 'player': {'id': 3626, 'name': 'Ben Watson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",,Goal,,0.06395312,Normal,Open Play,,,,Leicester City,22,00:06:47.691,Shot,
,,,,,,,,,,,,,,1.154549,,,,,,,,,,,,,,,3e6abf5c-aa2e-4986-92df-db4dd2108090,2135,,"[97.3, 56.6]",3754156,58,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Allan Romeo Nyom,3991.0,Right Back,117,Watford,23,['5a65c302-9515-4ed0-acbb-43acbbd06236'],33,,Right Foot,"[120.0, 33.4, 3.5]",,"[{'location': [98.1, 46.7], 'player': {'id': 43081, 'name': 'Almen Abdi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [104.1, 44.0], 'player': {'id': 5458, 'name': 'Odion Jude Ighalo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [102.2, 36.1], 'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [117.1, 41.5], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.9, 40.7], 'player': {'id': 3662, 'name': 'Danny Drinkwater'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.6, 37.1], 'player': {'id': 3270, 'name': 'Danny Simpson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [93.1, 58.4], 'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [97.8, 53.9], 'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.3, 48.7], 'player': {'id': 40123, 'name': 'Robert Huth'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.7, 56.3], 'player': {'id': 3812, 'name': 'Christian Fuchs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.0, 42.7], 'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.5, 70.4], 'player': {'id': 40118, 'name': 'Ikechi Anya'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",eb37fe79-c1ba-491d-9538-f95986bba33c,Off T,,0.026721712,Normal,Open Play,,,,Watford,23,00:13:33.841,Shot,
,,,,,,,,,,,,,,0.123421,,,,,,,,,,,,,,,25fb0d24-5ef5-4f7b-9973-8dd006df2dd9,2189,,"[103.8, 47.9]",3754156,60,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Jamie Vardy,10960.0,Center Forward,122,Leicester City,22,"['355c2f23-2e07-422d-98ea-2641a8d6c002', 'a2ca8fee-c619-4bde-8ab3-0a464f3895d2']",43,,Right Foot,"[106.0, 46.2]",,"[{'location': [92.7, 30.9], 'player': {'id': 3991, 'name': 'Allan Romeo Nyom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [93.2, 35.7], 'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [96.3, 48.7], 'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [113.6, 43.6], 'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.9, 42.0], 'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.8, 45.3], 'player': {'id': 3288, 'name': 'Miguel Ángel Britos Cabrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",,Blocked,,0.19476008,Normal,Open Play,,,,Leicester City,22,00:15:43.437,Shot,
,,,,,,,,,,,,,,0.496388,,,,,,,,,,,,,,,f3395245-32b3-46e1-922a-0f7d1e863a7e,2202,,"[114.3, 44.3]",3754156,61,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Wes Morgan,3813.0,Right Center Back,124,Leicester City,22,"['9fc5a592-7d13-47d7-b841-af836384c2bb', 'f4e7cb38-8e3a-42be-872e-f14e97955826']",50,True,Head,"[120.0, 41.8, 5.8]",,"[{'location': [103.9, 32.7], 'player': {'id': 3991, 'name': 'Allan Romeo Nyom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.7, 61.8], 'player': {'id': 43081, 'name': 'Almen Abdi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [113.6, 36.2], 'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.7, 41.3], 'player': {'id': 3721, 'name': 'Etienne Capoue'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.8, 41.1], 'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [114.3, 43.4], 'player': {'id': 3288, 'name': 'Miguel Ángel Britos Cabrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.0, 50.1], 'player': {'id': 3306, 'name': 'Nathan Aké'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.9, 34.7], 'player': {'id': 40123, 'name': 'Robert Huth'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [117.7, 53.2], 'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [96.9, 32.5], 'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [116.5, 74.8], 'player': {'id': 3812, 'name': 'Christian Fuchs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [115.3, 48.8], 'player': {'id': 5458, 'name': 'Odion Jude Ighalo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [118.3, 43.4], 'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.7, 42.1], 'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",9f774591-d14d-4fab-8c16-6cb9b78a1f5b,Off T,,0.12589355,Normal,Open Play,,,,Leicester City,22,00:16:50.438,Shot,True
,,,,,,,,,,,,,,0.425348,,,,,,,,,,,,,,,6cc33a3c-18a7-4b09-8977-31cd7bfaa51e,2257,,"[108.0, 40.1]",3754156,64,,,,,,,,,,,,,,,,,,,,,,,,2,Other,Jamie Vardy,10960.0,Center Forward,128,Leicester City,22,['0833c818-1b0b-47d1-a305-ae94ee48910a'],58,,Right Foot,"[120.0, 39.6, 2.1]",,,,Goal,,0.7835,Normal,Penalty,,,,Leicester City,22,00:19:58.589,Shot,
,,,,,,,,,,,,,,0.61847,,,,,,,,,,,,,,,436a54aa-b23b-4688-b103-c38f9ad36f93,2595,,"[108.0, 40.0]",3754156,74,,,,,,,,,,,,,,,,,,,,,,,,2,Other,Troy Deeney,3454.0,Right Center Forward,144,Watford,23,['9c0d89ea-62d9-4d69-a4a5-f48abed3f49e'],55,,Right Foot,"[119.9, 37.8, 0.2]",,,,Goal,,0.7835,Normal,Penalty,,,,Watford,23,00:29:55.450,Shot,
,,,,,,,,,,,,,,0.479909,,,,,,,,,,,,,,,16550983-6c15-43b8-be02-accc885428b5,2660,,"[106.0, 50.0]",3754156,76,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Riyad Mahrez,3814.0,Center Attacking Midfield,147,Leicester City,22,['38ee42c8-970d-4104-b1b2-324315b44950'],32,,Left Foot,"[114.3, 42.7, 1.1]",,"[{'location': [103.3, 35.0], 'player': {'id': 36983, 'name': 'Juan Carlos Paredes Reasco'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [115.2, 43.4], 'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.6, 35.4], 'player': {'id': 40118, 'name': 'Ikechi Anya'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.7, 39.6], 'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.0, 42.3], 'player': {'id': 3288, 'name': 'Miguel Ángel Britos Cabrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.5, 44.8], 'player': {'id': 3626, 'name': 'Ben Watson'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.4, 51.4], 'player': {'id': 43081, 'name': 'Almen Abdi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.0, 50.9], 'player': {'id': 3306, 'name': 'Nathan Aké'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.9, 60.2], 'player': {'id': 19847, 'name': 'Alessandro Diamanti'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [110.1, 32.1], 'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.9, 32.5], 'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [111.0, 41.4], 'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [111.0, 56.9], 'player': {'id': 3662, 'name': 'Danny Drinkwater'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",5184c183-c354-4e27-afeb-ccbe8ac31bef,Saved,,0.15286991,Normal,Open Play,,,,Leicester City,22,00:31:32.410,Shot,
,,,,,,,,,,,,,,1.056218,,,,,,,,,,,,,,,d991b462-5af7-48cf-9f4d-b8f92af46b21,2664,,"[113.6, 48.1]",3754156,77,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Riyad Mahrez,3814.0,Center Attacking Midfield,148,Leicester City,22,['671fed87-711b-471b-a580-1f06b08bc3b4'],6,,Left Foot,"[120.0, 43.8, 6.6]",True,"[{'location': [104.2, 39.4], 'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [112.6, 35.9], 'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [114.8, 39.3], 'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [115.6, 43.8], 'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.5, 42.3], 'player': {'id': 40123, 'name': 'Robert Huth'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [109.4, 33.7], 'player': {'id': 40118, 'name': 'Ikechi Anya'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.2, 42.3], 'player': {'id': 3288, 'name': 'Miguel Ángel Britos Cabrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.2, 40.5], 'player': {'id': 3306, 'name': 'Nathan Aké'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.6, 44.0], 'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [111.4, 49.1], 'player': {'id': 43081, 'name': 'Almen Abdi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.1, 34.0], 'player': {'id': 5458, 'name': 'Odion Jude Ighalo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [118.7, 41.1], 'player': {'id': 3626, 'name': 'Ben Watson'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [116.5, 40.6], 'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",e6f9a3e2-64f9-4084-b033-37927551712f,Off T,,0.10977569,Half Volley,Open Play,,,,Leicester City,22,00:32:06.787,Shot,
,,,,,,,,,,,,,,0.894967,,,,,,,,,,,,,,,1e4befbd-0687-4bba-902e-7a889d3073f0,2751,,"[96.8, 41.2]",3754156,80,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Troy Deeney,3454.0,Right Center Forward,154,Watford,23,['eb70e856-8fb0-4fdd-8555-b0ffeb35709d'],31,,Right Foot,"[116.9, 41.7, 2.0]",True,"[{'location': [99.0, 47.1], 'player': {'id': 36983, 'name': 'Juan Carlos Paredes Reasco'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [106.1, 47.1], 'player': {'id': 5458, 'name': 'Odion Jude Ighalo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [98.0, 68.6], 'player': {'id': 40118, 'name': 'Ikechi Anya'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [92.1, 40.0], 'player': {'id': 43081, 'name': 'Almen Abdi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [116.9, 40.0], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.6, 40.0], 'player': {'id': 3270, 'name': 'Danny Simpson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [93.0, 55.1], 'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [96.3, 48.8], 'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [98.7, 45.2], 'player': {'id': 3662, 'name': 'Danny Drinkwater'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.1, 45.1], 'player': {'id': 40123, 'name': 'Robert Huth'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.2, 50.1], 'player': {'id': 3812, 'name': 'Christian Fuchs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.7, 47.1], 'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",,Saved,,0.06518981,Normal,Open Play,,,,Watford,23,00:35:31.241,Shot,
,,,,,,,,,,,,,,0.091629,,,,,,,,,,,,,,,15d35682-bc2d-4826-a0cf-d92d585ad0db,2825,,"[88.6, 45.5]",3754156,82,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Marc Albrighton,3307.0,Right Midfield,159,Leicester City,22,"['643dfa27-9ffb-4bfd-a287-2cff6ea15ac2', 'd2c90400-b6f5-4f99-8cab-85d5ffe63385']",40,,Right Foot,"[92.1, 45.3]",,"[{'location': [99.4, 32.8], 'player': {'id': 40118, 'name': 'Ikechi Anya'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.0, 37.5], 'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [92.6, 45.3], 'player': {'id': 3288, 'name': 'Miguel Ángel Britos Cabrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [88.7, 41.4], 'player': {'id': 43081, 'name': 'Almen Abdi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [94.6, 57.4], 'player': {'id': 3306, 'name': 'Nathan Aké'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [89.0, 44.5], 'player': {'id': 3626, 'name': 'Ben Watson'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [80.3, 23.0], 'player': {'id': 36983, 'name': 'Juan Carlos Paredes Reasco'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [94.4, 65.0], 'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [98.4, 34.1], 'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [78.2, 44.8], 'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [118.3, 40.8], 'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",795f9a13-ff7b-4523-96d5-8ac02116ba8b,Blocked,,0.019531513,Normal,Open Play,,,,Leicester City,22,00:37:40.155,Shot,
