ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.631845,,,,,,,,,,,,,5e580cdb-ca36-4f0d-9f40-19bd738c6d74,298,,"[104.1, 48.9]",3754032,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marko Arnautović,3325.0,Left Wing,20,Stoke City,30,['461bdfc6-6d03-4db2-8a1e-71aec076278f'],37,,Right Foot,"[115.0, 41.3, 0.3]",True,"[{'location': [95.6, 40.8], 'player': {'id': 4913, 'name': 'Bojan Krkíc Pérez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [115.2, 42.6], 'player': {'id': 9014, 'name': 'Declan Rudd'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.5, 45.2], 'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.5, 51.3], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.6, 37.6], 'player': {'id': 9463, 'name': 'Alexander Banor Tettey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.3, 28.4], 'player': {'id': 9930, 'name': 'Ryan Bennett'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",583e6d85-1207-4769-b9f1-9392ef965822,Saved,0.09500891,Half Volley,Open Play,,,,Stoke City,30,00:06:37.524,Shot,
,,,,,,,,,,,,,,,0.249359,,,,,,,,,,,,,be03df5c-5109-4bb7-832e-eae75fef391c,308,,"[99.6, 40.1]",3754032,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,José Luis Sanmartín Mato,3265.0,Center Forward,21,Stoke City,30,"['37dafda6-5758-4ad1-8694-4e3f7f3b2a81', '4e44b9dd-5bc3-4b0d-9935-59e2b4ce493d', '64794990-a895-48ad-95c2-e97645db16e7']",14,,Left Foot,"[102.3, 40.1]",,"[{'location': [106.7, 33.1], 'player': {'id': 3325, 'name': 'Marko Arnautović'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [117.5, 39.5], 'player': {'id': 9014, 'name': 'Declan Rudd'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.1, 45.1], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.6, 46.5], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.1, 39.8], 'player': {'id': 9930, 'name': 'Ryan Bennett'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.2, 39.9], 'player': {'id': 9463, 'name': 'Alexander Banor Tettey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.4, 37.1], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [104.5, 42.7], 'player': {'id': 23663, 'name': 'Dieumerci Mbokani Bezua'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [107.2, 35.8], 'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.9, 37.8], 'player': {'id': 23742, 'name': 'Vadis Odjidja-Ofoe'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [98.7, 44.4], 'player': {'id': 9452, 'name': ""Gary O''Neil""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.2, 53.1], 'player': {'id': 4913, 'name': 'Bojan Krkíc Pérez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [106.4, 46.3], 'player': {'id': 4035, 'name': 'Ryan Shawcross'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [110.1, 37.2], 'player': {'id': 3670, 'name': 'Jonathan Walters'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [111.8, 31.7], 'player': {'id': 40121, 'name': 'Philipp Wollscheid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}]",,Blocked,0.044761702,Half Volley,Open Play,,,,Stoke City,30,00:07:14.055,Shot,True
,,,,,,,,,,,,,,,1.275172,,,,,,,,,,,,,a9a488ed-43f7-4d33-9191-a30ec9fbf1ab,665,,"[91.8, 24.8]",3754032,15,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Jonathan Howson,9578.0,Left Midfield,35,Norwich City,56,['a23cfc72-3eff-4243-b9d9-7420aa2ad8f1'],58,,Right Foot,"[120.0, 37.5, 4.2]",,"[{'location': [82.4, 26.3], 'player': {'id': 9452, 'name': ""Gary O''Neil""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [101.2, 49.7], 'player': {'id': 23742, 'name': 'Vadis Odjidja-Ofoe'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [101.1, 35.1], 'player': {'id': 23663, 'name': 'Dieumerci Mbokani Bezua'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.0, 23.7], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [116.1, 37.8], 'player': {'id': 3537, 'name': 'Jack Butland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.2, 36.8], 'player': {'id': 40121, 'name': 'Philipp Wollscheid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.0, 61.6], 'player': {'id': 3325, 'name': 'Marko Arnautović'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [85.4, 23.1], 'player': {'id': 4913, 'name': 'Bojan Krkíc Pérez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [94.0, 40.2], 'player': {'id': 4891, 'name': 'Ibrahim Afellay'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [92.1, 26.8], 'player': {'id': 9625, 'name': 'Glenn Whelan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.8, 46.6], 'player': {'id': 3467, 'name': 'Erik Pieters'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [94.8, 23.7], 'player': {'id': 4724, 'name': 'Glen Johnson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.6, 31.0], 'player': {'id': 4035, 'name': 'Ryan Shawcross'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.4, 24.6], 'player': {'id': 3670, 'name': 'Jonathan Walters'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [87.5, 31.8], 'player': {'id': 10966, 'name': 'Wes Hoolahan'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",305b38ae-adf4-4734-b6a4-3ddf024ed618,Off T,0.01213512,Normal,Open Play,,,,Norwich City,56,00:15:58.368,Shot,
,,,,,,,,,,,,,,,0.928349,,,,,,,,,,,,,125d9b88-21ec-4502-b9eb-452800f7d8ee,793,,"[111.8, 33.5]",3754032,19,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jonathan Walters,3670.0,Right Wing,43,Stoke City,30,"['20cdea17-a56b-4563-9b1c-73dcbd4813f8', '6af3f1ac-d251-45a3-9ad5-aacc3cd79940']",11,,Right Foot,"[120.0, 33.8, 0.7]",True,"[{'location': [117.4, 36.6], 'player': {'id': 9014, 'name': 'Declan Rudd'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.2, 43.5], 'player': {'id': 3265, 'name': 'José Luis Sanmartín Mato'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.7, 16.3], 'player': {'id': 3325, 'name': 'Marko Arnautović'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [105.6, 18.5], 'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.0, 38.7], 'player': {'id': 9930, 'name': 'Ryan Bennett'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.3, 33.9], 'player': {'id': 9452, 'name': ""Gary O''Neil""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.0, 43.5], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.7, 29.5], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.3, 21.3], 'player': {'id': 9463, 'name': 'Alexander Banor Tettey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}]",4996b194-ee1d-4982-86c7-e69dd5d30169,Off T,0.06871588,Half Volley,Open Play,,,,Stoke City,30,00:19:11.461,Shot,True
,,,,,,,,,,,,,,,0.279203,,,,,,,,,,,,,d9749cb1-955b-4259-bf1f-df5a2643f629,872,,"[94.0, 54.5]",3754032,21,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Glen Johnson,4724.0,Right Back,47,Stoke City,30,"['3ba55589-a871-4866-ba15-a2841f685752', 'c14d9869-7c87-4f87-845e-83ff7d0305ca']",39,,Left Foot,"[103.5, 50.5]",,"[{'location': [97.2, 46.1], 'player': {'id': 3265, 'name': 'José Luis Sanmartín Mato'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [90.6, 35.5], 'player': {'id': 4913, 'name': 'Bojan Krkíc Pérez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [116.2, 41.6], 'player': {'id': 9014, 'name': 'Declan Rudd'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.4, 50.2], 'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.4, 52.9], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.1, 56.4], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [100.5, 45.5], 'player': {'id': 9930, 'name': 'Ryan Bennett'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.0, 39.5], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.1, 41.1], 'player': {'id': 9463, 'name': 'Alexander Banor Tettey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [90.7, 49.9], 'player': {'id': 9452, 'name': ""Gary O''Neil""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.2, 48.6], 'player': {'id': 3670, 'name': 'Jonathan Walters'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.9, 36.8], 'player': {'id': 3325, 'name': 'Marko Arnautović'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",04576864-d626-4c07-b5e9-4c7ae7cf6be7,Blocked,0.023938684,Normal,Open Play,,,,Stoke City,30,00:21:39.809,Shot,
,,,,,,,,,,,,,,,0.663943,,,,,,,,,,,,,926a5f83-ee9b-4858-8ccb-c47a70027c97,1061,,"[112.0, 30.5]",3754032,26,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,José Luis Sanmartín Mato,3265.0,Center Forward,55,Stoke City,30,"['493e6e22-bf1e-4769-b517-0d1dc76b4e62', 'e40cbb32-2d0a-41dc-8d2d-f648bbb78f23']",27,,Left Foot,"[120.0, 34.9, 1.0]",True,"[{'location': [105.7, 46.7], 'player': {'id': 3670, 'name': 'Jonathan Walters'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.4, 24.9], 'player': {'id': 4913, 'name': 'Bojan Krkíc Pérez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [91.3, 59.3], 'player': {'id': 4724, 'name': 'Glen Johnson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [114.4, 33.6], 'player': {'id': 9014, 'name': 'Declan Rudd'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.3, 24.5], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.3, 47.0], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [102.4, 31.4], 'player': {'id': 9452, 'name': ""Gary O''Neil""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.6, 30.1], 'player': {'id': 9930, 'name': 'Ryan Bennett'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.3, 35.3], 'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.0, 43.6], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",293db36c-d10a-44ee-b59c-8ce42bbf886e,Off T,0.22451967,Normal,Open Play,,,,Stoke City,30,00:26:27.334,Shot,True
,,,,,,,,,,,,,,,2.464886,,,,,,,,,,,,,7d5fbb55-a7b1-42db-8995-3fc694d7fda2,1086,,"[87.7, 57.1]",3754032,27,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Wes Hoolahan,10966.0,Center Attacking Midfield,57,Norwich City,56,"['c1b80fc3-e5bf-4754-8e68-7e2ff60f37b6', 'cf81bb13-262b-45f8-b6b8-40b0059955a7']",39,,Left Foot,"[120.0, 32.5, 1.6]",,"[{'location': [86.9, 66.5], 'player': {'id': 23742, 'name': 'Vadis Odjidja-Ofoe'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [106.4, 61.1], 'player': {'id': 23663, 'name': 'Dieumerci Mbokani Bezua'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [88.6, 44.9], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [114.5, 56.4], 'player': {'id': 3537, 'name': 'Jack Butland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.2, 40.5], 'player': {'id': 4724, 'name': 'Glen Johnson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.6, 55.1], 'player': {'id': 40121, 'name': 'Philipp Wollscheid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [93.4, 53.6], 'player': {'id': 4035, 'name': 'Ryan Shawcross'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [89.4, 58.6], 'player': {'id': 3467, 'name': 'Erik Pieters'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [84.4, 48.9], 'player': {'id': 9625, 'name': 'Glenn Whelan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [84.8, 56.5], 'player': {'id': 4891, 'name': 'Ibrahim Afellay'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}]",,Off T,0.02187315,Normal,Open Play,,,,Norwich City,56,00:27:39.518,Shot,True
,,,,,,,,,,,,,,,0.44351,,,,,,,,,,,,,941f9c44-1295-4e9a-8991-5e4cfae4ff12,1118,,"[107.1, 43.3]",3754032,29,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Ryan Bennett,9930.0,Right Center Back,60,Norwich City,56,['b16f35d3-c352-4e91-b9b2-5efdf18ffe41'],10,,Right Foot,"[117.3, 41.7, 1.6]",True,"[{'location': [100.3, 20.6], 'player': {'id': 9452, 'name': ""Gary O''Neil""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [101.3, 38.4], 'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [108.1, 36.8], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [109.0, 37.8], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [110.4, 32.2], 'player': {'id': 23663, 'name': 'Dieumerci Mbokani Bezua'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.9, 34.8], 'player': {'id': 3670, 'name': 'Jonathan Walters'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [109.7, 31.0], 'player': {'id': 9625, 'name': 'Glenn Whelan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.5, 41.1], 'player': {'id': 3467, 'name': 'Erik Pieters'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.6, 38.3], 'player': {'id': 40121, 'name': 'Philipp Wollscheid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.6, 34.5], 'player': {'id': 4035, 'name': 'Ryan Shawcross'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.8, 48.9], 'player': {'id': 4724, 'name': 'Glen Johnson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.2, 40.8], 'player': {'id': 3537, 'name': 'Jack Butland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",1bce0e45-834f-43cb-975a-2156a921b1d9,Saved,0.21631184,Half Volley,Open Play,,,,Norwich City,56,00:29:10.983,Shot,
,,,,,,,,,,,,,,,1.548205,,,,,,,,,,,,,d8f2ae7c-0198-4b3a-b281-447c00eb1f9a,1217,,"[89.7, 33.1]",3754032,33,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Bojan Krkíc Pérez,4913.0,Center Attacking Midfield,62,Stoke City,30,['d035aee4-bef0-4298-a432-cfc753fefffd'],7,,Right Foot,"[120.0, 45.6, 5.0]",,"[{'location': [101.1, 52.8], 'player': {'id': 10966, 'name': 'Wes Hoolahan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [102.5, 45.6], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.8, 36.7], 'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.6, 35.1], 'player': {'id': 9930, 'name': 'Ryan Bennett'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.1, 32.0], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.9, 27.6], 'player': {'id': 23742, 'name': 'Vadis Odjidja-Ofoe'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [96.1, 38.8], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [93.2, 32.8], 'player': {'id': 9463, 'name': 'Alexander Banor Tettey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [115.9, 39.9], 'player': {'id': 9014, 'name': 'Declan Rudd'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.4, 63.1], 'player': {'id': 4724, 'name': 'Glen Johnson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [108.1, 32.6], 'player': {'id': 3325, 'name': 'Marko Arnautović'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [106.0, 33.3], 'player': {'id': 3265, 'name': 'José Luis Sanmartín Mato'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [91.0, 46.0], 'player': {'id': 4891, 'name': 'Ibrahim Afellay'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [100.6, 36.6], 'player': {'id': 3670, 'name': 'Jonathan Walters'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",c607d622-a2fb-493f-b9d0-ab48206b5da5,Off T,0.022284139,Normal,Open Play,,,,Stoke City,30,00:33:07.736,Shot,
,,,,,,,,,,,,,,,1.010222,,,,,,,,,,,,,e95b4dff-adf1-4555-a51d-6003919111d4,1479,,"[95.7, 38.9]",3754032,39,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jonathan Walters,3670.0,Right Wing,74,Stoke City,30,['1394a087-fa42-435c-a6f2-2499a422429c'],52,,Right Foot,"[120.0, 42.0, 4.2]",,"[{'location': [99.3, 42.0], 'player': {'id': 3265, 'name': 'José Luis Sanmartín Mato'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.4, 40.0], 'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [92.4, 38.4], 'player': {'id': 9463, 'name': 'Alexander Banor Tettey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [99.2, 37.5], 'player': {'id': 9930, 'name': 'Ryan Bennett'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.3, 31.3], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.0, 47.6], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.4, 39.7], 'player': {'id': 9014, 'name': 'Declan Rudd'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [89.1, 43.8], 'player': {'id': 4913, 'name': 'Bojan Krkíc Pérez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [100.2, 24.4], 'player': {'id': 3325, 'name': 'Marko Arnautović'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",7b5dad4f-bf73-4e29-a04b-12328498d9ca,Off T,0.042249877,Normal,Open Play,,,,Stoke City,30,00:39:52.995,Shot,
