ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,0.1,,,,,,,,ccacb2f6-b138-4b4f-bbcb-03a1f344e579,49,,"[97.0, 45.0]",7496,1,,,,,,,,,,,,,,,,,,,,1,Regular Play,Christen Annemarie Press,6817.0,Left Defensive Midfield,5,Utah Royals,767,"['93aa7f11-cc8d-477a-963c-350b45e8b934', '9c54253c-389e-4483-a96b-55b08ca23dd9']",13,Left Foot,"[102.0, 41.0]","[{'location': [107.0, 36.0], 'player': {'id': 5024, 'name': 'Amy Rodriguez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [94.0, 21.0], 'player': {'id': 5027, 'name': 'Erika Tymrak'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [109.0, 35.0], 'player': {'id': 4951, 'name': 'Rebecca Quinn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.0, 44.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [104.0, 52.0], 'player': {'id': 5029, 'name': 'Tori Huster'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.0, 26.0], 'player': {'id': 4950, 'name': 'Whitney Church'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [87.0, 54.0], 'player': {'id': 4956, 'name': 'Mallory Eubanks'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [100.0, 20.0], 'player': {'id': 4941, 'name': 'Taylor Smith'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [100.0, 39.0], 'player': {'id': 4940, 'name': 'Andi Sullivan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [119.0, 39.0], 'player': {'id': 5025, 'name': 'Aubrey Renee Kingsbury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",f41f0693-052b-4283-a8fc-94cdacf440d7,,Blocked,0.060452443,Normal,Open Play,,,,Utah Royals,767,00:01:13.143,Shot,
,,,,,,,,,1.215,,,,,,,,280b5116-1c79-4003-82d3-53a0e42dca82,199,,"[97.0, 26.0]",7496,4,,,,,,,,,,,,,,,,,,,,1,Regular Play,Amy Rodriguez,5024.0,Center Forward,13,Utah Royals,767,['b6037850-5f4d-415a-b70e-fd515e5403eb'],28,Left Foot,"[120.0, 40.1, 4.2]","[{'location': [119.0, 37.0], 'player': {'id': 5025, 'name': 'Aubrey Renee Kingsbury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.0, 50.0], 'player': {'id': 4956, 'name': 'Mallory Eubanks'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [90.0, 20.0], 'player': {'id': 4940, 'name': 'Andi Sullivan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.0, 33.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [101.0, 32.0], 'player': {'id': 5029, 'name': 'Tori Huster'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.0, 29.0], 'player': {'id': 4950, 'name': 'Whitney Church'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.0, 21.0], 'player': {'id': 4951, 'name': 'Rebecca Quinn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 25.0], 'player': {'id': 4972, 'name': 'Katie Stengel'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [89.0, 18.0], 'player': {'id': 5027, 'name': 'Erika Tymrak'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [83.0, 56.0], 'player': {'id': 4987, 'name': 'Sydney Miramontez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [101.0, 53.0], 'player': {'id': 6817, 'name': 'Christen Annemarie Press'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",99aaf494-cc0b-408f-9ac8-65e5b4159c22,,Off T,0.025648272,Normal,Open Play,,,,Utah Royals,767,00:04:28.263,Shot,
,,,,,,,,,0.529,,,,,,,,49ae215c-e479-407a-8995-75ba0e8882ad,260,,"[108.0, 30.0]",7496,6,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mallory Pugh,5023.0,Left Center Forward,21,Washington Spirit,759,"['20d8ec97-1723-43c3-9abc-f633589f742e', 'bbc9a4cf-5fda-497f-a30a-fdda98f046c2']",32,Left Foot,"[111.0, 34.0]","[{'location': [110.0, 33.0], 'player': {'id': 4984, 'name': 'Rachel Corsie'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 41.0], 'player': {'id': 4975, 'name': 'Gunnhildur Yrsa Jónsdóttir'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 4969, 'name': 'Nicole Barnhart'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.0, 44.0], 'player': {'id': 5101, 'name': 'Samantha Johnson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.0, 46.0], 'player': {'id': 4964, 'name': 'Ashley Hatch'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [113.0, 31.0], 'player': {'id': 4976, 'name': 'Lo’eau LaBonta'}, 'position': {'id': 25, 'name': 'Secondary Striker'}, 'teammate': False}, {'location': [116.0, 28.0], 'player': {'id': 4949, 'name': 'Rosemary Kathleen Lavelle'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",55c7369d-8d02-4726-8829-728170d3e586,,Blocked,0.1271896,Normal,Open Play,,,,Washington Spirit,759,00:06:32.514,Shot,
,,,,,,,,,0.266,,,,,,,,960a43f1-a895-4d98-ac56-b7c2c11d546d,321,,"[104.0, 37.0]",7496,8,,,,,,,,,,,,,,,,,,,,1,From Counter,Amy Rodriguez,5024.0,Center Forward,24,Utah Royals,767,"['b4049c76-9872-4280-95c9-d8e3ee8c4e2d', 'b692073d-fa3e-4a8d-af7d-9297c437f9fb']",9,Left Foot,"[108.0, 36.0]","[{'location': [81.0, 36.0], 'player': {'id': 4949, 'name': 'Rosemary Kathleen Lavelle'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [112.0, 32.0], 'player': {'id': 4951, 'name': 'Rebecca Quinn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.0, 49.0], 'player': {'id': 5029, 'name': 'Tori Huster'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.0, 40.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [109.0, 40.0], 'player': {'id': 4940, 'name': 'Andi Sullivan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.0, 40.0], 'player': {'id': 4950, 'name': 'Whitney Church'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [92.0, 59.0], 'player': {'id': 4956, 'name': 'Mallory Eubanks'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [119.0, 39.0], 'player': {'id': 5025, 'name': 'Aubrey Renee Kingsbury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.0, 41.0], 'player': {'id': 4972, 'name': 'Katie Stengel'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.0, 57.0], 'player': {'id': 6817, 'name': 'Christen Annemarie Press'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [107.0, 27.0], 'player': {'id': 5027, 'name': 'Erika Tymrak'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",7171416e-b427-4bec-bfd8-f44a9f397adf,,Blocked,0.12798227,Normal,Open Play,,,,Utah Royals,767,00:08:09.912,Shot,
,,,,,,,,,1.266,,,,,,,,74db322a-9f0f-44d1-8c76-2ea00402326e,636,,"[96.0, 38.0]",7496,16,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sydney Miramontez,4987.0,Right Back,42,Utah Royals,767,['33262511-20dd-40c3-aa5f-a93ac3b9a743'],23,Left Foot,"[119.0, 34.4, 0.7]","[{'location': [119.0, 40.0], 'player': {'id': 5025, 'name': 'Aubrey Renee Kingsbury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [87.0, 31.0], 'player': {'id': 4940, 'name': 'Andi Sullivan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [95.0, 39.0], 'player': {'id': 4950, 'name': 'Whitney Church'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.0, 34.0], 'player': {'id': 4951, 'name': 'Rebecca Quinn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.0, 42.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [85.0, 16.0], 'player': {'id': 4941, 'name': 'Taylor Smith'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [87.0, 38.0], 'player': {'id': 4949, 'name': 'Rosemary Kathleen Lavelle'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [102.0, 50.0], 'player': {'id': 5029, 'name': 'Tori Huster'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.0, 59.0], 'player': {'id': 4956, 'name': 'Mallory Eubanks'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [101.0, 26.0], 'player': {'id': 4972, 'name': 'Katie Stengel'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [74.0, 33.0], 'player': {'id': 4975, 'name': 'Gunnhildur Yrsa Jónsdóttir'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [74.0, 43.0], 'player': {'id': 4976, 'name': 'Lo’eau LaBonta'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [84.0, 31.0], 'player': {'id': 5027, 'name': 'Erika Tymrak'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [100.0, 52.0], 'player': {'id': 5024, 'name': 'Amy Rodriguez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [96.0, 63.0], 'player': {'id': 6817, 'name': 'Christen Annemarie Press'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",7190abe3-1f05-4de8-86ef-5d152d75900d,,Off T,0.06675993,Normal,Open Play,,,,Utah Royals,767,00:16:23.697,Shot,
,,,,,,,,,0.104,,,,,,,,8f31efcd-1132-4e90-85bb-e6a72bfbc509,677,,"[105.0, 48.0]",7496,17,,,,,,,,,,,,,,,,,,,,1,Regular Play,Christen Annemarie Press,6817.0,Right Wing,44,Utah Royals,767,"['2a5a5a79-7d3a-4511-8941-81dab3e6ce40', '5a40c5b7-fd6e-49f8-ba67-dc493837fe1b']",36,Left Foot,"[108.0, 38.0]","[{'location': [112.0, 37.0], 'player': {'id': 4951, 'name': 'Rebecca Quinn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.0, 46.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [107.0, 48.0], 'player': {'id': 5029, 'name': 'Tori Huster'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 33.0], 'player': {'id': 4950, 'name': 'Whitney Church'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [111.0, 33.0], 'player': {'id': 4941, 'name': 'Taylor Smith'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [103.0, 47.0], 'player': {'id': 4940, 'name': 'Andi Sullivan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [91.0, 33.0], 'player': {'id': 4949, 'name': 'Rosemary Kathleen Lavelle'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [104.0, 60.0], 'player': {'id': 4956, 'name': 'Mallory Eubanks'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [119.0, 39.0], 'player': {'id': 5025, 'name': 'Aubrey Renee Kingsbury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.0, 31.0], 'player': {'id': 4975, 'name': 'Gunnhildur Yrsa Jónsdóttir'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [113.0, 45.0], 'player': {'id': 5024, 'name': 'Amy Rodriguez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.0, 42.0], 'player': {'id': 5027, 'name': 'Erika Tymrak'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [88.0, 25.0], 'player': {'id': 4972, 'name': 'Katie Stengel'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [80.0, 48.0], 'player': {'id': 4987, 'name': 'Sydney Miramontez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",8c1ecebd-a25a-4b01-8651-c661dcc773e2,,Blocked,0.10079002,Normal,Open Play,,,,Utah Royals,767,00:17:36.532,Shot,
,,,,,,,,,1.196,,,,,,,,722faa2a-94e9-4cdb-97b7-488d63c45f93,710,,"[90.0, 40.0]",7496,18,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Katie Stengel,4972.0,Center Attacking Midfield,47,Utah Royals,767,['a510f779-fd23-44f7-9a19-fe2440e2e4d8'],45,Right Foot,"[118.0, 43.6, 0.7]","[{'location': [81.0, 45.0], 'player': {'id': 5023, 'name': 'Mallory Pugh'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [84.0, 38.0], 'player': {'id': 4949, 'name': 'Rosemary Kathleen Lavelle'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [89.0, 36.0], 'player': {'id': 4940, 'name': 'Andi Sullivan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [92.0, 44.0], 'player': {'id': 4950, 'name': 'Whitney Church'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.0, 22.0], 'player': {'id': 4941, 'name': 'Taylor Smith'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [102.0, 31.0], 'player': {'id': 4951, 'name': 'Rebecca Quinn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.0, 40.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [101.0, 49.0], 'player': {'id': 5029, 'name': 'Tori Huster'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.0, 59.0], 'player': {'id': 4956, 'name': 'Mallory Eubanks'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 5025, 'name': 'Aubrey Renee Kingsbury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [78.0, 26.0], 'player': {'id': 6817, 'name': 'Christen Annemarie Press'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [78.0, 35.0], 'player': {'id': 4976, 'name': 'Lo’eau LaBonta'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [98.0, 36.0], 'player': {'id': 5024, 'name': 'Amy Rodriguez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.0, 18.0], 'player': {'id': 5027, 'name': 'Erika Tymrak'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [85.0, 50.0], 'player': {'id': 4987, 'name': 'Sydney Miramontez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",96d2007e-8090-4798-97bb-47f35954db5b,,Saved,0.025000699,Normal,Open Play,,,,Utah Royals,767,00:18:45.210,Shot,
,,,,,,,,,0.617,,,,,,,,592f8196-7f59-40ec-8358-566bc8ec9653,757,,"[107.0, 54.0]",7496,20,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Christen Annemarie Press,6817.0,Right Wing,52,Utah Royals,767,['2f587b21-5fbc-4330-bf61-9ce36344c29d'],23,Right Foot,"[118.0, 42.0, 1.6]","[{'location': [80.0, 63.0], 'player': {'id': 4956, 'name': 'Mallory Eubanks'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [90.0, 49.0], 'player': {'id': 4940, 'name': 'Andi Sullivan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [96.0, 47.0], 'player': {'id': 4950, 'name': 'Whitney Church'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [89.0, 22.0], 'player': {'id': 4941, 'name': 'Taylor Smith'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [108.0, 36.0], 'player': {'id': 4951, 'name': 'Rebecca Quinn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.0, 49.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [105.0, 52.0], 'player': {'id': 5029, 'name': 'Tori Huster'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.0, 42.0], 'player': {'id': 5025, 'name': 'Aubrey Renee Kingsbury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.0, 35.0], 'player': {'id': 4972, 'name': 'Katie Stengel'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [105.0, 30.0], 'player': {'id': 5027, 'name': 'Erika Tymrak'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.0, 49.0], 'player': {'id': 5024, 'name': 'Amy Rodriguez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",7d529489-b36d-4a6e-ba93-34836e8e4378,,Saved,0.07883203,Normal,Open Play,,,,Utah Royals,767,00:20:23.279,Shot,
,,,,,,,,,1.156,,,,,,,,ccc2789b-43bb-41b1-98ab-dbf0640e1f9b,760,,"[113.0, 35.0]",7496,20,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Erika Tymrak,5027.0,Left Wing,52,Utah Royals,767,['756cca32-1f1f-40ef-a6d6-f33f24e9972c'],25,Head,"[119.0, 45.6, 0.2]","[{'location': [87.0, 60.0], 'player': {'id': 4956, 'name': 'Mallory Eubanks'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [99.0, 26.0], 'player': {'id': 4941, 'name': 'Taylor Smith'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [95.0, 47.0], 'player': {'id': 4940, 'name': 'Andi Sullivan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.0, 49.0], 'player': {'id': 4950, 'name': 'Whitney Church'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [114.0, 35.0], 'player': {'id': 4951, 'name': 'Rebecca Quinn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.0, 42.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [114.0, 49.0], 'player': {'id': 5029, 'name': 'Tori Huster'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.0, 39.0], 'player': {'id': 5025, 'name': 'Aubrey Renee Kingsbury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.0, 34.0], 'player': {'id': 4972, 'name': 'Katie Stengel'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [105.0, 44.0], 'player': {'id': 5024, 'name': 'Amy Rodriguez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [113.0, 54.0], 'player': {'id': 6817, 'name': 'Christen Annemarie Press'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,,Off T,0.12812018,Normal,Open Play,,,,Utah Royals,767,00:20:25.789,Shot,
,,,,,,,,,1.025,,,,,,,,371b31c8-e6b5-4ba9-8efa-b18bc92b719b,1019,,"[90.0, 26.0]",7496,28,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mallory Eubanks,4956.0,Left Wing Back,71,Washington Spirit,759,['7cc30a29-5ec3-4a68-89ce-4172ee0792e7'],21,Right Foot,"[120.0, 39.7, 4.2]","[{'location': [96.0, 33.0], 'player': {'id': 4975, 'name': 'Gunnhildur Yrsa Jónsdóttir'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [96.0, 59.0], 'player': {'id': 4971, 'name': 'Rebecca Moros'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.0, 41.0], 'player': {'id': 5101, 'name': 'Samantha Johnson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 4969, 'name': 'Nicole Barnhart'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [91.0, 39.0], 'player': {'id': 4949, 'name': 'Rosemary Kathleen Lavelle'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [99.0, 35.0], 'player': {'id': 4964, 'name': 'Ashley Hatch'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [100.0, 22.0], 'player': {'id': 4976, 'name': 'Lo’eau LaBonta'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.0, 32.0], 'player': {'id': 4984, 'name': 'Rachel Corsie'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [92.0, 25.0], 'player': {'id': 4987, 'name': 'Sydney Miramontez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [82.0, 25.0], 'player': {'id': 4940, 'name': 'Andi Sullivan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [101.0, 20.0], 'player': {'id': 5032, 'name': 'Cali Farquharson'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",ac8c477c-23f7-4761-aa05-6986eef6f191,,Off T,0.011031363,Normal,Open Play,,,,Washington Spirit,759,00:28:21.844,Shot,
