50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,0.28,,,,,,,,,,,,,,,a79b08cb-85e3-4749-94ae-56677bec9d51,1597,,"[91.0, 43.0]",7519,47,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Samantha June Mewis,5087.0,Right Defensive Midfield,119,North Carolina Courage,766,"['6b9d06a4-4477-4072-9dde-c27c59e45f2f', 'ea15fc15-ac5a-4a7b-b4ea-3cdbb9637a3c']",33,Right Foot,"[97.0, 42.0]",,"[{'location': [117.0, 39.0], 'player': {'id': 5005, 'name': 'Britt Eckerstrom'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 54.0], 'player': {'id': 5011, 'name': 'Meghan Klingenberg'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [100.0, 56.0], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [98.0, 51.0], 'player': {'id': 5013, 'name': 'Tobin Powell Heath'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [101.0, 50.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [89.0, 50.0], 'player': {'id': 5091, 'name': 'McCall Zerboni'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [84.0, 52.0], 'player': {'id': 5094, 'name': 'Ifeoma Onumonu'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [76.0, 58.0], 'player': {'id': 5083, 'name': 'Merritt Mathias'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [97.0, 47.0], 'player': {'id': 4999, 'name': 'Lindsey Michelle Horan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.0, 49.0], 'player': {'id': 5015, 'name': 'Kelli Hubly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 51.0], 'player': {'id': 5055, 'name': 'Lynn Raenie Williams'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [97.0, 42.0], 'player': {'id': 5020, 'name': 'Christine Margaret Sinclair'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.0, 35.0], 'player': {'id': 5095, 'name': 'Ellie Madison Carpenter'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [105.0, 44.0], 'player': {'id': 5012, 'name': 'Katherine Reynolds'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 38.0], 'player': {'id': 5092, 'name': 'Emily Menges'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [104.0, 41.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",8fd8148e-1a85-40ea-87c6-24460b484659,,,Blocked,,0.02435527,Normal,Open Play,,,,North Carolina Courage,766,00:02:33.230,Shot,
,,,,,,,,,,,0.293,,,,,,,,,,,,,,,09bb8fa0-67fc-4363-a78f-002f98bf494c,1684,,"[97.0, 32.0]",7519,49,,,,,,,,,,,,,,,,,,,,,2,From Counter,Lynn Raenie Williams,5055.0,Left Center Forward,124,North Carolina Courage,766,"['cca00c92-b267-4e4d-8669-b21ffb653832', 'e2c3cfe0-b90d-4811-8b3c-6cd3a76d9b8a']",17,Left Foot,"[104.0, 34.0]",,"[{'location': [106.0, 37.0], 'player': {'id': 5005, 'name': 'Britt Eckerstrom'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.0, 34.0], 'player': {'id': 5012, 'name': 'Katherine Reynolds'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.0, 38.0], 'player': {'id': 5092, 'name': 'Emily Menges'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [101.0, 41.0], 'player': {'id': 5015, 'name': 'Kelli Hubly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.0, 51.0], 'player': {'id': 5011, 'name': 'Meghan Klingenberg'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [86.0, 42.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [90.0, 23.0], 'player': {'id': 5095, 'name': 'Ellie Madison Carpenter'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [98.0, 58.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",0849d64a-2b94-4fc0-8e14-9c84328495d6,,,Blocked,,0.08573585,Normal,Open Play,,,,North Carolina Courage,766,00:04:17.710,Shot,
,,,,,,,,,,,0.64,,,,,,,,,,,,,,,a40951d2-fd85-48c6-8f64-c0e81ee8e599,1845,,"[102.0, 36.0]",7519,54,,,,,,,,,,,,,,,,,,,,,2,From Counter,Ifeoma Onumonu,5094.0,Right Attacking Midfield,138,Portland Thorns,765,"['47f0c0f1-9fa5-432c-99ff-ad166c6e9e8a', '8525272d-cec9-4da3-9ea3-65d3350c4dbe']",56,Right Foot,"[118.0, 38.1, 1.6]",,"[{'location': [103.0, 33.0], 'player': {'id': 5081, 'name': 'Abby Dahlkemper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.0, 41.0], 'player': {'id': 5048, 'name': 'Katelyn Rowland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.0, 40.0], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.0, 30.0], 'player': {'id': 5083, 'name': 'Merritt Mathias'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.0, 35.0], 'player': {'id': 5013, 'name': 'Tobin Powell Heath'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [101.0, 56.0], 'player': {'id': 5009, 'name': 'Margaret Purce'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",6c79bd63-80ee-4a31-b045-ece9507da59d,,,Saved,,0.20351367,Normal,Open Play,,,,Portland Thorns,765,00:09:56.630,Shot,True
,,,,,,,,,,,0.65,,,,,,,,,,,,,,,7971006f-4d1f-42f4-b863-4adcf340e757,1914,,"[115.0, 34.0]",7519,57,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Débora Cristiane de Oliveira,5044.0,Left Wing,144,North Carolina Courage,766,['2baf47e6-2712-4cfc-8203-b6ddb68b4905'],6,Head,"[119.0, 36.4, 1.6]",,"[{'location': [119.0, 38.0], 'player': {'id': 5005, 'name': 'Britt Eckerstrom'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [118.0, 33.0], 'player': {'id': 5018, 'name': 'Andressa Cavalari Machry'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [113.0, 41.0], 'player': {'id': 5055, 'name': 'Lynn Raenie Williams'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [104.0, 55.0], 'player': {'id': 5092, 'name': 'Emily Menges'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [112.0, 50.0], 'player': {'id': 5011, 'name': 'Meghan Klingenberg'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [118.0, 42.0], 'player': {'id': 5015, 'name': 'Kelli Hubly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 47.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",2620b717-eecc-4b49-8c22-9ced9c4d330a,,,Goal,,0.1595889,Normal,Open Play,,,,North Carolina Courage,766,00:12:06.390,Shot,
,,,,,,,,,,,0.893,,,,,,,,,,,,,,,812f8975-0330-4570-b080-49271c46cd8c,2020,,"[113.0, 37.0]",7519,61,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lynn Raenie Williams,5055.0,Left Center Forward,154,North Carolina Courage,766,['f46f18d5-be9c-4eb5-91b8-796d7fa27df9'],44,Left Foot,"[120.0, 43.8, 2.1]",,"[{'location': [118.0, 40.0], 'player': {'id': 5005, 'name': 'Britt Eckerstrom'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.0, 51.0], 'player': {'id': 5009, 'name': 'Margaret Purce'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [103.0, 46.0], 'player': {'id': 5013, 'name': 'Tobin Powell Heath'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [113.0, 46.0], 'player': {'id': 5015, 'name': 'Kelli Hubly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.0, 49.0], 'player': {'id': 5012, 'name': 'Katherine Reynolds'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.0, 44.0], 'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [112.0, 41.0], 'player': {'id': 5020, 'name': 'Christine Margaret Sinclair'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [110.0, 52.0], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [117.0, 57.0], 'player': {'id': 5011, 'name': 'Meghan Klingenberg'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [110.0, 39.0], 'player': {'id': 5092, 'name': 'Emily Menges'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [107.0, 34.0], 'player': {'id': 5095, 'name': 'Ellie Madison Carpenter'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [103.0, 40.0], 'player': {'id': 5018, 'name': 'Andressa Cavalari Machry'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [112.0, 43.0], 'player': {'id': 4999, 'name': 'Lindsey Michelle Horan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [93.0, 56.0], 'player': {'id': 5083, 'name': 'Merritt Mathias'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [109.0, 35.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [100.0, 40.0], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",8d095eef-60da-4a43-8b68-88cca2a054f2,,,Goal,,0.32582507,Volley,Open Play,,,,North Carolina Courage,766,00:16:44.470,Shot,
,,,,,,,,,,,0.76,,,,,,,,,,,,,,,cf88c3de-2816-4fe2-b711-0c50303c6a43,2051,,"[110.0, 44.0]",7519,62,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lynn Raenie Williams,5055.0,Left Center Forward,155,North Carolina Courage,766,['26d9022d-2944-46ea-a624-07af2207edae'],57,Left Foot,"[118.0, 42.2, 0.9]",,"[{'location': [118.0, 40.0], 'player': {'id': 5005, 'name': 'Britt Eckerstrom'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.0, 47.0], 'player': {'id': 4999, 'name': 'Lindsey Michelle Horan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [95.0, 40.0], 'player': {'id': 5018, 'name': 'Andressa Cavalari Machry'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [99.0, 56.0], 'player': {'id': 5092, 'name': 'Emily Menges'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [103.0, 57.0], 'player': {'id': 5012, 'name': 'Katherine Reynolds'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.0, 62.0], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.0, 42.0], 'player': {'id': 5015, 'name': 'Kelli Hubly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.0, 31.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",bd825fbf-397c-4d0c-aaa6-238fb1d366b1,True,,Saved,,0.20190458,Normal,Open Play,,,,North Carolina Courage,766,00:17:57.470,Shot,
,,,,,,,,,,,0.56,,,,,,,,,,,,,,,7768e1b6-73c6-45bc-bc6d-35bca3a5d7f4,2055,,"[109.0, 31.0]",7519,63,,,,,,,,,,,,,,,,,,,,,2,From Corner,Jessica McDonald,5034.0,Right Center Forward,156,North Carolina Courage,766,['68c7cfe2-f351-41af-8dce-d716d869633b'],37,Head,"[112.0, 34.0]",,"[{'location': [118.0, 40.0], 'player': {'id': 5005, 'name': 'Britt Eckerstrom'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.0, 45.0], 'player': {'id': 5013, 'name': 'Tobin Powell Heath'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [116.0, 43.0], 'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [113.0, 42.0], 'player': {'id': 5055, 'name': 'Lynn Raenie Williams'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [112.0, 39.0], 'player': {'id': 5095, 'name': 'Ellie Madison Carpenter'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [113.0, 44.0], 'player': {'id': 4999, 'name': 'Lindsey Michelle Horan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [115.0, 41.0], 'player': {'id': 5015, 'name': 'Kelli Hubly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.0, 31.0], 'player': {'id': 5018, 'name': 'Andressa Cavalari Machry'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [113.0, 32.0], 'player': {'id': 5012, 'name': 'Katherine Reynolds'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 32.0], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [115.0, 33.0], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [108.0, 30.0], 'player': {'id': 5020, 'name': 'Christine Margaret Sinclair'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [115.0, 46.0], 'player': {'id': 5011, 'name': 'Meghan Klingenberg'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [111.0, 29.0], 'player': {'id': 5009, 'name': 'Margaret Purce'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [111.0, 34.0], 'player': {'id': 5092, 'name': 'Emily Menges'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [115.0, 37.0], 'player': {'id': 5091, 'name': 'McCall Zerboni'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [102.0, 42.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",f8b32502-b3cd-49e9-a753-abbe3ac01a7d,,,Wayward,,0.062045388,Normal,Open Play,,,,North Carolina Courage,766,00:18:37.510,Shot,
,,,,,,,,,,,0.58,,,,,,,,,,,,,,,bc9caecd-ed72-4d01-a640-1014f9874ccb,2058,,"[115.0, 38.0]",7519,63,,,,,,,,,,,,,,,,,,,,,2,From Corner,McCall Zerboni,5091.0,Left Defensive Midfield,156,North Carolina Courage,766,"['089da4e2-6bba-4e67-b200-11697d0c95d3', '0fe08458-59e5-4acd-a954-87e028f9dedd']",38,Head,"[118.0, 40.0]",,"[{'location': [118.0, 38.0], 'player': {'id': 5005, 'name': 'Britt Eckerstrom'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.0, 40.0], 'player': {'id': 5095, 'name': 'Ellie Madison Carpenter'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [112.0, 42.0], 'player': {'id': 5055, 'name': 'Lynn Raenie Williams'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [115.0, 42.0], 'player': {'id': 4999, 'name': 'Lindsey Michelle Horan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.0, 41.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [105.0, 32.0], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.0, 31.0], 'player': {'id': 5018, 'name': 'Andressa Cavalari Machry'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [118.0, 41.0], 'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [116.0, 41.0], 'player': {'id': 5015, 'name': 'Kelli Hubly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.0, 43.0], 'player': {'id': 5011, 'name': 'Meghan Klingenberg'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [116.0, 32.0], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [106.0, 39.0], 'player': {'id': 5013, 'name': 'Tobin Powell Heath'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [111.0, 35.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [116.0, 35.0], 'player': {'id': 5009, 'name': 'Margaret Purce'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [112.0, 31.0], 'player': {'id': 5012, 'name': 'Katherine Reynolds'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.0, 34.0], 'player': {'id': 5020, 'name': 'Christine Margaret Sinclair'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [114.0, 35.0], 'player': {'id': 5092, 'name': 'Emily Menges'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}]",,,,Blocked,,0.34392977,Normal,Open Play,,,,North Carolina Courage,766,00:18:38.150,Shot,
,,,,,,,,,,,0.693,,,,,,,,,,,,,,,51ce4e38-5b15-4603-8c77-e1b61010fcb1,2061,,"[117.0, 41.0]",7519,63,,,,,,,,,,,,,,,,,,,,,2,From Corner,Samantha June Mewis,5087.0,Right Defensive Midfield,156,North Carolina Courage,766,['aee9fd80-0a16-4ade-a1ca-457e5273aefb'],38,Head,"[119.0, 44.0, 1.5]",,"[{'location': [118.0, 38.0], 'player': {'id': 5005, 'name': 'Britt Eckerstrom'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.0, 40.0], 'player': {'id': 4999, 'name': 'Lindsey Michelle Horan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [116.0, 39.0], 'player': {'id': 5015, 'name': 'Kelli Hubly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.0, 43.0], 'player': {'id': 5011, 'name': 'Meghan Klingenberg'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [112.0, 42.0], 'player': {'id': 5055, 'name': 'Lynn Raenie Williams'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [111.0, 40.0], 'player': {'id': 5095, 'name': 'Ellie Madison Carpenter'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [104.0, 40.0], 'player': {'id': 5013, 'name': 'Tobin Powell Heath'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [102.0, 40.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [116.0, 37.0], 'player': {'id': 5009, 'name': 'Margaret Purce'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [117.0, 35.0], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [115.0, 32.0], 'player': {'id': 5012, 'name': 'Katherine Reynolds'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.0, 35.0], 'player': {'id': 5020, 'name': 'Christine Margaret Sinclair'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.0, 35.0], 'player': {'id': 5092, 'name': 'Emily Menges'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [113.0, 38.0], 'player': {'id': 5091, 'name': 'McCall Zerboni'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [112.0, 33.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",,True,True,Goal,True,0.76791596,Normal,Open Play,,,,North Carolina Courage,766,00:18:38.870,Shot,
,,,,,,,,,,,0.88,,,,,,,,,,,,,,,a15ad86c-b0c7-447f-9611-b4d14150a93d,2179,,"[101.0, 40.0]",7519,67,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Christine Margaret Sinclair,5020.0,Left Center Midfield,164,Portland Thorns,765,['99d55a0b-8db0-414f-a4e9-512abbaa0699'],31,Left Foot,"[120.0, 40.1, 4.9]",True,"[{'location': [105.0, 51.0], 'player': {'id': 5095, 'name': 'Ellie Madison Carpenter'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.0, 42.0], 'player': {'id': 5009, 'name': 'Margaret Purce'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [105.0, 33.0], 'player': {'id': 5013, 'name': 'Tobin Powell Heath'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [117.0, 42.0], 'player': {'id': 5048, 'name': 'Katelyn Rowland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.0, 38.0], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [95.0, 47.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [105.0, 55.0], 'player': {'id': 5047, 'name': 'Jaelene McKenzie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.0, 38.0], 'player': {'id': 5083, 'name': 'Merritt Mathias'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.0, 43.0], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.0, 39.0], 'player': {'id': 5081, 'name': 'Abby Dahlkemper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 32.0], 'player': {'id': 5091, 'name': 'McCall Zerboni'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.0, 44.0], 'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.0, 59.0], 'player': {'id': 4999, 'name': 'Lindsey Michelle Horan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",,,,Off T,,0.060749177,Volley,Open Play,,,,Portland Thorns,765,00:22:31.030,Shot,
