50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.927674,,,,,,,,,,,,1aac1698-d11f-40f9-972a-bfa007bd2a94,494,,"[99.4, 26.9]",3901223,12,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Lucas Ariel Ocampos,4345.0,Left Wing,29,Marseille,147,['a8645856-bcd5-4af2-87d7-0ac14d3b3113'],3,,Right Foot,,"[120.0, 34.1, 0.2]",,"[{'location': [88.7, 32.4], 'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [96.6, 31.1], 'player': {'id': 3955, 'name': 'Tiemoué Bakayoko'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [98.7, 24.1], 'player': {'id': 3406, 'name': 'Jérémy Toulalan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.6, 12.3], 'player': {'id': 3261, 'name': 'Benjamin Mendy'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [116.6, 37.7], 'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.2, 27.0], 'player': {'id': 8277, 'name': 'Wallace Fortuna dos Santos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.5, 23.9], 'player': {'id': 3247, 'name': 'Fábio Henrique Tavares'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.2, 31.4], 'player': {'id': 10805, 'name': 'Ricardo Alberto Silveira de Carvalho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.9, 40.1], 'player': {'id': 3374, 'name': 'Andrea Raggi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.6, 43.3], 'player': {'id': 3420, 'name': 'Rémy Cabella'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [106.4, 27.4], 'player': {'id': 4351, 'name': 'Bouna Sarr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [99.9, 37.5], 'player': {'id': 3457, 'name': 'Michy Batshuayi Tunga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",e4c6cfee-9724-4e10-b243-0b46d5ff4033,Off T,0.035096943,Normal,Open Play,,,,Marseille,147,00:12:03.312,Shot,
,,,,,,,,,,,,,,,,,,,1.007034,,,,,,,,,,,,e3134dd0-dfdf-4727-8b29-3fa6379b6606,527,,"[114.0, 52.0]",3901223,13,,,True,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jérémy Toulalan,3406.0,Right Defensive Midfield,31,AS Monaco,129,"['364c5266-5ebc-4091-b905-c4b41bf70ff8', '53002254-ced6-45dc-9d9a-0bd648bae64d']",9,,Left Foot,,"[115.1, 0.1]",True,"[{'location': [118.5, 43.7], 'player': {'id': 3543, 'name': 'Steve Mandanda'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.6, 51.5], 'player': {'id': 25199, 'name': 'Lucas Silva Borges'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [115.2, 52.4], 'player': {'id': 8572, 'name': 'Karim Rekik'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.8, 45.2], 'player': {'id': 7472, 'name': ""Nicolas Alexis Julio N'Koulou Ndoubena""}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.1, 35.2], 'player': {'id': 3075, 'name': 'Javier Manquillo Gaitán'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.0, 36.4], 'player': {'id': 9931, 'name': 'Hélder Wander Sousa Azevedo Costa'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.4, 46.6], 'player': {'id': 3553, 'name': 'Lacina Traoré'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,Wayward,0.06085366,Half Volley,Open Play,,,,AS Monaco,129,00:13:09.565,Shot,True
,,,,,,,,,,,,,,,,,,,0.441405,,,,,,,,,,,,f098bc74-9db6-4b13-8cbf-17bf1a77fad4,900,,"[105.1, 56.1]",3901223,21,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Nabil Dirar,5727.0,Right Wing,51,AS Monaco,129,['9cf471aa-edb8-4d36-8e7f-d571e75ba654'],53,,Right Foot,,"[113.6, 41.0]",,"[{'location': [117.9, 44.2], 'player': {'id': 3543, 'name': 'Steve Mandanda'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.5, 50.8], 'player': {'id': 8572, 'name': 'Karim Rekik'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.2, 45.5], 'player': {'id': 25199, 'name': 'Lucas Silva Borges'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.2, 37.4], 'player': {'id': 10036, 'name': 'Jacques-Alaixys Romao'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.3, 40.2], 'player': {'id': 7472, 'name': ""Nicolas Alexis Julio N'Koulou Ndoubena""}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.5, 29.6], 'player': {'id': 3075, 'name': 'Javier Manquillo Gaitán'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.0, 38.8], 'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [93.6, 37.4], 'player': {'id': 3955, 'name': 'Tiemoué Bakayoko'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [100.7, 18.4], 'player': {'id': 9931, 'name': 'Hélder Wander Sousa Azevedo Costa'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [109.4, 39.0], 'player': {'id': 3553, 'name': 'Lacina Traoré'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",44b43ecf-6f60-4bc2-aca2-9e179aebf3b2,Wayward,0.047930047,Normal,Open Play,,,,AS Monaco,129,00:21:53.521,Shot,
,,,,,,,,,,,,,,,,,,,1.35272,,,,,,,,,,,,ad43a7ce-a816-4eb4-98d4-3001f6f23acd,966,,"[110.6, 27.9]",3901223,23,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lacina Traoré,3553.0,Center Forward,58,AS Monaco,129,['632ee7af-6407-4b29-8c79-4b5f41d54812'],17,,Left Foot,,"[120.0, 50.2, 0.2]",,"[{'location': [110.1, 34.3], 'player': {'id': 5727, 'name': 'Nabil Dirar'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.6, 19.6], 'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [101.9, 6.1], 'player': {'id': 3374, 'name': 'Andrea Raggi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [110.8, 13.9], 'player': {'id': 9931, 'name': 'Hélder Wander Sousa Azevedo Costa'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [118.2, 37.0], 'player': {'id': 3543, 'name': 'Steve Mandanda'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.7, 26.8], 'player': {'id': 25199, 'name': 'Lucas Silva Borges'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.0, 34.7], 'player': {'id': 3261, 'name': 'Benjamin Mendy'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.2, 28.6], 'player': {'id': 8572, 'name': 'Karim Rekik'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.3, 10.8], 'player': {'id': 4351, 'name': 'Bouna Sarr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [111.3, 18.5], 'player': {'id': 3075, 'name': 'Javier Manquillo Gaitán'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.5, 25.2], 'player': {'id': 10036, 'name': 'Jacques-Alaixys Romao'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.2, 25.4], 'player': {'id': 7472, 'name': ""Nicolas Alexis Julio N'Koulou Ndoubena""}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",8fc3aa80-9e5e-4e07-aa96-b1234627b2a7,Off T,0.032036766,Half Volley,Open Play,,,,AS Monaco,129,00:23:17.669,Shot,
,,,,,,,,,,,,,,,,,,,0.959212,,,,,,,,,,,,f8859705-3303-401c-918e-c603b32133cc,987,,"[97.1, 23.3]",3901223,23,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andrea Raggi,3374.0,Left Back,60,AS Monaco,129,"['a60dc253-e86c-43dc-9acd-dbcfc9060683', 'd3338319-c622-47fd-9fff-60a849d97be0']",56,,Right Foot,,"[117.6, 36.1, 0.2]",,"[{'location': [97.9, 41.6], 'player': {'id': 25199, 'name': 'Lucas Silva Borges'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.2, 50.6], 'player': {'id': 8572, 'name': 'Karim Rekik'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.6, 44.7], 'player': {'id': 7472, 'name': ""Nicolas Alexis Julio N'Koulou Ndoubena""}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.2, 27.4], 'player': {'id': 4351, 'name': 'Bouna Sarr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.9, 35.6], 'player': {'id': 3075, 'name': 'Javier Manquillo Gaitán'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.8, 37.1], 'player': {'id': 3543, 'name': 'Steve Mandanda'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.7, 47.1], 'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [90.9, 35.7], 'player': {'id': 3955, 'name': 'Tiemoué Bakayoko'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [103.5, 58.0], 'player': {'id': 5727, 'name': 'Nabil Dirar'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.0, 56.9], 'player': {'id': 3261, 'name': 'Benjamin Mendy'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.0, 49.1], 'player': {'id': 3553, 'name': 'Lacina Traoré'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.0, 43.3], 'player': {'id': 9931, 'name': 'Hélder Wander Sousa Azevedo Costa'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",b6db42e7-32de-49cd-bb9b-d12ed640aaea,Saved,0.028707411,Half Volley,Open Play,,,,AS Monaco,129,00:23:56.454,Shot,True
,,,,,,,,,,,,,,,,,,,0.887395,,,,,,,,,,,,13a80aef-07cc-4e42-b0cf-5bd4fb8c8a71,1001,,"[105.4, 43.8]",3901223,24,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Wallace Fortuna dos Santos,8277.0,Right Center Back,63,AS Monaco,129,"['03772576-8cc4-44dd-87ae-e3f1045b86e8', 'ab753011-d651-4990-9336-7e3ac488cb92']",59,True,Head,,"[118.1, 42.7, 1.1]",,"[{'location': [85.7, 24.5], 'player': {'id': 3457, 'name': 'Michy Batshuayi Tunga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [93.7, 44.0], 'player': {'id': 4345, 'name': 'Lucas Ariel Ocampos'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [89.7, 30.1], 'player': {'id': 4351, 'name': 'Bouna Sarr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [95.2, 35.6], 'player': {'id': 3420, 'name': 'Rémy Cabella'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [100.9, 43.1], 'player': {'id': 25199, 'name': 'Lucas Silva Borges'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.9, 37.5], 'player': {'id': 3075, 'name': 'Javier Manquillo Gaitán'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.6, 51.8], 'player': {'id': 8572, 'name': 'Karim Rekik'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.5, 52.9], 'player': {'id': 3261, 'name': 'Benjamin Mendy'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.5, 43.8], 'player': {'id': 7472, 'name': ""Nicolas Alexis Julio N'Koulou Ndoubena""}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.1, 38.2], 'player': {'id': 10036, 'name': 'Jacques-Alaixys Romao'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.3, 41.7], 'player': {'id': 3543, 'name': 'Steve Mandanda'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.1, 43.6], 'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [106.6, 53.4], 'player': {'id': 9931, 'name': 'Hélder Wander Sousa Azevedo Costa'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [88.4, 33.8], 'player': {'id': 5727, 'name': 'Nabil Dirar'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [99.9, 42.8], 'player': {'id': 3374, 'name': 'Andrea Raggi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [103.4, 38.5], 'player': {'id': 3955, 'name': 'Tiemoué Bakayoko'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [111.9, 55.2], 'player': {'id': 3553, 'name': 'Lacina Traoré'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",f9710b9b-269f-4c70-a631-dfa0fb99382d,Saved,0.026442897,Normal,Open Play,,,,AS Monaco,129,00:24:59.421,Shot,True
,,,,,,,,,,,,,,,,,,,0.124965,,,,,,,,,,,,7af71bde-bd80-4f7f-95f8-6e3261444813,1459,,"[108.3, 50.7]",3901223,34,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Bernardo Mota Veiga de Carvalho e Silva,3193.0,Center Attacking Midfield,88,AS Monaco,129,"['993c2c94-b7cb-4ad9-b836-173c48bac434', 'f64eb36d-5f5e-422f-8128-694932200b98']",36,,Left Foot,,"[110.0, 49.6]",,"[{'location': [111.4, 42.3], 'player': {'id': 3553, 'name': 'Lacina Traoré'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.9, 33.6], 'player': {'id': 9931, 'name': 'Hélder Wander Sousa Azevedo Costa'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.6, 42.4], 'player': {'id': 25199, 'name': 'Lucas Silva Borges'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.3, 50.1], 'player': {'id': 8572, 'name': 'Karim Rekik'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.3, 46.3], 'player': {'id': 7472, 'name': ""Nicolas Alexis Julio N'Koulou Ndoubena""}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.5, 39.1], 'player': {'id': 3075, 'name': 'Javier Manquillo Gaitán'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.9, 43.3], 'player': {'id': 3543, 'name': 'Steve Mandanda'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.8, 42.1], 'player': {'id': 3247, 'name': 'Fábio Henrique Tavares'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",d23fbac4-4c66-4002-8682-afae85962d0a,Blocked,0.13129249,Normal,Open Play,,,,AS Monaco,129,00:34:36.170,Shot,
,,,,,,,,,,,,,,,,,,,1.402579,,,,,,,,,,,,6f2e6c07-e980-45f6-a89c-e0efd8b001b4,1557,,"[100.8, 29.1]",3901223,36,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Hélder Wander Sousa Azevedo Costa,9931.0,Left Wing,94,AS Monaco,129,['dd0111a3-b351-4adc-9faf-b873c678593e'],46,,Left Foot,,"[120.0, 30.8, 2.0]",True,"[{'location': [107.4, 42.7], 'player': {'id': 3261, 'name': 'Benjamin Mendy'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.2, 31.5], 'player': {'id': 25199, 'name': 'Lucas Silva Borges'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.9, 38.0], 'player': {'id': 8572, 'name': 'Karim Rekik'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.5, 32.9], 'player': {'id': 7472, 'name': ""Nicolas Alexis Julio N'Koulou Ndoubena""}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.5, 15.1], 'player': {'id': 4351, 'name': 'Bouna Sarr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.9, 27.9], 'player': {'id': 10036, 'name': 'Jacques-Alaixys Romao'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.4, 24.5], 'player': {'id': 3075, 'name': 'Javier Manquillo Gaitán'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.8, 39.1], 'player': {'id': 3543, 'name': 'Steve Mandanda'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.2, 42.1], 'player': {'id': 5727, 'name': 'Nabil Dirar'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.8, 34.6], 'player': {'id': 3553, 'name': 'Lacina Traoré'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.3, 24.7], 'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",,Off T,0.037233926,Volley,Open Play,,,,AS Monaco,129,00:36:46.939,Shot,
,,,,,,,,,,,,,,,,,,,2.124462,,,,,,,,,,,,21c5fc24-4d92-4052-b84f-e2e942a921c0,1754,,"[79.2, 34.8]",3901223,43,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Michy Batshuayi Tunga,3457.0,Center Forward,107,Marseille,147,['b84da4ac-123f-44ea-9317-d9a44d6eca4d'],9,,Right Foot,,"[120.0, 30.4, 0.2]",,"[{'location': [62.2, 75.7], 'player': {'id': 3075, 'name': 'Javier Manquillo Gaitán'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [86.7, 56.7], 'player': {'id': 4351, 'name': 'Bouna Sarr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [70.1, 18.7], 'player': {'id': 3420, 'name': 'Rémy Cabella'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [66.6, 50.3], 'player': {'id': 25199, 'name': 'Lucas Silva Borges'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [79.9, 31.3], 'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [82.9, 39.2], 'player': {'id': 3406, 'name': 'Jérémy Toulalan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [74.9, 33.8], 'player': {'id': 3955, 'name': 'Tiemoué Bakayoko'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [76.3, 62.5], 'player': {'id': 3374, 'name': 'Andrea Raggi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [85.9, 22.9], 'player': {'id': 3247, 'name': 'Fábio Henrique Tavares'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [86.1, 33.2], 'player': {'id': 8277, 'name': 'Wallace Fortuna dos Santos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [91.7, 43.9], 'player': {'id': 10805, 'name': 'Ricardo Alberto Silveira de Carvalho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.1, 40.2], 'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [83.6, 4.2], 'player': {'id': 4345, 'name': 'Lucas Ariel Ocampos'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",e671636c-43cc-42d5-b87f-b0217a65fcb2,Off T,0.0071034473,Normal,Open Play,,,,Marseille,147,00:43:09.371,Shot,
,,,,,,,,,,,,,,,,,,,1.200967,,,,,,,,,,,,eaf7c480-51cb-4ac5-a64c-28dc93d3e49e,1798,,"[91.7, 48.4]",3901223,44,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Fábio Henrique Tavares,3247.0,Right Back,109,AS Monaco,129,['d7b7ac0f-e86e-4452-adac-250f462031b8'],52,,Right Foot,,"[120.0, 34.2, 0.7]",,"[{'location': [103.1, 47.9], 'player': {'id': 10036, 'name': 'Jacques-Alaixys Romao'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.9, 47.1], 'player': {'id': 3457, 'name': 'Michy Batshuayi Tunga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [102.9, 46.2], 'player': {'id': 4345, 'name': 'Lucas Ariel Ocampos'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.7, 37.9], 'player': {'id': 3543, 'name': 'Steve Mandanda'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.9, 45.1], 'player': {'id': 25199, 'name': 'Lucas Silva Borges'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.8, 44.2], 'player': {'id': 3261, 'name': 'Benjamin Mendy'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.9, 43.5], 'player': {'id': 3075, 'name': 'Javier Manquillo Gaitán'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.2, 41.8], 'player': {'id': 3420, 'name': 'Rémy Cabella'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [103.6, 39.8], 'player': {'id': 8572, 'name': 'Karim Rekik'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.6, 36.3], 'player': {'id': 7472, 'name': ""Nicolas Alexis Julio N'Koulou Ndoubena""}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.4, 32.9], 'player': {'id': 4351, 'name': 'Bouna Sarr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [94.7, 38.4], 'player': {'id': 9931, 'name': 'Hélder Wander Sousa Azevedo Costa'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.6, 43.4], 'player': {'id': 10805, 'name': 'Ricardo Alberto Silveira de Carvalho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [104.9, 31.5], 'player': {'id': 3374, 'name': 'Andrea Raggi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [105.4, 38.0], 'player': {'id': 3406, 'name': 'Jérémy Toulalan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [104.4, 42.3], 'player': {'id': 5727, 'name': 'Nabil Dirar'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [90.0, 50.8], 'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [105.2, 41.0], 'player': {'id': 3553, 'name': 'Lacina Traoré'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,Off T,0.04549856,Normal,Free Kick,,,,AS Monaco,129,00:44:52.423,Shot,
