50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,61e6dc2b-3204-4c6c-80c8-a0e5babf25d6,1279,,"[118.0, 30.0]",7553,38,,,,,,,,,,,,,,,,,,1,Regular Play,Heung-Min Son,3083.0,Center Forward,76,South Korea,791,['3b1982eb-60af-49f5-a394-84d965ddddc8'],34,,Right Foot,,"[118.0, 36.6, 0.5]",,"[{'location': [107.0, 41.0], 'player': {'id': 5989, 'name': 'Seon-Min Moon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.0, 41.0], 'player': {'id': 5576, 'name': 'Jesús Daniel Gallardo Vasconcelos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.0, 33.0], 'player': {'id': 5564, 'name': 'Carlos Joel Salcedo Hernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.0, 31.0], 'player': {'id': 5573, 'name': 'Héctor Alfredo Moreno Herrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.0, 31.0], 'player': {'id': 5577, 'name': 'Francisco Guillermo Ochoa Magaña'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",d7e576e7-8b10-4ff4-ac65-c2434f79aa24,True,Saved,0.031374734,Normal,Open Play,,,,South Korea,791,00:38:34.460,Shot,
,,,,,,,,,,,,,,1.187,,,,,,,,,,,,,1cb9c75a-e331-4301-82a7-7ce838903bac,1436,,"[108.0, 26.0]",7553,42,,,,,,,,,,,,,,,,,,1,Regular Play,Hirving Rodrigo Lozano Bahena,5571.0,Left Wing,84,Mexico,794,"['722f2c98-cb20-4453-b00e-1d10e6f3bcaf', 'd285f4ac-15e0-4666-9d5d-74a2ca6b7423']",31,,Right Foot,,"[120.0, 41.9, 4.8]",,"[{'location': [110.0, 47.0], 'player': {'id': 5610, 'name': 'Min-Woo Kim'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.0, 26.0], 'player': {'id': 3605, 'name': 'Sung-Yeung Ki'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.0, 37.0], 'player': {'id': 5988, 'name': 'Se-Jong Ju'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.0, 42.0], 'player': {'id': 5604, 'name': 'Young-Gwon Kim'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 35.0], 'player': {'id': 5606, 'name': 'Hyun-Soo Jang'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.0, 39.0], 'player': {'id': 5619, 'name': 'Hyeon-Woo Jo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.0, 22.0], 'player': {'id': 5989, 'name': 'Seon-Min Moon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [112.0, 26.0], 'player': {'id': 5608, 'name': 'Yong Lee'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.0, 44.0], 'player': {'id': 3058, 'name': 'Javier Hernández Balcázar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.0, 43.0], 'player': {'id': 5556, 'name': 'Miguel Arturo Layún Prado'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [100.0, 22.0], 'player': {'id': 5575, 'name': 'Héctor Miguel Herrera López'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [90.0, 30.0], 'player': {'id': 5563, 'name': 'José Andrés Guardado Hernández'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",5ca195f5-6f8f-4d1e-a12a-f52329917f5a,,Off T,0.07445391,Normal,Open Play,,,,Mexico,794,00:42:31.833,Shot,True
,,,,,,,,,,,,,,0.213,,,,,,,,,,,,,345838e9-e93c-4ec7-856e-65266422a3cb,1505,,"[94.0, 48.0]",7553,44,,,,,,,,,,,,,,,,,,1,From Throw In,Seon-Min Moon,5989.0,Right Midfield,87,South Korea,791,"['42b5e525-7214-4909-918b-090bbbb4d798', '875b2627-c691-4c3a-b809-a70168ea6d6b']",18,,Left Foot,,"[98.0, 50.0]",,"[{'location': [87.0, 58.0], 'player': {'id': 5563, 'name': 'José Andrés Guardado Hernández'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [96.0, 47.0], 'player': {'id': 5573, 'name': 'Héctor Alfredo Moreno Herrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.0, 50.0], 'player': {'id': 5623, 'name': 'Jae-Sung Lee'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [96.0, 50.0], 'player': {'id': 5575, 'name': 'Héctor Miguel Herrera López'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [82.0, 44.0], 'player': {'id': 3605, 'name': 'Sung-Yeung Ki'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [118.0, 40.0], 'player': {'id': 5577, 'name': 'Francisco Guillermo Ochoa Magaña'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.0, 47.0], 'player': {'id': 5564, 'name': 'Carlos Joel Salcedo Hernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.0, 40.0], 'player': {'id': 5567, 'name': 'Edson Omar Álvarez Velázquez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [82.0, 30.0], 'player': {'id': 5560, 'name': 'Carlos Alberto Vela Garrido'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [87.0, 21.0], 'player': {'id': 5556, 'name': 'Miguel Arturo Layún Prado'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [93.0, 67.0], 'player': {'id': 5608, 'name': 'Yong Lee'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [91.0, 40.0], 'player': {'id': 3083, 'name': 'Heung-Min Son'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [103.0, 53.0], 'player': {'id': 5620, 'name': 'Hee-Chan Hwang'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [82.0, 34.0], 'player': {'id': 5988, 'name': 'Se-Jong Ju'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [103.0, 57.0], 'player': {'id': 5576, 'name': 'Jesús Daniel Gallardo Vasconcelos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",c963d733-eefc-4977-9039-3ed02d6a35a5,,Blocked,0.018994939,Normal,Open Play,,,,South Korea,791,00:44:18.500,Shot,
,,,,,,,,,,,,,,0.213,,,,,,,,,,,,,e458e3a0-dee7-4150-a237-4acc8ea49107,1513,,"[99.0, 32.0]",7553,44,,,,,,,,,,,,,,,,,,1,From Throw In,Heung-Min Son,3083.0,Left Center Forward,87,South Korea,791,"['a82debbd-bdde-40d4-9859-e14f82ee162d', 'ea014bb1-fc6e-4da6-93d4-e714acdb4478']",21,,Left Foot,,"[102.0, 32.0]",,"[{'location': [118.0, 38.0], 'player': {'id': 5577, 'name': 'Francisco Guillermo Ochoa Magaña'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.0, 43.0], 'player': {'id': 5989, 'name': 'Seon-Min Moon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [104.0, 39.0], 'player': {'id': 5623, 'name': 'Jae-Sung Lee'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [104.0, 50.0], 'player': {'id': 5620, 'name': 'Hee-Chan Hwang'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [100.0, 45.0], 'player': {'id': 5573, 'name': 'Héctor Alfredo Moreno Herrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [89.0, 66.0], 'player': {'id': 5608, 'name': 'Yong Lee'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [83.0, 19.0], 'player': {'id': 5610, 'name': 'Min-Woo Kim'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [87.0, 18.0], 'player': {'id': 5556, 'name': 'Miguel Arturo Layún Prado'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [85.0, 33.0], 'player': {'id': 5988, 'name': 'Se-Jong Ju'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [85.0, 43.0], 'player': {'id': 3605, 'name': 'Sung-Yeung Ki'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [88.0, 53.0], 'player': {'id': 5563, 'name': 'José Andrés Guardado Hernández'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [91.0, 33.0], 'player': {'id': 5560, 'name': 'Carlos Alberto Vela Garrido'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [102.0, 32.0], 'player': {'id': 5564, 'name': 'Carlos Joel Salcedo Hernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.0, 34.0], 'player': {'id': 5567, 'name': 'Edson Omar Álvarez Velázquez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.0, 47.0], 'player': {'id': 5576, 'name': 'Jesús Daniel Gallardo Vasconcelos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.0, 46.0], 'player': {'id': 5575, 'name': 'Héctor Miguel Herrera López'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}]",,,Blocked,0.0442519,Normal,Open Play,,,,South Korea,791,00:44:21.900,Shot,
,,,,,,,,,,,,,,1.52,,,,,,,,,,,,,233dc764-240d-433a-ab02-71240bc3ab40,1786,,"[100.0, 28.0]",7553,49,,,,,,,,,,,,,,,,,,2,From Throw In,Hirving Rodrigo Lozano Bahena,5571.0,Left Wing,104,Mexico,794,"['2e763be2-d841-45dc-aee2-95292e764619', '70a77603-b8fb-441a-94b6-e8e2fd0c9c0d']",58,,Right Foot,,"[120.0, 40.9, 4.7]",,"[{'location': [105.0, 49.0], 'player': {'id': 5610, 'name': 'Min-Woo Kim'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [82.0, 53.0], 'player': {'id': 5988, 'name': 'Se-Jong Ju'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [99.0, 48.0], 'player': {'id': 5604, 'name': 'Young-Gwon Kim'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.0, 35.0], 'player': {'id': 3605, 'name': 'Sung-Yeung Ki'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.0, 34.0], 'player': {'id': 5606, 'name': 'Hyun-Soo Jang'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.0, 29.0], 'player': {'id': 5608, 'name': 'Yong Lee'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.0, 38.0], 'player': {'id': 5619, 'name': 'Hyeon-Woo Jo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.0, 54.0], 'player': {'id': 5556, 'name': 'Miguel Arturo Layún Prado'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.0, 51.0], 'player': {'id': 3058, 'name': 'Javier Hernández Balcázar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [94.0, 30.0], 'player': {'id': 5560, 'name': 'Carlos Alberto Vela Garrido'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",1e14081b-0520-4703-b1fe-33067742f277,,Off T,0.026885381,Normal,Open Play,,,,Mexico,794,00:04:58.040,Shot,True
,,,,,,,,,,,,,,1.905,,,,,,,,,,,,,9e3b3525-490d-4b8f-9979-af26dff9aa5a,1834,,"[90.0, 46.0]",7553,51,,,,,,,,,,,,,,,,,,2,From Throw In,Javier Hernández Balcázar,3058.0,Center Forward,106,Mexico,794,['c1503dc6-889e-4555-8549-79f28ecb5c97'],2,,Right Foot,,"[120.0, 38.3, 4.7]",,"[{'location': [113.0, 43.0], 'player': {'id': 5619, 'name': 'Hyeon-Woo Jo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.0, 35.0], 'player': {'id': 5608, 'name': 'Yong Lee'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.0, 42.0], 'player': {'id': 5606, 'name': 'Hyun-Soo Jang'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.0, 47.0], 'player': {'id': 5604, 'name': 'Young-Gwon Kim'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [82.0, 37.0], 'player': {'id': 3605, 'name': 'Sung-Yeung Ki'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [84.0, 46.0], 'player': {'id': 5610, 'name': 'Min-Woo Kim'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.0, 56.0], 'player': {'id': 5988, 'name': 'Se-Jong Ju'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.0, 36.0], 'player': {'id': 5571, 'name': 'Hirving Rodrigo Lozano Bahena'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [99.0, 61.0], 'player': {'id': 5556, 'name': 'Miguel Arturo Layún Prado'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [70.0, 56.0], 'player': {'id': 5575, 'name': 'Héctor Miguel Herrera López'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",,,Off T,0.037323274,Normal,Open Play,,,,Mexico,794,00:06:02.895,Shot,
,,,,,,,,,,,,,,0.373,,,,,,,,,,,,,b3e54a98-4aea-4fd7-90c9-66e57ac86848,1857,,"[110.0, 47.0]",7553,51,,,,,,,,,,,,,,,,,,2,Regular Play,Seon-Min Moon,5989.0,Right Wing,107,South Korea,791,"['840dcb91-6a8f-42e6-aaae-72fc5c726aaf', 'c83462da-0d52-4977-8574-819ca10a07a9']",47,,Right Foot,,"[111.0, 49.0]",,"[{'location': [120.0, 44.0], 'player': {'id': 5577, 'name': 'Francisco Guillermo Ochoa Magaña'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.0, 46.0], 'player': {'id': 5564, 'name': 'Carlos Joel Salcedo Hernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 57.0], 'player': {'id': 5623, 'name': 'Jae-Sung Lee'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [106.0, 62.0], 'player': {'id': 5620, 'name': 'Hee-Chan Hwang'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [91.0, 23.0], 'player': {'id': 5610, 'name': 'Min-Woo Kim'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [111.0, 52.0], 'player': {'id': 5573, 'name': 'Héctor Alfredo Moreno Herrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.0, 58.0], 'player': {'id': 5576, 'name': 'Jesús Daniel Gallardo Vasconcelos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.0, 51.0], 'player': {'id': 5575, 'name': 'Héctor Miguel Herrera López'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.0, 57.0], 'player': {'id': 5563, 'name': 'José Andrés Guardado Hernández'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.0, 30.0], 'player': {'id': 5556, 'name': 'Miguel Arturo Layún Prado'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [101.0, 41.0], 'player': {'id': 3083, 'name': 'Heung-Min Son'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.0, 44.0], 'player': {'id': 5567, 'name': 'Edson Omar Álvarez Velázquez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",2a032206-bb5e-4a49-a443-4e221521ecf2,,Blocked,0.1644079,Normal,Open Play,,,,South Korea,791,00:06:47.800,Shot,
,,,,,,,,,,,,,,1.413,,,,,,,,,,,,,e31be57b-12ef-483b-a297-09569c3308ea,1865,,"[105.0, 68.0]",7553,52,,,,,,,,,,,,,,,,,,2,From Corner,Jae-Sung Lee,5623.0,Center Attacking Midfield,108,South Korea,791,['391bf2da-1179-4e9e-ae6e-e16a4958899e'],39,,Left Foot,,"[119.0, 43.8, 0.5]",True,"[{'location': [107.0, 64.0], 'player': {'id': 3058, 'name': 'Javier Hernández Balcázar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [104.0, 42.0], 'player': {'id': 5575, 'name': 'Héctor Miguel Herrera López'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [120.0, 44.0], 'player': {'id': 5577, 'name': 'Francisco Guillermo Ochoa Magaña'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [88.0, 39.0], 'player': {'id': 5989, 'name': 'Seon-Min Moon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [110.0, 41.0], 'player': {'id': 5620, 'name': 'Hee-Chan Hwang'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [112.0, 41.0], 'player': {'id': 5576, 'name': 'Jesús Daniel Gallardo Vasconcelos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.0, 34.0], 'player': {'id': 5606, 'name': 'Hyun-Soo Jang'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [113.0, 35.0], 'player': {'id': 5567, 'name': 'Edson Omar Álvarez Velázquez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.0, 37.0], 'player': {'id': 3605, 'name': 'Sung-Yeung Ki'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [115.0, 40.0], 'player': {'id': 5564, 'name': 'Carlos Joel Salcedo Hernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.0, 41.0], 'player': {'id': 5604, 'name': 'Young-Gwon Kim'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [113.0, 38.0], 'player': {'id': 5573, 'name': 'Héctor Alfredo Moreno Herrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 67.0], 'player': {'id': 5563, 'name': 'José Andrés Guardado Hernández'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.0, 70.0], 'player': {'id': 3083, 'name': 'Heung-Min Son'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",c748e953-682a-4040-ba94-a6263b508d23,,Saved,0.005266859,Normal,Open Play,,,,South Korea,791,00:07:39.680,Shot,
,,,,,,,,,,,,,,1.013,,,,,,,,,,,,,258b7770-273d-452b-8a5a-6f3cfe499901,1986,,"[103.0, 18.0]",7553,55,,,,,,,,,,,,,,,,,,2,From Keeper,Sung-Yeung Ki,3605.0,Left Defensive Midfield,115,South Korea,791,['492d6c3d-cecf-4315-99bc-46fa74ff857f'],41,,Right Foot,,"[119.0, 39.1, 1.4]",True,"[{'location': [102.0, 38.0], 'player': {'id': 5623, 'name': 'Jae-Sung Lee'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [105.0, 32.0], 'player': {'id': 5989, 'name': 'Seon-Min Moon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.0, 28.0], 'player': {'id': 3083, 'name': 'Heung-Min Son'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.0, 35.0], 'player': {'id': 5620, 'name': 'Hee-Chan Hwang'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.0, 29.0], 'player': {'id': 5610, 'name': 'Min-Woo Kim'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [95.0, 39.0], 'player': {'id': 5571, 'name': 'Hirving Rodrigo Lozano Bahena'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [109.0, 38.0], 'player': {'id': 5573, 'name': 'Héctor Alfredo Moreno Herrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.0, 25.0], 'player': {'id': 5575, 'name': 'Héctor Miguel Herrera López'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.0, 30.0], 'player': {'id': 5567, 'name': 'Edson Omar Álvarez Velázquez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.0, 35.0], 'player': {'id': 5564, 'name': 'Carlos Joel Salcedo Hernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.0, 46.0], 'player': {'id': 5576, 'name': 'Jesús Daniel Gallardo Vasconcelos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.0, 21.0], 'player': {'id': 5563, 'name': 'José Andrés Guardado Hernández'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [120.0, 39.0], 'player': {'id': 5577, 'name': 'Francisco Guillermo Ochoa Magaña'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.0, 19.0], 'player': {'id': 5556, 'name': 'Miguel Arturo Layún Prado'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",,,Saved,0.008576281,Normal,Open Play,,,,South Korea,791,00:10:41.520,Shot,
,,,,,,,,,,,,,,0.507,,,,,,,,,,,,,19b74aea-f2fb-47bf-9a99-2e373d8f72c8,2050,,"[96.0, 46.0]",7553,57,,,,,,,,,,,,,,,,,,2,Regular Play,José Andrés Guardado Hernández,5563.0,Left Defensive Midfield,121,Mexico,794,"['9ab8ef7c-6d7d-4d80-ae19-81e817d0b230', 'f4cd8393-b127-43ad-94ad-38bdae0a2667']",39,,Right Foot,,"[108.0, 34.0]",True,"[{'location': [95.0, 54.0], 'player': {'id': 5560, 'name': 'Carlos Alberto Vela Garrido'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [85.0, 58.0], 'player': {'id': 5567, 'name': 'Edson Omar Álvarez Velázquez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [104.0, 66.0], 'player': {'id': 5556, 'name': 'Miguel Arturo Layún Prado'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [100.0, 46.0], 'player': {'id': 5575, 'name': 'Héctor Miguel Herrera López'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [107.0, 32.0], 'player': {'id': 5571, 'name': 'Hirving Rodrigo Lozano Bahena'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.0, 49.0], 'player': {'id': 3058, 'name': 'Javier Hernández Balcázar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [117.0, 40.0], 'player': {'id': 5619, 'name': 'Hyeon-Woo Jo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.0, 35.0], 'player': {'id': 5608, 'name': 'Yong Lee'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.0, 47.0], 'player': {'id': 5604, 'name': 'Young-Gwon Kim'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 48.0], 'player': {'id': 5988, 'name': 'Se-Jong Ju'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.0, 44.0], 'player': {'id': 5606, 'name': 'Hyun-Soo Jang'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [91.0, 33.0], 'player': {'id': 5989, 'name': 'Seon-Min Moon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [96.0, 48.0], 'player': {'id': 5623, 'name': 'Jae-Sung Lee'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [96.0, 62.0], 'player': {'id': 5620, 'name': 'Hee-Chan Hwang'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [104.0, 52.0], 'player': {'id': 3605, 'name': 'Sung-Yeung Ki'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.0, 52.0], 'player': {'id': 5610, 'name': 'Min-Woo Kim'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",ae567b3e-6479-4ab3-a125-2c9c8f89ef09,,Blocked,0.04806095,Normal,Open Play,,,,Mexico,794,00:12:39.013,Shot,
