bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.738879,,,,,,,,,,,,,b813fffa-b444-4a3f-8586-2de114316973,170,,"[106.5, 32.4]",3764661,2,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Iñaki Williams Arthuer,6393.0,Right Center Forward,7,Athletic Club,215,['a5fbce01-b864-44a8-9d6b-8230f22037ed'],46,Right Foot,,"[120.0, 42.8, 0.1]",,"[{'location': [107.2, 42.1], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.4, 36.0], 'player': {'id': 32480, 'name': 'Ronald Federico Araújo da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.3, 32.1], 'player': {'id': 6826, 'name': 'Clément Lenglet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.8, 38.6], 'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.2, 42.8], 'player': {'id': 6649, 'name': 'Óscar de Marcos Arana'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",581d8ea5-b1ae-4fc4-9737-046e7075d702,,Goal,0.14590277,Normal,Open Play,,,,Athletic Club,215,00:02:46.035,Shot,
,,,,,,,,,,,,,,0.523744,,,,,,,,,,,,,c9011163-1aab-4bc6-8118-c8d28df7cb68,234,,"[111.4, 28.3]",3764661,5,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Yuri Berchiche Izeta,3023.0,Left Back,12,Athletic Club,215,['c05ca26a-ee64-4b36-a927-05d22b5d8344'],30,Left Foot,,"[120.0, 35.8, 0.2]",True,"[{'location': [107.0, 38.8], 'player': {'id': 6699, 'name': 'Ander Capa Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [112.6, 44.1], 'player': {'id': 6826, 'name': 'Clément Lenglet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.9, 38.4], 'player': {'id': 32480, 'name': 'Ronald Federico Araújo da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.5, 29.7], 'player': {'id': 21881, 'name': 'Sergino Dest'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.9, 39.8], 'player': {'id': 30486, 'name': 'Pedro González López'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.0, 31.4], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [83.9, 55.1], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.6, 36.1], 'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.8, 30.9], 'player': {'id': 6842, 'name': 'Iker Muniain Goñi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [98.4, 37.9], 'player': {'id': 6667, 'name': 'Mikel Vesga Arruti'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [109.0, 53.2], 'player': {'id': 6393, 'name': 'Iñaki Williams Arthuer'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",643342ff-4c0e-4593-b9de-3b24a2dea08b,,Off T,0.112238325,Normal,Open Play,,,,Athletic Club,215,00:05:30.905,Shot,
,,,,,,,,,,,,,,0.448668,,,,,,,,,,,,,32364c05-6f18-479b-90f7-29cfbd75c24a,284,,"[109.9, 45.3]",3764661,6,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Sergino Dest,21881.0,Right Back,13,Barcelona,217,"['2e0acc2f-0160-4b5d-92ba-ac7ca52af860', '6f338fb0-0a33-4a73-8dea-e2f24aedf12f']",35,Right Foot,,"[118.3, 41.5, 1.1]",True,"[{'location': [113.9, 47.7], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [120.0, 50.7], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [114.8, 47.5], 'player': {'id': 6665, 'name': 'Íñigo Martínez Berridi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.7, 41.3], 'player': {'id': 11748, 'name': 'Unai Simón Mendibil'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.6, 51.9], 'player': {'id': 3023, 'name': 'Yuri Berchiche Izeta'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.1, 42.2], 'player': {'id': 35473, 'name': 'Unai Vencedor Paris'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.4, 37.9], 'player': {'id': 6649, 'name': 'Óscar de Marcos Arana'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [111.9, 45.2], 'player': {'id': 6397, 'name': 'Unai Núñez Gestoso'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.6, 38.7], 'player': {'id': 6699, 'name': 'Ander Capa Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.3, 23.9], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [102.3, 39.6], 'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",e8a2c263-f976-4142-9929-0aa3204dd63b,,Saved,0.21980739,Normal,Open Play,,,,Barcelona,217,00:06:35.838,Shot,True
,,,,,,,,,,,,,,0.200039,,,,,,,,,,,,,3f673426-4e8c-4fdd-9bbb-1e3f1f27b2f6,465,,"[112.7, 29.1]",3764661,10,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Iker Muniain Goñi,6842.0,Left Midfield,18,Athletic Club,215,"['41305bb5-57f4-42a7-8167-3114441231e3', 'b8bf9ada-79d1-46c2-965b-06fea787d123']",19,Left Foot,,"[114.4, 32.0]",,"[{'location': [114.3, 32.2], 'player': {'id': 32480, 'name': 'Ronald Federico Araújo da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.3, 40.3], 'player': {'id': 6826, 'name': 'Clément Lenglet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.8, 44.0], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [88.5, 55.2], 'player': {'id': 6699, 'name': 'Ander Capa Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [112.5, 29.9], 'player': {'id': 21881, 'name': 'Sergino Dest'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.7, 28.4], 'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.9, 39.9], 'player': {'id': 30486, 'name': 'Pedro González López'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.2, 32.6], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [117.9, 36.7], 'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.7, 54.4], 'player': {'id': 6649, 'name': 'Óscar de Marcos Arana'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [107.7, 48.9], 'player': {'id': 6391, 'name': 'Raúl García Escudero'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [109.9, 40.6], 'player': {'id': 6393, 'name': 'Iñaki Williams Arthuer'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",d4535c1e-8dee-434c-beb3-5fcba0eae0e9,,Blocked,0.08619522,Normal,Open Play,,,,Athletic Club,215,00:10:19.380,Shot,
,,,,,,,,,,,,,,0.531594,,,,,,,,,,,,,5155fc31-5d45-48cd-9002-d88310123eee,518,,"[111.4, 54.2]",3764661,11,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Iñaki Williams Arthuer,6393.0,Right Center Forward,20,Athletic Club,215,"['1c05a4b2-080b-4b0e-a9d8-18cb3e0adebc', '7f3756ce-3fe2-4ae5-8693-9cb4357e2372']",38,Right Foot,,"[118.1, 43.9, 0.4]",True,"[{'location': [104.7, 38.8], 'player': {'id': 21881, 'name': 'Sergino Dest'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.7, 54.0], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [95.4, 61.0], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.8, 52.2], 'player': {'id': 6826, 'name': 'Clément Lenglet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.3, 43.7], 'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.3, 60.6], 'player': {'id': 30486, 'name': 'Pedro González López'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [111.8, 51.0], 'player': {'id': 32480, 'name': 'Ronald Federico Araújo da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.8, 42.3], 'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [87.5, 54.4], 'player': {'id': 6649, 'name': 'Óscar de Marcos Arana'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [93.9, 53.2], 'player': {'id': 6842, 'name': 'Iker Muniain Goñi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [104.1, 72.2], 'player': {'id': 6391, 'name': 'Raúl García Escudero'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",99742c31-20d2-483e-90c7-68a952a08b7e,,Saved,0.064354055,Normal,Open Play,,,,Athletic Club,215,00:11:38.804,Shot,True
,,,,,,,,,,,,,,0.794495,,,,,,,,,,,,,7cd59690-adb1-4b18-9657-9b40b5c3006c,554,,"[98.2, 54.4]",3764661,12,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ousmane Dembélé,5477.0,Right Wing,32,Barcelona,217,['e886bd31-295c-44f0-9f60-dd461f19a846'],17,Right Foot,,"[116.5, 41.0, 0.6]",,"[{'location': [98.3, 21.1], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [102.6, 39.1], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [100.2, 40.3], 'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [103.3, 56.5], 'player': {'id': 21881, 'name': 'Sergino Dest'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [87.3, 28.7], 'player': {'id': 30486, 'name': 'Pedro González López'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [99.2, 51.0], 'player': {'id': 6842, 'name': 'Iker Muniain Goñi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [97.5, 45.0], 'player': {'id': 6667, 'name': 'Mikel Vesga Arruti'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.1, 52.5], 'player': {'id': 3023, 'name': 'Yuri Berchiche Izeta'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.3, 38.2], 'player': {'id': 35473, 'name': 'Unai Vencedor Paris'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [93.2, 29.5], 'player': {'id': 6649, 'name': 'Óscar de Marcos Arana'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [103.6, 44.3], 'player': {'id': 6665, 'name': 'Íñigo Martínez Berridi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.6, 38.0], 'player': {'id': 6397, 'name': 'Unai Núñez Gestoso'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.5, 32.0], 'player': {'id': 6699, 'name': 'Ander Capa Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.9, 41.4], 'player': {'id': 11748, 'name': 'Unai Simón Mendibil'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.3, 38.7], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",6b8ca77f-754f-4d64-804e-0e46b23df3cb,,Saved,0.02880323,Normal,Open Play,,,,Barcelona,217,00:12:17.315,Shot,
,,,,,,,,,,,,,,0.671313,,,,,,,,,,,,,47f0a963-8801-4ff2-9be5-006163dba91d,585,,"[113.8, 34.5]",3764661,13,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Pedro González López,30486.0,Left Center Midfield,33,Barcelona,217,['31789abb-7111-42d8-9cff-6aa7bfa12fae'],21,Head,,"[120.0, 37.8, 0.9]",,"[{'location': [120.0, 48.3], 'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [115.3, 52.6], 'player': {'id': 3023, 'name': 'Yuri Berchiche Izeta'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.9, 46.1], 'player': {'id': 6665, 'name': 'Íñigo Martínez Berridi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.7, 36.7], 'player': {'id': 6397, 'name': 'Unai Núñez Gestoso'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [89.9, 20.2], 'player': {'id': 6649, 'name': 'Óscar de Marcos Arana'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [97.2, 27.7], 'player': {'id': 35473, 'name': 'Unai Vencedor Paris'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.8, 24.7], 'player': {'id': 6699, 'name': 'Ander Capa Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.8, 43.9], 'player': {'id': 11748, 'name': 'Unai Simón Mendibil'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.6, 13.6], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [113.6, 54.3], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",d0ccba7e-d6f6-440e-a672-ffb025b5a378,,Goal,0.3094432,Normal,Open Play,,,,Barcelona,217,00:13:21.302,Shot,
,,,,,,,,,,,,,,0.422459,,,,,,,,,,,,,b701fa3a-0ef5-4b77-8ad2-f2b0e705f1df,902,,"[115.1, 25.0]",3764661,22,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,49,Barcelona,217,['5f73cd56-e596-4554-9183-81d32a48f720'],12,Left Foot,,"[118.4, 35.8, 0.2]",True,"[{'location': [101.5, 24.7], 'player': {'id': 6649, 'name': 'Óscar de Marcos Arana'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [98.7, 14.2], 'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [105.2, 47.4], 'player': {'id': 3023, 'name': 'Yuri Berchiche Izeta'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [89.3, 21.4], 'player': {'id': 6391, 'name': 'Raúl García Escudero'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [98.1, 26.0], 'player': {'id': 35473, 'name': 'Unai Vencedor Paris'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.0, 33.9], 'player': {'id': 6665, 'name': 'Íñigo Martínez Berridi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.1, 29.9], 'player': {'id': 6667, 'name': 'Mikel Vesga Arruti'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.0, 24.3], 'player': {'id': 6699, 'name': 'Ander Capa Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.9, 26.6], 'player': {'id': 6397, 'name': 'Unai Núñez Gestoso'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.5, 36.2], 'player': {'id': 11748, 'name': 'Unai Simón Mendibil'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.0, 57.4], 'player': {'id': 21881, 'name': 'Sergino Dest'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [93.2, 32.8], 'player': {'id': 30486, 'name': 'Pedro González López'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [100.7, 34.2], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.2, 24.2], 'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.7, 30.1], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",1d9fbd84-e1c6-4fb7-abf3-d666027ea030,,Saved,0.012008104,Normal,Open Play,,,,Barcelona,217,00:22:12.183,Shot,
,,,,,,,,,,,,,,0.839139,,,,,,,,,,,,,b3a60617-c4ad-40d8-9791-19d54a088984,1332,,"[101.5, 53.5]",3764661,33,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ousmane Dembélé,5477.0,Right Wing,62,Barcelona,217,['c19130b3-251a-4ea9-82cc-8013abb07e45'],46,Left Foot,,"[117.7, 41.4, 1.6]",,"[{'location': [93.3, 25.3], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [97.2, 46.7], 'player': {'id': 30486, 'name': 'Pedro González López'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [106.0, 32.3], 'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [108.8, 36.4], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [109.9, 42.9], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.2, 53.2], 'player': {'id': 21881, 'name': 'Sergino Dest'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [107.5, 34.3], 'player': {'id': 6699, 'name': 'Ander Capa Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.8, 39.2], 'player': {'id': 6397, 'name': 'Unai Núñez Gestoso'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.4, 33.0], 'player': {'id': 6649, 'name': 'Óscar de Marcos Arana'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [108.6, 44.2], 'player': {'id': 6665, 'name': 'Íñigo Martínez Berridi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.6, 43.1], 'player': {'id': 6667, 'name': 'Mikel Vesga Arruti'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.1, 53.3], 'player': {'id': 6842, 'name': 'Iker Muniain Goñi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [103.3, 50.3], 'player': {'id': 35473, 'name': 'Unai Vencedor Paris'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.8, 54.3], 'player': {'id': 6789, 'name': 'Mikel Balenziaga Oruesagasti'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.1, 41.3], 'player': {'id': 11748, 'name': 'Unai Simón Mendibil'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",16f1a2ba-9cb2-4136-b5b8-b392f0d5c545,,Saved,0.04839525,Normal,Open Play,,,,Barcelona,217,00:33:46.578,Shot,
,,,,,,,,,,,,,,0.918835,,,,,,,,,,,,,1d9a647b-7207-4425-881c-ac532115239a,1483,,"[103.5, 29.4]",3764661,37,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,84,Barcelona,217,['4ded0688-c5b1-498b-9470-3f68fbd33faf'],36,Left Foot,,"[120.0, 37.9, 0.1]",True,"[{'location': [89.0, 30.9], 'player': {'id': 6391, 'name': 'Raúl García Escudero'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [94.8, 30.9], 'player': {'id': 35473, 'name': 'Unai Vencedor Paris'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.4, 45.2], 'player': {'id': 6789, 'name': 'Mikel Balenziaga Oruesagasti'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.8, 23.7], 'player': {'id': 6649, 'name': 'Óscar de Marcos Arana'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [107.5, 39.8], 'player': {'id': 6665, 'name': 'Íñigo Martínez Berridi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.0, 34.5], 'player': {'id': 6397, 'name': 'Unai Núñez Gestoso'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.4, 30.8], 'player': {'id': 6667, 'name': 'Mikel Vesga Arruti'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.5, 30.7], 'player': {'id': 6699, 'name': 'Ander Capa Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.1, 36.3], 'player': {'id': 11748, 'name': 'Unai Simón Mendibil'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.4, 59.6], 'player': {'id': 21881, 'name': 'Sergino Dest'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [102.8, 51.0], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.2, 39.3], 'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.4, 33.4], 'player': {'id': 30486, 'name': 'Pedro González López'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [87.2, 44.2], 'player': {'id': 6842, 'name': 'Iker Muniain Goñi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}]",3a8cdfeb-0ec6-4d65-b34b-98ac0121d9b6,,Goal,0.083078615,Normal,Open Play,,,,Barcelona,217,00:37:36.001,Shot,
