ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.866391,,,,,,,,,,,4aaf9747-c33d-4f76-bb0f-d25ad1ebe7c6,1827,,"[114.5, 37.5]",3890561,45,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Mark Uth,8387.0,Right Wing,83,Hoffenheim,175,"['08f8661a-8f90-4d7a-9a68-0ffc40b8f079', '69dc9750-d37d-4109-804c-73b2ed3f79b1']",11,True,Head,"[120.0, 44.0, 3.6]",,"[{'location': [112.0, 38.8], 'player': {'id': 8060, 'name': 'Klaas-Jan Huntelaar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [117.3, 43.1], 'player': {'id': 3053, 'name': 'Leroy Sané'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [113.2, 37.8], 'player': {'id': 7016, 'name': 'Benedikt Höwedes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.8, 44.2], 'player': {'id': 5242, 'name': 'Younès Belhanda'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [114.5, 38.2], 'player': {'id': 3502, 'name': 'Joël Andre Job Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.9, 36.7], 'player': {'id': 16534, 'name': 'Roman Neustädter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.7, 30.9], 'player': {'id': 3510, 'name': 'Sead Kolašinac'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.8, 45.8], 'player': {'id': 3499, 'name': 'Jean-Eric Maxim Choupo-Moting'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [119.8, 36.9], 'player': {'id': 6717, 'name': 'Johannes Geis'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [104.5, 34.0], 'player': {'id': 8508, 'name': 'Max Meyer'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [117.2, 38.6], 'player': {'id': 8517, 'name': 'Ralf Fährmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.6, 42.1], 'player': {'id': 6039, 'name': 'Sebastian Rudy'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [106.0, 52.4], 'player': {'id': 9397, 'name': 'Pavel Kadeřábek'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [98.5, 39.2], 'player': {'id': 8556, 'name': 'Pirmin Schwegler'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [98.5, 29.7], 'player': {'id': 26832, 'name': 'Tarik Elyounoussi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [116.3, 43.1], 'player': {'id': 9396, 'name': 'Ermin Bičakčić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [113.2, 36.4], 'player': {'id': 12321, 'name': 'Tobias Strobl'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [113.6, 33.1], 'player': {'id': 5537, 'name': 'Fabian Lukas Schär'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",ff2db91c-594c-41bd-a043-e10a22991df7,,Off T,0.15333019,Normal,Open Play,,,,Hoffenheim,175,00:45:11.565,Shot,True
,,,,,,,,,,,,,,,0.317364,,,,,,,,,,,3a04baf2-b287-40c9-b614-608b323087c9,2115,,"[97.8, 33.2]",3890561,49,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andrej Kramarić,5460.0,Center Forward,95,Hoffenheim,175,"['57999455-a1d7-46fd-92f9-f609bef07e89', '6b4f3552-d97f-4c65-818b-55fad6011fcf', 'fbcd0f1c-ba4d-461e-9c27-fa88fc98b07a']",27,,Left Foot,"[101.5, 34.2]",,"[{'location': [117.5, 36.9], 'player': {'id': 8517, 'name': 'Ralf Fährmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.1, 52.7], 'player': {'id': 3499, 'name': 'Jean-Eric Maxim Choupo-Moting'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [102.0, 44.3], 'player': {'id': 3510, 'name': 'Sead Kolašinac'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.9, 40.2], 'player': {'id': 6717, 'name': 'Johannes Geis'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [97.4, 36.6], 'player': {'id': 16534, 'name': 'Roman Neustädter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.2, 32.2], 'player': {'id': 7016, 'name': 'Benedikt Höwedes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.0, 34.4], 'player': {'id': 3502, 'name': 'Joël Andre Job Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.9, 46.8], 'player': {'id': 5242, 'name': 'Younès Belhanda'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [86.9, 46.8], 'player': {'id': 8508, 'name': 'Max Meyer'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.3, 37.1], 'player': {'id': 8387, 'name': 'Mark Uth'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.0, 22.3], 'player': {'id': 26832, 'name': 'Tarik Elyounoussi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [88.1, 34.6], 'player': {'id': 12321, 'name': 'Tobias Strobl'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [102.4, 44.4], 'player': {'id': 6039, 'name': 'Sebastian Rudy'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [102.3, 40.4], 'player': {'id': 8215, 'name': 'Kevin Volland'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",65a0eb47-07d6-48a3-972b-458e2e4985fb,,Blocked,0.049862858,Normal,Open Play,,,,Hoffenheim,175,00:04:27.220,Shot,True
,,,,,,,,,,,,,,,0.507334,,,,,,,,,,,54e14238-0b3a-47ab-a5cf-f56083a7a991,2150,,"[96.6, 21.4]",3890561,50,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sebastian Rudy,6039.0,Right Center Midfield,97,Schalke 04,181,"['3b980c50-463b-42fd-b4d4-dc6a858639c2', 'dcb648ed-593a-4b3e-8a55-f6149ba6467c']",13,,Right Foot,"[120.0, 46.6, 5.8]",,"[{'location': [107.8, 44.2], 'player': {'id': 8556, 'name': 'Pirmin Schwegler'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [108.2, 42.1], 'player': {'id': 9397, 'name': 'Pavel Kadeřábek'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [118.7, 36.7], 'player': {'id': 8517, 'name': 'Ralf Fährmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.0, 40.0], 'player': {'id': 8060, 'name': 'Klaas-Jan Huntelaar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [93.4, 18.7], 'player': {'id': 8387, 'name': 'Mark Uth'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [94.5, 10.8], 'player': {'id': 8508, 'name': 'Max Meyer'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.3, 35.6], 'player': {'id': 16534, 'name': 'Roman Neustädter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.6, 21.3], 'player': {'id': 7016, 'name': 'Benedikt Höwedes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.6, 27.2], 'player': {'id': 3502, 'name': 'Joël Andre Job Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.2, 39.8], 'player': {'id': 3053, 'name': 'Leroy Sané'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [105.5, 29.5], 'player': {'id': 6717, 'name': 'Johannes Geis'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [100.3, 21.9], 'player': {'id': 3510, 'name': 'Sead Kolašinac'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.6, 27.3], 'player': {'id': 3499, 'name': 'Jean-Eric Maxim Choupo-Moting'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [98.5, 19.3], 'player': {'id': 5242, 'name': 'Younès Belhanda'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.5, 17.4], 'player': {'id': 26832, 'name': 'Tarik Elyounoussi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [91.3, 47.2], 'player': {'id': 8215, 'name': 'Kevin Volland'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [95.4, 37.9], 'player': {'id': 5537, 'name': 'Fabian Lukas Schär'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [106.2, 32.4], 'player': {'id': 5460, 'name': 'Andrej Kramarić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.1, 19.3], 'player': {'id': 12321, 'name': 'Tobias Strobl'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",,,Off T,0.009032175,Normal,Open Play,,,,Hoffenheim,175,00:05:13.179,Shot,True
,,,,,,,,,,,,,,,0.585244,,,,,,,,,,,d740d3a5-3ebb-4887-8b11-2153ad9e958f,2357,,"[105.3, 49.7]",3890561,54,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Leroy Sané,3053.0,Right Midfield,105,Schalke 04,181,['7b1a3e62-3533-42f3-b473-c00b99c21d5f'],16,,Left Foot,"[117.6, 42.5, 0.2]",,"[{'location': [117.7, 43.0], 'player': {'id': 37972, 'name': 'Jens Grahl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [89.0, 31.2], 'player': {'id': 9397, 'name': 'Pavel Kadeřábek'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.0, 40.8], 'player': {'id': 6039, 'name': 'Sebastian Rudy'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.0, 45.9], 'player': {'id': 12321, 'name': 'Tobias Strobl'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.7, 49.4], 'player': {'id': 9396, 'name': 'Ermin Bičakčić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 39.2], 'player': {'id': 8556, 'name': 'Pirmin Schwegler'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [107.3, 42.8], 'player': {'id': 5537, 'name': 'Fabian Lukas Schär'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.2, 37.2], 'player': {'id': 8508, 'name': 'Max Meyer'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [106.3, 39.7], 'player': {'id': 8060, 'name': 'Klaas-Jan Huntelaar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",c0d8836f-a51c-478f-b17d-16c8a7b3173c,,Saved,0.116257176,Normal,Open Play,,,,Schalke 04,181,00:09:16.448,Shot,
,,,,,,,,,,,,,,,1.503843,,,,,,,,,,,c2fe343c-a890-4a42-b7c0-33b4a5ccefcf,2410,,"[108.2, 48.4]",3890561,55,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Leroy Sané,3053.0,Right Midfield,108,Schalke 04,181,['3c0c4178-bc90-417e-a019-d3ed72be31be'],11,,Left Foot,"[120.0, 37.3, 0.2]",,"[{'location': [112.8, 44.8], 'player': {'id': 37972, 'name': 'Jens Grahl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [87.8, 38.2], 'player': {'id': 6039, 'name': 'Sebastian Rudy'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [94.1, 49.7], 'player': {'id': 8556, 'name': 'Pirmin Schwegler'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.6, 49.6], 'player': {'id': 26832, 'name': 'Tarik Elyounoussi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.4, 32.8], 'player': {'id': 9397, 'name': 'Pavel Kadeřábek'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.5, 43.4], 'player': {'id': 5537, 'name': 'Fabian Lukas Schär'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.0, 45.7], 'player': {'id': 9396, 'name': 'Ermin Bičakčić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.9, 51.8], 'player': {'id': 8060, 'name': 'Klaas-Jan Huntelaar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [93.9, 30.6], 'player': {'id': 3499, 'name': 'Jean-Eric Maxim Choupo-Moting'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [100.7, 38.8], 'player': {'id': 8508, 'name': 'Max Meyer'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",1d67c3c8-60eb-47bb-a763-2700241d342b,True,Goal,0.4451923,Normal,Open Play,,,,Schalke 04,181,00:10:11.167,Shot,
,,,,,,,,,,,,,,,0.112052,,,,,,,,,,,4cd68d3a-7161-4803-9c2c-75771fb67c82,2574,,"[106.6, 49.8]",3890561,60,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Max Meyer,8508.0,Right Center Midfield,114,Schalke 04,181,"['35217acf-4a0a-4687-942f-6f7f6b51ea6a', '98f6789b-5c6c-4745-9e65-68356fe19c7a', 'ee43f515-f2ac-46a0-ac0f-a244ad680a7f']",2,,Left Foot,"[107.6, 49.1]",,"[{'location': [119.1, 42.9], 'player': {'id': 37972, 'name': 'Jens Grahl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.3, 51.7], 'player': {'id': 12321, 'name': 'Tobias Strobl'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.2, 55.0], 'player': {'id': 26832, 'name': 'Tarik Elyounoussi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.1, 49.0], 'player': {'id': 6039, 'name': 'Sebastian Rudy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.6, 48.1], 'player': {'id': 9396, 'name': 'Ermin Bičakčić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.8, 43.1], 'player': {'id': 5537, 'name': 'Fabian Lukas Schär'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.9, 39.0], 'player': {'id': 9397, 'name': 'Pavel Kadeřábek'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.5, 42.9], 'player': {'id': 5242, 'name': 'Younès Belhanda'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.3, 58.7], 'player': {'id': 3053, 'name': 'Leroy Sané'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [107.8, 45.3], 'player': {'id': 8060, 'name': 'Klaas-Jan Huntelaar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.6, 40.3], 'player': {'id': 3499, 'name': 'Jean-Eric Maxim Choupo-Moting'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",be3ceca3-8297-4f9c-b4ac-387978f4c81c,,Blocked,0.042735294,Normal,Open Play,,,,Schalke 04,181,00:15:02.515,Shot,True
,,,,,,,,,,,,,,,0.762324,,,,,,,,,,,bbb0517f-9929-406c-957a-c4aefcb20ea9,2716,,"[94.1, 50.8]",3890561,62,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Leroy Sané,3053.0,Right Midfield,116,Schalke 04,181,"['b0e28f5c-7520-42cc-a1ff-d01e91637d9c', 'fec55cb8-107a-466d-90a1-554cc6a6dd34']",16,,Left Foot,"[115.6, 43.5, 1.7]",,"[{'location': [115.3, 42.4], 'player': {'id': 37972, 'name': 'Jens Grahl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [86.2, 50.4], 'player': {'id': 12321, 'name': 'Tobias Strobl'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [97.4, 54.7], 'player': {'id': 26832, 'name': 'Tarik Elyounoussi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.2, 49.9], 'player': {'id': 9396, 'name': 'Ermin Bičakčić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 45.6], 'player': {'id': 5537, 'name': 'Fabian Lukas Schär'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.2, 48.6], 'player': {'id': 6039, 'name': 'Sebastian Rudy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [99.5, 37.5], 'player': {'id': 9397, 'name': 'Pavel Kadeřábek'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.1, 47.7], 'player': {'id': 8508, 'name': 'Max Meyer'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [79.8, 35.9], 'player': {'id': 5242, 'name': 'Younès Belhanda'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [101.4, 49.6], 'player': {'id': 8060, 'name': 'Klaas-Jan Huntelaar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.7, 35.9], 'player': {'id': 3499, 'name': 'Jean-Eric Maxim Choupo-Moting'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",493a73c1-ed0f-454b-9c5c-abfddc8d3292,,Saved,0.029627386,Normal,Open Play,,,,Schalke 04,181,00:17:16.806,Shot,True
,,,,,,,,,,,,,,,0.699681,,,,,,,,,,,8d013eff-82ac-4fe9-8204-e99815883a61,2749,,"[102.9, 55.0]",3890561,62,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Klaas-Jan Huntelaar,8060.0,Center Forward,116,Schalke 04,181,['cf9e1ca8-78cf-46e0-b7dd-78d2ad910184'],47,,Right Foot,"[120.0, 41.2, 4.5]",,"[{'location': [101.6, 52.6], 'player': {'id': 26832, 'name': 'Tarik Elyounoussi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.8, 44.1], 'player': {'id': 37972, 'name': 'Jens Grahl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [91.9, 52.6], 'player': {'id': 9396, 'name': 'Ermin Bičakčić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.9, 52.5], 'player': {'id': 5537, 'name': 'Fabian Lukas Schär'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.8, 39.4], 'player': {'id': 9397, 'name': 'Pavel Kadeřábek'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.7, 37.9], 'player': {'id': 3499, 'name': 'Jean-Eric Maxim Choupo-Moting'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [87.5, 20.0], 'player': {'id': 3510, 'name': 'Sead Kolašinac'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",7e86bf20-490a-4991-a894-d36f94feb3cc,,Off T,0.049176164,Lob,Open Play,,,,Schalke 04,181,00:17:47.013,Shot,
,,,,,,,,,,,,,,,0.369104,,,,,,,,,,,74860a2b-979f-4f2b-b86c-32243907739b,3035,,"[117.7, 45.4]",3890561,69,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Kevin Kuranyi,19836.0,Right Center Forward,132,Hoffenheim,175,"['78f69dfd-7499-4dc2-8154-00e7354808bd', 'a871ee4a-8dff-4f19-a582-5de96d9f43b1']",5,,Right Foot,"[120.0, 45.0, 0.2]",True,"[{'location': [117.5, 44.6], 'player': {'id': 7016, 'name': 'Benedikt Höwedes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 43.8], 'player': {'id': 8517, 'name': 'Ralf Fährmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.8, 46.9], 'player': {'id': 3502, 'name': 'Joël Andre Job Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.6, 54.6], 'player': {'id': 5242, 'name': 'Younès Belhanda'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [116.3, 51.1], 'player': {'id': 16534, 'name': 'Roman Neustädter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.4, 72.5], 'player': {'id': 3510, 'name': 'Sead Kolašinac'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.3, 50.7], 'player': {'id': 6717, 'name': 'Johannes Geis'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [119.5, 53.6], 'player': {'id': 8387, 'name': 'Mark Uth'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [105.5, 38.0], 'player': {'id': 5460, 'name': 'Andrej Kramarić'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [112.2, 49.9], 'player': {'id': 8215, 'name': 'Kevin Volland'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",fdafdba9-eb29-4cd6-93b0-b90350be40d8,,Off T,0.12288414,Backheel,Open Play,,,,Hoffenheim,175,00:24:05.833,Shot,True
,,,,,,,,,,,,,,,0.393484,,,,,,,,,,,07536e21-de08-4fb5-9e29-85b7370d2acd,3059,,"[102.0, 44.8]",3890561,69,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andrej Kramarić,5460.0,Left Center Forward,134,Hoffenheim,175,"['61902dcb-d4ff-4e1a-9698-5e6129935709', 'cd7f3fc1-2629-414f-bdcc-290227b3831f']",47,,Right Foot,"[112.9, 42.0, 1.6]",True,"[{'location': [113.0, 42.4], 'player': {'id': 8517, 'name': 'Ralf Fährmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.7, 49.1], 'player': {'id': 3502, 'name': 'Joël Andre Job Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.1, 54.3], 'player': {'id': 16534, 'name': 'Roman Neustädter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [92.4, 61.1], 'player': {'id': 3510, 'name': 'Sead Kolašinac'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.1, 42.3], 'player': {'id': 7016, 'name': 'Benedikt Höwedes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.5, 49.7], 'player': {'id': 6717, 'name': 'Johannes Geis'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [84.6, 56.2], 'player': {'id': 5242, 'name': 'Younès Belhanda'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [84.9, 27.9], 'player': {'id': 26832, 'name': 'Tarik Elyounoussi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [98.9, 29.7], 'player': {'id': 8215, 'name': 'Kevin Volland'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [87.8, 64.6], 'player': {'id': 8387, 'name': 'Mark Uth'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [96.9, 49.7], 'player': {'id': 8404, 'name': 'Eugen Polanski'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [101.0, 60.7], 'player': {'id': 19836, 'name': 'Kevin Kuranyi'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",79f23770-8f8f-4734-826e-59bb3afbd32d,,Saved,0.2637808,Normal,Open Play,,,,Hoffenheim,175,00:24:47.732,Shot,True
