ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.597523,,,,,,,,,,,ba46e9d6-e828-4599-952c-39c1f7d22659,263,,"[108.1, 31.2]",3890561,4,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Tarik Elyounoussi,26832.0,Left Wing Back,7,Hoffenheim,175,['510415d8-785b-4476-a852-d8dab88514ec'],21,,Left Foot,"[120.0, 35.2, 1.0]",True,"[{'location': [115.7, 50.0], 'player': {'id': 3510, 'name': 'Sead Kolašinac'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.2, 39.3], 'player': {'id': 3502, 'name': 'Joël Andre Job Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.0, 42.5], 'player': {'id': 16534, 'name': 'Roman Neustädter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.6, 34.8], 'player': {'id': 7016, 'name': 'Benedikt Höwedes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.7, 36.3], 'player': {'id': 6039, 'name': 'Sebastian Rudy'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [104.0, 43.8], 'player': {'id': 8556, 'name': 'Pirmin Schwegler'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [109.2, 37.7], 'player': {'id': 5460, 'name': 'Andrej Kramarić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.6, 41.9], 'player': {'id': 8387, 'name': 'Mark Uth'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [119.0, 38.7], 'player': {'id': 8517, 'name': 'Ralf Fährmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.8, 39.7], 'player': {'id': 8508, 'name': 'Max Meyer'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [89.8, 27.4], 'player': {'id': 3053, 'name': 'Leroy Sané'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [103.5, 50.4], 'player': {'id': 5242, 'name': 'Younès Belhanda'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",c847e287-a1fa-4755-95c0-f80e8484fa9e,,Off T,0.08790052,Half Volley,Open Play,,,,Hoffenheim,175,00:04:21.052,Shot,
,,,,,,,,,,,,,,,0.636048,,,,,,,,,,,85d67225-30fb-47c8-b478-cf568941a164,353,,"[110.9, 42.6]",3890561,6,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Klaas-Jan Huntelaar,8060.0,Center Forward,11,Schalke 04,181,['0b3c1ca9-326a-4ad8-b9c4-b615724e8d4b'],27,,Right Foot,"[120.0, 39.3, 0.5]",True,"[{'location': [98.4, 33.1], 'player': {'id': 8556, 'name': 'Pirmin Schwegler'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [90.7, 47.1], 'player': {'id': 8215, 'name': 'Kevin Volland'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [100.1, 23.7], 'player': {'id': 9397, 'name': 'Pavel Kadeřábek'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [102.3, 28.4], 'player': {'id': 5537, 'name': 'Fabian Lukas Schär'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [93.6, 26.2], 'player': {'id': 6039, 'name': 'Sebastian Rudy'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.2, 35.8], 'player': {'id': 9396, 'name': 'Ermin Bičakčić'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [116.0, 42.0], 'player': {'id': 37972, 'name': 'Jens Grahl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.4, 42.2], 'player': {'id': 12321, 'name': 'Tobias Strobl'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.9, 46.2], 'player': {'id': 26832, 'name': 'Tarik Elyounoussi'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [104.5, 24.8], 'player': {'id': 3499, 'name': 'Jean-Eric Maxim Choupo-Moting'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [86.5, 47.3], 'player': {'id': 7016, 'name': 'Benedikt Höwedes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [103.2, 32.2], 'player': {'id': 8508, 'name': 'Max Meyer'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [111.9, 46.5], 'player': {'id': 3053, 'name': 'Leroy Sané'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",17233210-88d1-4280-8b02-3afc1de30029,,Goal,0.1602738,Volley,Open Play,,,,Schalke 04,181,00:06:27.395,Shot,
,,,,,,,,,,,,,,,0.125672,,,,,,,,,,,adac17d3-5e67-4e8c-b482-4bae2f36e06e,410,,"[117.9, 29.1]",3890561,8,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Kevin Volland,8215.0,Left Attacking Midfield,15,Hoffenheim,175,"['7dfad14b-d366-45bc-9eb2-b0f12c2f76da', '8bdda6e5-c3f8-48aa-9fc3-13543363ea08', 'f47ba15f-29d8-4495-839d-d43ba18e5339']",16,,Left Foot,"[118.1, 30.2]",True,"[{'location': [101.9, 52.4], 'player': {'id': 8387, 'name': 'Mark Uth'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [109.3, 50.2], 'player': {'id': 5460, 'name': 'Andrej Kramarić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.4, 29.5], 'player': {'id': 26832, 'name': 'Tarik Elyounoussi'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [118.6, 39.2], 'player': {'id': 8517, 'name': 'Ralf Fährmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.4, 44.0], 'player': {'id': 8508, 'name': 'Max Meyer'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.2, 50.2], 'player': {'id': 6717, 'name': 'Johannes Geis'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.6, 57.5], 'player': {'id': 3510, 'name': 'Sead Kolašinac'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.7, 48.9], 'player': {'id': 16534, 'name': 'Roman Neustädter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.1, 46.1], 'player': {'id': 3502, 'name': 'Joël Andre Job Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.1, 30.3], 'player': {'id': 7016, 'name': 'Benedikt Höwedes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.4, 30.9], 'player': {'id': 3053, 'name': 'Leroy Sané'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}]",,,Blocked,0.016036475,Half Volley,Open Play,,,,Hoffenheim,175,00:08:16.762,Shot,True
,,,,,,,,,,,,,,,1.303079,,,,,,,,,,,abffd193-62bc-4c8d-8636-1e3f0f0ebbe5,624,,"[101.8, 27.6]",3890561,13,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Jean-Eric Maxim Choupo-Moting,3499.0,Left Midfield,27,Schalke 04,181,['a5ca19ae-426d-4751-99c8-026d95033717'],55,,Left Foot,"[120.0, 39.0, 0.2]",,"[{'location': [93.1, 35.3], 'player': {'id': 9397, 'name': 'Pavel Kadeřábek'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [85.8, 34.9], 'player': {'id': 5537, 'name': 'Fabian Lukas Schär'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.0, 26.8], 'player': {'id': 37972, 'name': 'Jens Grahl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.8, 42.8], 'player': {'id': 12321, 'name': 'Tobias Strobl'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.2, 35.1], 'player': {'id': 9396, 'name': 'Ermin Bičakčić'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [89.6, 53.0], 'player': {'id': 26832, 'name': 'Tarik Elyounoussi'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [94.2, 39.6], 'player': {'id': 8508, 'name': 'Max Meyer'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [82.3, 47.5], 'player': {'id': 8060, 'name': 'Klaas-Jan Huntelaar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [86.0, 56.3], 'player': {'id': 3053, 'name': 'Leroy Sané'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",8141c08b-c81b-4c51-93f7-3a16e8654928,,Goal,0.5277586,Normal,Open Play,,,,Schalke 04,181,00:13:55.721,Shot,
,,,,,,,,,,,,,,,0.666134,,,,,,,,,,,d9cea903-f92a-40e1-a393-1a849d83f157,749,,"[109.3, 26.5]",3890561,17,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Klaas-Jan Huntelaar,8060.0,Center Forward,33,Schalke 04,181,['286fd384-aa80-4471-9488-98f89fd14af7'],16,,Right Foot,"[118.8, 36.0, 0.2]",,"[{'location': [88.4, 69.5], 'player': {'id': 3053, 'name': 'Leroy Sané'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [111.2, 32.8], 'player': {'id': 9396, 'name': 'Ermin Bičakčić'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [108.2, 33.2], 'player': {'id': 9397, 'name': 'Pavel Kadeřábek'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [111.7, 27.1], 'player': {'id': 5537, 'name': 'Fabian Lukas Schär'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.1, 34.7], 'player': {'id': 8556, 'name': 'Pirmin Schwegler'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.3, 36.5], 'player': {'id': 37972, 'name': 'Jens Grahl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.6, 41.5], 'player': {'id': 12321, 'name': 'Tobias Strobl'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.1, 48.5], 'player': {'id': 26832, 'name': 'Tarik Elyounoussi'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [104.1, 40.5], 'player': {'id': 6039, 'name': 'Sebastian Rudy'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.3, 34.4], 'player': {'id': 5242, 'name': 'Younès Belhanda'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [106.3, 33.2], 'player': {'id': 3499, 'name': 'Jean-Eric Maxim Choupo-Moting'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [112.1, 40.7], 'player': {'id': 8508, 'name': 'Max Meyer'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",0d0fcf9b-5864-43eb-affe-e3101bcf00ff,,Saved,0.0740198,Normal,Open Play,,,,Schalke 04,181,00:17:16.953,Shot,
,,,,,,,,,,,,,,,0.656701,,,,,,,,,,,92ef54cd-5bb9-4b42-9d82-e60aa070e5a8,1062,,"[106.1, 43.5]",3890561,24,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Klaas-Jan Huntelaar,8060.0,Center Forward,49,Schalke 04,181,['907a5c15-4627-4c21-860e-d686ac2538ac'],26,,Head,"[117.1, 41.4, 2.0]",,"[{'location': [86.0, 37.4], 'player': {'id': 6039, 'name': 'Sebastian Rudy'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.1, 45.9], 'player': {'id': 9396, 'name': 'Ermin Bičakčić'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [105.7, 41.3], 'player': {'id': 5537, 'name': 'Fabian Lukas Schär'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.8, 31.0], 'player': {'id': 9397, 'name': 'Pavel Kadeřábek'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [91.5, 50.4], 'player': {'id': 8556, 'name': 'Pirmin Schwegler'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [116.8, 41.5], 'player': {'id': 37972, 'name': 'Jens Grahl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.8, 57.5], 'player': {'id': 12321, 'name': 'Tobias Strobl'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.4, 61.4], 'player': {'id': 26832, 'name': 'Tarik Elyounoussi'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [88.5, 60.1], 'player': {'id': 8215, 'name': 'Kevin Volland'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [101.6, 28.9], 'player': {'id': 3499, 'name': 'Jean-Eric Maxim Choupo-Moting'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [94.6, 37.2], 'player': {'id': 5242, 'name': 'Younès Belhanda'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [88.6, 54.9], 'player': {'id': 3053, 'name': 'Leroy Sané'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [90.7, 64.8], 'player': {'id': 7016, 'name': 'Benedikt Höwedes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",4f0575f4-e9d3-43f8-8706-970daad959ed,,Saved,0.05690249,Normal,Open Play,,,,Schalke 04,181,00:24:26.914,Shot,
,,,,,,,,,,,,,,,0.600899,,,,,,,,,,,fd99f442-49ae-4724-87e8-2512e4a5d9c6,1067,,"[109.0, 41.7]",3890561,25,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Joël Andre Job Matip,3502.0,Right Center Back,50,Schalke 04,181,"['1e7fc042-b0d1-4c17-b034-b25cd0e0b215', '4b0bd2d2-f052-4233-9c84-8d7373b20a8d']",4,True,Head,"[120.0, 37.4, 3.5]",,"[{'location': [115.5, 44.9], 'player': {'id': 26832, 'name': 'Tarik Elyounoussi'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [100.7, 60.3], 'player': {'id': 8387, 'name': 'Mark Uth'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [111.0, 42.3], 'player': {'id': 9396, 'name': 'Ermin Bičakčić'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [108.7, 40.7], 'player': {'id': 8215, 'name': 'Kevin Volland'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [109.1, 41.2], 'player': {'id': 9397, 'name': 'Pavel Kadeřábek'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [110.0, 38.5], 'player': {'id': 5537, 'name': 'Fabian Lukas Schär'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.3, 41.2], 'player': {'id': 37972, 'name': 'Jens Grahl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.3, 36.7], 'player': {'id': 8556, 'name': 'Pirmin Schwegler'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.5, 41.7], 'player': {'id': 12321, 'name': 'Tobias Strobl'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.5, 45.7], 'player': {'id': 6039, 'name': 'Sebastian Rudy'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.6, 44.5], 'player': {'id': 5460, 'name': 'Andrej Kramarić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [110.6, 30.7], 'player': {'id': 16534, 'name': 'Roman Neustädter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [97.7, 35.0], 'player': {'id': 8508, 'name': 'Max Meyer'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [100.5, 63.6], 'player': {'id': 5242, 'name': 'Younès Belhanda'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [113.7, 45.3], 'player': {'id': 7016, 'name': 'Benedikt Höwedes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [113.5, 39.1], 'player': {'id': 8060, 'name': 'Klaas-Jan Huntelaar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.3, 37.1], 'player': {'id': 3499, 'name': 'Jean-Eric Maxim Choupo-Moting'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [97.5, 48.5], 'player': {'id': 3053, 'name': 'Leroy Sané'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",4ab0e3ff-5a97-4248-9903-e760b73751d0,,Off T,0.042032436,Normal,Open Play,,,,Schalke 04,181,00:25:04.076,Shot,True
,,,,,,,,,,,,,,,0.784172,,,,,,,,,,,c4d9a52d-7469-472f-a7e1-70d5a0fe2049,1648,,"[100.1, 29.6]",3890561,39,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Klaas-Jan Huntelaar,8060.0,Center Forward,71,Schalke 04,181,['12ca5e3e-682a-45cf-b0ab-6f7523968402'],0,,Right Foot,"[120.0, 27.3, 0.2]",True,"[{'location': [108.4, 33.0], 'player': {'id': 9397, 'name': 'Pavel Kadeřábek'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.2, 29.1], 'player': {'id': 8556, 'name': 'Pirmin Schwegler'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [109.6, 36.8], 'player': {'id': 9396, 'name': 'Ermin Bičakčić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.6, 37.9], 'player': {'id': 37972, 'name': 'Jens Grahl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.1, 41.2], 'player': {'id': 12321, 'name': 'Tobias Strobl'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.7, 34.6], 'player': {'id': 26832, 'name': 'Tarik Elyounoussi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [92.5, 32.4], 'player': {'id': 6039, 'name': 'Sebastian Rudy'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.1, 40.2], 'player': {'id': 8508, 'name': 'Max Meyer'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [101.1, 43.8], 'player': {'id': 3053, 'name': 'Leroy Sané'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [109.3, 28.6], 'player': {'id': 3499, 'name': 'Jean-Eric Maxim Choupo-Moting'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [99.9, 39.2], 'player': {'id': 5242, 'name': 'Younès Belhanda'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",924eee2e-c721-4b68-ba57-e97dfb0e2bb5,,Off T,0.04037651,Normal,Open Play,,,,Schalke 04,181,00:39:00.667,Shot,
,,,,,,,,,,,,,,,0.544366,,,,,,,,,,,e06ae8d9-fdf1-434d-8526-77b9de23c2d5,1668,,"[113.7, 37.4]",3890561,40,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Mark Uth,8387.0,Right Wing,72,Hoffenheim,175,['2b760bfc-2d49-4a79-961e-0679ed797293'],6,,Right Foot,"[120.0, 38.5, 0.2]",True,"[{'location': [118.2, 35.2], 'player': {'id': 8517, 'name': 'Ralf Fährmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.9, 38.2], 'player': {'id': 3510, 'name': 'Sead Kolašinac'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.2, 32.6], 'player': {'id': 6717, 'name': 'Johannes Geis'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [111.4, 28.0], 'player': {'id': 7016, 'name': 'Benedikt Höwedes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.7, 26.7], 'player': {'id': 16534, 'name': 'Roman Neustädter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.1, 25.2], 'player': {'id': 3502, 'name': 'Joël Andre Job Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [89.9, 19.2], 'player': {'id': 3053, 'name': 'Leroy Sané'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [89.3, 19.7], 'player': {'id': 12321, 'name': 'Tobias Strobl'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [101.9, 40.1], 'player': {'id': 6039, 'name': 'Sebastian Rudy'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [101.8, 34.5], 'player': {'id': 8215, 'name': 'Kevin Volland'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [114.4, 30.4], 'player': {'id': 5460, 'name': 'Andrej Kramarić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [117.5, 25.3], 'player': {'id': 26832, 'name': 'Tarik Elyounoussi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",b5c92a97-5276-4a8c-b732-44461321b5c3,,Goal,0.27565885,Half Volley,Open Play,,,,Hoffenheim,175,00:40:06.160,Shot,
,,,,,,,,,,,,,,,0.221796,,,,,,,,,,,cb389b59-0d50-4094-9bcb-5ddfab790447,1820,,"[103.7, 24.1]",3890561,44,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kevin Volland,8215.0,Left Wing,82,Hoffenheim,175,"['67f6084b-938a-429d-9a7c-fec73cf48e1e', 'cb3f3c1d-f1ef-48cd-811d-867e132873f3']",33,,Left Foot,"[106.2, 26.6]",,"[{'location': [93.2, 31.0], 'player': {'id': 3053, 'name': 'Leroy Sané'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [103.2, 47.0], 'player': {'id': 3510, 'name': 'Sead Kolašinac'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.2, 36.0], 'player': {'id': 6717, 'name': 'Johannes Geis'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.0, 39.6], 'player': {'id': 16534, 'name': 'Roman Neustädter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.1, 31.2], 'player': {'id': 3502, 'name': 'Joël Andre Job Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.5, 26.9], 'player': {'id': 7016, 'name': 'Benedikt Höwedes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.1, 37.8], 'player': {'id': 8517, 'name': 'Ralf Fährmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.7, 44.6], 'player': {'id': 8387, 'name': 'Mark Uth'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.2, 35.6], 'player': {'id': 26832, 'name': 'Tarik Elyounoussi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [102.6, 19.1], 'player': {'id': 5460, 'name': 'Andrej Kramarić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",14f8d119-dd68-4be3-b7ea-0e6ad7f47b8d,,Blocked,0.02880262,Normal,Open Play,,,,Hoffenheim,175,00:44:33.291,Shot,
