ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,0.1674,,,,,,,,,eac107b1-cd98-4cd7-ab76-e63d2f44fc6f,949,,"[114.0, 35.0]",19760,24,,,,,,,,,,,,,,,,,,,,1,Regular Play,Erin Cuthbert,4660.0,Right Wing,53,Chelsea FCW,971,"['7e43bbaa-3236-4913-8193-033a4cc5a255', 'c2bb5d68-77e8-417e-872e-a6b9a2b53197']",57,Left Foot,"[114.0, 38.0]","[{'location': [112.0, 49.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.0, 47.0], 'player': {'id': 15707, 'name': 'Georgia Evans'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.0, 47.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.0, 48.0], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [110.0, 50.0], 'player': {'id': 4659, 'name': 'Ramona Bachmann'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.0, 48.0], 'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [119.0, 26.0], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [119.0, 28.0], 'player': {'id': 15718, 'name': 'Olivia Fergusson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [113.0, 35.0], 'player': {'id': 15712, 'name': 'Nicola Cousins'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.0, 35.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 28.0], 'player': {'id': 15708, 'name': 'Amy Goddard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 39.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",f82c9529-a3ee-49b7-9ded-1b0d475ea2e2,Blocked,,0.113757916,Normal,Open Play,,,,Chelsea FCW,971,00:24:57.260,Shot,
,,,,,,,,,,0.7836,,,,,,,,,8aac3c7b-c127-439c-baf3-15e38248d925,1012,,"[106.0, 38.0]",19760,26,,,,,,,,,,,,,,,,,,,,1,Regular Play,So-Yun Ji,4647.0,Left Center Midfield,55,Chelsea FCW,971,['4898e4a9-4960-4210-ac3a-7b95654f9cf3'],27,Right Foot,"[119.0, 36.8, 0.1]","[{'location': [102.0, 45.0], 'player': {'id': 4659, 'name': 'Ramona Bachmann'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.0, 44.0], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [91.0, 40.0], 'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [110.0, 47.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.0, 30.0], 'player': {'id': 15708, 'name': 'Amy Goddard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.0, 39.0], 'player': {'id': 15712, 'name': 'Nicola Cousins'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.0, 31.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.0, 38.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [119.0, 39.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",15140d00-748a-4e77-9147-b803c5851280,Goal,,0.119625375,Normal,Open Play,,,,Chelsea FCW,971,00:26:27.114,Shot,
,,,,,,,,,,1.3894,,,,,,,,,1291f29c-3392-47a0-8a18-38e3d5288701,1113,,"[98.0, 51.0]",19760,29,,,,,,,,,,,,,,,,,,,,1,Regular Play,Drew Spence,4638.0,Right Center Midfield,60,Chelsea FCW,971,['b15f3de6-cfef-403b-82b9-4f76b1cca2bd'],11,Left Foot,"[117.0, 36.8, 0.7]","[{'location': [112.0, 37.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.0, 39.0], 'player': {'id': 15712, 'name': 'Nicola Cousins'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.0, 43.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.0, 26.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.0, 49.0], 'player': {'id': 15707, 'name': 'Georgia Evans'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.0, 59.0], 'player': {'id': 15711, 'name': 'Amber Gaylor'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [106.0, 49.0], 'player': {'id': 15708, 'name': 'Amy Goddard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.0, 48.0], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [109.0, 22.0], 'player': {'id': 15553, 'name': 'Karen Julia Carney'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [109.0, 37.0], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",54e25c75-d1c4-4b5e-9b14-6e49785e1ac2,Saved,,0.03007565,Normal,Open Play,,,,Chelsea FCW,971,00:29:11.656,Shot,
,,,,,,,,,,0.8779,,,,,,,,,f5bb0529-f59e-4b65-8c36-3763a9e7eca9,1346,,"[96.0, 28.0]",19760,36,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jonna Ann-Charlotte Andersson,10222.0,Left Back,75,Chelsea FCW,971,"['74850844-9cc3-4706-a390-1a8e3a8ea123', 'e1487582-bbcd-45c0-9ac5-ae0c63484587']",27,Left Foot,"[110.0, 37.0]","[{'location': [112.0, 37.0], 'player': {'id': 15712, 'name': 'Nicola Cousins'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.0, 43.0], 'player': {'id': 15713, 'name': 'Bonnie Horwood'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [113.0, 43.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.0, 18.0], 'player': {'id': 15553, 'name': 'Karen Julia Carney'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [105.0, 50.0], 'player': {'id': 15711, 'name': 'Amber Gaylor'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [109.0, 45.0], 'player': {'id': 15707, 'name': 'Georgia Evans'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.0, 45.0], 'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [111.0, 40.0], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [99.0, 29.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.0, 32.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.0, 36.0], 'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [104.0, 42.0], 'player': {'id': 15708, 'name': 'Amy Goddard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.0, 43.0], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [93.0, 34.0], 'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [110.0, 49.0], 'player': {'id': 17275, 'name': 'Hannah Jayne Blundell'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [119.0, 40.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",2ad6b2e2-728a-4183-9001-9dfccd7d56a2,Blocked,,0.02470892,Normal,Open Play,,,,Chelsea FCW,971,00:36:27.225,Shot,
,,,,,,,,,,1.1651,,,,,,,,,e5e474a6-97c5-49b3-a73a-ce200ab056bb,1378,,"[101.0, 42.0]",19760,39,,,,,,,,,,,,,,,,,,,,1,From Free Kick,So-Yun Ji,4647.0,Left Center Midfield,78,Chelsea FCW,971,['949a81df-1d00-4405-8929-c19b348874c2'],59,Right Foot,"[119.0, 43.6, 3.5]","[{'location': [108.0, 39.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.0, 41.0], 'player': {'id': 15711, 'name': 'Amber Gaylor'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [107.0, 42.0], 'player': {'id': 15707, 'name': 'Georgia Evans'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.0, 43.0], 'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [107.0, 44.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.0, 31.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.0, 32.0], 'player': {'id': 15708, 'name': 'Amy Goddard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.0, 33.0], 'player': {'id': 15713, 'name': 'Bonnie Horwood'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.0, 32.0], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [109.0, 34.0], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.0, 32.0], 'player': {'id': 4659, 'name': 'Ramona Bachmann'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.0, 33.0], 'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [98.0, 40.0], 'player': {'id': 15553, 'name': 'Karen Julia Carney'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [95.0, 45.0], 'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [100.0, 47.0], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}]",,Off T,,0.11412672,Normal,Free Kick,,,,Chelsea FCW,971,00:39:59.672,Shot,
,,,,,,,,,,0.9177,,,,,,,,,cfce4fa8-1ed2-4c78-8807-6c3cff5fad1c,1407,,"[114.0, 38.0]",19760,41,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Erin Cuthbert,4660.0,Right Wing,80,Chelsea FCW,971,['53efbe01-7cc8-4740-8aad-e98be06f1bbb'],1,Right Foot,"[119.0, 38.9, 2.2]","[{'location': [115.0, 47.0], 'player': {'id': 15553, 'name': 'Karen Julia Carney'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [114.0, 32.0], 'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [111.0, 37.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [114.0, 43.0], 'player': {'id': 15707, 'name': 'Georgia Evans'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [115.0, 38.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.0, 41.0], 'player': {'id': 15713, 'name': 'Bonnie Horwood'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [99.0, 60.0], 'player': {'id': 15718, 'name': 'Olivia Fergusson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [118.0, 53.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.0, 46.0], 'player': {'id': 15708, 'name': 'Amy Goddard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.0, 44.0], 'player': {'id': 15711, 'name': 'Amber Gaylor'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [97.0, 60.0], 'player': {'id': 17275, 'name': 'Hannah Jayne Blundell'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [104.0, 45.0], 'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [94.0, 46.0], 'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [119.0, 40.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",97201300-f632-4729-8a3e-bc416d9b99ed,Goal,,0.16695476,Volley,Open Play,,,,Chelsea FCW,971,00:41:01.212,Shot,
,,,,,,,,,,1.136521,,,,,,,,,1f01ffbc-7bff-4658-9ca3-1541a3542d23,1553,,"[107.0, 37.0]",19760,43,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ramona Bachmann,4659.0,Center Forward,83,Chelsea FCW,971,['aeebcc9f-63a8-45c8-af43-56dfe8f67bed'],59,Left Foot,"[119.0, 43.6, 0.3]","[{'location': [116.0, 24.0], 'player': {'id': 15708, 'name': 'Amy Goddard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.0, 37.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [110.0, 37.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.0, 38.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 37.0], 'player': {'id': 15713, 'name': 'Bonnie Horwood'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [104.0, 45.0], 'player': {'id': 15711, 'name': 'Amber Gaylor'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [98.0, 54.0], 'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.0, 38.0], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.0, 41.0], 'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [101.0, 37.0], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [107.0, 25.0], 'player': {'id': 15553, 'name': 'Karen Julia Carney'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [114.0, 18.0], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",84221726-3bf3-49a0-bb48-207b1f85f516,Goal,,0.08972048,Normal,Open Play,,,,Chelsea FCW,971,00:43:59.155,Shot,
,,,,,,,,,,1.067,,,,,,,,,12796baf-6930-4349-87bd-5d84a8653f6d,1635,,"[101.0, 51.0]",19760,46,,,,,,,,,,,,,,,,,,,,1,From Throw In,Millie Bright,4642.0,Right Center Back,88,Chelsea FCW,971,['65135100-2222-4153-ab61-05ee03f47ba6'],35,Left Foot,"[117.0, 43.6, 0.6]","[{'location': [110.0, 44.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [112.0, 37.0], 'player': {'id': 15553, 'name': 'Karen Julia Carney'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [112.0, 35.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.0, 33.0], 'player': {'id': 15708, 'name': 'Amy Goddard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.0, 36.0], 'player': {'id': 15713, 'name': 'Bonnie Horwood'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [105.0, 36.0], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.0, 51.0], 'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [110.0, 47.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.0, 43.0], 'player': {'id': 15711, 'name': 'Amber Gaylor'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [109.0, 57.0], 'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [109.0, 51.0], 'player': {'id': 4659, 'name': 'Ramona Bachmann'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [119.0, 41.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",22da8826-6c25-46b1-a7af-ecaf7aad6d7c,Saved,,0.044005923,Normal,Open Play,,,,Chelsea FCW,971,00:46:35.876,Shot,
,,,,,,,,,,1.6712,,,,,,,,,f0be035d-b896-40cd-8fd5-add60008a40f,1720,,"[94.0, 34.0]",19760,46,,,,,,,,,,,,,,,,,,,,2,From Throw In,Magdalena Lilly Eriksson,4633.0,Left Center Back,92,Chelsea FCW,971,['9f972807-df2e-4c5b-87a3-e4d887642feb'],35,Left Foot,"[120.0, 37.4, 3.7]","[{'location': [104.0, 19.0], 'player': {'id': 15553, 'name': 'Karen Julia Carney'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [92.0, 55.0], 'player': {'id': 15718, 'name': 'Olivia Fergusson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [98.0, 57.0], 'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [100.0, 70.0], 'player': {'id': 4659, 'name': 'Ramona Bachmann'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.0, 53.0], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [100.0, 45.0], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [105.0, 61.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.0, 49.0], 'player': {'id': 15713, 'name': 'Bonnie Horwood'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.0, 47.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.0, 44.0], 'player': {'id': 15707, 'name': 'Georgia Evans'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.0, 32.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.0, 23.0], 'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [106.0, 28.0], 'player': {'id': 15708, 'name': 'Amy Goddard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [120.0, 41.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",d3aee8a6-dbf0-430b-8ce5-5ea1169e9e20,Off T,,0.050807014,Normal,Open Play,,,,Chelsea FCW,971,00:01:35.977,Shot,
,,,,,,,,,,0.8136,,,,,,,,,f40c4720-bae3-49a9-82b4-2d698503dd42,1826,,"[116.0, 44.0]",19760,49,,,,,,,,,,,,,,,,,,,,2,From Throw In,Drew Spence,4638.0,Right Center Midfield,98,Chelsea FCW,971,['ab4268e2-b4e8-4f7d-a6be-afbe2ffd9771'],44,Head,"[120.0, 45.8, 1.8]","[{'location': [113.0, 54.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.0, 48.0], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [112.0, 38.0], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.0, 55.0], 'player': {'id': 4659, 'name': 'Ramona Bachmann'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.0, 59.0], 'player': {'id': 15711, 'name': 'Amber Gaylor'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [112.0, 39.0], 'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [115.0, 42.0], 'player': {'id': 15708, 'name': 'Amy Goddard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 46.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.0, 50.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [120.0, 56.0], 'player': {'id': 15713, 'name': 'Bonnie Horwood'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [120.0, 41.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",f56fcbb6-53ae-4dfb-856c-c72c3641cad4,Off T,,0.3860182,Normal,Open Play,,,,Chelsea FCW,971,00:04:44.210,Shot,
