bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,2.227848,,,,,,,,,,,,,,,,,f54ed0f7-f93c-4045-a70f-afd45c9beb1e,212,,"[91.5, 44.3]",3788773,3,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Renato Júnior Luz Sanches,3593.0,Left Center Midfield,5,Portugal,780,['e088adca-cf6d-4454-9883-e4a2850d50bf'],15,,Right Foot,"[118.4, 40.4, 2.0]",True,"[{'location': [103.7, 67.1], 'player': {'id': 6374, 'name': 'Nélson Cabral Semedo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [105.6, 35.2], 'player': {'id': 5207, 'name': 'Cristiano Ronaldo dos Santos Aveiro'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.4, 53.1], 'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [85.4, 27.9], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [98.0, 61.9], 'player': {'id': 3168, 'name': 'João Filipe Iria Santos Moutinho'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [105.0, 36.7], 'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.3, 38.6], 'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [101.2, 46.4], 'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.7, 50.9], 'player': {'id': 2999, 'name': 'Presnel Kimpembe'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [93.7, 51.0], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [99.0, 58.4], 'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.6, 61.8], 'player': {'id': 5484, 'name': 'Lucas Hernández Pi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.5, 39.7], 'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.1, 28.6], 'player': {'id': 4445, 'name': 'Jules Koundé'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.4, 29.5], 'player': {'id': 9929, 'name': 'Diogo José Teixeira da Silva'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",7fb3f984-dc06-499c-9ff9-82d3cee9e059,,Saved,,,0.038592067,Normal,Open Play,,,,Portugal,780,00:03:15.287,Shot,
,,,,,,,,,,,,,,,1.076672,,,,,,,,,,,,,,,,,a20d4909-cf65-464d-89f5-5bac2e55c397,327,,"[109.4, 40.5]",3788773,5,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Cristiano Ronaldo dos Santos Aveiro,5207.0,Center Forward,18,Portugal,780,"['0a3d4c04-7ce6-4abb-a3c6-65e59f4d80a0', 'c529dfae-4891-48c3-9de1-ffbec66764a4']",25,True,Head,"[118.9, 40.1, 2.3]",,"[{'location': [110.6, 42.8], 'player': {'id': 3168, 'name': 'João Filipe Iria Santos Moutinho'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [110.8, 49.1], 'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [90.7, 17.0], 'player': {'id': 3593, 'name': 'Renato Júnior Luz Sanches'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.8, 17.8], 'player': {'id': 9929, 'name': 'Diogo José Teixeira da Silva'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [97.8, 12.2], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [106.0, 21.7], 'player': {'id': 4445, 'name': 'Jules Koundé'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.4, 16.6], 'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [110.1, 40.7], 'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.9, 41.2], 'player': {'id': 2999, 'name': 'Presnel Kimpembe'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.1, 36.0], 'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.8, 47.5], 'player': {'id': 5484, 'name': 'Lucas Hernández Pi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.7, 24.7], 'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [89.3, 20.0], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [118.9, 40.0], 'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",1b062524-59cf-4f02-ae7b-f280fa507adc,,Saved,,,0.05624265,Normal,Open Play,,,,Portugal,780,00:05:25.508,Shot,True
,,,,,,,,,,,,,,,0.460503,,,,,,,,,,,,,,,,,ac753f6e-3edc-4bab-ac27-86f37cfc1219,872,,"[101.0, 32.2]",3788773,15,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kylian Mbappé Lottin,3009.0,Left Wing,38,France,771,['eea34b36-5a31-47fa-962f-8e8e856baea6'],49,,Right Foot,"[113.7, 40.0, 1.6]",True,"[{'location': [114.3, 39.5], 'player': {'id': 5205, 'name': 'Rui Pedro dos Santos Patrício'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.5, 33.2], 'player': {'id': 20016, 'name': 'Kléper Laveran Lima Ferreira'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [83.5, 53.2], 'player': {'id': 9929, 'name': 'Diogo José Teixeira da Silva'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [85.0, 46.1], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [90.7, 42.3], 'player': {'id': 5206, 'name': 'Rúben Santos Gato Alves Dias'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [91.2, 25.5], 'player': {'id': 6374, 'name': 'Nélson Cabral Semedo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",0bf1614b-2232-4ea7-8e15-f2b8473dffbd,,Saved,,,0.16151626,Normal,Open Play,,,,France,771,00:15:49.648,Shot,
,,,,,,,,,,,,,,,1.463933,,,,,,,,,,,,,,,,,b86a75c8-0520-4783-a201-4d4b20b5feab,1042,,"[103.1, 25.5]",3788773,19,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Cristiano Ronaldo dos Santos Aveiro,5207.0,Center Forward,41,Portugal,780,['57a2c734-15ed-497f-920c-133b1f774517'],30,,Left Foot,"[120.0, 54.3, 0.4]",True,"[{'location': [84.9, 15.2], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [98.5, 35.8], 'player': {'id': 9929, 'name': 'Diogo José Teixeira da Silva'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [106.1, 27.1], 'player': {'id': 4445, 'name': 'Jules Koundé'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.2, 32.9], 'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.1, 46.1], 'player': {'id': 2999, 'name': 'Presnel Kimpembe'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [90.7, 25.5], 'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [93.8, 37.4], 'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [117.5, 37.1], 'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Off T,,,0.025544424,Volley,Open Play,,,,Portugal,780,00:19:30.223,Shot,
,,,,,,,,,,,,,,,0.031066,,,,,,,,,,,,,,,,,c9b04916-d528-4bb1-b16c-22386373d423,1412,,"[112.9, 40.6]",3788773,26,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Danilo Luís Hélio Pereira,13621.0,Center Defensive Midfield,49,Portugal,780,['6ffce96b-a68c-46bb-a86c-960a6cae50ba'],53,,Head,"[113.9, 40.6, 2.1]",,"[{'location': [113.5, 44.0], 'player': {'id': 5207, 'name': 'Cristiano Ronaldo dos Santos Aveiro'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.5, 42.5], 'player': {'id': 9929, 'name': 'Diogo José Teixeira da Silva'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [113.6, 38.5], 'player': {'id': 5206, 'name': 'Rúben Santos Gato Alves Dias'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [114.2, 26.5], 'player': {'id': 20016, 'name': 'Kléper Laveran Lima Ferreira'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [113.7, 40.5], 'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.4, 27.0], 'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.6, 38.6], 'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.6, 38.5], 'player': {'id': 4445, 'name': 'Jules Koundé'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.2, 39.6], 'player': {'id': 2999, 'name': 'Presnel Kimpembe'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.0, 39.9], 'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [110.4, 41.5], 'player': {'id': 5484, 'name': 'Lucas Hernández Pi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.7, 36.6], 'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.7, 50.0], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [104.3, 44.4], 'player': {'id': 19677, 'name': 'Karim Benzema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}]",93bfce91-7df5-432e-9ca3-a8d42561e9e3,True,Saved,,,0.2091653,Normal,Open Play,,,,Portugal,780,00:26:53.320,Shot,
,,,,,,,,,,,,,,,0.437985,,,,,,,,,,,,,,,,,f5818ad7-c5ad-4fa3-9041-37cd36b026f8,1416,,"[108.1, 40.1]",3788773,30,,,,,,,,,,,,,,,,,,,,,,,1,Other,Cristiano Ronaldo dos Santos Aveiro,5207.0,Center Forward,50,Portugal,780,['259b7676-f9d2-4525-899c-e82505cb5810'],1,,Right Foot,"[120.0, 38.4, 0.9]",,,,,Goal,,,0.7835,Normal,Penalty,,,,Portugal,780,00:30:01.429,Shot,
,,,,,,,,,,,,,,,1.121186,,,,,,,,,,,,,,,,,30b385f3-5bfe-496b-af41-293eb39afdcd,1572,,"[96.4, 51.8]",3788773,33,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,João Filipe Iria Santos Moutinho,3168.0,Right Center Midfield,55,Portugal,780,['f348e257-c741-4a0c-b399-27ceb61ed43f'],29,,Left Foot,"[120.0, 32.3, 2.4]",,"[{'location': [106.1, 40.1], 'player': {'id': 9929, 'name': 'Diogo José Teixeira da Silva'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [90.9, 29.5], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [93.0, 38.1], 'player': {'id': 3593, 'name': 'Renato Júnior Luz Sanches'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [102.3, 63.7], 'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [118.3, 40.1], 'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.6, 58.5], 'player': {'id': 5207, 'name': 'Cristiano Ronaldo dos Santos Aveiro'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.2, 36.7], 'player': {'id': 4445, 'name': 'Jules Koundé'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.6, 43.0], 'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.4, 33.4], 'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [100.0, 46.8], 'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [89.6, 25.5], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [104.1, 59.8], 'player': {'id': 5484, 'name': 'Lucas Hernández Pi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.7, 51.9], 'player': {'id': 2999, 'name': 'Presnel Kimpembe'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.1, 58.9], 'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [86.0, 41.2], 'player': {'id': 19677, 'name': 'Karim Benzema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [93.3, 67.8], 'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}]",58699541-68c9-4284-afa9-0fb60179d5d0,,Off T,,,0.04278061,Normal,Open Play,,,,Portugal,780,00:33:29.009,Shot,
,,,,,,,,,,,,,,,0.704959,,,,,,,,,,,,,,,,,4b6da650-ccdc-4728-9fd1-85d07130bf63,1741,,"[114.2, 24.1]",3788773,36,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Antoine Griezmann,5487.0,Center Attacking Midfield,61,France,771,['12419768-efa3-4609-a6f5-adf20f1b4f9d'],54,,Left Foot,"[120.0, 34.0, 6.4]",True,"[{'location': [103.2, 50.4], 'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [109.4, 41.1], 'player': {'id': 19677, 'name': 'Karim Benzema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.8, 73.7], 'player': {'id': 4445, 'name': 'Jules Koundé'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [82.4, 67.8], 'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [118.9, 36.2], 'player': {'id': 5205, 'name': 'Rui Pedro dos Santos Patrício'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [87.1, 60.3], 'player': {'id': 9929, 'name': 'Diogo José Teixeira da Silva'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [95.6, 46.1], 'player': {'id': 13621, 'name': 'Danilo Luís Hélio Pereira'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [94.9, 56.6], 'player': {'id': 3593, 'name': 'Renato Júnior Luz Sanches'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.4, 29.0], 'player': {'id': 6374, 'name': 'Nélson Cabral Semedo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.1, 37.2], 'player': {'id': 20016, 'name': 'Kléper Laveran Lima Ferreira'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.7, 41.9], 'player': {'id': 5206, 'name': 'Rúben Santos Gato Alves Dias'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.0, 63.4], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.1, 19.7], 'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}]",910bebb4-db84-4b2b-9b2c-5d16adffc6c8,,Off T,,,0.013914249,Volley,Open Play,,,,France,771,00:36:54.964,Shot,
,,,,,,,,,,,,,,,1.163614,,,,,,,,,,,,,,,,,0e378269-04d4-49d7-ac4a-210280367c60,1862,,"[93.5, 41.3]",3788773,40,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,João Filipe Iria Santos Moutinho,3168.0,Right Center Midfield,68,Portugal,780,['26bba33c-63c9-4694-b852-7e8447fef036'],4,,Right Foot,"[120.0, 49.6, 3.9]",True,"[{'location': [80.9, 14.3], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [96.6, 32.2], 'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [88.0, 26.4], 'player': {'id': 3593, 'name': 'Renato Júnior Luz Sanches'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [100.5, 28.4], 'player': {'id': 5207, 'name': 'Cristiano Ronaldo dos Santos Aveiro'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.7, 38.0], 'player': {'id': 9929, 'name': 'Diogo José Teixeira da Silva'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [102.1, 28.9], 'player': {'id': 4445, 'name': 'Jules Koundé'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.7, 16.7], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [102.8, 35.8], 'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.1, 40.1], 'player': {'id': 2999, 'name': 'Presnel Kimpembe'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.6, 33.5], 'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.8, 46.0], 'player': {'id': 5484, 'name': 'Lucas Hernández Pi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [89.3, 24.9], 'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [117.7, 40.1], 'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.5, 39.2], 'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}]",bd7d5669-aa43-4357-9212-67b761c919d6,,Off T,,,0.03706117,Normal,Open Play,,,,Portugal,780,00:40:04.028,Shot,
,,,,,,,,,,,,,,,0.447307,,,,,,,,,,,,,,,,,170fea50-74d7-4efb-a00b-218468bac30f,2023,,"[108.0, 40.0]",3788773,46,,,,,,,,,,,,,,,,,,,,,,,1,Other,Karim Benzema,19677.0,Center Forward,74,France,771,['c1ba460d-9e0e-464f-9b58-3e954b94960a'],44,,Right Foot,"[120.0, 37.5, 1.6]",,,,,Goal,,,0.7835,Normal,Penalty,,,,France,771,00:46:44.964,Shot,
