bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.433061,,,,,,,,,,,,,,,,,1a15331a-eb16-4c11-b342-5758c183759e,2103,,"[119.0, 28.3]",3788773,49,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Karim Benzema,19677.0,Center Forward,76,France,771,['7f32f7b8-dff1-41be-828f-9d72686ef044'],15,,Left Foot,"[120.0, 34.1, 0.9]",True,"[{'location': [98.7, 59.9], 'player': {'id': 9929, 'name': 'Diogo José Teixeira da Silva'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [118.9, 33.3], 'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [93.6, 60.9], 'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.5, 66.1], 'player': {'id': 4445, 'name': 'Jules Koundé'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [119.2, 36.4], 'player': {'id': 5205, 'name': 'Rui Pedro dos Santos Patrício'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.3, 33.5], 'player': {'id': 6374, 'name': 'Nélson Cabral Semedo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.0, 37.2], 'player': {'id': 20016, 'name': 'Kléper Laveran Lima Ferreira'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.2, 41.1], 'player': {'id': 13621, 'name': 'Danilo Luís Hélio Pereira'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [96.7, 50.3], 'player': {'id': 3593, 'name': 'Renato Júnior Luz Sanches'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.8, 47.7], 'player': {'id': 5206, 'name': 'Rúben Santos Gato Alves Dias'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.6, 59.5], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",e1a0e7e6-9fa7-4259-9a9a-ce2f27071346,,Off T,,,0.015122936,Volley,Open Play,,,,France,771,00:49:15.602,Shot,
,,,,,,,,,,,,,,,0.722104,,,,,,,,,,,,,,,,,5925cefc-1ca7-4e9b-b2df-a7c8c0d7b1aa,2260,,"[111.0, 50.0]",3788773,46,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Karim Benzema,19677.0,Center Forward,80,France,771,['a8944f21-a5e0-4d3b-94c6-d831590325e6'],45,,Right Foot,"[120.0, 36.5, 0.3]",True,"[{'location': [116.6, 45.8], 'player': {'id': 5205, 'name': 'Rui Pedro dos Santos Patrício'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.1, 52.4], 'player': {'id': 5206, 'name': 'Rúben Santos Gato Alves Dias'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.1, 47.0], 'player': {'id': 20016, 'name': 'Kléper Laveran Lima Ferreira'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.8, 36.2], 'player': {'id': 6374, 'name': 'Nélson Cabral Semedo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",f84049e7-581f-4dba-b4da-5495bf618dc0,,Goal,,,0.32039276,Normal,Open Play,,,,France,771,00:01:45.444,Shot,
,,,,,,,,,,,,,,,0.682133,,,,,,,,,,,,,,,,,007c9413-c234-45c2-830d-d80b4e604caa,2279,,"[112.5, 46.1]",3788773,48,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Cristiano Ronaldo dos Santos Aveiro,5207.0,Center Forward,81,Portugal,780,"['4c3f4173-b1ca-49ee-94c9-9f39faef3257', 'a531a161-c604-419d-83b8-1405258d4534']",37,True,Head,"[120.0, 45.7, 2.0]",,"[{'location': [101.6, 57.9], 'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [118.8, 41.8], 'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.9, 27.0], 'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.0, 38.2], 'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.0, 45.8], 'player': {'id': 2999, 'name': 'Presnel Kimpembe'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 49.3], 'player': {'id': 6849, 'name': 'Lucas Digne'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",19124cdd-a22a-4fcd-9bc8-7be72b7d66e7,,Off T,,,0.057676427,Normal,Open Play,,,,Portugal,780,00:03:37.836,Shot,True
,,,,,,,,,,,,,,,0.559754,,,,,,,,,,,,,,,,,e45b51af-a3c6-481f-a392-a05cc3e9b292,2646,,"[107.9, 40.0]",3788773,59,,,,,,,,,,,,,,,,,,,,,,,2,Other,Cristiano Ronaldo dos Santos Aveiro,5207.0,Center Forward,100,Portugal,780,['aaa01910-7527-4084-af82-737aa5a1a542'],31,,Right Foot,"[120.0, 36.8, 0.2]",,,,,Goal,,,0.7835,Normal,Penalty,,,,Portugal,780,00:14:31.362,Shot,
,,,,,,,,,,,,,,,0.935647,,,,,,,,,,,,,,,,,79c68e4e-a638-4684-b5c7-f8d3e0ebcb27,2910,,"[93.7, 41.9]",3788773,66,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Paul Pogba,20004.0,Right Defensive Midfield,108,France,771,['18b683f4-0f12-4037-9ac5-6f259f8d0662'],57,,Right Foot,"[118.9, 42.8, 2.1]",,"[{'location': [97.4, 21.5], 'player': {'id': 3026, 'name': 'Adrien Rabiot'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [102.1, 27.1], 'player': {'id': 19677, 'name': 'Karim Benzema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.5, 35.7], 'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.9, 45.8], 'player': {'id': 8217, 'name': 'Kingsley Coman'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.5, 47.2], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [99.8, 66.1], 'player': {'id': 4445, 'name': 'Jules Koundé'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [87.5, 46.6], 'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [103.9, 27.3], 'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [104.3, 35.0], 'player': {'id': 6374, 'name': 'Nélson Cabral Semedo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.6, 37.4], 'player': {'id': 20016, 'name': 'Kléper Laveran Lima Ferreira'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.8, 32.4], 'player': {'id': 3168, 'name': 'João Filipe Iria Santos Moutinho'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.5, 42.8], 'player': {'id': 5206, 'name': 'Rúben Santos Gato Alves Dias'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.5, 47.4], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.8, 43.7], 'player': {'id': 3593, 'name': 'Renato Júnior Luz Sanches'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.6, 53.8], 'player': {'id': 9929, 'name': 'Diogo José Teixeira da Silva'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [93.4, 39.7], 'player': {'id': 12169, 'name': 'João Maria Lobo Alves Palhinha Gonçalves'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [119.0, 40.3], 'player': {'id': 5205, 'name': 'Rui Pedro dos Santos Patrício'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",e716d3bb-0801-40d0-a226-c077e0e7abb6,,Saved to Post,,True,0.038125727,Normal,Open Play,,,,France,771,00:21:57.846,Shot,
,,,,,,,,,,,,,,,0.333795,,,,,,,,,,,,,,,,,2e361f00-2f7f-42a5-b8f6-2a9866dde7f2,2913,,"[114.3, 52.3]",3788773,67,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Antoine Griezmann,5487.0,Center Attacking Midfield,108,France,771,['4923f50f-fe44-492e-8f73-8fc6d7027475'],0,,Right Foot,"[118.3, 44.7, 1.5]",True,"[{'location': [97.3, 22.2], 'player': {'id': 3026, 'name': 'Adrien Rabiot'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [110.4, 32.9], 'player': {'id': 19677, 'name': 'Karim Benzema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [112.8, 37.6], 'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [105.1, 47.6], 'player': {'id': 8217, 'name': 'Kingsley Coman'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [119.0, 44.4], 'player': {'id': 5205, 'name': 'Rui Pedro dos Santos Patrício'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.6, 30.9], 'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [111.6, 41.1], 'player': {'id': 20016, 'name': 'Kléper Laveran Lima Ferreira'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.7, 44.5], 'player': {'id': 5206, 'name': 'Rúben Santos Gato Alves Dias'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.4, 36.1], 'player': {'id': 6374, 'name': 'Nélson Cabral Semedo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.5, 47.8], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.6, 33.3], 'player': {'id': 3168, 'name': 'João Filipe Iria Santos Moutinho'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",,,Saved,,,0.07456696,Half Volley,Open Play,,,,France,771,00:22:00.897,Shot,
,,,,,,,,,,,,,,,1.403901,,,,,,,,,,,,,,,,,aee74340-638c-478b-8cfe-5ae07e5e0339,2920,,"[94.8, 26.9]",3788773,67,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Paul Pogba,20004.0,Right Defensive Midfield,108,France,771,['d4910694-2538-4ef0-bbe9-15e10c176fb3'],9,,Right Foot,"[120.0, 48.3, 0.9]",,"[{'location': [108.0, 17.2], 'player': {'id': 3026, 'name': 'Adrien Rabiot'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [101.0, 17.0], 'player': {'id': 19677, 'name': 'Karim Benzema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.6, 36.3], 'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.4, 42.7], 'player': {'id': 8217, 'name': 'Kingsley Coman'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [110.3, 55.1], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [107.3, 53.4], 'player': {'id': 4445, 'name': 'Jules Koundé'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [106.8, 18.7], 'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [106.4, 31.4], 'player': {'id': 6374, 'name': 'Nélson Cabral Semedo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.8, 35.4], 'player': {'id': 20016, 'name': 'Kléper Laveran Lima Ferreira'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.3, 40.3], 'player': {'id': 5206, 'name': 'Rúben Santos Gato Alves Dias'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.4, 26.1], 'player': {'id': 3168, 'name': 'João Filipe Iria Santos Moutinho'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.2, 43.8], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.2, 30.4], 'player': {'id': 12169, 'name': 'João Maria Lobo Alves Palhinha Gonçalves'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.6, 39.0], 'player': {'id': 3593, 'name': 'Renato Júnior Luz Sanches'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.4, 50.2], 'player': {'id': 9929, 'name': 'Diogo José Teixeira da Silva'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [97.5, 41.6], 'player': {'id': 5207, 'name': 'Cristiano Ronaldo dos Santos Aveiro'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [118.9, 39.0], 'player': {'id': 5205, 'name': 'Rui Pedro dos Santos Patrício'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",020d3c99-65fd-4f6d-a573-6229be8d35ab,,Off T,,,0.02073681,Normal,Open Play,,,,France,771,00:22:09.132,Shot,
,,,,,,,,,,,,,,,2.257242,,,,,,,,,,,,,,,,,6647ed07-36f6-4c9a-b564-f53cafe9ed13,3059,,"[101.1, 21.4]",3788773,70,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Karim Benzema,19677.0,Center Forward,111,France,771,['0787f8db-ae89-4db5-b648-a94400a0a205'],12,,Right Foot,"[118.3, 43.7, 2.0]",True,"[{'location': [108.4, 33.9], 'player': {'id': 3026, 'name': 'Adrien Rabiot'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [104.9, 18.9], 'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [110.4, 44.9], 'player': {'id': 8217, 'name': 'Kingsley Coman'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.6, 43.3], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [93.6, 26.8], 'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [118.6, 38.0], 'player': {'id': 5205, 'name': 'Rui Pedro dos Santos Patrício'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.9, 28.6], 'player': {'id': 6374, 'name': 'Nélson Cabral Semedo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.6, 25.0], 'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [105.5, 35.3], 'player': {'id': 20016, 'name': 'Kléper Laveran Lima Ferreira'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 41.8], 'player': {'id': 5206, 'name': 'Rúben Santos Gato Alves Dias'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.8, 27.2], 'player': {'id': 3168, 'name': 'João Filipe Iria Santos Moutinho'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.1, 37.4], 'player': {'id': 12169, 'name': 'João Maria Lobo Alves Palhinha Gonçalves'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [107.7, 54.4], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.7, 48.9], 'player': {'id': 9929, 'name': 'Diogo José Teixeira da Silva'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [96.7, 41.4], 'player': {'id': 3593, 'name': 'Renato Júnior Luz Sanches'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",d8a7c3fc-9d69-418e-856c-87f1a1078208,,Saved Off Target,True,,0.010747368,Normal,Open Play,,,,France,771,00:25:12.418,Shot,
,,,,,,,,,,,,,,,0.92973,,,,,,,,,,,,,,,,,82716f56-d111-473b-8bb1-8785dd3cb3dd,3111,,"[92.5, 57.6]",3788773,71,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,João Maria Lobo Alves Palhinha Gonçalves,12169.0,Center Defensive Midfield,114,Portugal,780,['f9dec1fa-368a-43f9-a970-8997967a0f17'],12,,Right Foot,"[120.0, 37.1, 5.4]",,"[{'location': [101.0, 58.7], 'player': {'id': 5207, 'name': 'Cristiano Ronaldo dos Santos Aveiro'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [93.0, 75.8], 'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [87.0, 51.2], 'player': {'id': 3168, 'name': 'João Filipe Iria Santos Moutinho'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [103.2, 35.7], 'player': {'id': 9929, 'name': 'Diogo José Teixeira da Silva'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [100.1, 57.2], 'player': {'id': 2999, 'name': 'Presnel Kimpembe'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.5, 61.8], 'player': {'id': 3026, 'name': 'Adrien Rabiot'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.5, 41.6], 'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.2, 49.7], 'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.9, 32.4], 'player': {'id': 4445, 'name': 'Jules Koundé'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [93.4, 55.7], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [102.4, 42.3], 'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.0, 39.8], 'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}]",5a6ed192-b256-4386-b041-e1be4bcef7f9,,Off T,,,0.008355514,Normal,Open Play,,,,Portugal,780,00:26:12.806,Shot,
,,,,,,,,,,,,,,,0.174524,,,,,,,,,,,,,,,,,9fe7e818-fd97-4af8-91cf-f3094580c2ba,3256,,"[94.1, 29.0]",3788773,75,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Antoine Griezmann,5487.0,Center Attacking Midfield,121,France,771,"['27f801f5-d330-44e2-a11e-1fa6d9403bb9', 'a73a6bf7-ab54-450c-a46b-d8d1f2cbe67c']",54,,Left Foot,"[98.8, 30.7]",,"[{'location': [103.1, 19.8], 'player': {'id': 3026, 'name': 'Adrien Rabiot'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [103.6, 31.7], 'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [100.9, 35.4], 'player': {'id': 8217, 'name': 'Kingsley Coman'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.5, 47.8], 'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [95.5, 48.9], 'player': {'id': 19677, 'name': 'Karim Benzema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [118.7, 38.6], 'player': {'id': 5205, 'name': 'Rui Pedro dos Santos Patrício'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.3, 24.7], 'player': {'id': 5204, 'name': 'Bruno Miguel Borges Fernandes'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [102.8, 33.1], 'player': {'id': 20016, 'name': 'Kléper Laveran Lima Ferreira'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.9, 30.6], 'player': {'id': 6374, 'name': 'Nélson Cabral Semedo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.1, 45.8], 'player': {'id': 5206, 'name': 'Rúben Santos Gato Alves Dias'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.7, 34.0], 'player': {'id': 9927, 'name': 'Rúben Diogo Da Silva Neves'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.6, 53.1], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.1, 40.0], 'player': {'id': 12169, 'name': 'João Maria Lobo Alves Palhinha Gonçalves'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [93.6, 37.6], 'player': {'id': 3593, 'name': 'Renato Júnior Luz Sanches'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",e120776b-9846-4b1f-8dde-146cc706675b,,Blocked,,,0.024480976,Normal,Open Play,,,,France,771,00:30:54.919,Shot,
,,,,,,,,,,,,,,,0.730093,,,,,,,,,,,,,,,,,a3ff09f4-27c8-4034-9e82-aef08e2a27ec,3598,,"[98.0, 45.6]",3788773,85,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Antoine Griezmann,5487.0,Center Attacking Midfield,129,France,771,['b9f77c6a-cfca-4480-803a-21320681896d'],30,,Left Foot,"[120.0, 39.4, 5.2]",True,"[{'location': [99.2, 21.8], 'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.8, 40.1], 'player': {'id': 19677, 'name': 'Karim Benzema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.4, 55.0], 'player': {'id': 8217, 'name': 'Kingsley Coman'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [118.4, 40.4], 'player': {'id': 5205, 'name': 'Rui Pedro dos Santos Patrício'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.1, 36.3], 'player': {'id': 16028, 'name': 'José Diogo Dalot Teixeira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.3, 29.0], 'player': {'id': 5204, 'name': 'Bruno Miguel Borges Fernandes'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [107.6, 41.4], 'player': {'id': 20016, 'name': 'Kléper Laveran Lima Ferreira'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.2, 46.6], 'player': {'id': 5206, 'name': 'Rúben Santos Gato Alves Dias'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.2, 45.0], 'player': {'id': 12169, 'name': 'João Maria Lobo Alves Palhinha Gonçalves'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [107.3, 49.3], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.0, 44.3], 'player': {'id': 9927, 'name': 'Rúben Diogo Da Silva Neves'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.9, 51.9], 'player': {'id': 3593, 'name': 'Renato Júnior Luz Sanches'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",5f8d2c43-5788-4872-ad55-d39ebbebd5dd,,Off T,,,0.043513898,Normal,Open Play,,,,France,771,00:40:30.055,Shot,
