ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.290539,,,,,,,,,,,,1dc22189-a951-476f-af0d-10bfcf0d1766,193,,,"[112.0, 34.1]",3775541,5,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Millie Turner,31536.0,Left Center Back,9,Manchester United,1475,['7bd571bc-ca69-407a-9bb6-62ab1d392f33'],13,,Head,,"[118.7, 20.2]",,"[{'location': [114.4, 43.1], 'player': {'id': 31533, 'name': 'Amy Turner'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [112.1, 37.2], 'player': {'id': 31535, 'name': 'Jessica Sigsworth'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [115.4, 34.7], 'player': {'id': 31532, 'name': 'Kirsty Hanson'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [117.1, 43.2], 'player': {'id': 31540, 'name': 'Katie Zelem'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [118.5, 39.9], 'player': {'id': 38317, 'name': 'Lisa Weiß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.3, 33.5], 'player': {'id': 46537, 'name': 'Jodie Hutton'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [111.0, 36.6], 'player': {'id': 10102, 'name': 'Stine Larsen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [117.6, 36.7], 'player': {'id': 46541, 'name': 'Asmita Ale'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [109.7, 46.3], 'player': {'id': 4657, 'name': 'Anita Amma Ankyewah Asante'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.9, 41.9], 'player': {'id': 46534, 'name': ""Elisha N''Dow""}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.5, 41.1], 'player': {'id': 10193, 'name': 'Chloe Arthur'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.4, 41.6], 'player': {'id': 19499, 'name': 'Shania Hayles'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.0, 38.5], 'player': {'id': 46535, 'name': 'Natalie Haigh'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [89.2, 26.3], 'player': {'id': 31534, 'name': 'Ella Toone'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [117.4, 34.1], 'player': {'id': 15565, 'name': 'Marisa Ewers'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}]",1bd77e7f-940a-44b7-9e40-3b2cb0f0bff5,,Wayward,0.055128817,Normal,Open Play,,,,Manchester United,1475,00:05:13.754,Shot,
,,,,,,,,,,,,,,,,0.483919,,,,,,,,,,,,3a4d9510-5a36-4439-8051-019a3818a780,531,,,"[107.6, 50.5]",3775541,15,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Lucy Staniforth,15562.0,Center Attacking Midfield,30,Manchester United,1475,"['1a56746d-0387-443e-8901-0f2ceabcf1fa', '44ade934-1256-4a29-87e4-51b3225b642c', '5ea149c9-10e5-44b8-ba20-a5f4a1125677']",58,,Right Foot,,"[110.1, 48.9]",True,"[{'location': [102.6, 60.1], 'player': {'id': 10654, 'name': 'Jackie Groenen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [102.8, 46.6], 'player': {'id': 31535, 'name': 'Jessica Sigsworth'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [114.4, 39.5], 'player': {'id': 31532, 'name': 'Kirsty Hanson'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [111.9, 41.0], 'player': {'id': 31533, 'name': 'Amy Turner'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [117.9, 43.8], 'player': {'id': 38317, 'name': 'Lisa Weiß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.4, 59.1], 'player': {'id': 46537, 'name': 'Jodie Hutton'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [103.8, 56.5], 'player': {'id': 4657, 'name': 'Anita Amma Ankyewah Asante'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.3, 48.8], 'player': {'id': 46534, 'name': ""Elisha N''Dow""}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.6, 49.3], 'player': {'id': 19499, 'name': 'Shania Hayles'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [112.8, 42.4], 'player': {'id': 10193, 'name': 'Chloe Arthur'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.9, 33.4], 'player': {'id': 10102, 'name': 'Stine Larsen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [116.4, 40.8], 'player': {'id': 46541, 'name': 'Asmita Ale'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [117.9, 36.1], 'player': {'id': 15565, 'name': 'Marisa Ewers'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.3, 43.6], 'player': {'id': 46535, 'name': 'Natalie Haigh'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}]",eb576bfd-51a5-4305-998e-5674f7ae0b1e,,Blocked,0.060608402,Normal,Open Play,,,,Manchester United,1475,00:15:58.225,Shot,True
,,,,,,,,,,,,,,,,0.085303,,,,,,,,,,,,4f426851-07e6-40eb-b870-096e0131a3ee,630,,,"[105.6, 23.7]",3775541,17,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kirsty Hanson,31532.0,Left Wing,34,Manchester United,1475,"['9fbedefa-1fc8-46bd-aa7f-7530480b21c9', 'd0716a4c-525e-4e56-b0c0-3415219365bf']",51,,Right Foot,,"[106.5, 24.6]",,"[{'location': [97.6, 47.7], 'player': {'id': 10654, 'name': 'Jackie Groenen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [110.7, 37.6], 'player': {'id': 31535, 'name': 'Jessica Sigsworth'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [118.8, 39.4], 'player': {'id': 38317, 'name': 'Lisa Weiß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.1, 49.9], 'player': {'id': 4657, 'name': 'Anita Amma Ankyewah Asante'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.7, 51.3], 'player': {'id': 46537, 'name': 'Jodie Hutton'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [106.0, 53.7], 'player': {'id': 19499, 'name': 'Shania Hayles'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.8, 52.9], 'player': {'id': 32618, 'name': 'Martha Harris'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [106.2, 25.5], 'player': {'id': 15565, 'name': 'Marisa Ewers'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.3, 40.5], 'player': {'id': 46535, 'name': 'Natalie Haigh'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [110.7, 35.0], 'player': {'id': 46534, 'name': ""Elisha N''Dow""}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.3, 37.9], 'player': {'id': 10193, 'name': 'Chloe Arthur'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.8, 23.2], 'player': {'id': 25610, 'name': 'Mana Iwabuchi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.1, 23.9], 'player': {'id': 46541, 'name': 'Asmita Ale'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [101.7, 24.6], 'player': {'id': 15562, 'name': 'Lucy Staniforth'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [110.6, 41.1], 'player': {'id': 31534, 'name': 'Ella Toone'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",09d9c29c-1127-43fc-990f-2156992a03a4,,Blocked,0.03972346,Normal,Open Play,,,,Manchester United,1475,00:17:51.679,Shot,
,,,,,,,,,,,,,,,,0.12346,,,,,,,,,,,,9e4843ee-9b14-433b-a39b-1e5b955147e7,957,,,"[97.3, 37.1]",3775541,26,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kirsty Hanson,31532.0,Left Wing,52,Aston Villa,2647,"['df1ad1c0-acbc-42d1-9f00-9ed5e36ba449', 'efe5e5bf-d138-4cb1-8e2f-f3b149a44026']",20,,Left Foot,True,"[120.0, 37.9, 2.4]",,"[{'location': [86.5, 65.1], 'player': {'id': 31534, 'name': 'Ella Toone'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.0, 51.8], 'player': {'id': 31535, 'name': 'Jessica Sigsworth'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [89.8, 50.5], 'player': {'id': 15562, 'name': 'Lucy Staniforth'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [117.0, 40.4], 'player': {'id': 38317, 'name': 'Lisa Weiß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [87.0, 54.9], 'player': {'id': 10102, 'name': 'Stine Larsen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [104.5, 51.8], 'player': {'id': 4657, 'name': 'Anita Amma Ankyewah Asante'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.7, 36.6], 'player': {'id': 46535, 'name': 'Natalie Haigh'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [102.6, 30.0], 'player': {'id': 46534, 'name': ""Elisha N''Dow""}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [91.4, 43.6], 'player': {'id': 15565, 'name': 'Marisa Ewers'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}]",,,Goal,0.05420351,Normal,Open Play,,,,Manchester United,1475,00:26:20.881,Shot,
,,,,,,,,,,,,,,,,0.221894,,,,,,,,,,,,6911f725-7687-495c-a8d7-fae93e73f203,1207,,,"[110.6, 42.6]",3775541,32,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jessica Sigsworth,31535.0,Center Forward,63,Manchester United,1475,['8643d4db-64c3-4c23-8e9a-aaa3ac243e41'],2,,Right Foot,,"[113.3, 42.3, 1.4]",True,"[{'location': [99.7, 48.5], 'player': {'id': 10654, 'name': 'Jackie Groenen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [108.7, 38.0], 'player': {'id': 31532, 'name': 'Kirsty Hanson'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [113.1, 42.1], 'player': {'id': 38317, 'name': 'Lisa Weiß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.2, 47.8], 'player': {'id': 4657, 'name': 'Anita Amma Ankyewah Asante'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 52.5], 'player': {'id': 19499, 'name': 'Shania Hayles'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.9, 34.2], 'player': {'id': 46541, 'name': 'Asmita Ale'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [109.0, 42.0], 'player': {'id': 46537, 'name': 'Jodie Hutton'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [102.3, 43.4], 'player': {'id': 46535, 'name': 'Natalie Haigh'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}]",30c154f4-45f3-4143-90b1-f07ee3fab831,,Saved,0.26272953,Half Volley,Open Play,,,,Manchester United,1475,00:32:02.836,Shot,
,,,,,,,,,,,,,,,,1.132733,,,,,,,,,,,,f025be5c-82f9-4e3a-96dc-080e2a953db6,1215,,,"[92.4, 40.7]",3775541,32,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lucy Staniforth,15562.0,Center Attacking Midfield,68,Manchester United,1475,['5834a275-b11e-453a-870c-ca30643ad775'],28,,Right Foot,,"[118.6, 42.4, 0.8]",,"[{'location': [95.7, 36.6], 'player': {'id': 31535, 'name': 'Jessica Sigsworth'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [89.1, 46.6], 'player': {'id': 31534, 'name': 'Ella Toone'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [92.9, 27.9], 'player': {'id': 31532, 'name': 'Kirsty Hanson'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [94.4, 27.7], 'player': {'id': 46541, 'name': 'Asmita Ale'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [91.3, 38.3], 'player': {'id': 15565, 'name': 'Marisa Ewers'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [94.1, 39.9], 'player': {'id': 46535, 'name': 'Natalie Haigh'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [97.1, 37.4], 'player': {'id': 46534, 'name': ""Elisha N''Dow""}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [92.8, 48.2], 'player': {'id': 46537, 'name': 'Jodie Hutton'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [96.9, 43.9], 'player': {'id': 4657, 'name': 'Anita Amma Ankyewah Asante'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.7, 39.9], 'player': {'id': 38317, 'name': 'Lisa Weiß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Saved,0.027217027,Normal,Open Play,,,,Manchester United,1475,00:32:28.622,Shot,
,,,,,,,,,,,,,,,,0.892031,,,,,,,,,,,,6210b549-f1de-4471-882a-21c66ceba43b,1463,,,"[112.6, 35.0]",3775541,42,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jessica Sigsworth,31535.0,Center Forward,83,Manchester United,1475,"['92de88b0-383e-416b-852a-f164c57811cd', 'e706386c-d018-41a2-913d-dc3a4e53716b']",19,True,Head,,"[120.0, 43.0, 1.5]",,"[{'location': [100.3, 54.4], 'player': {'id': 31534, 'name': 'Ella Toone'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.8, 41.5], 'player': {'id': 10654, 'name': 'Jackie Groenen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [107.8, 36.0], 'player': {'id': 31532, 'name': 'Kirsty Hanson'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [115.0, 42.3], 'player': {'id': 31533, 'name': 'Amy Turner'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [112.7, 60.5], 'player': {'id': 46537, 'name': 'Jodie Hutton'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [115.3, 41.0], 'player': {'id': 10193, 'name': 'Chloe Arthur'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.7, 43.6], 'player': {'id': 46534, 'name': ""Elisha N''Dow""}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.1, 41.5], 'player': {'id': 4657, 'name': 'Anita Amma Ankyewah Asante'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.1, 33.9], 'player': {'id': 10102, 'name': 'Stine Larsen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [113.1, 35.8], 'player': {'id': 46535, 'name': 'Natalie Haigh'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [118.1, 39.8], 'player': {'id': 38317, 'name': 'Lisa Weiß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.6, 37.9], 'player': {'id': 46541, 'name': 'Asmita Ale'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [106.5, 58.2], 'player': {'id': 25610, 'name': 'Mana Iwabuchi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.0, 40.5], 'player': {'id': 15565, 'name': 'Marisa Ewers'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.4, 32.4], 'player': {'id': 32618, 'name': 'Martha Harris'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [116.2, 41.8], 'player': {'id': 31540, 'name': 'Katie Zelem'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",60ffed60-2f42-48b0-8fe2-5466712a4bb4,,Goal,0.0717521,Normal,Open Play,,,,Manchester United,1475,00:42:19.833,Shot,True
,,,,,,,,,,,,,,,,1.896006,,,,,,,,,,,,0af8afc6-1d34-40fe-9280-cd811f3d47c1,1808,,,"[107.5, 41.9]",3775541,48,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ella Toone,31534.0,Right Wing,107,Manchester United,1475,['3460c1ae-5a7b-443a-a625-0be371a1c456'],44,,Right Foot,,"[120.0, 32.3, 0.5]",True,"[{'location': [101.8, 40.9], 'player': {'id': 46539, 'name': 'Nadine Hanssen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [110.7, 55.4], 'player': {'id': 15565, 'name': 'Marisa Ewers'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.4, 49.4], 'player': {'id': 4657, 'name': 'Anita Amma Ankyewah Asante'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [114.2, 47.7], 'player': {'id': 46534, 'name': ""Elisha N''Dow""}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.4, 40.4], 'player': {'id': 46541, 'name': 'Asmita Ale'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [118.1, 40.9], 'player': {'id': 38317, 'name': 'Lisa Weiß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.0, 59.9], 'player': {'id': 31535, 'name': 'Jessica Sigsworth'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [112.5, 49.0], 'player': {'id': 31532, 'name': 'Kirsty Hanson'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [100.5, 35.0], 'player': {'id': 15562, 'name': 'Lucy Staniforth'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",7ee6a490-4a78-4556-a6ed-167d520c58a0,,Off T,0.1708728,Normal,Open Play,,,,Manchester United,1475,00:03:44.873,Shot,
,,,,,,,,,,,,,,,,0.18199,,,,,,,,,,,,608bb7ea-795e-4aa5-81e5-0974cb4e0475,2255,,,"[105.9, 48.3]",3775541,57,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Martha Harris,32618.0,Right Back,123,Manchester United,1475,"['3a54b412-27d5-416e-8548-6beb6ce68771', 'afda690e-e036-4c61-a2f9-5d1b0852404a']",49,,Right Foot,,"[106.9, 47.7]",,"[{'location': [109.4, 46.5], 'player': {'id': 15565, 'name': 'Marisa Ewers'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.1, 49.3], 'player': {'id': 46537, 'name': 'Jodie Hutton'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [106.8, 47.4], 'player': {'id': 46539, 'name': 'Nadine Hanssen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.0, 42.1], 'player': {'id': 10193, 'name': 'Chloe Arthur'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [110.6, 53.8], 'player': {'id': 4657, 'name': 'Anita Amma Ankyewah Asante'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [113.1, 41.9], 'player': {'id': 46534, 'name': ""Elisha N''Dow""}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.0, 37.6], 'player': {'id': 46541, 'name': 'Asmita Ale'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [118.0, 40.9], 'player': {'id': 38317, 'name': 'Lisa Weiß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.3, 45.5], 'player': {'id': 31535, 'name': 'Jessica Sigsworth'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.4, 37.0], 'player': {'id': 31532, 'name': 'Kirsty Hanson'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.6, 46.4], 'player': {'id': 31540, 'name': 'Katie Zelem'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",,,Blocked,0.07805175,Normal,Open Play,,,,Manchester United,1475,00:12:49.659,Shot,
,,,,,,,,,,,,,,,,0.788655,,,,,,,,,,,,f1190cb9-2458-431e-9273-a8fe42146963,2266,,,"[100.4, 24.8]",3775541,58,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Jackie Groenen,10654.0,Right Defensive Midfield,124,Manchester United,1475,"['0f492907-9694-49ed-830e-c6a295be8f03', '9d93737f-d069-4b4a-a486-bd29c4682f9f']",37,,Right Foot,,"[111.8, 34.8]",,"[{'location': [110.0, 42.1], 'player': {'id': 10102, 'name': 'Stine Larsen'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [109.5, 31.4], 'player': {'id': 15565, 'name': 'Marisa Ewers'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 41.9], 'player': {'id': 46541, 'name': 'Asmita Ale'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [111.1, 40.2], 'player': {'id': 46539, 'name': 'Nadine Hanssen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.5, 35.5], 'player': {'id': 46534, 'name': ""Elisha N''Dow""}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.0, 34.3], 'player': {'id': 10193, 'name': 'Chloe Arthur'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [99.3, 22.2], 'player': {'id': 15557, 'name': 'Emma Follis'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [118.0, 37.8], 'player': {'id': 38317, 'name': 'Lisa Weiß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.3, 40.3], 'player': {'id': 31533, 'name': 'Amy Turner'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [109.0, 42.7], 'player': {'id': 31536, 'name': 'Millie Turner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [111.0, 43.1], 'player': {'id': 31535, 'name': 'Jessica Sigsworth'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",19e183b5-1a80-4e2b-a078-859a7a3a5c0f,,Blocked,0.028906029,Normal,Open Play,,,,Manchester United,1475,00:13:37.192,Shot,
