bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.04629,,,,,,,,,,,,,,,,a61d1c53-8d79-4d8d-9019-e688fc5d4abc,41,,,"[109.4, 39.4]",3813295,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Bartholomew Owogbalor Ogbeche,26186.0,Center Forward,3,Hyderabad,7289,"['0c833ed6-6ad8-49df-ad36-6d28318b6037', '9ac0bf99-cc9d-473d-96f6-358be8aca4e6']",37,Right Foot,"[110.4, 39.7]",True,"[{'location': [115.2, 59.6], 'player': {'id': 179263, 'name': 'Sahil Panwar'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.2, 63.0], 'player': {'id': 162215, 'name': 'Nandhakumar Sekar'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [113.0, 46.0], 'player': {'id': 162222, 'name': 'Gaurav Bora'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.4, 42.1], 'player': {'id': 24860, 'name': 'Héctor Rodas Ramírez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.9, 49.8], 'player': {'id': 100434, 'name': 'Liridon Krasniqi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [110.6, 39.9], 'player': {'id': 162219, 'name': 'Isaac Vanmalsawma Chhakchhuak'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [96.0, 62.0], 'player': {'id': 164478, 'name': 'Nim Dorjee Tamang'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [107.4, 48.3], 'player': {'id': 164486, 'name': 'Eduardo García Martín'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [112.7, 43.2], 'player': {'id': 164488, 'name': 'Hitesh Sharma'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [115.1, 63.1], 'player': {'id': 124782, 'name': 'Nikhil Poojary'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [114.2, 41.4], 'player': {'id': 166022, 'name': 'Aniket Anil Jadhav'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [117.7, 41.4], 'player': {'id': 124784, 'name': 'Kamaljit Singh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.1, 47.0], 'player': {'id': 162216, 'name': 'Moirangthem Thoiba Singh'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [112.4, 39.9], 'player': {'id': 162218, 'name': 'Lalhrezuala Sailung'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",6eb58765-ba02-4ab4-9a33-0b1589c704cf,,,Blocked,0.12815121,Normal,Open Play,,,,Hyderabad,7289,00:00:37.583,Shot,
,,,,,,,,,,,,,,,,0.692569,,,,,,,,,,,,,,,,afe1ebf8-555f-406a-97d4-0bd6b188b1d2,137,,,"[105.1, 55.3]",3813295,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nikhil Poojary,124782.0,Right Wing,9,Hyderabad,7289,['2f5e2628-2c1c-4d90-a877-94b05b5259ae'],5,Left Foot,"[118.4, 42.6, 1.9]",,"[{'location': [108.9, 55.4], 'player': {'id': 179263, 'name': 'Sahil Panwar'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.9, 47.2], 'player': {'id': 162222, 'name': 'Gaurav Bora'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.6, 60.3], 'player': {'id': 162215, 'name': 'Nandhakumar Sekar'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [107.6, 43.7], 'player': {'id': 162216, 'name': 'Moirangthem Thoiba Singh'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [112.0, 36.9], 'player': {'id': 24860, 'name': 'Héctor Rodas Ramírez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.1, 33.3], 'player': {'id': 162218, 'name': 'Lalhrezuala Sailung'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.9, 39.7], 'player': {'id': 100434, 'name': 'Liridon Krasniqi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [97.3, 46.3], 'player': {'id': 8150, 'name': 'Francisco Javier Hernández González'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.5, 42.7], 'player': {'id': 124784, 'name': 'Kamaljit Singh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.5, 28.4], 'player': {'id': 166022, 'name': 'Aniket Anil Jadhav'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [111.1, 38.9], 'player': {'id': 26675, 'name': 'João Victor de Albuquerque Bruno'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [109.5, 35.2], 'player': {'id': 26186, 'name': 'Bartholomew Owogbalor Ogbeche'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.8, 43.3], 'player': {'id': 164486, 'name': 'Eduardo García Martín'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [98.0, 71.0], 'player': {'id': 164478, 'name': 'Nim Dorjee Tamang'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",05d53e4a-3ff6-47ca-b64e-5b7a92f7d7ac,,,Saved,0.045042556,Normal,Open Play,,,,Hyderabad,7289,00:03:05.275,Shot,
,,,,,,,,,,,,,,,,0.04686,,,,,,,,,,,,,,,,a839fff4-0c91-478e-b4b0-9ac4cf40e06c,498,,,"[102.5, 25.8]",3813295,16,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nandhakumar Sekar,162215.0,Left Midfield,34,Odisha,7291,"['67adb980-e91d-4646-ae8a-90cc734371ef', 'fd22e2ea-82ee-4411-b6fe-d07eb730204c']",51,Right Foot,"[103.5, 26.6]",,"[{'location': [108.0, 48.7], 'player': {'id': 124903, 'name': 'Akash Mishra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.5, 36.1], 'player': {'id': 26675, 'name': 'João Victor de Albuquerque Bruno'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.5, 38.2], 'player': {'id': 164488, 'name': 'Hitesh Sharma'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [95.2, 21.7], 'player': {'id': 124782, 'name': 'Nikhil Poojary'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [109.6, 39.5], 'player': {'id': 164483, 'name': 'Juan Antonio González Fernández'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.9, 36.4], 'player': {'id': 125110, 'name': 'Konsham Chinglensana Singh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.7, 39.9], 'player': {'id': 8584, 'name': 'Jonathas Cristian de Jesus'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.8, 45.0], 'player': {'id': 8150, 'name': 'Francisco Javier Hernández González'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [106.1, 52.9], 'player': {'id': 162219, 'name': 'Isaac Vanmalsawma Chhakchhuak'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [118.6, 37.7], 'player': {'id': 164482, 'name': 'Laxmikant Kattimani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.5, 26.6], 'player': {'id': 164478, 'name': 'Nim Dorjee Tamang'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",93a09a5f-d786-4286-a466-dfea2ca1af17,,,Blocked,0.015067547,Normal,Open Play,,,,Odisha,7291,00:16:51.101,Shot,
,,,,,,,,,,,,,,,,0.682438,,,,,,,,,,,,,,,,34eae746-ff50-435c-bc87-140fe701808f,559,,,"[116.6, 43.6]",3813295,17,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jonathas Cristian de Jesus,8584.0,Center Forward,36,Odisha,7291,['df80b559-f4b3-487a-b95e-e37566e734e9'],55,Left Foot,"[118.9, 40.7, 1.6]",True,"[{'location': [98.5, 24.9], 'player': {'id': 179263, 'name': 'Sahil Panwar'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [101.9, 41.1], 'player': {'id': 162219, 'name': 'Isaac Vanmalsawma Chhakchhuak'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [118.9, 22.9], 'player': {'id': 164478, 'name': 'Nim Dorjee Tamang'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.4, 36.6], 'player': {'id': 125110, 'name': 'Konsham Chinglensana Singh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.3, 41.7], 'player': {'id': 164483, 'name': 'Juan Antonio González Fernández'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.6, 23.4], 'player': {'id': 124782, 'name': 'Nikhil Poojary'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [118.8, 39.7], 'player': {'id': 164482, 'name': 'Laxmikant Kattimani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.6, 52.3], 'player': {'id': 124903, 'name': 'Akash Mishra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",50e4278c-bc33-40f7-ba4e-e885bc6c78b7,,True,Saved,0.50352275,Volley,Open Play,,,,Odisha,7291,00:17:55.719,Shot,
,,,,,,,,,,,,,,,,0.419141,,,,,,,,,,,,,,,,7858613a-14f2-49b8-bdb9-2761ace79184,622,,,"[117.3, 48.8]",3813295,19,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Isaac Vanmalsawma Chhakchhuak,162219.0,Right Midfield,42,Odisha,7291,['dc2a526d-0d77-400a-86bf-f59004fb7700'],57,Right Foot,"[120.0, 44.0, 0.2]",True,"[{'location': [105.5, 44.6], 'player': {'id': 8150, 'name': 'Francisco Javier Hernández González'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [111.8, 39.1], 'player': {'id': 100434, 'name': 'Liridon Krasniqi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [87.1, 17.5], 'player': {'id': 179263, 'name': 'Sahil Panwar'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [116.0, 29.5], 'player': {'id': 164478, 'name': 'Nim Dorjee Tamang'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.0, 18.2], 'player': {'id': 124782, 'name': 'Nikhil Poojary'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [115.0, 36.3], 'player': {'id': 164483, 'name': 'Juan Antonio González Fernández'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.2, 28.7], 'player': {'id': 26675, 'name': 'João Victor de Albuquerque Bruno'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [115.5, 43.3], 'player': {'id': 124903, 'name': 'Akash Mishra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.1, 39.9], 'player': {'id': 164488, 'name': 'Hitesh Sharma'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.0, 40.6], 'player': {'id': 164482, 'name': 'Laxmikant Kattimani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",ae04eaee-5104-4f6d-90d2-aecd7879a4e9,,,Post,0.14667813,Volley,Open Play,,,,Odisha,7291,00:19:57.621,Shot,
,,,,,,,,,,,,,,,,0.355272,,,,,,,,,,,,,,,,4e2ddba8-020a-482c-924f-66ce73890a51,625,,,"[109.6, 48.8]",3813295,19,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Francisco Javier Hernández González,8150.0,Right Center Midfield,42,Odisha,7291,['deac2e30-ede2-446c-b14e-7384a2e8dbe0'],59,Right Foot,"[118.3, 43.3, 1.1]",True,"[{'location': [88.1, 21.0], 'player': {'id': 179263, 'name': 'Sahil Panwar'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [103.3, 16.5], 'player': {'id': 124782, 'name': 'Nikhil Poojary'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [115.1, 30.9], 'player': {'id': 164478, 'name': 'Nim Dorjee Tamang'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.0, 31.4], 'player': {'id': 26675, 'name': 'João Victor de Albuquerque Bruno'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [116.2, 43.1], 'player': {'id': 164483, 'name': 'Juan Antonio González Fernández'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.4, 49.7], 'player': {'id': 124903, 'name': 'Akash Mishra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.1, 46.2], 'player': {'id': 164488, 'name': 'Hitesh Sharma'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [119.6, 50.4], 'player': {'id': 162219, 'name': 'Isaac Vanmalsawma Chhakchhuak'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [112.0, 44.4], 'player': {'id': 100434, 'name': 'Liridon Krasniqi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [118.8, 43.2], 'player': {'id': 164482, 'name': 'Laxmikant Kattimani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,,Saved,0.079039484,Half Volley,Open Play,,,,Odisha,7291,00:19:59.303,Shot,
,,,,,,,,,,,,,,,,0.531691,,,,,,,,,,,,,,,,8876d415-a680-4831-9bb4-fc06b5fa7307,842,,,"[114.2, 26.1]",3813295,26,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jonathas Cristian de Jesus,8584.0,Center Forward,58,Odisha,7291,['87daa610-cb39-44b9-b7af-08275c9936c7'],42,Right Foot,"[118.4, 36.0, 0.3]",True,"[{'location': [96.2, 34.6], 'player': {'id': 164488, 'name': 'Hitesh Sharma'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.7, 36.7], 'player': {'id': 164482, 'name': 'Laxmikant Kattimani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.3, 41.5], 'player': {'id': 26675, 'name': 'João Victor de Albuquerque Bruno'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.3, 46.8], 'player': {'id': 124903, 'name': 'Akash Mishra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.8, 21.1], 'player': {'id': 124782, 'name': 'Nikhil Poojary'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [112.4, 28.6], 'player': {'id': 164478, 'name': 'Nim Dorjee Tamang'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.9, 31.7], 'player': {'id': 164483, 'name': 'Juan Antonio González Fernández'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.9, 29.2], 'player': {'id': 125110, 'name': 'Konsham Chinglensana Singh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.8, 38.0], 'player': {'id': 162219, 'name': 'Isaac Vanmalsawma Chhakchhuak'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [108.6, 35.3], 'player': {'id': 162215, 'name': 'Nandhakumar Sekar'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [120.0, 29.7], 'player': {'id': 8150, 'name': 'Francisco Javier Hernández González'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",,,,Saved,0.01672737,Half Volley,Open Play,,,,Odisha,7291,00:26:42.588,Shot,
,,,,,,,,,,,,,,,,0.921444,,,,,,,,,,,,,,,,86755933-b629-41a1-a6b2-a23604aba82e,880,,,"[103.3, 24.0]",3813295,27,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Isaac Vanmalsawma Chhakchhuak,162219.0,Right Midfield,70,Odisha,7291,"['066acf5d-15ed-4278-995f-a33103e02141', 'de6a8f94-3c1a-4250-85f8-97347a1095ec']",53,Right Foot,"[118.4, 38.8, 2.1]",,"[{'location': [99.4, 12.2], 'player': {'id': 100434, 'name': 'Liridon Krasniqi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [106.6, 37.6], 'player': {'id': 8150, 'name': 'Francisco Javier Hernández González'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [110.0, 43.1], 'player': {'id': 8584, 'name': 'Jonathas Cristian de Jesus'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [85.3, 14.1], 'player': {'id': 179263, 'name': 'Sahil Panwar'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [118.9, 39.2], 'player': {'id': 164482, 'name': 'Laxmikant Kattimani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.9, 15.0], 'player': {'id': 162215, 'name': 'Nandhakumar Sekar'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [107.1, 21.1], 'player': {'id': 26675, 'name': 'João Victor de Albuquerque Bruno'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.2, 19.3], 'player': {'id': 124782, 'name': 'Nikhil Poojary'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.2, 24.5], 'player': {'id': 125110, 'name': 'Konsham Chinglensana Singh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.8, 30.0], 'player': {'id': 164478, 'name': 'Nim Dorjee Tamang'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.1, 35.3], 'player': {'id': 164483, 'name': 'Juan Antonio González Fernández'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.8, 37.7], 'player': {'id': 164488, 'name': 'Hitesh Sharma'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.7, 41.4], 'player': {'id': 124903, 'name': 'Akash Mishra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",3f5f9281-aac1-4011-8089-73116eff9325,,,Saved,0.03404335,Normal,Open Play,,,,Odisha,7291,00:27:53.535,Shot,True
,,,,,,,,,,,,,,,,0.102747,,,,,,,,,,,,,,,,596e0674-9335-4f70-99c1-8863fd523ce0,1081,,,"[93.0, 31.0]",3813295,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Francisco Javier Hernández González,8150.0,Right Center Midfield,84,Odisha,7291,"['3bc34430-bac4-440e-b2c4-8b0faa412031', '55b6f049-df9a-468b-96e2-62992cd144f0']",59,Left Foot,"[95.6, 31.7]",,"[{'location': [99.1, 41.2], 'player': {'id': 8584, 'name': 'Jonathas Cristian de Jesus'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.4, 15.5], 'player': {'id': 162215, 'name': 'Nandhakumar Sekar'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [118.0, 39.3], 'player': {'id': 164482, 'name': 'Laxmikant Kattimani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.7, 47.7], 'player': {'id': 162219, 'name': 'Isaac Vanmalsawma Chhakchhuak'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [94.3, 32.1], 'player': {'id': 164488, 'name': 'Hitesh Sharma'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.7, 40.6], 'player': {'id': 164483, 'name': 'Juan Antonio González Fernández'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.6, 31.8], 'player': {'id': 125110, 'name': 'Konsham Chinglensana Singh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.4, 28.0], 'player': {'id': 164478, 'name': 'Nim Dorjee Tamang'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.5, 51.9], 'player': {'id': 124903, 'name': 'Akash Mishra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.8, 38.1], 'player': {'id': 26675, 'name': 'João Victor de Albuquerque Bruno'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [86.7, 21.1], 'player': {'id': 124782, 'name': 'Nikhil Poojary'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",,,,Blocked,0.016309163,Normal,Open Play,,,,Odisha,7291,00:35:59.210,Shot,
,,,,,,,,,,,,,,,,0.40946,,,,,,,,,,,,,,,,fe20b0c6-9b6e-4c3e-b1c1-b82b69d23dee,1149,,,"[111.5, 35.8]",3813295,38,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Bartholomew Owogbalor Ogbeche,26186.0,Center Forward,90,Hyderabad,7289,['f03705ae-d714-4bcd-b1a2-72cf0c20aa7e'],21,Head,"[120.0, 37.1, 2.3]",,"[{'location': [98.3, 44.6], 'player': {'id': 164488, 'name': 'Hitesh Sharma'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [108.9, 38.2], 'player': {'id': 125110, 'name': 'Konsham Chinglensana Singh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [109.5, 36.9], 'player': {'id': 162222, 'name': 'Gaurav Bora'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.9, 43.1], 'player': {'id': 26675, 'name': 'João Victor de Albuquerque Bruno'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [115.1, 51.6], 'player': {'id': 164478, 'name': 'Nim Dorjee Tamang'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [111.6, 31.4], 'player': {'id': 164483, 'name': 'Juan Antonio González Fernández'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [110.6, 32.5], 'player': {'id': 8150, 'name': 'Francisco Javier Hernández González'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.0, 37.6], 'player': {'id': 179263, 'name': 'Sahil Panwar'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.8, 35.7], 'player': {'id': 162218, 'name': 'Lalhrezuala Sailung'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.7, 37.3], 'player': {'id': 24860, 'name': 'Héctor Rodas Ramírez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.1, 43.0], 'player': {'id': 100434, 'name': 'Liridon Krasniqi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [114.2, 48.2], 'player': {'id': 162216, 'name': 'Moirangthem Thoiba Singh'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [118.9, 39.6], 'player': {'id': 124784, 'name': 'Kamaljit Singh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.2, 44.7], 'player': {'id': 162215, 'name': 'Nandhakumar Sekar'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}]",a9786363-c8bb-4fdf-a05d-e1cf876f715c,,,Goal,0.061938006,Normal,Open Play,,,,Hyderabad,7289,00:38:21.885,Shot,
