bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.540935,,,,,,,,,,,dc74ebc7-ad41-45d1-bf72-a6889d198971,382,,"[114.4, 35.0]",3753996,9,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Right Defensive Midfield,23,Chelsea,33,['bcd6901c-5777-4a3a-b385-af7c80744e3e'],2,Right Foot,"[120.0, 36.7, 5.6]",True,"[{'location': [119.5, 31.9], 'player': {'id': 3621, 'name': 'Eden Hazard'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [111.4, 45.9], 'player': {'id': 3472, 'name': 'Willian Borges da Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.7, 38.4], 'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [117.2, 30.6], 'player': {'id': 4808, 'name': 'Andre Wisdom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.8, 31.1], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [101.5, 34.6], 'player': {'id': 5198, 'name': 'Diego da Silva Costa'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.9, 40.8], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [118.8, 37.2], 'player': {'id': 23635, 'name': 'John Ruddy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.8, 35.1], 'player': {'id': 16932, 'name': 'Youssouf Chafiq Mulumbu Ngangu'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.3, 43.5], 'player': {'id': 3576, 'name': 'Martin Olsson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.6, 35.9], 'player': {'id': 9930, 'name': 'Ryan Bennett'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.3, 34.4], 'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",3f075880-cdc2-4248-8014-c214df406b07,,Off T,0.19632597,Normal,Open Play,,,,Chelsea,33,00:09:02.326,Shot,
,,,,,,,,,,,,,,,,,0.512651,,,,,,,,,,,ad673438-78b6-4686-bd4f-ebe5d1404430,528,,"[113.0, 47.1]",3753996,12,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,John Terry,20287.0,Left Center Back,29,Chelsea,33,['91aca184-91c2-4f05-93e4-a6a309aa4ebd'],29,Right Foot,"[120.0, 45.0, 1.7]",True,"[{'location': [113.3, 33.1], 'player': {'id': 3381, 'name': 'Nemanja Matić'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [111.6, 35.0], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [118.6, 37.4], 'player': {'id': 9452, 'name': ""Gary O''Neil""}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.1, 47.5], 'player': {'id': 16932, 'name': 'Youssouf Chafiq Mulumbu Ngangu'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [115.6, 41.7], 'player': {'id': 23663, 'name': 'Dieumerci Mbokani Bezua'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [112.8, 43.8], 'player': {'id': 9930, 'name': 'Ryan Bennett'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.6, 41.3], 'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.7, 41.0], 'player': {'id': 3456, 'name': 'Kurt Happy Zouma'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [108.8, 38.2], 'player': {'id': 4808, 'name': 'Andre Wisdom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.1, 38.7], 'player': {'id': 5594, 'name': 'Branislav Ivanović'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [114.7, 39.4], 'player': {'id': 5198, 'name': 'Diego da Silva Costa'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [113.1, 46.4], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [118.1, 40.5], 'player': {'id': 23635, 'name': 'John Ruddy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",db5b71dc-e0cb-4152-8374-2490854250c5,,Off T,0.052604157,Backheel,Open Play,,,,Chelsea,33,00:12:29.935,Shot,
,,,,,,,,,,,,,,,,,0.492491,,,,,,,,,,,1199f9d5-7100-445e-8f34-2a24477ae474,545,,"[109.4, 58.7]",3753996,13,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Nathan Redmond,3286.0,Center Attacking Midfield,30,Norwich City,56,['356464e0-f423-4fb7-9b7e-94b1661497a5'],15,Right Foot,"[119.3, 42.0, 0.6]",,"[{'location': [118.9, 42.7], 'player': {'id': 3339, 'name': 'Asmir Begović'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.9, 63.5], 'player': {'id': 3666, 'name': 'Robert Kenedy Nunes do Nascimento'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.3, 51.7], 'player': {'id': 3381, 'name': 'Nemanja Matić'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [95.1, 40.3], 'player': {'id': 5594, 'name': 'Branislav Ivanović'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.2, 53.5], 'player': {'id': 20287, 'name': 'John Terry'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.2, 55.0], 'player': {'id': 3456, 'name': 'Kurt Happy Zouma'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [86.1, 39.6], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [96.6, 50.4], 'player': {'id': 23663, 'name': 'Dieumerci Mbokani Bezua'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",24ef7db0-a9a5-4742-a54f-5c90b369b997,True,Saved,0.01444099,Normal,Open Play,,,,Norwich City,56,00:13:15.471,Shot,
,,,,,,,,,,,,,,,,,0.432781,,,,,,,,,,,021f1e6d-8d88-456a-8287-917d35f68092,572,,"[109.0, 52.5]",3753996,13,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Willian Borges da Silva,3472.0,Right Wing,31,Chelsea,33,['d89864c5-a212-467c-9dfe-56ff8445537e'],48,Right Foot,"[117.9, 43.7, 0.6]",,"[{'location': [109.9, 43.1], 'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.8, 41.1], 'player': {'id': 9930, 'name': 'Ryan Bennett'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.1, 36.5], 'player': {'id': 4808, 'name': 'Andre Wisdom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.8, 41.9], 'player': {'id': 16932, 'name': 'Youssouf Chafiq Mulumbu Ngangu'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.0, 46.7], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [108.0, 41.6], 'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [108.8, 35.2], 'player': {'id': 5198, 'name': 'Diego da Silva Costa'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.3, 50.1], 'player': {'id': 9452, 'name': ""Gary O''Neil""}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.8, 51.4], 'player': {'id': 3576, 'name': 'Martin Olsson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.9, 43.5], 'player': {'id': 23635, 'name': 'John Ruddy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.5, 48.0], 'player': {'id': 3621, 'name': 'Eden Hazard'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",5f5da0dc-0b6d-480f-900d-20645eba06df,,Saved,0.03171544,Normal,Open Play,,,,Chelsea,33,00:13:48.194,Shot,
,,,,,,,,,,,,,,,,,1.016064,,,,,,,,,,,56107938-c5bd-4285-8c00-c4e23ddf16ae,825,,"[103.3, 33.1]",3753996,19,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Dieumerci Mbokani Bezua,23663.0,Center Forward,42,Norwich City,56,['fbb2ac68-3075-47bf-ae7e-ef8849ba0e24'],45,Left Foot,"[120.0, 39.5, 4.5]",,"[{'location': [102.4, 39.8], 'player': {'id': 3286, 'name': 'Nathan Redmond'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [112.5, 33.5], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [107.3, 33.6], 'player': {'id': 5594, 'name': 'Branislav Ivanović'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.7, 34.7], 'player': {'id': 3456, 'name': 'Kurt Happy Zouma'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.9, 38.4], 'player': {'id': 3339, 'name': 'Asmir Begović'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.8, 47.1], 'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [108.7, 41.9], 'player': {'id': 3666, 'name': 'Robert Kenedy Nunes do Nascimento'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.0, 38.4], 'player': {'id': 20287, 'name': 'John Terry'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.9, 24.5], 'player': {'id': 3472, 'name': 'Willian Borges da Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",023b628e-15ca-4857-a641-36ecc849746c,,Off T,0.06630662,Normal,Open Play,,,,Norwich City,56,00:19:45.941,Shot,
,,,,,,,,,,,,,,,,,0.992988,,,,,,,,,,,e810663f-b905-4bad-949d-1cee19057cfb,860,,"[99.4, 51.1]",3753996,20,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,43,Chelsea,33,"['eedc9a67-f7b7-438e-a658-b713225fce59', 'f5e62005-5572-440e-951e-ff421f1f647d']",50,Left Foot,"[119.9, 35.5, 4.6]",,"[{'location': [93.9, 67.6], 'player': {'id': 5594, 'name': 'Branislav Ivanović'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [107.2, 64.2], 'player': {'id': 3472, 'name': 'Willian Borges da Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [117.6, 42.2], 'player': {'id': 23635, 'name': 'John Ruddy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.3, 35.8], 'player': {'id': 4808, 'name': 'Andre Wisdom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.9, 57.3], 'player': {'id': 3576, 'name': 'Martin Olsson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.6, 58.2], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [90.3, 58.3], 'player': {'id': 3381, 'name': 'Nemanja Matić'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [103.2, 50.4], 'player': {'id': 16932, 'name': 'Youssouf Chafiq Mulumbu Ngangu'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.5, 38.5], 'player': {'id': 3621, 'name': 'Eden Hazard'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [108.3, 44.4], 'player': {'id': 5198, 'name': 'Diego da Silva Costa'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.5, 39.9], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [107.7, 45.5], 'player': {'id': 9452, 'name': ""Gary O''Neil""}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.6, 40.2], 'player': {'id': 9930, 'name': 'Ryan Bennett'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.1, 45.0], 'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",ae159ef2-af1f-4b00-9c43-561864074334,,Off T,0.036377795,Normal,Open Play,,,,Chelsea,33,00:20:50.780,Shot,True
,,,,,,,,,,,,,,,,,0.766212,,,,,,,,,,,a379cd46-7714-4ed7-8008-017f1ddb89ce,1038,,"[110.2, 37.6]",3753996,25,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Diego da Silva Costa,5198.0,Center Forward,51,Chelsea,33,['5b7fdeb9-ca60-4e15-bd6a-55f16d6b9448'],0,Right Foot,"[120.0, 37.6, 6.0]",True,"[{'location': [105.5, 28.9], 'player': {'id': 9452, 'name': ""Gary O''Neil""}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.1, 37.0], 'player': {'id': 23635, 'name': 'John Ruddy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.8, 46.9], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [111.6, 41.2], 'player': {'id': 3576, 'name': 'Martin Olsson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.8, 37.6], 'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.0, 31.6], 'player': {'id': 9930, 'name': 'Ryan Bennett'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.3, 30.8], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [118.1, 22.9], 'player': {'id': 4808, 'name': 'Andre Wisdom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.1, 33.2], 'player': {'id': 16932, 'name': 'Youssouf Chafiq Mulumbu Ngangu'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.5, 50.5], 'player': {'id': 3472, 'name': 'Willian Borges da Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.9, 37.2], 'player': {'id': 3621, 'name': 'Eden Hazard'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [117.8, 22.2], 'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",e55606e5-a63b-4311-964b-a9eaddda7a71,,Off T,0.18077762,Half Volley,Open Play,,,,Chelsea,33,00:25:00.933,Shot,
,,,,,,,,,,,,,,,,,0.263499,,,,,,,,,,,5922cb61-e733-4fe1-9215-7eb602a52ca6,1134,,"[99.3, 22.4]",3753996,27,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,53,Chelsea,33,"['7e7a7027-3e11-4b53-a00d-703f7d366be7', 'b23aad3b-be3e-43f7-b7fe-9d7a6a1ac4bc']",0,Right Foot,"[102.3, 25.0]",,"[{'location': [97.0, 29.8], 'player': {'id': 3621, 'name': 'Eden Hazard'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [98.6, 46.1], 'player': {'id': 3472, 'name': 'Willian Borges da Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [98.0, 31.1], 'player': {'id': 16932, 'name': 'Youssouf Chafiq Mulumbu Ngangu'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.5, 25.1], 'player': {'id': 9452, 'name': ""Gary O''Neil""}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.8, 23.6], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [104.8, 22.1], 'player': {'id': 4808, 'name': 'Andre Wisdom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.8, 29.7], 'player': {'id': 9930, 'name': 'Ryan Bennett'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.2, 36.0], 'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.6, 42.2], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [88.6, 37.0], 'player': {'id': 3381, 'name': 'Nemanja Matić'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [101.3, 15.4], 'player': {'id': 5198, 'name': 'Diego da Silva Costa'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.5, 49.8], 'player': {'id': 3576, 'name': 'Martin Olsson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.4, 38.6], 'player': {'id': 23635, 'name': 'John Ruddy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",4c78f462-94ec-4713-8240-6d0591064d22,,Blocked,0.019985871,Normal,Open Play,,,,Chelsea,33,00:27:00.902,Shot,
,,,,,,,,,,,,,,,,,0.859016,,,,,,,,,,,01f96eb1-10b0-4857-b517-b05159b1c26a,1286,,"[98.4, 24.9]",3753996,30,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Francesc Fàbregas i Soler,3478.0,Right Defensive Midfield,59,Chelsea,33,['db27257f-ecc7-444f-a943-b8eca80b4a65'],38,Right Foot,"[119.6, 37.1, 0.9]",,"[{'location': [118.1, 39.1], 'player': {'id': 23635, 'name': 'John Ruddy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.2, 38.6], 'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.3, 41.8], 'player': {'id': 3576, 'name': 'Martin Olsson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.0, 32.2], 'player': {'id': 9930, 'name': 'Ryan Bennett'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.7, 40.7], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [105.7, 30.7], 'player': {'id': 9452, 'name': ""Gary O''Neil""}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.1, 34.1], 'player': {'id': 16932, 'name': 'Youssouf Chafiq Mulumbu Ngangu'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.0, 21.4], 'player': {'id': 4808, 'name': 'Andre Wisdom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.9, 23.7], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [94.1, 29.6], 'player': {'id': 3286, 'name': 'Nathan Redmond'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [108.7, 38.2], 'player': {'id': 5198, 'name': 'Diego da Silva Costa'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.0, 32.5], 'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [91.5, 55.2], 'player': {'id': 5594, 'name': 'Branislav Ivanović'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [99.4, 38.9], 'player': {'id': 3472, 'name': 'Willian Borges da Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [105.6, 15.1], 'player': {'id': 3621, 'name': 'Eden Hazard'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",18210264-3cf9-471b-b0ef-5490499d6b28,,Saved,0.026077604,Normal,Open Play,,,,Chelsea,33,00:30:38.862,Shot,
,,,,,,,,,,,,,,,,,0.198512,,,,,,,,,,,9b4d9bcf-3fa2-4fe9-9ee9-e9f7e478d532,1557,,"[111.9, 26.8]",3753996,37,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Diego da Silva Costa,5198.0,Center Forward,67,Chelsea,33,"['2e6ba79c-6346-4824-be92-37d93078c42c', 'd6aa5628-87d4-40db-96e2-13c80a6416c6']",0,Left Foot,"[112.9, 28.1]",,"[{'location': [102.1, 39.8], 'player': {'id': 3472, 'name': 'Willian Borges da Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [105.0, 14.0], 'player': {'id': 3621, 'name': 'Eden Hazard'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [117.1, 35.9], 'player': {'id': 23635, 'name': 'John Ruddy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.0, 41.8], 'player': {'id': 3576, 'name': 'Martin Olsson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.4, 34.8], 'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.4, 27.6], 'player': {'id': 9930, 'name': 'Ryan Bennett'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.4, 43.8], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [108.8, 27.7], 'player': {'id': 4808, 'name': 'Andre Wisdom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.1, 32.5], 'player': {'id': 16932, 'name': 'Youssouf Chafiq Mulumbu Ngangu'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.4, 17.3], 'player': {'id': 9452, 'name': ""Gary O''Neil""}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.0, 24.9], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [106.0, 37.3], 'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",98c725b7-50b8-4177-96eb-854c5de3da6c,,Blocked,0.026362982,Normal,Open Play,,,,Chelsea,33,00:37:00.434,Shot,
