ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.1393,,,,,,,,,,,,,,,,f4412cfa-18fc-45ef-89d0-09fe164bf411,72,,"[103.5, 38.3]",3775634,1,,,,,,,,,,,,,,,,,,,,1,Regular Play,Freya Gregory,33010.0,Left Wing,5,Aston Villa,2647,"['68580a52-7d05-4d8c-8664-1486897c224b', 'be2afd6d-0cae-409e-ba59-cf334a257cff']",16,,Left Foot,"[104.6, 38.5]",,"[{'location': [104.4, 37.3], 'player': {'id': 46541, 'name': 'Asmita Ale'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [105.9, 43.3], 'player': {'id': 19499, 'name': 'Shania Hayles'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.3, 40.6], 'player': {'id': 46539, 'name': 'Nadine Hanssen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [116.9, 39.5], 'player': {'id': 34360, 'name': 'Alexandra MacIver'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.1, 48.1], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [106.4, 48.5], 'player': {'id': 15789, 'name': 'Rikke Læntver Sevecke'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.7, 47.2], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.7, 39.2], 'player': {'id': 4645, 'name': 'Isobel Mary Christiansen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.9, 35.2], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.5, 36.2], 'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.6, 35.3], 'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [93.8, 22.8], 'player': {'id': 4646, 'name': 'Claire Emslie'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [95.1, 34.3], 'player': {'id': 10193, 'name': 'Chloe Arthur'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",,,Blocked,,0.11257002,Normal,Open Play,,,,Aston Villa,2647,00:01:16.013,Shot,
,,,,,,,,,,,,,,,,0.284935,,,,,,,,,,,,,,,,aa784b5d-5e29-4587-a306-a0706fcc4414,264,,"[106.3, 30.9]",3775634,5,,,,,,,,,,,,,,,,,,,,1,Regular Play,Hayley Emma Raso,6818.0,Left Wing,15,Everton LFC,967,"['6aca18ba-1fad-4630-a3e2-c4ac5fe5836f', '721b9460-489e-43af-a063-d727aede383f']",48,,Right Foot,"[108.4, 32.6]",True,"[{'location': [113.5, 46.6], 'player': {'id': 4657, 'name': 'Anita Amma Ankyewah Asante'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.2, 39.5], 'player': {'id': 46537, 'name': 'Jodie Hutton'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.8, 42.8], 'player': {'id': 46541, 'name': 'Asmita Ale'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [105.7, 43.1], 'player': {'id': 46539, 'name': 'Nadine Hanssen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.5, 32.7], 'player': {'id': 46538, 'name': 'Ella Franklin-Fraiture'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [97.1, 48.1], 'player': {'id': 10193, 'name': 'Chloe Arthur'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [119.0, 37.5], 'player': {'id': 38317, 'name': 'Lisa Weiß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.0, 46.7], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.9, 40.1], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [108.4, 48.8], 'player': {'id': 4646, 'name': 'Claire Emslie'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [83.9, 57.1], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",c67f5180-510b-4b38-addb-7aaa1c03112e,,Blocked,,0.049462114,Half Volley,Open Play,,,,Everton LFC,967,00:05:48.576,Shot,
,,,,,,,,,,,,,,,,1.510348,,,,,,,,,,,,,,,,a19c69a6-879e-4bba-bc30-23a29b5173ed,1107,,"[93.2, 48.3]",3775634,29,,,,,,,,,,,,,,,,,,,,1,Regular Play,Claire Emslie,4646.0,Right Wing,60,Everton LFC,967,"['282bf151-56d1-4f7e-af68-3662e6e8952b', 'ad4bd0f4-5b6f-4a18-a37d-899ba327db05']",27,,Left Foot,"[120.0, 34.5, 5.1]",,"[{'location': [96.2, 47.2], 'player': {'id': 46541, 'name': 'Asmita Ale'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [93.1, 44.6], 'player': {'id': 10193, 'name': 'Chloe Arthur'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.9, 26.1], 'player': {'id': 46538, 'name': 'Ella Franklin-Fraiture'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [102.7, 37.2], 'player': {'id': 4657, 'name': 'Anita Amma Ankyewah Asante'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.6, 42.5], 'player': {'id': 46539, 'name': 'Nadine Hanssen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.9, 44.9], 'player': {'id': 46534, 'name': ""Elisha N''Dow""}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [101.7, 53.0], 'player': {'id': 46537, 'name': 'Jodie Hutton'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [92.6, 51.8], 'player': {'id': 33010, 'name': 'Freya Gregory'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.2, 41.6], 'player': {'id': 38317, 'name': 'Lisa Weiß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.4, 22.4], 'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [100.8, 36.0], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [100.8, 48.8], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [99.7, 58.1], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [84.1, 52.6], 'player': {'id': 4645, 'name': 'Isobel Mary Christiansen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [91.8, 56.3], 'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",c0f71049-2f99-47a4-9aa0-a5f869ca1d1b,,Off T,,0.02116831,Normal,Open Play,,,,Everton LFC,967,00:29:27.198,Shot,True
,,,,,,,,,,,,,,,,0.060857,,,,,,,,,,,,,,,,1b75fad6-97a2-40f0-8da1-9677fb4333cd,1217,,"[96.6, 53.9]",3775634,32,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nadine Hanssen,46539.0,Right Center Midfield,67,Aston Villa,2647,"['0866d1d7-25e2-43f3-9aad-e27e2762c5d3', '469ce092-f521-474e-99d9-b81d4de5db34']",6,,Right Foot,"[99.7, 52.4]",True,"[{'location': [106.6, 33.6], 'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 41.2], 'player': {'id': 34360, 'name': 'Alexandra MacIver'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [88.4, 60.5], 'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [103.3, 49.8], 'player': {'id': 4645, 'name': 'Isobel Mary Christiansen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.9, 64.8], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.8, 52.5], 'player': {'id': 15789, 'name': 'Rikke Læntver Sevecke'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.7, 42.4], 'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.9, 45.8], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.8, 70.8], 'player': {'id': 77717, 'name': 'Olivia McLoughlin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [95.8, 48.2], 'player': {'id': 10193, 'name': 'Chloe Arthur'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [102.9, 44.5], 'player': {'id': 19499, 'name': 'Shania Hayles'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.2, 35.2], 'player': {'id': 33010, 'name': 'Freya Gregory'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [84.0, 29.5], 'player': {'id': 46541, 'name': 'Asmita Ale'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}]",,,Blocked,,0.021485403,Normal,Open Play,,,,Aston Villa,2647,00:32:06.554,Shot,
,,,,,,,,,,,,,,,,0.308274,,,,,,,,,,,,,,,,fbff1d07-0b8b-4824-9c86-025ccbbd44b3,1303,,"[93.6, 46.5]",3775634,34,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jill Scott,10172.0,Right Defensive Midfield,71,Everton LFC,967,"['b139c9af-8b5e-4468-afaf-d7c0e148a322', 'fb5376aa-aa8c-44ff-aaf5-6ec41891149d']",45,,Right Foot,"[99.6, 45.0]",,"[{'location': [109.1, 34.2], 'player': {'id': 4657, 'name': 'Anita Amma Ankyewah Asante'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.8, 37.4], 'player': {'id': 46534, 'name': ""Elisha N''Dow""}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [99.8, 44.7], 'player': {'id': 46537, 'name': 'Jodie Hutton'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.3, 47.6], 'player': {'id': 46541, 'name': 'Asmita Ale'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [99.4, 40.4], 'player': {'id': 46539, 'name': 'Nadine Hanssen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.8, 41.3], 'player': {'id': 38317, 'name': 'Lisa Weiß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.5, 34.9], 'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [106.7, 34.6], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.3, 41.8], 'player': {'id': 4646, 'name': 'Claire Emslie'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",5f0185b2-ad25-457b-8eca-9b8704c85142,,Blocked,,0.028282735,Normal,Open Play,,,,Everton LFC,967,00:34:45.405,Shot,
,,,,,,,,,,,,,,,,0.682301,,,,,,,,,,,,,,,,39ba3a32-8589-41d9-a04d-b169384a3efb,1355,,"[116.7, 37.0]",3775634,35,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lucy Hope,16386.0,Center Attacking Midfield,74,Everton LFC,967,['fd664118-e850-4149-8392-26575b5bfdef'],55,,Head,"[120.0, 38.7, 1.6]",,"[{'location': [114.8, 35.9], 'player': {'id': 46538, 'name': 'Ella Franklin-Fraiture'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [113.3, 39.4], 'player': {'id': 4657, 'name': 'Anita Amma Ankyewah Asante'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.8, 45.0], 'player': {'id': 46534, 'name': ""Elisha N''Dow""}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [110.1, 53.0], 'player': {'id': 46537, 'name': 'Jodie Hutton'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.7, 48.7], 'player': {'id': 10193, 'name': 'Chloe Arthur'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [95.7, 59.3], 'player': {'id': 46541, 'name': 'Asmita Ale'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [103.2, 53.2], 'player': {'id': 46539, 'name': 'Nadine Hanssen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [119.6, 39.3], 'player': {'id': 38317, 'name': 'Lisa Weiß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.5, 32.9], 'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [106.3, 55.8], 'player': {'id': 4645, 'name': 'Isobel Mary Christiansen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [91.9, 63.0], 'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [110.6, 41.1], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",ca19558e-e39d-404c-b136-271caff28af5,True,Goal,,0.44873098,Normal,Open Play,,,,Everton LFC,967,00:35:55.953,Shot,
,,,,,,,,,,,,,,,,1.252241,,,,,,,,,,,,,,,,ab21bf71-8bd3-4962-ba2f-81e2878f2a5a,1659,,"[112.5, 45.2]",3775634,44,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Rikke Læntver Sevecke,15789.0,Left Center Back,93,Everton LFC,967,"['051ed408-239e-42b1-a22a-a72b0fbc4ed1', 'acc91df1-5f60-4247-b8f6-90bc6ea7627d', 'f8598ea7-2ad8-450d-953f-db07342704fb']",53,True,Head,"[118.4, 38.2]",,"[{'location': [111.5, 35.7], 'player': {'id': 46538, 'name': 'Ella Franklin-Fraiture'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [100.7, 38.5], 'player': {'id': 46534, 'name': ""Elisha N''Dow""}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [106.7, 38.6], 'player': {'id': 33010, 'name': 'Freya Gregory'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [109.7, 43.4], 'player': {'id': 4657, 'name': 'Anita Amma Ankyewah Asante'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.9, 41.4], 'player': {'id': 10193, 'name': 'Chloe Arthur'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [112.6, 46.0], 'player': {'id': 46537, 'name': 'Jodie Hutton'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.9, 51.8], 'player': {'id': 46541, 'name': 'Asmita Ale'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [104.1, 47.0], 'player': {'id': 46539, 'name': 'Nadine Hanssen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [119.4, 41.3], 'player': {'id': 38317, 'name': 'Lisa Weiß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.0, 35.6], 'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [99.2, 39.7], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.4, 45.7], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [111.6, 37.5], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [101.6, 51.7], 'player': {'id': 4646, 'name': 'Claire Emslie'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.7, 42.7], 'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",1f5d375c-3134-46a4-b98a-c9226b76b579,,Blocked,,0.10385484,Normal,Open Play,,,,Everton LFC,967,00:44:53.133,Shot,True
,,,,,,,,,,,,,,,,1.333658,,,,,,,,,,,,,,,,0925f9dc-929e-48a3-a2fe-041da71be5df,1820,,"[107.2, 37.8]",3775634,47,,,,,,,,,,,,,,,,,,,,2,From Throw In,Shania Hayles,19499.0,Center Forward,101,Aston Villa,2647,['9f156ebe-cbea-42d3-926a-fa6787c836bd'],5,,Head,"[118.5, 35.7, 1.0]",,"[{'location': [105.4, 30.2], 'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.6, 37.8], 'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.9, 39.5], 'player': {'id': 15789, 'name': 'Rikke Læntver Sevecke'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.2, 59.5], 'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [107.2, 45.8], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.5, 39.3], 'player': {'id': 34360, 'name': 'Alexandra MacIver'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [89.1, 41.3], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [100.0, 39.5], 'player': {'id': 4645, 'name': 'Isobel Mary Christiansen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.0, 45.9], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [94.5, 35.0], 'player': {'id': 46541, 'name': 'Asmita Ale'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [105.1, 40.5], 'player': {'id': 77717, 'name': 'Olivia McLoughlin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [93.5, 64.5], 'player': {'id': 46538, 'name': 'Ella Franklin-Fraiture'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}]",8d7c9e06-87fd-4023-8532-f8e45a668d31,,Saved Off Target,True,0.0342845,Normal,Open Play,,,,Aston Villa,2647,00:02:05.993,Shot,
,,,,,,,,,,,,,,,,0.691979,,,,,,,,,,,,,,,,e49d6e13-7ab8-49e7-95a7-78e717e535ec,2026,,"[108.1, 40.1]",3775634,53,,,,,,,,,,,,,,,,,,,,2,Other,Lucy Hope,16386.0,Center Attacking Midfield,114,Everton LFC,967,['9dfd3474-d10b-4256-9818-2161ff6bf75d'],49,,Right Foot,"[119.5, 43.1, 0.1]",,,,,Saved,,0.7835,Normal,Penalty,,,,Everton LFC,967,00:08:49.443,Shot,
,,,,,,,,,,,,,,,,0.622003,,,,,,,,,,,,,,,,83705f43-c3b4-4449-9e02-68f026982de8,2114,,"[107.3, 50.1]",3775634,56,,,,,,,,,,,,,,,,,,,,2,Regular Play,Freya Gregory,33010.0,Left Wing,120,Aston Villa,2647,['d0177855-ae91-4df0-b252-573657513afc'],43,,Left Foot,"[118.2, 41.4, 0.2]",,"[{'location': [92.2, 61.4], 'player': {'id': 77717, 'name': 'Olivia McLoughlin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [110.4, 48.6], 'player': {'id': 15789, 'name': 'Rikke Læntver Sevecke'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.4, 50.3], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.3, 42.6], 'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.5, 34.4], 'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.7, 42.5], 'player': {'id': 4645, 'name': 'Isobel Mary Christiansen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.7, 35.8], 'player': {'id': 4646, 'name': 'Claire Emslie'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [88.9, 47.8], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [79.9, 63.2], 'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.9, 42.9], 'player': {'id': 34360, 'name': 'Alexandra MacIver'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.9, 34.4], 'player': {'id': 46541, 'name': 'Asmita Ale'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [101.9, 35.6], 'player': {'id': 10193, 'name': 'Chloe Arthur'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [108.0, 42.8], 'player': {'id': 19499, 'name': 'Shania Hayles'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",83262906-bc9f-4bed-898a-595a8e51a715,,Saved,,0.11375731,Normal,Open Play,,,,Aston Villa,2647,00:11:43.110,Shot,
