50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.030186,,,,,,,,,,,,,1155dcf8-e898-487c-b011-257752cb78a5,402,,,"[110.7, 40.1]",3879812,9,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Marco Parolo,8173.0,Left Center Midfield,23,Lazio,236,"['7526479b-bb3d-4220-b95f-ea7e7718153f', 'b8c2b3a8-4370-4f0d-80cb-54682a16fa22', 'b9007859-d073-41f0-ae0a-2571acebe467']",35,True,Head,"[111.0, 38.9]",,"[{'location': [115.8, 45.3], 'player': {'id': 38389, 'name': 'Alberto Gilardino'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [109.7, 38.2], 'player': {'id': 30735, 'name': 'Mato Jajalo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.1, 41.1], 'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.4, 37.6], 'player': {'id': 31268, 'name': 'Michel Morganella'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [115.3, 36.5], 'player': {'id': 3145, 'name': 'Keita Baldé Diao'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [114.6, 42.2], 'player': {'id': 3103, 'name': 'Milan Biševac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [113.5, 43.5], 'player': {'id': 8847, 'name': 'Santiago Juan Gentiletti Selak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [104.0, 39.7], 'player': {'id': 5605, 'name': 'Oscar Hiljemark'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.3, 45.8], 'player': {'id': 10032, 'name': 'Achraf Lazaar'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [110.5, 38.6], 'player': {'id': 40350, 'name': 'Siniša Anđelković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.4, 39.3], 'player': {'id': 30928, 'name': 'Roberto Vitiello'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.0, 39.9], 'player': {'id': 7792, 'name': 'Giuseppe Pezzella'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.0, 34.1], 'player': {'id': 19286, 'name': 'Miroslav Klose'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.7, 30.9], 'player': {'id': 7785, 'name': 'Senad Lulić'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [119.2, 41.1], 'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",14c9a491-6898-4ace-a77e-9a7e11cf524d,,,Blocked,0.068897374,Normal,Open Play,,,,Lazio,236,00:09:35.806,Shot,True
,,,,,,,,,,,,,,,,0.727492,,,,,,,,,,,,,132d2b73-12ec-4ce5-9fe7-7f4626530516,407,,,"[110.8, 33.1]",3879812,9,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Miroslav Klose,19286.0,Center Forward,23,Lazio,236,"['5a1e2ea9-0d56-411a-a020-b68ad4980d30', 'f3b447c2-fa3b-4669-9917-b423178c0756']",37,,Right Foot,"[120.0, 42.9, 0.2]",True,"[{'location': [111.5, 36.6], 'player': {'id': 7792, 'name': 'Giuseppe Pezzella'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.0, 39.4], 'player': {'id': 30928, 'name': 'Roberto Vitiello'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.8, 37.7], 'player': {'id': 30735, 'name': 'Mato Jajalo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.7, 36.1], 'player': {'id': 5605, 'name': 'Oscar Hiljemark'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.8, 35.4], 'player': {'id': 40350, 'name': 'Siniša Anđelković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.7, 40.0], 'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.0, 34.8], 'player': {'id': 31268, 'name': 'Michel Morganella'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [115.6, 42.4], 'player': {'id': 38389, 'name': 'Alberto Gilardino'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [109.2, 45.6], 'player': {'id': 10032, 'name': 'Achraf Lazaar'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [111.0, 41.6], 'player': {'id': 3103, 'name': 'Milan Biševac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [113.2, 41.4], 'player': {'id': 8847, 'name': 'Santiago Juan Gentiletti Selak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [108.4, 39.5], 'player': {'id': 8173, 'name': 'Marco Parolo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [115.3, 33.7], 'player': {'id': 3145, 'name': 'Keita Baldé Diao'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [118.6, 39.4], 'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.3, 30.3], 'player': {'id': 7785, 'name': 'Senad Lulić'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",,,,Goal,0.10220712,Half Volley,Open Play,,,,Lazio,236,00:09:37.434,Shot,True
,,,,,,,,,,,,,,,,0.914647,,,,,,,,,,,,,80df9a9f-f752-4567-81ad-b7b231093efe,497,,,"[99.4, 23.2]",3879812,12,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Keita Baldé Diao,3145.0,Left Wing,28,Lazio,236,['8269ccdf-a0d4-4e5e-8008-acef4dec7a24'],16,,Right Foot,"[118.0, 41.5, 0.0]",,"[{'location': [118.4, 39.6], 'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.9, 40.4], 'player': {'id': 10032, 'name': 'Achraf Lazaar'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [106.4, 42.4], 'player': {'id': 7792, 'name': 'Giuseppe Pezzella'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.1, 34.5], 'player': {'id': 5605, 'name': 'Oscar Hiljemark'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [96.7, 28.1], 'player': {'id': 30735, 'name': 'Mato Jajalo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.8, 33.9], 'player': {'id': 40350, 'name': 'Siniša Anđelković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.8, 25.8], 'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.5, 23.1], 'player': {'id': 30928, 'name': 'Roberto Vitiello'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.7, 18.2], 'player': {'id': 31268, 'name': 'Michel Morganella'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [105.7, 44.3], 'player': {'id': 7776, 'name': 'Antonio Candreva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [97.9, 27.4], 'player': {'id': 8173, 'name': 'Marco Parolo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",,,,Saved,0.023232693,Normal,Open Play,,,,Lazio,236,00:12:16.079,Shot,
,,,,,,,,,,,,,,,,0.21435,,,,,,,,,,,,,ecf00b56-b889-43d3-aa50-b0f2b8df4eae,534,,,"[108.5, 55.3]",3879812,13,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Antonio Candreva,7776.0,Right Wing,31,Lazio,236,['8a27564a-0a89-4c00-83ea-bc78c300232e'],43,,Right Foot,"[111.7, 51.1, 0.0]",True,"[{'location': [111.9, 51.0], 'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.1, 42.1], 'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.3, 54.7], 'player': {'id': 19286, 'name': 'Miroslav Klose'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.0, 54.1], 'player': {'id': 30735, 'name': 'Mato Jajalo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.6, 51.6], 'player': {'id': 40350, 'name': 'Siniša Anđelković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.9, 29.5], 'player': {'id': 30928, 'name': 'Roberto Vitiello'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [89.5, 30.2], 'player': {'id': 3145, 'name': 'Keita Baldé Diao'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,,,Saved,0.1205948,Normal,Open Play,,,,Lazio,236,00:13:43.128,Shot,
,,,,,,,,,,,,,,,,0.399016,,,,,,,,,,,,,509d8d2c-5fb0-4bdb-87f5-88008cb054f2,546,,,"[114.5, 55.6]",3879812,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Keita Baldé Diao,3145.0,Left Wing,32,Lazio,236,['dbc2a9e3-816b-466c-8d8d-5d75ad1498c0'],3,,Right Foot,"[118.2, 44.3, 0.6]",,"[{'location': [110.7, 58.3], 'player': {'id': 7792, 'name': 'Giuseppe Pezzella'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.2, 53.4], 'player': {'id': 30735, 'name': 'Mato Jajalo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.1, 43.1], 'player': {'id': 5605, 'name': 'Oscar Hiljemark'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.5, 55.4], 'player': {'id': 40350, 'name': 'Siniša Anđelković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.6, 36.5], 'player': {'id': 31268, 'name': 'Michel Morganella'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [112.4, 46.2], 'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.1, 37.0], 'player': {'id': 30928, 'name': 'Roberto Vitiello'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.5, 45.8], 'player': {'id': 8173, 'name': 'Marco Parolo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [111.3, 37.0], 'player': {'id': 19286, 'name': 'Miroslav Klose'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [118.2, 44.3], 'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",12e6dfc6-c7b3-411c-99c6-d995ed71cfbb,True,,Saved,0.01737481,Normal,Open Play,,,,Lazio,236,00:14:03.531,Shot,
,,,,,,,,,,,,,,,,0.367564,,,,,,,,,,,,,d557e5e7-35d0-4a71-8e4c-304211fe39b6,550,,,"[119.4, 36.8]",3879812,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Miroslav Klose,19286.0,Center Forward,32,Lazio,236,"['847bde1b-2f18-4a9f-822c-6cd871c0ba7a', '9ced94df-d964-47ef-9f90-0790b20951ae']",5,True,Head,"[120.0, 37.7, 1.4]",,"[{'location': [120.0, 53.5], 'player': {'id': 3145, 'name': 'Keita Baldé Diao'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [112.7, 48.3], 'player': {'id': 30735, 'name': 'Mato Jajalo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.6, 40.1], 'player': {'id': 5605, 'name': 'Oscar Hiljemark'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.1, 33.2], 'player': {'id': 31268, 'name': 'Michel Morganella'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [118.5, 45.6], 'player': {'id': 40350, 'name': 'Siniša Anđelković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.8, 40.7], 'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.6, 36.7], 'player': {'id': 30928, 'name': 'Roberto Vitiello'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [120.0, 42.2], 'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.3, 37.9], 'player': {'id': 8173, 'name': 'Marco Parolo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",,True,True,Goal,0.8176617,Normal,Open Play,,,,Lazio,236,00:14:05.535,Shot,True
,,,,,,,,,,,,,,,,0.74234,,,,,,,,,,,,,48c84774-4d63-4f8f-8330-2ec7bee46b4c,1140,,,"[112.5, 47.4]",3879812,28,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Antonio Candreva,7776.0,Right Wing,53,Lazio,236,"['03138f3f-200c-45fe-900b-f39645a870e3', 'c5a295be-f179-4c78-b0f8-6c0699e0271e']",30,,Right Foot,"[116.6, 42.2]",True,"[{'location': [94.7, 18.0], 'player': {'id': 7785, 'name': 'Senad Lulić'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [118.2, 29.8], 'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.3, 38.1], 'player': {'id': 40350, 'name': 'Siniša Anđelković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.2, 38.0], 'player': {'id': 19286, 'name': 'Miroslav Klose'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [113.0, 31.8], 'player': {'id': 8173, 'name': 'Marco Parolo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [120.0, 29.8], 'player': {'id': 3145, 'name': 'Keita Baldé Diao'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [118.2, 36.0], 'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [91.6, 26.7], 'player': {'id': 8552, 'name': 'Robin Quaison'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [107.7, 40.4], 'player': {'id': 30735, 'name': 'Mato Jajalo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [116.7, 42.1], 'player': {'id': 7792, 'name': 'Giuseppe Pezzella'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.6, 31.5], 'player': {'id': 5605, 'name': 'Oscar Hiljemark'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.9, 25.7], 'player': {'id': 30928, 'name': 'Roberto Vitiello'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.1, 20.0], 'player': {'id': 31268, 'name': 'Michel Morganella'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [92.7, 30.3], 'player': {'id': 5510, 'name': 'Lucas Rodrigo Biglia'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [98.3, 39.3], 'player': {'id': 33311, 'name': 'Ogenyi Eddy Onazi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",28a97c8f-4204-4c7e-aaa8-6b2909f5daed,,,Blocked,0.39443803,Normal,Open Play,,,,Lazio,236,00:28:30.215,Shot,
,,,,,,,,,,,,,,,,0.847956,,,,,,,,,,,,,9dc1b865-78aa-49ec-8d67-d731f1dd387c,1722,,,"[95.3, 37.4]",3879812,40,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lucas Rodrigo Biglia,5510.0,Center Defensive Midfield,70,Lazio,236,['47d92c2f-9a6c-4609-8403-6f92dd2fe615'],49,,Right Foot,"[120.0, 43.5, 5.2]",True,"[{'location': [109.3, 21.8], 'player': {'id': 3145, 'name': 'Keita Baldé Diao'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.6, 50.7], 'player': {'id': 7776, 'name': 'Antonio Candreva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [99.4, 43.4], 'player': {'id': 33311, 'name': 'Ogenyi Eddy Onazi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [104.6, 43.4], 'player': {'id': 19286, 'name': 'Miroslav Klose'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.4, 34.5], 'player': {'id': 8173, 'name': 'Marco Parolo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [97.6, 42.3], 'player': {'id': 30704, 'name': 'Gastón Brugman'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.7, 47.1], 'player': {'id': 7792, 'name': 'Giuseppe Pezzella'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.8, 42.8], 'player': {'id': 40350, 'name': 'Siniša Anđelković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.6, 35.0], 'player': {'id': 30735, 'name': 'Mato Jajalo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.0, 33.9], 'player': {'id': 5605, 'name': 'Oscar Hiljemark'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.5, 36.7], 'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.2, 31.8], 'player': {'id': 30928, 'name': 'Roberto Vitiello'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.7, 24.4], 'player': {'id': 31268, 'name': 'Michel Morganella'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [116.3, 39.8], 'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [91.5, 26.5], 'player': {'id': 7785, 'name': 'Senad Lulić'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",3c5045bc-4cb6-4c5f-b4c3-2b0f9e8ab68a,,,Off T,0.04330624,Normal,Open Play,,,,Lazio,236,00:40:49.634,Shot,
,,,,,,,,,,,,,,,,0.42561,,,,,,,,,,,,,00e907ac-4f80-48cd-bfe0-7d659779cb96,1819,,,"[112.7, 30.2]",3879812,42,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Keita Baldé Diao,3145.0,Left Wing,73,Lazio,236,"['18da2960-3122-487d-b56d-07e0f365916d', '5f350abf-6998-4211-bbe7-61ea8458c67d']",38,,Left Foot,"[117.4, 36.0]",,"[{'location': [110.5, 36.0], 'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.5, 41.0], 'player': {'id': 40350, 'name': 'Siniša Anđelković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.4, 23.8], 'player': {'id': 30928, 'name': 'Roberto Vitiello'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.3, 35.9], 'player': {'id': 7792, 'name': 'Giuseppe Pezzella'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",d0cbd2b9-c04b-4907-bcb0-dfb753b98ff9,,,Blocked,0.36743033,Normal,Open Play,,,,Lazio,236,00:42:38.671,Shot,
,,,,,,,,,,,,,,,,1.889359,,,,,,,,,,,,,7d556278-b23a-4f61-8384-0e9d240e9f66,2162,,,"[80.3, 31.1]",3879812,47,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Giuseppe Pezzella,7792.0,Left Back,92,Palermo,2256,['57c97a40-2849-4e98-b559-eb5c1798d59e'],44,,Left Foot,"[120.0, 33.6, 6.0]",True,"[{'location': [115.4, 39.8], 'player': {'id': 12491, 'name': 'Federico Marchetti'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.0, 37.1], 'player': {'id': 19286, 'name': 'Miroslav Klose'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [100.5, 36.2], 'player': {'id': 3103, 'name': 'Milan Biševac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.7, 49.3], 'player': {'id': 8190, 'name': 'Patricio Gabarrón Gil'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.9, 35.7], 'player': {'id': 8173, 'name': 'Marco Parolo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [95.1, 31.4], 'player': {'id': 33311, 'name': 'Ogenyi Eddy Onazi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [87.1, 31.4], 'player': {'id': 3145, 'name': 'Keita Baldé Diao'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [79.6, 21.4], 'player': {'id': 7776, 'name': 'Antonio Candreva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [100.0, 33.4], 'player': {'id': 8847, 'name': 'Santiago Juan Gentiletti Selak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.9, 31.2], 'player': {'id': 7785, 'name': 'Senad Lulić'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.7, 20.1], 'player': {'id': 5510, 'name': 'Lucas Rodrigo Biglia'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [100.7, 8.2], 'player': {'id': 8552, 'name': 'Robin Quaison'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [85.3, 37.6], 'player': {'id': 30735, 'name': 'Mato Jajalo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [91.7, 49.4], 'player': {'id': 31268, 'name': 'Michel Morganella'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [90.3, 39.0], 'player': {'id': 40350, 'name': 'Siniša Anđelković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [96.4, 34.2], 'player': {'id': 5605, 'name': 'Oscar Hiljemark'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [103.4, 32.0], 'player': {'id': 38389, 'name': 'Alberto Gilardino'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [90.6, 27.3], 'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [88.1, 21.8], 'player': {'id': 30704, 'name': 'Gastón Brugman'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",75316bdd-0062-4d8d-89ef-87161a073061,,,Off T,0.0054310705,Half Volley,Open Play,,,,Palermo,2256,00:02:44.938,Shot,
