50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.159898,,,,,,,,,,,,,,,70eda9ea-aa78-4835-92fb-aa675cbe692b,116,,"[104.0, 54.4]",3901194,2,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Thomas Touré,3408.0,Right Wing,6,Bordeaux,146,"['24213662-88a1-4165-aaaa-e49332b645ff', 'eb8e7867-a6d1-4e06-8b9e-1c47d72e87cf', 'f7f533b4-4227-4271-a69e-8c0a447a709f']",0,,Right Foot,"[106.7, 51.5]",,"[{'location': [98.6, 28.0], 'player': {'id': 4442, 'name': 'Maxime Poundjé'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [108.0, 38.2], 'player': {'id': 3150, 'name': 'Jaroslav Plašil'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [98.7, 49.3], 'player': {'id': 10448, 'name': 'Adam Ounas'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [94.4, 48.5], 'player': {'id': 3184, 'name': 'Enzo Crivelli'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [91.3, 64.9], 'player': {'id': 3406, 'name': 'Jérémy Toulalan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.4, 54.8], 'player': {'id': 27558, 'name': 'Elderson Uwa Echiejile'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.4, 50.6], 'player': {'id': 3955, 'name': 'Tiemoué Bakayoko'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.6, 40.9], 'player': {'id': 3374, 'name': 'Andrea Raggi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.1, 37.3], 'player': {'id': 3247, 'name': 'Fábio Henrique Tavares'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.7, 43.6], 'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.8, 50.7], 'player': {'id': 10805, 'name': 'Ricardo Alberto Silveira de Carvalho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",,,Blocked,0.056873374,Normal,Open Play,,,,Bordeaux,146,00:02:00.231,Shot,True
,,,,,,,,,,,,,,,,,,0.642279,,,,,,,,,,,,,,,48094abc-4f57-4f3c-9248-8850da330f5b,142,,"[109.1, 34.4]",3901194,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Enzo Crivelli,3184.0,Center Forward,9,Bordeaux,146,['c6d1de21-0954-40d6-927b-e18fe9d4e9da'],28,,Head,"[115.8, 41.8]",,"[{'location': [109.0, 44.5], 'player': {'id': 27558, 'name': 'Elderson Uwa Echiejile'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.4, 40.8], 'player': {'id': 3406, 'name': 'Jérémy Toulalan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.8, 33.8], 'player': {'id': 3374, 'name': 'Andrea Raggi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.8, 38.5], 'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.9, 44.6], 'player': {'id': 18953, 'name': 'Vágner Silva de Souza'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [107.1, 36.3], 'player': {'id': 3955, 'name': 'Tiemoué Bakayoko'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [96.7, 49.9], 'player': {'id': 4454, 'name': 'Farès Bahlouli'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [99.7, 36.4], 'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [101.6, 29.6], 'player': {'id': 3408, 'name': 'Thomas Touré'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [110.5, 33.7], 'player': {'id': 3779, 'name': 'Cédric Yambéré'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [110.6, 47.1], 'player': {'id': 3150, 'name': 'Jaroslav Plašil'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [109.9, 34.4], 'player': {'id': 3247, 'name': 'Fábio Henrique Tavares'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.3, 40.1], 'player': {'id': 4442, 'name': 'Maxime Poundjé'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [109.9, 36.3], 'player': {'id': 4542, 'name': 'Pablo Nascimento Castro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [108.6, 36.7], 'player': {'id': 10805, 'name': 'Ricardo Alberto Silveira de Carvalho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",801e8e99-753c-4536-aad3-5ab7e2ef6b6a,,Wayward,0.030397415,Normal,Open Play,,,,Bordeaux,146,00:03:28.800,Shot,
,,,,,,,,,,,,,,,,,,0.847404,,,,,,,,,,,,,,,7606f1dd-78e0-4df5-b592-27747e7be0db,324,,"[89.1, 29.1]",3901194,7,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Farès Bahlouli,4454.0,Center Attacking Midfield,20,AS Monaco,129,['a979a609-271c-4da0-9cbe-1782fe7f6a2c'],41,,Right Foot,"[116.2, 38.2, 1.6]",True,"[{'location': [95.1, 51.2], 'player': {'id': 4442, 'name': 'Maxime Poundjé'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [94.4, 34.2], 'player': {'id': 3150, 'name': 'Jaroslav Plašil'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [95.5, 29.8], 'player': {'id': 3779, 'name': 'Cédric Yambéré'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [116.8, 38.3], 'player': {'id': 4509, 'name': 'Jérôme Prior'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.9, 40.7], 'player': {'id': 4628, 'name': 'Diego Armando Valentin Contento'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.3, 35.1], 'player': {'id': 4542, 'name': 'Pablo Nascimento Castro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.4, 30.0], 'player': {'id': 2946, 'name': 'Frédéric Guilbert'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.2, 23.3], 'player': {'id': 30338, 'name': 'André Biyogo Poko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.6, 17.5], 'player': {'id': 3408, 'name': 'Thomas Touré'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [94.0, 38.9], 'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [96.1, 27.5], 'player': {'id': 18953, 'name': 'Vágner Silva de Souza'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.3, 27.6], 'player': {'id': 27558, 'name': 'Elderson Uwa Echiejile'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [88.4, 21.2], 'player': {'id': 3955, 'name': 'Tiemoué Bakayoko'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [101.4, 11.2], 'player': {'id': 3245, 'name': 'Thomas Lemar'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,,Saved,0.013365028,Half Volley,Open Play,,,,AS Monaco,129,00:07:41.965,Shot,
,,,,,,,,,,,,,,,,,,1.500485,,,,,,,,,,,,,,,3467897b-984a-4a08-986a-f20695b0774b,469,,"[89.2, 24.5]",3901194,11,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Maxime Poundjé,4442.0,Left Wing,29,Bordeaux,146,['c0605614-389a-4af6-be3a-f5345660d478'],12,,Left Foot,"[117.6, 39.2, 0.9]",,"[{'location': [118.3, 39.4], 'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.6, 57.2], 'player': {'id': 27558, 'name': 'Elderson Uwa Echiejile'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.3, 44.5], 'player': {'id': 10805, 'name': 'Ricardo Alberto Silveira de Carvalho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.9, 32.6], 'player': {'id': 3374, 'name': 'Andrea Raggi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [93.2, 39.7], 'player': {'id': 3406, 'name': 'Jérémy Toulalan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [96.1, 22.3], 'player': {'id': 3247, 'name': 'Fábio Henrique Tavares'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [90.0, 26.0], 'player': {'id': 3955, 'name': 'Tiemoué Bakayoko'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [80.6, 20.9], 'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [92.8, 11.4], 'player': {'id': 4628, 'name': 'Diego Armando Valentin Contento'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [96.2, 44.1], 'player': {'id': 3184, 'name': 'Enzo Crivelli'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [79.4, 62.6], 'player': {'id': 3408, 'name': 'Thomas Touré'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [86.0, 43.2], 'player': {'id': 10448, 'name': 'Adam Ounas'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",0c2f39f6-968d-4815-a276-202be3f4a5b7,,Saved,0.0061615477,Normal,Open Play,,,,Bordeaux,146,00:11:12.902,Shot,
,,,,,,,,,,,,,,,,,,1.299408,,,,,,,,,,,,,,,85179fec-0115-429c-b729-675a5cdb0b5a,985,,"[113.4, 37.3]",3901194,24,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Vágner Silva de Souza,18953.0,Center Forward,58,AS Monaco,129,"['daae81b0-0172-4c84-9654-9c92a2ae42aa', 'f0b871d8-bb3b-42e6-a521-b6a773089f86']",3,True,Head,"[114.9, 50.3]",,"[{'location': [110.2, 41.1], 'player': {'id': 4628, 'name': 'Diego Armando Valentin Contento'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.8, 18.4], 'player': {'id': 3408, 'name': 'Thomas Touré'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [114.5, 37.1], 'player': {'id': 4542, 'name': 'Pablo Nascimento Castro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.7, 34.1], 'player': {'id': 2946, 'name': 'Frédéric Guilbert'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.1, 28.5], 'player': {'id': 3779, 'name': 'Cédric Yambéré'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.5, 37.7], 'player': {'id': 4509, 'name': 'Jérôme Prior'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.9, 44.6], 'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.0, 35.2], 'player': {'id': 3245, 'name': 'Thomas Lemar'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",120237ee-be31-4178-9c48-396ce89fbbbe,,Wayward,0.15863197,Normal,Open Play,,,,AS Monaco,129,00:24:03.106,Shot,True
,,,,,,,,,,,,,,,,,,0.978738,,,,,,,,,,,,,,,356a7e2c-32d1-4822-8259-dab92f534129,1071,,"[100.5, 47.5]",3901194,25,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Adam Ounas,10448.0,Center Attacking Midfield,59,Bordeaux,146,['0e89974a-ba2b-46e3-bad1-28102152b59f'],13,,Left Foot,"[120.0, 31.8, 6.5]",True,"[{'location': [113.5, 41.5], 'player': {'id': 10805, 'name': 'Ricardo Alberto Silveira de Carvalho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 47.3], 'player': {'id': 27558, 'name': 'Elderson Uwa Echiejile'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.4, 38.3], 'player': {'id': 3374, 'name': 'Andrea Raggi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [92.8, 59.1], 'player': {'id': 3245, 'name': 'Thomas Lemar'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [102.7, 38.4], 'player': {'id': 3406, 'name': 'Jérémy Toulalan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.6, 20.6], 'player': {'id': 3247, 'name': 'Fábio Henrique Tavares'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.9, 40.1], 'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.8, 38.9], 'player': {'id': 4442, 'name': 'Maxime Poundjé'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [112.5, 40.9], 'player': {'id': 3184, 'name': 'Enzo Crivelli'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Off T,0.047788996,Volley,Open Play,,,,Bordeaux,146,00:25:13.165,Shot,
,,,,,,,,,,,,,,,,,,0.017283,,,,,,,,,,,,,,,e9d1b6d6-84cf-4c0b-8019-e8bc7f5e54b5,1174,,"[109.6, 25.8]",3901194,27,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Thomas Lemar,3245.0,Left Wing,67,AS Monaco,129,"['638a4b3a-9931-4389-8a5c-2d19819072d5', 'bd080a80-c358-4516-8b80-a184ef5db375']",43,,Left Foot,"[110.3, 26.6]",,"[{'location': [95.5, 40.2], 'player': {'id': 3779, 'name': 'Cédric Yambéré'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.5, 49.0], 'player': {'id': 4628, 'name': 'Diego Armando Valentin Contento'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.0, 26.8], 'player': {'id': 3408, 'name': 'Thomas Touré'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [112.5, 36.5], 'player': {'id': 2946, 'name': 'Frédéric Guilbert'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.5, 37.9], 'player': {'id': 4542, 'name': 'Pablo Nascimento Castro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.2, 27.1], 'player': {'id': 30338, 'name': 'André Biyogo Poko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.1, 35.0], 'player': {'id': 4509, 'name': 'Jérôme Prior'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [89.8, 22.7], 'player': {'id': 27558, 'name': 'Elderson Uwa Echiejile'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [104.8, 54.2], 'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [112.5, 37.8], 'player': {'id': 18953, 'name': 'Vágner Silva de Souza'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",3bf9f3f5-1f27-402b-8633-cbcb19630e8e,,Blocked,0.032110974,Normal,Open Play,,,,AS Monaco,129,00:27:43.970,Shot,
,,,,,,,,,,,,,,,,,,1.219792,,,,,,,,,,,,,,,c61496e3-4431-4264-b8cf-2d0351c15b0c,1192,,"[104.8, 55.5]",3901194,27,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Adam Ounas,10448.0,Center Attacking Midfield,68,Bordeaux,146,['567c7bf6-3f21-438c-add4-1261e0c69e96'],57,,Right Foot,"[120.0, 30.5, 0.2]",,"[{'location': [98.4, 38.3], 'player': {'id': 3184, 'name': 'Enzo Crivelli'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [80.4, 59.7], 'player': {'id': 3408, 'name': 'Thomas Touré'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.6, 52.1], 'player': {'id': 10805, 'name': 'Ricardo Alberto Silveira de Carvalho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.0, 51.0], 'player': {'id': 3374, 'name': 'Andrea Raggi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.5, 50.0], 'player': {'id': 3406, 'name': 'Jérémy Toulalan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [98.9, 37.2], 'player': {'id': 3247, 'name': 'Fábio Henrique Tavares'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [85.9, 63.8], 'player': {'id': 27558, 'name': 'Elderson Uwa Echiejile'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [87.2, 44.4], 'player': {'id': 3955, 'name': 'Tiemoué Bakayoko'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [116.9, 43.3], 'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",03fbcfa3-d061-465b-8182-45937c976967,True,Off T,0.05585073,Normal,Open Play,,,,Bordeaux,146,00:27:57.812,Shot,
,,,,,,,,,,,,,,,,,,1.407972,,,,,,,,,,,,,,,3157fa6b-e760-427c-933f-1a7641077e2e,1384,,"[92.8, 54.9]",3901194,32,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Farès Bahlouli,4454.0,Center Attacking Midfield,79,AS Monaco,129,['40ed4ade-2641-44f8-985a-88eeee56f65a'],31,,Right Foot,"[120.0, 34.5, 0.5]",,"[{'location': [117.1, 41.2], 'player': {'id': 4509, 'name': 'Jérôme Prior'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [79.1, 22.5], 'player': {'id': 10448, 'name': 'Adam Ounas'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [97.7, 58.7], 'player': {'id': 4442, 'name': 'Maxime Poundjé'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [96.3, 52.7], 'player': {'id': 3779, 'name': 'Cédric Yambéré'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [98.0, 44.5], 'player': {'id': 3150, 'name': 'Jaroslav Plašil'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.8, 58.9], 'player': {'id': 4628, 'name': 'Diego Armando Valentin Contento'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.9, 43.7], 'player': {'id': 4542, 'name': 'Pablo Nascimento Castro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.4, 23.2], 'player': {'id': 3408, 'name': 'Thomas Touré'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [103.8, 37.3], 'player': {'id': 2946, 'name': 'Frédéric Guilbert'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.4, 31.5], 'player': {'id': 30338, 'name': 'André Biyogo Poko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.0, 22.4], 'player': {'id': 10805, 'name': 'Ricardo Alberto Silveira de Carvalho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [81.6, 31.0], 'player': {'id': 3955, 'name': 'Tiemoué Bakayoko'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [89.7, 68.5], 'player': {'id': 3247, 'name': 'Fábio Henrique Tavares'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [95.9, 40.5], 'player': {'id': 3245, 'name': 'Thomas Lemar'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.8, 36.3], 'player': {'id': 18953, 'name': 'Vágner Silva de Souza'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.3, 71.2], 'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [84.7, 24.1], 'player': {'id': 3406, 'name': 'Jérémy Toulalan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",f560d386-eb7d-4dbe-83b7-c9caad2e50dd,,Off T,0.015194363,Normal,Open Play,,,,AS Monaco,129,00:32:31.072,Shot,
,,,,,,,,,,,,,,,,,,0.056048,,,,,,,,,,,,,,,97f8b1f9-db66-49a8-a5c5-4cb84815402a,1541,,"[100.0, 36.1]",3901194,36,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Farès Bahlouli,4454.0,Center Attacking Midfield,89,AS Monaco,129,"['5399223b-1a23-499d-94bf-944efc2c2e7c', 'b3fe7b0e-b912-41a2-b01f-92b865df8cff']",3,,Left Foot,"[102.7, 36.4]",,"[{'location': [101.0, 45.3], 'player': {'id': 30338, 'name': 'André Biyogo Poko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.0, 57.3], 'player': {'id': 4442, 'name': 'Maxime Poundjé'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [95.0, 34.8], 'player': {'id': 10448, 'name': 'Adam Ounas'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [106.8, 42.6], 'player': {'id': 4628, 'name': 'Diego Armando Valentin Contento'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.7, 42.6], 'player': {'id': 4542, 'name': 'Pablo Nascimento Castro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.2, 37.3], 'player': {'id': 3779, 'name': 'Cédric Yambéré'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.1, 36.7], 'player': {'id': 2946, 'name': 'Frédéric Guilbert'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.6, 33.1], 'player': {'id': 3408, 'name': 'Thomas Touré'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [115.1, 39.5], 'player': {'id': 4509, 'name': 'Jérôme Prior'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.5, 26.2], 'player': {'id': 3245, 'name': 'Thomas Lemar'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.2, 38.6], 'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [109.6, 45.2], 'player': {'id': 18953, 'name': 'Vágner Silva de Souza'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.5, 58.9], 'player': {'id': 3247, 'name': 'Fábio Henrique Tavares'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",95ca8681-5004-4990-bceb-b9c65b1f9c57,,Blocked,0.06080523,Normal,Open Play,,,,AS Monaco,129,00:36:03.028,Shot,
