ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,2.96702,,,,,,,,,,,,,,77c55ef6-8d9e-482c-9fa8-8f75d12cad77,70,,,"[100.6, 21.9]",22973,1,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Kosovare Asllani,10220.0,Center Attacking Midfield,5,Sweden Women's,858,['3989c223-cf34-4c38-a88d-6321930a6b29'],19,,Right Foot,"[120.0, 49.9, 3.8]",True,"[{'location': [107.1, 16.2], 'player': {'id': 25698, 'name': 'Anna Anvegård'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [118.8, 37.3], 'player': {'id': 25813, 'name': 'Waraporn Boonsing'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.1, 13.6], 'player': {'id': 25697, 'name': 'Lina Mona Andréa Hurtig'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [81.8, 21.7], 'player': {'id': 10224, 'name': 'Sara Caroline Seger'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [100.2, 36.7], 'player': {'id': 10221, 'name': 'Elin Ingrid Johanna Rubensson'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [102.3, 48.4], 'player': {'id': 10215, 'name': 'Fridolina Rolfö'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.3, 17.5], 'player': {'id': 25680, 'name': 'Natthakarn Chinwong'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.3, 19.3], 'player': {'id': 25670, 'name': 'Pikul Khueanpet'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.2, 11.1], 'player': {'id': 25669, 'name': 'Taneekarn Dangda'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [97.9, 22.5], 'player': {'id': 25676, 'name': 'Silawan Intamee'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.5, 41.8], 'player': {'id': 25678, 'name': 'Rattikan Thongsombut'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [109.1, 24.2], 'player': {'id': 25812, 'name': 'Pitsamai Sornsai'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.6, 33.5], 'player': {'id': 25673, 'name': 'Suchawadee Nildhamrong'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [110.5, 37.8], 'player': {'id': 25675, 'name': 'Sunisa Srangthaisong'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",b6b4584a-2d72-4d6c-b582-5dbdc5bd0bc2,,Off T,,0.02149524,Normal,Open Play,,,,Sweden Women's,858,00:01:19.042,Shot,
,,,,,,,,,,,,,,,,,,1.547908,,,,,,,,,,,,,,fe79a787-7ddb-4ead-ade1-18a3430ff8de,145,,,"[112.4, 39.6]",22973,3,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Kosovare Asllani,10220.0,Center Attacking Midfield,8,Sweden Women's,858,['d0e27664-8f6a-45bc-b163-275f1e0830ae'],4,,Other,"[120.0, 44.1, 3.8]",True,"[{'location': [112.5, 48.4], 'player': {'id': 10215, 'name': 'Fridolina Rolfö'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [110.7, 30.9], 'player': {'id': 25698, 'name': 'Anna Anvegård'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.7, 22.6], 'player': {'id': 25697, 'name': 'Lina Mona Andréa Hurtig'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [119.6, 41.2], 'player': {'id': 25813, 'name': 'Waraporn Boonsing'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.4, 40.5], 'player': {'id': 25675, 'name': 'Sunisa Srangthaisong'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.3, 38.1], 'player': {'id': 25673, 'name': 'Suchawadee Nildhamrong'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.6, 36.1], 'player': {'id': 25812, 'name': 'Pitsamai Sornsai'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.5, 29.9], 'player': {'id': 25680, 'name': 'Natthakarn Chinwong'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.9, 22.1], 'player': {'id': 25670, 'name': 'Pikul Khueanpet'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [100.3, 29.7], 'player': {'id': 25676, 'name': 'Silawan Intamee'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",330358fc-67f0-4d3a-82df-9a949d5aa998,,Off T,,0.1379833,Normal,Open Play,,,,Sweden Women's,858,00:03:04.331,Shot,
,,,,,,,,,,,,,,,,,,1.0689,,,,,,,,,,,,,,4f347ef6-5501-4fb9-a230-4c98502d003e,204,,,"[113.7, 40.2]",22973,5,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Linda Brigitta Sembrant,10230.0,Left Center Back,14,Sweden Women's,858,['83343960-399c-41f6-851a-6827af1f33ba'],22,,Head,"[120.0, 36.7, 1.3]",,"[{'location': [115.3, 40.3], 'player': {'id': 25813, 'name': 'Waraporn Boonsing'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.6, 38.0], 'player': {'id': 25680, 'name': 'Natthakarn Chinwong'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.1, 36.8], 'player': {'id': 25670, 'name': 'Pikul Khueanpet'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [113.5, 39.0], 'player': {'id': 25675, 'name': 'Sunisa Srangthaisong'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.8, 40.2], 'player': {'id': 25679, 'name': 'Ainon Phancha'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.3, 42.3], 'player': {'id': 25812, 'name': 'Pitsamai Sornsai'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.8, 34.4], 'player': {'id': 10215, 'name': 'Fridolina Rolfö'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [112.8, 39.3], 'player': {'id': 25698, 'name': 'Anna Anvegård'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [112.3, 45.2], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [108.1, 50.2], 'player': {'id': 10375, 'name': 'Nilla Fischer'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [108.6, 46.4], 'player': {'id': 25697, 'name': 'Lina Mona Andréa Hurtig'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [109.7, 46.4], 'player': {'id': 25673, 'name': 'Suchawadee Nildhamrong'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.0, 49.1], 'player': {'id': 25678, 'name': 'Rattikan Thongsombut'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}]",87b97137-8651-4544-b42d-31324c5706a3,,Goal,,0.1336544,Normal,Open Play,,,,Sweden Women's,858,00:05:22.633,Shot,
,,,,,,,,,,,,,,,,,,1.48649,,,,,,,,,,,,,,f6292d5b-219d-439f-be48-50d280673bc1,301,,,"[102.5, 60.7]",22973,7,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Fridolina Rolfö,10215.0,Right Wing,19,Sweden Women's,858,"['2d207ee1-00a3-4eaf-85e8-2b69c1aeafb8', '534c840c-e3ae-49a1-926d-5df6d64b26b5']",50,,Left Foot,"[119.3, 43.2, 0.5]",,"[{'location': [106.6, 36.8], 'player': {'id': 25697, 'name': 'Lina Mona Andréa Hurtig'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [108.8, 38.2], 'player': {'id': 25679, 'name': 'Ainon Phancha'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.4, 42.6], 'player': {'id': 25680, 'name': 'Natthakarn Chinwong'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.6, 42.9], 'player': {'id': 25813, 'name': 'Waraporn Boonsing'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.9, 56.9], 'player': {'id': 25812, 'name': 'Pitsamai Sornsai'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.3, 60.9], 'player': {'id': 25675, 'name': 'Sunisa Srangthaisong'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.3, 66.5], 'player': {'id': 25678, 'name': 'Rattikan Thongsombut'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [108.4, 63.4], 'player': {'id': 25673, 'name': 'Suchawadee Nildhamrong'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.0, 59.1], 'player': {'id': 25676, 'name': 'Silawan Intamee'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.6, 53.7], 'player': {'id': 25670, 'name': 'Pikul Khueanpet'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [97.8, 53.9], 'player': {'id': 10220, 'name': 'Kosovare Asllani'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [108.3, 57.0], 'player': {'id': 25698, 'name': 'Anna Anvegård'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.8, 71.1], 'player': {'id': 10221, 'name': 'Elin Ingrid Johanna Rubensson'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [95.7, 69.3], 'player': {'id': 24693, 'name': 'Hanna Erica Maria Glas'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [90.2, 35.0], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [87.7, 25.3], 'player': {'id': 25669, 'name': 'Taneekarn Dangda'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}]",,,Saved,,0.010114029,Normal,Open Play,,,,Sweden Women's,858,00:07:50.061,Shot,True
,,,,,,,,,,,,,,,,,,0.774346,,,,,,,,,,,,,,2f0368a7-8714-4481-a7b7-1eff3de098f4,354,,,"[108.9, 42.6]",22973,8,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Fridolina Rolfö,10215.0,Right Wing,21,Sweden Women's,858,['4b39d3c7-c338-4d83-ab7c-10fef16ccdf6'],49,,Left Foot,"[120.0, 34.0, 4.6]",,"[{'location': [110.0, 33.0], 'player': {'id': 25697, 'name': 'Lina Mona Andréa Hurtig'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [113.4, 39.7], 'player': {'id': 10220, 'name': 'Kosovare Asllani'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [113.5, 51.4], 'player': {'id': 25698, 'name': 'Anna Anvegård'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.2, 47.1], 'player': {'id': 25673, 'name': 'Suchawadee Nildhamrong'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [114.0, 42.2], 'player': {'id': 25680, 'name': 'Natthakarn Chinwong'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.1, 39.3], 'player': {'id': 25670, 'name': 'Pikul Khueanpet'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [109.8, 42.7], 'player': {'id': 25812, 'name': 'Pitsamai Sornsai'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.3, 46.8], 'player': {'id': 25675, 'name': 'Sunisa Srangthaisong'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.6, 41.1], 'player': {'id': 25676, 'name': 'Silawan Intamee'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.3, 50.8], 'player': {'id': 25678, 'name': 'Rattikan Thongsombut'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [103.4, 33.4], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [104.5, 24.1], 'player': {'id': 25669, 'name': 'Taneekarn Dangda'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [113.2, 33.1], 'player': {'id': 25679, 'name': 'Ainon Phancha'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.8, 42.1], 'player': {'id': 25813, 'name': 'Waraporn Boonsing'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Off T,,0.084961526,Normal,Open Play,,,,Sweden Women's,858,00:08:49.637,Shot,
,,,,,,,,,,,,,,,,,,1.2603,,,,,,,,,,,,,,e1b56eaa-d87f-4b03-9282-49cfd53b9b5e,642,,,"[94.1, 42.6]",22973,15,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Suchawadee Nildhamrong,25673.0,Left Center Midfield,35,Thailand Women's,1107,['411dbe8e-f158-43a2-87b9-cda989965ace'],46,,Left Foot,"[120.0, 37.0, 4.2]",,"[{'location': [119.1, 38.2], 'player': {'id': 4640, 'name': 'Rut Hedvig Lindahl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.7, 58.0], 'player': {'id': 25669, 'name': 'Taneekarn Dangda'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [97.8, 18.3], 'player': {'id': 25672, 'name': 'Kanjana Sungngoen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.0, 44.7], 'player': {'id': 25676, 'name': 'Silawan Intamee'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [94.6, 44.8], 'player': {'id': 25697, 'name': 'Lina Mona Andréa Hurtig'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [102.9, 33.0], 'player': {'id': 10230, 'name': 'Linda Brigitta Sembrant'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.1, 26.9], 'player': {'id': 24693, 'name': 'Hanna Erica Maria Glas'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.1, 46.3], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.9, 41.6], 'player': {'id': 10375, 'name': 'Nilla Fischer'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.4, 36.8], 'player': {'id': 10224, 'name': 'Sara Caroline Seger'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [96.3, 39.3], 'player': {'id': 10221, 'name': 'Elin Ingrid Johanna Rubensson'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [90.2, 27.6], 'player': {'id': 10215, 'name': 'Fridolina Rolfö'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [103.9, 32.2], 'player': {'id': 25678, 'name': 'Rattikan Thongsombut'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",,,Off T,,0.03619141,Normal,Open Play,,,,Thailand Women's,1107,00:15:46.960,Shot,
,,,,,,,,,,,,,,,,,,1.1522,,,,,,,,,,,,,,ad9e3e43-8f77-4935-ae61-16ce954f3cad,652,,,"[107.2, 37.1]",22973,16,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Kosovare Asllani,10220.0,Center Attacking Midfield,36,Sweden Women's,858,['230b7b61-b648-4ebf-953e-851b2e5ed7a8'],16,,Left Foot,"[118.4, 37.8, 0.0]",True,"[{'location': [103.8, 21.2], 'player': {'id': 25697, 'name': 'Lina Mona Andréa Hurtig'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [108.8, 22.7], 'player': {'id': 25680, 'name': 'Natthakarn Chinwong'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.4, 26.0], 'player': {'id': 25679, 'name': 'Ainon Phancha'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.5, 33.2], 'player': {'id': 25812, 'name': 'Pitsamai Sornsai'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.8, 34.9], 'player': {'id': 25670, 'name': 'Pikul Khueanpet'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [119.5, 38.3], 'player': {'id': 25813, 'name': 'Waraporn Boonsing'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.5, 43.6], 'player': {'id': 25675, 'name': 'Sunisa Srangthaisong'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.8, 21.6], 'player': {'id': 25698, 'name': 'Anna Anvegård'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.9, 48.9], 'player': {'id': 10215, 'name': 'Fridolina Rolfö'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",73ecc1b9-44e6-4583-8d87-a8ed68097aaa,,Saved,,0.18189473,Normal,Open Play,,,,Sweden Women's,858,00:16:16.211,Shot,
,,,,,,,,,,,,,,,,,,1.3634,,,,,,,,,,,,,,aea7cedd-000b-48a4-b5ce-7dcc3461a98a,718,,,"[111.3, 32.5]",22973,18,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lina Mona Andréa Hurtig,25697.0,Left Wing,41,Sweden Women's,858,['3c673b8d-2cce-46a2-abc5-3c9c1d46b4ff'],27,,Head,"[119.4, 43.3, 0.9]",,"[{'location': [97.5, 52.6], 'player': {'id': 25678, 'name': 'Rattikan Thongsombut'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [98.6, 24.1], 'player': {'id': 25669, 'name': 'Taneekarn Dangda'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [108.9, 34.4], 'player': {'id': 25679, 'name': 'Ainon Phancha'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.2, 39.1], 'player': {'id': 25813, 'name': 'Waraporn Boonsing'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 39.3], 'player': {'id': 25670, 'name': 'Pikul Khueanpet'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.5, 44.9], 'player': {'id': 25680, 'name': 'Natthakarn Chinwong'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.4, 50.0], 'player': {'id': 25812, 'name': 'Pitsamai Sornsai'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.0, 59.8], 'player': {'id': 25675, 'name': 'Sunisa Srangthaisong'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.5, 50.8], 'player': {'id': 10220, 'name': 'Kosovare Asllani'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [101.6, 46.4], 'player': {'id': 25698, 'name': 'Anna Anvegård'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [93.8, 20.3], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [95.7, 42.7], 'player': {'id': 25676, 'name': 'Silawan Intamee'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",4aba4a29-c87b-445e-832c-0895adbd943f,True,Saved,,0.1401817,Normal,Open Play,,,,Sweden Women's,858,00:18:27.583,Shot,
,,,,,,,,,,,,,,,,,,0.57036,,,,,,,,,,,,,,18c43396-d354-49ca-9d71-a80f91300388,725,,,"[116.2, 46.5]",22973,18,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Kosovare Asllani,10220.0,Center Attacking Midfield,41,Sweden Women's,858,['b09b5c13-f1cb-4358-92f1-4e5e67136000'],31,,Left Foot,"[120.0, 43.5, 0.2]",,"[{'location': [116.0, 31.0], 'player': {'id': 25697, 'name': 'Lina Mona Andréa Hurtig'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [100.8, 24.2], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [104.1, 25.4], 'player': {'id': 25669, 'name': 'Taneekarn Dangda'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [107.6, 41.9], 'player': {'id': 25676, 'name': 'Silawan Intamee'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.1, 39.3], 'player': {'id': 25670, 'name': 'Pikul Khueanpet'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [119.3, 37.6], 'player': {'id': 25679, 'name': 'Ainon Phancha'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 43.3], 'player': {'id': 25813, 'name': 'Waraporn Boonsing'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.6, 41.9], 'player': {'id': 25680, 'name': 'Natthakarn Chinwong'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.4, 46.2], 'player': {'id': 25812, 'name': 'Pitsamai Sornsai'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.7, 55.9], 'player': {'id': 25675, 'name': 'Sunisa Srangthaisong'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.9, 44.0], 'player': {'id': 25698, 'name': 'Anna Anvegård'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Goal,,0.12371247,Normal,Open Play,,,,Sweden Women's,858,00:18:31.522,Shot,
,,,,,,,,,,,,,,,,,,1.785077,,,,,,,,,,,,,,119dfd8d-5221-4fa5-be45-fa9b81d01db1,870,,,"[96.3, 57.5]",22973,22,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Fridolina Rolfö,10215.0,Right Wing,44,Sweden Women's,858,"['2b1ca9c2-12fa-4ae6-a583-644b371fb0e3', '59fcf713-edcb-482b-96a5-d95813819b64']",0,,Left Foot,"[120.0, 38.8, 5.5]",,"[{'location': [118.8, 41.4], 'player': {'id': 25813, 'name': 'Waraporn Boonsing'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.2, 34.1], 'player': {'id': 25679, 'name': 'Ainon Phancha'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.9, 41.0], 'player': {'id': 25680, 'name': 'Natthakarn Chinwong'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.2, 49.3], 'player': {'id': 25812, 'name': 'Pitsamai Sornsai'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.3, 57.8], 'player': {'id': 25678, 'name': 'Rattikan Thongsombut'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [92.7, 59.5], 'player': {'id': 25672, 'name': 'Kanjana Sungngoen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [100.9, 41.5], 'player': {'id': 25670, 'name': 'Pikul Khueanpet'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [104.5, 52.9], 'player': {'id': 25676, 'name': 'Silawan Intamee'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.0, 67.9], 'player': {'id': 25675, 'name': 'Sunisa Srangthaisong'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.6, 64.4], 'player': {'id': 25673, 'name': 'Suchawadee Nildhamrong'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.0, 25.8], 'player': {'id': 25669, 'name': 'Taneekarn Dangda'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [97.7, 27.1], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [87.2, 46.7], 'player': {'id': 10224, 'name': 'Sara Caroline Seger'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [100.9, 42.2], 'player': {'id': 10220, 'name': 'Kosovare Asllani'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [104.6, 55.5], 'player': {'id': 10221, 'name': 'Elin Ingrid Johanna Rubensson'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [106.7, 65.5], 'player': {'id': 25698, 'name': 'Anna Anvegård'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.1, 32.2], 'player': {'id': 25697, 'name': 'Lina Mona Andréa Hurtig'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.1, 76.9], 'player': {'id': 24693, 'name': 'Hanna Erica Maria Glas'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",1083bdb3-0179-42a2-9e58-0a3e20ed66ec,,Off T,,0.015001432,Normal,Open Play,,,,Sweden Women's,858,00:22:00.736,Shot,True
