50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,1.08,,,,,,,,,,,,631bebfc-78b3-4432-b3b9-e36a076697aa,73,,"[92.0, 40.0]",7549,2,,,,,,,,,,,,,,,,,,,1,From Free Kick,Gylfi Þór Sigurðsson,3944.0,Left Defensive Midfield,5,Iceland,793,['7e7b8585-23e5-4c85-9b75-6330dfa40468'],13,,Right Foot,"[119.0, 36.4, 2.4]",,"[{'location': [103.0, 38.0], 'player': {'id': 5475, 'name': 'John Michael Nchekwube Obinna'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [103.0, 39.0], 'player': {'id': 5455, 'name': 'William Troost-Ekong'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [103.0, 40.0], 'player': {'id': 3338, 'name': 'Onyinye Wilfred Ndidi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.0, 41.0], 'player': {'id': 5830, 'name': 'Kenneth Josiah Omeruo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.0, 42.0], 'player': {'id': 5495, 'name': 'Rúrik Gíslason'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [103.0, 43.0], 'player': {'id': 5466, 'name': 'Oghenekaro Etebo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [88.0, 42.0], 'player': {'id': 5501, 'name': 'Hörður Björgvin Magnússon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [83.0, 39.0], 'player': {'id': 5515, 'name': 'Aron Einar Gunnarsson'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [99.0, 33.0], 'player': {'id': 3708, 'name': 'Kelechi Promise Iheanacho'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [103.0, 31.0], 'player': {'id': 3963, 'name': 'Victor Moses'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [102.0, 29.0], 'player': {'id': 5509, 'name': 'Birkir Bjarnason'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [103.0, 36.0], 'player': {'id': 5514, 'name': 'Alfreð Finnbogason'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [103.0, 35.0], 'player': {'id': 5467, 'name': 'Leon Aderemi Balogun'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.0, 47.0], 'player': {'id': 5829, 'name': 'Jón Daði Böðvarsson'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [103.0, 45.0], 'player': {'id': 5462, 'name': 'Brian Oladapo Idowu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [97.0, 66.0], 'player': {'id': 5508, 'name': 'Birkir Már Sævarsson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [103.0, 49.0], 'player': {'id': 5473, 'name': 'Ahmed Musa'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [120.0, 42.0], 'player': {'id': 5454, 'name': 'Francis Odinaka Uzoho'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,Saved,0.054394327,Normal,Free Kick,,,,Iceland,793,00:02:13.030,Shot,
,,,,,,,,,,,,0.84,,,,,,,,,,,,03550160-5441-44a7-ac2f-6ff0aab2815a,165,,"[99.0, 39.0]",7549,4,,,,,,,,,,,,,,,,,,,1,Regular Play,Gylfi Þór Sigurðsson,3944.0,Left Defensive Midfield,10,Iceland,793,"['011b9f74-a284-4a91-9bb8-3ad6631ff29f', 'e8c6e492-ef80-4bec-b9dd-5b9f4218785f']",57,,Right Foot,"[118.0, 42.8, 1.0]",,"[{'location': [102.0, 59.0], 'player': {'id': 5462, 'name': 'Brian Oladapo Idowu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [97.0, 41.0], 'player': {'id': 5475, 'name': 'John Michael Nchekwube Obinna'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [107.0, 52.0], 'player': {'id': 5830, 'name': 'Kenneth Josiah Omeruo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.0, 45.0], 'player': {'id': 5467, 'name': 'Leon Aderemi Balogun'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 42.0], 'player': {'id': 5455, 'name': 'William Troost-Ekong'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [101.0, 52.0], 'player': {'id': 5514, 'name': 'Alfreð Finnbogason'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [106.0, 56.0], 'player': {'id': 5829, 'name': 'Jón Daði Böðvarsson'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [107.0, 36.0], 'player': {'id': 3963, 'name': 'Victor Moses'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [105.0, 26.0], 'player': {'id': 5509, 'name': 'Birkir Bjarnason'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [118.0, 42.0], 'player': {'id': 5454, 'name': 'Francis Odinaka Uzoho'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",d381df4f-f357-4739-9b3b-40504a7888ba,Saved,0.10112726,Normal,Open Play,,,,Iceland,793,00:04:57.803,Shot,True
,,,,,,,,,,,,1.813,,,,,,,,,,,,4debdd86-c36e-4aab-9a7b-87f5288eaf83,235,,"[104.0, 39.0]",7549,7,,,,,,,,,,,,,,,,,,,1,From Throw In,Kenneth Josiah Omeruo,5830.0,Left Center Back,16,Nigeria,775,"['17d9c756-874c-4a9a-9609-7025ad685a96', '355a9d13-ca9c-4ec6-a06f-6520b6a43ddf']",15,True,Head,"[117.0, 39.0]",,"[{'location': [111.0, 4.0], 'player': {'id': 5473, 'name': 'Ahmed Musa'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [111.0, 44.0], 'player': {'id': 3708, 'name': 'Kelechi Promise Iheanacho'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [105.0, 29.0], 'player': {'id': 5495, 'name': 'Rúrik Gíslason'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [106.0, 39.0], 'player': {'id': 5829, 'name': 'Jón Daði Böðvarsson'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [112.0, 34.0], 'player': {'id': 5511, 'name': 'Ragnar Sigurðsson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 39.0], 'player': {'id': 5508, 'name': 'Birkir Már Sævarsson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.0, 30.0], 'player': {'id': 5515, 'name': 'Aron Einar Gunnarsson'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.0, 37.0], 'player': {'id': 3338, 'name': 'Onyinye Wilfred Ndidi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [94.0, 32.0], 'player': {'id': 5466, 'name': 'Oghenekaro Etebo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [113.0, 42.0], 'player': {'id': 5501, 'name': 'Hörður Björgvin Magnússon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.0, 48.0], 'player': {'id': 3963, 'name': 'Victor Moses'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [101.0, 28.0], 'player': {'id': 5475, 'name': 'John Michael Nchekwube Obinna'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': True}, {'location': [104.0, 44.0], 'player': {'id': 5509, 'name': 'Birkir Bjarnason'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [101.0, 35.0], 'player': {'id': 3944, 'name': 'Gylfi Þór Sigurðsson'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [118.0, 38.0], 'player': {'id': 5498, 'name': 'Hannes Þór Halldórsson'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 40.0], 'player': {'id': 5505, 'name': 'Kári Árnason'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",0bddeb81-21a6-469f-b491-e242430a4e1e,Wayward,0.04417076,Normal,Open Play,,,,Nigeria,775,00:07:15.550,Shot,True
,,,,,,,,,,,,0.28,,,,,,,,,,,,aa492454-40a1-4f1e-adf4-e06e9095d6cd,736,,"[114.0, 27.0]",7549,20,,,,,,,,,,,,,,,,,,,1,From Throw In,Birkir Bjarnason,5509.0,Left Midfield,45,Iceland,793,"['c4b22cf9-3169-4f3b-90e5-8fb8051e7854', 'de00aef1-75bc-4545-9b0e-c7d73a8f60c8']",16,,Left Foot,"[117.0, 29.0]",True,"[{'location': [116.0, 51.0], 'player': {'id': 5462, 'name': 'Brian Oladapo Idowu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [111.0, 38.0], 'player': {'id': 3338, 'name': 'Onyinye Wilfred Ndidi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [117.0, 64.0], 'player': {'id': 5830, 'name': 'Kenneth Josiah Omeruo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.0, 42.0], 'player': {'id': 5475, 'name': 'John Michael Nchekwube Obinna'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [116.0, 39.0], 'player': {'id': 5467, 'name': 'Leon Aderemi Balogun'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.0, 39.0], 'player': {'id': 5455, 'name': 'William Troost-Ekong'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [118.0, 42.0], 'player': {'id': 5829, 'name': 'Jón Daði Böðvarsson'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [118.0, 34.0], 'player': {'id': 5514, 'name': 'Alfreð Finnbogason'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [113.0, 39.0], 'player': {'id': 5501, 'name': 'Hörður Björgvin Magnússon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [114.0, 34.0], 'player': {'id': 5505, 'name': 'Kári Árnason'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [120.0, 42.0], 'player': {'id': 5454, 'name': 'Francis Odinaka Uzoho'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.0, 28.0], 'player': {'id': 3963, 'name': 'Victor Moses'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}]",,Blocked,0.06373091,Volley,Open Play,,,,Iceland,793,00:20:16.270,Shot,
,,,,,,,,,,,,0.933,,,,,,,,,,,,2b21626e-0009-4ff2-8227-b0a633229e3e,1190,,"[109.0, 24.0]",7549,33,,,,,,,,,,,,,,,,,,,1,From Throw In,Birkir Bjarnason,5509.0,Left Midfield,72,Iceland,793,['5a4e5ec6-de69-4626-8e5f-5588cd54563b'],22,,Right Foot,"[120.0, 38.1, 3.9]",True,"[{'location': [111.0, 26.0], 'player': {'id': 3963, 'name': 'Victor Moses'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [118.0, 39.0], 'player': {'id': 5454, 'name': 'Francis Odinaka Uzoho'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 30.0], 'player': {'id': 5829, 'name': 'Jón Daði Böðvarsson'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [94.0, 25.0], 'player': {'id': 5501, 'name': 'Hörður Björgvin Magnússon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [107.0, 31.0], 'player': {'id': 5467, 'name': 'Leon Aderemi Balogun'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.0, 37.0], 'player': {'id': 5455, 'name': 'William Troost-Ekong'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [107.0, 41.0], 'player': {'id': 5830, 'name': 'Kenneth Josiah Omeruo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 42.0], 'player': {'id': 5514, 'name': 'Alfreð Finnbogason'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [106.0, 50.0], 'player': {'id': 5462, 'name': 'Brian Oladapo Idowu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [97.0, 35.0], 'player': {'id': 5475, 'name': 'John Michael Nchekwube Obinna'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [97.0, 51.0], 'player': {'id': 5466, 'name': 'Oghenekaro Etebo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [89.0, 31.0], 'player': {'id': 3944, 'name': 'Gylfi Þór Sigurðsson'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",1766d5c2-e1ed-4eb1-8194-5ade2d46bc1a,Off T,0.029692495,Volley,Open Play,,,,Iceland,793,00:33:22.950,Shot,
,,,,,,,,,,,,0.813,,,,,,,,,,,,9d134619-f467-4e5c-b160-fe7c9308ed30,1481,,"[113.0, 40.0]",7549,44,,,,,,,,,,,,,,,,,,,1,From Free Kick,Alfreð Finnbogason,5514.0,Right Center Forward,87,Iceland,793,['bfa6f7bd-503c-44d6-b871-c5a8a196df44'],31,,Other,"[120.0, 35.4, 0.2]",True,"[{'location': [95.0, 41.0], 'player': {'id': 5495, 'name': 'Rúrik Gíslason'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [120.0, 41.0], 'player': {'id': 5454, 'name': 'Francis Odinaka Uzoho'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.0, 35.0], 'player': {'id': 5509, 'name': 'Birkir Bjarnason'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [114.0, 37.0], 'player': {'id': 5501, 'name': 'Hörður Björgvin Magnússon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [114.0, 36.0], 'player': {'id': 5455, 'name': 'William Troost-Ekong'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [106.0, 26.0], 'player': {'id': 3708, 'name': 'Kelechi Promise Iheanacho'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [103.0, 41.0], 'player': {'id': 3963, 'name': 'Victor Moses'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [98.0, 40.0], 'player': {'id': 5515, 'name': 'Aron Einar Gunnarsson'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [114.0, 39.0], 'player': {'id': 5467, 'name': 'Leon Aderemi Balogun'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.0, 45.0], 'player': {'id': 5462, 'name': 'Brian Oladapo Idowu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [112.0, 43.0], 'player': {'id': 5505, 'name': 'Kári Árnason'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [114.0, 43.0], 'player': {'id': 3338, 'name': 'Onyinye Wilfred Ndidi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.0, 39.0], 'player': {'id': 5830, 'name': 'Kenneth Josiah Omeruo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.0, 46.0], 'player': {'id': 5475, 'name': 'John Michael Nchekwube Obinna'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [114.0, 48.0], 'player': {'id': 5829, 'name': 'Jón Daði Böðvarsson'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [110.0, 51.0], 'player': {'id': 5466, 'name': 'Oghenekaro Etebo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",99cd2d72-b353-4d2d-94e6-09e27772eb90,Off T,0.19456063,Normal,Open Play,,,,Iceland,793,00:44:31.590,Shot,
,,,,,,,,,,,,1.493,,,,,,,,,,,,b45f43f0-e0f6-4ac8-af81-0c0d24d3fef2,1518,,"[113.0, 51.0]",7549,46,,,,,,,,,,,,,,,,,,,1,From Corner,Jón Daði Böðvarsson,5829.0,Left Center Forward,90,Iceland,793,['1baa6299-5514-42af-bec4-7cf92943984d'],15,,Head,"[120.0, 34.2, 0.1]",,"[{'location': [119.0, 42.0], 'player': {'id': 5454, 'name': 'Francis Odinaka Uzoho'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.0, 32.0], 'player': {'id': 5495, 'name': 'Rúrik Gíslason'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [102.0, 48.0], 'player': {'id': 5509, 'name': 'Birkir Bjarnason'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [108.0, 49.0], 'player': {'id': 3963, 'name': 'Victor Moses'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [115.0, 37.0], 'player': {'id': 5830, 'name': 'Kenneth Josiah Omeruo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 37.0], 'player': {'id': 5515, 'name': 'Aron Einar Gunnarsson'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [117.0, 39.0], 'player': {'id': 5514, 'name': 'Alfreð Finnbogason'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [113.0, 41.0], 'player': {'id': 5501, 'name': 'Hörður Björgvin Magnússon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [117.0, 41.0], 'player': {'id': 5467, 'name': 'Leon Aderemi Balogun'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.0, 37.0], 'player': {'id': 3708, 'name': 'Kelechi Promise Iheanacho'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [114.0, 41.0], 'player': {'id': 5455, 'name': 'William Troost-Ekong'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [115.0, 50.0], 'player': {'id': 5475, 'name': 'John Michael Nchekwube Obinna'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [120.0, 39.0], 'player': {'id': 5466, 'name': 'Oghenekaro Etebo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [116.0, 48.0], 'player': {'id': 3338, 'name': 'Onyinye Wilfred Ndidi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [116.0, 50.0], 'player': {'id': 5505, 'name': 'Kári Árnason'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [102.0, 29.0], 'player': {'id': 5473, 'name': 'Ahmed Musa'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [119.0, 45.0], 'player': {'id': 5462, 'name': 'Brian Oladapo Idowu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}]",e267dfc1-8cae-4c56-8f8f-4d048e5401ec,Off T,0.045343757,Normal,Open Play,,,,Iceland,793,00:46:15.030,Shot,
,,,,,,,,,,,,0.973,,,,,,,,,,,,8708f11b-b9f3-4dc0-bde1-39b5ce64e371,1540,,"[96.0, 47.0]",7549,45,,,,,,,,,,,,,,,,,,,2,From Kick Off,Oghenekaro Etebo,5466.0,Left Center Midfield,92,Iceland,793,['c07e989c-8e7a-47fe-939a-437f0362c356'],15,,Right Foot,"[116.0, 37.4, 0.1]",True,"[{'location': [101.0, 54.0], 'player': {'id': 5509, 'name': 'Birkir Bjarnason'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [80.0, 58.0], 'player': {'id': 5829, 'name': 'Jón Daði Böðvarsson'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [97.0, 64.0], 'player': {'id': 3963, 'name': 'Victor Moses'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [101.0, 32.0], 'player': {'id': 5473, 'name': 'Ahmed Musa'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [101.0, 43.0], 'player': {'id': 3708, 'name': 'Kelechi Promise Iheanacho'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [94.0, 46.0], 'player': {'id': 3944, 'name': 'Gylfi Þór Sigurðsson'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [94.0, 39.0], 'player': {'id': 5495, 'name': 'Rúrik Gíslason'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [100.0, 47.0], 'player': {'id': 5515, 'name': 'Aron Einar Gunnarsson'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.0, 36.0], 'player': {'id': 5508, 'name': 'Birkir Már Sævarsson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.0, 43.0], 'player': {'id': 5498, 'name': 'Hannes Þór Halldórsson'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,Saved,0.03887468,Normal,Open Play,,,,Nigeria,775,00:00:15.547,Shot,
,,,,,,,,,,,,0.493,,,,,,,,,,,,0c5402af-843d-4080-aa76-b5f07f048f5d,1687,,"[112.0, 46.0]",7549,48,,,,,,,,,,,,,,,,,,,2,Regular Play,Ahmed Musa,5473.0,Right Center Forward,100,Nigeria,775,['1170d1b4-cb07-41a4-901f-8c93d762dd2b'],24,,Right Foot,"[120.0, 41.5, 2.2]",,"[{'location': [117.0, 43.0], 'player': {'id': 5498, 'name': 'Hannes Þór Halldórsson'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 42.0], 'player': {'id': 5508, 'name': 'Birkir Már Sævarsson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.0, 74.0], 'player': {'id': 3963, 'name': 'Victor Moses'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [95.0, 41.0], 'player': {'id': 5505, 'name': 'Kári Árnason'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.0, 30.0], 'player': {'id': 5515, 'name': 'Aron Einar Gunnarsson'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [114.0, 46.0], 'player': {'id': 5511, 'name': 'Ragnar Sigurðsson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 34.0], 'player': {'id': 5466, 'name': 'Oghenekaro Etebo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [111.0, 58.0], 'player': {'id': 5501, 'name': 'Hörður Björgvin Magnússon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.0, 38.0], 'player': {'id': 3944, 'name': 'Gylfi Þór Sigurðsson'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [113.0, 42.0], 'player': {'id': 5495, 'name': 'Rúrik Gíslason'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [91.0, 28.0], 'player': {'id': 5832, 'name': 'Tyronne Ebuehi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",a7409a84-f886-448c-ba56-ef8854a85643,Goal,0.13957413,Half Volley,Open Play,,,,Nigeria,775,00:03:24.307,Shot,
