50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,0.251,,,,,,,,,,,2a3b0e84-39ed-40ac-80ba-eef7fa3606f4,1275,,"[107.0, 61.0]",7476,40,,,,,,,,,,,,,,,,,,,,1,From Counter,Yuki Nagasato,4963.0,Center Attacking Midfield,93,Chicago Red Stars,761,"['550424df-d8d8-475d-b91a-934b77962f37', '7ca10bdf-5501-4733-bb31-f0b6839a53ff']",27,,Right Foot,"[109.0, 61.0]",,"[{'location': [119.0, 45.0], 'player': {'id': 4981, 'name': 'Kailen Mary Iacovoni Sheridan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.0, 51.0], 'player': {'id': 4992, 'name': 'Janine Elizabeth Beckie'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [98.0, 47.0], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.0, 45.0], 'player': {'id': 5096, 'name': 'Savannah McCaskill'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.0, 34.0], 'player': {'id': 5103, 'name': 'Michele Vasconcelos'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [106.0, 36.0], 'player': {'id': 5098, 'name': 'Erica Skroski'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.0, 47.0], 'player': {'id': 4974, 'name': 'Mandy Freeman'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.0, 60.0], 'player': {'id': 4978, 'name': 'Dominique Richardson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.0, 59.0], 'player': {'id': 4968, 'name': 'Madison Tiernan'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",d8f69821-04f6-4ae1-bf2f-3cdc2bdccd8a,,,Blocked,0.00814279,Normal,Open Play,,,,Chicago Red Stars,761,00:40:27.617,Shot,
,,,,,,,,,,,0.156,,,,,,,,,,,a4514a93-46c3-414e-b44c-a28a2e6ee0a6,1321,,"[115.0, 44.0]",7476,42,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Alyssa Mautz,4953.0,Right Midfield,97,Chicago Red Stars,761,['580a4da0-f648-4014-b106-d2cb9862309f'],8,,Right Foot,"[117.0, 37.0]",True,"[{'location': [102.0, 38.0], 'player': {'id': 4965, 'name': 'Nikki Stanton'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [120.0, 42.0], 'player': {'id': 4981, 'name': 'Kailen Mary Iacovoni Sheridan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.0, 44.0], 'player': {'id': 5098, 'name': 'Erica Skroski'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.0, 48.0], 'player': {'id': 4958, 'name': 'Kathleen Naughton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [114.0, 49.0], 'player': {'id': 7180, 'name': 'Imani Dorsey'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [115.0, 47.0], 'player': {'id': 4968, 'name': 'Madison Tiernan'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.0, 25.0], 'player': {'id': 4992, 'name': 'Janine Elizabeth Beckie'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [103.0, 41.0], 'player': {'id': 4963, 'name': 'Yuki Nagasato'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [103.0, 39.0], 'player': {'id': 4974, 'name': 'Mandy Freeman'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.0, 43.0], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [115.0, 42.0], 'player': {'id': 4978, 'name': 'Dominique Richardson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.0, 38.0], 'player': {'id': 6811, 'name': 'Julie Beth Ertz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [109.0, 35.0], 'player': {'id': 5097, 'name': 'Carli Anne Hollins'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [105.0, 25.0], 'player': {'id': 4988, 'name': 'Sarah Killion'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.0, 31.0], 'player': {'id': 5096, 'name': 'Savannah McCaskill'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [96.0, 27.0], 'player': {'id': 4986, 'name': 'Shea Groom'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [92.0, 20.0], 'player': {'id': 4947, 'name': 'Danielle Colaprico'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",9b1db8b2-c3c9-4d03-9dc0-0d8e32c8f5e6,,,Wayward,0.34176788,Normal,Open Play,,,,Chicago Red Stars,761,00:42:08.970,Shot,
,,,,,,,,,,,0.406,,,,,,,,,,,1f6a0ecb-feb6-48e3-b2ce-a17f556da5bf,1325,,"[118.0, 38.0]",7476,42,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Julie Beth Ertz,6811.0,Left Center Back,97,Chicago Red Stars,761,['ffd3c493-c084-49de-964f-b6ca881e1b83'],10,,Right Foot,"[118.0, 39.9, 0.9]",,"[{'location': [96.0, 29.0], 'player': {'id': 4986, 'name': 'Shea Groom'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [116.0, 42.0], 'player': {'id': 4953, 'name': 'Alyssa Mautz'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [120.0, 43.0], 'player': {'id': 4958, 'name': 'Kathleen Naughton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [120.0, 44.0], 'player': {'id': 7180, 'name': 'Imani Dorsey'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [115.0, 39.0], 'player': {'id': 4978, 'name': 'Dominique Richardson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 39.0], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.0, 39.0], 'player': {'id': 5098, 'name': 'Erica Skroski'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.0, 37.0], 'player': {'id': 4974, 'name': 'Mandy Freeman'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [92.0, 23.0], 'player': {'id': 4947, 'name': 'Danielle Colaprico'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [98.0, 27.0], 'player': {'id': 4992, 'name': 'Janine Elizabeth Beckie'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [105.0, 30.0], 'player': {'id': 5096, 'name': 'Savannah McCaskill'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.0, 40.0], 'player': {'id': 4968, 'name': 'Madison Tiernan'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.0, 39.0], 'player': {'id': 4981, 'name': 'Kailen Mary Iacovoni Sheridan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.0, 35.0], 'player': {'id': 5097, 'name': 'Carli Anne Hollins'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [111.0, 29.0], 'player': {'id': 4988, 'name': 'Sarah Killion'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}]",,,True,Saved,0.547393,Normal,Open Play,,,,Chicago Red Stars,761,00:42:10.560,Shot,
,,,,,,,,,,,0.347,,,,,,,,,,,e283a396-0445-48d9-a87c-18788e667198,1446,,"[110.0, 30.0]",7476,44,,,,,,,,,,,,,,,,,,,,1,From Throw In,Imani Dorsey,7180.0,Left Defensive Midfield,104,NJ/NY Gotham FC,763,['151a5f54-9d99-4c70-8770-06191ab55681'],53,,Left Foot,"[116.0, 41.1, 2.0]",,"[{'location': [106.0, 33.0], 'player': {'id': 4942, 'name': 'Arin Wright'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.0, 32.0], 'player': {'id': 4958, 'name': 'Kathleen Naughton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.0, 57.0], 'player': {'id': 4992, 'name': 'Janine Elizabeth Beckie'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [92.0, 50.0], 'player': {'id': 4965, 'name': 'Nikki Stanton'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.0, 32.0], 'player': {'id': 4986, 'name': 'Shea Groom'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [110.0, 60.0], 'player': {'id': 5096, 'name': 'Savannah McCaskill'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [110.0, 47.0], 'player': {'id': 7179, 'name': 'Casey Marie Krueger'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.0, 45.0], 'player': {'id': 6811, 'name': 'Julie Beth Ertz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.0, 38.0], 'player': {'id': 5100, 'name': 'Alyssa Michele Naeher'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",eac79a47-b540-4d0e-8be0-3514ec32c6b0,,,Saved,0.08742967,Normal,Open Play,,,,NJ/NY Gotham FC,763,00:44:53.677,Shot,
,,,,,,,,,,,1.432,,,,,,,,,,,e753f8fe-5725-4792-a83f-5b3580508f70,1540,,"[108.0, 52.0]",7476,45,,,,,,,,,,,,,,,,,,,,2,From Counter,Samantha May Kerr,4961.0,Center Forward,112,Chicago Red Stars,761,"['51660767-fdb8-47cc-bdcb-a709ded4c0a3', 'e3c9f84a-e9c2-4cbd-8e89-ff5ad0b33d15']",21,,Right Foot,"[119.0, 37.0, 0.5]",,"[{'location': [99.0, 31.0], 'player': {'id': 4974, 'name': 'Mandy Freeman'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.0, 42.0], 'player': {'id': 4981, 'name': 'Kailen Mary Iacovoni Sheridan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.0, 41.0], 'player': {'id': 4978, 'name': 'Dominique Richardson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.0, 50.0], 'player': {'id': 4968, 'name': 'Madison Tiernan'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",b6c3faac-49b6-4c53-b7ba-e2913305d3d3,,,Goal,0.09015569,Normal,Open Play,,,,Chicago Red Stars,761,00:00:21.835,Shot,True
,,,,,,,,,,,0.87,,,,,,,,,,,8567ffb4-34d3-4e31-ae6b-a73aae4eac75,1590,,"[99.0, 48.0]",7476,46,,,,,,,,,,,,,,,,,,,,2,Regular Play,Samantha May Kerr,4961.0,Center Forward,116,Chicago Red Stars,761,['1ec25510-db88-4d20-81b1-7aa303083f0c'],55,,Right Foot,"[119.0, 45.4, 4.0]",,"[{'location': [112.0, 42.0], 'player': {'id': 4981, 'name': 'Kailen Mary Iacovoni Sheridan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [84.0, 42.0], 'player': {'id': 4992, 'name': 'Janine Elizabeth Beckie'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [82.0, 55.0], 'player': {'id': 4942, 'name': 'Arin Wright'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [91.0, 64.0], 'player': {'id': 4953, 'name': 'Alyssa Mautz'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [97.0, 41.0], 'player': {'id': 5103, 'name': 'Michele Vasconcelos'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [100.0, 42.0], 'player': {'id': 5098, 'name': 'Erica Skroski'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.0, 45.0], 'player': {'id': 4974, 'name': 'Mandy Freeman'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.0, 49.0], 'player': {'id': 4978, 'name': 'Dominique Richardson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.0, 56.0], 'player': {'id': 4968, 'name': 'Madison Tiernan'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",395b68d7-7e7d-4e6f-8946-1354abe35764,,,Off T,0.12074642,Normal,Open Play,,,,Chicago Red Stars,761,00:01:55.428,Shot,
,,,,,,,,,,,1.412,,,,,,,,,,,ac370d2b-67b9-4d08-82f5-10e5ec0f598e,1597,,"[111.0, 26.0]",7476,47,,,,,,,,,,,,,,,,,,,,2,From Throw In,Carli Anne Hollins,5097.0,Left Center Forward,117,NJ/NY Gotham FC,763,['64564557-e7e1-401c-a708-bc2d787c13a3'],37,,Head,"[117.0, 45.4, 2.4]",,"[{'location': [106.0, 27.0], 'player': {'id': 4986, 'name': 'Shea Groom'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [101.0, 8.0], 'player': {'id': 4968, 'name': 'Madison Tiernan'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [118.0, 40.0], 'player': {'id': 5100, 'name': 'Alyssa Michele Naeher'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.0, 39.0], 'player': {'id': 7179, 'name': 'Casey Marie Krueger'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.0, 29.0], 'player': {'id': 6811, 'name': 'Julie Beth Ertz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.0, 23.0], 'player': {'id': 4958, 'name': 'Kathleen Naughton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 16.0], 'player': {'id': 7180, 'name': 'Imani Dorsey'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [107.0, 16.0], 'player': {'id': 4953, 'name': 'Alyssa Mautz'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [113.0, 22.0], 'player': {'id': 4965, 'name': 'Nikki Stanton'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.0, 17.0], 'player': {'id': 4942, 'name': 'Arin Wright'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",533d99c1-f1fc-4efa-b257-d7fb73426494,,,Off T,0.053339284,Normal,Open Play,,,,NJ/NY Gotham FC,763,00:02:37.449,Shot,
,,,,,,,,,,,1.755,,,,,,,,,,,00ac7838-5681-445f-bf77-00a7d925459a,1892,,"[91.0, 32.0]",7476,56,,,,,,,,,,,,,,,,,,,,2,From Throw In,Danielle Colaprico,4947.0,Right Defensive Midfield,137,Chicago Red Stars,761,['e2a30844-551b-4e4d-93ca-9dde70275c5d'],0,,Right Foot,"[119.0, 44.2, 3.5]",,"[{'location': [88.0, 15.0], 'player': {'id': 5096, 'name': 'Savannah McCaskill'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [84.0, 38.0], 'player': {'id': 4986, 'name': 'Shea Groom'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [80.0, 36.0], 'player': {'id': 4965, 'name': 'Nikki Stanton'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [86.0, 45.0], 'player': {'id': 4942, 'name': 'Arin Wright'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [98.0, 21.0], 'player': {'id': 4963, 'name': 'Yuki Nagasato'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [105.0, 34.0], 'player': {'id': 5103, 'name': 'Michele Vasconcelos'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [104.0, 29.0], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.0, 49.0], 'player': {'id': 7180, 'name': 'Imani Dorsey'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.0, 47.0], 'player': {'id': 4968, 'name': 'Madison Tiernan'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.0, 35.0], 'player': {'id': 4978, 'name': 'Dominique Richardson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [93.0, 28.0], 'player': {'id': 4988, 'name': 'Sarah Killion'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [99.0, 39.0], 'player': {'id': 4992, 'name': 'Janine Elizabeth Beckie'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [100.0, 27.0], 'player': {'id': 4974, 'name': 'Mandy Freeman'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.0, 40.0], 'player': {'id': 4981, 'name': 'Kailen Mary Iacovoni Sheridan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 24.0], 'player': {'id': 5098, 'name': 'Erica Skroski'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",0f100a2c-87b7-4c3b-9972-bfa174c48070,,,Off T,0.020963198,Normal,Open Play,,,,Chicago Red Stars,761,00:11:00.652,Shot,
,,,,,,,,,,,0.907,,,,,,,,,,,b462d389-15ec-40c9-9c31-513cd6ade47f,2138,,"[105.0, 47.0]",7476,62,,,,,,,,,,,,,,,,,,,,2,Regular Play,Samantha May Kerr,4961.0,Center Forward,154,Chicago Red Stars,761,['144b4325-ed14-43f7-a25c-286eec46698f'],27,,Right Foot,"[119.0, 37.0, 0.3]",,"[{'location': [95.0, 54.0], 'player': {'id': 4968, 'name': 'Madison Tiernan'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.0, 42.0], 'player': {'id': 4974, 'name': 'Mandy Freeman'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.0, 47.0], 'player': {'id': 4978, 'name': 'Dominique Richardson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 43.0], 'player': {'id': 4981, 'name': 'Kailen Mary Iacovoni Sheridan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",c1d94c98-7f29-47fe-bbfd-52e2f8344a7c,True,,Goal,0.42946237,Normal,Open Play,,,,Chicago Red Stars,761,00:17:27.948,Shot,
,,,,,,,,,,,0.797,,,,,,,,,,,528a0310-a6d0-4a13-a94e-5bfe5b697b26,2161,,"[111.0, 24.0]",7476,63,,,,,,,,,,,,,,,,,,,,2,From Throw In,Samantha May Kerr,4961.0,Center Forward,157,Chicago Red Stars,761,['cd6581dc-b41e-4d7b-9a2d-7b314ce1d8cc'],36,,Left Foot,"[115.0, 44.0, 0.3]",,"[{'location': [113.0, 31.0], 'player': {'id': 4981, 'name': 'Kailen Mary Iacovoni Sheridan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [53.0, 80.0], 'player': {'id': 5100, 'name': 'Alyssa Michele Naeher'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': True}]",16827741-3e88-4d1d-a8fc-fab0afff39f8,True,,Saved,0.11532995,Normal,Open Play,,,,Chicago Red Stars,761,00:18:36.645,Shot,
,,,,,,,,,,,1.89,,,,,,,,,,,71937197-3ede-4ab4-8d58-c82d1a79703b,2204,,"[95.0, 29.0]",7476,64,,,,,,,,,,,,,,,,,,,,2,From Corner,Madison Tiernan,4968.0,Left Back,160,NJ/NY Gotham FC,763,['9ddb3f0d-66f2-46ba-ac2c-fe46a4872a9e'],48,,Right Foot,"[120.0, 49.5, 4.9]",,"[{'location': [101.0, 30.0], 'player': {'id': 5098, 'name': 'Erica Skroski'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [105.0, 31.0], 'player': {'id': 5096, 'name': 'Savannah McCaskill'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [107.0, 38.0], 'player': {'id': 5097, 'name': 'Carli Anne Hollins'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [107.0, 44.0], 'player': {'id': 4988, 'name': 'Sarah Killion'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [108.0, 38.0], 'player': {'id': 4958, 'name': 'Kathleen Naughton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.0, 34.0], 'player': {'id': 5103, 'name': 'Michele Vasconcelos'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [105.0, 33.0], 'player': {'id': 7179, 'name': 'Casey Marie Krueger'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.0, 36.0], 'player': {'id': 6811, 'name': 'Julie Beth Ertz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.0, 25.0], 'player': {'id': 4942, 'name': 'Arin Wright'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.0, 22.0], 'player': {'id': 4965, 'name': 'Nikki Stanton'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [95.0, 25.0], 'player': {'id': 4953, 'name': 'Alyssa Mautz'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [105.0, 46.0], 'player': {'id': 4963, 'name': 'Yuki Nagasato'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [106.0, 49.0], 'player': {'id': 4947, 'name': 'Danielle Colaprico'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.0, 54.0], 'player': {'id': 4986, 'name': 'Shea Groom'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [106.0, 54.0], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 5100, 'name': 'Alyssa Michele Naeher'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",65ab2c7e-180b-46cc-828f-88ef7188d589,,,Off T,0.028406428,Normal,Open Play,,,,NJ/NY Gotham FC,763,00:19:48.948,Shot,
,,,,,,,,,,,0.78,,,,,,,,,,,8a67d18e-a0a7-4eb6-913e-3f50a4d55fcc,2263,,"[108.0, 34.0]",7476,66,,,,,,,,,,,,,,,,,,,,2,From Throw In,Carli Anne Hollins,5097.0,Left Center Forward,165,NJ/NY Gotham FC,763,['360229ea-52d2-4ac2-bea9-37af69b4a59f'],35,,Right Foot,"[120.0, 44.0, 3.5]",,"[{'location': [109.0, 50.0], 'player': {'id': 4986, 'name': 'Shea Groom'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [107.0, 38.0], 'player': {'id': 7180, 'name': 'Imani Dorsey'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [106.0, 29.0], 'player': {'id': 4992, 'name': 'Janine Elizabeth Beckie'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [108.0, 24.0], 'player': {'id': 4953, 'name': 'Alyssa Mautz'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [111.0, 39.0], 'player': {'id': 6811, 'name': 'Julie Beth Ertz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.0, 34.0], 'player': {'id': 4958, 'name': 'Kathleen Naughton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.0, 30.0], 'player': {'id': 4942, 'name': 'Arin Wright'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 39.0], 'player': {'id': 5100, 'name': 'Alyssa Michele Naeher'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.0, 47.0], 'player': {'id': 7179, 'name': 'Casey Marie Krueger'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",569e22ab-6ff6-49f2-9355-ca035653f7bf,,,Off T,0.15762821,Normal,Open Play,,,,NJ/NY Gotham FC,763,00:21:35.426,Shot,
