50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.194909,,,,,,,,,,,,dff431ea-76e5-443a-8496-85df54c0b38b,1954,,,"[84.4, 47.2]",3901260,47,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Amos Youga,7389.0,Right Center Midfield,105,Gazélec Ajaccio,160,"['ca8b5a60-de4a-4afa-9afd-38cacac61ec4', 'f9094228-b05e-4ddd-82d4-a906e426cb9c']",37,,Right Foot,,"[89.8, 46.3]",True,"[{'location': [89.6, 45.3], 'player': {'id': 3140, 'name': 'François Bellugou'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.2, 39.0], 'player': {'id': 7346, 'name': 'Lindsay Rose'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.2, 40.1], 'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.2, 57.3], 'player': {'id': 7567, 'name': 'Maxime Barthelmé'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [100.4, 44.2], 'player': {'id': 3769, 'name': 'Wesley Lautoa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.6, 52.3], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.2, 27.9], 'player': {'id': 40531, 'name': 'Erwin Koffi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [82.7, 27.3], 'player': {'id': 31911, 'name': 'Damjan Đoković'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [78.9, 36.5], 'player': {'id': 401509, 'name': 'David Ducourtioux'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [101.7, 59.4], 'player': {'id': 7721, 'name': 'John Tshibumbu'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [100.7, 40.0], 'player': {'id': 401506, 'name': 'Grégory Pujol'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [96.2, 37.9], 'player': {'id': 5726, 'name': 'Khalid Boutaïb'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",2cd1b17a-d620-481c-8089-874312644166,,,Blocked,0.0067463852,Normal,Open Play,,,,Gazélec Ajaccio,160,00:02:37.659,Shot,
,,,,,,,,,,,,,,,,,1.012473,,,,,,,,,,,,e2460d44-d7f5-45df-9d8e-8ae262e9fbca,2300,,,"[113.9, 42.4]",3901260,54,,,True,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Benjamin Jeannot,3552.0,Center Forward,122,Lorient,165,"['0f3f2eca-caad-4c5f-9c57-e1b0d216cd0b', 'c7cd48a2-1c8c-47aa-8203-9c803e429cc5']",12,True,Head,,"[117.2, 0.1]",,"[{'location': [118.5, 42.1], 'player': {'id': 401508, 'name': 'Clément Maury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.3, 65.9], 'player': {'id': 31911, 'name': 'Damjan Đoković'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [110.1, 60.2], 'player': {'id': 4352, 'name': 'Issiaga Sylla'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.8, 27.6], 'player': {'id': 7721, 'name': 'John Tshibumbu'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [113.1, 49.3], 'player': {'id': 3207, 'name': 'Pablo Jean Antoine Martínez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.1, 37.9], 'player': {'id': 90746, 'name': 'Alassane Touré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.8, 41.7], 'player': {'id': 7808, 'name': 'Roderic Filippi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.2, 61.3], 'player': {'id': 3102, 'name': 'Yann Jouffre'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",402900c0-5e94-400e-b2e1-f096ff959c1e,True,,Wayward,0.22996742,Normal,Open Play,,,,Lorient,165,00:09:12.986,Shot,True
,,,,,,,,,,,,,,,,,0.748098,,,,,,,,,,,,f42f9814-f2eb-4014-bdc6-63ed314cb9f2,2343,,,"[113.0, 32.3]",3901260,55,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Roderic Filippi,7808.0,Right Center Back,125,Gazélec Ajaccio,160,['ab38b81c-7b65-44b8-bdba-7a4fed4fb6c9'],37,,Head,,"[120.0, 35.4, 1.3]",,"[{'location': [95.8, 46.5], 'player': {'id': 7567, 'name': 'Maxime Barthelmé'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [104.0, 41.2], 'player': {'id': 22587, 'name': 'Didier Ndong Ibrahim'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.8, 49.8], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.6, 47.8], 'player': {'id': 3140, 'name': 'François Bellugou'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [113.7, 40.8], 'player': {'id': 3769, 'name': 'Wesley Lautoa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.2, 50.5], 'player': {'id': 3552, 'name': 'Benjamin Jeannot'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [114.1, 38.8], 'player': {'id': 7346, 'name': 'Lindsay Rose'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.6, 47.1], 'player': {'id': 5726, 'name': 'Khalid Boutaïb'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [88.3, 42.2], 'player': {'id': 7389, 'name': 'Amos Youga'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [113.2, 36.9], 'player': {'id': 31911, 'name': 'Damjan Đoković'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.1, 45.4], 'player': {'id': 401506, 'name': 'Grégory Pujol'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.2, 37.5], 'player': {'id': 7721, 'name': 'John Tshibumbu'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [113.3, 34.3], 'player': {'id': 40531, 'name': 'Erwin Koffi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.5, 39.6], 'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",c7f3d3d0-4d42-4581-8a0e-6a8414ef31f9,,,Off T,0.10175288,Normal,Open Play,,,,Gazélec Ajaccio,160,00:10:37.989,Shot,
,,,,,,,,,,,,,,,,,0.082435,,,,,,,,,,,,4b3fc80b-e85b-48f9-8bff-0c7cdedf0425,2502,,,"[95.3, 41.3]",3901260,58,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lindsay Rose,7346.0,Right Center Back,132,Gazélec Ajaccio,160,"['edb360b4-7263-48da-82dd-f93e0fae035b', 'f24da2b2-31a3-40ae-86ce-21c94f873c12']",50,,Right Foot,True,"[114.3, 40.4, 0.8]",,"[{'location': [91.6, 37.1], 'player': {'id': 401509, 'name': 'David Ducourtioux'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [100.6, 50.4], 'player': {'id': 4352, 'name': 'Issiaga Sylla'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.1, 42.9], 'player': {'id': 3207, 'name': 'Pablo Jean Antoine Martínez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.4, 41.2], 'player': {'id': 7808, 'name': 'Roderic Filippi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.4, 41.6], 'player': {'id': 401508, 'name': 'Clément Maury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.8, 55.0], 'player': {'id': 3552, 'name': 'Benjamin Jeannot'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [91.6, 32.2], 'player': {'id': 3102, 'name': 'Yann Jouffre'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",,,,Saved,0.03592749,Normal,Open Play,,,,Lorient,165,00:13:50.003,Shot,
,,,,,,,,,,,,,,,,,0.038026,,,,,,,,,,,,7ce87fd1-fb1b-4ecb-9992-05482b584718,2678,,,"[102.3, 38.8]",3901260,62,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Khalid Boutaïb,5726.0,Left Wing,140,Gazélec Ajaccio,160,"['2449f6b4-892e-48a3-8a0d-5c2337bcfced', 'b96bf36e-9cea-4afc-8e0e-536d86ea3f51']",32,,Right Foot,,"[103.9, 39.0]",,"[{'location': [116.1, 39.7], 'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.1, 38.0], 'player': {'id': 40531, 'name': 'Erwin Koffi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.9, 39.4], 'player': {'id': 7346, 'name': 'Lindsay Rose'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [93.6, 59.3], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.7, 47.5], 'player': {'id': 3769, 'name': 'Wesley Lautoa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [87.0, 37.7], 'player': {'id': 22587, 'name': 'Didier Ndong Ibrahim'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [85.8, 51.3], 'player': {'id': 3140, 'name': 'François Bellugou'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [79.0, 65.3], 'player': {'id': 7567, 'name': 'Maxime Barthelmé'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [106.6, 46.2], 'player': {'id': 401506, 'name': 'Grégory Pujol'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [88.5, 49.5], 'player': {'id': 7389, 'name': 'Amos Youga'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [80.9, 70.4], 'player': {'id': 7721, 'name': 'John Tshibumbu'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",c2c0fd63-d671-4f72-a499-e2e2a7f9e797,,,Blocked,0.051339485,Half Volley,Open Play,,,,Gazélec Ajaccio,160,00:17:32.552,Shot,
,,,,,,,,,,,,,,,,,1.365401,,,,,,,,,,,,d8771c24-c27e-41f6-a30c-84ca24868bb8,2785,,,"[92.3, 39.6]",3901260,66,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Khalid Boutaïb,5726.0,Left Wing,146,Lorient,165,['1d292ad5-5a8a-4a46-bd97-dd4e3314d941'],39,,Right Foot,,"[120.0, 29.8, 0.1]",,"[{'location': [97.7, 36.6], 'player': {'id': 7346, 'name': 'Lindsay Rose'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.1, 39.9], 'player': {'id': 3769, 'name': 'Wesley Lautoa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.6, 48.2], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.3, 45.1], 'player': {'id': 3140, 'name': 'François Bellugou'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [97.2, 27.7], 'player': {'id': 40531, 'name': 'Erwin Koffi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [90.9, 38.6], 'player': {'id': 22587, 'name': 'Didier Ndong Ibrahim'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [114.6, 40.6], 'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.1, 48.0], 'player': {'id': 7721, 'name': 'John Tshibumbu'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.2, 27.0], 'player': {'id': 401506, 'name': 'Grégory Pujol'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [88.5, 52.3], 'player': {'id': 401509, 'name': 'David Ducourtioux'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",,,,Off T,0.03234055,Normal,Open Play,,,,Gazélec Ajaccio,160,00:21:39.994,Shot,
,,,,,,,,,,,,,,,,,0.998786,,,,,,,,,,,,624a4207-4e86-4ff7-bfad-1d33e498b4e5,2918,,,"[100.7, 28.5]",3901260,70,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Issiaga Sylla,4352.0,Left Back,151,Gazélec Ajaccio,160,['fa23c073-af1c-4ed6-80f9-ad29662e59db'],26,,Left Foot,,"[120.0, 31.6, 0.9]",True,"[{'location': [103.0, 32.8], 'player': {'id': 3140, 'name': 'François Bellugou'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [109.6, 45.3], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.0, 37.6], 'player': {'id': 3769, 'name': 'Wesley Lautoa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.9, 37.8], 'player': {'id': 7346, 'name': 'Lindsay Rose'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.1, 41.5], 'player': {'id': 22587, 'name': 'Didier Ndong Ibrahim'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [86.9, 64.0], 'player': {'id': 7567, 'name': 'Maxime Barthelmé'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [98.1, 30.3], 'player': {'id': 3552, 'name': 'Benjamin Jeannot'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [100.5, 27.2], 'player': {'id': 40531, 'name': 'Erwin Koffi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.5, 38.4], 'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [86.7, 55.1], 'player': {'id': 2953, 'name': 'Abdou Kader Mangane'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [91.3, 34.3], 'player': {'id': 7389, 'name': 'Amos Youga'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [93.2, 70.3], 'player': {'id': 90746, 'name': 'Alassane Touré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [116.9, 42.8], 'player': {'id': 7721, 'name': 'John Tshibumbu'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.9, 38.9], 'player': {'id': 401506, 'name': 'Grégory Pujol'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.2, 27.3], 'player': {'id': 5726, 'name': 'Khalid Boutaïb'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [98.1, 38.6], 'player': {'id': 401509, 'name': 'David Ducourtioux'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",,,,Off T,0.039626617,Half Volley,Open Play,,,,Gazélec Ajaccio,160,00:25:26.769,Shot,
,,,,,,,,,,,,,,,,,0.080564,,,,,,,,,,,,f81ae47f-6ff0-4df0-a8db-03ee1cf6bab4,3044,,,"[101.3, 29.9]",3901260,74,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Khalid Boutaïb,5726.0,Left Wing,159,Gazélec Ajaccio,160,"['c1d58b79-8c20-416f-9942-87f75bd7afc3', 'faf2de9b-e979-495f-a17d-4ae9b68a7676']",17,,Right Foot,,"[102.9, 31.1]",True,"[{'location': [117.4, 40.0], 'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.2, 53.5], 'player': {'id': 7567, 'name': 'Maxime Barthelmé'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [103.2, 32.0], 'player': {'id': 7346, 'name': 'Lindsay Rose'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.6, 41.9], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.5, 33.3], 'player': {'id': 3769, 'name': 'Wesley Lautoa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.7, 28.5], 'player': {'id': 40531, 'name': 'Erwin Koffi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.8, 29.9], 'player': {'id': 3140, 'name': 'François Bellugou'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [93.9, 37.4], 'player': {'id': 4839, 'name': 'Issam Ben Khémis'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [89.3, 23.8], 'player': {'id': 7389, 'name': 'Amos Youga'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [91.7, 34.8], 'player': {'id': 401509, 'name': 'David Ducourtioux'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [98.3, 34.6], 'player': {'id': 401506, 'name': 'Grégory Pujol'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,,Blocked,0.080461144,Normal,Open Play,,,,Gazélec Ajaccio,160,00:29:17.950,Shot,
,,,,,,,,,,,,,,,,,0.524255,,,,,,,,,,,,775e884b-7880-4927-a553-9842b0aa5438,3210,,,"[111.6, 25.0]",3901260,76,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Maxime Barthelmé,7567.0,Left Midfield,162,Lorient,165,['2626a050-0bb7-4d8e-8858-e2a65f563ec6'],31,,Left Foot,,"[120.0, 39.2, 5.1]",,"[{'location': [108.6, 45.9], 'player': {'id': 4352, 'name': 'Issiaga Sylla'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.7, 41.5], 'player': {'id': 3207, 'name': 'Pablo Jean Antoine Martínez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.9, 34.8], 'player': {'id': 2953, 'name': 'Abdou Kader Mangane'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [113.5, 31.7], 'player': {'id': 90746, 'name': 'Alassane Touré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.6, 36.4], 'player': {'id': 401508, 'name': 'Clément Maury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.7, 37.6], 'player': {'id': 4839, 'name': 'Issam Ben Khémis'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [112.7, 40.1], 'player': {'id': 3552, 'name': 'Benjamin Jeannot'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",cb959ed4-620c-4663-92be-ec38b7b90bb5,,,Off T,0.05089351,Normal,Open Play,,,,Lorient,165,00:31:31.635,Shot,
,,,,,,,,,,,,,,,,,0.292451,,,,,,,,,,,,ae79d1b5-8cd7-4700-86f9-0eee78a3c3fa,3230,,,"[112.3, 47.6]",3901260,77,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Grégory Pujol,401506.0,Center Forward,163,Gazélec Ajaccio,160,"['1b85efcc-ceb9-4513-853c-314816c01f35', '7f805a68-6d63-4dfc-b056-431cbd8694ba']",28,,Right Foot,,"[113.2, 46.6]",True,"[{'location': [97.5, 44.3], 'player': {'id': 3140, 'name': 'François Bellugou'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [100.3, 32.0], 'player': {'id': 40531, 'name': 'Erwin Koffi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.5, 39.8], 'player': {'id': 7346, 'name': 'Lindsay Rose'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.2, 56.4], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.9, 45.5], 'player': {'id': 3769, 'name': 'Wesley Lautoa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [81.7, 70.1], 'player': {'id': 7567, 'name': 'Maxime Barthelmé'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [113.4, 47.8], 'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [80.0, 51.9], 'player': {'id': 4839, 'name': 'Issam Ben Khémis'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [88.5, 40.2], 'player': {'id': 5726, 'name': 'Khalid Boutaïb'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [82.5, 38.5], 'player': {'id': 2953, 'name': 'Abdou Kader Mangane'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [96.2, 54.4], 'player': {'id': 7389, 'name': 'Amos Youga'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [112.3, 51.4], 'player': {'id': 7721, 'name': 'John Tshibumbu'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",e565faf1-90cd-4167-af53-997b14154e40,,,Blocked,0.13929072,Half Volley,Open Play,,,,Gazélec Ajaccio,160,00:32:28.547,Shot,
,,,,,,,,,,,,,,,,,1.045446,,,,,,,,,,,,8b009532-0431-48e8-8a2b-97681641d660,3236,,,"[107.3, 48.0]",3901260,77,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Amos Youga,7389.0,Left Center Midfield,163,Gazélec Ajaccio,160,['803f380c-55bc-4e77-9bc6-1bbc39892ab2'],31,,Right Foot,,"[120.0, 42.0, 5.6]",True,"[{'location': [111.4, 39.7], 'player': {'id': 7346, 'name': 'Lindsay Rose'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.9, 42.0], 'player': {'id': 3769, 'name': 'Wesley Lautoa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.1, 46.6], 'player': {'id': 3140, 'name': 'François Bellugou'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [87.9, 72.8], 'player': {'id': 7567, 'name': 'Maxime Barthelmé'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [104.9, 31.8], 'player': {'id': 40531, 'name': 'Erwin Koffi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [86.3, 50.5], 'player': {'id': 4839, 'name': 'Issam Ben Khémis'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [111.5, 44.4], 'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.8, 36.5], 'player': {'id': 5726, 'name': 'Khalid Boutaïb'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [111.6, 46.3], 'player': {'id': 7721, 'name': 'John Tshibumbu'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,,,Off T,0.20919935,Normal,Open Play,,,,Gazélec Ajaccio,160,00:32:31.349,Shot,
