50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,0.708,,,,,,,,,,,3d98f0d5-a43f-42c9-b5fc-a0467e1f7c16,216,,,"[112.0, 40.0]",7486,5,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lindsey Michelle Horan,4999.0,Left Center Midfield,13,Portland Thorns,765,['a9ae4c88-be91-446f-a475-9aacc4843f81'],45,,Head,"[119.0, 43.0, 0.9]",,"[{'location': [110.0, 25.0], 'player': {'id': 10408, 'name': 'Ana-Maria Crnogorčević'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [114.0, 42.0], 'player': {'id': 5105, 'name': 'Sofia Huerta'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [106.0, 24.0], 'player': {'id': 4959, 'name': 'Taylor Comeau'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.0, 31.0], 'player': {'id': 8383, 'name': 'Lindsay Elizabeth Agnew'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.0, 28.0], 'player': {'id': 5053, 'name': 'Linda Maserame Motlhalo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.0, 44.0], 'player': {'id': 8382, 'name': 'Clare Elizabeth Polkinghorne'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [93.0, 53.0], 'player': {'id': 5051, 'name': 'Kealia Ohai'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [113.0, 38.0], 'player': {'id': 5038, 'name': 'Allysha Lyn Chapman'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 5056, 'name': 'Jane Campbell'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.0, 36.0], 'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [113.0, 32.0], 'player': {'id': 5013, 'name': 'Tobin Powell Heath'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.0, 44.0], 'player': {'id': 5020, 'name': 'Christine Margaret Sinclair'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",1c7f31de-0fb3-49b8-a74b-172074a2e7d5,,,Saved,0.22420046,Normal,Open Play,,,,Portland Thorns,765,00:05:45.148,Shot,
,,,,,,,,,1.68,,,,,,,,,,,ae2c2742-7113-44cb-af27-c2437f536318,293,,,"[108.0, 47.0]",7486,7,,,,,,,,,,,,,,,,,,,,1,From Throw In,Hayley Emma Raso,6818.0,Right Wing,17,Portland Thorns,765,"['2ec5a70f-efc9-4a45-b591-5d71997d3277', 'd2aea8bd-606a-4481-9aa8-5423a8e899a7']",29,True,Head,"[104.0, 61.0]",,"[{'location': [112.0, 29.0], 'player': {'id': 5045, 'name': 'Amber Brooks'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.0, 16.0], 'player': {'id': 4959, 'name': 'Taylor Comeau'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.0, 32.0], 'player': {'id': 8383, 'name': 'Lindsay Elizabeth Agnew'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.0, 18.0], 'player': {'id': 5059, 'name': 'Kyah Pam Simon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [102.0, 23.0], 'player': {'id': 5053, 'name': 'Linda Maserame Motlhalo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.0, 36.0], 'player': {'id': 8382, 'name': 'Clare Elizabeth Polkinghorne'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [90.0, 52.0], 'player': {'id': 5051, 'name': 'Kealia Ohai'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [112.0, 32.0], 'player': {'id': 5038, 'name': 'Allysha Lyn Chapman'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.0, 38.0], 'player': {'id': 5056, 'name': 'Jane Campbell'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [118.0, 9.0], 'player': {'id': 4999, 'name': 'Lindsey Michelle Horan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",b221c8ec-d507-4353-9514-3e63e9dd08f9,,,Wayward,0.2970132,Normal,Open Play,,,,Portland Thorns,765,00:07:29.647,Shot,True
,,,,,,,,,2.556,,,,,,,,,,,dc71abdd-ce29-4aed-a286-ce6a4472f935,651,,,"[109.0, 37.0]",7486,15,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lindsey Michelle Horan,4999.0,Left Center Midfield,37,Portland Thorns,765,['8298783e-0587-4af7-b0ff-3ad4ddf41b61'],24,,Head,"[119.0, 38.9, 1.6]",,"[{'location': [109.0, 53.0], 'player': {'id': 10408, 'name': 'Ana-Maria Crnogorčević'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [87.0, 54.0], 'player': {'id': 5105, 'name': 'Sofia Huerta'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [110.0, 42.0], 'player': {'id': 5045, 'name': 'Amber Brooks'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.0, 33.0], 'player': {'id': 4959, 'name': 'Taylor Comeau'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.0, 50.0], 'player': {'id': 8383, 'name': 'Lindsay Elizabeth Agnew'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 36.0], 'player': {'id': 5053, 'name': 'Linda Maserame Motlhalo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.0, 55.0], 'player': {'id': 8382, 'name': 'Clare Elizabeth Polkinghorne'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [98.0, 68.0], 'player': {'id': 5051, 'name': 'Kealia Ohai'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [104.0, 55.0], 'player': {'id': 5038, 'name': 'Allysha Lyn Chapman'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [92.0, 56.0], 'player': {'id': 5058, 'name': 'Rachel Daly'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [111.0, 37.0], 'player': {'id': 5056, 'name': 'Jane Campbell'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [80.0, 55.0], 'player': {'id': 4995, 'name': 'Celeste Boureille'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [100.0, 59.0], 'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [99.0, 27.0], 'player': {'id': 5013, 'name': 'Tobin Powell Heath'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [90.0, 70.0], 'player': {'id': 5095, 'name': 'Ellie Madison Carpenter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [98.0, 49.0], 'player': {'id': 5020, 'name': 'Christine Margaret Sinclair'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",b8d35258-58fb-4ab4-b096-ee2583dfb464,,,Goal,0.32087082,Normal,Open Play,,,,Portland Thorns,765,00:15:24.206,Shot,
,,,,,,,,,1.032,,,,,,,,,,,2a552260-542d-4fbb-882a-021e7ed5ba35,709,,,"[90.0, 40.0]",7486,17,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lindsey Michelle Horan,4999.0,Left Center Midfield,41,Portland Thorns,765,"['08c8e781-b55c-40af-9a6f-d9ab0ee0aab3', 'a4e2d17f-2770-443c-b711-4d86bc3455b4']",50,,Right Foot,"[117.0, 39.7, 1.5]",,"[{'location': [105.0, 38.0], 'player': {'id': 10408, 'name': 'Ana-Maria Crnogorčević'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [90.0, 38.0], 'player': {'id': 5105, 'name': 'Sofia Huerta'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [106.0, 36.0], 'player': {'id': 5045, 'name': 'Amber Brooks'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 22.0], 'player': {'id': 4959, 'name': 'Taylor Comeau'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.0, 46.0], 'player': {'id': 8383, 'name': 'Lindsay Elizabeth Agnew'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.0, 25.0], 'player': {'id': 5059, 'name': 'Kyah Pam Simon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [97.0, 37.0], 'player': {'id': 8382, 'name': 'Clare Elizabeth Polkinghorne'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [82.0, 59.0], 'player': {'id': 5051, 'name': 'Kealia Ohai'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [105.0, 53.0], 'player': {'id': 5038, 'name': 'Allysha Lyn Chapman'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.0, 40.0], 'player': {'id': 5056, 'name': 'Jane Campbell'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.0, 60.0], 'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",7efac526-a53c-4c32-9642-5de8854b3a29,,,Saved,0.033661664,Normal,Open Play,,,,Portland Thorns,765,00:17:50.613,Shot,True
,,,,,,,,,1.957,,,,,,,,,,,4eead5b2-c409-4fde-9124-33a84be280c1,1111,,,"[111.0, 31.0]",7486,29,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Ana-Maria Crnogorčević,10408.0,Center Forward,60,Portland Thorns,765,['260cbd07-2f50-4bdd-9822-691f422945dc'],12,,Head,"[119.0, 43.8, 3.5]",,"[{'location': [112.0, 35.0], 'player': {'id': 5045, 'name': 'Amber Brooks'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 23.0], 'player': {'id': 4959, 'name': 'Taylor Comeau'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.0, 17.0], 'player': {'id': 5053, 'name': 'Linda Maserame Motlhalo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.0, 37.0], 'player': {'id': 8382, 'name': 'Clare Elizabeth Polkinghorne'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.0, 38.0], 'player': {'id': 5038, 'name': 'Allysha Lyn Chapman'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.0, 38.0], 'player': {'id': 5056, 'name': 'Jane Campbell'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.0, 39.0], 'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [99.0, 26.0], 'player': {'id': 5013, 'name': 'Tobin Powell Heath'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [105.0, 21.0], 'player': {'id': 5020, 'name': 'Christine Margaret Sinclair'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",94491bb6-b70b-4998-b93c-bdbc3f4fe708,,,Off T,0.17508052,Normal,Open Play,,,,Portland Thorns,765,00:29:12.498,Shot,
,,,,,,,,,1.464,,,,,,,,,,,1092ef41-3a81-4377-987d-2cf88eee94a8,1134,,,"[109.0, 44.0]",7486,30,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ana-Maria Crnogorčević,10408.0,Center Forward,63,Portland Thorns,765,['d8a5e1a9-5561-4865-9c0a-48b38446541b'],46,,Head,"[119.0, 39.7, 2.7]",,"[{'location': [107.0, 35.0], 'player': {'id': 5105, 'name': 'Sofia Huerta'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [110.0, 43.0], 'player': {'id': 5045, 'name': 'Amber Brooks'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.0, 40.0], 'player': {'id': 4959, 'name': 'Taylor Comeau'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.0, 35.0], 'player': {'id': 8383, 'name': 'Lindsay Elizabeth Agnew'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.0, 27.0], 'player': {'id': 5059, 'name': 'Kyah Pam Simon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [106.0, 57.0], 'player': {'id': 5053, 'name': 'Linda Maserame Motlhalo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.0, 41.0], 'player': {'id': 8382, 'name': 'Clare Elizabeth Polkinghorne'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.0, 59.0], 'player': {'id': 5051, 'name': 'Kealia Ohai'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [107.0, 49.0], 'player': {'id': 5038, 'name': 'Allysha Lyn Chapman'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.0, 36.0], 'player': {'id': 5058, 'name': 'Rachel Daly'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [118.0, 41.0], 'player': {'id': 5056, 'name': 'Jane Campbell'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.0, 62.0], 'player': {'id': 5013, 'name': 'Tobin Powell Heath'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [108.0, 42.0], 'player': {'id': 5003, 'name': 'Emily Ann Sonnett'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [94.0, 52.0], 'player': {'id': 5095, 'name': 'Ellie Madison Carpenter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [105.0, 37.0], 'player': {'id': 5020, 'name': 'Christine Margaret Sinclair'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [111.0, 38.0], 'player': {'id': 4999, 'name': 'Lindsey Michelle Horan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",3f1b07c3-5ca0-4bab-b3de-b942e68bdf8f,,,Post,0.08545644,Normal,Open Play,,,,Portland Thorns,765,00:30:46.852,Shot,
,,,,,,,,,0.366,,,,,,,,,,,7338b2f7-483a-4595-b136-0b77a1af8761,1138,,,"[117.0, 37.0]",7486,30,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lindsey Michelle Horan,4999.0,Left Center Midfield,63,Portland Thorns,765,['8dc7bed4-43cd-4e59-acc4-6e10a728ef0b'],48,,Right Foot,"[118.0, 38.7, 2.4]",,"[{'location': [113.0, 46.0], 'player': {'id': 10408, 'name': 'Ana-Maria Crnogorčević'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.0, 38.0], 'player': {'id': 5105, 'name': 'Sofia Huerta'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [116.0, 47.0], 'player': {'id': 5045, 'name': 'Amber Brooks'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.0, 47.0], 'player': {'id': 4959, 'name': 'Taylor Comeau'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.0, 45.0], 'player': {'id': 8383, 'name': 'Lindsay Elizabeth Agnew'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 55.0], 'player': {'id': 5053, 'name': 'Linda Maserame Motlhalo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [119.0, 42.0], 'player': {'id': 8382, 'name': 'Clare Elizabeth Polkinghorne'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.0, 50.0], 'player': {'id': 5038, 'name': 'Allysha Lyn Chapman'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.0, 46.0], 'player': {'id': 5058, 'name': 'Rachel Daly'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 5056, 'name': 'Jane Campbell'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.0, 41.0], 'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [96.0, 62.0], 'player': {'id': 5013, 'name': 'Tobin Powell Heath'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [113.0, 52.0], 'player': {'id': 5003, 'name': 'Emily Ann Sonnett'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [95.0, 50.0], 'player': {'id': 5095, 'name': 'Ellie Madison Carpenter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [110.0, 42.0], 'player': {'id': 5020, 'name': 'Christine Margaret Sinclair'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",,,True,Goal,0.53647894,Half Volley,Open Play,,,,Portland Thorns,765,00:30:48.862,Shot,
,,,,,,,,,1.08,,,,,,,,,,,3020e46d-61cf-4a74-bad1-3cae4abe4cf8,1329,,,"[106.0, 59.0]",7486,36,,,,,,,,,,,,,,,,,,,,1,Regular Play,Taylor Comeau,4959.0,Right Back,72,Houston Dash,762,['c3e4ee8f-692e-49f0-ab33-8002f7d6999c'],10,,Left Foot,"[120.0, 37.2, 1.6]",,"[{'location': [100.0, 30.0], 'player': {'id': 10408, 'name': 'Ana-Maria Crnogorčević'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [110.0, 48.0], 'player': {'id': 4995, 'name': 'Celeste Boureille'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.0, 59.0], 'player': {'id': 5011, 'name': 'Meghan Klingenberg'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.0, 44.0], 'player': {'id': 6819, 'name': 'Adrianna Nichole Franch'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.0, 42.0], 'player': {'id': 5003, 'name': 'Emily Ann Sonnett'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.0, 36.0], 'player': {'id': 5095, 'name': 'Ellie Madison Carpenter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.0, 49.0], 'player': {'id': 5020, 'name': 'Christine Margaret Sinclair'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [110.0, 44.0], 'player': {'id': 4999, 'name': 'Lindsey Michelle Horan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [114.0, 48.0], 'player': {'id': 5092, 'name': 'Emily Menges'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.0, 51.0], 'player': {'id': 5105, 'name': 'Sofia Huerta'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [115.0, 48.0], 'player': {'id': 5059, 'name': 'Kyah Pam Simon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [113.0, 35.0], 'player': {'id': 5051, 'name': 'Kealia Ohai'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [105.0, 39.0], 'player': {'id': 5058, 'name': 'Rachel Daly'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",2ebc0509-1fb8-45d3-b533-fa56100ac9f3,,,Saved,0.010746061,Normal,Open Play,,,,Houston Dash,762,00:36:10.367,Shot,
,,,,,,,,,0.11,,,,,,,,,,,d802fb8d-6b30-454f-a4c5-aae580990d5a,1333,,,"[119.0, 42.0]",7486,36,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kealia Ohai,5051.0,Left Midfield,72,Houston Dash,762,['2a23104c-29e3-45e9-b394-333afd519f54'],12,,Right Foot,"[120.0, 39.9, 1.2]",,"[{'location': [102.0, 26.0], 'player': {'id': 10408, 'name': 'Ana-Maria Crnogorčević'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [110.0, 47.0], 'player': {'id': 4995, 'name': 'Celeste Boureille'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [110.0, 54.0], 'player': {'id': 5011, 'name': 'Meghan Klingenberg'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.0, 43.0], 'player': {'id': 6819, 'name': 'Adrianna Nichole Franch'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.0, 38.0], 'player': {'id': 5003, 'name': 'Emily Ann Sonnett'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.0, 34.0], 'player': {'id': 5095, 'name': 'Ellie Madison Carpenter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.0, 51.0], 'player': {'id': 5020, 'name': 'Christine Margaret Sinclair'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [110.0, 44.0], 'player': {'id': 4999, 'name': 'Lindsey Michelle Horan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [112.0, 50.0], 'player': {'id': 5092, 'name': 'Emily Menges'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.0, 53.0], 'player': {'id': 5105, 'name': 'Sofia Huerta'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [106.0, 55.0], 'player': {'id': 4959, 'name': 'Taylor Comeau'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [114.0, 48.0], 'player': {'id': 5059, 'name': 'Kyah Pam Simon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",,True,True,Goal,0.90355986,Normal,Open Play,,,,Houston Dash,762,00:36:12.802,Shot,
,,,,,,,,,0.138,,,,,,,,,,,8a7fd614-dfab-4c3f-93c6-7523c67100c2,1511,,,"[113.0, 49.0]",7486,40,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rachel Daly,5058.0,Center Forward,78,Houston Dash,762,"['b76e4162-d16e-4c9d-99c3-398f06f380da', 'ef1aecfd-39c6-4b64-9780-d7ca2f001343']",17,,Right Foot,"[118.0, 28.0]",,"[{'location': [106.0, 38.0], 'player': {'id': 4995, 'name': 'Celeste Boureille'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.0, 65.0], 'player': {'id': 5011, 'name': 'Meghan Klingenberg'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [120.0, 44.0], 'player': {'id': 6819, 'name': 'Adrianna Nichole Franch'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.0, 47.0], 'player': {'id': 5003, 'name': 'Emily Ann Sonnett'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.0, 34.0], 'player': {'id': 5095, 'name': 'Ellie Madison Carpenter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.0, 55.0], 'player': {'id': 4999, 'name': 'Lindsey Michelle Horan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [114.0, 66.0], 'player': {'id': 5092, 'name': 'Emily Menges'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 60.0], 'player': {'id': 5105, 'name': 'Sofia Huerta'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [101.0, 37.0], 'player': {'id': 5059, 'name': 'Kyah Pam Simon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [101.0, 22.0], 'player': {'id': 5051, 'name': 'Kealia Ohai'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",21f16bf4-935d-4dea-b427-bafcb706c59d,,,Blocked,0.061870754,Overhead Kick,Open Play,,,,Houston Dash,762,00:40:17.123,Shot,
