50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.091286,,,,,,,,,,,,9fef1a34-0386-4da6-8546-ba5e06297c45,59,,"[107.9, 43.9]",3879856,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Leonardo Pavoletti,8180.0,Center Forward,2,Genoa,233,"['21d5de65-d489-45cb-ba40-23cb0edeb2d5', 'b9736d24-c8ba-4c7c-96c7-8d957f3d3340', 'd606fb77-f6e2-4ec3-b21b-e3a21e1edd9e']",42,,Left Foot,"[108.9, 43.6]",True,"[{'location': [117.8, 40.9], 'player': {'id': 5669, 'name': 'Wojciech Szczęsny'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.2, 47.3], 'player': {'id': 6849, 'name': 'Lucas Digne'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.9, 42.4], 'player': {'id': 3167, 'name': 'Antonio Rüdiger'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.6, 39.9], 'player': {'id': 7048, 'name': 'Konstantinos Manolas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.5, 39.8], 'player': {'id': 7456, 'name': 'Diego Perotti'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [95.5, 47.7], 'player': {'id': 6979, 'name': 'Stephan El Shaarawy'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [105.0, 34.8], 'player': {'id': 6980, 'name': 'Kevin Strootman'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.7, 41.8], 'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [108.5, 37.0], 'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [88.8, 54.8], 'player': {'id': 34355, 'name': 'Riccardo Fiamozzi'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}]",,,Blocked,0.24106656,Normal,Open Play,,,,Genoa,233,00:00:42.504,Shot,True
,,,,,,,,,,,,,,,,,,0.714401,,,,,,,,,,,,f76d0a9f-0e66-43b4-875a-7fa1baef8085,184,,"[99.9, 24.1]",3879856,3,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Stephan El Shaarawy,6979.0,Left Midfield,11,AS Roma,229,"['57900bcd-55c2-47d8-8d70-edf1336b9cac', '9d24deab-f14a-4853-9a73-56bf1f1e0238']",56,,Right Foot,"[120.0, 45.6, 1.3]",,"[{'location': [105.6, 13.8], 'player': {'id': 5554, 'name': 'Blerim Džemaili'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.6, 31.7], 'player': {'id': 7467, 'name': 'Nicolás Andrés Burdisso'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [105.8, 44.8], 'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [100.6, 35.3], 'player': {'id': 30772, 'name': 'Panagiotis Tachtsidis'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.5, 37.3], 'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [83.6, 18.9], 'player': {'id': 7022, 'name': 'Jesús Joaquín Fernández Sáez de la Torre'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [105.5, 22.6], 'player': {'id': 34355, 'name': 'Riccardo Fiamozzi'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [101.6, 25.7], 'player': {'id': 7475, 'name': 'Tomás Eduardo Rincón Hernández'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [100.7, 23.0], 'player': {'id': 6894, 'name': 'Ezequiel Muñoz'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.9, 16.2], 'player': {'id': 6849, 'name': 'Lucas Digne'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [117.3, 37.6], 'player': {'id': 38312, 'name': 'Eugenio Lamanna'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [83.1, 15.0], 'player': {'id': 6980, 'name': 'Kevin Strootman'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [105.9, 42.2], 'player': {'id': 3531, 'name': 'Mohamed Salah'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [104.0, 35.2], 'player': {'id': 6962, 'name': 'Radja Nainggolan'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [104.3, 32.5], 'player': {'id': 7456, 'name': 'Diego Perotti'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",,,Off T,0.017175244,Normal,Open Play,,,,AS Roma,229,00:03:56.005,Shot,True
,,,,,,,,,,,,,,,,,,0.675253,,,,,,,,,,,,ceaa732e-446f-4209-bda9-5a9d8e88f850,259,,"[110.6, 43.1]",3879856,5,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mohamed Salah,3531.0,Right Midfield,18,AS Roma,229,"['5949a702-77c7-4c8f-8092-89ad82a8d80c', 'c6902dba-2db0-4537-863a-e0b7547fa330']",16,,Left Foot,"[120.0, 38.2, 0.3]",,"[{'location': [105.6, 53.7], 'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [115.9, 41.7], 'player': {'id': 38312, 'name': 'Eugenio Lamanna'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.3, 47.9], 'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.1, 43.4], 'player': {'id': 7475, 'name': 'Tomás Eduardo Rincón Hernández'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [104.8, 43.4], 'player': {'id': 7467, 'name': 'Nicolás Andrés Burdisso'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [98.1, 34.3], 'player': {'id': 5554, 'name': 'Blerim Džemaili'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [110.2, 41.3], 'player': {'id': 34355, 'name': 'Riccardo Fiamozzi'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [111.2, 44.8], 'player': {'id': 6894, 'name': 'Ezequiel Muñoz'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.2, 55.1], 'player': {'id': 6979, 'name': 'Stephan El Shaarawy'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [107.8, 40.0], 'player': {'id': 7456, 'name': 'Diego Perotti'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",ccd07e13-03e0-45cd-976d-e7074fbf7490,,Goal,0.40118697,Normal,Open Play,,,,AS Roma,229,00:05:16.989,Shot,True
,,,,,,,,,,,,,,,,,,0.523253,,,,,,,,,,,,5785ec91-acff-4fe8-8330-83f8fa9fbb8a,362,,"[107.9, 35.6]",3879856,7,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Radja Nainggolan,6962.0,Right Center Forward,22,AS Roma,229,['30328b3a-972c-4a1f-954b-ec5fdb941f21'],44,,Right Foot,"[120.0, 38.8, 4.8]",True,"[{'location': [95.3, 38.7], 'player': {'id': 5554, 'name': 'Blerim Džemaili'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [85.7, 19.8], 'player': {'id': 7022, 'name': 'Jesús Joaquín Fernández Sáez de la Torre'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [95.2, 31.3], 'player': {'id': 7475, 'name': 'Tomás Eduardo Rincón Hernández'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.0, 38.3], 'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.4, 32.9], 'player': {'id': 7467, 'name': 'Nicolás Andrés Burdisso'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [96.3, 21.5], 'player': {'id': 30772, 'name': 'Panagiotis Tachtsidis'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.1, 23.8], 'player': {'id': 6894, 'name': 'Ezequiel Muñoz'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.2, 22.3], 'player': {'id': 34355, 'name': 'Riccardo Fiamozzi'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [107.2, 41.4], 'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [116.6, 38.1], 'player': {'id': 38312, 'name': 'Eugenio Lamanna'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.5, 30.3], 'player': {'id': 7051, 'name': 'Daniele De Rossi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [97.8, 23.6], 'player': {'id': 7456, 'name': 'Diego Perotti'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [106.4, 39.8], 'player': {'id': 6979, 'name': 'Stephan El Shaarawy'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",320aaf64-c540-4bda-8f8e-41aee3fd582a,,Off T,0.13636997,Volley,Open Play,,,,AS Roma,229,00:07:44.870,Shot,
,,,,,,,,,,,,,,,,,,0.399279,,,,,,,,,,,,6e559305-7c3c-4478-9d6d-bea04fd936e6,452,,"[96.2, 36.8]",3879856,9,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Antonio Rüdiger,3167.0,Left Center Back,26,AS Roma,229,['296dc53d-5ec4-4ec9-a53d-29f52db969b3'],59,,Right Foot,"[105.0, 32.6]",True,"[{'location': [105.0, 8.7], 'player': {'id': 6979, 'name': 'Stephan El Shaarawy'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [108.2, 8.4], 'player': {'id': 34355, 'name': 'Riccardo Fiamozzi'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [108.8, 15.9], 'player': {'id': 6894, 'name': 'Ezequiel Muñoz'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.9, 29.8], 'player': {'id': 6962, 'name': 'Radja Nainggolan'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [113.1, 29.7], 'player': {'id': 7456, 'name': 'Diego Perotti'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [82.2, 23.8], 'player': {'id': 8180, 'name': 'Leonardo Pavoletti'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [90.6, 35.1], 'player': {'id': 7022, 'name': 'Jesús Joaquín Fernández Sáez de la Torre'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [96.7, 39.8], 'player': {'id': 30772, 'name': 'Panagiotis Tachtsidis'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.1, 43.7], 'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [99.7, 34.1], 'player': {'id': 5554, 'name': 'Blerim Džemaili'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.1, 37.9], 'player': {'id': 7467, 'name': 'Nicolás Andrés Burdisso'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [111.9, 34.9], 'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.2, 28.4], 'player': {'id': 7475, 'name': 'Tomás Eduardo Rincón Hernández'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [116.4, 40.4], 'player': {'id': 38312, 'name': 'Eugenio Lamanna'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [88.9, 38.0], 'player': {'id': 6980, 'name': 'Kevin Strootman'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [102.5, 54.5], 'player': {'id': 3531, 'name': 'Mohamed Salah'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [83.8, 22.4], 'player': {'id': 7051, 'name': 'Daniele De Rossi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",,,Wayward,0.036102522,Volley,Open Play,,,,AS Roma,229,00:09:59.560,Shot,
,,,,,,,,,,,,,,,,,,2.630765,,,,,,,,,,,,410e9693-72c7-4302-837d-b35f1a608277,483,,"[93.1, 44.5]",3879856,10,,True,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jesús Joaquín Fernández Sáez de la Torre,7022.0,Center Attacking Midfield,28,Genoa,233,['ae9541d9-415c-432d-85d1-9d018d724888'],29,,Right Foot,"[120.0, 30.8, 0.3]",,"[{'location': [81.8, 41.4], 'player': {'id': 7475, 'name': 'Tomás Eduardo Rincón Hernández'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [86.1, 39.3], 'player': {'id': 5554, 'name': 'Blerim Džemaili'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [90.5, 33.5], 'player': {'id': 30772, 'name': 'Panagiotis Tachtsidis'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [91.5, 59.8], 'player': {'id': 34355, 'name': 'Riccardo Fiamozzi'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [91.1, 40.0], 'player': {'id': 6980, 'name': 'Kevin Strootman'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [91.2, 47.2], 'player': {'id': 7456, 'name': 'Diego Perotti'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [89.9, 43.3], 'player': {'id': 6962, 'name': 'Radja Nainggolan'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [95.6, 41.6], 'player': {'id': 7051, 'name': 'Daniele De Rossi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.2, 33.8], 'player': {'id': 8180, 'name': 'Leonardo Pavoletti'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.2, 33.0], 'player': {'id': 19299, 'name': 'Maicon Douglas Sisenando'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.4, 35.3], 'player': {'id': 7048, 'name': 'Konstantinos Manolas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.4, 38.8], 'player': {'id': 5669, 'name': 'Wojciech Szczęsny'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.8, 41.1], 'player': {'id': 3167, 'name': 'Antonio Rüdiger'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.9, 52.2], 'player': {'id': 6849, 'name': 'Lucas Digne'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",e2dacf42-be91-4c13-8e75-39d6b78dfc72,,Off T,0.03625048,Normal,Open Play,,,,Genoa,233,00:10:29.275,Shot,
,,,,,,,,,,,,,,,,,,0.064694,,,,,,,,,,,,ba734951-e9a3-4fb9-afa4-4daf84a7affe,534,,"[96.2, 33.9]",3879856,11,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kevin Strootman,6980.0,Left Defensive Midfield,31,AS Roma,229,"['9ddc80ff-e7b0-4657-be59-63c2f04e8a53', 'dec11158-4937-441b-9f4f-417fa275cd51']",42,,Left Foot,"[97.3, 34.3]",,"[{'location': [96.9, 26.4], 'player': {'id': 6979, 'name': 'Stephan El Shaarawy'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [86.8, 30.6], 'player': {'id': 7022, 'name': 'Jesús Joaquín Fernández Sáez de la Torre'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [102.3, 53.5], 'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.5, 44.4], 'player': {'id': 7467, 'name': 'Nicolás Andrés Burdisso'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [101.2, 40.5], 'player': {'id': 6894, 'name': 'Ezequiel Muñoz'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.1, 34.4], 'player': {'id': 7475, 'name': 'Tomás Eduardo Rincón Hernández'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.8, 29.9], 'player': {'id': 34355, 'name': 'Riccardo Fiamozzi'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [117.0, 38.7], 'player': {'id': 38312, 'name': 'Eugenio Lamanna'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.8, 48.0], 'player': {'id': 7456, 'name': 'Diego Perotti'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",c6d38057-27b6-43cf-9146-7e7b37abed9e,,Blocked,0.026726594,Normal,Open Play,,,,AS Roma,229,00:11:42.968,Shot,
,,,,,,,,,,,,,,,,,,0.792844,,,,,,,,,,,,cc00f90e-ee58-417a-b8ac-ba304d6600f1,619,,"[106.1, 34.6]",3879856,12,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Panagiotis Tachtsidis,30772.0,Left Attacking Midfield,35,Genoa,233,['1aa69e7c-2a73-4562-ab81-d91df37a779b'],54,,Left Foot,"[120.0, 43.2, 0.2]",True,"[{'location': [117.6, 37.7], 'player': {'id': 5669, 'name': 'Wojciech Szczęsny'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.7, 48.1], 'player': {'id': 6849, 'name': 'Lucas Digne'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.2, 34.9], 'player': {'id': 3167, 'name': 'Antonio Rüdiger'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.9, 34.6], 'player': {'id': 8180, 'name': 'Leonardo Pavoletti'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [112.2, 34.1], 'player': {'id': 7048, 'name': 'Konstantinos Manolas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.9, 46.8], 'player': {'id': 7456, 'name': 'Diego Perotti'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [115.3, 20.6], 'player': {'id': 19299, 'name': 'Maicon Douglas Sisenando'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.8, 28.2], 'player': {'id': 7051, 'name': 'Daniele De Rossi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.0, 52.6], 'player': {'id': 34355, 'name': 'Riccardo Fiamozzi'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [99.8, 42.7], 'player': {'id': 7022, 'name': 'Jesús Joaquín Fernández Sáez de la Torre'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [116.6, 17.4], 'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}]",dd75e5c1-7879-4628-bcb0-568c1da91745,,Goal,0.17810851,Normal,Open Play,,,,Genoa,233,00:12:54.519,Shot,
,,,,,,,,,,,,,,,,,,0.775321,,,,,,,,,,,,c558579b-fd95-4539-a68f-589c10a26423,742,,"[98.7, 34.2]",3879856,16,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Stephan El Shaarawy,6979.0,Left Midfield,39,AS Roma,229,['b7f39bfa-5ba4-435d-afdd-cc9498ab4c48'],30,,Right Foot,"[117.8, 40.2, 0.5]",True,"[{'location': [110.9, 38.3], 'player': {'id': 7051, 'name': 'Daniele De Rossi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [111.0, 37.2], 'player': {'id': 7456, 'name': 'Diego Perotti'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [118.1, 39.3], 'player': {'id': 38312, 'name': 'Eugenio Lamanna'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.1, 48.6], 'player': {'id': 30772, 'name': 'Panagiotis Tachtsidis'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [95.2, 37.7], 'player': {'id': 7022, 'name': 'Jesús Joaquín Fernández Sáez de la Torre'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [104.7, 39.0], 'player': {'id': 7467, 'name': 'Nicolás Andrés Burdisso'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [103.3, 35.2], 'player': {'id': 34355, 'name': 'Riccardo Fiamozzi'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [109.6, 39.5], 'player': {'id': 7475, 'name': 'Tomás Eduardo Rincón Hernández'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.9, 37.4], 'player': {'id': 6894, 'name': 'Ezequiel Muñoz'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.9, 54.9], 'player': {'id': 19299, 'name': 'Maicon Douglas Sisenando'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [87.0, 20.3], 'player': {'id': 6849, 'name': 'Lucas Digne'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",cca65c87-f57f-48da-a8cb-8b93cb87dd27,,Saved,0.033381745,Half Volley,Open Play,,,,AS Roma,229,00:16:30.310,Shot,
,,,,,,,,,,,,,,,,,,0.354335,,,,,,,,,,,,e0560584-84fd-43c3-a969-474f17033f86,905,,"[118.1, 33.4]",3879856,20,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Stephan El Shaarawy,6979.0,Left Midfield,46,AS Roma,229,['50b856ff-59cf-40a4-b7d2-015880325e39'],4,,Left Foot,"[120.0, 35.3, 0.2]",True,"[{'location': [107.2, 45.1], 'player': {'id': 7467, 'name': 'Nicolás Andrés Burdisso'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [113.1, 44.6], 'player': {'id': 6894, 'name': 'Ezequiel Muñoz'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.2, 36.2], 'player': {'id': 34355, 'name': 'Riccardo Fiamozzi'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [111.8, 52.0], 'player': {'id': 7051, 'name': 'Daniele De Rossi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [114.7, 44.8], 'player': {'id': 7456, 'name': 'Diego Perotti'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [118.3, 36.3], 'player': {'id': 38312, 'name': 'Eugenio Lamanna'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",73d000a2-8bca-4a86-9ca1-7c5520f32135,,Off T,0.26514533,Normal,Open Play,,,,AS Roma,229,00:20:04.785,Shot,
