50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,1.16,,,,,,,,,,,,,badd0acb-9241-4da6-bd31-4328b618ef70,83,,,"[109.0, 30.0]",7542,1,,,,,,,,,,,,,,,,,,1,From Kick Off,Khalid Boutaïb,5726.0,Center Forward,2,Morocco,788,['35d84b3e-cfb6-4a00-9607-d9533ddd3690'],2,,Head,"[120.0, 37.4, 3.4]",,"[{'location': [112.0, 14.0], 'player': {'id': 20016, 'name': 'Kléper Laveran Lima Ferreira'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.0, 11.0], 'player': {'id': 3329, 'name': 'Cédric Ricardo Alves Soares'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.0, 31.0], 'player': {'id': 3960, 'name': 'José Miguel da Rocha Fonte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.0, 37.0], 'player': {'id': 5205, 'name': 'Rui Pedro dos Santos Patrício'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.0, 43.0], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.0, 18.0], 'player': {'id': 3168, 'name': 'João Filipe Iria Santos Moutinho'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.0, 29.0], 'player': {'id': 5214, 'name': 'William Silva de Carvalho'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.0, 40.0], 'player': {'id': 4272, 'name': 'João Mário Naval da Costa Eduardo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [111.0, 6.0], 'player': {'id': 5232, 'name': 'Mbark Boussoufa'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [97.0, 18.0], 'player': {'id': 5242, 'name': 'Younès Belhanda'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [109.0, 2.0], 'player': {'id': 5245, 'name': 'Achraf Hakimi Mouh'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [108.0, 46.0], 'player': {'id': 3302, 'name': 'Nordin Amrabat'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [91.0, 51.0], 'player': {'id': 5727, 'name': 'Nabil Dirar'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",7703e59b-ece7-4c0f-9398-b7a8e35bea21,Off T,0.077987716,Normal,Open Play,,,,Morocco,788,00:01:02.860,Shot,
,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,defa43e1-5c0e-4f36-b917-5dbb698edce6,161,,,"[91.0, 39.0]",7542,3,,,,,,,,,,,,,,,,,,1,From Corner,Raphaël Adelino José Guerreiro,5209.0,Left Back,5,Portugal,780,"['0807889a-0d75-4f86-af17-cfc79619de5d', 'bdd57677-7de0-46af-83ad-fdf1e300acf3']",32,,Left Foot,"[109.0, 39.0]",True,"[{'location': [109.0, 51.0], 'player': {'id': 20016, 'name': 'Kléper Laveran Lima Ferreira'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [113.0, 35.0], 'player': {'id': 5207, 'name': 'Cristiano Ronaldo dos Santos Aveiro'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [118.0, 47.0], 'player': {'id': 3960, 'name': 'José Miguel da Rocha Fonte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [113.0, 30.0], 'player': {'id': 5214, 'name': 'William Silva de Carvalho'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [112.0, 32.0], 'player': {'id': 5242, 'name': 'Younès Belhanda'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [113.0, 64.0], 'player': {'id': 5232, 'name': 'Mbark Boussoufa'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [97.0, 67.0], 'player': {'id': 5237, 'name': 'Hakim Ziyech'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [108.0, 45.0], 'player': {'id': 5726, 'name': 'Khalid Boutaïb'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [112.0, 49.0], 'player': {'id': 5244, 'name': 'Medhi Amine El Mouttaqi Benatia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.0, 49.0], 'player': {'id': 5727, 'name': 'Nabil Dirar'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.0, 79.0], 'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [109.0, 74.0], 'player': {'id': 3168, 'name': 'João Filipe Iria Santos Moutinho'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [110.0, 37.0], 'player': {'id': 5236, 'name': 'Karim El Ahmadi Al Aroos'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.0, 39.0], 'player': {'id': 5221, 'name': 'Manuel Marouan da Costa Trinidade'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.0, 41.0], 'player': {'id': 3302, 'name': 'Nordin Amrabat'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [95.0, 47.0], 'player': {'id': 4272, 'name': 'João Mário Naval da Costa Eduardo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [120.0, 42.0], 'player': {'id': 5233, 'name': 'Munir Mohand Mohamedi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 32.0], 'player': {'id': 5245, 'name': 'Achraf Hakimi Mouh'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.0, 33.0], 'player': {'id': 4367, 'name': 'Gonçalo Manuel Ganchinho Guedes'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",,Blocked,0.022848671,Volley,Open Play,,,,Portugal,780,00:03:32.620,Shot,
,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,e4970d40-a1c8-4fae-afd7-9d91499c7fee,168,,,"[115.0, 41.0]",7542,3,,,,,,,,,,,,,,,,,,1,From Corner,Cristiano Ronaldo dos Santos Aveiro,5207.0,Left Center Forward,6,Portugal,780,['ee1988c4-3ce3-4b30-b4f9-5f952ff48bb9'],55,,Head,"[120.0, 41.7, 2.4]",,"[{'location': [117.0, 47.0], 'player': {'id': 20016, 'name': 'Kléper Laveran Lima Ferreira'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [120.0, 42.0], 'player': {'id': 5233, 'name': 'Munir Mohand Mohamedi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [119.0, 48.0], 'player': {'id': 5244, 'name': 'Medhi Amine El Mouttaqi Benatia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.0, 48.0], 'player': {'id': 5726, 'name': 'Khalid Boutaïb'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [116.0, 37.0], 'player': {'id': 3960, 'name': 'José Miguel da Rocha Fonte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [115.0, 37.0], 'player': {'id': 5727, 'name': 'Nabil Dirar'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.0, 40.0], 'player': {'id': 5236, 'name': 'Karim El Ahmadi Al Aroos'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [114.0, 34.0], 'player': {'id': 5242, 'name': 'Younès Belhanda'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [113.0, 34.0], 'player': {'id': 5214, 'name': 'William Silva de Carvalho'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [109.0, 36.0], 'player': {'id': 5245, 'name': 'Achraf Hakimi Mouh'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.0, 42.0], 'player': {'id': 5221, 'name': 'Manuel Marouan da Costa Trinidade'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",5f7c5725-a8c4-49b3-a845-2549ec44bdd2,Goal,0.18227948,Normal,Open Play,,,,Portugal,780,00:03:55.300,Shot,
,,,,,,,,,,,,,,0.253,,,,,,,,,,,,,aa505f9e-0357-49c2-aabf-578ecc0209d3,300,,,"[108.0, 56.0]",7542,8,,,,,,,,,,,,,,,,,,1,Regular Play,Cristiano Ronaldo dos Santos Aveiro,5207.0,Left Center Forward,14,Portugal,780,"['ba33af03-5598-4f9c-bfcf-5eb29b4988c2', 'ccccc68d-a837-4e13-a936-8515faef5156']",26,,Right Foot,"[120.0, 35.4, 0.2]",,"[{'location': [96.0, 40.0], 'player': {'id': 5242, 'name': 'Younès Belhanda'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [120.0, 44.0], 'player': {'id': 5233, 'name': 'Munir Mohand Mohamedi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.0, 55.0], 'player': {'id': 5221, 'name': 'Manuel Marouan da Costa Trinidade'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.0, 55.0], 'player': {'id': 5245, 'name': 'Achraf Hakimi Mouh'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.0, 44.0], 'player': {'id': 5236, 'name': 'Karim El Ahmadi Al Aroos'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.0, 40.0], 'player': {'id': 3302, 'name': 'Nordin Amrabat'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [105.0, 28.0], 'player': {'id': 5727, 'name': 'Nabil Dirar'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.0, 32.0], 'player': {'id': 4367, 'name': 'Gonçalo Manuel Ganchinho Guedes'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [110.0, 43.0], 'player': {'id': 5244, 'name': 'Medhi Amine El Mouttaqi Benatia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.0, 51.0], 'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [101.0, 27.0], 'player': {'id': 4272, 'name': 'João Mário Naval da Costa Eduardo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [101.0, 36.0], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",7cc7b9f1-e276-46c6-97ba-d9a41d07acd8,Off T,0.04095015,Normal,Open Play,,,,Portugal,780,00:08:26.900,Shot,True
,,,,,,,,,,,,,,1.173,,,,,,,,,,,,,a7d4fc6b-c93a-4bd3-b343-f673690533c5,359,,,"[114.0, 33.0]",7542,10,,,,,,,,,,,,,,,,,,1,From Corner,Medhi Amine El Mouttaqi Benatia,5244.0,Right Center Back,20,Morocco,788,['613d079d-ae06-436e-99e5-fdebdddd13fd'],57,,Head,"[120.0, 36.6, 0.2]",,"[{'location': [114.0, 34.0], 'player': {'id': 20016, 'name': 'Kléper Laveran Lima Ferreira'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.0, 44.0], 'player': {'id': 5207, 'name': 'Cristiano Ronaldo dos Santos Aveiro'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [111.0, 31.0], 'player': {'id': 4367, 'name': 'Gonçalo Manuel Ganchinho Guedes'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [102.0, 49.0], 'player': {'id': 4272, 'name': 'João Mário Naval da Costa Eduardo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [103.0, 27.0], 'player': {'id': 5232, 'name': 'Mbark Boussoufa'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [115.0, 41.0], 'player': {'id': 5214, 'name': 'William Silva de Carvalho'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [119.0, 42.0], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.0, 38.0], 'player': {'id': 5205, 'name': 'Rui Pedro dos Santos Patrício'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.0, 46.0], 'player': {'id': 3168, 'name': 'João Filipe Iria Santos Moutinho'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [115.0, 36.0], 'player': {'id': 3960, 'name': 'José Miguel da Rocha Fonte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.0, 40.0], 'player': {'id': 3329, 'name': 'Cédric Ricardo Alves Soares'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.0, 36.0], 'player': {'id': 5221, 'name': 'Manuel Marouan da Costa Trinidade'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [116.0, 41.0], 'player': {'id': 5726, 'name': 'Khalid Boutaïb'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [113.0, 47.0], 'player': {'id': 5242, 'name': 'Younès Belhanda'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [96.0, 50.0], 'player': {'id': 3302, 'name': 'Nordin Amrabat'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",a02d0149-18f9-4397-9a8e-a87fc88d1885,Saved,0.08036203,Normal,Open Play,,,,Morocco,788,00:10:57.580,Shot,
,,,,,,,,,,,,,,1.36,,,,,,,,,,,,,014660b4-2f31-45ac-8380-113d64a079fa,454,,,"[109.0, 45.0]",7542,13,,,,,,,,,,,,,,,,,,1,From Corner,Manuel Marouan da Costa Trinidade,5221.0,Left Center Back,26,Morocco,788,"['94a25e63-9914-4d81-b458-d76548d7d550', 'e6d495e0-f9d7-4232-ba28-118508542d66']",32,True,Head,"[119.0, 47.3, 0.2]",,"[{'location': [113.0, 41.0], 'player': {'id': 20016, 'name': 'Kléper Laveran Lima Ferreira'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 5205, 'name': 'Rui Pedro dos Santos Patrício'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.0, 33.0], 'player': {'id': 4367, 'name': 'Gonçalo Manuel Ganchinho Guedes'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [109.0, 44.0], 'player': {'id': 3960, 'name': 'José Miguel da Rocha Fonte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 51.0], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.0, 36.0], 'player': {'id': 5214, 'name': 'William Silva de Carvalho'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [111.0, 36.0], 'player': {'id': 5726, 'name': 'Khalid Boutaïb'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.0, 40.0], 'player': {'id': 5244, 'name': 'Medhi Amine El Mouttaqi Benatia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",fd78e53a-4472-4329-bf2c-b7369d344247,Off T,0.0881195,Normal,Open Play,,,,Morocco,788,00:13:32.460,Shot,True
,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,36cafbac-efc3-4bd7-86a5-3db479ae1c8a,679,,,"[109.0, 26.0]",7542,17,,,,,,,,,,,,,,,,,,1,Regular Play,Hakim Ziyech,5237.0,Left Wing,34,Morocco,788,"['3e924e1c-9839-4280-bf37-8f6b660ba57d', '46712204-e4e7-4902-94a2-a4057a48a216']",14,,Left Foot,"[113.0, 30.0]",,"[{'location': [108.0, 24.0], 'player': {'id': 20016, 'name': 'Kléper Laveran Lima Ferreira'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.0, 31.0], 'player': {'id': 3329, 'name': 'Cédric Ricardo Alves Soares'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.0, 28.0], 'player': {'id': 5214, 'name': 'William Silva de Carvalho'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [118.0, 37.0], 'player': {'id': 5205, 'name': 'Rui Pedro dos Santos Patrício'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.0, 37.0], 'player': {'id': 3960, 'name': 'José Miguel da Rocha Fonte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.0, 43.0], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.0, 48.0], 'player': {'id': 3302, 'name': 'Nordin Amrabat'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [109.0, 37.0], 'player': {'id': 5726, 'name': 'Khalid Boutaïb'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",1b09a6ee-1977-4650-8499-09b7c73e21d8,Blocked,0.05608462,Normal,Open Play,,,,Morocco,788,00:17:14.300,Shot,
,,,,,,,,,,,,,,1.133,,,,,,,,,,,,,efd0b093-83ff-4ac4-bacb-9371fefbeb31,883,,,"[92.0, 25.0]",7542,22,,,,,,,,,,,,,,,,,,1,Regular Play,Hakim Ziyech,5237.0,Left Wing,41,Morocco,788,['d781551d-67d9-41a0-bb45-1890688c06d8'],7,,Right Foot,"[119.0, 40.5, 0.3]",,"[{'location': [103.0, 32.0], 'player': {'id': 20016, 'name': 'Kléper Laveran Lima Ferreira'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 5205, 'name': 'Rui Pedro dos Santos Patrício'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.0, 27.0], 'player': {'id': 3329, 'name': 'Cédric Ricardo Alves Soares'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.0, 21.0], 'player': {'id': 4367, 'name': 'Gonçalo Manuel Ganchinho Guedes'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [100.0, 7.0], 'player': {'id': 5245, 'name': 'Achraf Hakimi Mouh'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [95.0, 26.0], 'player': {'id': 3168, 'name': 'João Filipe Iria Santos Moutinho'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [95.0, 23.0], 'player': {'id': 5214, 'name': 'William Silva de Carvalho'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.0, 39.0], 'player': {'id': 5726, 'name': 'Khalid Boutaïb'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.0, 39.0], 'player': {'id': 3960, 'name': 'José Miguel da Rocha Fonte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.0, 47.0], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [92.0, 42.0], 'player': {'id': 4272, 'name': 'João Mário Naval da Costa Eduardo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [100.0, 30.0], 'player': {'id': 5242, 'name': 'Younès Belhanda'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [104.0, 28.0], 'player': {'id': 5232, 'name': 'Mbark Boussoufa'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [98.0, 43.0], 'player': {'id': 3302, 'name': 'Nordin Amrabat'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [81.0, 56.0], 'player': {'id': 5727, 'name': 'Nabil Dirar'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",055f1a9c-fc80-43bd-9b0e-81bd03a100e6,Saved,0.013198647,Normal,Open Play,,,,Morocco,788,00:22:07.500,Shot,
,,,,,,,,,,,,,,1.853,,,,,,,,,,,,,42b83acf-ce7f-4b8d-80b4-99365186dd83,1157,,,"[108.0, 44.0]",7542,29,,,,,,,,,,,,,,,,,,1,Regular Play,Khalid Boutaïb,5726.0,Center Forward,58,Morocco,788,"['1bb1da3e-9948-4936-835e-47a699be12d5', '45b9cd20-f3bf-4898-931e-2b3ebea479a2']",53,True,Head,"[113.0, 40.0]",,"[{'location': [102.0, 33.0], 'player': {'id': 20016, 'name': 'Kléper Laveran Lima Ferreira'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.0, 41.0], 'player': {'id': 5205, 'name': 'Rui Pedro dos Santos Patrício'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.0, 48.0], 'player': {'id': 3302, 'name': 'Nordin Amrabat'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.0, 43.0], 'player': {'id': 3960, 'name': 'José Miguel da Rocha Fonte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.0, 48.0], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [83.0, 64.0], 'player': {'id': 5727, 'name': 'Nabil Dirar'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",,Wayward,0.22690645,Normal,Open Play,,,,Morocco,788,00:29:53.740,Shot,True
,,,,,,,,,,,,,,0.28,,,,,,,,,,,,,b202ff2d-61e1-4e95-a037-5dc82a9ed075,1170,,,"[100.0, 34.0]",7542,31,,,,,,,,,,,,,,,,,,1,From Free Kick,Cristiano Ronaldo dos Santos Aveiro,5207.0,Left Center Forward,61,Portugal,780,"['3d83e6a7-dcdf-480a-8bec-8feeb136f56f', '92a28e4e-9bcb-4209-b87f-5bd2ec9b64c6']",30,,Right Foot,"[108.0, 35.0]",,"[{'location': [111.0, 36.0], 'player': {'id': 20016, 'name': 'Kléper Laveran Lima Ferreira'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [107.0, 51.0], 'player': {'id': 3960, 'name': 'José Miguel da Rocha Fonte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [111.0, 29.0], 'player': {'id': 3302, 'name': 'Nordin Amrabat'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [110.0, 29.0], 'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [108.0, 39.0], 'player': {'id': 5232, 'name': 'Mbark Boussoufa'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.0, 39.0], 'player': {'id': 4272, 'name': 'João Mário Naval da Costa Eduardo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [120.0, 43.0], 'player': {'id': 5233, 'name': 'Munir Mohand Mohamedi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.0, 38.0], 'player': {'id': 5242, 'name': 'Younès Belhanda'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [109.0, 37.0], 'player': {'id': 5236, 'name': 'Karim El Ahmadi Al Aroos'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.0, 36.0], 'player': {'id': 5727, 'name': 'Nabil Dirar'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.0, 35.0], 'player': {'id': 5726, 'name': 'Khalid Boutaïb'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [109.0, 34.0], 'player': {'id': 5244, 'name': 'Medhi Amine El Mouttaqi Benatia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.0, 33.0], 'player': {'id': 5221, 'name': 'Manuel Marouan da Costa Trinidade'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.0, 43.0], 'player': {'id': 4367, 'name': 'Gonçalo Manuel Ganchinho Guedes'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [110.0, 48.0], 'player': {'id': 5214, 'name': 'William Silva de Carvalho'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [111.0, 45.0], 'player': {'id': 5245, 'name': 'Achraf Hakimi Mouh'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",,Blocked,0.082563296,Normal,Free Kick,,,,Portugal,780,00:31:30.700,Shot,
