ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.155921,,,,,,,,,,,,2cdb8262-367c-49ed-a162-8d044486e889,212,,,"[115.6, 31.3]",3813315,5,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Nerijus Valskis,73486.0,Left Center Forward,13,Jamshedpur,2021,['a1ce91f3-da85-4d65-8685-034fb7461f2f'],57,Left Foot,"[118.0, 34.3, 0.9]",,"[{'location': [109.0, 42.8], 'player': {'id': 9981, 'name': 'Peter Hartley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [99.4, 32.2], 'player': {'id': 26754, 'name': 'Eduardo Bedia Peláez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [117.7, 34.6], 'player': {'id': 124911, 'name': 'Dheeraj Singh Moirangthem'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.0, 41.4], 'player': {'id': 159776, 'name': 'Sanson Pereira'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.4, 32.8], 'player': {'id': 159780, 'name': 'Aibanbha Kupar Dohling'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.7, 35.5], 'player': {'id': 124906, 'name': 'Glan Martins'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.2, 25.2], 'player': {'id': 35039, 'name': 'Iván Garrido González'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.0, 32.4], 'player': {'id': 159782, 'name': 'Alexander Romario Jesuraj'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [112.5, 22.9], 'player': {'id': 159778, 'name': 'Seriton Fernandes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.1, 28.0], 'player': {'id': 13322, 'name': 'Greg Stewart'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [111.9, 28.2], 'player': {'id': 161105, 'name': 'Komal Thatal'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",af73353e-278f-4cb3-9bef-abad70f6b821,,Saved,0.11859655,Normal,Open Play,,,,Jamshedpur,2021,00:05:57.844,Shot,
,,,,,,,,,,,,,,,0.128004,,,,,,,,,,,,71e09b0b-be0b-4cc8-8f5c-09c1bdf6851a,433,,,"[103.3, 56.0]",3813315,12,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Alexander Romario Jesuraj,159782.0,Right Wing,24,Goa,7288,"['8d7ea1bb-6f26-4e9a-b14e-d41ae27e57d2', 'd0219478-e87c-4f36-8527-a988f20421c2']",43,Right Foot,"[104.7, 54.7]",,"[{'location': [99.4, 71.5], 'player': {'id': 159778, 'name': 'Seriton Fernandes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [116.4, 43.7], 'player': {'id': 161097, 'name': 'Rehnesh Thumbirumbu Paramba'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.9, 52.8], 'player': {'id': 13322, 'name': 'Greg Stewart'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [101.9, 45.7], 'player': {'id': 161116, 'name': 'Alexandre Monteiro de Lima'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.1, 40.5], 'player': {'id': 159783, 'name': 'Devendra Dhaku Murgaokar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.4, 46.4], 'player': {'id': 26754, 'name': 'Eduardo Bedia Peláez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [94.2, 63.1], 'player': {'id': 26571, 'name': 'Alberto Noguera Ripoll'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [106.0, 28.1], 'player': {'id': 159764, 'name': 'Jorge Ortiz Mendoza'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.3, 62.4], 'player': {'id': 161099, 'name': 'Ricky Lallawmawma'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.3, 54.4], 'player': {'id': 9981, 'name': 'Peter Hartley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.4, 61.5], 'player': {'id': 161105, 'name': 'Komal Thatal'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [105.4, 46.0], 'player': {'id': 124777, 'name': 'Narender Gahlot'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.6, 40.0], 'player': {'id': 161100, 'name': 'Laldinliana Renthlei'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.8, 34.7], 'player': {'id': 127057, 'name': 'Seminlen Doungel'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [93.7, 60.5], 'player': {'id': 161104, 'name': 'Jitendra Singh'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}]",39276741-1fc4-491c-845e-13477019cf80,,Blocked,0.022448685,Normal,Open Play,,,,Goa,7288,00:12:43.041,Shot,
,,,,,,,,,,,,,,,1.109335,,,,,,,,,,,,ce55cc42-6cca-4f69-b261-b27b1cd2d4d2,654,,,"[106.2, 49.9]",3813315,20,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Seminlen Doungel,127057.0,Right Midfield,34,Jamshedpur,2021,['cc5753c4-2e83-43e3-beb8-d0417f1c3e2f'],21,Right Foot,"[120.0, 42.5, 3.8]",True,"[{'location': [107.1, 46.4], 'player': {'id': 124777, 'name': 'Narender Gahlot'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [112.0, 43.6], 'player': {'id': 161104, 'name': 'Jitendra Singh'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [112.2, 46.4], 'player': {'id': 73486, 'name': 'Nerijus Valskis'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [107.6, 28.8], 'player': {'id': 9981, 'name': 'Peter Hartley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [108.2, 51.4], 'player': {'id': 161105, 'name': 'Komal Thatal'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [109.2, 54.6], 'player': {'id': 13322, 'name': 'Greg Stewart'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [117.6, 42.0], 'player': {'id': 124911, 'name': 'Dheeraj Singh Moirangthem'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.4, 37.3], 'player': {'id': 35039, 'name': 'Iván Garrido González'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.5, 57.8], 'player': {'id': 159764, 'name': 'Jorge Ortiz Mendoza'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [108.5, 50.8], 'player': {'id': 159778, 'name': 'Seriton Fernandes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.8, 49.6], 'player': {'id': 159783, 'name': 'Devendra Dhaku Murgaokar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [113.6, 50.3], 'player': {'id': 124906, 'name': 'Glan Martins'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.5, 43.0], 'player': {'id': 159776, 'name': 'Sanson Pereira'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.4, 39.3], 'player': {'id': 26754, 'name': 'Eduardo Bedia Peláez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.2, 43.8], 'player': {'id': 159780, 'name': 'Aibanbha Kupar Dohling'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",3316ed1e-69df-4890-84ac-4c347157c5c3,,Off T,0.10000126,Normal,Open Play,,,,Jamshedpur,2021,00:20:21.436,Shot,
,,,,,,,,,,,,,,,1.22492,,,,,,,,,,,,9a5b9194-8dc9-4c36-96c2-934db2f6970e,992,,,"[88.5, 46.0]",3813315,34,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Alexandre Monteiro de Lima,161116.0,Left Defensive Midfield,54,Jamshedpur,2021,"['420cee3d-2087-4679-840d-5b3844a71c05', 'b50bdc55-cabb-4d69-ae4d-40f4d939364a']",31,Left Foot,"[120.0, 41.2, 4.9]",,"[{'location': [99.6, 38.4], 'player': {'id': 73486, 'name': 'Nerijus Valskis'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [92.6, 40.6], 'player': {'id': 161105, 'name': 'Komal Thatal'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [83.5, 39.4], 'player': {'id': 161099, 'name': 'Ricky Lallawmawma'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [86.1, 60.1], 'player': {'id': 161100, 'name': 'Laldinliana Renthlei'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [91.9, 51.8], 'player': {'id': 161104, 'name': 'Jitendra Singh'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [104.3, 54.9], 'player': {'id': 13322, 'name': 'Greg Stewart'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [118.3, 40.1], 'player': {'id': 124911, 'name': 'Dheeraj Singh Moirangthem'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.2, 46.7], 'player': {'id': 159782, 'name': 'Alexander Romario Jesuraj'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [83.3, 43.4], 'player': {'id': 159783, 'name': 'Devendra Dhaku Murgaokar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [81.9, 52.7], 'player': {'id': 26571, 'name': 'Alberto Noguera Ripoll'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [90.7, 59.5], 'player': {'id': 159764, 'name': 'Jorge Ortiz Mendoza'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [87.2, 46.4], 'player': {'id': 26754, 'name': 'Eduardo Bedia Peláez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [91.2, 47.5], 'player': {'id': 124906, 'name': 'Glan Martins'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [97.9, 52.2], 'player': {'id': 159776, 'name': 'Sanson Pereira'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.1, 46.8], 'player': {'id': 35039, 'name': 'Iván Garrido González'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.9, 41.9], 'player': {'id': 159780, 'name': 'Aibanbha Kupar Dohling'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.1, 34.1], 'player': {'id': 159778, 'name': 'Seriton Fernandes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.6, 56.5], 'player': {'id': 127057, 'name': 'Seminlen Doungel'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",0f3eb0cd-db28-4f2d-8882-e71789345da9,,Off T,0.020927384,Normal,Open Play,,,,Jamshedpur,2021,00:34:31.335,Shot,True
,,,,,,,,,,,,,,,1.065364,,,,,,,,,,,,bf8ccb41-8b28-4dca-bdc5-28d1f0b9f4f6,1029,,,"[97.0, 22.3]",3813315,36,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jitendra Singh,161104.0,Right Defensive Midfield,56,Jamshedpur,2021,['b8a927e5-cb26-4a33-bf5a-69ad14bc06ea'],6,Right Foot,"[120.0, 28.2, 0.1]",,"[{'location': [99.9, 7.9], 'player': {'id': 161099, 'name': 'Ricky Lallawmawma'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [97.9, 10.5], 'player': {'id': 13322, 'name': 'Greg Stewart'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [95.7, 22.2], 'player': {'id': 159783, 'name': 'Devendra Dhaku Murgaokar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [104.3, 40.0], 'player': {'id': 159776, 'name': 'Sanson Pereira'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.3, 13.5], 'player': {'id': 26571, 'name': 'Alberto Noguera Ripoll'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [99.1, 21.8], 'player': {'id': 159782, 'name': 'Alexander Romario Jesuraj'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.1, 26.7], 'player': {'id': 26754, 'name': 'Eduardo Bedia Peláez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.3, 37.4], 'player': {'id': 35039, 'name': 'Iván Garrido González'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.5, 27.1], 'player': {'id': 159780, 'name': 'Aibanbha Kupar Dohling'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.2, 23.6], 'player': {'id': 159778, 'name': 'Seriton Fernandes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.9, 11.1], 'player': {'id': 124906, 'name': 'Glan Martins'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [116.6, 38.8], 'player': {'id': 124911, 'name': 'Dheeraj Singh Moirangthem'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.3, 43.7], 'player': {'id': 127057, 'name': 'Seminlen Doungel'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [106.4, 36.4], 'player': {'id': 73486, 'name': 'Nerijus Valskis'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [108.6, 20.9], 'player': {'id': 161105, 'name': 'Komal Thatal'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [103.1, 26.3], 'player': {'id': 161116, 'name': 'Alexandre Monteiro de Lima'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",b0f8da2b-0cb8-4d6b-9c38-ffd77f5fcd00,,Off T,0.014228919,Normal,Open Play,,,,Jamshedpur,2021,00:36:06.259,Shot,
,,,,,,,,,,,,,,,0.179734,,,,,,,,,,,,4ec48a0d-87be-43c1-8656-b168655485d2,1154,,,"[107.8, 49.1]",3813315,39,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Seminlen Doungel,127057.0,Right Midfield,64,Jamshedpur,2021,['c61e86d0-4e40-4f70-af44-9d6ea01a7bc0'],48,Right Foot,"[111.2, 46.2, 1.2]",,"[{'location': [101.6, 54.2], 'player': {'id': 159776, 'name': 'Sanson Pereira'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.6, 46.1], 'player': {'id': 124911, 'name': 'Dheeraj Singh Moirangthem'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.6, 44.3], 'player': {'id': 26571, 'name': 'Alberto Noguera Ripoll'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [107.0, 43.8], 'player': {'id': 35039, 'name': 'Iván Garrido González'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [93.9, 18.7], 'player': {'id': 159778, 'name': 'Seriton Fernandes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.8, 39.2], 'player': {'id': 124906, 'name': 'Glan Martins'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [114.3, 39.2], 'player': {'id': 159780, 'name': 'Aibanbha Kupar Dohling'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.4, 36.4], 'player': {'id': 13322, 'name': 'Greg Stewart'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [102.7, 43.8], 'player': {'id': 73486, 'name': 'Nerijus Valskis'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",37189e19-4757-4d94-be87-9c00571f2d82,,Saved,0.3321394,Normal,Open Play,,,,Jamshedpur,2021,00:39:48.186,Shot,
,,,,,,,,,,,,,,,0.603167,,,,,,,,,,,,c225e925-8ecf-47c6-b315-fe7819c52934,1159,,,"[115.1, 49.7]",3813315,39,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Seminlen Doungel,127057.0,Right Midfield,64,Jamshedpur,2021,['363a1061-3f76-45de-8891-4ac06efeb06e'],50,Right Foot,"[120.0, 41.7, 4.4]",,"[{'location': [106.1, 43.0], 'player': {'id': 73486, 'name': 'Nerijus Valskis'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [93.2, 26.3], 'player': {'id': 161105, 'name': 'Komal Thatal'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [113.0, 35.5], 'player': {'id': 13322, 'name': 'Greg Stewart'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [107.6, 49.9], 'player': {'id': 159776, 'name': 'Sanson Pereira'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.6, 45.9], 'player': {'id': 26571, 'name': 'Alberto Noguera Ripoll'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [115.1, 46.5], 'player': {'id': 35039, 'name': 'Iván Garrido González'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [120.0, 42.0], 'player': {'id': 159780, 'name': 'Aibanbha Kupar Dohling'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.7, 22.3], 'player': {'id': 159778, 'name': 'Seriton Fernandes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.8, 38.8], 'player': {'id': 124906, 'name': 'Glan Martins'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [114.8, 48.7], 'player': {'id': 124911, 'name': 'Dheeraj Singh Moirangthem'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Off T,0.10232643,Half Volley,Open Play,,,,Jamshedpur,2021,00:39:50.167,Shot,
,,,,,,,,,,,,,,,0.665447,,,,,,,,,,,,1e5426eb-fa50-4310-adba-3236d280f686,1178,,,"[107.2, 60.8]",3813315,41,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jorge Ortiz Mendoza,159764.0,Left Wing,66,Goa,7288,['349ea176-4eb9-42f5-9dce-7a37ecce426a'],4,Right Foot,"[120.0, 41.6, 3.5]",,"[{'location': [96.1, 63.0], 'player': {'id': 124906, 'name': 'Glan Martins'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [84.8, 69.7], 'player': {'id': 26571, 'name': 'Alberto Noguera Ripoll'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [110.3, 71.0], 'player': {'id': 161105, 'name': 'Komal Thatal'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [112.8, 64.3], 'player': {'id': 161099, 'name': 'Ricky Lallawmawma'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.3, 59.5], 'player': {'id': 9981, 'name': 'Peter Hartley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.9, 60.6], 'player': {'id': 161116, 'name': 'Alexandre Monteiro de Lima'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.1, 58.4], 'player': {'id': 13322, 'name': 'Greg Stewart'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [108.0, 50.9], 'player': {'id': 124777, 'name': 'Narender Gahlot'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.3, 43.7], 'player': {'id': 161100, 'name': 'Laldinliana Renthlei'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [87.5, 67.7], 'player': {'id': 161104, 'name': 'Jitendra Singh'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [117.6, 42.6], 'player': {'id': 161097, 'name': 'Rehnesh Thumbirumbu Paramba'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.6, 68.5], 'player': {'id': 159782, 'name': 'Alexander Romario Jesuraj'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [105.2, 78.8], 'player': {'id': 159778, 'name': 'Seriton Fernandes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [109.6, 63.2], 'player': {'id': 159783, 'name': 'Devendra Dhaku Murgaokar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",d58fd1b2-d397-40a2-826c-d1da69980327,,Off T,0.008508313,Half Volley,Open Play,,,,Goa,7288,00:41:04.571,Shot,
,,,,,,,,,,,,,,,1.724343,,,,,,,,,,,,17280ea1-2b8e-48df-b4dd-c747af111ee3,1199,,,"[107.7, 38.2]",3813315,42,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Nerijus Valskis,73486.0,Left Center Forward,69,Jamshedpur,2021,['7a1e6ac7-0945-4c7f-b44e-748b1c1bd83e'],43,Head,"[120.0, 40.5, 4.5]",,"[{'location': [117.7, 39.2], 'player': {'id': 124911, 'name': 'Dheeraj Singh Moirangthem'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.2, 36.2], 'player': {'id': 159780, 'name': 'Aibanbha Kupar Dohling'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.8, 51.2], 'player': {'id': 159776, 'name': 'Sanson Pereira'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.9, 30.9], 'player': {'id': 159782, 'name': 'Alexander Romario Jesuraj'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [107.5, 41.1], 'player': {'id': 35039, 'name': 'Iván Garrido González'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.1, 33.8], 'player': {'id': 26754, 'name': 'Eduardo Bedia Peláez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.7, 28.0], 'player': {'id': 159778, 'name': 'Seriton Fernandes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.4, 52.6], 'player': {'id': 127057, 'name': 'Seminlen Doungel'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [99.3, 30.4], 'player': {'id': 161105, 'name': 'Komal Thatal'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [107.6, 35.4], 'player': {'id': 13322, 'name': 'Greg Stewart'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [91.6, 51.6], 'player': {'id': 124906, 'name': 'Glan Martins'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}]",c24db03c-9754-4091-8a29-d8a674c30fe9,,Off T,0.070025206,Normal,Open Play,,,,Jamshedpur,2021,00:42:43.555,Shot,
,,,,,,,,,,,,,,,0.716981,,,,,,,,,,,,03eef777-afa0-4d79-bed3-e040ed1292d7,1249,,,"[105.9, 48.8]",3813315,43,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Nerijus Valskis,73486.0,Left Center Forward,73,Jamshedpur,2021,['37a96991-c8a2-4b59-af0c-913d9c23da6b'],47,Right Foot,"[114.7, 42.9, 0.2]",True,"[{'location': [90.4, 23.4], 'player': {'id': 159778, 'name': 'Seriton Fernandes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.0, 42.2], 'player': {'id': 26571, 'name': 'Alberto Noguera Ripoll'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [102.6, 52.5], 'player': {'id': 124906, 'name': 'Glan Martins'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [89.3, 43.8], 'player': {'id': 26754, 'name': 'Eduardo Bedia Peláez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [115.2, 42.5], 'player': {'id': 124911, 'name': 'Dheeraj Singh Moirangthem'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.3, 27.0], 'player': {'id': 161105, 'name': 'Komal Thatal'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [101.6, 55.7], 'player': {'id': 161100, 'name': 'Laldinliana Renthlei'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [94.3, 47.9], 'player': {'id': 127057, 'name': 'Seminlen Doungel'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [90.8, 44.2], 'player': {'id': 13322, 'name': 'Greg Stewart'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [107.8, 47.8], 'player': {'id': 159780, 'name': 'Aibanbha Kupar Dohling'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.2, 51.0], 'player': {'id': 35039, 'name': 'Iván Garrido González'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",735b9147-7b89-4d68-afa3-6afce37b0423,,Saved,0.07671887,Normal,Open Play,,,,Jamshedpur,2021,00:43:47.152,Shot,
