ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.698626,,,,,,,,,,,,,,e08f7fe8-b8a9-46b0-b2a2-55059043bc63,2038,,,"[105.1, 37.5]",3829507,45,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Marcel Tisserand,8677.0,Right Back,98,Toulouse,130,['f43d3a78-1cdb-4b40-a048-ca2a61dc4a74'],2,,Head,"[120.0, 25.8, 1.3]",,"[{'location': [107.1, 35.5], 'player': {'id': 7207, 'name': 'Férébory Doré'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [116.1, 39.9], 'player': {'id': 4547, 'name': 'Ludovic Butelle'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.3, 36.5], 'player': {'id': 3045, 'name': 'Ismaël Traoré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.9, 34.0], 'player': {'id': 3431, 'name': 'Vincent Manceau'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.1, 34.6], 'player': {'id': 3185, 'name': 'Thomas Mangani'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.3, 41.6], 'player': {'id': 11540, 'name': 'Óscar Guido Trejo'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [93.3, 35.3], 'player': {'id': 3189, 'name': 'Étienne Didot'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [82.4, 53.9], 'player': {'id': 6723, 'name': 'Wissam Ben Yedder'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [91.1, 40.6], 'player': {'id': 2961, 'name': 'Yann Bodiger'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [110.3, 40.7], 'player': {'id': 3035, 'name': 'Steeve Yago'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [110.1, 37.4], 'player': {'id': 30447, 'name': 'Jean-Armel Kana-Biyik'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [106.6, 41.5], 'player': {'id': 5676, 'name': ""Cheikh N''Doye""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.4, 42.4], 'player': {'id': 3203, 'name': 'Yoann Andreu'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.0, 42.2], 'player': {'id': 401483, 'name': 'Olivier Auriac'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [110.8, 33.3], 'player': {'id': 3549, 'name': 'Romain Thomas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.3, 31.8], 'player': {'id': 16522, 'name': 'Tongo Hamed Doumbia'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [93.2, 51.0], 'player': {'id': 3111, 'name': 'Gilles Sunu'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [92.7, 50.5], 'player': {'id': 3078, 'name': 'Abdoul Razzagui Camara'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [100.9, 29.8], 'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",9ea12451-580f-4421-a7c1-3cc94e8ae626,Off T,0.034741323,Normal,Open Play,,,,Toulouse,130,00:45:02.941,Shot,
,,,,,,,,,,,,,,,0.712456,,,,,,,,,,,,,,8b7d9932-961b-4d55-872b-b27cce35adc2,2184,,,"[91.9, 43.3]",3829507,47,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Cheikh N''Doye,5676.0,Right Center Midfield,104,Angers,145,['4dffd697-92bf-4efa-b11c-6402156cfea1'],19,,Right Foot,"[116.8, 41.1, 0.3]",True,"[{'location': [116.8, 40.8], 'player': {'id': 41385, 'name': 'Ali Nadhoim Ahamada'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.3, 47.4], 'player': {'id': 3024, 'name': 'Jacques François Moubandje'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.6, 40.7], 'player': {'id': 3035, 'name': 'Steeve Yago'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.1, 30.3], 'player': {'id': 30447, 'name': 'Jean-Armel Kana-Biyik'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.2, 21.9], 'player': {'id': 8677, 'name': 'Marcel Tisserand'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.6, 40.5], 'player': {'id': 2961, 'name': 'Yann Bodiger'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [90.7, 36.4], 'player': {'id': 16522, 'name': 'Tongo Hamed Doumbia'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [71.6, 11.6], 'player': {'id': 3189, 'name': 'Étienne Didot'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [71.1, 36.6], 'player': {'id': 11540, 'name': 'Óscar Guido Trejo'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [74.9, 54.2], 'player': {'id': 3185, 'name': 'Thomas Mangani'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [75.1, 32.5], 'player': {'id': 401483, 'name': 'Olivier Auriac'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [82.1, 23.6], 'player': {'id': 3203, 'name': 'Yoann Andreu'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [92.0, 26.5], 'player': {'id': 7207, 'name': 'Férébory Doré'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [95.3, 51.8], 'player': {'id': 3078, 'name': 'Abdoul Razzagui Camara'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.1, 33.9], 'player': {'id': 3111, 'name': 'Gilles Sunu'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",55b42315-9572-4426-868b-a27cc0c12fc3,Saved,0.023342604,Half Volley,Open Play,,,,Angers,145,00:02:19.659,Shot,
,,,,,,,,,,,,,,,2.581313,,,,,,,,,,,,,,534b5215-2f63-477b-a8e8-ac958670abe7,2250,,,"[93.0, 28.3]",3829507,49,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Abdoul Razzagui Camara,3078.0,Right Wing,111,Angers,145,['4691654a-2c48-440b-ad22-9b3e94756b86'],37,,Left Foot,"[118.2, 23.8]",True,"[{'location': [102.2, 32.0], 'player': {'id': 30447, 'name': 'Jean-Armel Kana-Biyik'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.5, 43.8], 'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [108.9, 35.7], 'player': {'id': 3024, 'name': 'Jacques François Moubandje'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.6, 32.4], 'player': {'id': 3189, 'name': 'Étienne Didot'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.1, 28.4], 'player': {'id': 2961, 'name': 'Yann Bodiger'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.5, 26.2], 'player': {'id': 8677, 'name': 'Marcel Tisserand'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.2, 30.8], 'player': {'id': 16522, 'name': 'Tongo Hamed Doumbia'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [81.1, 54.5], 'player': {'id': 3431, 'name': 'Vincent Manceau'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [86.9, 54.5], 'player': {'id': 6723, 'name': 'Wissam Ben Yedder'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [89.3, 29.2], 'player': {'id': 11540, 'name': 'Óscar Guido Trejo'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [117.7, 38.5], 'player': {'id': 41385, 'name': 'Ali Nadhoim Ahamada'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.0, 41.4], 'player': {'id': 3035, 'name': 'Steeve Yago'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.4, 44.4], 'player': {'id': 3185, 'name': 'Thomas Mangani'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [108.7, 30.1], 'player': {'id': 3045, 'name': 'Ismaël Traoré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [107.4, 40.3], 'player': {'id': 3111, 'name': 'Gilles Sunu'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [95.4, 34.5], 'player': {'id': 5676, 'name': ""Cheikh N''Doye""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [102.6, 22.0], 'player': {'id': 7207, 'name': 'Férébory Doré'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,Wayward,0.01217357,Half Volley,Open Play,,,,Angers,145,00:04:37.681,Shot,
,,,,,,,,,,,,,,,0.291272,,,,,,,,,,,,,,d9bb8fb2-09da-43b1-bcdf-4120231b98a1,2328,,,"[102.1, 46.1]",3829507,51,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Óscar Guido Trejo,11540.0,Right Attacking Midfield,114,Toulouse,130,"['bd7f0259-3cae-4182-9442-abfa806a78fa', 'ce13c137-6615-4f68-9c73-ca8773a33fff']",45,,Right Foot,"[110.3, 44.7]",True,"[{'location': [118.1, 40.7], 'player': {'id': 4547, 'name': 'Ludovic Butelle'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.0, 50.0], 'player': {'id': 3549, 'name': 'Romain Thomas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.5, 43.0], 'player': {'id': 3431, 'name': 'Vincent Manceau'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.1, 44.5], 'player': {'id': 3045, 'name': 'Ismaël Traoré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.5, 65.7], 'player': {'id': 6723, 'name': 'Wissam Ben Yedder'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [110.0, 48.5], 'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.1, 57.4], 'player': {'id': 401483, 'name': 'Olivier Auriac'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.4, 61.0], 'player': {'id': 3203, 'name': 'Yoann Andreu'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.2, 42.1], 'player': {'id': 5676, 'name': ""Cheikh N''Doye""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",1953cd4e-cd69-46a4-b50a-cd35f4c42b53,Blocked,0.068550706,Volley,Open Play,,,,Toulouse,130,00:06:45.333,Shot,
,,,,,,,,,,,,,,,0.151639,,,,,,,,,,,,,,e82e08e2-f3a0-4b7c-827f-3f48c0d8c57d,2333,,,"[106.6, 54.3]",3829507,51,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Óscar Guido Trejo,11540.0,Right Attacking Midfield,114,Toulouse,130,"['b6dac6f0-47f9-435b-991f-a8b94ca16eb2', 'c0abd997-0f89-45c7-a82f-fe427b9e7b26']",48,,Right Foot,"[108.2, 53.0]",,"[{'location': [96.6, 53.5], 'player': {'id': 3185, 'name': 'Thomas Mangani'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [87.5, 25.6], 'player': {'id': 3078, 'name': 'Abdoul Razzagui Camara'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.8, 50.7], 'player': {'id': 401483, 'name': 'Olivier Auriac'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.3, 53.0], 'player': {'id': 3549, 'name': 'Romain Thomas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.9, 53.5], 'player': {'id': 3203, 'name': 'Yoann Andreu'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [87.4, 29.5], 'player': {'id': 3024, 'name': 'Jacques François Moubandje'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [110.4, 41.5], 'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.2, 51.7], 'player': {'id': 6723, 'name': 'Wissam Ben Yedder'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [105.5, 40.7], 'player': {'id': 5676, 'name': ""Cheikh N''Doye""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.0, 43.2], 'player': {'id': 3431, 'name': 'Vincent Manceau'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.8, 46.8], 'player': {'id': 3045, 'name': 'Ismaël Traoré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.0, 42.9], 'player': {'id': 4547, 'name': 'Ludovic Butelle'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,Blocked,0.04747441,Normal,Open Play,,,,Toulouse,130,00:06:48.580,Shot,
,,,,,,,,,,,,,,,1.126316,,,,,,,,,,,,,,9fea1c27-9aba-47f9-993a-39176326a502,2360,,,"[111.3, 45.3]",3829507,52,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Tongo Hamed Doumbia,16522.0,Right Center Midfield,116,Toulouse,130,"['1fdd7fa6-168c-42a2-9db4-51122a21ff09', 'b043b744-3f09-43cd-8565-421e3643695b']",34,True,Head,"[118.7, 41.3, 1.6]",,"[{'location': [109.2, 32.0], 'player': {'id': 401483, 'name': 'Olivier Auriac'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.7, 40.0], 'player': {'id': 5676, 'name': ""Cheikh N''Doye""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.7, 41.2], 'player': {'id': 3549, 'name': 'Romain Thomas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.0, 17.0], 'player': {'id': 3185, 'name': 'Thomas Mangani'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [112.2, 36.3], 'player': {'id': 3045, 'name': 'Ismaël Traoré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.9, 41.2], 'player': {'id': 4547, 'name': 'Ludovic Butelle'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.8, 46.2], 'player': {'id': 3203, 'name': 'Yoann Andreu'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.1, 35.9], 'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.4, 29.7], 'player': {'id': 11540, 'name': 'Óscar Guido Trejo'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}]",07523931-27b5-4865-a755-033fe2cd4b7a,Saved,0.07402942,Normal,Open Play,,,,Toulouse,130,00:07:34.481,Shot,True
,,,,,,,,,,,,,,,1.213444,,,,,,,,,,,,,,2266931a-69d1-4480-ad82-43cf676dbd5d,2864,,,"[89.2, 51.0]",3829507,63,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marcel Tisserand,8677.0,Right Back,142,Toulouse,130,['66e19107-c184-4df2-ae7d-70892adcb802'],42,,Right Foot,"[118.6, 40.7, 0.9]",,"[{'location': [100.8, 22.4], 'player': {'id': 3431, 'name': 'Vincent Manceau'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.6, 40.8], 'player': {'id': 4547, 'name': 'Ludovic Butelle'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [89.1, 50.3], 'player': {'id': 3185, 'name': 'Thomas Mangani'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [96.3, 54.5], 'player': {'id': 3203, 'name': 'Yoann Andreu'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.6, 39.7], 'player': {'id': 401483, 'name': 'Olivier Auriac'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [97.0, 50.6], 'player': {'id': 3549, 'name': 'Romain Thomas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.6, 35.3], 'player': {'id': 3045, 'name': 'Ismaël Traoré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [91.1, 65.1], 'player': {'id': 6723, 'name': 'Wissam Ben Yedder'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [94.0, 23.6], 'player': {'id': 11540, 'name': 'Óscar Guido Trejo'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [100.0, 31.4], 'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [82.3, 54.2], 'player': {'id': 7207, 'name': 'Férébory Doré'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [88.4, 32.9], 'player': {'id': 5676, 'name': ""Cheikh N''Doye""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [87.3, 19.7], 'player': {'id': 3078, 'name': 'Abdoul Razzagui Camara'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",e7aad2e4-e693-483c-836f-336b8b3cf5bb,Saved,0.019669365,Normal,Open Play,,,,Toulouse,130,00:18:42.102,Shot,
,,,,,,,,,,,,,,,0.282405,,,,,,,,,,,,,,eaa685b7-8c9e-4550-bc80-d021443df27b,2961,,,"[90.7, 38.4]",3829507,65,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Tongo Hamed Doumbia,16522.0,Right Center Midfield,147,Toulouse,130,"['4fe93bb2-f042-45de-91fd-6704d323b43f', 'afaabea1-fb0e-4818-ad8d-c8961b329dca']",22,,Right Foot,"[98.6, 38.1]",,"[{'location': [89.6, 15.5], 'player': {'id': 3078, 'name': 'Abdoul Razzagui Camara'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [115.4, 39.3], 'player': {'id': 4547, 'name': 'Ludovic Butelle'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [82.4, 28.2], 'player': {'id': 3185, 'name': 'Thomas Mangani'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [89.6, 40.3], 'player': {'id': 7207, 'name': 'Férébory Doré'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [90.3, 37.0], 'player': {'id': 5676, 'name': ""Cheikh N''Doye""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [96.7, 46.0], 'player': {'id': 3203, 'name': 'Yoann Andreu'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [92.0, 34.9], 'player': {'id': 401483, 'name': 'Olivier Auriac'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [96.7, 40.5], 'player': {'id': 3549, 'name': 'Romain Thomas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.7, 33.7], 'player': {'id': 3045, 'name': 'Ismaël Traoré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.8, 29.5], 'player': {'id': 3431, 'name': 'Vincent Manceau'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [76.1, 16.3], 'player': {'id': 3189, 'name': 'Étienne Didot'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [86.9, 24.1], 'player': {'id': 11540, 'name': 'Óscar Guido Trejo'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [98.8, 38.0], 'player': {'id': 6723, 'name': 'Wissam Ben Yedder'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [87.4, 12.7], 'player': {'id': 3024, 'name': 'Jacques François Moubandje'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [98.5, 26.1], 'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",8ca98138-8cc7-440e-8a6b-1983543e75e3,Blocked,0.03104429,Normal,Open Play,,,,Toulouse,130,00:20:22.022,Shot,
,,,,,,,,,,,,,,,0.948071,,,,,,,,,,,,,,8272260d-79f4-48f4-b7e6-f51df330e19d,3180,,,"[96.3, 32.8]",3829507,71,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Arnold Bouka Moutou,4906.0,Left Wing,156,Angers,145,['74d81dce-6c47-403b-8bfe-4d60017d9dbe'],23,,Left Foot,"[116.7, 36.6, 0.3]",,"[{'location': [90.0, 38.6], 'player': {'id': 3185, 'name': 'Thomas Mangani'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [103.8, 48.4], 'player': {'id': 3035, 'name': 'Steeve Yago'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.1, 62.6], 'player': {'id': 3024, 'name': 'Jacques François Moubandje'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [86.2, 68.5], 'player': {'id': 3078, 'name': 'Abdoul Razzagui Camara'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [95.5, 46.4], 'player': {'id': 2961, 'name': 'Yann Bodiger'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [99.8, 38.9], 'player': {'id': 30447, 'name': 'Jean-Armel Kana-Biyik'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.9, 34.8], 'player': {'id': 8677, 'name': 'Marcel Tisserand'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.1, 38.2], 'player': {'id': 41385, 'name': 'Ali Nadhoim Ahamada'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.6, 44.5], 'player': {'id': 401481, 'name': 'Slimane Sissoko'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [91.3, 59.0], 'player': {'id': 5676, 'name': ""Cheikh N''Doye""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",,Saved,0.04273672,Normal,Open Play,,,,Angers,145,00:26:23.148,Shot,
,,,,,,,,,,,,,,,0.536552,,,,,,,,,,,,,,122f9068-bcde-4448-97c3-f33d198416a9,3522,,,"[106.7, 49.6]",3829507,80,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Adrien Regattin,16418.0,Right Attacking Midfield,180,Toulouse,130,"['7af03d8d-4e57-4b1d-8c15-e30c4ef0c77f', '7f128ad4-ed04-48fe-b6f2-ff521d1fe1f5']",54,,Left Foot,"[118.7, 43.8, 0.4]",True,"[{'location': [105.6, 46.9], 'player': {'id': 5676, 'name': ""Cheikh N''Doye""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.9, 44.7], 'player': {'id': 3431, 'name': 'Vincent Manceau'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.8, 53.2], 'player': {'id': 3203, 'name': 'Yoann Andreu'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.0, 48.8], 'player': {'id': 4469, 'name': ""Guy Adolphe N''Gosso Massouma""}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [112.3, 43.9], 'player': {'id': 3045, 'name': 'Ismaël Traoré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.1, 30.3], 'player': {'id': 3078, 'name': 'Abdoul Razzagui Camara'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [115.6, 46.7], 'player': {'id': 3549, 'name': 'Romain Thomas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.5, 42.5], 'player': {'id': 4547, 'name': 'Ludovic Butelle'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [118.7, 55.0], 'player': {'id': 8677, 'name': 'Marcel Tisserand'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [111.7, 42.5], 'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.9, 38.1], 'player': {'id': 11540, 'name': 'Óscar Guido Trejo'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}]",3453348a-87ce-469c-a126-39657cdb2a74,Saved,0.061725587,Half Volley,Open Play,,,,Toulouse,130,00:35:54.531,Shot,True
