ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.692849,,,,,,,,,,,,a4389221-d77c-49be-b379-f62d8227caba,2118,,"[87.2, 21.9]",3754040,46,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Robert Brady,10967.0,Left Back,100,Norwich City,56,['81a1ab13-1d86-49e6-9390-71e232d5f624'],47,Right Foot,"[120.0, 38.2, 5.9]",,"[{'location': [79.4, 24.0], 'player': {'id': 3501, 'name': 'Philippe Coutinho Correia'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [78.4, 13.9], 'player': {'id': 3529, 'name': 'Daniel Andre Sturridge'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [89.7, 31.1], 'player': {'id': 7780, 'name': 'Lucas Pezzini Leiva'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [97.9, 40.9], 'player': {'id': 3483, 'name': 'Mamadou Sakho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [91.4, 22.6], 'player': {'id': 4590, 'name': 'Nathaniel Edwin Clyne'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [99.3, 27.4], 'player': {'id': 18872, 'name': 'Martin Škrtel'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [96.6, 16.9], 'player': {'id': 3473, 'name': 'James Philip Milner'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [88.8, 10.2], 'player': {'id': 22594, 'name': 'Matt Jarvis'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [97.9, 19.5], 'player': {'id': 4807, 'name': 'Cameron Jerome'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [75.3, 22.9], 'player': {'id': 9463, 'name': 'Alexander Banor Tettey'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [91.9, 9.7], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [81.6, 35.4], 'player': {'id': 16334, 'name': 'Graham Dorrans'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [117.4, 40.0], 'player': {'id': 3539, 'name': 'Simon Mignolet'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.5, 11.9], 'player': {'id': 3493, 'name': 'Emre Can'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",638efed0-58f1-4757-800f-6aeb3b768983,,Off T,,0.0063548633,Normal,Open Play,,,,Norwich City,56,00:01:47.493,Shot,
,,,,,,,,,,,,,,,,1.258481,,,,,,,,,,,,24ca408f-1305-4049-bbaa-9d61557ff5aa,2167,,"[109.1, 27.6]",3754040,47,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Daniel William John Ings,3654.0,Left Center Forward,103,Liverpool,24,['14200044-5676-4230-a15b-8799840cb820'],54,Left Foot,"[120.0, 40.8, 0.2]",,"[{'location': [94.5, 53.9], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.8, 28.9], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.8, 28.7], 'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.2, 48.3], 'player': {'id': 3529, 'name': 'Daniel Andre Sturridge'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [111.2, 30.3], 'player': {'id': 23635, 'name': 'John Ruddy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",118ee9d1-7625-40cc-b719-23d1cded2edb,True,Goal,,0.1679432,Normal,Open Play,,,,Liverpool,24,00:02:54.363,Shot,
,,,,,,,,,,,,,,,,0.204624,,,,,,,,,,,,db04330e-77b7-4d5c-8a07-c1571abe97c1,2189,,"[94.1, 38.6]",3754040,49,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Daniel Andre Sturridge,3529.0,Right Center Forward,105,Liverpool,24,"['69eb61e7-9cb7-4b33-8bfe-0f7474e30ac0', 'c57d5650-9053-4758-a592-a6bc66400f6a']",21,Left Foot,"[98.8, 38.9]",,"[{'location': [97.1, 46.2], 'player': {'id': 3473, 'name': 'James Philip Milner'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [99.1, 32.7], 'player': {'id': 3654, 'name': 'Daniel William John Ings'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [89.3, 27.1], 'player': {'id': 3501, 'name': 'Philippe Coutinho Correia'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [95.0, 13.7], 'player': {'id': 3515, 'name': 'Alberto Moreno Pérez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [93.7, 33.7], 'player': {'id': 9463, 'name': 'Alexander Banor Tettey'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.0, 47.6], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.4, 38.8], 'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.0, 34.2], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.3, 28.9], 'player': {'id': 11124, 'name': 'Steven Whittaker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.4, 43.4], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [91.9, 38.2], 'player': {'id': 16334, 'name': 'Graham Dorrans'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [117.7, 40.6], 'player': {'id': 23635, 'name': 'John Ruddy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",cea20d48-74e6-4a9d-9b5b-80f5d5b02ea8,,Blocked,,0.043544114,Normal,Open Play,,,,Liverpool,24,00:04:21.956,Shot,
,,,,,,,,,,,,,,,,1.216865,,,,,,,,,,,,2c9cdd1a-57f9-4a97-a79c-863d2fe7a242,2210,,"[97.0, 24.9]",3754040,49,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Philippe Coutinho Correia,3501.0,Center Attacking Midfield,105,Liverpool,24,['5d2e7310-2d92-4a81-ab53-91908bbe2a9a'],40,Right Foot,"[120.0, 46.0, 3.8]",,"[{'location': [118.1, 38.5], 'player': {'id': 23635, 'name': 'John Ruddy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.0, 16.4], 'player': {'id': 3286, 'name': 'Nathan Redmond'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [86.3, 42.2], 'player': {'id': 22594, 'name': 'Matt Jarvis'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [96.9, 39.3], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [99.9, 25.7], 'player': {'id': 9463, 'name': 'Alexander Banor Tettey'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.7, 21.5], 'player': {'id': 11124, 'name': 'Steven Whittaker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.9, 31.5], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.8, 42.6], 'player': {'id': 3529, 'name': 'Daniel Andre Sturridge'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [94.6, 44.8], 'player': {'id': 3473, 'name': 'James Philip Milner'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [104.4, 35.1], 'player': {'id': 3654, 'name': 'Daniel William John Ings'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [105.4, 18.5], 'player': {'id': 3515, 'name': 'Alberto Moreno Pérez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [105.2, 44.6], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.3, 35.5], 'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",fad443cd-b046-4d6a-ab62-51687133e222,,Off T,,0.02226761,Normal,Open Play,,,,Liverpool,24,00:04:40.327,Shot,
,,,,,,,,,,,,,,,,0.480351,,,,,,,,,,,,32c6c473-865e-46c2-9720-de4d42751e84,2298,,"[94.0, 39.4]",3754040,51,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Alexander Banor Tettey,9463.0,Center Defensive Midfield,110,Norwich City,56,"['8a89bee2-fcd2-4162-aa0c-913d1a391831', 'cee36bcb-d5ca-40d0-9683-6b83466db73a']",59,Left Foot,"[102.9, 42.0]",,"[{'location': [117.9, 64.8], 'player': {'id': 3286, 'name': 'Nathan Redmond'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [118.8, 40.0], 'player': {'id': 3539, 'name': 'Simon Mignolet'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.2, 27.2], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.6, 41.8], 'player': {'id': 22594, 'name': 'Matt Jarvis'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [91.9, 44.0], 'player': {'id': 3501, 'name': 'Philippe Coutinho Correia'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [100.9, 56.0], 'player': {'id': 3515, 'name': 'Alberto Moreno Pérez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [100.2, 48.2], 'player': {'id': 7780, 'name': 'Lucas Pezzini Leiva'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.5, 56.0], 'player': {'id': 3483, 'name': 'Mamadou Sakho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.9, 39.1], 'player': {'id': 3473, 'name': 'James Philip Milner'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.1, 41.9], 'player': {'id': 18872, 'name': 'Martin Škrtel'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [104.0, 38.5], 'player': {'id': 3493, 'name': 'Emre Can'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.7, 33.8], 'player': {'id': 4590, 'name': 'Nathaniel Edwin Clyne'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [103.2, 41.4], 'player': {'id': 4807, 'name': 'Cameron Jerome'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",59abf1a1-d1c0-4894-9ff5-5c04d7eb1264,,Blocked,,0.031885803,Normal,Open Play,,,,Norwich City,56,00:06:59.462,Shot,
,,,,,,,,,,,,,,,,0.123824,,,,,,,,,,,,09daba7d-10ea-41c7-a69a-fa257b08912a,2364,,"[107.8, 25.5]",3754040,53,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Philippe Coutinho Correia,3501.0,Center Attacking Midfield,111,Liverpool,24,"['19ce626d-c81d-44ef-8332-7c4db74c4250', '1e2a575f-f39d-4fee-ae60-aec07d31020f']",44,Left Foot,"[109.0, 26.8]",,"[{'location': [106.0, 26.9], 'player': {'id': 16334, 'name': 'Graham Dorrans'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.4, 27.4], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.5, 35.8], 'player': {'id': 9463, 'name': 'Alexander Banor Tettey'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.3, 53.0], 'player': {'id': 4590, 'name': 'Nathaniel Edwin Clyne'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [89.8, 44.5], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [110.5, 39.4], 'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.9, 37.0], 'player': {'id': 23635, 'name': 'John Ruddy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.3, 48.6], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.9, 13.6], 'player': {'id': 3515, 'name': 'Alberto Moreno Pérez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [115.8, 21.7], 'player': {'id': 3654, 'name': 'Daniel William John Ings'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [108.7, 20.9], 'player': {'id': 11124, 'name': 'Steven Whittaker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.7, 43.8], 'player': {'id': 3529, 'name': 'Daniel Andre Sturridge'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",36a90c8a-2b75-48a0-a6e7-7a86c57d0067,,Blocked,,0.03322254,Normal,Open Play,,,,Liverpool,24,00:08:44.655,Shot,
,,,,,,,,,,,,,,,,1.409034,,,,,,,,,,,,3cd165bf-3f2d-48f8-a55b-bba55c4fac8c,2401,,"[106.3, 29.5]",3754040,54,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Philippe Coutinho Correia,3501.0,Center Attacking Midfield,112,Liverpool,24,['f0f560af-b4bf-4318-a0bb-8994dc892a7e'],45,Right Foot,"[120.0, 47.1, 3.2]",,"[{'location': [102.6, 29.6], 'player': {'id': 3286, 'name': 'Nathan Redmond'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [108.6, 24.4], 'player': {'id': 3515, 'name': 'Alberto Moreno Pérez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [106.7, 39.8], 'player': {'id': 3654, 'name': 'Daniel William John Ings'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [97.6, 38.6], 'player': {'id': 3529, 'name': 'Daniel Andre Sturridge'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [101.1, 51.3], 'player': {'id': 3473, 'name': 'James Philip Milner'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [116.3, 37.0], 'player': {'id': 23635, 'name': 'John Ruddy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.4, 51.5], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.3, 58.4], 'player': {'id': 22594, 'name': 'Matt Jarvis'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [100.4, 44.8], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.0, 40.2], 'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.1, 38.5], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.9, 31.1], 'player': {'id': 9463, 'name': 'Alexander Banor Tettey'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [107.8, 29.4], 'player': {'id': 11124, 'name': 'Steven Whittaker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",0828e4b1-b1ec-4e91-9640-fe094c0bddec,,Off T,,0.077929154,Normal,Open Play,,,,Liverpool,24,00:09:45.247,Shot,
,,,,,,,,,,,,,,,,0.954417,,,,,,,,,,,,1b25575e-c2bf-497f-8b18-d234fc21f912,2496,,"[95.6, 45.4]",3754040,56,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Steven Whittaker,11124.0,Right Back,117,Norwich City,56,['b4af5ad2-c4b4-4f24-9953-9c56ab1e2740'],43,Right Foot,"[120.0, 41.6, 6.2]",,"[{'location': [101.8, 38.8], 'player': {'id': 3286, 'name': 'Nathan Redmond'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [101.2, 22.6], 'player': {'id': 22594, 'name': 'Matt Jarvis'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [115.2, 40.5], 'player': {'id': 3539, 'name': 'Simon Mignolet'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [81.1, 26.8], 'player': {'id': 4590, 'name': 'Nathaniel Edwin Clyne'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [97.7, 46.8], 'player': {'id': 3483, 'name': 'Mamadou Sakho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.7, 43.2], 'player': {'id': 3473, 'name': 'James Philip Milner'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.9, 43.0], 'player': {'id': 18872, 'name': 'Martin Škrtel'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [102.2, 35.3], 'player': {'id': 3493, 'name': 'Emre Can'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [87.7, 43.8], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [101.8, 56.2], 'player': {'id': 4807, 'name': 'Cameron Jerome'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",859c5f98-48d0-41ce-9782-4a885e50e04e,,Off T,,0.059150696,Normal,Open Play,,,,Norwich City,56,00:11:43.487,Shot,
,,,,,,,,,,,,,,,,1.526941,,,,,,,,,,,,863945a9-3a6f-4a0b-95e7-c8a7215aa1bf,2622,,"[109.6, 45.9]",3754040,60,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Russell Martin,21212.0,Right Center Back,124,Norwich City,56,['5d79c29d-01d5-46f0-94a7-5444352f6f7b'],55,Right Foot,"[120.0, 41.8, 1.8]",,"[{'location': [99.9, 36.2], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [112.2, 40.2], 'player': {'id': 4807, 'name': 'Cameron Jerome'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [115.7, 38.3], 'player': {'id': 3286, 'name': 'Nathan Redmond'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [112.5, 30.3], 'player': {'id': 11124, 'name': 'Steven Whittaker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [113.8, 41.3], 'player': {'id': 3539, 'name': 'Simon Mignolet'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.2, 38.0], 'player': {'id': 3515, 'name': 'Alberto Moreno Pérez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [115.2, 40.2], 'player': {'id': 3483, 'name': 'Mamadou Sakho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.1, 42.6], 'player': {'id': 3493, 'name': 'Emre Can'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 35.8], 'player': {'id': 4590, 'name': 'Nathaniel Edwin Clyne'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [113.0, 42.9], 'player': {'id': 3473, 'name': 'James Philip Milner'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [114.4, 62.0], 'player': {'id': 7780, 'name': 'Lucas Pezzini Leiva'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.3, 45.5], 'player': {'id': 3529, 'name': 'Daniel Andre Sturridge'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [104.4, 53.7], 'player': {'id': 3501, 'name': 'Philippe Coutinho Correia'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [116.0, 40.5], 'player': {'id': 18872, 'name': 'Martin Škrtel'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [116.1, 39.6], 'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [111.3, 46.0], 'player': {'id': 3654, 'name': 'Daniel William John Ings'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}]",,,Goal,,0.09600885,Lob,Open Play,,,,Norwich City,56,00:15:55.644,Shot,
,,,,,,,,,,,,,,,,0.429194,,,,,,,,,,,,30c70296-5637-44ab-b558-082373b884c4,2754,,"[113.1, 44.9]",3754040,64,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Matt Jarvis,22594.0,Left Midfield,126,Norwich City,56,['cfa53947-1ccf-4ee3-bb34-fa9fa881410a'],41,Left Foot,"[117.7, 42.0, 0.2]",True,"[{'location': [106.4, 49.5], 'player': {'id': 4807, 'name': 'Cameron Jerome'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.3, 60.4], 'player': {'id': 3286, 'name': 'Nathan Redmond'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [117.8, 42.5], 'player': {'id': 3539, 'name': 'Simon Mignolet'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.8, 38.7], 'player': {'id': 4590, 'name': 'Nathaniel Edwin Clyne'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [113.5, 43.2], 'player': {'id': 3493, 'name': 'Emre Can'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.6, 47.6], 'player': {'id': 18872, 'name': 'Martin Škrtel'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [111.9, 59.5], 'player': {'id': 7780, 'name': 'Lucas Pezzini Leiva'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.8, 49.5], 'player': {'id': 3473, 'name': 'James Philip Milner'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}]",35c84304-bbb5-47f1-a137-fab6744f5efa,,Saved,,0.23274967,Normal,Open Play,,,,Norwich City,56,00:19:41.193,Shot,
