50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.15455,,,,,,,,,,,b87815ca-a90f-4f5c-870b-52bcb5af63cf,628,,,"[90.7, 44.9]",3829438,13,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andy Delort,3038.0,Center Forward,31,Caen,140,"['adc665c3-79fb-4b03-88b8-a4828a26c2b1', 'ccf912e8-2037-4354-8efe-e3e0cdce428f']",2,,Right Foot,"[94.9, 44.6]",,"[{'location': [86.5, 50.6], 'player': {'id': 2979, 'name': 'Jonathan Delaplace'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [91.4, 22.3], 'player': {'id': 401474, 'name': 'Kévin Gomis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.0, 44.3], 'player': {'id': 7323, 'name': 'Olivier Boscagli'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [88.1, 43.2], 'player': {'id': 3359, 'name': 'Jean Michaël Seri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [96.8, 39.8], 'player': {'id': 4443, 'name': 'Paul Baysse'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.1, 40.7], 'player': {'id': 5653, 'name': 'Mouez Hassen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Blocked,0.02206475,Normal,Open Play,,,,Caen,140,00:13:02.649,Shot,
,,,,,,,,,,,,,,,0.75193,,,,,,,,,,,2079c3e9-45c0-401d-b31e-d9ee5a4feb48,716,,,"[109.3, 34.2]",3829438,14,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Vincent Bessat,2992.0,Left Midfield,33,Caen,140,['61ca7526-8065-4269-8355-aed953bd4775'],59,,Head,"[117.5, 37.2, 0.9]",,"[{'location': [97.1, 27.3], 'player': {'id': 4264, 'name': 'Vincent Koziello'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.3, 29.3], 'player': {'id': 7303, 'name': 'Lenny Nangis'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [95.4, 49.3], 'player': {'id': 3038, 'name': 'Andy Delort'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.2, 53.9], 'player': {'id': 7323, 'name': 'Olivier Boscagli'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.2, 43.5], 'player': {'id': 4443, 'name': 'Paul Baysse'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.4, 35.7], 'player': {'id': 401474, 'name': 'Kévin Gomis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.2, 29.6], 'player': {'id': 4270, 'name': 'Jérémy Pied'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.0, 41.3], 'player': {'id': 4506, 'name': 'Nampalys Mendy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [118.5, 37.1], 'player': {'id': 5653, 'name': 'Mouez Hassen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",2e4985e4-984b-478a-853f-c95d66fe8f68,True,Saved,0.08380625,Normal,Open Play,,,,Caen,140,00:14:59.942,Shot,
,,,,,,,,,,,,,,,0.484514,,,,,,,,,,,74d46bb4-6bf4-475a-8e30-eb8060e7f7fc,1227,,,"[105.8, 32.0]",3829438,28,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andy Delort,3038.0,Center Forward,57,Caen,140,['c3fa7052-1cd7-4595-9aea-43b359dd4098'],8,,Right Foot,"[116.7, 37.5, 0.2]",,"[{'location': [111.3, 32.0], 'player': {'id': 4443, 'name': 'Paul Baysse'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.4, 31.0], 'player': {'id': 401474, 'name': 'Kévin Gomis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.7, 45.5], 'player': {'id': 7323, 'name': 'Olivier Boscagli'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.2, 37.1], 'player': {'id': 5653, 'name': 'Mouez Hassen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",98c485de-355a-4506-a7b9-3a80d4afc58c,,Saved,0.19897406,Normal,Open Play,,,,Caen,140,00:28:08.111,Shot,
,,,,,,,,,,,,,,,1.205507,,,,,,,,,,,30ca581b-b74a-41f3-b1b0-0f88c01368bc,1629,,,"[96.7, 31.0]",3829438,36,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Julien Féret,2959.0,Left Center Midfield,74,Caen,140,['e99d9e39-a306-4dcd-8c9a-639e55cf766f'],19,,Right Foot,"[120.0, 46.4, 3.5]",,"[{'location': [90.7, 19.4], 'player': {'id': 16462, 'name': 'Hatem Ben Arfa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [90.4, 26.2], 'player': {'id': 40698, 'name': 'Nicolas Seube'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [106.4, 32.1], 'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [108.1, 25.1], 'player': {'id': 3038, 'name': 'Andy Delort'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.3, 41.5], 'player': {'id': 7303, 'name': 'Lenny Nangis'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [102.6, 32.0], 'player': {'id': 2979, 'name': 'Jonathan Delaplace'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [99.8, 30.1], 'player': {'id': 3210, 'name': 'Valère Germain'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [105.0, 24.5], 'player': {'id': 4264, 'name': 'Vincent Koziello'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.3, 17.5], 'player': {'id': 4270, 'name': 'Jérémy Pied'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.2, 28.2], 'player': {'id': 401474, 'name': 'Kévin Gomis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.2, 29.8], 'player': {'id': 4506, 'name': 'Nampalys Mendy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [107.0, 41.4], 'player': {'id': 7323, 'name': 'Olivier Boscagli'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.3, 33.9], 'player': {'id': 4443, 'name': 'Paul Baysse'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [89.3, 43.9], 'player': {'id': 3230, 'name': 'Alassane Pléa'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [118.3, 37.8], 'player': {'id': 5653, 'name': 'Mouez Hassen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.2, 35.1], 'player': {'id': 3359, 'name': 'Jean Michaël Seri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.0, 7.6], 'player': {'id': 7237, 'name': 'Chaker Alhadhur'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",,,Off T,0.03303333,Half Volley,Open Play,,,,Caen,140,00:36:19.935,Shot,
,,,,,,,,,,,,,,,0.63622,,,,,,,,,,,a2bd773d-b56b-412b-8c09-20fad5270376,1677,,,"[104.4, 44.2]",3829438,37,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Valère Germain,3210.0,Right Center Forward,76,OGC Nice,136,['ee9d96c9-e78a-40fe-8aa4-929e6c34d91b'],52,,Left Foot,"[114.7, 41.1, 0.2]",,"[{'location': [90.2, 24.2], 'player': {'id': 7323, 'name': 'Olivier Boscagli'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [98.1, 61.0], 'player': {'id': 7237, 'name': 'Chaker Alhadhur'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.4, 49.2], 'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.0, 48.9], 'player': {'id': 5656, 'name': 'Syam Ben Youssef'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.4, 40.6], 'player': {'id': 2979, 'name': 'Jonathan Delaplace'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.9, 42.3], 'player': {'id': 40698, 'name': 'Nicolas Seube'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [104.6, 41.5], 'player': {'id': 4386, 'name': 'Damien Da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.8, 35.4], 'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.0, 42.3], 'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.3, 40.6], 'player': {'id': 4264, 'name': 'Vincent Koziello'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [96.9, 40.1], 'player': {'id': 3359, 'name': 'Jean Michaël Seri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [103.2, 43.4], 'player': {'id': 3230, 'name': 'Alassane Pléa'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",56ac4cd5-b9c8-4ef5-852e-08fa01938a0d,,Saved,0.29414216,Normal,Open Play,,,,OGC Nice,136,00:37:52.953,Shot,
,,,,,,,,,,,,,,,0.851337,,,,,,,,,,,4b3988ea-3793-4ce5-9050-3e370203e8ba,1681,,,"[110.7, 42.3]",3829438,37,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Alassane Pléa,3230.0,Left Center Forward,76,OGC Nice,136,"['a19b1879-4a4f-4202-abab-c5429d794782', 'ae4fb346-43a5-4726-a0af-187883e718e5']",54,,Head,"[120.0, 35.4, 0.4]",,"[{'location': [114.1, 42.1], 'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.4, 40.6], 'player': {'id': 2979, 'name': 'Jonathan Delaplace'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.9, 41.6], 'player': {'id': 40698, 'name': 'Nicolas Seube'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [107.7, 36.4], 'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.8, 44.6], 'player': {'id': 4386, 'name': 'Damien Da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.7, 46.7], 'player': {'id': 3210, 'name': 'Valère Germain'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",,,Off T,0.2349865,Normal,Open Play,,,,OGC Nice,136,00:37:54.455,Shot,True
,,,,,,,,,,,,,,,0.469307,,,,,,,,,,,a2a68930-56b9-46b9-bf2a-c8a2c30ee301,1779,,,"[113.9, 48.3]",3829438,41,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Vincent Bessat,2992.0,Right Midfield,83,Caen,140,['4e768b85-f614-4d7a-8075-68e981bba059'],28,,Left Foot,"[115.2, 46.8, 1.7]",,"[{'location': [112.4, 49.9], 'player': {'id': 7323, 'name': 'Olivier Boscagli'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.3, 43.6], 'player': {'id': 401474, 'name': 'Kévin Gomis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.4, 34.0], 'player': {'id': 4270, 'name': 'Jérémy Pied'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.1, 44.8], 'player': {'id': 4264, 'name': 'Vincent Koziello'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [92.0, 53.1], 'player': {'id': 2979, 'name': 'Jonathan Delaplace'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [109.3, 47.9], 'player': {'id': 4506, 'name': 'Nampalys Mendy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [110.4, 50.3], 'player': {'id': 4443, 'name': 'Paul Baysse'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.9, 48.9], 'player': {'id': 3038, 'name': 'Andy Delort'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [115.3, 46.4], 'player': {'id': 5653, 'name': 'Mouez Hassen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",a61c6c76-1ab4-4454-8fcb-287b6f28972e,True,Saved,0.3132102,Half Volley,Open Play,,,,Caen,140,00:41:28.204,Shot,
,,,,,,,,,,,,,,,0.690893,,,,,,,,,,,4b3cf39e-df0c-4b8d-8907-0b4fb36ee05e,1897,,,"[100.1, 60.9]",3829438,45,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Hatem Ben Arfa,16462.0,Center Attacking Midfield,91,OGC Nice,136,"['66024499-65eb-4596-9099-32bd27c5d33a', '7772cc60-38c4-4579-8ca2-d895e70ef381']",12,,Left Foot,"[113.4, 47.3]",True,"[{'location': [105.3, 55.8], 'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.4, 55.1], 'player': {'id': 7303, 'name': 'Lenny Nangis'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [106.9, 55.5], 'player': {'id': 2979, 'name': 'Jonathan Delaplace'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.1, 40.2], 'player': {'id': 3038, 'name': 'Andy Delort'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [105.2, 43.7], 'player': {'id': 7237, 'name': 'Chaker Alhadhur'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.4, 46.0], 'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [111.7, 44.7], 'player': {'id': 4386, 'name': 'Damien Da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.5, 40.5], 'player': {'id': 5656, 'name': 'Syam Ben Youssef'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.6, 37.1], 'player': {'id': 40698, 'name': 'Nicolas Seube'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [107.8, 31.1], 'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [119.3, 41.5], 'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.8, 61.9], 'player': {'id': 3230, 'name': 'Alassane Pléa'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [112.1, 36.7], 'player': {'id': 3210, 'name': 'Valère Germain'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [95.2, 36.2], 'player': {'id': 3359, 'name': 'Jean Michaël Seri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [102.9, 43.0], 'player': {'id': 4264, 'name': 'Vincent Koziello'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [109.9, 47.5], 'player': {'id': 401474, 'name': 'Kévin Gomis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [113.1, 40.9], 'player': {'id': 4443, 'name': 'Paul Baysse'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [100.8, 21.2], 'player': {'id': 7323, 'name': 'Olivier Boscagli'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",a76d8869-3968-497e-927b-6279156ed66b,,Blocked,0.010072408,Normal,Open Play,,,,OGC Nice,136,00:45:12.707,Shot,
,,,,,,,,,,,,,,,0.703995,,,,,,,,,,,ba2cb03d-9481-4fe4-b383-18629e8272ce,2046,,,"[104.4, 31.9]",3829438,47,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Alassane Pléa,3230.0,Left Center Forward,95,OGC Nice,136,['fb5d3dba-d2a5-48a6-8fcb-2ed7f73d9438'],2,,Right Foot,"[119.1, 41.8, 1.2]",True,"[{'location': [102.6, 37.4], 'player': {'id': 40698, 'name': 'Nicolas Seube'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [119.4, 12.6], 'player': {'id': 41041, 'name': 'Jonathan Correia Da Fonseca'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [112.2, 26.6], 'player': {'id': 4386, 'name': 'Damien Da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.4, 39.0], 'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.5, 44.9], 'player': {'id': 7237, 'name': 'Chaker Alhadhur'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.0, 34.7], 'player': {'id': 5656, 'name': 'Syam Ben Youssef'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.2, 26.0], 'player': {'id': 7303, 'name': 'Lenny Nangis'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [100.5, 35.1], 'player': {'id': 2979, 'name': 'Jonathan Delaplace'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [97.6, 30.7], 'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.8, 53.7], 'player': {'id': 16462, 'name': 'Hatem Ben Arfa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [109.1, 30.7], 'player': {'id': 3210, 'name': 'Valère Germain'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [96.0, 43.8], 'player': {'id': 4264, 'name': 'Vincent Koziello'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",b1aeb957-096e-4959-9a39-68ea8d1fb79d,,Saved,0.12458558,Normal,Open Play,,,,OGC Nice,136,00:02:02.091,Shot,
,,,,,,,,,,,,,,,0.907428,,,,,,,,,,,ba798d68-bcf5-4a9b-9170-840c780e5b4d,2628,,,"[85.9, 54.9]",3829438,59,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Andy Delort,3038.0,Center Forward,127,Caen,140,"['7febeecb-fe71-4b40-9f4b-511888b0a94d', '95753120-02ea-4795-a128-321d086dd6a6']",33,,Right Foot,"[107.6, 40.6]",,"[{'location': [106.7, 40.2], 'player': {'id': 4386, 'name': 'Damien Da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [105.1, 32.4], 'player': {'id': 5656, 'name': 'Syam Ben Youssef'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [104.9, 27.1], 'player': {'id': 7303, 'name': 'Lenny Nangis'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [77.5, 33.6], 'player': {'id': 7237, 'name': 'Chaker Alhadhur'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [106.3, 44.5], 'player': {'id': 40698, 'name': 'Nicolas Seube'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [103.4, 56.4], 'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [82.9, 53.2], 'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [90.0, 35.4], 'player': {'id': 2979, 'name': 'Jonathan Delaplace'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [107.2, 44.0], 'player': {'id': 7323, 'name': 'Olivier Boscagli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.7, 52.0], 'player': {'id': 3359, 'name': 'Jean Michaël Seri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.8, 53.5], 'player': {'id': 41041, 'name': 'Jonathan Correia Da Fonseca'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.2, 46.3], 'player': {'id': 3210, 'name': 'Valère Germain'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [118.7, 41.6], 'player': {'id': 5653, 'name': 'Mouez Hassen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.9, 37.6], 'player': {'id': 4270, 'name': 'Jérémy Pied'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.2, 34.2], 'player': {'id': 4443, 'name': 'Paul Baysse'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 30.7], 'player': {'id': 3230, 'name': 'Alassane Pléa'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [98.9, 40.9], 'player': {'id': 4506, 'name': 'Nampalys Mendy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.1, 39.5], 'player': {'id': 4264, 'name': 'Vincent Koziello'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [78.8, 33.1], 'player': {'id': 16462, 'name': 'Hatem Ben Arfa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}]",,,Blocked,0.0064877775,Normal,Free Kick,,,,Caen,140,00:14:33.190,Shot,
