50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.214752,,,,,,,,,,,,,,6e97e43f-8fb3-4071-909c-9babcdca879b,2342,,"[99.9, 21.1]",3754074,64,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Christian Dannemann Eriksen,3043.0,Center Attacking Midfield,116,Tottenham Hotspur,38,['257ce101-f6a7-45d4-ad3e-0d7be4ec4f55'],24,,Right Foot,"[120.0, 43.6, 2.2]",,"[{'location': [109.0, 34.7], 'player': {'id': 9627, 'name': 'Neil Taylor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.5, 32.3], 'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [118.3, 39.2], 'player': {'id': 3262, 'name': 'Łukasz Fabiański'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 38.1], 'player': {'id': 3347, 'name': 'André Ayew Pelé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [109.4, 36.5], 'player': {'id': 3644, 'name': 'Ashley Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.4, 31.1], 'player': {'id': 7063, 'name': 'Jefferson Antonio Montero Vite'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [106.8, 29.2], 'player': {'id': 3973, 'name': 'Àngel Rangel Zaragoza'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.1, 28.8], 'player': {'id': 3944, 'name': 'Gylfi Þór Sigurðsson'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [107.3, 28.3], 'player': {'id': 20521, 'name': 'Bafétimbi Gomis'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [107.7, 27.9], 'player': {'id': 3605, 'name': 'Sung-Yeung Ki'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.8, 27.3], 'player': {'id': 3057, 'name': 'Jonjo Shelvey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.4, 42.2], 'player': {'id': 3534, 'name': ""Clinton Mua N''Jie""}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [95.0, 24.1], 'player': {'id': 3297, 'name': 'Andros Townsend'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.8, 42.9], 'player': {'id': 3094, 'name': 'Bamidele Alli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [108.3, 38.8], 'player': {'id': 10956, 'name': 'Eric Dier'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [109.0, 39.2], 'player': {'id': 3290, 'name': 'Federico Fernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",,,Goal,,,0.0120005645,Normal,Free Kick,,,,Tottenham Hotspur,38,00:19:24.632,Shot,
,,,,,,,,,,,,,,,,0.370719,,,,,,,,,,,,,,51c1119e-7545-4cd2-a260-e2ca109389c5,2593,,"[94.9, 49.1]",3754074,70,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andros Townsend,3297.0,Right Wing,127,Tottenham Hotspur,38,"['67e14124-9474-4242-a2ad-65b28b1f5ddc', 'd6747b66-3d49-45e9-ba2c-1b3e15ece721']",41,,Left Foot,"[102.1, 45.8]",,"[{'location': [117.8, 40.4], 'player': {'id': 3262, 'name': 'Łukasz Fabiański'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [86.3, 26.1], 'player': {'id': 3077, 'name': 'Jan Vertonghen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [103.0, 65.1], 'player': {'id': 3534, 'name': ""Clinton Mua N''Jie""}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.1, 50.5], 'player': {'id': 3094, 'name': 'Bamidele Alli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.0, 42.5], 'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [92.5, 57.2], 'player': {'id': 7063, 'name': 'Jefferson Antonio Montero Vite'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [96.5, 49.0], 'player': {'id': 3605, 'name': 'Sung-Yeung Ki'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.1, 59.0], 'player': {'id': 9627, 'name': 'Neil Taylor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.8, 43.7], 'player': {'id': 3057, 'name': 'Jonjo Shelvey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.9, 51.1], 'player': {'id': 3644, 'name': 'Ashley Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [93.8, 29.5], 'player': {'id': 3347, 'name': 'André Ayew Pelé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [102.7, 45.6], 'player': {'id': 3290, 'name': 'Federico Fernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.6, 38.2], 'player': {'id': 3973, 'name': 'Àngel Rangel Zaragoza'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.3, 51.6], 'player': {'id': 3043, 'name': 'Christian Dannemann Eriksen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",c466b823-8205-438c-8217-6a44314ec5a3,,Blocked,,,0.029507758,Normal,Open Play,,,,Tottenham Hotspur,38,00:25:41.585,Shot,
,,,,,,,,,,,,,,,,0.739198,,,,,,,,,,,,,,3d7bea44-26a8-4e58-9466-3530ee940d15,2729,,"[93.2, 38.6]",3754074,74,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Bamidele Alli,3094.0,Left Center Midfield,134,Tottenham Hotspur,38,['2bd220cf-19ca-4af9-ba3e-ebcf6347a3c1'],49,,Right Foot,"[116.0, 39.6, 1.6]",,"[{'location': [88.0, 25.2], 'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [87.1, 19.6], 'player': {'id': 10956, 'name': 'Eric Dier'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [101.2, 44.7], 'player': {'id': 3534, 'name': ""Clinton Mua N''Jie""}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [94.6, 19.7], 'player': {'id': 3043, 'name': 'Christian Dannemann Eriksen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [116.4, 39.7], 'player': {'id': 3262, 'name': 'Łukasz Fabiański'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [88.7, 46.1], 'player': {'id': 7063, 'name': 'Jefferson Antonio Montero Vite'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [93.7, 37.1], 'player': {'id': 3347, 'name': 'André Ayew Pelé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [90.2, 28.6], 'player': {'id': 3057, 'name': 'Jonjo Shelvey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.5, 47.2], 'player': {'id': 9627, 'name': 'Neil Taylor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [94.0, 26.2], 'player': {'id': 3605, 'name': 'Sung-Yeung Ki'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.4, 40.6], 'player': {'id': 3644, 'name': 'Ashley Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.4, 30.9], 'player': {'id': 3290, 'name': 'Federico Fernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [92.6, 14.7], 'player': {'id': 9536, 'name': 'Modou Barrow'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [102.7, 20.6], 'player': {'id': 3973, 'name': 'Àngel Rangel Zaragoza'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.1, 56.1], 'player': {'id': 3297, 'name': 'Andros Townsend'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",f79c1443-d72d-45a1-a297-dc263b29053c,,Saved,,,0.03298261,Normal,Open Play,,,,Tottenham Hotspur,38,00:29:49.610,Shot,
,,,,,,,,,,,,,,,,0.659817,,,,,,,,,,,,,,d7ea330e-73f8-495d-91a7-313ae30cefeb,2768,,"[111.2, 55.4]",3754074,76,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Clinton Mua N''Jie,3534.0,Left Wing,139,Tottenham Hotspur,38,['6e054da1-ad4c-42b3-b6d5-97d1af80e712'],7,,Right Foot,"[120.0, 46.1, 2.1]",,"[{'location': [105.5, 41.8], 'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [117.9, 44.0], 'player': {'id': 3262, 'name': 'Łukasz Fabiański'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.6, 49.3], 'player': {'id': 3644, 'name': 'Ashley Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.4, 53.8], 'player': {'id': 3290, 'name': 'Federico Fernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.0, 36.7], 'player': {'id': 3973, 'name': 'Àngel Rangel Zaragoza'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",9185b660-5e58-44d6-9138-179e9f7d1993,,Off T,,,0.03453357,Half Volley,Open Play,,,,Tottenham Hotspur,38,00:31:07.756,Shot,
,,,,,,,,,,,,,,,,1.777718,,,,,,,,,,,,,,92ec1663-c7b3-4456-a4b1-b2b13e6bf25b,2794,,"[105.1, 22.4]",3754074,77,,True,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Clinton Mua N''Jie,3534.0,Left Wing,142,Tottenham Hotspur,38,['a83d2695-19bb-40b3-9ccd-ebd744b9cbaa'],14,,Right Foot,"[109.7, 80.0]",,"[{'location': [106.5, 39.1], 'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [90.7, 19.7], 'player': {'id': 3043, 'name': 'Christian Dannemann Eriksen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [106.5, 21.5], 'player': {'id': 3290, 'name': 'Federico Fernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.4, 25.2], 'player': {'id': 3973, 'name': 'Àngel Rangel Zaragoza'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.3, 36.1], 'player': {'id': 3644, 'name': 'Ashley Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.6, 27.5], 'player': {'id': 3057, 'name': 'Jonjo Shelvey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.3, 41.1], 'player': {'id': 9627, 'name': 'Neil Taylor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.1, 36.6], 'player': {'id': 3605, 'name': 'Sung-Yeung Ki'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [116.3, 36.7], 'player': {'id': 3262, 'name': 'Łukasz Fabiański'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",b46f10d5-2feb-4971-b699-77370329d9b1,,Wayward,,,0.030921616,Normal,Open Play,,,,Tottenham Hotspur,38,00:32:14.786,Shot,
,,,,,,,,,,,,,,,,0.820282,,,,,,,,,,,,,,6ea1cd79-ba99-4c3e-a2c0-db6fc2b1ef93,2855,,"[94.4, 40.8]",3754074,79,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andros Townsend,3297.0,Right Wing,146,Tottenham Hotspur,38,['bfa852d8-f31b-4be3-a806-589f4edc92fa'],44,,Left Foot,"[116.1, 39.4, 0.7]",,"[{'location': [116.8, 39.4], 'player': {'id': 3262, 'name': 'Łukasz Fabiański'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.4, 44.2], 'player': {'id': 9627, 'name': 'Neil Taylor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.8, 37.4], 'player': {'id': 3605, 'name': 'Sung-Yeung Ki'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [94.6, 42.3], 'player': {'id': 3057, 'name': 'Jonjo Shelvey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.7, 22.5], 'player': {'id': 3534, 'name': ""Clinton Mua N''Jie""}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.5, 41.4], 'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.8, 40.4], 'player': {'id': 3644, 'name': 'Ashley Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.5, 38.1], 'player': {'id': 3290, 'name': 'Federico Fernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.8, 31.1], 'player': {'id': 3973, 'name': 'Àngel Rangel Zaragoza'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [91.7, 47.8], 'player': {'id': 3094, 'name': 'Bamidele Alli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [95.8, 55.6], 'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [88.8, 26.7], 'player': {'id': 3043, 'name': 'Christian Dannemann Eriksen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",6fc5946d-f6ee-4721-a96d-ee222bfe1053,,Saved,,,0.044581052,Normal,Open Play,,,,Tottenham Hotspur,38,00:34:44.516,Shot,
,,,,,,,,,,,,,,,,0.725323,,,,,,,,,,,,,,f3a3dcce-c88b-4e03-be0b-2c27024fcd0e,2881,,"[105.1, 53.2]",3754074,80,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andros Townsend,3297.0,Right Wing,149,Tottenham Hotspur,38,['8cc5e93e-be09-4378-a1a8-58199960194f'],53,,Left Foot,"[115.2, 42.6, 0.0]",,"[{'location': [106.0, 51.3], 'player': {'id': 3644, 'name': 'Ashley Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.1, 43.2], 'player': {'id': 3973, 'name': 'Àngel Rangel Zaragoza'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.9, 38.2], 'player': {'id': 9536, 'name': 'Modou Barrow'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [115.8, 42.3], 'player': {'id': 3262, 'name': 'Łukasz Fabiański'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.8, 38.9], 'player': {'id': 3094, 'name': 'Bamidele Alli'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [104.2, 27.6], 'player': {'id': 3534, 'name': ""Clinton Mua N''Jie""}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.6, 48.4], 'player': {'id': 3057, 'name': 'Jonjo Shelvey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",f74b285a-ce05-4b89-bcaf-ff229eb3cc43,,Saved,,,0.1019386,Normal,Open Play,,,,Tottenham Hotspur,38,00:35:53.342,Shot,
,,,,,,,,,,,,,,,,0.261873,,,,,,,,,,,,,,3aeee77e-a821-4a60-aa83-32b4bcd5b30b,2922,,"[100.4, 51.6]",3754074,82,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Andros Townsend,3297.0,Right Wing,153,Tottenham Hotspur,38,"['149ffe7c-b42f-41af-9e73-a0d6a9c86bd7', '55fd62c1-e1e8-4137-9bb2-41b12bec228c']",20,,Left Foot,"[102.4, 51.3]",,"[{'location': [116.1, 41.1], 'player': {'id': 3262, 'name': 'Łukasz Fabiański'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.6, 43.9], 'player': {'id': 3094, 'name': 'Bamidele Alli'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [105.1, 35.1], 'player': {'id': 3534, 'name': ""Clinton Mua N''Jie""}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [96.9, 45.9], 'player': {'id': 3347, 'name': 'André Ayew Pelé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [101.7, 52.0], 'player': {'id': 3290, 'name': 'Federico Fernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [92.9, 31.5], 'player': {'id': 9536, 'name': 'Modou Barrow'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [102.4, 50.8], 'player': {'id': 3057, 'name': 'Jonjo Shelvey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.2, 50.4], 'player': {'id': 9627, 'name': 'Neil Taylor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.9, 43.6], 'player': {'id': 3605, 'name': 'Sung-Yeung Ki'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.5, 43.1], 'player': {'id': 3644, 'name': 'Ashley Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.7, 36.0], 'player': {'id': 3973, 'name': 'Àngel Rangel Zaragoza'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.2, 68.0], 'player': {'id': 3043, 'name': 'Christian Dannemann Eriksen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",855cf2b0-b1b6-464e-a459-f6302c1f2030,,Blocked,,,0.033917345,Normal,Open Play,,,,Tottenham Hotspur,38,00:37:20.959,Shot,
,,,,,,,,,,,,,,,,0.101766,,,,,,,,,,,,,,0a774eae-9058-4791-a3a0-2ad79421f7ff,2951,,"[102.4, 31.8]",3754074,83,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Jefferson Antonio Montero Vite,7063.0,Left Wing,154,Swansea City,26,"['75d53377-ee35-4bb7-8f03-b8a4debcd93a', 'a2cc8e46-c84d-4f9a-9c6d-8c835687ff20']",16,,Right Foot,"[104.9, 32.8]",,"[{'location': [103.1, 28.1], 'player': {'id': 3605, 'name': 'Sung-Yeung Ki'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [118.4, 39.2], 'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.4, 47.6], 'player': {'id': 3077, 'name': 'Jan Vertonghen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.6, 43.3], 'player': {'id': 3086, 'name': 'Ben Davies'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.8, 40.9], 'player': {'id': 3037, 'name': 'Mousa Sidi Yaya Dembélé'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.3, 35.1], 'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [91.7, 58.8], 'player': {'id': 3043, 'name': 'Christian Dannemann Eriksen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [105.4, 33.3], 'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.0, 35.9], 'player': {'id': 10956, 'name': 'Eric Dier'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [110.4, 42.0], 'player': {'id': 3347, 'name': 'André Ayew Pelé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.3, 41.3], 'player': {'id': 20521, 'name': 'Bafétimbi Gomis'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",9aa03b83-80bd-41f0-a307-b3ef7cf0ca4b,,Blocked,,,0.06014335,Normal,Open Play,,,,Swansea City,26,00:38:16.928,Shot,
,,,,,,,,,,,,,,,,0.150227,,,,,,,,,,,,,,549f3b83-7436-473f-b986-d629cd549e55,3094,,"[101.7, 50.7]",3754074,88,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Andros Townsend,3297.0,Right Wing,163,Tottenham Hotspur,38,"['71550c37-028a-46ba-94b0-2f611c35a06d', 'f5651b30-24d2-483c-8089-afc658dbcffd']",28,,Left Foot,"[103.9, 47.1]",,"[{'location': [98.7, 42.5], 'player': {'id': 3037, 'name': 'Mousa Sidi Yaya Dembélé'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [106.6, 34.7], 'player': {'id': 3534, 'name': ""Clinton Mua N''Jie""}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.7, 23.4], 'player': {'id': 3094, 'name': 'Bamidele Alli'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [95.3, 36.6], 'player': {'id': 3605, 'name': 'Sung-Yeung Ki'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.0, 48.9], 'player': {'id': 9627, 'name': 'Neil Taylor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.5, 46.5], 'player': {'id': 3644, 'name': 'Ashley Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.9, 41.8], 'player': {'id': 3462, 'name': 'Jack Frank Porteous Cork'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.2, 37.3], 'player': {'id': 3290, 'name': 'Federico Fernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.3, 34.7], 'player': {'id': 3973, 'name': 'Àngel Rangel Zaragoza'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.3, 41.6], 'player': {'id': 3262, 'name': 'Łukasz Fabiański'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",67c74532-cf17-4967-871d-c8b931882ea8,,Blocked,,,0.07296237,Normal,Open Play,,,,Tottenham Hotspur,38,00:43:28.911,Shot,
,,,,,,,,,,,,,,,,1.090983,,,,,,,,,,,,,,31b180d4-a550-4715-87e8-71ecb863e88c,3147,,"[96.0, 42.6]",3754074,89,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Christian Dannemann Eriksen,3043.0,Left Wing,167,Tottenham Hotspur,38,['9515502e-a896-4367-9371-8256951a8026'],55,,Right Foot,"[120.0, 34.4, 0.0]",,"[{'location': [117.5, 39.8], 'player': {'id': 3262, 'name': 'Łukasz Fabiański'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.4, 46.0], 'player': {'id': 3534, 'name': ""Clinton Mua N''Jie""}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.6, 32.9], 'player': {'id': 3094, 'name': 'Bamidele Alli'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [95.3, 34.2], 'player': {'id': 9536, 'name': 'Modou Barrow'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [104.5, 50.4], 'player': {'id': 9627, 'name': 'Neil Taylor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.7, 41.0], 'player': {'id': 3605, 'name': 'Sung-Yeung Ki'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [99.7, 37.2], 'player': {'id': 3462, 'name': 'Jack Frank Porteous Cork'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.1, 42.0], 'player': {'id': 3644, 'name': 'Ashley Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.4, 37.0], 'player': {'id': 3290, 'name': 'Federico Fernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.1, 33.1], 'player': {'id': 3973, 'name': 'Àngel Rangel Zaragoza'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.8, 51.1], 'player': {'id': 3297, 'name': 'Andros Townsend'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",944e3c66-8155-4dee-8147-d6600b46ed23,,Off T,,,0.0477798,Normal,Open Play,,,,Tottenham Hotspur,38,00:44:55.349,Shot,
