50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.581832,,,,,,,,,,,,,,d22d0fda-8fe9-4d8e-bc80-964172542f11,84,,"[107.5, 45.1]",3890355,1,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Klaas-Jan Huntelaar,8060.0,Right Center Forward,4,Schalke 04,181,['460987ea-e145-4754-a18b-545fa0c49373'],34,,Right Foot,,"[120.0, 44.0, 4.1]",True,"[{'location': [116.6, 42.0], 'player': {'id': 12319, 'name': 'Ramazan Özcan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.4, 23.2], 'player': {'id': 8508, 'name': 'Max Meyer'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [106.4, 36.3], 'player': {'id': 8512, 'name': 'Franco Matías Di Santo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [92.9, 33.4], 'player': {'id': 13332, 'name': 'Romain Brégerie'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [89.5, 24.1], 'player': {'id': 12551, 'name': 'Max Christiansen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.5, 47.2], 'player': {'id': 3221, 'name': 'Markus Suttner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.2, 43.7], 'player': {'id': 8405, 'name': 'Benjamin Hübner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.9, 30.2], 'player': {'id': 9106, 'name': 'Marvin Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",db05acdf-738c-4dda-87a7-92adfa69ca9b,,Off T,0.18035872,Volley,Open Play,,,,Schalke 04,181,00:01:34.178,Shot,
,,,,,,,,,,,,,,,,2.275245,,,,,,,,,,,,,,2cbfa717-03e6-4ab9-ac91-08365098686e,276,,"[111.0, 40.0]",3890355,6,,,True,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Joël Andre Job Matip,3502.0,Left Center Back,15,Schalke 04,181,"['d4642118-529d-41a8-b9b5-a7be04d61009', 'd4d459e4-1377-4bd4-8108-09d724a1c9d8']",1,True,Head,,"[120.0, 58.1]",,"[{'location': [111.5, 46.7], 'player': {'id': 7016, 'name': 'Benedikt Höwedes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [97.9, 47.1], 'player': {'id': 3053, 'name': 'Leroy Sané'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [118.3, 40.2], 'player': {'id': 12319, 'name': 'Ramazan Özcan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.6, 44.8], 'player': {'id': 3097, 'name': 'Pascal Groß'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.9, 41.5], 'player': {'id': 13332, 'name': 'Romain Brégerie'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.9, 41.2], 'player': {'id': 8405, 'name': 'Benjamin Hübner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.6, 33.5], 'player': {'id': 12551, 'name': 'Max Christiansen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.8, 44.7], 'player': {'id': 3221, 'name': 'Markus Suttner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.5, 44.3], 'player': {'id': 5481, 'name': 'Mathew Leckie'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [106.7, 43.5], 'player': {'id': 40464, 'name': 'Moritz Hartmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [103.2, 44.9], 'player': {'id': 6324, 'name': 'Leon Goretzka'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [101.2, 27.3], 'player': {'id': 8508, 'name': 'Max Meyer'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [107.7, 39.5], 'player': {'id': 8512, 'name': 'Franco Matías Di Santo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [108.0, 36.2], 'player': {'id': 8060, 'name': 'Klaas-Jan Huntelaar'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [111.7, 39.7], 'player': {'id': 9106, 'name': 'Marvin Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.9, 37.6], 'player': {'id': 40460, 'name': 'Tobias Levels'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",baa1a79e-3de5-48ed-b9ef-4a4b4deed5b4,,Wayward,0.08018388,Normal,Open Play,,,,Schalke 04,181,00:06:01.718,Shot,True
,,,,,,,,,,,,,,,,0.085202,,,,,,,,,,,,,,bf83f1d8-6193-41f7-9881-21e9e3692dbd,751,,"[110.1, 39.8]",3890355,17,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Klaas-Jan Huntelaar,8060.0,Right Center Forward,37,Schalke 04,181,"['54e9392f-6760-4638-8d9e-c6c7061afb58', 'a9e51e0a-f413-4411-b39a-1f1f642049f1', 'e7891b38-df39-4996-95f9-6314ce8ff79e']",10,True,Head,,"[110.9, 39.7]",,"[{'location': [118.6, 39.9], 'player': {'id': 12319, 'name': 'Ramazan Özcan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.9, 30.3], 'player': {'id': 8512, 'name': 'Franco Matías Di Santo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [94.9, 26.9], 'player': {'id': 3510, 'name': 'Sead Kolašinac'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [105.1, 33.2], 'player': {'id': 8508, 'name': 'Max Meyer'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [108.9, 51.3], 'player': {'id': 3221, 'name': 'Markus Suttner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.5, 39.2], 'player': {'id': 13332, 'name': 'Romain Brégerie'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [110.8, 39.9], 'player': {'id': 8405, 'name': 'Benjamin Hübner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.5, 33.4], 'player': {'id': 9106, 'name': 'Marvin Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.8, 25.4], 'player': {'id': 12551, 'name': 'Max Christiansen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.6, 23.0], 'player': {'id': 2968, 'name': 'Elias Kachunga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}]",e26049c7-c4a6-4a23-ad33-afae23244670,,Blocked,0.064955056,Normal,Open Play,,,,Schalke 04,181,00:17:10.317,Shot,True
,,,,,,,,,,,,,,,,1.258702,,,,,,,,,,,,,,a9c28db2-3c93-431d-8cfe-0faff5441c41,815,,"[97.4, 42.0]",3890355,18,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Franco Matías Di Santo,8512.0,Left Center Forward,39,Schalke 04,181,['9d6b4511-7288-4ade-af30-5fdb0b528967'],32,,Left Foot,,"[120.0, 34.8, 5.3]",,"[{'location': [117.6, 40.2], 'player': {'id': 12319, 'name': 'Ramazan Özcan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.7, 41.1], 'player': {'id': 8508, 'name': 'Max Meyer'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [102.6, 36.7], 'player': {'id': 3053, 'name': 'Leroy Sané'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [105.8, 38.2], 'player': {'id': 8060, 'name': 'Klaas-Jan Huntelaar'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [90.7, 53.2], 'player': {'id': 3097, 'name': 'Pascal Groß'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [96.0, 61.4], 'player': {'id': 5481, 'name': 'Mathew Leckie'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [92.6, 43.5], 'player': {'id': 12551, 'name': 'Max Christiansen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [97.6, 44.0], 'player': {'id': 13332, 'name': 'Romain Brégerie'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.0, 49.8], 'player': {'id': 3221, 'name': 'Markus Suttner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.5, 36.8], 'player': {'id': 40464, 'name': 'Moritz Hartmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [99.6, 42.8], 'player': {'id': 8405, 'name': 'Benjamin Hübner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.1, 39.9], 'player': {'id': 9106, 'name': 'Marvin Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.8, 37.3], 'player': {'id': 40460, 'name': 'Tobias Levels'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",dedb7da6-9b5a-42d2-a412-d53955863714,,Off T,0.044647504,Normal,Open Play,,,,Schalke 04,181,00:18:32.314,Shot,
,,,,,,,,,,,,,,,,1.297811,,,,,,,,,,,,,,c9edef3c-43ea-4cd4-8e72-f198dc297d26,1028,,"[85.3, 42.6]",3890355,23,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Leon Goretzka,6324.0,Right Defensive Midfield,51,Schalke 04,181,['28681ce5-9078-4c52-ba9e-66e7da6b08e3'],25,,Right Foot,,"[120.0, 43.6, 4.5]",,"[{'location': [118.5, 39.8], 'player': {'id': 12319, 'name': 'Ramazan Özcan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.3, 47.1], 'player': {'id': 8060, 'name': 'Klaas-Jan Huntelaar'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [81.3, 26.3], 'player': {'id': 3510, 'name': 'Sead Kolašinac'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [98.0, 35.5], 'player': {'id': 3053, 'name': 'Leroy Sané'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [95.4, 19.3], 'player': {'id': 8508, 'name': 'Max Meyer'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [100.2, 39.7], 'player': {'id': 8512, 'name': 'Franco Matías Di Santo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [88.1, 41.3], 'player': {'id': 3097, 'name': 'Pascal Groß'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [95.6, 55.8], 'player': {'id': 5481, 'name': 'Mathew Leckie'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [86.7, 28.0], 'player': {'id': 12551, 'name': 'Max Christiansen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [97.2, 40.4], 'player': {'id': 13332, 'name': 'Romain Brégerie'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.2, 48.8], 'player': {'id': 3221, 'name': 'Markus Suttner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.0, 44.0], 'player': {'id': 8405, 'name': 'Benjamin Hübner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [93.9, 21.7], 'player': {'id': 40464, 'name': 'Moritz Hartmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [101.6, 37.4], 'player': {'id': 9106, 'name': 'Marvin Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.9, 27.4], 'player': {'id': 40460, 'name': 'Tobias Levels'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [81.2, 67.1], 'player': {'id': 30312, 'name': 'Uilson de Souza Paula Júnior'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",99a999c3-1e4b-4662-a86d-9763a3a49543,,Off T,0.01727096,Normal,Open Play,,,,Schalke 04,181,00:23:25.094,Shot,
,,,,,,,,,,,,,,,,1.533003,,,,,,,,,,,,,,a3a37847-9266-4e86-86f6-4f794b80eb52,1234,,"[94.7, 30.5]",3890355,30,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Markus Suttner,3221.0,Left Back,65,Ingolstadt,189,['304b54f7-225f-487b-81dc-e47acde45e61'],5,,Left Foot,,"[120.0, 46.5, 0.6]",,"[{'location': [117.6, 40.5], 'player': {'id': 8517, 'name': 'Ralf Fährmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.4, 22.8], 'player': {'id': 30312, 'name': 'Uilson de Souza Paula Júnior'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.4, 46.0], 'player': {'id': 8958, 'name': 'Dennis Aogo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.3, 32.6], 'player': {'id': 7016, 'name': 'Benedikt Höwedes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [92.9, 39.4], 'player': {'id': 8512, 'name': 'Franco Matías Di Santo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [91.6, 31.1], 'player': {'id': 3053, 'name': 'Leroy Sané'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [80.8, 54.4], 'player': {'id': 8508, 'name': 'Max Meyer'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [83.6, 37.3], 'player': {'id': 3510, 'name': 'Sead Kolašinac'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.3, 36.5], 'player': {'id': 3502, 'name': 'Joël Andre Job Matip'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.3, 38.9], 'player': {'id': 6324, 'name': 'Leon Goretzka'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [96.6, 35.6], 'player': {'id': 8405, 'name': 'Benjamin Hübner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [98.1, 24.4], 'player': {'id': 13332, 'name': 'Romain Brégerie'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [92.4, 30.7], 'player': {'id': 3097, 'name': 'Pascal Groß'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [100.2, 35.3], 'player': {'id': 2968, 'name': 'Elias Kachunga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [96.3, 38.6], 'player': {'id': 40464, 'name': 'Moritz Hartmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [85.1, 38.2], 'player': {'id': 12551, 'name': 'Max Christiansen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [90.2, 39.3], 'player': {'id': 5481, 'name': 'Mathew Leckie'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,,Off T,0.025616106,Half Volley,Open Play,,,,Ingolstadt,189,00:30:05.024,Shot,
,,,,,,,,,,,,,,,,0.068139,,,,,,,,,,,,,,01479d1b-625e-4716-8ab6-21d86ef1760d,1259,,"[105.1, 42.3]",3890355,30,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Leroy Sané,3053.0,Right Midfield,66,Schalke 04,181,"['2a81f9af-adc8-46d0-b051-45c4fc84deaf', '6c7d4850-b6a8-490e-a267-8e5696971d99', 'b3ed7ac9-8166-40cc-8b39-150ee17308ef']",55,True,Head,,"[105.8, 42.3]",,"[{'location': [117.5, 39.7], 'player': {'id': 12319, 'name': 'Ramazan Özcan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.4, 37.9], 'player': {'id': 3097, 'name': 'Pascal Groß'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.0, 42.5], 'player': {'id': 3221, 'name': 'Markus Suttner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.4, 33.3], 'player': {'id': 13332, 'name': 'Romain Brégerie'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [98.5, 21.3], 'player': {'id': 12551, 'name': 'Max Christiansen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.5, 38.3], 'player': {'id': 8405, 'name': 'Benjamin Hübner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.5, 32.5], 'player': {'id': 9106, 'name': 'Marvin Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.4, 19.6], 'player': {'id': 40460, 'name': 'Tobias Levels'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [91.1, 29.3], 'player': {'id': 3510, 'name': 'Sead Kolašinac'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [107.1, 36.8], 'player': {'id': 8060, 'name': 'Klaas-Jan Huntelaar'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [102.0, 27.4], 'player': {'id': 8512, 'name': 'Franco Matías Di Santo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [105.5, 15.2], 'player': {'id': 8508, 'name': 'Max Meyer'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",7855e1f2-23d8-47dc-8341-0c208bc5058c,,Blocked,0.032410607,Normal,Open Play,,,,Schalke 04,181,00:30:55.854,Shot,True
,,,,,,,,,,,,,,,,0.09642,,,,,,,,,,,,,,13a6e6fb-654e-4942-8629-655056907a47,1299,,"[104.9, 28.7]",3890355,31,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Max Meyer,8508.0,Left Midfield,68,Schalke 04,181,"['7191fa2c-62af-4f1e-b7e7-70ba3bea2a5e', '7f14ac19-2b57-4418-b1fb-dee61e6807c6', 'a2d23081-72ed-4528-a743-229ffdd333b9']",37,,Left Foot,True,"[112.7, 35.2, 0.9]",,"[{'location': [113.7, 34.6], 'player': {'id': 12319, 'name': 'Ramazan Özcan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.6, 40.7], 'player': {'id': 13332, 'name': 'Romain Brégerie'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [98.2, 32.7], 'player': {'id': 12551, 'name': 'Max Christiansen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.1, 32.2], 'player': {'id': 40460, 'name': 'Tobias Levels'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.1, 29.7], 'player': {'id': 9106, 'name': 'Marvin Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.9, 40.8], 'player': {'id': 8060, 'name': 'Klaas-Jan Huntelaar'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [95.5, 22.0], 'player': {'id': 3510, 'name': 'Sead Kolašinac'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",bfc512b9-63cb-4e5a-940f-452a56309c2c,,Saved,0.056788456,Normal,Open Play,,,,Schalke 04,181,00:31:37.718,Shot,True
,,,,,,,,,,,,,,,,1.107212,,,,,,,,,,,,,,f989fa2b-50c5-43fb-b94e-2cb4e8eeaa22,1348,,"[92.1, 47.4]",3890355,32,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Uilson de Souza Paula Júnior,30312.0,Right Back,72,Schalke 04,181,['a5da4666-4c1b-4bc2-9bfb-f11a9b0796e8'],47,,Right Foot,,"[120.0, 44.3, 4.2]",,"[{'location': [118.7, 40.5], 'player': {'id': 12319, 'name': 'Ramazan Özcan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [79.1, 24.7], 'player': {'id': 40464, 'name': 'Moritz Hartmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [87.2, 49.9], 'player': {'id': 3097, 'name': 'Pascal Groß'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [91.3, 41.4], 'player': {'id': 13332, 'name': 'Romain Brégerie'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [91.7, 36.1], 'player': {'id': 12551, 'name': 'Max Christiansen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [96.4, 47.4], 'player': {'id': 3221, 'name': 'Markus Suttner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.7, 44.2], 'player': {'id': 8405, 'name': 'Benjamin Hübner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.3, 38.4], 'player': {'id': 9106, 'name': 'Marvin Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.2, 33.3], 'player': {'id': 40460, 'name': 'Tobias Levels'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [89.7, 53.9], 'player': {'id': 6324, 'name': 'Leon Goretzka'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [100.6, 35.4], 'player': {'id': 8060, 'name': 'Klaas-Jan Huntelaar'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [95.0, 40.4], 'player': {'id': 3053, 'name': 'Leroy Sané'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [100.7, 43.1], 'player': {'id': 8512, 'name': 'Franco Matías Di Santo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [95.8, 23.1], 'player': {'id': 8508, 'name': 'Max Meyer'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",181906cb-e7d8-42f7-818d-e57d69de9f3e,,Off T,0.026465027,Normal,Open Play,,,,Schalke 04,181,00:32:47.923,Shot,
,,,,,,,,,,,,,,,,0.851039,,,,,,,,,,,,,,505c7799-390d-4cbf-8083-0214f11f8df5,1415,,"[96.2, 48.6]",3890355,34,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Leroy Sané,3053.0,Right Midfield,75,Schalke 04,181,['9a661f15-0030-461f-89d1-f2f48ce16a71'],26,,Left Foot,,"[118.4, 43.4, 0.5]",True,"[{'location': [101.7, 47.9], 'player': {'id': 12551, 'name': 'Max Christiansen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.8, 50.1], 'player': {'id': 13332, 'name': 'Romain Brégerie'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [109.0, 61.0], 'player': {'id': 40464, 'name': 'Moritz Hartmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [106.9, 55.4], 'player': {'id': 3097, 'name': 'Pascal Groß'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.7, 51.0], 'player': {'id': 8405, 'name': 'Benjamin Hübner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.1, 53.4], 'player': {'id': 3221, 'name': 'Markus Suttner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.3, 43.1], 'player': {'id': 9106, 'name': 'Marvin Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.2, 33.2], 'player': {'id': 5481, 'name': 'Mathew Leckie'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [109.0, 37.7], 'player': {'id': 40460, 'name': 'Tobias Levels'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.3, 41.1], 'player': {'id': 12319, 'name': 'Ramazan Özcan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [88.8, 40.4], 'player': {'id': 6324, 'name': 'Leon Goretzka'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [109.7, 47.4], 'player': {'id': 30312, 'name': 'Uilson de Souza Paula Júnior'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [104.7, 59.5], 'player': {'id': 8060, 'name': 'Klaas-Jan Huntelaar'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [102.4, 44.6], 'player': {'id': 3510, 'name': 'Sead Kolašinac'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [107.4, 40.0], 'player': {'id': 8508, 'name': 'Max Meyer'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [110.8, 36.0], 'player': {'id': 8512, 'name': 'Franco Matías Di Santo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [107.7, 28.4], 'player': {'id': 8958, 'name': 'Dennis Aogo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",8ed2bf17-141f-45e6-aa0b-fc6f586e1521,,Saved,0.03124874,Normal,Open Play,,,,Schalke 04,181,00:34:26.362,Shot,
