bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.122424,,,,,,,,,,,,,,,650a1ce9-387f-4d53-b2f6-c93d193906a5,66,,"[107.2, 23.3]",3901230,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Grégory Pujol,401506.0,Right Center Forward,5,Gazélec Ajaccio,160,['365ed90e-ac3d-4fc9-9d39-3664ffee6e57'],57,,Left Foot,"[120.0, 34.2, 4.9]",True,"[{'location': [118.5, 37.1], 'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.8, 17.5], 'player': {'id': 4350, 'name': 'Yannick Cahuzac'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [90.8, 27.3], 'player': {'id': 10522, 'name': 'Mehdi Mostefa Sbaa'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.7, 26.1], 'player': {'id': 26481, 'name': 'Sébastien Squillaci'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [102.6, 40.0], 'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [108.2, 26.4], 'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.7, 13.8], 'player': {'id': 10616, 'name': 'Mohamed Larbi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [99.7, 28.6], 'player': {'id': 5726, 'name': 'Khalid Boutaïb'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [105.2, 40.9], 'player': {'id': 310534, 'name': 'Louis Poggi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",7130f31f-4022-4f9f-9290-002dc864aa9b,,Off T,0.028184563,Volley,Open Play,,,,Gazélec Ajaccio,160,00:00:57.455,Shot,
,,,,,,,,,,,,,,,,0.558735,,,,,,,,,,,,,,,956f82f5-7240-4e22-a05e-730fca641cee,100,,"[106.2, 40.3]",3901230,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Yannick Cahuzac,4350.0,Right Defensive Midfield,8,Bastia,2736,"['897b7b14-1d79-4910-8e89-32dc5913655c', 'eb98a508-7288-4d58-a5ce-d5eb9adb7b01']",56,,Right Foot,"[119.2, 38.0]",True,"[{'location': [116.3, 32.7], 'player': {'id': 2953, 'name': 'Abdou Kader Mangane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.0, 44.1], 'player': {'id': 90746, 'name': 'Alassane Touré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.8, 39.5], 'player': {'id': 4352, 'name': 'Issiaga Sylla'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.1, 40.6], 'player': {'id': 10616, 'name': 'Mohamed Larbi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [112.7, 37.6], 'player': {'id': 3207, 'name': 'Pablo Jean Antoine Martínez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.5, 24.2], 'player': {'id': 401506, 'name': 'Grégory Pujol'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [111.9, 41.5], 'player': {'id': 5726, 'name': 'Khalid Boutaïb'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [114.8, 34.0], 'player': {'id': 401507, 'name': 'Jérôme Le Moigne'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [119.2, 38.1], 'player': {'id': 401509, 'name': 'David Ducourtioux'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.3, 41.8], 'player': {'id': 401508, 'name': 'Clément Maury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.8, 46.6], 'player': {'id': 2989, 'name': 'Alexander Djiku'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [114.9, 42.7], 'player': {'id': 15689, 'name': 'Floyd Ayité'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [116.4, 31.0], 'player': {'id': 40517, 'name': 'Gilles Cioni'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [116.2, 29.3], 'player': {'id': 3405, 'name': 'François Kamano'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [115.4, 12.1], 'player': {'id': 29875, 'name': 'Axel Ngando'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [114.4, 37.1], 'player': {'id': 10522, 'name': 'Mehdi Mostefa Sbaa'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [93.9, 38.6], 'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}]",,,Blocked,0.053048026,Volley,Open Play,,,,Bastia,2736,00:02:56.431,Shot,
,,,,,,,,,,,,,,,,0.844761,,,,,,,,,,,,,,,bc1715f3-7683-4b45-9738-45662eb17c10,183,,"[114.5, 57.4]",3901230,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Floyd Ayité,15689.0,Center Forward,12,Bastia,2736,['4ae00a90-c83b-4801-bdb4-0b9586a58a71'],33,,Right Foot,"[120.0, 45.2, 0.1]",,"[{'location': [111.6, 43.4], 'player': {'id': 90746, 'name': 'Alassane Touré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.3, 48.4], 'player': {'id': 3207, 'name': 'Pablo Jean Antoine Martínez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.4, 51.7], 'player': {'id': 2953, 'name': 'Abdou Kader Mangane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.9, 55.6], 'player': {'id': 401508, 'name': 'Clément Maury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.6, 35.1], 'player': {'id': 29875, 'name': 'Axel Ngando'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.1, 59.7], 'player': {'id': 3405, 'name': 'François Kamano'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,True,Off T,0.011335274,Normal,Open Play,,,,Bastia,2736,00:04:33.832,Shot,
,,,,,,,,,,,,,,,,1.302361,,,,,,,,,,,,,,,2ffd16d0-f714-4a3e-a84c-d38c9028f9e3,283,,"[87.0, 30.9]",3901230,7,,,True,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Mehdi Mostefa Sbaa,10522.0,Left Defensive Midfield,17,Bastia,2736,['b333bd77-01a9-47dc-9b9a-a2e653f1de58'],34,,Right Foot,"[111.6, 80.0]",True,"[{'location': [93.1, 27.6], 'player': {'id': 310534, 'name': 'Louis Poggi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [81.3, 35.2], 'player': {'id': 401506, 'name': 'Grégory Pujol'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [103.7, 44.5], 'player': {'id': 4352, 'name': 'Issiaga Sylla'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.6, 37.0], 'player': {'id': 3207, 'name': 'Pablo Jean Antoine Martínez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.4, 35.9], 'player': {'id': 401509, 'name': 'David Ducourtioux'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.4, 30.6], 'player': {'id': 401507, 'name': 'Jérôme Le Moigne'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.3, 21.7], 'player': {'id': 2953, 'name': 'Abdou Kader Mangane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.3, 15.4], 'player': {'id': 90746, 'name': 'Alassane Touré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.9, 39.5], 'player': {'id': 401508, 'name': 'Clément Maury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.6, 7.4], 'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [86.1, 42.7], 'player': {'id': 4350, 'name': 'Yannick Cahuzac'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [79.8, 31.6], 'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [103.9, 47.2], 'player': {'id': 3405, 'name': 'François Kamano'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [98.1, 35.9], 'player': {'id': 29875, 'name': 'Axel Ngando'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.9, 28.1], 'player': {'id': 15689, 'name': 'Floyd Ayité'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Wayward,0.014573303,Normal,Open Play,,,,Bastia,2736,00:07:34.534,Shot,
,,,,,,,,,,,,,,,,1.347895,,,,,,,,,,,,,,,e6f0fbde-84c5-464a-91a0-542107c48089,330,,"[105.2, 26.5]",3901230,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Louis Poggi,310534.0,Right Midfield,18,Gazélec Ajaccio,160,"['34f9b30b-387e-4621-b89c-ba25f7e51d85', '6b9ebf71-ea3b-4e1e-8b5c-55c047a23ff1']",30,True,Head,"[115.8, 35.1, 1.5]",,"[{'location': [115.9, 35.1], 'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.0, 25.7], 'player': {'id': 26481, 'name': 'Sébastien Squillaci'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [105.3, 27.1], 'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [88.3, 28.8], 'player': {'id': 401506, 'name': 'Grégory Pujol'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",b4990c26-5310-4135-8ff7-746d16a0a498,,Saved,0.02251217,Normal,Open Play,,,,Gazélec Ajaccio,160,00:08:30.203,Shot,True
,,,,,,,,,,,,,,,,0.530664,,,,,,,,,,,,,,,90f5a5e3-5b3f-4499-830c-c7007573ffc9,345,,"[107.5, 40.4]",3901230,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Axel Ngando,29875.0,Left Wing,20,Bastia,2736,['5309af35-556b-4fe4-a3af-8d12b70cde7b'],53,,Left Foot,"[120.0, 37.0, 0.7]",True,"[{'location': [110.0, 41.9], 'player': {'id': 3207, 'name': 'Pablo Jean Antoine Martínez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.3, 41.3], 'player': {'id': 90746, 'name': 'Alassane Touré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.7, 39.9], 'player': {'id': 401509, 'name': 'David Ducourtioux'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.1, 45.5], 'player': {'id': 4352, 'name': 'Issiaga Sylla'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.3, 52.3], 'player': {'id': 2953, 'name': 'Abdou Kader Mangane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.9, 39.6], 'player': {'id': 401508, 'name': 'Clément Maury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.5, 61.3], 'player': {'id': 3405, 'name': 'François Kamano'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [114.1, 44.7], 'player': {'id': 15689, 'name': 'Floyd Ayité'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Goal,0.22887877,Normal,Open Play,,,,Bastia,2736,00:08:53.035,Shot,
,,,,,,,,,,,,,,,,0.481647,,,,,,,,,,,,,,,023f96d9-ae8b-4171-9378-05259a0536cf,423,,"[113.5, 38.0]",3901230,12,,,True,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Abdou Kader Mangane,2953.0,Right Center Back,27,Gazélec Ajaccio,160,"['838c2f63-6589-4028-9e76-88456ebbba98', '9f245ef4-7df9-4cfc-b850-aaa732f5b538']",9,True,Head,"[120.0, 36.8, 2.9]",,"[{'location': [117.1, 28.9], 'player': {'id': 401509, 'name': 'David Ducourtioux'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [114.3, 37.2], 'player': {'id': 5726, 'name': 'Khalid Boutaïb'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [113.0, 32.5], 'player': {'id': 401507, 'name': 'Jérôme Le Moigne'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [113.5, 28.4], 'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.9, 30.6], 'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [114.0, 36.8], 'player': {'id': 4350, 'name': 'Yannick Cahuzac'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [114.4, 33.4], 'player': {'id': 40517, 'name': 'Gilles Cioni'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [114.7, 37.9], 'player': {'id': 2989, 'name': 'Alexander Djiku'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.0, 38.2], 'player': {'id': 26481, 'name': 'Sébastien Squillaci'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [112.9, 42.0], 'player': {'id': 10522, 'name': 'Mehdi Mostefa Sbaa'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [111.9, 41.8], 'player': {'id': 401506, 'name': 'Grégory Pujol'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [117.3, 39.5], 'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.2, 47.4], 'player': {'id': 310534, 'name': 'Louis Poggi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [101.4, 46.9], 'player': {'id': 3405, 'name': 'François Kamano'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}]",f3bee38f-3893-4dec-8412-7894d1790310,,Post,0.10138667,Normal,Open Play,,,,Gazélec Ajaccio,160,00:12:09.365,Shot,True
,,,,,,,,,,,,,,,,0.787873,,,,,,,,,,,,,,,84781a7a-c237-44b2-b598-c608d1fcaf3b,667,,"[106.9, 36.7]",3901230,19,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Khalid Boutaïb,5726.0,Left Center Forward,46,Gazélec Ajaccio,160,['801d3790-4430-405b-befd-73bc386fa510'],9,,Left Foot,"[120.0, 37.8, 1.9]",True,"[{'location': [112.6, 14.2], 'player': {'id': 40517, 'name': 'Gilles Cioni'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [109.4, 29.8], 'player': {'id': 2989, 'name': 'Alexander Djiku'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.8, 35.8], 'player': {'id': 10522, 'name': 'Mehdi Mostefa Sbaa'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [90.1, 41.6], 'player': {'id': 29875, 'name': 'Axel Ngando'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.5, 49.3], 'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [112.2, 38.5], 'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.4, 32.4], 'player': {'id': 26481, 'name': 'Sébastien Squillaci'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [118.6, 39.5], 'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.6, 8.8], 'player': {'id': 4352, 'name': 'Issiaga Sylla'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [112.2, 30.7], 'player': {'id': 401506, 'name': 'Grégory Pujol'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [110.4, 44.3], 'player': {'id': 310534, 'name': 'Louis Poggi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",59b23dc9-f5fe-41bf-8a81-67e0143c70d8,,Goal,0.2035353,Normal,Open Play,,,,Gazélec Ajaccio,160,00:19:09.837,Shot,
,,,,,,,,,,,,,,,,0.134435,,,,,,,,,,,,,,,b0c26fa6-9f32-4b88-98fb-3db57138c474,1188,,"[106.6, 24.4]",3901230,31,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,François Kamano,3405.0,Left Center Forward,72,Bastia,2736,"['05b47a97-0e8c-4884-b209-645734042337', 'f95cc708-c28d-4a80-8f23-24e791c60aef']",28,,Right Foot,"[107.6, 25.6]",,"[{'location': [112.4, 44.0], 'player': {'id': 15689, 'name': 'Floyd Ayité'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [112.9, 36.5], 'player': {'id': 29875, 'name': 'Axel Ngando'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [106.6, 38.4], 'player': {'id': 401507, 'name': 'Jérôme Le Moigne'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [112.4, 41.9], 'player': {'id': 3207, 'name': 'Pablo Jean Antoine Martínez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.6, 40.4], 'player': {'id': 4352, 'name': 'Issiaga Sylla'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.8, 35.4], 'player': {'id': 2953, 'name': 'Abdou Kader Mangane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.8, 28.8], 'player': {'id': 310534, 'name': 'Louis Poggi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.4, 37.3], 'player': {'id': 401508, 'name': 'Clément Maury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.8, 25.7], 'player': {'id': 401509, 'name': 'David Ducourtioux'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",f626e9a2-44f9-4088-a04c-991e37b054d2,,Blocked,0.021170212,Normal,Open Play,,,,Bastia,2736,00:31:28.030,Shot,
,,,,,,,,,,,,,,,,0.480917,,,,,,,,,,,,,,,b1fde03b-97ef-45fc-9e9d-f2e3a71f7de0,1321,,"[109.6, 38.0]",3901230,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Julian Palmieri,4508.0,Left Wing Back,82,Bastia,2736,['a34c8d8d-b758-48d0-86b7-635289f80445'],14,,Head,"[119.3, 38.5, 0.5]",,"[{'location': [74.0, 21.5], 'player': {'id': 401506, 'name': 'Grégory Pujol'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [104.6, 38.0], 'player': {'id': 401507, 'name': 'Jérôme Le Moigne'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [119.1, 39.6], 'player': {'id': 401508, 'name': 'Clément Maury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.1, 41.3], 'player': {'id': 4352, 'name': 'Issiaga Sylla'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.3, 42.4], 'player': {'id': 401509, 'name': 'David Ducourtioux'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [93.0, 27.1], 'player': {'id': 310534, 'name': 'Louis Poggi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.8, 33.6], 'player': {'id': 3207, 'name': 'Pablo Jean Antoine Martínez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.8, 22.4], 'player': {'id': 90746, 'name': 'Alassane Touré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.0, 15.3], 'player': {'id': 2953, 'name': 'Abdou Kader Mangane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.3, 8.5], 'player': {'id': 15689, 'name': 'Floyd Ayité'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [101.0, 48.5], 'player': {'id': 29875, 'name': 'Axel Ngando'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [102.4, 18.7], 'player': {'id': 3405, 'name': 'François Kamano'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",6f3b5ea9-987a-4810-b950-e3810d7859e6,True,Saved,0.10515914,Normal,Open Play,,,,Bastia,2736,00:35:14.135,Shot,
