50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.278258,,,,,,,,,,,,,,7f1975ce-2cae-4310-8afb-3e39f9bcc91a,61,,"[108.5, 29.3]",3890550,0,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Oscar Wendt,8809.0,Left Wing Back,3,Borussia Mönchengladbach,185,['07a3afc9-dbee-4923-8a90-f8457d04abe0'],32,,Right Foot,,"[120.0, 36.1, 0.2]",,"[{'location': [115.9, 35.9], 'player': {'id': 15581, 'name': 'Bernd Leno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.9, 36.8], 'player': {'id': 7039, 'name': 'Hakan Çalhanoğlu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [113.3, 24.7], 'player': {'id': 8969, 'name': 'Lars Bender'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.4, 30.4], 'player': {'id': 9363, 'name': 'André Ramalho Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.9, 32.1], 'player': {'id': 5494, 'name': 'Robbie Kruse'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [103.0, 36.3], 'player': {'id': 8805, 'name': 'Christoph Kramer'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [98.3, 43.9], 'player': {'id': 8210, 'name': 'Charles Mariano Aránguiz Sandoval'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [114.8, 44.2], 'player': {'id': 8322, 'name': 'André Hahn'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [111.4, 44.0], 'player': {'id': 8806, 'name': 'Lars Edi Stindl'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [111.9, 36.7], 'player': {'id': 8810, 'name': 'Raffael Caetano de Araújo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [105.7, 33.4], 'player': {'id': 11285, 'name': 'Ibrahima Traoré'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [116.9, 39.3], 'player': {'id': 8573, 'name': 'Ömer Toprak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.6, 50.5], 'player': {'id': 8211, 'name': 'Benjamin Henrichs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",652ffd0f-e4e6-42f8-856e-074570dbea74,,Post,,0.08317012,Normal,Open Play,,,,Borussia Mönchengladbach,185,00:00:32.651,Shot,
,,,,,,,,,,,,,,,,,,0.362083,,,,,,,,,,,,,,f41ecb00-ce67-4086-9c26-c15f7c952751,110,,"[113.5, 31.2]",3890550,1,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Granit Xhaka,3500.0,Left Defensive Midfield,7,Borussia Mönchengladbach,185,"['3e4407a3-dbeb-448d-be50-eea363722049', 'bc429dee-2adc-49b4-96d2-170bfe73effb']",59,True,Head,,"[114.7, 34.7]",,"[{'location': [118.2, 36.3], 'player': {'id': 15581, 'name': 'Bernd Leno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.5, 48.4], 'player': {'id': 8805, 'name': 'Christoph Kramer'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [115.6, 44.3], 'player': {'id': 11394, 'name': 'Stefan Kießling'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [115.7, 39.8], 'player': {'id': 9363, 'name': 'André Ramalho Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.5, 41.1], 'player': {'id': 8210, 'name': 'Charles Mariano Aránguiz Sandoval'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.4, 37.4], 'player': {'id': 8969, 'name': 'Lars Bender'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.0, 44.2], 'player': {'id': 3058, 'name': 'Javier Hernández Balcázar'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [114.1, 35.1], 'player': {'id': 8573, 'name': 'Ömer Toprak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.3, 44.7], 'player': {'id': 7039, 'name': 'Hakan Çalhanoğlu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [103.4, 33.6], 'player': {'id': 5494, 'name': 'Robbie Kruse'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [114.5, 31.3], 'player': {'id': 8211, 'name': 'Benjamin Henrichs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.5, 49.4], 'player': {'id': 8238, 'name': 'Mahmoud Dahoud'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [95.3, 41.6], 'player': {'id': 8810, 'name': 'Raffael Caetano de Araújo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [115.9, 45.9], 'player': {'id': 8806, 'name': 'Lars Edi Stindl'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [111.9, 42.8], 'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [113.0, 40.0], 'player': {'id': 8322, 'name': 'André Hahn'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [111.0, 38.0], 'player': {'id': 8395, 'name': 'Håvard Nordtveit'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}]",c8b6a44c-996c-442d-b564-7f9a3de72138,,Wayward,,0.04528919,Normal,Open Play,,,,Borussia Mönchengladbach,185,00:01:59.143,Shot,True
,,,,,,,,,,,,,,,,,,1.037477,,,,,,,,,,,,,,e5b54515-3beb-4f71-a51a-e541d6e2b91a,520,,"[105.7, 51.0]",3890550,9,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ibrahima Traoré,11285.0,Right Wing Back,24,Borussia Mönchengladbach,185,['e7dce978-28e8-4358-9e20-1a0e2901da37'],37,,Left Foot,,"[120.0, 40.0, 4.7]",,"[{'location': [105.8, 39.5], 'player': {'id': 8810, 'name': 'Raffael Caetano de Araújo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [101.7, 41.7], 'player': {'id': 8806, 'name': 'Lars Edi Stindl'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [105.6, 47.6], 'player': {'id': 8573, 'name': 'Ömer Toprak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.5, 50.1], 'player': {'id': 8211, 'name': 'Benjamin Henrichs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.5, 39.7], 'player': {'id': 8969, 'name': 'Lars Bender'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.7, 43.4], 'player': {'id': 15581, 'name': 'Bernd Leno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",897666f0-bc60-4396-a0b0-e875a5d7a3af,True,Off T,,0.14967002,Normal,Open Play,,,,Borussia Mönchengladbach,185,00:09:37.129,Shot,
,,,,,,,,,,,,,,,,,,0.373947,,,,,,,,,,,,,,ec64f35b-6926-41c6-b2c7-880f3908549f,544,,"[111.6, 52.1]",3890550,10,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Robbie Kruse,5494.0,Right Midfield,25,Bayer Leverkusen,904,"['626d5ffb-1a64-492e-a6a1-885aa6b873db', 'f9b9c777-6d53-44c9-90e6-4dd0eec08d1f']",35,,Right Foot,,"[118.4, 44.1, 1.9]",,"[{'location': [117.8, 44.1], 'player': {'id': 5550, 'name': 'Yann Sommer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.2, 28.1], 'player': {'id': 11285, 'name': 'Ibrahima Traoré'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [104.0, 42.7], 'player': {'id': 8238, 'name': 'Mahmoud Dahoud'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.9, 41.1], 'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [111.7, 49.4], 'player': {'id': 8395, 'name': 'Håvard Nordtveit'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.3, 37.1], 'player': {'id': 8814, 'name': 'Nico Elvedi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.5, 26.8], 'player': {'id': 7039, 'name': 'Hakan Çalhanoğlu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [102.0, 35.1], 'player': {'id': 11394, 'name': 'Stefan Kießling'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [107.7, 45.3], 'player': {'id': 3058, 'name': 'Javier Hernández Balcázar'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",21ce39c2-5dee-4b65-8709-956ad3e164e2,,Saved to Post,True,0.12796181,Normal,Open Play,,,,Bayer Leverkusen,904,00:10:35.843,Shot,True
,,,,,,,,,,,,,,,,,,0.588638,,,,,,,,,,,,,,7c995327-e49e-4ac1-8427-11b077ec5b55,549,,"[111.7, 37.6]",3890550,10,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Stefan Kießling,11394.0,Left Center Forward,25,Bayer Leverkusen,904,['04d94e20-3a6e-4fd8-90a9-89e56e2c0e33'],38,,Left Foot,,"[118.7, 39.3, 0.2]",True,"[{'location': [115.9, 47.6], 'player': {'id': 8395, 'name': 'Håvard Nordtveit'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.3, 40.8], 'player': {'id': 8238, 'name': 'Mahmoud Dahoud'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [115.6, 42.5], 'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [115.1, 31.6], 'player': {'id': 8814, 'name': 'Nico Elvedi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.7, 42.4], 'player': {'id': 5550, 'name': 'Yann Sommer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.8, 45.1], 'player': {'id': 3058, 'name': 'Javier Hernández Balcázar'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [116.3, 30.1], 'player': {'id': 7039, 'name': 'Hakan Çalhanoğlu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",9cb90efa-9c75-4f99-9ea3-bb6c6abd21a6,,Saved,,0.59139746,Normal,Open Play,,,,Bayer Leverkusen,904,00:10:38.619,Shot,
,,,,,,,,,,,,,,,,,,1.343074,,,,,,,,,,,,,,2429d222-aeed-4d77-9dde-1c9ed296b530,617,,"[92.1, 19.8]",3890550,12,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Hakan Çalhanoğlu,7039.0,Left Midfield,29,Bayer Leverkusen,904,['c4e8a379-28e0-4c26-a0db-0a53b36fac5c'],4,,Right Foot,,"[120.0, 54.4, 2.6]",,"[{'location': [117.1, 37.1], 'player': {'id': 5550, 'name': 'Yann Sommer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.0, 43.2], 'player': {'id': 8395, 'name': 'Håvard Nordtveit'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [91.2, 24.3], 'player': {'id': 3500, 'name': 'Granit Xhaka'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [94.8, 19.3], 'player': {'id': 11285, 'name': 'Ibrahima Traoré'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [99.4, 26.0], 'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [95.9, 10.7], 'player': {'id': 8814, 'name': 'Nico Elvedi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.4, 32.3], 'player': {'id': 11394, 'name': 'Stefan Kießling'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [88.6, 50.4], 'player': {'id': 3058, 'name': 'Javier Hernández Balcázar'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [95.3, 8.3], 'player': {'id': 5494, 'name': 'Robbie Kruse'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",9004c9cb-d552-4604-9bac-92e580b77c94,,Off T,,0.0067346855,Normal,Open Play,,,,Bayer Leverkusen,904,00:12:04.441,Shot,
,,,,,,,,,,,,,,,,,,0.375009,,,,,,,,,,,,,,a2131e08-11a6-460d-82ff-ca2eb629b723,862,,"[113.6, 34.5]",3890550,19,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Charles Mariano Aránguiz Sandoval,8210.0,Right Defensive Midfield,45,Bayer Leverkusen,904,['b5aa7fb4-350c-4fb4-af52-c3116af81fb8'],12,,Right Foot,,"[120.0, 39.0, 1.6]",,"[{'location': [96.9, 31.8], 'player': {'id': 3500, 'name': 'Granit Xhaka'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.0, 41.2], 'player': {'id': 8809, 'name': 'Oscar Wendt'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [109.4, 35.0], 'player': {'id': 8395, 'name': 'Håvard Nordtveit'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.2, 33.7], 'player': {'id': 8238, 'name': 'Mahmoud Dahoud'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.3, 26.3], 'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [103.3, 15.4], 'player': {'id': 8814, 'name': 'Nico Elvedi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.8, 37.1], 'player': {'id': 5550, 'name': 'Yann Sommer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.1, 46.5], 'player': {'id': 11394, 'name': 'Stefan Kießling'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [99.4, 23.3], 'player': {'id': 5494, 'name': 'Robbie Kruse'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [108.9, 37.4], 'player': {'id': 3058, 'name': 'Javier Hernández Balcázar'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [103.8, 22.9], 'player': {'id': 8805, 'name': 'Christoph Kramer'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",58ead5f0-44ea-4b6d-acb9-e5a7af50e73b,True,Goal,,0.46950373,Normal,Open Play,,,,Bayer Leverkusen,904,00:19:12.741,Shot,
,,,,,,,,,,,,,,,,,,0.066021,,,,,,,,,,,,,,d5a5aa87-fa6e-4688-8613-372a4fd850a1,1322,,"[102.6, 28.1]",3890550,31,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Javier Hernández Balcázar,3058.0,Right Center Forward,67,Bayer Leverkusen,904,"['13274d9e-f27a-4059-9a0c-30737b2cb105', '8ad12d08-e14a-435c-a587-e61744eeea86']",50,,Left Foot,,"[104.0, 28.9]",,"[{'location': [99.9, 54.9], 'player': {'id': 8395, 'name': 'Håvard Nordtveit'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.9, 40.1], 'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [101.3, 29.0], 'player': {'id': 11285, 'name': 'Ibrahima Traoré'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [104.1, 29.2], 'player': {'id': 8814, 'name': 'Nico Elvedi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.0, 36.1], 'player': {'id': 5550, 'name': 'Yann Sommer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.6, 47.8], 'player': {'id': 11394, 'name': 'Stefan Kießling'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",da91bcb3-ff8f-4ca4-a1e1-2100b9b52205,,Blocked,,0.027489569,Normal,Open Play,,,,Bayer Leverkusen,904,00:31:50.178,Shot,
,,,,,,,,,,,,,,,,,,1.177623,,,,,,,,,,,,,,96ecc79a-cbd2-447d-a0fb-eb0b6722abcb,1600,,"[98.8, 60.2]",3890550,39,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ibrahima Traoré,11285.0,Right Wing Back,84,Borussia Mönchengladbach,185,['0efe639f-bf1a-4f5e-9250-82b2521ebc5c'],45,,Left Foot,,"[117.9, 41.0, 1.8]",,"[{'location': [105.9, 37.8], 'player': {'id': 8322, 'name': 'André Hahn'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [106.8, 31.2], 'player': {'id': 8810, 'name': 'Raffael Caetano de Araújo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [97.2, 41.3], 'player': {'id': 8806, 'name': 'Lars Edi Stindl'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [103.2, 27.0], 'player': {'id': 8809, 'name': 'Oscar Wendt'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [101.3, 59.0], 'player': {'id': 8573, 'name': 'Ömer Toprak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.6, 48.2], 'player': {'id': 9363, 'name': 'André Ramalho Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.6, 41.6], 'player': {'id': 8210, 'name': 'Charles Mariano Aránguiz Sandoval'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [98.8, 53.3], 'player': {'id': 7039, 'name': 'Hakan Çalhanoğlu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [107.6, 33.4], 'player': {'id': 8969, 'name': 'Lars Bender'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.6, 45.5], 'player': {'id': 8805, 'name': 'Christoph Kramer'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [98.0, 39.1], 'player': {'id': 5494, 'name': 'Robbie Kruse'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [118.4, 41.3], 'player': {'id': 15581, 'name': 'Bernd Leno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",3343c613-3071-4cca-a170-aae09258fe8b,,Saved,,0.010253038,Normal,Open Play,,,,Borussia Mönchengladbach,185,00:39:45.777,Shot,
,,,,,,,,,,,,,,,,,,0.561796,,,,,,,,,,,,,,cb82cba7-1fea-4f1e-aa0b-e5f2408c917b,1750,,"[106.6, 55.5]",3890550,42,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ibrahima Traoré,11285.0,Right Wing Back,91,Borussia Mönchengladbach,185,['29061f23-3a3e-4ab9-b6b3-123329ef7192'],15,,Left Foot,,"[118.2, 42.4, 0.2]",,"[{'location': [101.4, 62.9], 'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [107.6, 43.0], 'player': {'id': 8322, 'name': 'André Hahn'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [106.3, 40.6], 'player': {'id': 8810, 'name': 'Raffael Caetano de Araújo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [107.8, 37.0], 'player': {'id': 8809, 'name': 'Oscar Wendt'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [96.8, 56.1], 'player': {'id': 8238, 'name': 'Mahmoud Dahoud'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [110.5, 63.7], 'player': {'id': 8211, 'name': 'Benjamin Henrichs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.6, 58.4], 'player': {'id': 7039, 'name': 'Hakan Çalhanoğlu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [111.4, 49.7], 'player': {'id': 8573, 'name': 'Ömer Toprak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.6, 50.4], 'player': {'id': 11394, 'name': 'Stefan Kießling'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [112.1, 40.7], 'player': {'id': 9363, 'name': 'André Ramalho Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.0, 52.9], 'player': {'id': 8210, 'name': 'Charles Mariano Aránguiz Sandoval'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.4, 38.5], 'player': {'id': 8969, 'name': 'Lars Bender'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.5, 42.9], 'player': {'id': 15581, 'name': 'Bernd Leno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Saved,,0.041339334,Normal,Open Play,,,,Borussia Mönchengladbach,185,00:42:15.777,Shot,
