50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.120691,,,,,,,,,,,,,64ccd410-e984-42d9-bf4c-de0709d941ce,586,,,"[96.3, 28.2]",3890562,10,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gonzalo Castro Randon,8233.0,Left Defensive Midfield,24,Borussia Dortmund,180,['ee0069ee-8921-4b3d-a42d-c5d666d3ab54'],25,,Right Foot,"[120.0, 37.1, 1.6]",,"[{'location': [112.6, 50.8], 'player': {'id': 3712, 'name': 'Pierre-Emerick Aubameyang'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [117.7, 37.4], 'player': {'id': 25002, 'name': 'Thomas Kessler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.3, 40.6], 'player': {'id': 8828, 'name': 'Dominique Heintz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [82.9, 51.6], 'player': {'id': 8216, 'name': 'Sven Bender'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [109.4, 44.8], 'player': {'id': 5684, 'name': 'Shinji Kagawa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [102.1, 38.0], 'player': {'id': 24324, 'name': 'Gustavo Adrián Ramos Vásquez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.5, 27.5], 'player': {'id': 5559, 'name': 'Marco Reus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.9, 7.6], 'player': {'id': 11458, 'name': 'Marcel Schmelzer'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [107.3, 46.0], 'player': {'id': 7993, 'name': 'Filip Mladenović'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [108.4, 34.6], 'player': {'id': 8900, 'name': 'Mërgim Mavraj'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [98.7, 39.7], 'player': {'id': 8825, 'name': 'Miloš Jojić'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.6, 32.3], 'player': {'id': 8827, 'name': 'Matthias Lehmann'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.6, 29.1], 'player': {'id': 11286, 'name': 'Dominik Maroh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.6, 19.6], 'player': {'id': 9459, 'name': 'Paweł Olkowski'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [83.7, 53.5], 'player': {'id': 8826, 'name': 'Leonardo Bittencourt'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}]",3a38085b-d8fd-4e5f-9418-317da5273fdc,,Goal,0.026313888,Normal,Open Play,,,,Borussia Dortmund,180,00:10:25.022,Shot,
,,,,,,,,,,,,,,,,,0.855334,,,,,,,,,,,,,4fc4e097-2dfa-4a6f-8d25-d4de40157393,813,,,"[107.3, 34.5]",3890562,15,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Leonardo Bittencourt,8826.0,Left Wing,34,FC Köln,186,['cff432dd-2e70-46f0-9f96-7b3ccec75bd6'],33,,Right Foot,"[120.0, 35.2, 0.2]",,"[{'location': [96.7, 39.4], 'player': {'id': 8233, 'name': 'Gonzalo Castro Randon'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.1, 12.0], 'player': {'id': 8825, 'name': 'Miloš Jojić'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [111.0, 36.2], 'player': {'id': 8225, 'name': 'Roman Bürki'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.2, 39.2], 'player': {'id': 23486, 'name': 'Anthony Modeste'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [96.4, 35.4], 'player': {'id': 8827, 'name': 'Matthias Lehmann'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [100.5, 44.1], 'player': {'id': 5572, 'name': 'Mats Hummels'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.3, 22.0], 'player': {'id': 8216, 'name': 'Sven Bender'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.4, 32.8], 'player': {'id': 8816, 'name': 'Julian Weigl'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}]",6b3eca7e-40c3-4239-8738-c15ee5845e9a,True,Off T,0.30563623,Half Volley,Open Play,,,,FC Köln,186,00:15:33.678,Shot,
,,,,,,,,,,,,,,,,,0.380771,,,,,,,,,,,,,01afef05-4592-49ea-a15b-7cb350a67f6a,1344,,,"[111.9, 42.7]",3890562,26,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Anthony Modeste,23486.0,Center Forward,51,FC Köln,186,['f90bfe5e-ba8d-414d-8acf-18bd410ef354'],7,,Right Foot,"[120.0, 40.2, 2.4]",True,"[{'location': [117.6, 42.8], 'player': {'id': 8225, 'name': 'Roman Bürki'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.0, 61.6], 'player': {'id': 8823, 'name': 'Marcel Risse'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [98.5, 40.0], 'player': {'id': 8816, 'name': 'Julian Weigl'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.1, 54.1], 'player': {'id': 5572, 'name': 'Mats Hummels'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.3, 41.8], 'player': {'id': 8244, 'name': 'Sokratis Papastathopoulos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 36.2], 'player': {'id': 8216, 'name': 'Sven Bender'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.7, 35.5], 'player': {'id': 8826, 'name': 'Leonardo Bittencourt'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",d88abf60-1a95-4b1c-9cf1-57b549b08b1b,,Goal,0.49365354,Normal,Open Play,,,,FC Köln,186,00:26:07.368,Shot,
,,,,,,,,,,,,,,,,,0.597212,,,,,,,,,,,,,41b42eb1-392b-4445-84ab-3d3c620519d3,1658,,,"[105.1, 40.2]",3890562,33,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Marco Reus,5559.0,Left Wing,60,Borussia Dortmund,180,['17dae7e7-c910-4c88-8619-7ac3ef9d5f91'],14,,Right Foot,"[120.0, 42.7, 3.6]",True,"[{'location': [83.1, 68.9], 'player': {'id': 8816, 'name': 'Julian Weigl'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [119.2, 40.8], 'player': {'id': 25002, 'name': 'Thomas Kessler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.9, 48.8], 'player': {'id': 8900, 'name': 'Mërgim Mavraj'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [112.6, 42.8], 'player': {'id': 11286, 'name': 'Dominik Maroh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.9, 39.8], 'player': {'id': 9459, 'name': 'Paweł Olkowski'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [96.7, 49.5], 'player': {'id': 8827, 'name': 'Matthias Lehmann'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [98.6, 66.8], 'player': {'id': 8216, 'name': 'Sven Bender'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [109.1, 50.9], 'player': {'id': 5684, 'name': 'Shinji Kagawa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [109.9, 43.7], 'player': {'id': 24324, 'name': 'Gustavo Adrián Ramos Vásquez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",73ef4930-44d3-41dc-857c-acea1314bf86,,Off T,0.06710411,Volley,Open Play,,,,Borussia Dortmund,180,00:33:14.062,Shot,
,,,,,,,,,,,,,,,,,0.941569,,,,,,,,,,,,,b15b1c73-96ee-4636-a5a1-8c298401d6a9,1778,,,"[87.6, 33.6]",3890562,36,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gonzalo Castro Randon,8233.0,Left Defensive Midfield,63,Borussia Dortmund,180,['a3ba05dc-740f-434c-a9c1-2caf7864f772'],5,,Right Foot,"[117.7, 38.7, 2.1]",,"[{'location': [97.8, 41.0], 'player': {'id': 24324, 'name': 'Gustavo Adrián Ramos Vásquez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [92.5, 17.9], 'player': {'id': 11458, 'name': 'Marcel Schmelzer'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [80.3, 54.0], 'player': {'id': 8216, 'name': 'Sven Bender'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [118.0, 38.0], 'player': {'id': 25002, 'name': 'Thomas Kessler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.4, 44.7], 'player': {'id': 7993, 'name': 'Filip Mladenović'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [104.6, 39.0], 'player': {'id': 8900, 'name': 'Mërgim Mavraj'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [101.4, 40.3], 'player': {'id': 8828, 'name': 'Dominique Heintz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.0, 29.0], 'player': {'id': 11286, 'name': 'Dominik Maroh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.1, 40.4], 'player': {'id': 8825, 'name': 'Miloš Jojić'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [91.0, 49.6], 'player': {'id': 8826, 'name': 'Leonardo Bittencourt'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [102.1, 22.0], 'player': {'id': 9459, 'name': 'Paweł Olkowski'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [94.6, 33.5], 'player': {'id': 8827, 'name': 'Matthias Lehmann'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [91.2, 18.2], 'player': {'id': 8823, 'name': 'Marcel Risse'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [99.3, 45.1], 'player': {'id': 3712, 'name': 'Pierre-Emerick Aubameyang'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.7, 33.0], 'player': {'id': 5684, 'name': 'Shinji Kagawa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [103.9, 20.8], 'player': {'id': 5559, 'name': 'Marco Reus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [97.6, 26.8], 'player': {'id': 5572, 'name': 'Mats Hummels'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}]",a7198a4e-b1c8-420b-b0de-f9ff81eb4886,,Saved,0.019485429,Normal,Open Play,,,,Borussia Dortmund,180,00:36:05.268,Shot,
,,,,,,,,,,,,,,,,,1.08053,,,,,,,,,,,,,944d7baf-0a3e-4183-8806-0b90a513df39,2033,,,"[85.5, 46.8]",3890562,41,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Marcel Risse,8823.0,Right Wing,68,FC Köln,186,['576f8ec8-8faa-4328-9509-d2b90743bbeb'],22,,Right Foot,"[118.0, 39.7, 0.2]",,"[{'location': [118.4, 41.0], 'player': {'id': 8225, 'name': 'Roman Bürki'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [87.8, 40.9], 'player': {'id': 8233, 'name': 'Gonzalo Castro Randon'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [94.4, 49.8], 'player': {'id': 11458, 'name': 'Marcel Schmelzer'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.6, 46.0], 'player': {'id': 5572, 'name': 'Mats Hummels'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [87.5, 25.9], 'player': {'id': 8816, 'name': 'Julian Weigl'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [80.4, 39.8], 'player': {'id': 5684, 'name': 'Shinji Kagawa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [100.9, 35.1], 'player': {'id': 8244, 'name': 'Sokratis Papastathopoulos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.4, 24.6], 'player': {'id': 8216, 'name': 'Sven Bender'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [82.9, 55.0], 'player': {'id': 9459, 'name': 'Paweł Olkowski'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [88.8, 41.6], 'player': {'id': 8825, 'name': 'Miloš Jojić'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [84.1, 14.0], 'player': {'id': 7993, 'name': 'Filip Mladenović'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [100.8, 31.1], 'player': {'id': 23486, 'name': 'Anthony Modeste'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.0, 21.5], 'player': {'id': 8826, 'name': 'Leonardo Bittencourt'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",72fed3f0-9d3d-4779-9907-692964d8fcb3,,Saved,0.016003823,Normal,Open Play,,,,FC Köln,186,00:41:22.756,Shot,
,,,,,,,,,,,,,,,,,0.417616,,,,,,,,,,,,,6139a974-32d6-4d63-a0c2-7cf6ffe8bbae,2055,,,"[95.5, 25.9]",3890562,41,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Gustavo Adrián Ramos Vásquez,24324.0,Center Forward,70,Borussia Dortmund,180,"['2949a83a-460b-42ee-b1d6-07ba5ab74060', '6d6f78f1-ec4b-4e22-ab0f-94d9fcdaa4b9', 'dae9601a-111a-421b-865b-7f5fc27fd2c1']",48,,Right Foot,"[104.7, 31.9]",,"[{'location': [118.4, 37.6], 'player': {'id': 25002, 'name': 'Thomas Kessler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.7, 36.1], 'player': {'id': 8828, 'name': 'Dominique Heintz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.6, 32.5], 'player': {'id': 8900, 'name': 'Mërgim Mavraj'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [105.3, 23.8], 'player': {'id': 8827, 'name': 'Matthias Lehmann'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.9, 19.3], 'player': {'id': 9459, 'name': 'Paweł Olkowski'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [95.0, 33.9], 'player': {'id': 8825, 'name': 'Miloš Jojić'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [96.4, 25.6], 'player': {'id': 11286, 'name': 'Dominik Maroh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [83.5, 46.6], 'player': {'id': 8826, 'name': 'Leonardo Bittencourt'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [91.1, 17.8], 'player': {'id': 8823, 'name': 'Marcel Risse'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [101.8, 47.8], 'player': {'id': 7993, 'name': 'Filip Mladenović'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [100.2, 49.0], 'player': {'id': 3712, 'name': 'Pierre-Emerick Aubameyang'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.8, 35.9], 'player': {'id': 5559, 'name': 'Marco Reus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.3, 23.6], 'player': {'id': 5684, 'name': 'Shinji Kagawa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [105.3, 14.2], 'player': {'id': 11458, 'name': 'Marcel Schmelzer'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [81.0, 48.3], 'player': {'id': 8216, 'name': 'Sven Bender'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [87.9, 23.4], 'player': {'id': 8233, 'name': 'Gonzalo Castro Randon'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",209e82a6-8a00-481a-ad66-231a94e5dbfe,,Blocked,0.023599751,Normal,Open Play,,,,Borussia Dortmund,180,00:41:48.642,Shot,True
,,,,,,,,,,,,,,,,,0.053515,,,,,,,,,,,,,fba354c3-a410-4871-8f1c-44448640dbbd,2061,,,"[114.6, 41.8]",3890562,41,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Pierre-Emerick Aubameyang,3712.0,Right Wing,70,Borussia Dortmund,180,['ce94292b-bf6b-4c72-97f0-44e9c4caefef'],51,,Right Foot,"[115.5, 41.1, 0.3]",,"[{'location': [108.0, 29.1], 'player': {'id': 5684, 'name': 'Shinji Kagawa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [107.8, 40.1], 'player': {'id': 8828, 'name': 'Dominique Heintz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.3, 35.2], 'player': {'id': 8900, 'name': 'Mërgim Mavraj'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [114.3, 36.8], 'player': {'id': 5559, 'name': 'Marco Reus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [114.7, 46.0], 'player': {'id': 7993, 'name': 'Filip Mladenović'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [116.0, 41.6], 'player': {'id': 25002, 'name': 'Thomas Kessler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Saved,0.5867025,Half Volley,Open Play,,,,Borussia Dortmund,180,00:41:51.433,Shot,
,,,,,,,,,,,,,,,,,1.544154,,,,,,,,,,,,,df2d13c7-4e22-4a7c-a7ef-273cf87f15a6,2111,,,"[98.1, 26.4]",3890562,42,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Miloš Jojić,8825.0,Left Defensive Midfield,72,FC Köln,186,['fcbcbfd1-01c9-41dd-bb07-db52ba71bf39'],49,,Right Foot,"[120.0, 39.3, 0.3]",True,"[{'location': [88.6, 49.4], 'player': {'id': 11458, 'name': 'Marcel Schmelzer'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [91.1, 50.6], 'player': {'id': 8823, 'name': 'Marcel Risse'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [92.5, 25.5], 'player': {'id': 8816, 'name': 'Julian Weigl'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.7, 33.1], 'player': {'id': 8225, 'name': 'Roman Bürki'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",00074b96-ac79-4142-879f-5d257724a533,,Goal,0.0849041,Lob,Open Play,,,,FC Köln,186,00:42:49.086,Shot,
,,,,,,,,,,,,,,,,,0.278649,,,,,,,,,,,,,5b118529-0402-4838-bed2-6bb1f4324a21,3080,,,"[113.2, 51.2]",3890562,65,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Paweł Olkowski,9459.0,Right Wing Back,106,FC Köln,186,"['010fd3bb-5186-4491-9a9e-fe572a16bcfa', 'fac79323-15a8-43c1-84e9-ebe955016b67']",18,,Right Foot,"[115.1, 48.9, 1.1]",True,"[{'location': [115.3, 48.1], 'player': {'id': 8225, 'name': 'Roman Bürki'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.5, 49.6], 'player': {'id': 8823, 'name': 'Marcel Risse'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.0, 32.0], 'player': {'id': 8826, 'name': 'Leonardo Bittencourt'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [112.1, 51.0], 'player': {'id': 8244, 'name': 'Sokratis Papastathopoulos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.2, 48.7], 'player': {'id': 9475, 'name': 'Moritz Leitner'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [109.5, 39.2], 'player': {'id': 8816, 'name': 'Julian Weigl'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}]",8cd84794-44a4-428b-92bc-34382000b266,,Saved,0.123590104,Normal,Open Play,,,,FC Köln,186,00:20:18.227,Shot,True
