50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,1.091433,,,,,,,,,,,,,5bafee70-f104-4cd7-8917-420f59178435,83,,,"[100.3, 57.5]",3900535,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gadji Celi Carmen Junior Tallo,10330.0,Center Forward,3,Lille,143,"['8e73a700-ef29-490e-8565-2416479574e4', '903ba4ed-3d36-45d1-96cd-b79966920973']",51,,Right Foot,"[120.0, 39.9, 3.7]",,"[{'location': [115.5, 44.1], 'player': {'id': 4259, 'name': 'Stéphane Ruffier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [91.2, 31.1], 'player': {'id': 4256, 'name': 'Jonathan Bamba'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [101.1, 43.2], 'player': {'id': 7707, 'name': 'François Clerc'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [90.3, 47.3], 'player': {'id': 3414, 'name': 'Vincent Pajot'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.2, 59.9], 'player': {'id': 3047, 'name': 'Benoît Assou-Ekotto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.3, 56.5], 'player': {'id': 4263, 'name': 'Loïc Perrin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.6, 56.6], 'player': {'id': 7442, 'name': 'Jérémy Clément'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [88.6, 65.0], 'player': {'id': 4802, 'name': 'Florentin Pogba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [85.2, 41.6], 'player': {'id': 7441, 'name': 'Marvin Martin'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [92.1, 60.4], 'player': {'id': 3673, 'name': 'Yassine Benzia'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [98.3, 36.8], 'player': {'id': 40486, 'name': 'Éric Bauthéac'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [80.4, 62.0], 'player': {'id': 3211, 'name': 'Florent Balmont'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",f9858257-c1d1-467d-8650-1582889799b7,Off T,0.03364347,Normal,Open Play,,,,Lille,143,00:00:51.871,Shot,True
,,,,,,,,,,,,,,,,,,,1.348989,,,,,,,,,,,,,f298d144-04f9-466e-8ea1-0b9ec69b3e2b,116,,,"[107.3, 37.3]",3900535,2,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Stopilla Sunzu,23203.0,Right Center Back,6,Lille,143,"['63f4834d-85ca-4fa7-a9f8-b6552fcbd98d', 'fc6406f0-8bc2-45cd-a66f-24b6fb66f45c']",12,True,Head,"[118.8, 40.5, 2.2]",,"[{'location': [84.8, 66.4], 'player': {'id': 4254, 'name': 'Valentin Eysseric'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [107.5, 38.8], 'player': {'id': 4263, 'name': 'Loïc Perrin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.3, 37.2], 'player': {'id': 4802, 'name': 'Florentin Pogba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.5, 34.5], 'player': {'id': 7707, 'name': 'François Clerc'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.8, 32.9], 'player': {'id': 3047, 'name': 'Benoît Assou-Ekotto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.0, 32.9], 'player': {'id': 4256, 'name': 'Jonathan Bamba'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [106.7, 44.4], 'player': {'id': 3179, 'name': 'Nolan Roux'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [106.7, 41.9], 'player': {'id': 3414, 'name': 'Vincent Pajot'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.4, 42.1], 'player': {'id': 7442, 'name': 'Jérémy Clément'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.4, 48.5], 'player': {'id': 4431, 'name': 'Kévin Monnet-Paquet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [119.0, 39.9], 'player': {'id': 4259, 'name': 'Stéphane Ruffier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.6, 34.2], 'player': {'id': 3677, 'name': 'Bakary Adama Soumaoro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [106.7, 38.5], 'player': {'id': 3446, 'name': 'Djibril Sidibé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [105.2, 40.6], 'player': {'id': 10330, 'name': 'Gadji Celi Carmen Junior Tallo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.2, 45.4], 'player': {'id': 3673, 'name': 'Yassine Benzia'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",f9a4a302-0f47-4ac4-984f-ffee39a79435,Saved,0.024875058,Normal,Open Play,,,,Lille,143,00:02:12.597,Shot,True
,,,,,,,,,,,,,,,,,,,0.511002,,,,,,,,,,,,,b613b909-5a64-495d-b413-e3aec1a46d17,304,,,"[110.3, 21.0]",3900535,6,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Éric Bauthéac,40486.0,Left Wing,16,Lille,143,['b53a15e7-282c-4456-9fda-6296bff05d44'],41,,Left Foot,"[119.3, 35.6, 0.2]",True,"[{'location': [118.6, 36.5], 'player': {'id': 4259, 'name': 'Stéphane Ruffier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.5, 50.4], 'player': {'id': 4431, 'name': 'Kévin Monnet-Paquet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [104.5, 40.2], 'player': {'id': 3047, 'name': 'Benoît Assou-Ekotto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.3, 28.1], 'player': {'id': 7707, 'name': 'François Clerc'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.4, 24.2], 'player': {'id': 4263, 'name': 'Loïc Perrin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 30.9], 'player': {'id': 4802, 'name': 'Florentin Pogba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.7, 26.5], 'player': {'id': 3414, 'name': 'Vincent Pajot'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.7, 41.7], 'player': {'id': 3673, 'name': 'Yassine Benzia'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.9, 35.1], 'player': {'id': 10330, 'name': 'Gadji Celi Carmen Junior Tallo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.1, 32.8], 'player': {'id': 3446, 'name': 'Djibril Sidibé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",deaac97e-bbcc-4978-a548-ff47d0823f0e,Saved,0.009182468,Normal,Open Play,,,,Lille,143,00:06:41.171,Shot,
,,,,,,,,,,,,,,,,,,,1.252894,,,,,,,,,,,,,fc121915-7a0d-4332-afa0-45514e537e97,438,,,"[85.3, 47.8]",3900535,10,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Florent Balmont,3211.0,Right Center Midfield,24,Lille,143,['d84cf57a-d18d-4377-8e55-ec8567cb25b4'],5,,Right Foot,"[120.0, 47.6, 1.3]",,"[{'location': [93.4, 23.7], 'player': {'id': 4256, 'name': 'Jonathan Bamba'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [90.4, 32.2], 'player': {'id': 3414, 'name': 'Vincent Pajot'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [87.8, 37.2], 'player': {'id': 7442, 'name': 'Jérémy Clément'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [85.0, 43.7], 'player': {'id': 4254, 'name': 'Valentin Eysseric'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [97.6, 26.2], 'player': {'id': 7707, 'name': 'François Clerc'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.0, 38.5], 'player': {'id': 4263, 'name': 'Loïc Perrin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.4, 45.8], 'player': {'id': 4802, 'name': 'Florentin Pogba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.0, 52.6], 'player': {'id': 3047, 'name': 'Benoît Assou-Ekotto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.1, 59.4], 'player': {'id': 4431, 'name': 'Kévin Monnet-Paquet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [114.8, 42.3], 'player': {'id': 4259, 'name': 'Stéphane Ruffier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.2, 23.8], 'player': {'id': 40486, 'name': 'Éric Bauthéac'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [91.2, 25.1], 'player': {'id': 7441, 'name': 'Marvin Martin'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [97.9, 39.6], 'player': {'id': 10330, 'name': 'Gadji Celi Carmen Junior Tallo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.3, 64.0], 'player': {'id': 6716, 'name': 'Sébastien Corchia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [94.8, 55.7], 'player': {'id': 3673, 'name': 'Yassine Benzia'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",db108b45-ffdd-4c64-96db-a84dfc3be380,Off T,0.0102240015,Normal,Open Play,,,,Lille,143,00:10:05.137,Shot,
,,,,,,,,,,,,,,,,,,,0.446764,,,,,,,,,,,,,65254378-cc84-48de-8c4c-f62560fbc38d,560,,,"[101.5, 31.9]",3900535,13,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Stopilla Sunzu,23203.0,Right Center Back,32,Lille,143,"['41731e56-f03d-4c73-b5c9-03f6fb29595e', '8f06d2a5-6f72-4b5e-88cf-df48a54a9d5b', 'fec989b3-dd70-45bd-a034-b6dd8c1b539b']",58,,Right Foot,"[110.1, 37.0]",,"[{'location': [117.8, 40.1], 'player': {'id': 4259, 'name': 'Stéphane Ruffier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.1, 42.9], 'player': {'id': 4263, 'name': 'Loïc Perrin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.2, 37.7], 'player': {'id': 3179, 'name': 'Nolan Roux'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [107.6, 40.2], 'player': {'id': 7707, 'name': 'François Clerc'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.0, 31.1], 'player': {'id': 4802, 'name': 'Florentin Pogba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.4, 35.8], 'player': {'id': 3047, 'name': 'Benoît Assou-Ekotto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.5, 38.3], 'player': {'id': 7442, 'name': 'Jérémy Clément'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.5, 41.5], 'player': {'id': 3414, 'name': 'Vincent Pajot'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [98.9, 45.3], 'player': {'id': 4254, 'name': 'Valentin Eysseric'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [95.0, 54.2], 'player': {'id': 4431, 'name': 'Kévin Monnet-Paquet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [97.6, 55.1], 'player': {'id': 4256, 'name': 'Jonathan Bamba'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [110.2, 34.4], 'player': {'id': 3673, 'name': 'Yassine Benzia'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.4, 41.3], 'player': {'id': 10330, 'name': 'Gadji Celi Carmen Junior Tallo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.1, 42.8], 'player': {'id': 3677, 'name': 'Bakary Adama Soumaoro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [105.1, 47.1], 'player': {'id': 3446, 'name': 'Djibril Sidibé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [104.0, 57.9], 'player': {'id': 7441, 'name': 'Marvin Martin'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [91.3, 58.4], 'player': {'id': 40486, 'name': 'Éric Bauthéac'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [89.7, 48.4], 'player': {'id': 3211, 'name': 'Florent Balmont'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",b9949684-afb1-4035-a79a-24494a483f23,Blocked,0.0536592,Half Volley,Open Play,,,,Lille,143,00:13:58.935,Shot,True
,,,,,,,,,,,,,,,,,,,1.667673,,,,,,,,,,,,,7d9b4680-79e4-46eb-9606-167ec26b565f,1038,,,"[91.7, 38.7]",3900535,29,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Valentin Eysseric,4254.0,Center Attacking Midfield,64,Lille,143,['031b1b87-14fc-4025-8b1e-18f49d959cdf'],4,,Right Foot,"[120.0, 41.9, 4.3]",,"[{'location': [78.6, 42.2], 'player': {'id': 40522, 'name': 'Rio Antonio Zoba Mavuba'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [71.9, 17.0], 'player': {'id': 6716, 'name': 'Sébastien Corchia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [90.6, 42.1], 'player': {'id': 3677, 'name': 'Bakary Adama Soumaoro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [92.2, 35.7], 'player': {'id': 23203, 'name': 'Stopilla Sunzu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.8, 40.2], 'player': {'id': 40484, 'name': 'Vincent Enyeama'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [87.0, 39.5], 'player': {'id': 3179, 'name': 'Nolan Roux'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,Off T,0.05862778,Normal,Open Play,,,,Saint-Étienne,135,00:29:04.463,Shot,
,,,,,,,,,,,,,,,,,,,0.149654,,,,,,,,,,,,,b2633b9b-10f7-467c-8fa2-25fe6f041e2e,1196,,,"[111.7, 56.3]",3900535,34,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Gadji Celi Carmen Junior Tallo,10330.0,Center Forward,76,Lille,143,"['42f67f2c-7b0c-4f96-b81c-e4c3e2a877f9', '991c86df-6e15-4ff1-80ef-3b8cc25bcd51', 'c550688b-8c76-4c75-a027-91472203698e']",37,,Right Foot,"[112.5, 55.0]",,"[{'location': [104.2, 32.7], 'player': {'id': 7707, 'name': 'François Clerc'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.3, 44.1], 'player': {'id': 4263, 'name': 'Loïc Perrin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.5, 52.9], 'player': {'id': 7442, 'name': 'Jérémy Clément'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [91.3, 65.6], 'player': {'id': 4431, 'name': 'Kévin Monnet-Paquet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.5, 44.4], 'player': {'id': 4259, 'name': 'Stéphane Ruffier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.7, 54.6], 'player': {'id': 4802, 'name': 'Florentin Pogba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.5, 55.4], 'player': {'id': 3047, 'name': 'Benoît Assou-Ekotto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.9, 33.6], 'player': {'id': 40486, 'name': 'Éric Bauthéac'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [100.2, 53.5], 'player': {'id': 3673, 'name': 'Yassine Benzia'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",520788c9-7a6f-45ca-ac9b-0038b29e690c,Blocked,0.011304264,Half Volley,Open Play,,,,Lille,143,00:34:37.510,Shot,True
,,,,,,,,,,,,,,,,,,,1.277643,,,,,,,,,,,,,34d1303b-6363-4463-81f7-51e0b6064bde,1425,,,"[92.8, 33.7]",3900535,41,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Valentin Eysseric,4254.0,Center Attacking Midfield,90,Saint-Étienne,135,['6eb149cf-88ef-4d19-8516-4094dad94e78'],37,,Right Foot,"[120.0, 37.1, 2.8]",,"[{'location': [107.9, 47.2], 'player': {'id': 10330, 'name': 'Gadji Celi Carmen Junior Tallo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [107.6, 39.8], 'player': {'id': 40486, 'name': 'Éric Bauthéac'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [102.9, 35.1], 'player': {'id': 6716, 'name': 'Sébastien Corchia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.0, 34.5], 'player': {'id': 7441, 'name': 'Marvin Martin'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.1, 33.9], 'player': {'id': 40522, 'name': 'Rio Antonio Zoba Mavuba'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.6, 36.1], 'player': {'id': 23203, 'name': 'Stopilla Sunzu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.5, 37.9], 'player': {'id': 3677, 'name': 'Bakary Adama Soumaoro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.8, 39.2], 'player': {'id': 3446, 'name': 'Djibril Sidibé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.6, 40.6], 'player': {'id': 40484, 'name': 'Vincent Enyeama'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.4, 29.5], 'player': {'id': 3211, 'name': 'Florent Balmont'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.7, 36.2], 'player': {'id': 3414, 'name': 'Vincent Pajot'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [107.8, 47.7], 'player': {'id': 4256, 'name': 'Jonathan Bamba'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.6, 39.3], 'player': {'id': 3179, 'name': 'Nolan Roux'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.3, 39.9], 'player': {'id': 4431, 'name': 'Kévin Monnet-Paquet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.1, 28.6], 'player': {'id': 7442, 'name': 'Jérémy Clément'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [90.6, 36.5], 'player': {'id': 4802, 'name': 'Florentin Pogba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}]",,Post,0.056351937,Normal,Free Kick,,,,Saint-Étienne,135,00:41:37.546,Shot,
,,,,,,,,,,,,,,,,,,,3.214451,,,,,,,,,,,,,9ed54d0a-9e65-484e-a108-ff005151c0ce,1479,,,"[94.1, 56.4]",3900535,43,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,François Clerc,7707.0,Right Back,94,Saint-Étienne,135,['6093850d-71b3-4486-a510-62c3470545c1'],4,,Right Foot,"[120.0, 54.4, 0.9]",True,"[{'location': [119.4, 39.8], 'player': {'id': 40484, 'name': 'Vincent Enyeama'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.6, 47.6], 'player': {'id': 3446, 'name': 'Djibril Sidibé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.7, 64.1], 'player': {'id': 40486, 'name': 'Éric Bauthéac'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [111.8, 40.3], 'player': {'id': 3677, 'name': 'Bakary Adama Soumaoro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.1, 55.1], 'player': {'id': 7441, 'name': 'Marvin Martin'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.2, 51.4], 'player': {'id': 40522, 'name': 'Rio Antonio Zoba Mavuba'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [97.7, 45.5], 'player': {'id': 3211, 'name': 'Florent Balmont'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.8, 39.3], 'player': {'id': 23203, 'name': 'Stopilla Sunzu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.3, 30.2], 'player': {'id': 6716, 'name': 'Sébastien Corchia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.3, 30.7], 'player': {'id': 4431, 'name': 'Kévin Monnet-Paquet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [106.1, 75.4], 'player': {'id': 4256, 'name': 'Jonathan Bamba'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [111.6, 42.4], 'player': {'id': 3179, 'name': 'Nolan Roux'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [86.4, 42.9], 'player': {'id': 7442, 'name': 'Jérémy Clément'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [92.3, 51.3], 'player': {'id': 4254, 'name': 'Valentin Eysseric'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",,Off T,0.010728056,Half Volley,Open Play,,,,Saint-Étienne,135,00:43:04.030,Shot,
