ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,half_start_late_video_start,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,1.024306,,,,,,,,,,,,,,,11284241-c72f-4391-b6f8-7703612c4bf9,62,,"[99.7, 36.0]",2275029,1,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rinsola Babajide,15613.0,Center Forward,6,Liverpool WFC,966,['e15e772d-cad7-44dd-aa0f-42aff2e967a6'],20,,Left Foot,"[120.0, 44.1, 0.3]",,"[{'location': [95.9, 26.0], 'player': {'id': 15631, 'name': 'Niamh Charles'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [99.8, 34.6], 'player': {'id': 19502, 'name': 'Meaghan Sargeant'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.9, 38.5], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.0, 38.1], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.9, 38.8], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",addd6c3e-9c25-429d-af51-29ff65b13578,Post,0.13600834,Normal,Open Play,,,,Liverpool WFC,966,00:01:20.846,Shot,
,,,,,,,,,,,,,,0.860287,,,,,,,,,,,,,,,0d3046c9-5377-4421-b913-322fb2ea8206,168,,"[108.1, 23.1]",2275029,4,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ebony Salmon,31527.0,Left Midfield,13,Bristol City WFC,973,"['51c18421-49cf-477b-aa3f-16f6c7f0af79', 'b8310dff-ad63-43be-b28c-fd886c764693', 'd206a7c1-8376-4987-b7c0-0201751dce04']",39,,Right Foot,"[110.0, 31.8]",,"[{'location': [108.2, 45.0], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [110.9, 40.6], 'player': {'id': 21230, 'name': 'Elise Hughes'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.2, 37.5], 'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [105.5, 40.0], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.3, 32.5], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.1, 24.6], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.6, 21.1], 'player': {'id': 18144, 'name': 'Rebecca Jane'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.4, 30.9], 'player': {'id': 21854, 'name': 'Jade Bailey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [116.9, 36.9], 'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",6418384a-d355-4c6f-9cc7-2e617866b5ce,Wayward,0.037296925,Normal,Open Play,,,,Bristol City WFC,973,00:04:39.420,Shot,True
,,,,,,,,,,,,,,0.107732,,,,,,,,,,,,,,,6a275e34-6f6f-4e5f-8865-4bfcd2b635c2,328,,"[100.6, 52.1]",2275029,9,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Rinsola Babajide,15613.0,Center Forward,25,Liverpool WFC,966,"['b39e8566-1a2d-4f23-bec2-d93cdf8da461', 'da35e4d6-754d-459f-825a-e42affd3964f']",39,,Left Foot,"[101.8, 51.3]",,"[{'location': [101.1, 33.2], 'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [107.6, 30.6], 'player': {'id': 15547, 'name': 'Melissa Lawley'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [100.0, 50.3], 'player': {'id': 15631, 'name': 'Niamh Charles'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [85.0, 29.2], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [102.6, 46.1], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [104.6, 43.3], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.3, 51.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.3, 52.4], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.0, 41.8], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.1, 29.9], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [96.4, 44.3], 'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.9, 38.3], 'player': {'id': 19502, 'name': 'Meaghan Sargeant'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.9, 39.9], 'player': {'id': 19779, 'name': 'Rhiannon Roberts'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",a5f67756-09e4-4ec0-823e-fc042cd8f7d3,Blocked,0.025252664,Normal,Open Play,,,,Liverpool WFC,966,00:09:39.562,Shot,
,,,,,,,,,,,,,,0.479438,,,,,,,,,,,,,,,4e23587c-ae31-4e1d-b4a5-fa65462b0d47,419,,"[111.9, 25.1]",2275029,12,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Melissa Lawley,15547.0,Right Wing,31,Liverpool WFC,966,"['61192722-eff5-4af3-a449-5391ee032aeb', 'b0404262-d979-4ce1-928e-f25d98a2ff7e', 'f2d7501c-9fdb-41d9-ad2d-5adc7d3f8a19']",38,,Left Foot,"[114.7, 34.6]",,"[{'location': [93.7, 9.6], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [106.6, 33.3], 'player': {'id': 15631, 'name': 'Niamh Charles'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [111.2, 36.0], 'player': {'id': 15613, 'name': 'Rinsola Babajide'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.4, 28.7], 'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [99.3, 18.9], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [111.5, 26.1], 'player': {'id': 19502, 'name': 'Meaghan Sargeant'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.4, 36.3], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.6, 34.5], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.4, 40.9], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [111.5, 43.9], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.3, 34.0], 'player': {'id': 24925, 'name': 'Olivia Chance'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [111.8, 38.2], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.5, 46.1], 'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}]",07f31f96-f7b7-47ff-9d81-d67bae6c1674,Blocked,0.046413396,Normal,Open Play,,,,Liverpool WFC,966,00:12:38.060,Shot,True
,,,,,,,,,,,,,,0.376787,,,,,,,,,,,,,,,b625da9a-9b5c-47aa-b84b-a7684dcb0e39,426,,"[114.6, 44.4]",2275029,12,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rachel Furness,15706.0,Center Defensive Midfield,31,Liverpool WFC,966,['4c3fe5f7-ca49-495a-9499-b92e10a8e9c6'],40,,Left Foot,"[120.0, 42.1, 1.0]",True,"[{'location': [102.9, 40.5], 'player': {'id': 19779, 'name': 'Rhiannon Roberts'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [94.7, 36.7], 'player': {'id': 21854, 'name': 'Jade Bailey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [98.1, 14.5], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [114.2, 33.5], 'player': {'id': 15631, 'name': 'Niamh Charles'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [115.8, 39.0], 'player': {'id': 15613, 'name': 'Rinsola Babajide'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [114.9, 32.0], 'player': {'id': 19502, 'name': 'Meaghan Sargeant'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.7, 21.6], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [110.8, 39.6], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [117.0, 43.4], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.2, 35.9], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.9, 30.1], 'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.1, 41.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.0, 39.8], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.1, 37.7], 'player': {'id': 24925, 'name': 'Olivia Chance'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",,Goal,0.30217463,Half Volley,Open Play,,,,Liverpool WFC,966,00:12:40.999,Shot,
,,,,,,,,,,,,,,0.762484,,,,,,,,,,,,,,,f460c2a4-8db4-4ff3-a88d-5db64c42c98f,615,,"[104.7, 26.0]",2275029,18,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Rinsola Babajide,15613.0,Center Forward,41,Bristol City WFC,973,"['60444316-ce07-4eac-b585-0394f4df421c', '671470eb-48c3-43d5-933d-ec81f6bc213f']",16,,Left Foot,"[115.7, 35.1, 0.2]",,"[{'location': [82.3, 12.5], 'player': {'id': 15547, 'name': 'Melissa Lawley'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [84.8, 24.3], 'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [79.6, 14.6], 'player': {'id': 19502, 'name': 'Meaghan Sargeant'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.7, 27.3], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.6, 28.5], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.9, 35.5], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,Saved,0.06624232,Normal,Open Play,,,,Liverpool WFC,966,00:18:16.409,Shot,True
,,,,,,,,,,,,,,0.66901,,,,,,,,,,,,,,,fab8dc53-9d03-4082-a3a1-99555c5b46bc,702,,"[112.2, 41.5]",2275029,23,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Rinsola Babajide,15613.0,Center Forward,50,Liverpool WFC,966,['e7d11afd-3f41-4938-aef2-eda65bdf64e7'],39,,Right Foot,"[120.0, 46.9, 1.1]",True,"[{'location': [113.4, 41.1], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.2, 42.7], 'player': {'id': 24925, 'name': 'Olivia Chance'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [111.0, 42.1], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.9, 40.6], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.3, 37.6], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.6, 39.6], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [109.5, 35.1], 'player': {'id': 19502, 'name': 'Meaghan Sargeant'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.9, 30.6], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [109.1, 49.5], 'player': {'id': 19779, 'name': 'Rhiannon Roberts'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [100.0, 38.2], 'player': {'id': 15547, 'name': 'Melissa Lawley'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [90.3, 21.5], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [104.4, 27.9], 'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [111.7, 36.9], 'player': {'id': 15631, 'name': 'Niamh Charles'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,Off T,0.10833505,Normal,Open Play,,,,Liverpool WFC,966,00:23:39.776,Shot,
,,,,,,,,,,,,,,1.219402,,,,,,,,,,,,,,,d7ef9fe4-5c9f-42e6-bda0-af0afe9b3dcc,813,,"[92.0, 26.9]",2275029,26,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Olivia Chance,24925.0,Left Center Midfield,58,Bristol City WFC,973,['fbbbc317-e6b3-4781-9fef-ee4a722991ca'],8,,Left Foot,"[120.0, 44.0, 2.7]",,"[{'location': [90.8, 40.1], 'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [88.1, 55.4], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [99.8, 49.0], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.2, 36.1], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.2, 27.1], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 18.3], 'player': {'id': 18144, 'name': 'Rebecca Jane'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 40.2], 'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [89.4, 30.4], 'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [87.7, 25.8], 'player': {'id': 21230, 'name': 'Elise Hughes'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.7, 11.9], 'player': {'id': 31527, 'name': 'Ebony Salmon'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",a4000287-85e3-4d91-9290-a20bff190779,Post,0.030162822,Normal,Open Play,,,,Bristol City WFC,973,00:26:08.077,Shot,
,,,,,,,,,,,,,,1.00099,,,,,,,,,,,,,,,5b5f78a7-a883-4fb2-9675-05eacb935772,1091,,"[98.6, 38.6]",2275029,34,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rachel Furness,15706.0,Center Defensive Midfield,73,Liverpool WFC,966,['07d53a1b-bc5f-4de7-8b9b-96de4dfaf1c2'],24,,Right Foot,"[120.0, 45.0, 1.2]",True,"[{'location': [105.8, 36.4], 'player': {'id': 19502, 'name': 'Meaghan Sargeant'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.1, 40.2], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.5, 41.3], 'player': {'id': 24925, 'name': 'Olivia Chance'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.9, 39.1], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.0, 29.8], 'player': {'id': 32617, 'name': 'Megan Wynne'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [100.1, 41.8], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.5, 45.2], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.6, 48.3], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [103.6, 40.8], 'player': {'id': 15547, 'name': 'Melissa Lawley'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.8, 36.7], 'player': {'id': 15613, 'name': 'Rinsola Babajide'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,Off T,0.05611017,Normal,Open Play,,,,Liverpool WFC,966,00:34:24.429,Shot,
,,,,,,,,,,,,,,1.346887,,,,,,,,,,,,,,,3ae1764a-b298-41f3-b30c-919e202d2764,1389,,"[83.0, 32.7]",2275029,46,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jade Bailey,21854.0,Left Center Midfield,97,Liverpool WFC,966,['71140d9a-a862-468d-b09c-f41a73a3f68b'],33,,Right Foot,"[119.0, 37.6, 0.9]",,"[{'location': [81.9, 34.1], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [104.2, 43.0], 'player': {'id': 19779, 'name': 'Rhiannon Roberts'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [102.1, 31.4], 'player': {'id': 15547, 'name': 'Melissa Lawley'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.4, 48.7], 'player': {'id': 15613, 'name': 'Rinsola Babajide'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.3, 52.1], 'player': {'id': 15631, 'name': 'Niamh Charles'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [98.2, 34.2], 'player': {'id': 19502, 'name': 'Meaghan Sargeant'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.1, 35.0], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [98.0, 35.9], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.5, 39.9], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.0, 32.3], 'player': {'id': 24925, 'name': 'Olivia Chance'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [95.8, 38.9], 'player': {'id': 32617, 'name': 'Megan Wynne'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [103.9, 48.4], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.9, 40.1], 'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [102.9, 52.6], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.3, 44.5], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",,Saved,0.0074130665,Normal,Free Kick,,,,Liverpool WFC,966,00:46:33.952,Shot,
