ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,1.269487,,,,,,,,,,,,,,8786031b-ce96-408b-9e28-a8139d9f0efb,2095,,"[112.6, 37.2]",3754323,59,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Pedro Mba Obiang Avomo,3897.0,Left Wing,124,West Ham United,40,"['0ef76b55-fd8b-4d41-a603-c93f5480f885', '760a9180-16bf-45c7-88e1-48829be6841b']",26,True,Head,"[120.0, 33.7, 1.5]",,"[{'location': [100.2, 49.9], 'player': {'id': 3874, 'name': 'Mark Noble'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [113.9, 42.1], 'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.6, 39.7], 'player': {'id': 23635, 'name': 'John Ruddy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [118.3, 42.7], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [114.3, 44.8], 'player': {'id': 4280, 'name': 'Winston Reid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [108.3, 35.6], 'player': {'id': 3316, 'name': 'James Tomkins'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [105.5, 46.4], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [113.3, 36.7], 'player': {'id': 9463, 'name': 'Alexander Banor Tettey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.1, 37.9], 'player': {'id': 3684, 'name': 'Cheikhou Kouyaté'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [111.8, 36.6], 'player': {'id': 3962, 'name': 'Diafra Sakho'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [114.2, 37.2], 'player': {'id': 4807, 'name': 'Cameron Jerome'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [110.8, 35.1], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.6, 35.9], 'player': {'id': 11124, 'name': 'Steven Whittaker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.8, 38.0], 'player': {'id': 3576, 'name': 'Martin Olsson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",a85e9e38-9d09-4b65-90b5-e5c4ff9df8f0,,Off T,,0.07609978,Normal,Open Play,,,,West Ham United,40,00:14:26.467,Shot,True
,,,,,,,,,,,,,,0.396456,,,,,,,,,,,,,,b8f98dbb-3330-4b55-b643-9c50998cf6cd,2154,,"[108.4, 41.6]",3754323,61,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Cameron Jerome,4807.0,Center Forward,129,Norwich City,56,['5468c8b2-bc1a-4b86-acc7-501cdfe836a2'],16,,Right Foot,"[117.5, 41.1, 1.6]",True,"[{'location': [110.9, 51.4], 'player': {'id': 3062, 'name': 'Aaron Cresswell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.4, 41.7], 'player': {'id': 3623, 'name': 'Adrián San Miguel del Castillo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.4, 24.5], 'player': {'id': 21254, 'name': 'Carl Jenkinson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.9, 41.0], 'player': {'id': 3316, 'name': 'James Tomkins'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",33ac05b9-8fc3-4d75-8eb5-a1e508800493,,Saved,,0.11643196,Volley,Open Play,,,,Norwich City,56,00:16:16.531,Shot,
,,,,,,,,,,,,,,1.043553,,,,,,,,,,,,,,5e1a33ce-6319-484a-8783-a4a7be813ab7,2458,,"[96.3, 36.9]",3754323,69,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Diafra Sakho,3962.0,Center Forward,140,West Ham United,40,['6f1652e8-ef34-4582-8070-59b765270255'],34,,Right Foot,"[120.0, 39.9, 6.0]",,"[{'location': [88.3, 36.6], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [90.4, 24.8], 'player': {'id': 3286, 'name': 'Nathan Redmond'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [94.8, 41.1], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [97.1, 35.7], 'player': {'id': 9463, 'name': 'Alexander Banor Tettey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [98.7, 36.7], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.0, 29.1], 'player': {'id': 11124, 'name': 'Steven Whittaker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.6, 39.4], 'player': {'id': 23635, 'name': 'John Ruddy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [85.7, 57.2], 'player': {'id': 21254, 'name': 'Carl Jenkinson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [99.7, 42.0], 'player': {'id': 3684, 'name': 'Cheikhou Kouyaté'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [95.0, 32.3], 'player': {'id': 3491, 'name': 'Dimitri Payet'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [100.0, 30.8], 'player': {'id': 3595, 'name': 'Manuel Lanzini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [87.4, 40.5], 'player': {'id': 3874, 'name': 'Mark Noble'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [94.7, 12.5], 'player': {'id': 3062, 'name': 'Aaron Cresswell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [101.6, 40.2], 'player': {'id': 3576, 'name': 'Martin Olsson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.2, 35.6], 'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",,,Off T,,0.030898454,Normal,Open Play,,,,West Ham United,40,00:24:34.460,Shot,
,,,,,,,,,,,,,,0.202686,,,,,,,,,,,,,,bbb05d41-9a6d-4a63-8859-b4ed55e229b5,2506,,"[92.9, 33.0]",3754323,70,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Robert Brady,10967.0,Left Wing,141,Norwich City,56,"['61a81740-3402-4be9-8784-c2c870e211b8', 'e1b73619-7be8-4913-8dd2-d2a5ef1181b1']",46,,Right Foot,"[96.4, 34.0]",,"[{'location': [102.1, 28.6], 'player': {'id': 10966, 'name': 'Wes Hoolahan'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [103.0, 38.2], 'player': {'id': 3286, 'name': 'Nathan Redmond'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [103.1, 28.3], 'player': {'id': 21254, 'name': 'Carl Jenkinson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.1, 25.9], 'player': {'id': 3316, 'name': 'James Tomkins'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.7, 36.9], 'player': {'id': 4280, 'name': 'Winston Reid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.6, 41.4], 'player': {'id': 3062, 'name': 'Aaron Cresswell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [82.4, 14.6], 'player': {'id': 3491, 'name': 'Dimitri Payet'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [84.8, 22.0], 'player': {'id': 3684, 'name': 'Cheikhou Kouyaté'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [89.4, 36.9], 'player': {'id': 3874, 'name': 'Mark Noble'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [93.9, 50.9], 'player': {'id': 3595, 'name': 'Manuel Lanzini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [96.8, 33.8], 'player': {'id': 3897, 'name': 'Pedro Mba Obiang Avomo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.9, 40.1], 'player': {'id': 3623, 'name': 'Adrián San Miguel del Castillo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",6d38593c-ed01-405a-b72d-3a1c7070cb20,,Blocked,,0.025054477,Normal,Open Play,,,,Norwich City,56,00:25:46.253,Shot,
,,,,,,,,,,,,,,0.414714,,,,,,,,,,,,,,6e887eb3-d910-4253-954e-81e465687f22,2517,,"[100.9, 58.5]",3754323,71,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Robert Brady,10967.0,Left Wing,142,Norwich City,56,"['0c3beeaf-af1b-4a0d-bfa5-0ecfa8eb49c2', '69c248ff-2839-4640-8455-c4653d0a1403', 'b1778108-da0a-476b-8a4f-46221f022b44']",40,,Left Foot,"[102.5, 57.1]",,"[{'location': [95.3, 44.6], 'player': {'id': 9463, 'name': 'Alexander Banor Tettey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [98.5, 30.8], 'player': {'id': 10966, 'name': 'Wes Hoolahan'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [112.0, 41.1], 'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [112.8, 43.2], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [109.1, 40.0], 'player': {'id': 23663, 'name': 'Dieumerci Mbokani Bezua'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.4, 35.3], 'player': {'id': 11124, 'name': 'Steven Whittaker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [104.4, 34.8], 'player': {'id': 3897, 'name': 'Pedro Mba Obiang Avomo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [113.8, 40.1], 'player': {'id': 3062, 'name': 'Aaron Cresswell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.3, 38.7], 'player': {'id': 21254, 'name': 'Carl Jenkinson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.2, 41.1], 'player': {'id': 3623, 'name': 'Adrián San Miguel del Castillo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.3, 41.9], 'player': {'id': 4280, 'name': 'Winston Reid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.7, 45.1], 'player': {'id': 3684, 'name': 'Cheikhou Kouyaté'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.2, 39.6], 'player': {'id': 3316, 'name': 'James Tomkins'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.9, 46.6], 'player': {'id': 3962, 'name': 'Diafra Sakho'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [103.2, 59.0], 'player': {'id': 3491, 'name': 'Dimitri Payet'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [103.1, 55.6], 'player': {'id': 3874, 'name': 'Mark Noble'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",0f9d7722-119b-4e09-9ad7-a847fb61eba2,,Blocked,,0.011598569,Normal,Open Play,,,,Norwich City,56,00:26:40.529,Shot,True
,,,,,,,,,,,,,,0.801728,,,,,,,,,,,,,,b82e4c26-3206-4e7d-bda6-164033b27abf,2728,,"[113.2, 32.4]",3754323,76,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Russell Martin,21212.0,Right Center Back,153,Norwich City,56,['62179d5e-c782-47f7-b342-d9e414dd76ff'],56,,Head,"[120.0, 37.0, 3.9]",,"[{'location': [101.8, 10.5], 'player': {'id': 3286, 'name': 'Nathan Redmond'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [109.5, 45.1], 'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [109.1, 49.0], 'player': {'id': 11124, 'name': 'Steven Whittaker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [112.2, 38.5], 'player': {'id': 23663, 'name': 'Dieumerci Mbokani Bezua'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.7, 46.1], 'player': {'id': 3062, 'name': 'Aaron Cresswell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.7, 45.0], 'player': {'id': 21254, 'name': 'Carl Jenkinson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.6, 39.4], 'player': {'id': 3316, 'name': 'James Tomkins'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.9, 40.2], 'player': {'id': 4271, 'name': 'Andy Carroll'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [108.9, 43.9], 'player': {'id': 3684, 'name': 'Cheikhou Kouyaté'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.8, 31.1], 'player': {'id': 3897, 'name': 'Pedro Mba Obiang Avomo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.4, 39.6], 'player': {'id': 3623, 'name': 'Adrián San Miguel del Castillo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.2, 36.2], 'player': {'id': 4280, 'name': 'Winston Reid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.5, 33.8], 'player': {'id': 3962, 'name': 'Diafra Sakho'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [99.6, 16.9], 'player': {'id': 3491, 'name': 'Dimitri Payet'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [107.7, 14.1], 'player': {'id': 3874, 'name': 'Mark Noble'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",61ade51d-6cc3-4ad3-8749-b11209459b98,,Off T,,0.08915086,Normal,Open Play,,,,Norwich City,56,00:31:56.215,Shot,
,,,,,,,,,,,,,,1.134501,,,,,,,,,,,,,,33d7b8fa-a70a-4ee7-ae9e-992526dbbcb8,2906,,"[89.4, 39.1]",3754323,82,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Robert Brady,10967.0,Left Wing,162,Norwich City,56,['72646545-5930-4d85-9f96-24e73b7a4981'],10,,Left Foot,"[118.2, 35.3, 0.9]",,"[{'location': [88.7, 36.5], 'player': {'id': 3286, 'name': 'Nathan Redmond'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [92.3, 48.8], 'player': {'id': 11124, 'name': 'Steven Whittaker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [93.1, 28.6], 'player': {'id': 3576, 'name': 'Martin Olsson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [103.0, 28.1], 'player': {'id': 10966, 'name': 'Wes Hoolahan'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [101.0, 36.8], 'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [102.6, 45.0], 'player': {'id': 23663, 'name': 'Dieumerci Mbokani Bezua'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.3, 44.2], 'player': {'id': 9463, 'name': 'Alexander Banor Tettey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [102.7, 52.4], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [102.8, 29.4], 'player': {'id': 3491, 'name': 'Dimitri Payet'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [101.5, 34.8], 'player': {'id': 3874, 'name': 'Mark Noble'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.5, 35.6], 'player': {'id': 4280, 'name': 'Winston Reid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.8, 36.5], 'player': {'id': 4271, 'name': 'Andy Carroll'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [101.7, 37.5], 'player': {'id': 3684, 'name': 'Cheikhou Kouyaté'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.7, 38.6], 'player': {'id': 21254, 'name': 'Carl Jenkinson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.7, 40.2], 'player': {'id': 3897, 'name': 'Pedro Mba Obiang Avomo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.3, 39.9], 'player': {'id': 3623, 'name': 'Adrián San Miguel del Castillo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.6, 50.2], 'player': {'id': 3062, 'name': 'Aaron Cresswell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.9, 46.2], 'player': {'id': 3316, 'name': 'James Tomkins'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.5, 43.7], 'player': {'id': 3962, 'name': 'Diafra Sakho'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}]",,,Saved Off Target,True,0.037402824,Normal,Free Kick,,,,Norwich City,56,00:37:10.445,Shot,
,,,,,,,,,,,,,,0.966428,,,,,,,,,,,,,,3065f692-e7e0-43d1-8f15-9b30d361329e,2919,,"[106.8, 26.2]",3754323,82,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Nathan Redmond,3286.0,Right Center Midfield,163,Norwich City,56,['8e2d60e6-bc41-4f28-95e7-ffcd5e695061'],48,,Right Foot,"[120.0, 43.1, 0.5]",,"[{'location': [117.7, 37.0], 'player': {'id': 3623, 'name': 'Adrián San Miguel del Castillo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.2, 41.7], 'player': {'id': 3684, 'name': 'Cheikhou Kouyaté'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [113.7, 45.0], 'player': {'id': 4271, 'name': 'Andy Carroll'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [114.3, 40.3], 'player': {'id': 4280, 'name': 'Winston Reid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.5, 36.9], 'player': {'id': 3316, 'name': 'James Tomkins'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.8, 35.4], 'player': {'id': 3962, 'name': 'Diafra Sakho'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [112.0, 41.1], 'player': {'id': 23663, 'name': 'Dieumerci Mbokani Bezua'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.8, 39.7], 'player': {'id': 3062, 'name': 'Aaron Cresswell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.6, 38.0], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [96.7, 19.8], 'player': {'id': 3491, 'name': 'Dimitri Payet'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [107.2, 31.6], 'player': {'id': 3897, 'name': 'Pedro Mba Obiang Avomo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [111.7, 31.2], 'player': {'id': 21254, 'name': 'Carl Jenkinson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.7, 26.4], 'player': {'id': 3874, 'name': 'Mark Noble'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.9, 36.1], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [114.2, 26.4], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",0fee3d1f-b1c2-408c-b5ea-cece1c5b2eb4,,Goal,,0.045382597,Normal,Open Play,,,,Norwich City,56,00:37:48.191,Shot,
,,,,,,,,,,,,,,1.059828,,,,,,,,,,,,,,44951947-e4b8-45c0-a748-b7c4dcfa6e04,3019,,"[94.7, 23.6]",3754323,86,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Martin Olsson,3576.0,Left Back,168,Norwich City,56,['1b5f24a1-06ae-4b24-9fa9-d9ceab635953'],44,,Left Foot,"[116.5, 36.8, 0.7]",,"[{'location': [86.5, 7.8], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [98.3, 35.5], 'player': {'id': 23663, 'name': 'Dieumerci Mbokani Bezua'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [117.7, 37.9], 'player': {'id': 3623, 'name': 'Adrián San Miguel del Castillo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.3, 18.4], 'player': {'id': 21254, 'name': 'Carl Jenkinson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.0, 28.8], 'player': {'id': 3316, 'name': 'James Tomkins'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [91.3, 22.6], 'player': {'id': 3684, 'name': 'Cheikhou Kouyaté'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [98.2, 40.1], 'player': {'id': 4280, 'name': 'Winston Reid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [91.7, 34.9], 'player': {'id': 3897, 'name': 'Pedro Mba Obiang Avomo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [98.3, 51.6], 'player': {'id': 3062, 'name': 'Aaron Cresswell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",90dec85b-4803-46df-9bca-de9d1d92f235,,Saved,,0.021390617,Normal,Open Play,,,,Norwich City,56,00:41:44.561,Shot,
,,,,,,,,,,,,,,0.117564,,,,,,,,,,,,,,cde982e8-c5ab-47e5-837b-f1c4399bafcd,3118,,"[113.4, 43.3]",3754323,89,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Diafra Sakho,3962.0,Center Forward,176,West Ham United,40,['07f0eced-9bbb-4592-b2fb-bf3191c89381'],46,,Right Foot,"[115.0, 42.9, 0.6]",,"[{'location': [115.4, 42.8], 'player': {'id': 23635, 'name': 'John Ruddy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.0, 43.7], 'player': {'id': 21254, 'name': 'Carl Jenkinson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [113.5, 42.6], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.7, 41.4], 'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.3, 33.1], 'player': {'id': 11124, 'name': 'Steven Whittaker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.5, 48.6], 'player': {'id': 23663, 'name': 'Dieumerci Mbokani Bezua'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [95.7, 52.6], 'player': {'id': 3316, 'name': 'James Tomkins'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [107.2, 27.7], 'player': {'id': 3684, 'name': 'Cheikhou Kouyaté'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [113.4, 49.4], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [112.9, 44.3], 'player': {'id': 3576, 'name': 'Martin Olsson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",7620c49a-81c8-4e11-afa2-2c32cf97a1e3,,Saved,,0.21112701,Normal,Open Play,,,,West Ham United,40,00:44:46.008,Shot,
