50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.866106,,,,,,,,,,,,,72097b3a-0fce-4765-898c-1cd01bae31cb,1463,,,"[83.0, 40.7]",3825780,38,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pedro Mosquera Parada,6733.0,Center Defensive Midfield,87,RC Deportivo La Coruña,219,"['7593a936-e524-4bfa-b736-1eda3926f9e8', 'c5a11f26-6664-4ae1-8b82-acc9fffbee7c']",11,,Left Foot,,"[116.7, 45.6, 0.3]",True,"[{'location': [78.1, 21.9], 'player': {'id': 23800, 'name': 'Laureano Sanabria Ruiz'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [93.6, 28.1], 'player': {'id': 5724, 'name': 'Fayçal Fajr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [117.3, 41.2], 'player': {'id': 6792, 'name': 'Pau López Sabata'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.9, 43.9], 'player': {'id': 27243, 'name': 'Oriol Riera Magem'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.0, 20.6], 'player': {'id': 5582, 'name': 'Celso Borges Mora'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [103.1, 26.2], 'player': {'id': 6758, 'name': 'Víctor Sánchez Mata'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [102.7, 38.6], 'player': {'id': 6762, 'name': 'Álvaro González Soberón'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [78.4, 52.5], 'player': {'id': 6624, 'name': 'Jorge Franco Alviz'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [85.0, 40.3], 'player': {'id': 6867, 'name': 'Papa Kouly Diop'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [91.7, 44.5], 'player': {'id': 27148, 'name': 'Abraham González Casanova'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [86.3, 22.1], 'player': {'id': 5719, 'name': 'Marco Asensio Willemsen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [98.0, 36.3], 'player': {'id': 6791, 'name': 'Javier López Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.7, 42.3], 'player': {'id': 5598, 'name': 'Óscar Esau Duarte Gaitán'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.9, 48.6], 'player': {'id': 27241, 'name': 'Víctor Guillermo Álvarez Delgado'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [88.4, 46.0], 'player': {'id': 7782, 'name': 'Luis Alberto Romero Alconchel'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [90.9, 34.7], 'player': {'id': 23806, 'name': 'Alejandro Bergantiños García'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [96.2, 50.1], 'player': {'id': 6738, 'name': 'Juan Francisco Moreno Fuertes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",,,Saved Off Target,True,0.005612125,Half Volley,Open Play,,,,RC Deportivo La Coruña,219,00:38:11.113,Shot,True
,,,,,,,,,,,,,,,0.154185,,,,,,,,,,,,,5bbc53d6-f8ba-457a-a727-312c6ecf8848,1510,,,"[107.5, 24.4]",3825780,39,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jorge Franco Alviz,6624.0,Left Wing,90,Espanyol,214,"['a6afce79-9c48-453d-ae87-cdd5366b7806', 'c240c3fb-9a5a-45e1-b294-1ff765c683a5']",2,,Right Foot,,"[108.5, 25.7]",,"[{'location': [100.0, 42.8], 'player': {'id': 5719, 'name': 'Marco Asensio Willemsen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [110.8, 39.5], 'player': {'id': 23800, 'name': 'Laureano Sanabria Ruiz'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.6, 33.2], 'player': {'id': 6913, 'name': 'Fernando Navarro i Corbacho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.8, 28.7], 'player': {'id': 6869, 'name': 'Alejandro Arribas Garrido'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.2, 31.3], 'player': {'id': 6733, 'name': 'Pedro Mosquera Parada'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.9, 25.8], 'player': {'id': 6738, 'name': 'Juan Francisco Moreno Fuertes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.1, 25.5], 'player': {'id': 5724, 'name': 'Fayçal Fajr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [87.8, 54.3], 'player': {'id': 5582, 'name': 'Celso Borges Mora'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [116.8, 37.3], 'player': {'id': 27305, 'name': 'Germán Darío Lux'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.8, 52.7], 'player': {'id': 6758, 'name': 'Víctor Sánchez Mata'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [114.6, 35.6], 'player': {'id': 27148, 'name': 'Abraham González Casanova'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [110.4, 40.3], 'player': {'id': 7781, 'name': 'Felipe Salvador Caicedo Corozo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",ea64a562-81f0-4555-8eed-d7c033fa4441,,Blocked,,0.024249315,Normal,Open Play,,,,Espanyol,214,00:39:02.962,Shot,
,,,,,,,,,,,,,,,0.073596,,,,,,,,,,,,,bc9ca2f7-acfd-49fa-8576-a829b1759a36,1616,,,"[108.8, 25.9]",3825780,41,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Luis Alberto Romero Alconchel,7782.0,Left Wing,91,RC Deportivo La Coruña,219,"['42733252-be3d-4e21-b092-d86ffa3f6650', 'cfabb425-8e89-48ba-978b-be81c0c64751']",0,,Right Foot,,"[109.7, 27.0]",,"[{'location': [111.2, 40.5], 'player': {'id': 27243, 'name': 'Oriol Riera Magem'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [91.6, 14.4], 'player': {'id': 23800, 'name': 'Laureano Sanabria Ruiz'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [98.5, 30.7], 'player': {'id': 5724, 'name': 'Fayçal Fajr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.6, 28.2], 'player': {'id': 6867, 'name': 'Papa Kouly Diop'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.5, 40.4], 'player': {'id': 27241, 'name': 'Víctor Guillermo Álvarez Delgado'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.4, 37.4], 'player': {'id': 5598, 'name': 'Óscar Esau Duarte Gaitán'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.8, 30.4], 'player': {'id': 27148, 'name': 'Abraham González Casanova'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [94.8, 11.9], 'player': {'id': 6758, 'name': 'Víctor Sánchez Mata'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [110.2, 27.3], 'player': {'id': 6762, 'name': 'Álvaro González Soberón'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.2, 24.0], 'player': {'id': 6791, 'name': 'Javier López Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.6, 36.4], 'player': {'id': 6792, 'name': 'Pau López Sabata'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",02a31c9b-af73-4c0d-9c8a-6ec27a4e4cca,,Blocked,,0.030888014,Normal,Open Play,,,,RC Deportivo La Coruña,219,00:41:00.831,Shot,
,,,,,,,,,,,,,,,0.414138,,,,,,,,,,,,,ed0dacb9-fcc0-4c07-aff1-c138c73bd83e,1636,,,"[90.5, 39.9]",3825780,41,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pedro Mosquera Parada,6733.0,Center Defensive Midfield,91,RC Deportivo La Coruña,219,"['3b1cce16-907b-4a94-93bf-32cb7d94ab74', '6013d7b7-ae16-468a-ba51-86354ba462d6']",20,,Left Foot,,"[101.3, 41.4]",,"[{'location': [118.4, 40.0], 'player': {'id': 6792, 'name': 'Pau López Sabata'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.7, 63.2], 'player': {'id': 6624, 'name': 'Jorge Franco Alviz'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [94.4, 49.0], 'player': {'id': 27148, 'name': 'Abraham González Casanova'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.0, 51.5], 'player': {'id': 27241, 'name': 'Víctor Guillermo Álvarez Delgado'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.7, 44.6], 'player': {'id': 6867, 'name': 'Papa Kouly Diop'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [97.9, 41.3], 'player': {'id': 6762, 'name': 'Álvaro González Soberón'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.4, 43.5], 'player': {'id': 5598, 'name': 'Óscar Esau Duarte Gaitán'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.5, 31.4], 'player': {'id': 6758, 'name': 'Víctor Sánchez Mata'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [100.6, 33.0], 'player': {'id': 6791, 'name': 'Javier López Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [88.7, 36.9], 'player': {'id': 5724, 'name': 'Fayçal Fajr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [97.1, 45.2], 'player': {'id': 7782, 'name': 'Luis Alberto Romero Alconchel'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [100.5, 46.0], 'player': {'id': 27243, 'name': 'Oriol Riera Magem'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [90.9, 18.6], 'player': {'id': 23800, 'name': 'Laureano Sanabria Ruiz'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [100.3, 28.8], 'player': {'id': 5582, 'name': 'Celso Borges Mora'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",,,Blocked,,0.026148343,Normal,Open Play,,,,RC Deportivo La Coruña,219,00:41:20.788,Shot,
,,,,,,,,,,,,,,,1.249682,,,,,,,,,,,,,aae4c6f2-96cc-4ce2-b633-1cfc8ac2c0cd,1667,,,"[96.3, 55.2]",3825780,42,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Juan Francisco Moreno Fuertes,6738.0,Right Back,91,RC Deportivo La Coruña,219,['4276f661-cd30-47b1-bf9d-aa72d2893879'],3,,Right Foot,,"[120.0, 33.8, 0.5]",,"[{'location': [103.1, 34.7], 'player': {'id': 6791, 'name': 'Javier López Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.3, 22.0], 'player': {'id': 6758, 'name': 'Víctor Sánchez Mata'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [103.4, 46.0], 'player': {'id': 6762, 'name': 'Álvaro González Soberón'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.4, 39.6], 'player': {'id': 6867, 'name': 'Papa Kouly Diop'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.9, 53.7], 'player': {'id': 5598, 'name': 'Óscar Esau Duarte Gaitán'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.9, 56.2], 'player': {'id': 27241, 'name': 'Víctor Guillermo Álvarez Delgado'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.6, 51.0], 'player': {'id': 27148, 'name': 'Abraham González Casanova'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [94.3, 14.9], 'player': {'id': 5724, 'name': 'Fayçal Fajr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.4, 33.1], 'player': {'id': 5582, 'name': 'Celso Borges Mora'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [103.8, 45.9], 'player': {'id': 27243, 'name': 'Oriol Riera Magem'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.8, 36.6], 'player': {'id': 7782, 'name': 'Luis Alberto Romero Alconchel'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [101.5, 71.2], 'player': {'id': 23806, 'name': 'Alejandro Bergantiños García'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [118.4, 40.9], 'player': {'id': 6792, 'name': 'Pau López Sabata'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",251c99a5-004a-447f-af5d-9f6865e88f97,,Off T,,0.024778219,Normal,Open Play,,,,RC Deportivo La Coruña,219,00:42:03.847,Shot,
,,,,,,,,,,,,,,,0.69611,,,,,,,,,,,,,122478b5-dcae-441e-bcdd-747b5be950c0,1721,,,"[103.6, 47.9]",3825780,43,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Luis Alberto Romero Alconchel,7782.0,Left Wing,93,RC Deportivo La Coruña,219,['80b4cbd3-8ce4-42c2-890f-da1197f633b5'],48,,Right Foot,,"[120.0, 42.7, 5.4]",True,"[{'location': [117.9, 42.6], 'player': {'id': 6792, 'name': 'Pau López Sabata'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.4, 36.2], 'player': {'id': 6791, 'name': 'Javier López Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.0, 42.7], 'player': {'id': 6762, 'name': 'Álvaro González Soberón'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.5, 45.6], 'player': {'id': 5598, 'name': 'Óscar Esau Duarte Gaitán'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.0, 27.9], 'player': {'id': 5719, 'name': 'Marco Asensio Willemsen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [110.0, 55.0], 'player': {'id': 27241, 'name': 'Víctor Guillermo Álvarez Delgado'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.2, 35.6], 'player': {'id': 5724, 'name': 'Fayçal Fajr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [111.2, 56.2], 'player': {'id': 23806, 'name': 'Alejandro Bergantiños García'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [107.9, 44.2], 'player': {'id': 27243, 'name': 'Oriol Riera Magem'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.3, 53.9], 'player': {'id': 27148, 'name': 'Abraham González Casanova'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [98.1, 43.2], 'player': {'id': 6867, 'name': 'Papa Kouly Diop'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.7, 63.0], 'player': {'id': 6624, 'name': 'Jorge Franco Alviz'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}]",059d1b36-06ff-4392-bdac-a50726382b96,,Off T,,0.06345617,Normal,Open Play,,,,RC Deportivo La Coruña,219,00:43:48.238,Shot,
,,,,,,,,,,,,,,,1.207403,,,,,,,,,,,,,6cbe77ff-035b-41c7-8aa9-9b673e270c83,1948,,,"[111.7, 29.5]",3825780,48,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marco Asensio Willemsen,5719.0,Right Wing,108,Espanyol,214,"['14a7eaed-a0e0-4eba-b51b-4b360f706071', '9c746ca4-6dd0-4874-bd97-04b5588c2fbb']",38,,Left Foot,,"[120.0, 46.1, 0.9]",,"[{'location': [103.7, 21.1], 'player': {'id': 6869, 'name': 'Alejandro Arribas Garrido'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [93.3, 10.2], 'player': {'id': 6738, 'name': 'Juan Francisco Moreno Fuertes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.7, 25.6], 'player': {'id': 6913, 'name': 'Fernando Navarro i Corbacho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.1, 29.4], 'player': {'id': 7781, 'name': 'Felipe Salvador Caicedo Corozo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [90.3, 11.9], 'player': {'id': 6624, 'name': 'Jorge Franco Alviz'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [112.1, 30.8], 'player': {'id': 23800, 'name': 'Laureano Sanabria Ruiz'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.6, 4.2], 'player': {'id': 6758, 'name': 'Víctor Sánchez Mata'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [118.0, 37.9], 'player': {'id': 27305, 'name': 'Germán Darío Lux'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [87.7, 17.8], 'player': {'id': 23806, 'name': 'Alejandro Bergantiños García'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [97.0, 28.1], 'player': {'id': 6733, 'name': 'Pedro Mosquera Parada'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [89.6, 11.5], 'player': {'id': 5724, 'name': 'Fayçal Fajr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",82935bf7-734c-416b-b09b-ebea1041d2da,,Off T,,0.06655152,Half Volley,Open Play,,,,Espanyol,214,00:03:38.648,Shot,True
,,,,,,,,,,,,,,,0.257672,,,,,,,,,,,,,465a9995-2dd7-4bcf-a2d2-a464f2a61754,1987,,,"[109.4, 46.1]",3825780,49,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Alejandro Bergantiños García,23806.0,Right Center Midfield,111,RC Deportivo La Coruña,219,"['0088d60c-ec56-4038-a629-4dbff79aca1e', 'bc191076-a998-4255-a0db-13c491e6e00b']",50,,Head,True,"[118.2, 44.1, 0.2]",,"[{'location': [92.8, 66.2], 'player': {'id': 6738, 'name': 'Juan Francisco Moreno Fuertes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [105.8, 33.8], 'player': {'id': 5582, 'name': 'Celso Borges Mora'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [110.1, 41.1], 'player': {'id': 27243, 'name': 'Oriol Riera Magem'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.7, 45.0], 'player': {'id': 6762, 'name': 'Álvaro González Soberón'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.0, 43.1], 'player': {'id': 6758, 'name': 'Víctor Sánchez Mata'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [110.8, 38.6], 'player': {'id': 6791, 'name': 'Javier López Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.0, 49.5], 'player': {'id': 27148, 'name': 'Abraham González Casanova'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.1, 67.2], 'player': {'id': 5598, 'name': 'Óscar Esau Duarte Gaitán'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.2, 69.4], 'player': {'id': 6867, 'name': 'Papa Kouly Diop'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.8, 56.1], 'player': {'id': 27241, 'name': 'Víctor Guillermo Álvarez Delgado'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [94.6, 68.1], 'player': {'id': 6624, 'name': 'Jorge Franco Alviz'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [117.6, 42.2], 'player': {'id': 6792, 'name': 'Pau López Sabata'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",687dcfe3-8e43-4c62-ae68-3238e5a26c53,,Saved,,0.057892554,Normal,Open Play,,,,RC Deportivo La Coruña,219,00:04:50.439,Shot,
,,,,,,,,,,,,,,,0.455226,,,,,,,,,,,,,83b952c4-a3f6-4660-9a66-fef038474f41,2042,,,"[111.5, 41.5]",3825780,51,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Marco Asensio Willemsen,5719.0,Right Wing,115,Espanyol,214,['27c48f15-6c45-4c16-a875-8e9650882b0b'],5,,Left Foot,,"[120.0, 41.9, 2.3]",,"[{'location': [119.2, 71.5], 'player': {'id': 6791, 'name': 'Javier López Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [113.1, 45.7], 'player': {'id': 27148, 'name': 'Abraham González Casanova'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [112.4, 37.9], 'player': {'id': 7781, 'name': 'Felipe Salvador Caicedo Corozo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.0, 30.0], 'player': {'id': 6624, 'name': 'Jorge Franco Alviz'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [118.2, 40.7], 'player': {'id': 27305, 'name': 'Germán Darío Lux'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.7, 56.1], 'player': {'id': 23800, 'name': 'Laureano Sanabria Ruiz'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.0, 64.7], 'player': {'id': 7782, 'name': 'Luis Alberto Romero Alconchel'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [110.1, 46.3], 'player': {'id': 6733, 'name': 'Pedro Mosquera Parada'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [107.8, 39.0], 'player': {'id': 23806, 'name': 'Alejandro Bergantiños García'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [114.0, 40.1], 'player': {'id': 6738, 'name': 'Juan Francisco Moreno Fuertes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.7, 38.8], 'player': {'id': 6913, 'name': 'Fernando Navarro i Corbacho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.5, 32.5], 'player': {'id': 6869, 'name': 'Alejandro Arribas Garrido'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.6, 26.6], 'player': {'id': 5724, 'name': 'Fayçal Fajr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",b94d1c9b-4369-47c9-88f2-21d44e05e2a1,,Goal,,0.29053944,Half Volley,Open Play,,,,Espanyol,214,00:06:05.850,Shot,
,,,,,,,,,,,,,,,0.825787,,,,,,,,,,,,,cdf5080b-9ae3-4c42-8e6f-ac4b3ecdaf6c,2229,,,"[102.7, 27.3]",3825780,56,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Luis Alberto Romero Alconchel,7782.0,Left Wing,125,RC Deportivo La Coruña,219,['add86ffc-41dc-4aff-af2d-b24b1c6c8469'],33,,Right Foot,,"[116.9, 37.5, 1.8]",True,"[{'location': [111.7, 27.3], 'player': {'id': 27243, 'name': 'Oriol Riera Magem'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.6, 36.9], 'player': {'id': 23806, 'name': 'Alejandro Bergantiños García'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [96.4, 62.4], 'player': {'id': 5724, 'name': 'Fayçal Fajr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.2, 30.2], 'player': {'id': 6762, 'name': 'Álvaro González Soberón'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.8, 25.9], 'player': {'id': 6867, 'name': 'Papa Kouly Diop'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.3, 37.0], 'player': {'id': 27241, 'name': 'Víctor Guillermo Álvarez Delgado'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.1, 29.9], 'player': {'id': 5598, 'name': 'Óscar Esau Duarte Gaitán'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.5, 36.9], 'player': {'id': 27148, 'name': 'Abraham González Casanova'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [87.3, 50.9], 'player': {'id': 6624, 'name': 'Jorge Franco Alviz'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [117.6, 38.0], 'player': {'id': 6792, 'name': 'Pau López Sabata'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Saved,,0.044659466,Half Volley,Open Play,,,,RC Deportivo La Coruña,219,00:11:33.628,Shot,
