50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.114871,,,,,,,,,,,,,a6d52814-f461-45cc-93b7-6e44f1fc1f3c,268,,,"[111.7, 31.9]",3825780,6,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Luis Alberto Romero Alconchel,7782.0,Left Wing,16,RC Deportivo La Coruña,219,['5c62de07-8826-4700-9ffc-0926ff3b46fc'],15,,Right Foot,,"[113.4, 33.7, 0.5]",,"[{'location': [117.4, 37.4], 'player': {'id': 6762, 'name': 'Álvaro González Soberón'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.5, 42.6], 'player': {'id': 5598, 'name': 'Óscar Esau Duarte Gaitán'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.9, 28.5], 'player': {'id': 6791, 'name': 'Javier López Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.0, 34.2], 'player': {'id': 6792, 'name': 'Pau López Sabata'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",39bc674a-5b05-4751-b22f-42a249d37841,,Saved,,0.25799003,Normal,Open Play,,,,RC Deportivo La Coruña,219,00:06:15.981,Shot,
,,,,,,,,,,,,,,,0.63093,,,,,,,,,,,,,d809c232-9230-4547-bed1-fc085fd57088,370,,,"[106.6, 53.8]",3825780,8,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marco Asensio Willemsen,5719.0,Right Wing,24,Espanyol,214,['ad398d8f-9425-41f6-8959-5e0dbc1beb81'],50,,Left Foot,,"[117.6, 41.9, 1.3]",,"[{'location': [117.8, 42.4], 'player': {'id': 27305, 'name': 'Germán Darío Lux'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.2, 52.6], 'player': {'id': 6913, 'name': 'Fernando Navarro i Corbacho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.0, 51.9], 'player': {'id': 5582, 'name': 'Celso Borges Mora'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [110.6, 44.8], 'player': {'id': 6777, 'name': 'Sidnei Rechel da Silva Júnior'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.2, 39.4], 'player': {'id': 6869, 'name': 'Alejandro Arribas Garrido'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.5, 36.4], 'player': {'id': 6738, 'name': 'Juan Francisco Moreno Fuertes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.1, 41.9], 'player': {'id': 6733, 'name': 'Pedro Mosquera Parada'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [114.2, 38.4], 'player': {'id': 7781, 'name': 'Felipe Salvador Caicedo Corozo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.4, 30.2], 'player': {'id': 6624, 'name': 'Jorge Franco Alviz'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [93.8, 48.2], 'player': {'id': 6867, 'name': 'Papa Kouly Diop'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",2d25e4e6-be4d-4d87-ad60-4fef8737a28d,,Saved,,0.04002587,Normal,Open Play,,,,Espanyol,214,00:08:50.205,Shot,
,,,,,,,,,,,,,,,0.369661,,,,,,,,,,,,,a7d2bdbe-19d6-4103-aff2-06ffafc252f0,546,,,"[111.4, 37.8]",3825780,13,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Oriol Riera Magem,27243.0,Center Forward,40,RC Deportivo La Coruña,219,['7e780ced-afbb-446d-a3ef-246043aa52c4'],9,,Head,,"[117.2, 43.1]",,"[{'location': [118.5, 39.1], 'player': {'id': 6792, 'name': 'Pau López Sabata'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.4, 45.2], 'player': {'id': 27148, 'name': 'Abraham González Casanova'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [113.1, 53.9], 'player': {'id': 5598, 'name': 'Óscar Esau Duarte Gaitán'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 38.6], 'player': {'id': 6867, 'name': 'Papa Kouly Diop'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.5, 36.9], 'player': {'id': 6758, 'name': 'Víctor Sánchez Mata'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [112.5, 39.9], 'player': {'id': 6762, 'name': 'Álvaro González Soberón'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.2, 33.3], 'player': {'id': 5719, 'name': 'Marco Asensio Willemsen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [110.5, 26.5], 'player': {'id': 6791, 'name': 'Javier López Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.6, 67.0], 'player': {'id': 5724, 'name': 'Fayçal Fajr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [112.6, 47.8], 'player': {'id': 7782, 'name': 'Luis Alberto Romero Alconchel'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [110.3, 27.0], 'player': {'id': 5582, 'name': 'Celso Borges Mora'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [98.3, 21.1], 'player': {'id': 6913, 'name': 'Fernando Navarro i Corbacho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",25095e73-a2af-492e-9852-60c6904aacef,,Wayward,,0.087832324,Normal,Open Play,,,,RC Deportivo La Coruña,219,00:13:09.161,Shot,
,,,,,,,,,,,,,,,1.393138,,,,,,,,,,,,,8f13eba2-4a38-46ce-b475-e82198174b7c,771,,,"[92.2, 33.2]",3825780,17,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Luis Alberto Romero Alconchel,7782.0,Left Wing,49,RC Deportivo La Coruña,219,['c60ed2a5-7322-4c5d-a707-8dcf0298df0b'],31,,Right Foot,,"[120.0, 34.7, 0.0]",True,"[{'location': [94.0, 10.9], 'player': {'id': 27243, 'name': 'Oriol Riera Magem'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [93.0, 20.6], 'player': {'id': 23806, 'name': 'Alejandro Bergantiños García'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [116.6, 39.2], 'player': {'id': 6792, 'name': 'Pau López Sabata'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.3, 15.9], 'player': {'id': 6791, 'name': 'Javier López Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.4, 28.6], 'player': {'id': 6762, 'name': 'Álvaro González Soberón'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.4, 34.1], 'player': {'id': 5598, 'name': 'Óscar Esau Duarte Gaitán'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [89.4, 26.9], 'player': {'id': 6867, 'name': 'Papa Kouly Diop'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [96.0, 43.5], 'player': {'id': 27241, 'name': 'Víctor Guillermo Álvarez Delgado'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [85.2, 20.1], 'player': {'id': 5719, 'name': 'Marco Asensio Willemsen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",4e750098-cbe2-4bb2-b8cb-c450c02032e2,,Off T,,0.023856785,Normal,Open Play,,,,RC Deportivo La Coruña,219,00:17:31.231,Shot,
,,,,,,,,,,,,,,,2.863006,,,,,,,,,,,,,f67e8f96-b2ba-4403-bb8c-7ee840e42a03,860,,,"[109.4, 39.7]",3825780,19,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Felipe Salvador Caicedo Corozo,7781.0,Center Forward,53,Espanyol,214,['98dc34b9-d83e-48d3-b29a-bacee599aff3'],58,,Head,,"[119.2, 62.5]",,"[{'location': [108.0, 43.8], 'player': {'id': 6913, 'name': 'Fernando Navarro i Corbacho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.1, 38.3], 'player': {'id': 6777, 'name': 'Sidnei Rechel da Silva Júnior'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.7, 30.6], 'player': {'id': 6869, 'name': 'Alejandro Arribas Garrido'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.7, 33.8], 'player': {'id': 6733, 'name': 'Pedro Mosquera Parada'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [92.1, 46.0], 'player': {'id': 5724, 'name': 'Fayçal Fajr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [103.1, 20.2], 'player': {'id': 6738, 'name': 'Juan Francisco Moreno Fuertes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.8, 18.8], 'player': {'id': 23806, 'name': 'Alejandro Bergantiños García'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [117.8, 39.3], 'player': {'id': 27305, 'name': 'Germán Darío Lux'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.9, 51.7], 'player': {'id': 6758, 'name': 'Víctor Sánchez Mata'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [101.8, 51.3], 'player': {'id': 5719, 'name': 'Marco Asensio Willemsen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",2e5f736f-d79f-4404-8111-d7aa63b4bf2e,True,Wayward,,0.09880545,Normal,Open Play,,,,Espanyol,214,00:19:58.053,Shot,
,,,,,,,,,,,,,,,1.416261,,,,,,,,,,,,,80f69788-8a5f-444d-b761-e1a3190acf07,1020,,,"[105.7, 34.5]",3825780,25,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Álvaro González Soberón,6762.0,Right Center Back,65,Espanyol,214,['f389de58-332e-4107-a177-07cdc9badc3e'],38,,Head,,"[119.6, 43.1, 2.2]",,"[{'location': [108.1, 44.7], 'player': {'id': 5598, 'name': 'Óscar Esau Duarte Gaitán'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [108.1, 45.9], 'player': {'id': 7781, 'name': 'Felipe Salvador Caicedo Corozo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [87.5, 39.2], 'player': {'id': 6758, 'name': 'Víctor Sánchez Mata'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [101.6, 35.6], 'player': {'id': 5719, 'name': 'Marco Asensio Willemsen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.1, 35.3], 'player': {'id': 6867, 'name': 'Papa Kouly Diop'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [116.1, 39.8], 'player': {'id': 27305, 'name': 'Germán Darío Lux'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.4, 32.7], 'player': {'id': 6733, 'name': 'Pedro Mosquera Parada'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [93.1, 20.4], 'player': {'id': 6738, 'name': 'Juan Francisco Moreno Fuertes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.0, 45.7], 'player': {'id': 23800, 'name': 'Laureano Sanabria Ruiz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.2, 42.7], 'player': {'id': 27243, 'name': 'Oriol Riera Magem'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [107.5, 39.6], 'player': {'id': 5582, 'name': 'Celso Borges Mora'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.2, 34.9], 'player': {'id': 6869, 'name': 'Alejandro Arribas Garrido'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 36.5], 'player': {'id': 6913, 'name': 'Fernando Navarro i Corbacho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.5, 33.3], 'player': {'id': 23806, 'name': 'Alejandro Bergantiños García'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",4415b527-2f85-4496-a5ca-fd1e84726b22,,Saved,,0.043785274,Normal,Open Play,,,,Espanyol,214,00:25:38.519,Shot,
,,,,,,,,,,,,,,,0.022769,,,,,,,,,,,,,cfee2875-0e2e-416c-8843-3f2b021af7f3,1195,,,"[101.4, 36.0]",3825780,29,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Felipe Salvador Caicedo Corozo,7781.0,Center Forward,72,Espanyol,214,"['43effd8b-3685-4780-82dd-8dee2ca57bcd', 'a54c1ab8-4845-4d8f-ae84-5b34c96b76b8']",46,,Left Foot,True,"[115.0, 39.0, 1.4]",,"[{'location': [99.7, 52.9], 'player': {'id': 23800, 'name': 'Laureano Sanabria Ruiz'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.3, 39.7], 'player': {'id': 6913, 'name': 'Fernando Navarro i Corbacho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.6, 36.9], 'player': {'id': 6869, 'name': 'Alejandro Arribas Garrido'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.4, 35.9], 'player': {'id': 6738, 'name': 'Juan Francisco Moreno Fuertes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.3, 47.8], 'player': {'id': 6733, 'name': 'Pedro Mosquera Parada'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [114.9, 38.2], 'player': {'id': 27305, 'name': 'Germán Darío Lux'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.1, 26.6], 'player': {'id': 27241, 'name': 'Víctor Guillermo Álvarez Delgado'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [98.4, 32.7], 'player': {'id': 6624, 'name': 'Jorge Franco Alviz'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [97.1, 61.8], 'player': {'id': 27148, 'name': 'Abraham González Casanova'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",ae3f6a3b-38fc-4d91-b85b-eab787b940ef,,Saved,,0.08620157,Normal,Open Play,,,,Espanyol,214,00:29:46.726,Shot,
,,,,,,,,,,,,,,,1.171326,,,,,,,,,,,,,2d0678a0-0cb1-4601-b4e9-9cc5e1add6ef,1283,,,"[97.6, 39.9]",3825780,33,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Luis Alberto Romero Alconchel,7782.0,Left Wing,78,RC Deportivo La Coruña,219,['87e59772-40fa-4ff3-8bb0-7a92fd520cce'],33,,Right Foot,,"[120.0, 44.4, 2.5]",,"[{'location': [100.1, 32.9], 'player': {'id': 5582, 'name': 'Celso Borges Mora'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [95.3, 52.6], 'player': {'id': 6624, 'name': 'Jorge Franco Alviz'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [89.5, 32.0], 'player': {'id': 5719, 'name': 'Marco Asensio Willemsen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [101.0, 43.1], 'player': {'id': 27241, 'name': 'Víctor Guillermo Álvarez Delgado'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.3, 38.8], 'player': {'id': 6762, 'name': 'Álvaro González Soberón'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.6, 40.6], 'player': {'id': 5598, 'name': 'Óscar Esau Duarte Gaitán'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.5, 35.0], 'player': {'id': 6867, 'name': 'Papa Kouly Diop'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [88.0, 12.4], 'player': {'id': 6758, 'name': 'Víctor Sánchez Mata'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [100.4, 27.4], 'player': {'id': 6791, 'name': 'Javier López Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.5, 40.4], 'player': {'id': 6792, 'name': 'Pau López Sabata'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.8, 64.7], 'player': {'id': 5724, 'name': 'Fayçal Fajr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [97.1, 42.8], 'player': {'id': 23806, 'name': 'Alejandro Bergantiños García'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [101.5, 48.6], 'player': {'id': 27243, 'name': 'Oriol Riera Magem'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [84.8, 13.4], 'player': {'id': 23800, 'name': 'Laureano Sanabria Ruiz'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [101.7, 41.4], 'player': {'id': 6869, 'name': 'Alejandro Arribas Garrido'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",8f537f52-0b65-4a70-b34e-c50f5580605d,,Off T,,0.043825388,Normal,Open Play,,,,RC Deportivo La Coruña,219,00:33:33.747,Shot,
,,,,,,,,,,,,,,,0.898374,,,,,,,,,,,,,a4a945dd-44ac-4790-a995-c2836fa247c1,1301,,,"[108.1, 60.7]",3825780,34,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Fayçal Fajr,5724.0,Right Wing,80,RC Deportivo La Coruña,219,['0bda43a9-45dd-4caf-a732-64bb7ae69374'],19,,Right Foot,,"[120.0, 46.0, 3.3]",True,"[{'location': [109.7, 39.2], 'player': {'id': 7782, 'name': 'Luis Alberto Romero Alconchel'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [109.0, 48.9], 'player': {'id': 27243, 'name': 'Oriol Riera Magem'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.7, 38.8], 'player': {'id': 5582, 'name': 'Celso Borges Mora'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [117.7, 43.4], 'player': {'id': 6792, 'name': 'Pau López Sabata'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.7, 43.5], 'player': {'id': 6762, 'name': 'Álvaro González Soberón'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.6, 36.2], 'player': {'id': 6791, 'name': 'Javier López Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.5, 48.6], 'player': {'id': 6867, 'name': 'Papa Kouly Diop'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.3, 51.4], 'player': {'id': 5598, 'name': 'Óscar Esau Duarte Gaitán'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.4, 55.9], 'player': {'id': 27241, 'name': 'Víctor Guillermo Álvarez Delgado'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.2, 54.4], 'player': {'id': 27148, 'name': 'Abraham González Casanova'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}]",2df54fb8-d718-40c3-b1dd-6bda9cf65d34,,Off T,,0.008353555,Half Volley,Open Play,,,,RC Deportivo La Coruña,219,00:34:19.824,Shot,
,,,,,,,,,,,,,,,0.109649,,,,,,,,,,,,,92eb9ff4-f072-450d-ab10-8d77e4c20884,1418,,,"[106.2, 41.7]",3825780,37,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Marco Asensio Willemsen,5719.0,Right Wing,85,Espanyol,214,"['5e1f8da3-caf7-4115-adad-851ab9da1b90', 'fecf69fa-471c-4577-9514-75f45a7c0b82']",13,,Right Foot,,"[109.9, 41.8]",True,"[{'location': [117.2, 24.2], 'player': {'id': 27241, 'name': 'Víctor Guillermo Álvarez Delgado'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [89.7, 57.9], 'player': {'id': 6791, 'name': 'Javier López Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [106.2, 44.2], 'player': {'id': 27148, 'name': 'Abraham González Casanova'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [111.2, 37.0], 'player': {'id': 6869, 'name': 'Alejandro Arribas Garrido'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.9, 41.1], 'player': {'id': 6913, 'name': 'Fernando Navarro i Corbacho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.2, 40.9], 'player': {'id': 23800, 'name': 'Laureano Sanabria Ruiz'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.5, 31.0], 'player': {'id': 5724, 'name': 'Fayçal Fajr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [103.5, 43.4], 'player': {'id': 5582, 'name': 'Celso Borges Mora'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.2, 36.3], 'player': {'id': 6733, 'name': 'Pedro Mosquera Parada'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.3, 32.7], 'player': {'id': 7782, 'name': 'Luis Alberto Romero Alconchel'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [101.3, 36.3], 'player': {'id': 23806, 'name': 'Alejandro Bergantiños García'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [116.0, 40.7], 'player': {'id': 27305, 'name': 'Germán Darío Lux'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.6, 39.3], 'player': {'id': 7781, 'name': 'Felipe Salvador Caicedo Corozo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Blocked,,0.10296975,Normal,Open Play,,,,Espanyol,214,00:37:13.098,Shot,
