50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.509247,,,,,,,,,,,,,,9fce7661-44b3-4585-af34-ce2747a8d996,915,,,"[114.0, 54.2]",3795109,26,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Martin Braithwaite Christensen,4447.0,Left Attacking Midfield,57,Denmark,776,['98d82d43-fe31-4edf-aee8-c0dbdd7a6d73'],49,,Right Foot,,"[120.0, 44.9, 2.0]",,"[{'location': [102.4, 61.0], 'player': {'id': 16469, 'name': 'Tomáš Holeš'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.8, 49.1], 'player': {'id': 4870, 'name': 'Tomáš Souček'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.8, 48.3], 'player': {'id': 30328, 'name': 'Ondrej Celustka'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.9, 55.1], 'player': {'id': 4875, 'name': 'Jan Bořil'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.1, 53.0], 'player': {'id': 13197, 'name': 'Tomáš Kalas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.0, 37.9], 'player': {'id': 16570, 'name': 'Vladimír Coufal'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.3, 44.9], 'player': {'id': 11541, 'name': 'Tomáš Vaclík'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.0, 49.7], 'player': {'id': 24443, 'name': 'Mikkel Damsgaard'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [98.8, 27.1], 'player': {'id': 16554, 'name': 'Joakim Mæhle'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}]",d37231a3-395e-45e3-8cdb-12d8efaf9aa5,,Off T,0.018804727,Normal,Open Play,,,,Denmark,776,00:26:49.863,Shot,
,,,,,,,,,,,,,,,,,,,0.759794,,,,,,,,,,,,,,3ed722a6-04fb-4a11-8b12-73998630fc84,1217,,,"[106.1, 35.9]",3795109,34,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Tomáš Holeš,16469.0,Right Center Midfield,70,Czech Republic,912,"['724b52ac-f0b3-4ec5-a71c-95e9d3a1641e', 'af1752cf-eaea-4894-982f-fb038b87cb21']",23,,Right Foot,,"[118.9, 39.2, 0.7]",True,"[{'location': [99.9, 53.9], 'player': {'id': 23454, 'name': 'Petr Ševčík'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.9, 39.8], 'player': {'id': 4870, 'name': 'Tomáš Souček'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [106.9, 44.5], 'player': {'id': 7801, 'name': 'Antonín Barák'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [112.3, 48.5], 'player': {'id': 16472, 'name': 'Lukáš Masopust'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [112.4, 39.1], 'player': {'id': 7044, 'name': 'Patrik Schick'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [119.3, 39.8], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.3, 45.7], 'player': {'id': 6302, 'name': 'Kasper Dolberg'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [107.1, 34.6], 'player': {'id': 5524, 'name': 'Jens Stryger Larsen'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [109.2, 39.6], 'player': {'id': 3570, 'name': 'Pierre-Emile Højbjerg'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [115.2, 59.8], 'player': {'id': 16554, 'name': 'Joakim Mæhle'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [117.4, 67.6], 'player': {'id': 16570, 'name': 'Vladimír Coufal'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [115.0, 43.6], 'player': {'id': 8815, 'name': 'Jannik Vestergaard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.8, 47.7], 'player': {'id': 5527, 'name': 'Thomas Delaney'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.8, 41.5], 'player': {'id': 5534, 'name': 'Simon Thorup Kjær'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [111.5, 38.8], 'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",d66919ad-4bd3-4a24-92b8-652e8a5f9bd2,,Saved,0.12917782,Volley,Open Play,,,,Czech Republic,912,00:34:23.345,Shot,True
,,,,,,,,,,,,,,,,,,,0.362253,,,,,,,,,,,,,,0e83a99b-ca08-428a-8916-5adf8abd02f1,1315,,,"[105.3, 54.9]",3795109,37,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Mikkel Damsgaard,24443.0,Right Attacking Midfield,76,Denmark,776,['6f0b9ca9-f397-41d7-aa44-76bc1e658090'],1,,Right Foot,,"[115.0, 44.6, 0.9]",,"[{'location': [100.0, 33.6], 'player': {'id': 6302, 'name': 'Kasper Dolberg'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [93.5, 46.0], 'player': {'id': 16469, 'name': 'Tomáš Holeš'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [98.6, 43.7], 'player': {'id': 7801, 'name': 'Antonín Barák'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [93.7, 27.4], 'player': {'id': 16570, 'name': 'Vladimír Coufal'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.3, 51.0], 'player': {'id': 13197, 'name': 'Tomáš Kalas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.1, 36.8], 'player': {'id': 30328, 'name': 'Ondrej Celustka'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.7, 45.0], 'player': {'id': 11541, 'name': 'Tomáš Vaclík'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [89.0, 23.7], 'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}]",6cf4dcd4-26c8-4b18-acaf-fd6135b09d23,,Saved,0.07251957,Normal,Open Play,,,,Denmark,776,00:37:01.859,Shot,
,,,,,,,,,,,,,,,,,,,0.435414,,,,,,,,,,,,,,6b7f60a3-1b4c-44c4-a057-056653ba4c82,1416,,,"[112.4, 42.4]",3795109,41,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kasper Dolberg,6302.0,Center Forward,83,Denmark,776,"['9b7ee691-401d-4f59-96c8-4610ead2c0c9', 'f49cb02d-9916-4ce5-9ede-de65011bc939']",15,,Right Foot,,"[120.0, 43.1, 2.0]",True,"[{'location': [110.8, 15.6], 'player': {'id': 16554, 'name': 'Joakim Mæhle'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [114.1, 36.4], 'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [118.1, 38.4], 'player': {'id': 11541, 'name': 'Tomáš Vaclík'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.0, 20.2], 'player': {'id': 16570, 'name': 'Vladimír Coufal'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.5, 33.6], 'player': {'id': 30328, 'name': 'Ondrej Celustka'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.7, 37.6], 'player': {'id': 13197, 'name': 'Tomáš Kalas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.4, 25.4], 'player': {'id': 4870, 'name': 'Tomáš Souček'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [111.7, 42.7], 'player': {'id': 4875, 'name': 'Jan Bořil'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",224104b4-2e81-4af5-a3f3-f4ec6062a35e,,Goal,0.26423252,Volley,Open Play,,,,Denmark,776,00:41:15.838,Shot,True
,,,,,,,,,,,,,,,,,,,0.821983,,,,,,,,,,,,,,37a48fd1-6b20-4a40-a71a-396604e9293f,1618,,,"[97.2, 29.8]",3795109,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Michael Krmenčík,16037.0,Right Wing,93,Czech Republic,912,"['307d7e3d-22ef-49bb-90a4-e07f78be90cb', 'db6ce620-47c9-444b-8d34-202eb71888a4']",27,,Right Foot,,"[118.1, 38.0, 0.9]",,"[{'location': [84.7, 39.1], 'player': {'id': 24443, 'name': 'Mikkel Damsgaard'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [81.8, 11.9], 'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [97.8, 46.0], 'player': {'id': 16554, 'name': 'Joakim Mæhle'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [92.2, 26.6], 'player': {'id': 3570, 'name': 'Pierre-Emile Højbjerg'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [97.2, 27.9], 'player': {'id': 5527, 'name': 'Thomas Delaney'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.5, 32.6], 'player': {'id': 8815, 'name': 'Jannik Vestergaard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.1, 19.7], 'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.8, 26.5], 'player': {'id': 5534, 'name': 'Simon Thorup Kjær'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [98.6, 13.1], 'player': {'id': 5524, 'name': 'Jens Stryger Larsen'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [118.1, 38.6], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.4, 21.1], 'player': {'id': 7044, 'name': 'Patrik Schick'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [96.1, 18.0], 'player': {'id': 23454, 'name': 'Petr Ševčík'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [92.9, 11.8], 'player': {'id': 8095, 'name': 'Jakub Jankto'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [82.3, 13.1], 'player': {'id': 4875, 'name': 'Jan Bořil'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [84.0, 37.0], 'player': {'id': 4870, 'name': 'Tomáš Souček'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [86.9, 22.3], 'player': {'id': 7801, 'name': 'Antonín Barák'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",5f77d1f3-aef7-4984-80c8-b479fbaf1f32,,Saved,0.045531467,Normal,Open Play,,,,Czech Republic,912,00:00:27.312,Shot,True
,,,,,,,,,,,,,,,,,,,0.236968,,,,,,,,,,,,,,61ff953c-486f-46ba-b921-6bae944fc951,1633,,,"[98.5, 41.2]",3795109,46,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Antonín Barák,7801.0,Left Defensive Midfield,94,Czech Republic,912,"['a41310ba-e58d-418a-85b5-3156f8e311ad', 'c1ef271b-8e98-4d5e-b075-d28e011cff99']",1,,Left Foot,True,"[117.8, 37.4, 1.3]",True,"[{'location': [86.9, 42.0], 'player': {'id': 6302, 'name': 'Kasper Dolberg'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [89.4, 29.5], 'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [98.5, 44.1], 'player': {'id': 24443, 'name': 'Mikkel Damsgaard'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [101.4, 34.5], 'player': {'id': 3570, 'name': 'Pierre-Emile Højbjerg'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.3, 45.5], 'player': {'id': 16554, 'name': 'Joakim Mæhle'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [105.0, 39.6], 'player': {'id': 5527, 'name': 'Thomas Delaney'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.6, 38.4], 'player': {'id': 5534, 'name': 'Simon Thorup Kjær'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [109.4, 41.2], 'player': {'id': 8815, 'name': 'Jannik Vestergaard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.2, 35.2], 'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.2, 29.3], 'player': {'id': 5524, 'name': 'Jens Stryger Larsen'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [118.3, 39.7], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.1, 28.8], 'player': {'id': 23454, 'name': 'Petr Ševčík'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [98.8, 22.0], 'player': {'id': 4875, 'name': 'Jan Bořil'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [102.4, 31.0], 'player': {'id': 8095, 'name': 'Jakub Jankto'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [112.6, 35.5], 'player': {'id': 16037, 'name': 'Michael Krmenčík'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [109.2, 36.8], 'player': {'id': 4870, 'name': 'Tomáš Souček'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [103.0, 45.3], 'player': {'id': 7044, 'name': 'Patrik Schick'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [92.6, 50.7], 'player': {'id': 16570, 'name': 'Vladimír Coufal'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",,,Saved,0.049007956,Half Volley,Open Play,,,,Czech Republic,912,00:01:01.111,Shot,
,,,,,,,,,,,,,,,,,,,0.134563,,,,,,,,,,,,,,089d5dda-b312-42b4-a238-671df021cda1,1687,,,"[110.8, 42.1]",3795109,47,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Patrik Schick,7044.0,Left Center Forward,95,Czech Republic,912,"['afae5005-fa6b-47ce-beef-6e9ea0f803c4', 'f91baf84-945b-4010-b28b-7709cc21d34a']",4,,Left Foot,,"[112.4, 41.6]",True,"[{'location': [118.4, 39.6], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.0, 48.6], 'player': {'id': 8815, 'name': 'Jannik Vestergaard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.8, 37.9], 'player': {'id': 3570, 'name': 'Pierre-Emile Højbjerg'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.5, 41.3], 'player': {'id': 5534, 'name': 'Simon Thorup Kjær'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [112.9, 33.2], 'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.1, 29.5], 'player': {'id': 5524, 'name': 'Jens Stryger Larsen'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [108.6, 19.8], 'player': {'id': 4875, 'name': 'Jan Bořil'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [114.0, 26.9], 'player': {'id': 16037, 'name': 'Michael Krmenčík'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [105.9, 34.8], 'player': {'id': 8095, 'name': 'Jakub Jankto'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",5b0bd7ba-d71f-4031-95ea-b792703ffc7b,,Blocked,0.102059186,Overhead Kick,Open Play,,,,Czech Republic,912,00:02:04.116,Shot,
,,,,,,,,,,,,,,,,,,,0.893256,,,,,,,,,,,,,,cf2331b8-5326-4d42-99a6-b33eb9870f59,1713,,,"[107.6, 42.1]",3795109,48,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Patrik Schick,7044.0,Left Center Forward,98,Czech Republic,912,['74510053-ddee-4444-b507-cc8496aa71b7'],9,,Right Foot,,"[120.0, 37.0, 0.5]",True,"[{'location': [97.1, 33.0], 'player': {'id': 8095, 'name': 'Jakub Jankto'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [107.2, 32.8], 'player': {'id': 16037, 'name': 'Michael Krmenčík'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [93.8, 50.6], 'player': {'id': 4870, 'name': 'Tomáš Souček'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [101.2, 76.8], 'player': {'id': 23454, 'name': 'Petr Ševčík'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [93.2, 61.7], 'player': {'id': 16570, 'name': 'Vladimír Coufal'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [119.7, 39.9], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.8, 65.2], 'player': {'id': 24443, 'name': 'Mikkel Damsgaard'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [103.8, 60.7], 'player': {'id': 16554, 'name': 'Joakim Mæhle'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [102.2, 54.3], 'player': {'id': 5527, 'name': 'Thomas Delaney'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.6, 41.0], 'player': {'id': 3570, 'name': 'Pierre-Emile Højbjerg'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.1, 41.1], 'player': {'id': 8815, 'name': 'Jannik Vestergaard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.7, 44.3], 'player': {'id': 5534, 'name': 'Simon Thorup Kjær'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [108.6, 36.2], 'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.1, 29.4], 'player': {'id': 5524, 'name': 'Jens Stryger Larsen'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}]",c113d1a1-3a6e-4a62-be62-a060a4df4894,,Goal,0.103366256,Volley,Open Play,,,,Czech Republic,912,00:03:09.322,Shot,
,,,,,,,,,,,,,,,,,,,0.019576,,,,,,,,,,,,,,1f73c516-0035-475c-a5c1-f0f81e997ac7,1881,,,"[107.8, 35.2]",3795109,53,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Michael Krmenčík,16037.0,Right Center Forward,107,Czech Republic,912,"['05ef6ee5-4f22-4e1f-845c-88f15a082bca', '7536141a-e45f-4109-b667-6ddc792fa0e0', '755a4d77-c9d9-434e-a9df-ad6b701c39c1']",44,,Left Foot,,"[108.8, 35.6]",True,"[{'location': [113.7, 19.3], 'player': {'id': 8095, 'name': 'Jakub Jankto'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [106.8, 43.9], 'player': {'id': 7044, 'name': 'Patrik Schick'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [118.2, 37.5], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.5, 22.9], 'player': {'id': 5524, 'name': 'Jens Stryger Larsen'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [111.1, 29.8], 'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.9, 35.0], 'player': {'id': 5534, 'name': 'Simon Thorup Kjær'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [109.0, 35.6], 'player': {'id': 8815, 'name': 'Jannik Vestergaard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.6, 27.7], 'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [109.5, 45.2], 'player': {'id': 16554, 'name': 'Joakim Mæhle'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [94.3, 22.0], 'player': {'id': 5527, 'name': 'Thomas Delaney'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}]",7d9d1aca-6189-4e48-bce9-00e3fb14e0f5,,Blocked,0.05972881,Normal,Open Play,,,,Czech Republic,912,00:08:44.326,Shot,True
,,,,,,,,,,,,,,,,,,,0.005117,,,,,,,,,,,,,,4563f727-37bb-4fe4-aab2-9c40dc324879,2165,,,"[109.1, 31.7]",3795109,61,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Yussuf Yurary Poulsen,5536.0,Center Forward,118,Denmark,776,"['65098158-5c1f-40de-85ce-7fe5516bec10', 'f8dc57e7-f06d-4626-88ad-fd1ffad95a52']",17,,Left Foot,,"[110.0, 32.3]",,"[{'location': [107.9, 47.0], 'player': {'id': 3570, 'name': 'Pierre-Emile Højbjerg'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [101.6, 42.5], 'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [111.0, 25.3], 'player': {'id': 7097, 'name': 'Christian Nørgaard'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [104.2, 30.0], 'player': {'id': 30328, 'name': 'Ondrej Celustka'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.1, 26.3], 'player': {'id': 7801, 'name': 'Antonín Barák'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.0, 45.3], 'player': {'id': 8095, 'name': 'Jakub Jankto'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [109.8, 32.7], 'player': {'id': 4870, 'name': 'Tomáš Souček'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.5, 37.3], 'player': {'id': 13197, 'name': 'Tomáš Kalas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.7, 45.2], 'player': {'id': 4875, 'name': 'Jan Bořil'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.8, 36.4], 'player': {'id': 11541, 'name': 'Tomáš Vaclík'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",c27aa1a9-5f8f-4872-be40-39f81dc76876,,Blocked,0.121719174,Normal,Open Play,,,,Denmark,776,00:16:17.123,Shot,
,,,,,,,,,,,,,,,,,,,0.601014,,,,,,,,,,,,,,e110eec8-4477-4668-accd-b41e84ee4697,2324,,,"[97.9, 44.5]",3795109,68,,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Yussuf Yurary Poulsen,5536.0,Center Forward,131,Denmark,776,['393281c9-69bb-4b22-99d2-59e9b5a013c1'],39,,Right Foot,,"[114.7, 39.7, 0.2]",,"[{'location': [98.2, 43.5], 'player': {'id': 27622, 'name': 'Jakub Brabec'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.1, 25.5], 'player': {'id': 7097, 'name': 'Christian Nørgaard'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [89.2, 50.4], 'player': {'id': 4875, 'name': 'Jan Bořil'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.9, 45.8], 'player': {'id': 13197, 'name': 'Tomáš Kalas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [92.6, 34.0], 'player': {'id': 23454, 'name': 'Petr Ševčík'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [114.8, 40.9], 'player': {'id': 11541, 'name': 'Tomáš Vaclík'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",2ede4377-001b-4e73-af80-87ded8a552d8,,Saved,0.07688161,Normal,Open Play,,,,Denmark,776,00:23:39.628,Shot,
