50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.054811,,,,,,,,,,,,,,2d73f0c5-41d1-463c-996b-2ad24886f75f,120,,,"[95.4, 50.2]",3795109,3,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Vladimír Coufal,16570.0,Right Back,9,Czech Republic,912,"['1117c0cf-8f59-4793-8421-5cf6ffedcd8e', 'd30601f8-21c3-4209-9672-4e62061b0711']",26,,Left Foot,,"[98.5, 48.8]",True,"[{'location': [104.0, 48.4], 'player': {'id': 16554, 'name': 'Joakim Mæhle'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [109.9, 44.1], 'player': {'id': 5534, 'name': 'Simon Thorup Kjær'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [105.9, 39.0], 'player': {'id': 8815, 'name': 'Jannik Vestergaard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.7, 38.8], 'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.1, 31.4], 'player': {'id': 5524, 'name': 'Jens Stryger Larsen'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [95.8, 30.2], 'player': {'id': 3570, 'name': 'Pierre-Emile Højbjerg'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [96.6, 34.7], 'player': {'id': 24443, 'name': 'Mikkel Damsgaard'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [98.9, 48.4], 'player': {'id': 5527, 'name': 'Thomas Delaney'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [117.2, 41.3], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.4, 27.2], 'player': {'id': 4875, 'name': 'Jan Bořil'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [107.9, 37.9], 'player': {'id': 4870, 'name': 'Tomáš Souček'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [107.8, 44.6], 'player': {'id': 16472, 'name': 'Lukáš Masopust'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.9, 41.4], 'player': {'id': 7801, 'name': 'Antonín Barák'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [103.2, 41.1], 'player': {'id': 7044, 'name': 'Patrik Schick'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.2, 36.7], 'player': {'id': 23454, 'name': 'Petr Ševčík'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",63d6ceb6-8aee-4fd5-ba0b-8f74d7049d0b,,Blocked,0.023926679,Normal,Open Play,,,,Czech Republic,912,00:03:26.775,Shot,
,,,,,,,,,,,,,,,,,,,0.794124,,,,,,,,,,,,,,cffadd38-3f35-4819-87e3-153e06d9fd5d,161,,,"[108.9, 40.1]",3795109,4,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Thomas Delaney,5527.0,Left Defensive Midfield,11,Denmark,776,['a555827a-17f2-4171-afde-5b93d092ec15'],50,,Head,,"[120.0, 37.4, 1.4]",,"[{'location': [115.7, 34.9], 'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [113.3, 40.7], 'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [110.5, 40.7], 'player': {'id': 5534, 'name': 'Simon Thorup Kjær'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [113.3, 46.6], 'player': {'id': 6302, 'name': 'Kasper Dolberg'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.8, 42.7], 'player': {'id': 4870, 'name': 'Tomáš Souček'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [111.1, 41.8], 'player': {'id': 16469, 'name': 'Tomáš Holeš'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.3, 49.6], 'player': {'id': 23454, 'name': 'Petr Ševčík'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [115.8, 63.1], 'player': {'id': 7801, 'name': 'Antonín Barák'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [109.5, 44.0], 'player': {'id': 7044, 'name': 'Patrik Schick'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [112.0, 44.1], 'player': {'id': 13197, 'name': 'Tomáš Kalas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.3, 34.7], 'player': {'id': 4875, 'name': 'Jan Bořil'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.0, 45.0], 'player': {'id': 16570, 'name': 'Vladimír Coufal'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.4, 32.2], 'player': {'id': 16472, 'name': 'Lukáš Masopust'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [113.4, 40.4], 'player': {'id': 30328, 'name': 'Ondrej Celustka'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.5, 41.1], 'player': {'id': 11541, 'name': 'Tomáš Vaclík'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.6, 79.3], 'player': {'id': 5524, 'name': 'Jens Stryger Larsen'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [97.1, 31.7], 'player': {'id': 3570, 'name': 'Pierre-Emile Højbjerg'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [114.4, 48.4], 'player': {'id': 8815, 'name': 'Jannik Vestergaard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}]",cea0ab06-41ff-4e06-83d5-39f693c05b32,,Goal,0.06463903,Normal,Open Play,,,,Denmark,776,00:04:50.997,Shot,
,,,,,,,,,,,,,,,,,,,0.158822,,,,,,,,,,,,,,a3fa1f37-e96b-4afb-92de-c8886b2b4ed8,232,,,"[95.9, 43.5]",3795109,7,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Kasper Dolberg,6302.0,Center Forward,16,Denmark,776,"['6a4dc780-c619-468d-8be1-f104b1e2dd86', '87aef64d-2a5b-41cd-bf8c-02aa44944985']",34,,Right Foot,,"[98.6, 43.1]",,"[{'location': [98.7, 54.9], 'player': {'id': 24443, 'name': 'Mikkel Damsgaard'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [94.1, 23.2], 'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [83.7, 38.7], 'player': {'id': 16570, 'name': 'Vladimír Coufal'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.2, 42.9], 'player': {'id': 13197, 'name': 'Tomáš Kalas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.1, 48.7], 'player': {'id': 4875, 'name': 'Jan Bořil'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.7, 48.2], 'player': {'id': 16469, 'name': 'Tomáš Holeš'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [98.5, 31.5], 'player': {'id': 30328, 'name': 'Ondrej Celustka'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.3, 41.7], 'player': {'id': 11541, 'name': 'Tomáš Vaclík'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",b33f8a2a-50be-4fb9-b5cd-dbf06a522eb7,,Blocked,0.035803348,Normal,Open Play,,,,Denmark,776,00:07:34.041,Shot,
,,,,,,,,,,,,,,,,,,,0.069411,,,,,,,,,,,,,,a9250a55-19a2-4c55-8f0f-a913e910519f,387,,,"[109.8, 53.3]",3795109,11,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Patrik Schick,7044.0,Center Forward,25,Czech Republic,912,"['3d804c8a-dd82-4150-af8e-92955f75f348', '6cd5cf34-aa46-4f12-9ce2-b7e0276f21f4']",36,,Left Foot,,"[111.6, 50.4]",,"[{'location': [108.8, 61.3], 'player': {'id': 16570, 'name': 'Vladimír Coufal'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [100.2, 52.4], 'player': {'id': 4870, 'name': 'Tomáš Souček'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [109.1, 47.8], 'player': {'id': 7801, 'name': 'Antonín Barák'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [114.0, 44.2], 'player': {'id': 16472, 'name': 'Lukáš Masopust'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [112.5, 33.8], 'player': {'id': 23454, 'name': 'Petr Ševčík'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.9, 30.9], 'player': {'id': 4875, 'name': 'Jan Bořil'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [118.1, 43.3], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.0, 34.1], 'player': {'id': 24443, 'name': 'Mikkel Damsgaard'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [109.6, 44.1], 'player': {'id': 5527, 'name': 'Thomas Delaney'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.4, 62.7], 'player': {'id': 3570, 'name': 'Pierre-Emile Højbjerg'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.4, 53.2], 'player': {'id': 16554, 'name': 'Joakim Mæhle'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [111.8, 49.9], 'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.8, 46.4], 'player': {'id': 8815, 'name': 'Jannik Vestergaard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.3, 35.7], 'player': {'id': 5524, 'name': 'Jens Stryger Larsen'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [114.9, 43.5], 'player': {'id': 5534, 'name': 'Simon Thorup Kjær'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}]",0adf318a-6948-4cf3-a28a-a4b984e88d7f,,Blocked,0.05355526,Normal,Open Play,,,,Czech Republic,912,00:11:36.997,Shot,
,,,,,,,,,,,,,,,,,,,0.223776,,,,,,,,,,,,,,50d291fa-3e1e-4986-a819-76968527be19,402,,,"[112.5, 50.2]",3795109,12,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Mikkel Damsgaard,24443.0,Right Attacking Midfield,27,Denmark,776,"['367f6a20-439b-4886-8580-8b2332910b3c', 'e0111a54-7c11-4cf1-a981-c4e578187711']",22,,Right Foot,,"[114.3, 48.1, 1.3]",,"[{'location': [112.1, 49.4], 'player': {'id': 16570, 'name': 'Vladimír Coufal'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.4, 49.4], 'player': {'id': 4875, 'name': 'Jan Bořil'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.9, 48.7], 'player': {'id': 11541, 'name': 'Tomáš Vaclík'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,True,Saved,0.15106957,Half Volley,Open Play,,,,Denmark,776,00:12:22.647,Shot,True
,,,,,,,,,,,,,,,,,,,0.607616,,,,,,,,,,,,,,44e79eeb-68c0-4fb3-87d6-2f811ff943ac,468,,,"[104.9, 38.2]",3795109,13,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Petr Ševčík,23454.0,Left Wing,32,Czech Republic,912,['c1166d2f-48da-434c-8e2c-7046ab6f4230'],57,,Right Foot,,"[120.0, 39.5, 6.4]",True,"[{'location': [111.3, 49.2], 'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [114.3, 41.4], 'player': {'id': 5524, 'name': 'Jens Stryger Larsen'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [111.1, 42.3], 'player': {'id': 6302, 'name': 'Kasper Dolberg'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [114.4, 35.7], 'player': {'id': 8815, 'name': 'Jannik Vestergaard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.5, 36.6], 'player': {'id': 5534, 'name': 'Simon Thorup Kjær'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [114.7, 30.3], 'player': {'id': 16554, 'name': 'Joakim Mæhle'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [115.0, 27.4], 'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 38.5], 'player': {'id': 5527, 'name': 'Thomas Delaney'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.6, 31.9], 'player': {'id': 3570, 'name': 'Pierre-Emile Højbjerg'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.3, 39.1], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.1, 31.4], 'player': {'id': 4870, 'name': 'Tomáš Souček'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [105.4, 30.5], 'player': {'id': 16469, 'name': 'Tomáš Holeš'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [107.1, 34.9], 'player': {'id': 13197, 'name': 'Tomáš Kalas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [113.1, 40.8], 'player': {'id': 30328, 'name': 'Ondrej Celustka'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [107.9, 51.5], 'player': {'id': 16472, 'name': 'Lukáš Masopust'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [105.1, 46.3], 'player': {'id': 7044, 'name': 'Patrik Schick'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",f0300794-856e-4768-82c5-f7566af63d8f,,Off T,0.055348437,Volley,Open Play,,,,Czech Republic,912,00:13:57.230,Shot,
,,,,,,,,,,,,,,,,,,,0.749069,,,,,,,,,,,,,,49b3b84e-988d-4049-b21f-6b515fbdba33,547,,,"[107.1, 44.3]",3795109,16,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Thomas Delaney,5527.0,Left Defensive Midfield,37,Denmark,776,['c5513ca1-0827-4fe9-9f9d-09dcf0c676af'],5,,Other,,"[120.0, 45.4, 0.5]",,"[{'location': [112.7, 45.8], 'player': {'id': 6302, 'name': 'Kasper Dolberg'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.4, 27.1], 'player': {'id': 16554, 'name': 'Joakim Mæhle'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [116.5, 71.9], 'player': {'id': 5524, 'name': 'Jens Stryger Larsen'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [117.0, 41.4], 'player': {'id': 11541, 'name': 'Tomáš Vaclík'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.8, 43.9], 'player': {'id': 30328, 'name': 'Ondrej Celustka'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 36.4], 'player': {'id': 16570, 'name': 'Vladimír Coufal'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.0, 48.0], 'player': {'id': 13197, 'name': 'Tomáš Kalas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.5, 62.5], 'player': {'id': 23454, 'name': 'Petr Ševčík'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [103.4, 48.1], 'player': {'id': 4870, 'name': 'Tomáš Souček'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.6, 60.7], 'player': {'id': 4875, 'name': 'Jan Bořil'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.5, 53.2], 'player': {'id': 16469, 'name': 'Tomáš Holeš'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",f3c54bc3-b4e7-4d65-bcd3-1037f447ab33,,Off T,0.10711742,Normal,Open Play,,,,Denmark,776,00:16:05.016,Shot,
,,,,,,,,,,,,,,,,,,,1.005574,,,,,,,,,,,,,,f083f932-88e8-4c85-9018-382c3b978b38,612,,,"[115.5, 39.4]",3795109,18,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Tomáš Souček,4870.0,Left Center Midfield,42,Czech Republic,912,"['35230d67-2149-4c09-b1ae-44004e91b706', '59528453-454d-4499-9a9e-f4b6b0a9ed20']",58,True,Head,,"[120.0, 27.3, 0.6]",,"[{'location': [112.8, 45.1], 'player': {'id': 16469, 'name': 'Tomáš Holeš'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [118.3, 77.5], 'player': {'id': 7801, 'name': 'Antonín Barák'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [117.5, 65.8], 'player': {'id': 5524, 'name': 'Jens Stryger Larsen'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [116.2, 38.2], 'player': {'id': 16554, 'name': 'Joakim Mæhle'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [114.3, 39.4], 'player': {'id': 5534, 'name': 'Simon Thorup Kjær'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [115.0, 32.5], 'player': {'id': 3570, 'name': 'Pierre-Emile Højbjerg'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [114.7, 37.6], 'player': {'id': 6302, 'name': 'Kasper Dolberg'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [114.6, 41.8], 'player': {'id': 5527, 'name': 'Thomas Delaney'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [115.9, 39.4], 'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.9, 44.2], 'player': {'id': 8815, 'name': 'Jannik Vestergaard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.6, 60.9], 'player': {'id': 24443, 'name': 'Mikkel Damsgaard'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [104.4, 45.2], 'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [119.6, 39.4], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.1, 32.6], 'player': {'id': 13197, 'name': 'Tomáš Kalas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [115.1, 35.9], 'player': {'id': 30328, 'name': 'Ondrej Celustka'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [115.2, 50.4], 'player': {'id': 16472, 'name': 'Lukáš Masopust'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [114.3, 43.1], 'player': {'id': 7044, 'name': 'Patrik Schick'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",8d761cef-b5a1-4c2f-aa6d-32117fac3263,,Off T,0.14544557,Normal,Open Play,,,,Czech Republic,912,00:18:58.056,Shot,True
,,,,,,,,,,,,,,,,,,,0.133692,,,,,,,,,,,,,,dac9f0b8-6392-4c35-8524-ec177cf30f3a,701,,,"[116.2, 30.1]",3795109,21,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Tomáš Holeš,16469.0,Right Center Midfield,47,Czech Republic,912,['2161e851-a35f-48f1-8bf7-883bb3aa89aa'],20,,Left Foot,,"[117.5, 32.3, 0.0]",True,"[{'location': [112.6, 44.7], 'player': {'id': 16554, 'name': 'Joakim Mæhle'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [113.1, 39.6], 'player': {'id': 5534, 'name': 'Simon Thorup Kjær'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [115.1, 35.1], 'player': {'id': 5527, 'name': 'Thomas Delaney'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.1, 43.1], 'player': {'id': 8815, 'name': 'Jannik Vestergaard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 39.8], 'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.6, 29.8], 'player': {'id': 5524, 'name': 'Jens Stryger Larsen'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [117.4, 32.5], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.5, 42.1], 'player': {'id': 16472, 'name': 'Lukáš Masopust'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.9, 51.5], 'player': {'id': 7044, 'name': 'Patrik Schick'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.6, 42.6], 'player': {'id': 7801, 'name': 'Antonín Barák'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",00f88312-4d25-48c0-90c3-8b9213a2276e,,Saved,0.12621005,Normal,Open Play,,,,Czech Republic,912,00:21:20.615,Shot,
,,,,,,,,,,,,,,,,,,,1.077919,,,,,,,,,,,,,,1512279b-dbfd-4e10-a6be-4180fa57dd23,869,,,"[114.1, 43.6]",3795109,25,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Tomáš Souček,4870.0,Left Center Midfield,55,Czech Republic,912,"['3a2702f8-9b27-46ef-a1a4-45857124abf4', '97e58c40-df68-41ea-9ab9-f7730964962e']",33,True,Head,,"[120.0, 55.3, 0.6]",,"[{'location': [114.0, 44.3], 'player': {'id': 13197, 'name': 'Tomáš Kalas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [114.6, 42.8], 'player': {'id': 5534, 'name': 'Simon Thorup Kjær'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [116.8, 40.2], 'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.7, 34.9], 'player': {'id': 8815, 'name': 'Jannik Vestergaard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.9, 39.2], 'player': {'id': 5527, 'name': 'Thomas Delaney'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [116.5, 43.6], 'player': {'id': 16554, 'name': 'Joakim Mæhle'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [113.7, 45.3], 'player': {'id': 3570, 'name': 'Pierre-Emile Højbjerg'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.5, 44.8], 'player': {'id': 6302, 'name': 'Kasper Dolberg'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [116.6, 13.7], 'player': {'id': 5524, 'name': 'Jens Stryger Larsen'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [104.9, 36.9], 'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [119.3, 41.2], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [119.4, 3.4], 'player': {'id': 23454, 'name': 'Petr Ševčík'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [114.0, 31.4], 'player': {'id': 16472, 'name': 'Lukáš Masopust'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [113.3, 36.5], 'player': {'id': 16469, 'name': 'Tomáš Holeš'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [114.8, 38.0], 'player': {'id': 7044, 'name': 'Patrik Schick'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [114.8, 42.1], 'player': {'id': 30328, 'name': 'Ondrej Celustka'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",8eb9cbcc-858e-428e-8e53-d0c669dd36c5,,Off T,0.1070172,Normal,Open Play,,,,Czech Republic,912,00:25:33.358,Shot,True
