ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,1.5509,,,,,,,,,,,,,,,22584ad4-7b0c-460d-b4f9-d3ab1adfe089,90,,"[91.0, 55.0]",19716,2,,,,,,,,,,,,,,,,,,,,1,Regular Play,Fara Williams,10251.0,Left Center Midfield,7,Reading WFC,974,['10f1b800-2a0f-488f-af50-02fcd807fa1f'],4,,Left Foot,"[120.0, 45.8, 1.3]",,"[{'location': [120.0, 42.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [88.0, 79.0], 'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [76.0, 62.0], 'player': {'id': 15720, 'name': 'Sophie Howard'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [81.0, 63.0], 'player': {'id': 15721, 'name': 'Gemma Suzanne Davison'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [90.0, 61.0], 'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [83.0, 66.0], 'player': {'id': 15711, 'name': 'Amber Gaylor'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [95.0, 63.0], 'player': {'id': 15712, 'name': 'Nicola Cousins'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.0, 63.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.0, 53.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [93.0, 57.0], 'player': {'id': 15713, 'name': 'Bonnie Horwood'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [97.0, 39.0], 'player': {'id': 15708, 'name': 'Amy Goddard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.0, 50.0], 'player': {'id': 15716, 'name': 'Emily Syme'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [100.0, 58.0], 'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [75.0, 74.0], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [88.0, 45.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",912569bd-910d-42b4-88cc-0617519a1af4,,Off T,0.010900441,Half Volley,Open Play,,,,Reading WFC,974,00:02:04.282,Shot,
,,,,,,,,,,,,,1.3171,,,,,,,,,,,,,,,0691fafd-b124-49c8-bf4a-69efd8b15608,156,,"[111.0, 35.0]",19716,4,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gemma Suzanne Davison,15721.0,Right Center Forward,11,Reading WFC,974,['02f3b15b-0468-4b42-8454-47838f97f4b3'],14,,Right Foot,"[120.0, 39.9, 1.8]",,"[{'location': [119.0, 40.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.0, 21.0], 'player': {'id': 15724, 'name': 'Mayumi Pacheco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [102.0, 41.0], 'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [108.0, 51.0], 'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [93.0, 30.0], 'player': {'id': 15716, 'name': 'Emily Syme'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [98.0, 35.0], 'player': {'id': 15713, 'name': 'Bonnie Horwood'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [110.0, 37.0], 'player': {'id': 15712, 'name': 'Nicola Cousins'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.0, 39.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 29.0], 'player': {'id': 15708, 'name': 'Amy Goddard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.0, 45.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.0, 51.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [87.0, 24.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",9ac2584d-b475-4140-956a-17783a4cc1a5,True,Goal,0.26132917,Lob,Open Play,,,,Reading WFC,974,00:04:14.309,Shot,
,,,,,,,,,,,,,1.5387,,,,,,,,,,,,,,,fa750f35-c965-48ea-8a99-d7dddf9d1591,238,,"[110.0, 30.0]",19716,7,,,,,,,,,,,,,,,,,,,,1,From Throw In,Anne-Marie Heatherson,15714.0,Right Wing,17,Yeovil Town LFC,970,"['c02bc2e1-0cc3-497e-96eb-0a8db7318b79', 'eb46be1c-8995-48e1-9b3e-48b982a50a95']",28,True,Head,"[118.0, 38.5, 0.8]",,"[{'location': [110.0, 31.0], 'player': {'id': 18152, 'name': 'Kirstyn Pearce'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.0, 21.0], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.0, 35.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [111.0, 16.0], 'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [116.0, 25.0], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.0, 31.0], 'player': {'id': 10198, 'name': 'Josanne Potter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 38.0], 'player': {'id': 15724, 'name': 'Mayumi Pacheco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.0, 37.0], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.0, 1.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [111.0, 36.0], 'player': {'id': 15718, 'name': 'Olivia Fergusson'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.0, 28.0], 'player': {'id': 15713, 'name': 'Bonnie Horwood'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [110.0, 29.0], 'player': {'id': 15720, 'name': 'Sophie Howard'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.0, 23.0], 'player': {'id': 15711, 'name': 'Amber Gaylor'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",a7c20a1a-ae01-4891-935b-355814659ceb,,Saved,0.06901043,Normal,Open Play,,,,Yeovil Town LFC,970,00:07:28.616,Shot,True
,,,,,,,,,,,,,1.8349,,,,,,,,,,,,,,,dceef479-c224-4b01-b4f6-66ec6b1eedb5,298,,"[110.0, 41.0]",19716,9,,,,,,,,,,,,,,,,,,,,1,Regular Play,Brooke Chaplen,15723.0,Left Center Forward,22,Reading WFC,974,['26067752-be4b-41ba-8da6-b818d031ae88'],14,,Head,"[120.0, 45.8, 3.8]",,"[{'location': [107.0, 51.0], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [119.0, 41.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.0, 54.0], 'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.0, 78.0], 'player': {'id': 15721, 'name': 'Gemma Suzanne Davison'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [110.0, 34.0], 'player': {'id': 15708, 'name': 'Amy Goddard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.0, 46.0], 'player': {'id': 15712, 'name': 'Nicola Cousins'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.0, 39.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.0, 37.0], 'player': {'id': 15716, 'name': 'Emily Syme'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [99.0, 47.0], 'player': {'id': 15713, 'name': 'Bonnie Horwood'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.0, 65.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.0, 57.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [86.0, 37.0], 'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [93.0, 32.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",2a0751bc-f31d-44cb-883f-9a543644b572,,Off T,0.1498332,Normal,Open Play,,,,Reading WFC,974,00:09:14.458,Shot,
,,,,,,,,,,,,,1.1643,,,,,,,,,,,,,,,321ddde0-695d-4793-9e07-b31910d1d683,323,,"[104.0, 54.0]",19716,10,,,,,,,,,,,,,,,,,,,,1,Regular Play,Fara Williams,10251.0,Left Center Midfield,26,Reading WFC,974,['a10f43d6-4002-4f3f-be4f-7364694b4c6b'],31,,Left Foot,"[120.0, 37.0, 2.2]",,"[{'location': [99.0, 57.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.0, 60.0], 'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [115.0, 52.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.0, 42.0], 'player': {'id': 15716, 'name': 'Emily Syme'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [99.0, 55.0], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [110.0, 47.0], 'player': {'id': 15712, 'name': 'Nicola Cousins'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.0, 46.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.0, 42.0], 'player': {'id': 15713, 'name': 'Bonnie Horwood'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [111.0, 45.0], 'player': {'id': 15711, 'name': 'Amber Gaylor'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [119.0, 43.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.0, 39.0], 'player': {'id': 15708, 'name': 'Amy Goddard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.0, 53.0], 'player': {'id': 15721, 'name': 'Gemma Suzanne Davison'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [108.0, 32.0], 'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [113.0, 45.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,,Goal,0.04730662,Normal,Open Play,,,,Reading WFC,974,00:10:31.239,Shot,
,,,,,,,,,,,,,0.7072,,,,,,,,,,,,,,,f35ecb23-224d-4f23-a4ee-6f4a947f21a3,775,,"[116.0, 56.0]",19716,24,,,,,,,,,,,,,,,,,,,,1,From Throw In,Brooke Chaplen,15723.0,Left Center Forward,52,Reading WFC,974,['46da2249-c431-4e71-93d5-15799aacd5e2'],42,,Right Foot,"[120.0, 45.4, 1.2]",,"[{'location': [105.0, 49.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.0, 43.0], 'player': {'id': 15708, 'name': 'Amy Goddard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.0, 48.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.0, 54.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",dfb6492c-72ef-4369-9a35-e1cffdb5fee1,True,Off T,0.062315725,Normal,Open Play,,,,Reading WFC,974,00:24:42.596,Shot,
,,,,,,,,,,,,,1.7312,,,,,,,,,,,,,,,08cdcea5-81be-4fa8-bdcf-ea356e1c49a6,861,,"[96.0, 28.0]",19716,26,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mayumi Pacheco,15724.0,Left Back,55,Reading WFC,974,['d464287e-e051-4024-aea5-17135073483b'],39,,Left Foot,"[120.0, 37.6, 3.6]",,"[{'location': [119.0, 41.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.0, 20.0], 'player': {'id': 15708, 'name': 'Amy Goddard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.0, 37.0], 'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [105.0, 52.0], 'player': {'id': 15721, 'name': 'Gemma Suzanne Davison'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [107.0, 58.0], 'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [97.0, 32.0], 'player': {'id': 15716, 'name': 'Emily Syme'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.0, 32.0], 'player': {'id': 15713, 'name': 'Bonnie Horwood'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.0, 29.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 47.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.0, 51.0], 'player': {'id': 15712, 'name': 'Nicola Cousins'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.0, 55.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.0, 24.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",5c14ca25-e05e-48aa-8f40-6c98bc355aab,,Off T,0.03197996,Normal,Open Play,,,,Reading WFC,974,00:26:39.628,Shot,
,,,,,,,,,,,,,1.0696,,,,,,,,,,,,,,,3c8b95c5-ad0b-47ce-ad51-2c8336fd6a0d,917,,"[102.0, 54.0]",19716,28,,,,,,,,,,,,,,,,,,,,1,Regular Play,Natasha Harding,15725.0,Right Back,59,Reading WFC,974,['6013ad30-831f-49f4-a9a0-d37c6135b1c7'],10,,Right Foot,"[120.0, 44.4, 3.4]",,"[{'location': [111.0, 33.0], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [120.0, 42.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.0, 53.0], 'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [110.0, 71.0], 'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.0, 61.0], 'player': {'id': 15721, 'name': 'Gemma Suzanne Davison'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [111.0, 39.0], 'player': {'id': 15708, 'name': 'Amy Goddard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.0, 36.0], 'player': {'id': 15711, 'name': 'Amber Gaylor'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [106.0, 42.0], 'player': {'id': 15716, 'name': 'Emily Syme'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.0, 55.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.0, 57.0], 'player': {'id': 15713, 'name': 'Bonnie Horwood'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [110.0, 58.0], 'player': {'id': 15712, 'name': 'Nicola Cousins'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 57.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.0, 48.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.0, 41.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",d978b676-ed08-491d-9161-f66be1a7abf1,,Off T,0.038797233,Normal,Open Play,,,,Reading WFC,974,00:28:10.954,Shot,
,,,,,,,,,,,,,0.2394,,,,,,,,,,,,,,,20e9fa62-e360-4bef-bcb6-98f80662bded,955,,"[112.0, 24.0]",19716,29,,,,,,,,,,,,,,,,,,,,1,Regular Play,Olivia Fergusson,15718.0,Center Forward,62,Yeovil Town LFC,970,['7a0a3777-ed26-4eaa-a275-411c715bb317'],13,,Right Foot,"[114.0, 36.6, 0.2]",,"[{'location': [111.0, 25.0], 'player': {'id': 18152, 'name': 'Kirstyn Pearce'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.0, 25.0], 'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [89.0, 32.0], 'player': {'id': 15711, 'name': 'Amber Gaylor'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [91.0, 24.0], 'player': {'id': 15720, 'name': 'Sophie Howard'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.0, 34.0], 'player': {'id': 10198, 'name': 'Josanne Potter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [85.0, 51.0], 'player': {'id': 15724, 'name': 'Mayumi Pacheco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.0, 28.0], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [91.0, 32.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}]",962d522e-7042-4854-9eac-902109891084,True,Saved,0.03902434,Normal,Open Play,,,,Yeovil Town LFC,970,00:29:13.423,Shot,
,,,,,,,,,,,,,0.5165,,,,,,,,,,,,,,,ef967ed9-a8dc-47f7-a4b3-a16475ba4d69,962,,"[92.0, 46.0]",19716,29,,,,,,,,,,,,,,,,,,,,1,From Corner,Megan Alexander,15710.0,Left Back,63,Yeovil Town LFC,970,"['6c471749-a2e1-4001-94fa-e741702f2ba3', 'c7716c02-fb27-4be0-835d-6754c5ba38a8']",50,,Left Foot,"[100.0, 42.0]",,"[{'location': [106.0, 36.0], 'player': {'id': 18152, 'name': 'Kirstyn Pearce'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.0, 45.0], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.0, 35.0], 'player': {'id': 15711, 'name': 'Amber Gaylor'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [118.0, 40.0], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.0, 41.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [105.0, 38.0], 'player': {'id': 15708, 'name': 'Amy Goddard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [100.0, 41.0], 'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [116.0, 8.0], 'player': {'id': 15713, 'name': 'Bonnie Horwood'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [113.0, 33.0], 'player': {'id': 15718, 'name': 'Olivia Fergusson'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [113.0, 35.0], 'player': {'id': 15724, 'name': 'Mayumi Pacheco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.0, 44.0], 'player': {'id': 10198, 'name': 'Josanne Potter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 42.0], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.0, 37.0], 'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [111.0, 43.0], 'player': {'id': 15720, 'name': 'Sophie Howard'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.0, 47.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}]",d006aa64-ee3c-450c-b9ff-ef86a0b0085e,,Blocked,0.025347015,Normal,Open Play,,,,Yeovil Town LFC,970,00:29:50.071,Shot,
