ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.218728,,,,,,,,,,,,,ba7d48b3-c3be-4a0f-b9c0-c6ac6c2a34bc,124,,"[101.7, 48.2]",3754053,3,,,True,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Harry Kane,10955.0,Center Forward,5,Tottenham Hotspur,38,['85e02869-e368-4d02-ac6e-0a674d792a51'],12,,Right Foot,"[120.0, 39.9, 2.8]",True,"[{'location': [89.6, 57.1], 'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [104.3, 47.9], 'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.7, 42.7], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.0, 38.1], 'player': {'id': 24380, 'name': 'Tetchi Jores Charlemagne Ulrich Okore'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [93.0, 48.8], 'player': {'id': 27146, 'name': 'Aly Cissokho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",a183937e-597c-45d8-a3d5-17561adf85ae,,,Post,,0.40862995,Lob,Open Play,,,,Tottenham Hotspur,38,00:03:12.666,Shot,
,,,,,,,,,,,,,,,,,0.980705,,,,,,,,,,,,,a12b2c9e-f39f-4627-9925-02d17b625d75,167,,"[89.5, 49.7]",3754053,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Christian Dannemann Eriksen,3043.0,Center Attacking Midfield,7,Tottenham Hotspur,38,['f2c239c5-914b-484f-a285-543f4c84b3b9'],26,,Right Foot,"[120.0, 54.6, 5.9]",,"[{'location': [82.3, 48.8], 'player': {'id': 7153, 'name': 'Jordan Veretout'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [88.9, 47.5], 'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [96.1, 43.7], 'player': {'id': 24380, 'name': 'Tetchi Jores Charlemagne Ulrich Okore'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.4, 51.3], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.4, 59.2], 'player': {'id': 27146, 'name': 'Aly Cissokho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.7, 41.6], 'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [81.8, 47.1], 'player': {'id': 3585, 'name': 'Erik Lamela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [97.2, 56.4], 'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",ad796a6b-6397-452c-b5c5-d75a3cfaa527,,,Off T,,0.031075574,Normal,Open Play,,,,Tottenham Hotspur,38,00:04:26.438,Shot,
,,,,,,,,,,,,,,,,,0.30021,,,,,,,,,,,,,381f26e0-51c4-4afc-9285-cf845dbcfbfa,283,,"[101.8, 38.1]",3754053,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Erik Lamela,3585.0,Right Wing,13,Tottenham Hotspur,38,"['0edd71b5-d298-4ff1-8da7-4111a3aea1fd', 'f7720a7f-cc8f-4a64-8f08-f48cebc2b41b']",23,,Left Foot,"[108.4, 38.8]",True,"[{'location': [102.2, 61.1], 'player': {'id': 3450, 'name': 'Jordan Ayew'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [117.0, 39.7], 'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.6, 43.2], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.4, 38.5], 'player': {'id': 6800, 'name': 'Carles Gil de Pareja Vicent'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [114.1, 44.3], 'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.4, 45.5], 'player': {'id': 3094, 'name': 'Bamidele Alli'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [105.5, 40.2], 'player': {'id': 3043, 'name': 'Christian Dannemann Eriksen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [103.0, 42.5], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.1, 41.8], 'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.1, 37.6], 'player': {'id': 9642, 'name': 'Alan Hutton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.0, 39.3], 'player': {'id': 24380, 'name': 'Tetchi Jores Charlemagne Ulrich Okore'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",ed16d931-6313-4f93-957d-16cc4636bb5f,,,Blocked,,0.06566495,Normal,Open Play,,,,Tottenham Hotspur,38,00:07:23.435,Shot,
,,,,,,,,,,,,,,,,,0.193253,,,,,,,,,,,,,b4e2fe8e-946f-46de-981e-ae51f2d22c43,288,,"[97.9, 25.7]",3754053,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Danny Rose,3594.0,Left Back,13,Tottenham Hotspur,38,"['a59f8127-5441-46cf-b169-621094ca4f4f', 'dbeafca3-fc2a-414e-911a-1b8b358c3a46']",26,,Left Foot,"[102.2, 28.7]",True,"[{'location': [116.9, 37.9], 'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [89.2, 38.0], 'player': {'id': 10956, 'name': 'Eric Dier'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [105.9, 39.7], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.4, 33.6], 'player': {'id': 24380, 'name': 'Tetchi Jores Charlemagne Ulrich Okore'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.3, 37.1], 'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.3, 40.5], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.9, 28.9], 'player': {'id': 9642, 'name': 'Alan Hutton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.0, 29.2], 'player': {'id': 6800, 'name': 'Carles Gil de Pareja Vicent'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [82.4, 50.5], 'player': {'id': 7153, 'name': 'Jordan Veretout'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [106.9, 44.4], 'player': {'id': 3094, 'name': 'Bamidele Alli'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [108.3, 41.8], 'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.1, 33.7], 'player': {'id': 3043, 'name': 'Christian Dannemann Eriksen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [101.1, 39.4], 'player': {'id': 3585, 'name': 'Erik Lamela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [92.4, 54.5], 'player': {'id': 3037, 'name': 'Mousa Sidi Yaya Dembélé'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",,,,Blocked,,0.018201252,Half Volley,Open Play,,,,Tottenham Hotspur,38,00:07:26.245,Shot,
,,,,,,,,,,,,,,,,,0.493561,,,,,,,,,,,,,a5cea215-1fd9-41f4-b175-aed717d9893a,318,,"[96.7, 34.4]",3754053,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Bamidele Alli,3094.0,Left Wing,14,Tottenham Hotspur,38,['3f15615b-41c9-4ab3-8431-ee9905f9b1cf'],0,,Right Foot,"[115.7, 38.6, 0.1]",True,"[{'location': [116.2, 38.7], 'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.8, 50.1], 'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [90.7, 57.2], 'player': {'id': 3450, 'name': 'Jordan Ayew'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [98.6, 42.5], 'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.1, 40.0], 'player': {'id': 27146, 'name': 'Aly Cissokho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.2, 38.3], 'player': {'id': 3043, 'name': 'Christian Dannemann Eriksen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [97.3, 36.7], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.8, 33.8], 'player': {'id': 9642, 'name': 'Alan Hutton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [84.2, 56.7], 'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [105.5, 32.5], 'player': {'id': 3585, 'name': 'Erik Lamela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [105.1, 36.8], 'player': {'id': 24380, 'name': 'Tetchi Jores Charlemagne Ulrich Okore'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.3, 33.9], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",,,,Saved,,0.030129008,Half Volley,Open Play,,,,Tottenham Hotspur,38,00:08:00.611,Shot,
,,,,,,,,,,,,,,,,,1.276924,,,,,,,,,,,,,03dba4d4-7fe2-4b5c-b251-1d0c272cec31,644,,"[87.3, 36.9]",3754053,17,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Christian Dannemann Eriksen,3043.0,Center Attacking Midfield,39,Tottenham Hotspur,38,['69e21b13-b03d-4467-bbe4-ca4436f96945'],33,,Right Foot,"[120.0, 46.4, 1.2]",,"[{'location': [89.4, 44.8], 'player': {'id': 3585, 'name': 'Erik Lamela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [95.2, 40.4], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [89.2, 35.6], 'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [96.1, 16.7], 'player': {'id': 9642, 'name': 'Alan Hutton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.5, 24.8], 'player': {'id': 24380, 'name': 'Tetchi Jores Charlemagne Ulrich Okore'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.1, 32.7], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.0, 46.2], 'player': {'id': 27146, 'name': 'Aly Cissokho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [84.5, 37.5], 'player': {'id': 3450, 'name': 'Jordan Ayew'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [95.0, 17.5], 'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [89.1, 24.0], 'player': {'id': 3094, 'name': 'Bamidele Alli'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [115.7, 40.7], 'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",f7071034-449a-4aa4-9ac7-d7117b3bdd5b,,,Off T,,0.024150422,Normal,Open Play,,,,Tottenham Hotspur,38,00:17:33.232,Shot,
,,,,,,,,,,,,,,,,,0.075975,,,,,,,,,,,,,91989133-3b87-4fe7-ba61-80835f56162c,776,,"[96.1, 20.6]",3754053,20,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordan Ayew,3450.0,Left Wing,45,Aston Villa,59,"['7da6bd5a-3f13-4035-85fa-cec09c4e68d3', 'be182287-9946-4ed9-8f30-af717bfda96e', 'cf9cb5bf-85fe-4c5d-ad81-8aa69edec66d']",45,,Right Foot,"[97.1, 21.4]",,"[{'location': [90.8, 27.4], 'player': {'id': 19362, 'name': 'Rudy Gestede'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.1, 17.0], 'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.4, 15.5], 'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.1, 16.1], 'player': {'id': 10956, 'name': 'Eric Dier'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [97.7, 22.2], 'player': {'id': 3611, 'name': 'Kevin Wimmer'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [93.9, 25.9], 'player': {'id': 3037, 'name': 'Mousa Sidi Yaya Dembélé'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [86.8, 18.6], 'player': {'id': 3094, 'name': 'Bamidele Alli'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [93.3, 40.8], 'player': {'id': 3594, 'name': 'Danny Rose'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.1, 38.6], 'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.2, 16.9], 'player': {'id': 7153, 'name': 'Jordan Veretout'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",4240daf4-9a96-43d1-8899-f0f4d7685fa6,,,Blocked,,0.0086917775,Half Volley,Open Play,,,,Aston Villa,59,00:20:45.955,Shot,True
,,,,,,,,,,,,,,,,,0.346213,,,,,,,,,,,,,f8ac52bd-1b25-48ee-b429-09c2c72cdb28,871,,"[109.0, 39.6]",3754053,23,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Harry Kane,10955.0,Center Forward,50,Tottenham Hotspur,38,['41ef46aa-2c7e-4a72-86b2-3eac4cc348f8'],16,,Left Foot,"[117.5, 38.5, 0.1]",True,"[{'location': [111.7, 35.6], 'player': {'id': 3585, 'name': 'Erik Lamela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.4, 47.6], 'player': {'id': 3043, 'name': 'Christian Dannemann Eriksen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [104.5, 23.4], 'player': {'id': 9642, 'name': 'Alan Hutton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.3, 43.0], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.1, 34.2], 'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.5, 34.0], 'player': {'id': 24380, 'name': 'Tetchi Jores Charlemagne Ulrich Okore'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.5, 34.9], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.8, 42.4], 'player': {'id': 27146, 'name': 'Aly Cissokho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.4, 39.3], 'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.4, 20.1], 'player': {'id': 3594, 'name': 'Danny Rose'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [98.3, 45.8], 'player': {'id': 3094, 'name': 'Bamidele Alli'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",b89bc97d-3154-42ee-85b7-13118e566d75,,,Saved,,0.34070134,Normal,Open Play,,,,Tottenham Hotspur,38,00:23:16.758,Shot,
,,,,,,,,,,,,,,,,,0.942126,,,,,,,,,,,,,f6b51d23-f3d4-487f-8fa3-3348394ec49c,945,,"[101.1, 22.4]",3754053,25,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordan Veretout,7153.0,Center Attacking Midfield,52,Aston Villa,59,['77927502-bceb-401b-892b-378bbf8db239'],12,,Right Foot,"[120.0, 31.6, 0.5]",True,"[{'location': [118.4, 38.3], 'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.8, 20.2], 'player': {'id': 3037, 'name': 'Mousa Sidi Yaya Dembélé'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.5, 25.3], 'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.6, 31.9], 'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.8, 40.1], 'player': {'id': 3611, 'name': 'Kevin Wimmer'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.1, 34.8], 'player': {'id': 10956, 'name': 'Eric Dier'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [94.3, 19.1], 'player': {'id': 3585, 'name': 'Erik Lamela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [108.8, 42.9], 'player': {'id': 3594, 'name': 'Danny Rose'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.9, 32.3], 'player': {'id': 3043, 'name': 'Christian Dannemann Eriksen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [102.5, 47.9], 'player': {'id': 3094, 'name': 'Bamidele Alli'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [108.5, 44.0], 'player': {'id': 19362, 'name': 'Rudy Gestede'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.8, 27.5], 'player': {'id': 3450, 'name': 'Jordan Ayew'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [110.9, 15.1], 'player': {'id': 27146, 'name': 'Aly Cissokho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [106.6, 55.3], 'player': {'id': 9642, 'name': 'Alan Hutton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [99.7, 48.0], 'player': {'id': 6800, 'name': 'Carles Gil de Pareja Vicent'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [92.5, 28.5], 'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",,,,Off T,,0.02213258,Volley,Open Play,,,,Aston Villa,59,00:25:12.880,Shot,
,,,,,,,,,,,,,,,,,0.313567,,,,,,,,,,,,,8953147b-1031-40c7-87f8-ef868ec7cd6d,950,,"[113.1, 26.0]",3754053,25,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Harry Kane,10955.0,Center Forward,53,Tottenham Hotspur,38,['39253654-8012-4fcf-87c2-c98fbd5921df'],45,,Right Foot,"[117.0, 35.2, 0.9]",,"[{'location': [110.2, 39.4], 'player': {'id': 3585, 'name': 'Erik Lamela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [117.5, 35.6], 'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.2, 32.8], 'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.7, 27.0], 'player': {'id': 9642, 'name': 'Alan Hutton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.2, 35.8], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.2, 40.8], 'player': {'id': 3094, 'name': 'Bamidele Alli'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [109.6, 39.2], 'player': {'id': 27146, 'name': 'Aly Cissokho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",a8f42e68-5fe1-43dc-8ba9-81fcc416910f,True,,Saved,,0.076599084,Normal,Open Play,,,,Tottenham Hotspur,38,00:25:45.113,Shot,
