ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.916977,,,,,,,,,,,,e7a9abf9-81c0-4f74-96d7-2b6e90bc8a4b,155,,"[101.7, 39.4]",3754262,2,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Idrissa Gana Gueye,3436.0,Center Attacking Midfield,7,Aston Villa,59,['6b3d68df-862c-4bcc-9831-555fc367c36c'],28,,Right Foot,"[120.0, 50.1, 7.1]",True,"[{'location': [104.9, 37.1], 'player': {'id': 3450, 'name': 'Jordan Ayew'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [95.8, 53.5], 'player': {'id': 11117, 'name': 'Scott Sinclair'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [99.9, 13.3], 'player': {'id': 27146, 'name': 'Aly Cissokho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [102.3, 46.7], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.1, 34.3], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.5, 36.8], 'player': {'id': 3343, 'name': 'Dan Gosling'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.3, 22.1], 'player': {'id': 9626, 'name': 'Tommy Elphick'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 17.8], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [91.9, 45.0], 'player': {'id': 4416, 'name': 'Max-Alain Gradel'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [101.7, 20.8], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [99.8, 16.7], 'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.4, 39.7], 'player': {'id': 20074, 'name': 'Artur Boruc'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",12cea2ad-6c92-4afa-93d9-6eb589334777,,Off T,0.1052825,Half Volley,Open Play,,,,Aston Villa,59,00:02:28.554,Shot,
,,,,,,,,,,,,,,,,0.599652,,,,,,,,,,,,d83092d1-d280-43cd-bffd-bc4f8302dec0,285,,"[96.7, 44.6]",3754262,4,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lewis Grabban,9593.0,Center Attacking Midfield,13,AFC Bournemouth,28,['bb65d166-7af2-4770-8a89-697b8dd3aff4'],59,,Right Foot,"[113.7, 40.0, 0.2]",,"[{'location': [97.4, 35.6], 'player': {'id': 4416, 'name': 'Max-Alain Gradel'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [90.7, 21.8], 'player': {'id': 11117, 'name': 'Scott Sinclair'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [114.1, 40.8], 'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.6, 45.9], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [101.4, 37.3], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.3, 46.6], 'player': {'id': 27146, 'name': 'Aly Cissokho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.9, 38.8], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.5, 43.1], 'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [93.0, 35.8], 'player': {'id': 20951, 'name': 'Jordan Lyden'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [94.4, 48.6], 'player': {'id': 42701, 'name': 'Kieran Richardson'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [103.2, 44.5], 'player': {'id': 3041, 'name': 'Ciaran Clark'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.7, 44.9], 'player': {'id': 3346, 'name': 'Joshua King'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",5c3173b2-60b2-49bd-8c9f-60cc6146ec74,,Saved,0.07588574,Normal,Open Play,,,,AFC Bournemouth,28,00:04:59.013,Shot,
,,,,,,,,,,,,,,,,0.063195,,,,,,,,,,,,93c0d15d-5e5c-4a57-820e-7ecd75f93ff2,300,,"[97.5, 46.3]",3754262,5,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Max-Alain Gradel,4416.0,Left Midfield,14,AFC Bournemouth,28,"['149b26af-32da-450a-a73d-341586e254cb', 'f74c91ef-9398-4e36-8e62-070ddc1a5471']",34,,Right Foot,"[100.3, 45.9]",True,"[{'location': [88.5, 21.8], 'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [100.4, 53.6], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [108.8, 39.9], 'player': {'id': 9593, 'name': 'Lewis Grabban'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [110.6, 35.8], 'player': {'id': 3346, 'name': 'Joshua King'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [117.5, 40.9], 'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.4, 45.7], 'player': {'id': 3041, 'name': 'Ciaran Clark'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.1, 42.8], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.9, 36.9], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.3, 19.3], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [109.0, 24.7], 'player': {'id': 27146, 'name': 'Aly Cissokho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.4, 24.0], 'player': {'id': 20951, 'name': 'Jordan Lyden'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.2, 45.9], 'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}]",,,Blocked,0.031074584,Half Volley,Open Play,,,,AFC Bournemouth,28,00:05:34.548,Shot,
,,,,,,,,,,,,,,,,0.267765,,,,,,,,,,,,45f249ee-00ba-4418-a96e-42c147ad9a79,532,,"[104.1, 27.9]",3754262,10,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Charlie Daniels,3345.0,Left Back,22,AFC Bournemouth,28,"['12106f8d-f7df-4cae-9312-9b71d331f3a5', '7f5ff13d-d1cb-4cbb-b628-3e6a2229ab2f']",35,,Left Foot,"[107.5, 31.6]",,"[{'location': [108.9, 45.1], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [108.0, 40.1], 'player': {'id': 3346, 'name': 'Joshua King'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.4, 43.7], 'player': {'id': 3343, 'name': 'Dan Gosling'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [108.1, 26.5], 'player': {'id': 9593, 'name': 'Lewis Grabban'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [115.5, 21.6], 'player': {'id': 4416, 'name': 'Max-Alain Gradel'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [99.9, 43.3], 'player': {'id': 42701, 'name': 'Kieran Richardson'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [110.8, 41.3], 'player': {'id': 27146, 'name': 'Aly Cissokho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.6, 25.9], 'player': {'id': 11117, 'name': 'Scott Sinclair'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [106.1, 29.1], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.6, 22.9], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.5, 39.0], 'player': {'id': 20951, 'name': 'Jordan Lyden'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.9, 34.0], 'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.9, 31.5], 'player': {'id': 3041, 'name': 'Ciaran Clark'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.0, 37.1], 'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Blocked,0.048393,Normal,Open Play,,,,AFC Bournemouth,28,00:10:35.179,Shot,
,,,,,,,,,,,,,,,,1.444057,,,,,,,,,,,,db9c7450-0f38-4545-895e-55ef3a607e8e,749,,"[94.1, 44.4]",3754262,14,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ashley Westwood,3583.0,Left Defensive Midfield,31,Aston Villa,59,['f80519d6-0e3a-412a-8381-084d2b32d936'],55,,Right Foot,"[120.0, 38.9, 6.7]",,"[{'location': [91.5, 29.9], 'player': {'id': 9593, 'name': 'Lewis Grabban'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [117.0, 40.1], 'player': {'id': 20074, 'name': 'Artur Boruc'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.8, 50.2], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.6, 43.6], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.7, 39.5], 'player': {'id': 9626, 'name': 'Tommy Elphick'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.1, 33.0], 'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.8, 44.2], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [96.8, 44.7], 'player': {'id': 4416, 'name': 'Max-Alain Gradel'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [99.2, 39.6], 'player': {'id': 3343, 'name': 'Dan Gosling'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.2, 31.1], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [87.9, 48.8], 'player': {'id': 3346, 'name': 'Joshua King'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [106.0, 29.8], 'player': {'id': 42701, 'name': 'Kieran Richardson'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [102.3, 46.0], 'player': {'id': 11117, 'name': 'Scott Sinclair'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [105.1, 40.5], 'player': {'id': 3450, 'name': 'Jordan Ayew'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.4, 35.6], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [90.9, 57.7], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",,,Off T,0.026319666,Half Volley,Open Play,,,,Aston Villa,59,00:14:55.501,Shot,
,,,,,,,,,,,,,,,,1.362512,,,,,,,,,,,,458f3d92-4846-49c0-b360-b8745d108efb,991,,"[96.4, 46.6]",3754262,19,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Dan Gosling,3343.0,Left Defensive Midfield,42,AFC Bournemouth,28,['dd1572a5-fa2d-46e5-8f2f-dedc9cd3a366'],58,,Right Foot,"[120.0, 35.1, 0.2]",,"[{'location': [94.9, 23.3], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.2, 29.4], 'player': {'id': 11117, 'name': 'Scott Sinclair'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [106.1, 39.2], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.4, 37.6], 'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [96.6, 38.9], 'player': {'id': 20951, 'name': 'Jordan Lyden'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.9, 44.9], 'player': {'id': 3041, 'name': 'Ciaran Clark'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.3, 46.3], 'player': {'id': 27146, 'name': 'Aly Cissokho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [94.3, 43.8], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [94.2, 51.2], 'player': {'id': 42701, 'name': 'Kieran Richardson'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [100.3, 25.9], 'player': {'id': 4416, 'name': 'Max-Alain Gradel'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [92.8, 38.3], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [105.3, 38.3], 'player': {'id': 9593, 'name': 'Lewis Grabban'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [102.3, 46.1], 'player': {'id': 3346, 'name': 'Joshua King'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [115.2, 41.3], 'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",ba987edd-5aa9-41cf-abdd-70824a074446,,Off T,0.045352228,Normal,Open Play,,,,AFC Bournemouth,28,00:19:58.574,Shot,
,,,,,,,,,,,,,,,,1.149966,,,,,,,,,,,,5fcffe09-2277-4507-a6f0-17a3ddfa87a4,1306,,"[100.6, 28.3]",3754262,27,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kieran Richardson,42701.0,Left Midfield,61,Aston Villa,59,['954fe509-1342-44d2-80f4-5fdbe2bfad64'],54,,Left Foot,"[120.0, 44.3, 5.9]",True,"[{'location': [111.9, 23.1], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [105.4, 38.8], 'player': {'id': 20951, 'name': 'Jordan Lyden'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [100.4, 49.0], 'player': {'id': 11117, 'name': 'Scott Sinclair'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [113.0, 37.0], 'player': {'id': 3450, 'name': 'Jordan Ayew'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [116.9, 36.8], 'player': {'id': 20074, 'name': 'Artur Boruc'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.3, 47.2], 'player': {'id': 4416, 'name': 'Max-Alain Gradel'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [111.3, 15.5], 'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.1, 32.9], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.3, 25.6], 'player': {'id': 3343, 'name': 'Dan Gosling'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.4, 33.3], 'player': {'id': 9626, 'name': 'Tommy Elphick'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.2, 48.1], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.9, 40.0], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",37068e49-8248-47a7-b20a-805651f0e99e,,Off T,0.036155682,Normal,Open Play,,,,Aston Villa,59,00:27:54.176,Shot,
,,,,,,,,,,,,,,,,0.102008,,,,,,,,,,,,cf2426cb-de7c-4b91-bcf3-d14b4148595b,1674,,"[110.1, 44.6]",3754262,37,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Tommy Elphick,9626.0,Right Center Back,74,AFC Bournemouth,28,"['08dd9b20-92a9-48d9-a0f5-46ca67b64aac', '97610347-1c02-4387-ae1a-5421f709a5c1', 'ed571e8e-95ab-4f6e-b209-ab1d0fc97778']",39,True,Head,"[110.8, 44.5]",,"[{'location': [98.7, 40.1], 'player': {'id': 4416, 'name': 'Max-Alain Gradel'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [109.3, 31.7], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [101.3, 68.1], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [105.8, 51.1], 'player': {'id': 3450, 'name': 'Jordan Ayew'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [110.3, 45.9], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.2, 44.4], 'player': {'id': 3041, 'name': 'Ciaran Clark'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.8, 45.5], 'player': {'id': 3346, 'name': 'Joshua King'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.5, 68.1], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [105.6, 55.2], 'player': {'id': 27146, 'name': 'Aly Cissokho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.7, 49.0], 'player': {'id': 20951, 'name': 'Jordan Lyden'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.2, 43.5], 'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.4, 50.8], 'player': {'id': 9593, 'name': 'Lewis Grabban'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [111.1, 38.2], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.0, 41.5], 'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",a67ed7e4-82e9-4add-9e83-8954d3437bad,,Blocked,0.04777041,Normal,Open Play,,,,AFC Bournemouth,28,00:37:39.160,Shot,True
,,,,,,,,,,,,,,,,0.666699,,,,,,,,,,,,56e1fb3e-a209-44be-bc8c-fea80a2a0f7d,1703,,"[109.8, 42.2]",3754262,39,,,True,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Joshua King,3346.0,Center Forward,78,AFC Bournemouth,28,['763eb8fa-1975-434b-874b-9b9d91330e02'],8,,Right Foot,"[116.3, 0.1]",True,"[{'location': [99.9, 35.9], 'player': {'id': 4416, 'name': 'Max-Alain Gradel'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [109.5, 40.0], 'player': {'id': 9626, 'name': 'Tommy Elphick'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [110.5, 34.5], 'player': {'id': 11117, 'name': 'Scott Sinclair'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [112.4, 38.5], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.1, 41.6], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.2, 45.2], 'player': {'id': 27146, 'name': 'Aly Cissokho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.8, 41.6], 'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.0, 46.9], 'player': {'id': 3343, 'name': 'Dan Gosling'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [110.9, 47.2], 'player': {'id': 20951, 'name': 'Jordan Lyden'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.0, 41.3], 'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.9, 63.6], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [111.6, 64.1], 'player': {'id': 42701, 'name': 'Kieran Richardson'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [114.0, 46.0], 'player': {'id': 3041, 'name': 'Ciaran Clark'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.5, 48.3], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [113.8, 47.1], 'player': {'id': 9593, 'name': 'Lewis Grabban'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [107.6, 72.0], 'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [110.6, 71.0], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",3cc5f620-e215-4913-b536-15091775e55b,,Wayward,0.06461911,Overhead Kick,Open Play,,,,AFC Bournemouth,28,00:39:08.060,Shot,
