50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.053239,,,,,,,,,,,,9bf08760-34f5-4e25-9f2e-3d765e83ea65,1181,,"[101.8, 54.9]",3879593,24,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Franco Damián Vázquez,6719.0,Center Attacking Midfield,58,Palermo,2256,"['60a74fcd-057c-483b-923e-2f474981e829', '7967e7aa-f2d9-4efc-b462-20ca90b7f9e1', '7af3d1bc-02e9-45a0-8509-6cfdbdf16d63']",30,,Left Foot,"[102.4, 54.1]",,"[{'location': [117.3, 40.4], 'player': {'id': 7028, 'name': 'José Manuel Reina Páez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.1, 47.3], 'player': {'id': 10736, 'name': 'Vlad Iulian Chiricheș'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.6, 44.8], 'player': {'id': 7030, 'name': 'Raúl Albiol i Tortajada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.9, 53.4], 'player': {'id': 8876, 'name': 'Faouzi Ghoulam'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.7, 53.7], 'player': {'id': 6754, 'name': 'David López Silva'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [100.7, 46.1], 'player': {'id': 7024, 'name': 'Jorge Luiz Frello Filho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.3, 23.4], 'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [109.2, 37.8], 'player': {'id': 7031, 'name': 'Elseid Hysaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [91.7, 50.9], 'player': {'id': 25954, 'name': 'Enzo Maresca'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [99.2, 18.3], 'player': {'id': 10032, 'name': 'Achraf Lazaar'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [111.9, 42.3], 'player': {'id': 40350, 'name': 'Siniša Anđelković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [109.9, 41.3], 'player': {'id': 7461, 'name': 'Luca Rigoni'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [91.8, 38.7], 'player': {'id': 30769, 'name': 'Andrea Rispoli'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}]",,Blocked,,0.02335132,Half Volley,Open Play,,,,Palermo,2256,00:24:30.733,Shot,True
,,,,,,,,,,,,,,,,,,0.684143,,,,,,,,,,,,f3df574d-e9a7-4951-b067-95d69203b380,1718,,"[110.5, 22.7]",3879593,34,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lorenzo Insigne,7037.0,Left Wing,83,Napoli,227,['8e3d8253-ba2e-4b01-8cbd-0cf925bc0474'],53,,Left Foot,"[117.3, 36.3, 1.7]",,"[{'location': [106.8, 11.9], 'player': {'id': 8876, 'name': 'Faouzi Ghoulam'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [112.4, 38.8], 'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [110.3, 39.5], 'player': {'id': 40350, 'name': 'Siniša Anđelković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.3, 42.7], 'player': {'id': 10032, 'name': 'Achraf Lazaar'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [112.2, 31.5], 'player': {'id': 24061, 'name': 'Aljaž Struna'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.7, 26.3], 'player': {'id': 30769, 'name': 'Andrea Rispoli'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [107.4, 24.4], 'player': {'id': 7461, 'name': 'Luca Rigoni'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [97.7, 48.8], 'player': {'id': 5605, 'name': 'Oscar Hiljemark'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.7, 29.8], 'player': {'id': 25954, 'name': 'Enzo Maresca'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [117.7, 37.0], 'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.7, 36.3], 'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.5, 39.8], 'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [105.1, 42.6], 'player': {'id': 6754, 'name': 'David López Silva'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",78e36325-25a3-4038-878a-9a551fdea423,Saved,,0.01597077,Normal,Open Play,,,,Napoli,227,00:34:53.607,Shot,
,,,,,,,,,,,,,,,,,,0.519073,,,,,,,,,,,,0c6c71fb-8fcd-4b1f-a4e5-9bf093e1b9f9,1829,,"[107.0, 25.2]",3879593,37,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Lorenzo Insigne,7037.0,Left Wing,89,Napoli,227,['e437fff4-f40f-4db6-a77e-5193fdcd2e98'],19,,Left Foot,"[115.2, 36.5, 0.3]",True,"[{'location': [116.1, 36.4], 'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.2, 42.7], 'player': {'id': 40350, 'name': 'Siniša Anđelković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.7, 27.3], 'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [88.5, 51.5], 'player': {'id': 10032, 'name': 'Achraf Lazaar'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [93.5, 28.9], 'player': {'id': 25954, 'name': 'Enzo Maresca'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [96.3, 17.2], 'player': {'id': 30769, 'name': 'Andrea Rispoli'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [92.3, 23.0], 'player': {'id': 24061, 'name': 'Aljaž Struna'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.1, 48.4], 'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [94.8, 32.5], 'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",4a9113b7-0482-4cb3-9210-883f8dfc6e43,Saved to Post,True,0.07003598,Normal,Open Play,,,,Napoli,227,00:37:19.080,Shot,
,,,,,,,,,,,,,,,,,,0.827648,,,,,,,,,,,,8935cf60-6c4e-4444-8990-f9747f2dcef3,1876,,"[93.5, 48.2]",3879593,38,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gonzalo Gerardo Higuaín,5497.0,Center Forward,91,Napoli,227,['1341ae46-9097-4585-87f1-29513f173bd4'],29,,Right Foot,"[120.0, 36.8, 0.3]",,"[{'location': [96.7, 34.6], 'player': {'id': 24061, 'name': 'Aljaž Struna'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.7, 37.6], 'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [96.1, 30.5], 'player': {'id': 30769, 'name': 'Andrea Rispoli'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [90.6, 43.8], 'player': {'id': 7461, 'name': 'Luca Rigoni'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.0, 51.3], 'player': {'id': 40350, 'name': 'Siniša Anđelković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.9, 46.1], 'player': {'id': 25954, 'name': 'Enzo Maresca'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [91.5, 53.5], 'player': {'id': 10032, 'name': 'Achraf Lazaar'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [114.4, 41.8], 'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.3, 57.4], 'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",8ca8647f-3ef9-4939-930b-1a40c0723947,Goal,,0.04181213,Normal,Open Play,,,,Napoli,227,00:38:29.474,Shot,
,,,,,,,,,,,,,,,,,,0.3798,,,,,,,,,,,,fdd4ca7c-c986-4f91-a40f-15bec8c6a3c2,2008,,"[100.9, 43.7]",3879593,41,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andrea Rispoli,30769.0,Right Wing Back,96,Palermo,2256,['a7c770df-93d0-4b17-bdbf-19d7dd0b05e3'],35,,Right Foot,"[106.1, 38.3]",True,"[{'location': [111.3, 14.1], 'player': {'id': 5605, 'name': 'Oscar Hiljemark'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [118.3, 40.9], 'player': {'id': 7028, 'name': 'José Manuel Reina Páez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.2, 42.6], 'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [98.4, 32.7], 'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.5, 45.3], 'player': {'id': 8876, 'name': 'Faouzi Ghoulam'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.5, 33.5], 'player': {'id': 7024, 'name': 'Jorge Luiz Frello Filho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [110.0, 41.1], 'player': {'id': 10736, 'name': 'Vlad Iulian Chiricheș'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.8, 32.2], 'player': {'id': 7030, 'name': 'Raúl Albiol i Tortajada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 18.9], 'player': {'id': 6754, 'name': 'David López Silva'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.6, 19.3], 'player': {'id': 7031, 'name': 'Elseid Hysaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.1, 42.0], 'player': {'id': 7461, 'name': 'Luca Rigoni'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [109.7, 37.0], 'player': {'id': 38389, 'name': 'Alberto Gilardino'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.5, 13.4], 'player': {'id': 6719, 'name': 'Franco Damián Vázquez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [99.3, 4.5], 'player': {'id': 10032, 'name': 'Achraf Lazaar'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [94.6, 36.2], 'player': {'id': 25954, 'name': 'Enzo Maresca'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}]",4f4a1d4b-3651-4628-b438-ac491fc6505d,Wayward,,0.052933645,Volley,Open Play,,,,Palermo,2256,00:41:35.733,Shot,
,,,,,,,,,,,,,,,,,,0.894592,,,,,,,,,,,,ec02733b-6edc-4b84-b251-444b6d6442c3,2233,,"[98.8, 41.0]",3879593,44,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gonzalo Gerardo Higuaín,5497.0,Center Forward,99,Napoli,227,['4dd45484-d8eb-459b-b1b3-fdb15b4727c2'],31,,Right Foot,"[117.1, 43.0, 0.4]",,"[{'location': [97.2, 38.9], 'player': {'id': 24061, 'name': 'Aljaž Struna'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.0, 40.2], 'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.7, 52.2], 'player': {'id': 40350, 'name': 'Siniša Anđelković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.7, 41.0], 'player': {'id': 30769, 'name': 'Andrea Rispoli'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [94.1, 67.7], 'player': {'id': 10032, 'name': 'Achraf Lazaar'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [105.3, 45.9], 'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [99.9, 44.0], 'player': {'id': 25954, 'name': 'Enzo Maresca'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [93.2, 59.1], 'player': {'id': 5605, 'name': 'Oscar Hiljemark'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [93.2, 41.6], 'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [91.7, 66.9], 'player': {'id': 7031, 'name': 'Elseid Hysaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [101.2, 58.1], 'player': {'id': 6754, 'name': 'David López Silva'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [104.4, 50.9], 'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",f50e5135-14a0-41c5-967b-7ac1c6215473,Saved,,0.063775115,Normal,Open Play,,,,Napoli,227,00:44:31.961,Shot,
,,,,,,,,,,,,,,,,,,0.155859,,,,,,,,,,,,89398f7c-f3d8-4da5-9cf9-a7409ad127d8,2271,,"[97.3, 26.9]",3879593,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Marek Hamšík,7025.0,Left Center Midfield,100,Napoli,227,"['76581662-510e-4809-a25d-afc37adb04ce', 'f404fa4e-e759-44c6-bb58-7da68ea7dee1']",35,,Left Foot,"[99.9, 28.8]",,"[{'location': [99.9, 54.8], 'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [100.4, 43.5], 'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [96.7, 26.0], 'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [97.2, 55.5], 'player': {'id': 10032, 'name': 'Achraf Lazaar'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [96.1, 34.4], 'player': {'id': 25954, 'name': 'Enzo Maresca'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.7, 45.3], 'player': {'id': 40350, 'name': 'Siniša Anđelković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.7, 38.2], 'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [100.5, 28.3], 'player': {'id': 30769, 'name': 'Andrea Rispoli'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [116.4, 38.5], 'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.6, 29.3], 'player': {'id': 24061, 'name': 'Aljaž Struna'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [91.5, 26.8], 'player': {'id': 7461, 'name': 'Luca Rigoni'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",697a58a4-3310-4d43-a245-baa01d77cd02,Blocked,,0.024625065,Normal,Open Play,,,,Napoli,227,00:00:35.548,Shot,
,,,,,,,,,,,,,,,,,,0.19488,,,,,,,,,,,,e86daadf-d29a-46f7-a5dd-3dc89c7289f1,2310,,"[98.3, 43.6]",3879593,46,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Franco Damián Vázquez,6719.0,Center Attacking Midfield,104,Palermo,2256,"['4671a631-9371-4b70-b0d5-856802672b5b', 'b37c551e-bdde-48d4-89e1-c69ef027477a']",26,,Left Foot,"[101.1, 42.8]",True,"[{'location': [117.7, 40.5], 'player': {'id': 7028, 'name': 'José Manuel Reina Páez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.9, 46.1], 'player': {'id': 8876, 'name': 'Faouzi Ghoulam'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.1, 42.3], 'player': {'id': 10736, 'name': 'Vlad Iulian Chiricheș'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.5, 36.1], 'player': {'id': 7030, 'name': 'Raúl Albiol i Tortajada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.6, 30.3], 'player': {'id': 7031, 'name': 'Elseid Hysaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.6, 44.2], 'player': {'id': 7024, 'name': 'Jorge Luiz Frello Filho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [94.0, 36.7], 'player': {'id': 6754, 'name': 'David López Silva'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [93.0, 34.6], 'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [97.2, 24.2], 'player': {'id': 10032, 'name': 'Achraf Lazaar'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [92.8, 39.0], 'player': {'id': 5605, 'name': 'Oscar Hiljemark'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [92.6, 65.4], 'player': {'id': 7461, 'name': 'Luca Rigoni'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [99.1, 42.6], 'player': {'id': 38389, 'name': 'Alberto Gilardino'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",17da9518-2204-48f5-a5e1-5df8ea739981,Blocked,,0.060799822,Normal,Open Play,,,,Palermo,2256,00:01:26.966,Shot,
,,,,,,,,,,,,,,,,,,0.915435,,,,,,,,,,,,ca19d474-97c3-4fd3-9740-5623610f721a,2320,,"[114.3, 44.4]",3879593,46,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Alberto Gilardino,38389.0,Center Forward,105,Palermo,2256,"['1b9b52f4-f81d-4959-9c35-19b85b21b30f', '5976f1bf-508b-4c7b-814a-1e956c6895ee']",55,True,Head,"[120.0, 39.6, 3.7]",,"[{'location': [118.5, 41.0], 'player': {'id': 7028, 'name': 'José Manuel Reina Páez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [118.7, 42.9], 'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [114.5, 49.8], 'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.2, 43.6], 'player': {'id': 7031, 'name': 'Elseid Hysaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.3, 42.5], 'player': {'id': 10736, 'name': 'Vlad Iulian Chiricheș'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.0, 43.0], 'player': {'id': 7024, 'name': 'Jorge Luiz Frello Filho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [112.2, 38.9], 'player': {'id': 7030, 'name': 'Raúl Albiol i Tortajada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.6, 34.8], 'player': {'id': 8876, 'name': 'Faouzi Ghoulam'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.8, 37.6], 'player': {'id': 6754, 'name': 'David López Silva'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.2, 44.6], 'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [107.0, 31.2], 'player': {'id': 24061, 'name': 'Aljaž Struna'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [109.4, 42.1], 'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [107.4, 31.9], 'player': {'id': 40350, 'name': 'Siniša Anđelković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [115.9, 40.0], 'player': {'id': 7461, 'name': 'Luca Rigoni'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [114.4, 44.1], 'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}]",06e44346-ba95-4f76-addf-e028b7dc9348,Off T,,0.12514995,Normal,Open Play,,,,Palermo,2256,00:01:55.675,Shot,True
,,,,,,,,,,,,,,,,,,0.527245,,,,,,,,,,,,16335ad3-89aa-4294-9f28-53716363a23f,2533,,"[101.0, 38.4]",3879593,50,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Marek Hamšík,7025.0,Left Center Midfield,115,Napoli,227,['be7c41e9-ecb7-45d4-b8e2-b078d9508ed2'],19,,Left Foot,"[114.7, 38.8, 0.3]",,"[{'location': [115.0, 39.3], 'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.5, 61.9], 'player': {'id': 10032, 'name': 'Achraf Lazaar'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [98.3, 39.9], 'player': {'id': 7461, 'name': 'Luca Rigoni'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.5, 41.8], 'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [105.7, 44.1], 'player': {'id': 40350, 'name': 'Siniša Anđelković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.7, 43.3], 'player': {'id': 24061, 'name': 'Aljaž Struna'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.4, 34.1], 'player': {'id': 30769, 'name': 'Andrea Rispoli'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [104.3, 48.3], 'player': {'id': 6754, 'name': 'David López Silva'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [106.0, 43.6], 'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.5, 31.5], 'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",bc8ef49c-e67b-466c-91e6-6a754612f448,Saved,,0.20519279,Normal,Open Play,,,,Napoli,227,00:05:19.521,Shot,
