50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.189318,,,,,,,,,,,,,,f2bc57ab-1a6d-457a-b67a-42565ff65f3d,1178,,"[104.9, 44.2]",3775585,37,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Inessa Kaagman,15579.0,Right Defensive Midfield,80,Brighton & Hove Albion WFC,965,"['0d5a1691-252d-43bf-83dc-8fc81f248bb6', 'cdb754b0-366d-4ce9-8b54-c7ce1aff3256']",3,Right Foot,,"[109.0, 43.6]",True,"[{'location': [87.6, 56.7], 'player': {'id': 31564, 'name': 'Molly Pike'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [112.6, 37.2], 'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.8, 43.6], 'player': {'id': 19502, 'name': 'Meaghan Sargeant'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [88.3, 63.3], 'player': {'id': 32403, 'name': 'Emma Wilhelmina Koivisto'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [109.9, 49.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.2, 51.5], 'player': {'id': 36799, 'name': 'Kiera Skeels'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.8, 56.2], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.3, 42.1], 'player': {'id': 23289, 'name': 'Emily Simpkins'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [91.8, 54.7], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.9, 54.2], 'player': {'id': 25453, 'name': 'Geum-Min Lee'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [108.4, 54.6], 'player': {'id': 16393, 'name': 'Ellie Brazil'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [118.0, 42.3], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",12dd86e3-3b75-4581-9643-7cf30fb280b1,,,Blocked,0.13019751,Normal,Open Play,,,,Brighton & Hove Albion WFC,965,00:37:03.073,Shot,
,,,,,,,,,,,,,,,,0.088334,,,,,,,,,,,,,,6ef76077-4d30-44ff-bbae-57ff8c5a4ba8,1375,,"[105.3, 49.7]",3775585,42,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ellie Brazil,16393.0,Center Forward,88,Brighton & Hove Albion WFC,965,"['1bf993ff-613e-4d03-bb4d-4cb192bd5b9b', '27ab60fa-21d5-4721-af0c-8272d7f70417']",7,Right Foot,,"[107.1, 48.9]",,"[{'location': [108.5, 56.3], 'player': {'id': 25453, 'name': 'Geum-Min Lee'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [109.8, 47.9], 'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [112.2, 55.0], 'player': {'id': 32403, 'name': 'Emma Wilhelmina Koivisto'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [113.3, 35.1], 'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.4, 33.4], 'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [95.5, 65.0], 'player': {'id': 23289, 'name': 'Emily Simpkins'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [104.0, 60.6], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [90.5, 59.5], 'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [111.1, 57.1], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [117.6, 42.9], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.3, 44.9], 'player': {'id': 19502, 'name': 'Meaghan Sargeant'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.7, 48.7], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.1, 38.3], 'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.8, 52.8], 'player': {'id': 36799, 'name': 'Kiera Skeels'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.6, 32.9], 'player': {'id': 31564, 'name': 'Molly Pike'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}]",6a201e27-b21e-4ee2-8bce-b44dc551e283,,,Blocked,0.066110514,Normal,Open Play,,,,Brighton & Hove Albion WFC,965,00:42:07.882,Shot,
,,,,,,,,,,,,,,,,0.470093,,,,,,,,,,,,,,ee9aa90b-969e-48ec-a963-602ebd87ca22,1491,,"[71.9, 44.1]",3775585,45,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Victoria Williams,16395.0,Left Center Back,95,Brighton & Hove Albion WFC,965,['02a1dd51-868b-499e-aaff-7eff8eb21c7c'],34,Right Foot,,"[120.0, 21.4, 0.2]",,"[{'location': [65.4, 31.4], 'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [69.4, 49.8], 'player': {'id': 23289, 'name': 'Emily Simpkins'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [91.9, 57.3], 'player': {'id': 25453, 'name': 'Geum-Min Lee'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [84.4, 53.7], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [85.2, 42.1], 'player': {'id': 16393, 'name': 'Ellie Brazil'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [69.6, 71.2], 'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [56.9, 63.6], 'player': {'id': 22337, 'name': 'Maya Le Tissier'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [80.9, 45.9], 'player': {'id': 31564, 'name': 'Molly Pike'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [91.0, 49.5], 'player': {'id': 36799, 'name': 'Kiera Skeels'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [118.8, 40.3], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [83.0, 21.6], 'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [61.7, 44.6], 'player': {'id': 31527, 'name': 'Ebony Salmon'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [61.3, 51.3], 'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [77.0, 47.9], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [83.4, 62.9], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [92.0, 42.1], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [87.6, 33.9], 'player': {'id': 19502, 'name': 'Meaghan Sargeant'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",8b3bf5c4-92fc-4930-baf5-80891eb62e73,,,Off T,0.0050044563,Normal,Open Play,,,,Brighton & Hove Albion WFC,965,00:45:34.442,Shot,
,,,,,,,,,,,,,,,,1.327867,,,,,,,,,,,,,,b18df4cb-a3ba-45bf-8936-f7b74fc198c6,1720,,"[101.1, 48.1]",3775585,50,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Inessa Kaagman,15579.0,Right Defensive Midfield,112,Brighton & Hove Albion WFC,965,['15348d2c-2d33-40b5-997a-7a494a1f2323'],8,Left Foot,,"[120.0, 36.9, 3.5]",True,"[{'location': [111.6, 36.2], 'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.7, 41.3], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.6, 57.5], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.1, 57.5], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.8, 49.4], 'player': {'id': 36799, 'name': 'Kiera Skeels'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [92.7, 34.3], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [109.9, 46.3], 'player': {'id': 19502, 'name': 'Meaghan Sargeant'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.2, 43.1], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.3, 29.2], 'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [107.2, 39.2], 'player': {'id': 23289, 'name': 'Emily Simpkins'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [106.2, 49.5], 'player': {'id': 25453, 'name': 'Geum-Min Lee'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [107.2, 53.7], 'player': {'id': 32403, 'name': 'Emma Wilhelmina Koivisto'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [109.2, 63.3], 'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.5, 53.7], 'player': {'id': 16393, 'name': 'Ellie Brazil'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",3be90a5b-25ce-4204-8333-3cf978c46c01,,,Off T,0.082103536,Normal,Open Play,,,,Brighton & Hove Albion WFC,965,00:05:08.812,Shot,
,,,,,,,,,,,,,,,,0.501688,,,,,,,,,,,,,,2cf6e565-34db-4d7e-b3b8-3529ef5ec3e8,1735,,"[112.5, 44.1]",3775585,51,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Emma Wilhelmina Koivisto,32403.0,Right Back,114,Brighton & Hove Albion WFC,965,['39271953-2796-42d4-9867-52d4ea119d80'],3,Right Foot,,"[113.7, 36.6]",True,"[{'location': [118.7, 40.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.9, 46.0], 'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [111.4, 41.0], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.7, 20.0], 'player': {'id': 36799, 'name': 'Kiera Skeels'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [95.8, 15.7], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [108.3, 33.5], 'player': {'id': 19502, 'name': 'Meaghan Sargeant'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.4, 31.2], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.1, 39.9], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.2, 40.5], 'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.4, 35.2], 'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",e1515bb0-3b14-4609-a4c8-f09279932091,,,Wayward,0.31221783,Half Volley,Open Play,,,,Brighton & Hove Albion WFC,965,00:06:03.781,Shot,
,,,,,,,,,,,,,,,,0.333955,,,,,,,,,,,,,,46b5e8da-fa7c-480b-b4ae-67daa7271aed,1740,,"[115.9, 32.4]",3775585,51,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Geum-Min Lee,25453.0,Center Attacking Midfield,114,Brighton & Hove Albion WFC,965,"['ac095313-11e5-4782-a832-a3911a7c1d48', 'fd9627eb-7c30-40fd-b4de-c2129dfce745']",5,Right Foot,,"[120.0, 37.9, 0.4]",True,"[{'location': [99.4, 17.5], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [116.5, 44.1], 'player': {'id': 32403, 'name': 'Emma Wilhelmina Koivisto'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [111.2, 37.3], 'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.2, 19.1], 'player': {'id': 16393, 'name': 'Ellie Brazil'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [114.4, 48.9], 'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [118.4, 36.8], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.8, 33.5], 'player': {'id': 19502, 'name': 'Meaghan Sargeant'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.1, 30.2], 'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.3, 38.5], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.5, 38.2], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.0, 24.6], 'player': {'id': 36799, 'name': 'Kiera Skeels'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}]",,,,Goal,0.2229836,Normal,Open Play,,,,Brighton & Hove Albion WFC,965,00:06:05.573,Shot,True
,,,,,,,,,,,,,,,,1.550005,,,,,,,,,,,,,,ed7ee48d-d8c3-4fcf-a116-e974d7ffbc4d,1834,,"[89.4, 33.2]",3775585,56,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Molly Pike,31564.0,Center Attacking Midfield,124,Bristol City WFC,973,['99b8e436-f741-4217-9682-9c8a28edabdb'],59,Right Foot,,"[120.0, 42.5, 3.9]",,"[{'location': [86.5, 32.2], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [98.6, 39.8], 'player': {'id': 46738, 'name': 'Emma Bissell'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [97.7, 31.7], 'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [97.7, 32.5], 'player': {'id': 22337, 'name': 'Maya Le Tissier'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.7, 33.5], 'player': {'id': 25453, 'name': 'Geum-Min Lee'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [97.5, 35.1], 'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [102.3, 38.8], 'player': {'id': 23289, 'name': 'Emily Simpkins'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.6, 46.4], 'player': {'id': 32403, 'name': 'Emma Wilhelmina Koivisto'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.4, 47.7], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [102.2, 48.8], 'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.5, 49.8], 'player': {'id': 16393, 'name': 'Ellie Brazil'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [103.1, 51.5], 'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.6, 38.5], 'player': {'id': 24370, 'name': 'Cecilie Fiskerstrand'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.5, 46.6], 'player': {'id': 36801, 'name': 'Aimee Palmer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [102.0, 47.0], 'player': {'id': 36799, 'name': 'Kiera Skeels'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [102.5, 50.4], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.2, 52.9], 'player': {'id': 23412, 'name': 'Abigail Harrison'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.4, 54.6], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [95.9, 48.0], 'player': {'id': 31527, 'name': 'Ebony Salmon'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,,,Off T,0.02314846,Normal,Free Kick,,,,Bristol City WFC,973,00:11:59.383,Shot,
,,,,,,,,,,,,,,,,1.046175,,,,,,,,,,,,,,e9ee5b81-481a-4522-98bf-f8ff55756f42,1849,,"[114.3, 23.2]",3775585,57,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Inessa Kaagman,15579.0,Right Defensive Midfield,125,Brighton & Hove Albion WFC,965,"['121ec01b-1954-473f-ad78-2310725de126', 'e3c2e586-f401-4f83-be18-146e90bb4a86']",51,Left Foot,,"[120.0, 35.8, 2.3]",,"[{'location': [94.8, 19.2], 'player': {'id': 46738, 'name': 'Emma Bissell'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.7, 27.8], 'player': {'id': 19502, 'name': 'Meaghan Sargeant'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.6, 24.7], 'player': {'id': 16393, 'name': 'Ellie Brazil'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [119.1, 36.6], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.3, 31.4], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.5, 24.1], 'player': {'id': 36799, 'name': 'Kiera Skeels'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}]",5f9d6e14-06a7-4059-bd01-b279814e6dd2,True,,Off T,0.013787907,Normal,Open Play,,,,Brighton & Hove Albion WFC,965,00:12:51.739,Shot,True
,,,,,,,,,,,,,,,,0.093539,,,,,,,,,,,,,,daa9e061-7a1f-4cf1-a0f0-ebc696c667ca,1918,,"[103.6, 26.0]",3775585,60,,,,,,,,,,,,,,,,,,,,,2,From Counter,Ebony Salmon,31527.0,Left Wing,132,Bristol City WFC,973,"['1451276c-4bf0-4538-9c94-3c39af114b71', 'eb377cc2-ab53-471c-b75a-b7b214336f0b']",14,Right Foot,,"[105.2, 27.3]",,"[{'location': [110.2, 41.8], 'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.3, 34.6], 'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.6, 38.1], 'player': {'id': 31564, 'name': 'Molly Pike'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [109.2, 41.6], 'player': {'id': 23412, 'name': 'Abigail Harrison'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.2, 47.9], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [100.3, 21.2], 'player': {'id': 46738, 'name': 'Emma Bissell'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [116.9, 37.1], 'player': {'id': 24370, 'name': 'Cecilie Fiskerstrand'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [82.1, 53.3], 'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.3, 25.7], 'player': {'id': 23289, 'name': 'Emily Simpkins'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.8, 24.8], 'player': {'id': 32403, 'name': 'Emma Wilhelmina Koivisto'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.7, 27.7], 'player': {'id': 22337, 'name': 'Maya Le Tissier'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.6, 33.6], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}]",5073a997-ae05-4d7d-a0a0-6d8c118809e0,,,Blocked,0.031720426,Normal,Open Play,,,,Bristol City WFC,973,00:15:14.152,Shot,
,,,,,,,,,,,,,,,,0.241587,,,,,,,,,,,,,,4644f8ad-0392-4148-8e60-7cd40575150b,1930,,"[118.6, 36.0]",3775585,60,,,,,,,,,,,,,,,,,,,,,2,From Counter,Abigail Harrison,23412.0,Center Forward,132,Bristol City WFC,973,['268fa784-ecff-4734-821f-d07de9992676'],25,Right Foot,,"[120.0, 36.6, 0.8]",True,"[{'location': [106.7, 45.5], 'player': {'id': 31564, 'name': 'Molly Pike'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [110.9, 52.6], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [97.1, 57.6], 'player': {'id': 36799, 'name': 'Kiera Skeels'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [103.6, 44.3], 'player': {'id': 23289, 'name': 'Emily Simpkins'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [117.3, 36.7], 'player': {'id': 22337, 'name': 'Maya Le Tissier'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.6, 49.6], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [107.2, 56.8], 'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.6, 36.7], 'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.6, 43.1], 'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.7, 30.9], 'player': {'id': 46738, 'name': 'Emma Bissell'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [119.9, 38.7], 'player': {'id': 24370, 'name': 'Cecilie Fiskerstrand'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",1ff42206-3084-44d7-a8d1-f75b46756d59,,True,Goal,0.5128374,Volley,Open Play,,,,Bristol City WFC,973,00:15:25.294,Shot,
