50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.202198,,,,,,,,,,,9558a54b-c03b-4f15-a250-8e42b00cdb93,93,,,"[87.0, 37.8]",3775623,2,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rianna Jarrett,46716.0,Center Forward,10,Brighton & Hove Albion WFC,965,['0acbc49e-5327-4fad-b381-7c560cce91f1'],39,,Right Foot,"[120.0, 33.8, 0.6]",,,"[{'location': [84.9, 23.6], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.6, 38.8], 'player': {'id': 42787, 'name': 'Mackenzie Arnold'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [81.4, 49.3], 'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [69.2, 57.0], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [81.6, 22.3], 'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [81.5, 38.0], 'player': {'id': 5084, 'name': ""Denise O'Sullivan""}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [68.4, 33.8], 'player': {'id': 23289, 'name': 'Emily Simpkins'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [96.7, 45.7], 'player': {'id': 34232, 'name': 'Grace Fisk'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.5, 36.1], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [88.0, 19.3], 'player': {'id': 5058, 'name': 'Rachel Daly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [80.5, 37.0], 'player': {'id': 8297, 'name': 'Adriana Kristina Leon'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [80.1, 41.8], 'player': {'id': 24403, 'name': 'Katerina Svitková'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",,,Off T,0.024698505,Normal,Open Play,,,,Brighton & Hove Albion WFC,965,00:02:39.213,Shot,
,,,,,,,,,,,,,,,,,,1.053669,,,,,,,,,,,e6d891b8-4e02-4cc1-9f30-8349b44630af,211,,,"[102.9, 44.0]",3775623,6,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Aileen Whelan,16374.0,Right Wing,18,Brighton & Hove Albion WFC,965,['b5eec4c4-8001-4a28-9eb8-b5dac1d5c75b'],27,,Left Foot,"[118.8, 37.8, 1.8]",True,,"[{'location': [99.6, 44.2], 'player': {'id': 8297, 'name': 'Adriana Kristina Leon'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.7, 37.7], 'player': {'id': 42787, 'name': 'Mackenzie Arnold'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.1, 23.4], 'player': {'id': 5058, 'name': 'Rachel Daly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.7, 19.8], 'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [95.2, 2.8], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [103.2, 30.7], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.1, 41.0], 'player': {'id': 34232, 'name': 'Grace Fisk'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.3, 43.2], 'player': {'id': 31556, 'name': 'Laura Vetterlein'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [88.7, 23.5], 'player': {'id': 24403, 'name': 'Katerina Svitková'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [91.9, 9.9], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [88.8, 48.5], 'player': {'id': 22337, 'name': 'Maya Le Tissier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [89.4, 2.3], 'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [87.8, 23.8], 'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.5, 20.7], 'player': {'id': 23289, 'name': 'Emily Simpkins'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [99.8, 31.1], 'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [99.5, 19.9], 'player': {'id': 5084, 'name': ""Denise O'Sullivan""}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [104.9, 40.7], 'player': {'id': 46716, 'name': 'Rianna Jarrett'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Saved,0.12789112,Normal,Open Play,,,,Brighton & Hove Albion WFC,965,00:06:27.437,Shot,
,,,,,,,,,,,,,,,,,,0.474021,,,,,,,,,,,7be308e0-0702-4cd6-9927-10c530116065,374,,,"[103.4, 47.4]",3775623,11,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alisha Lehmann,18153.0,Right Wing,31,West Ham United LFC,972,"['1523c092-d3da-4c58-8fb5-8663ff397f04', '77d1a8f6-de15-4233-852f-47fb69d4f102', 'cd5f4921-8726-48e4-8985-d4f35c7db5f9']",2,,Right Foot,"[109.0, 44.4]",,,"[{'location': [90.0, 40.6], 'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.1, 51.8], 'player': {'id': 5084, 'name': ""Denise O'Sullivan""}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [105.2, 47.5], 'player': {'id': 23289, 'name': 'Emily Simpkins'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.1, 53.4], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [106.1, 62.6], 'player': {'id': 31558, 'name': 'Martha Thomas'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [88.2, 27.2], 'player': {'id': 31556, 'name': 'Laura Vetterlein'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [117.9, 42.3], 'player': {'id': 24370, 'name': 'Cecilie Fiskerstrand'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.5, 40.7], 'player': {'id': 8297, 'name': 'Adriana Kristina Leon'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [109.7, 47.7], 'player': {'id': 24403, 'name': 'Katerina Svitková'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [103.0, 39.5], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [109.2, 44.7], 'player': {'id': 20034, 'name': 'Danielle Buet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.5, 50.0], 'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.1, 46.7], 'player': {'id': 22337, 'name': 'Maya Le Tissier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.9, 61.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",18a41a66-49a4-4952-a5dd-a96006621172,,Blocked,0.06387908,Normal,Open Play,,,,West Ham United LFC,972,00:11:02.080,Shot,True
,,,,,,,,,,,,,,,,,,2.782956,,,,,,,,,,,f0cea4a1-95fc-4e0e-a0b8-8ec6d029b11c,457,,,"[102.0, 45.4]",3775623,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Emily Louise van Egmond,5076.0,Right Center Midfield,40,West Ham United LFC,972,['31a572bd-8a1e-45b5-b6f9-880436432a8e'],15,,Right Foot,"[120.0, 37.8, 4.5]",,,"[{'location': [96.4, 46.9], 'player': {'id': 24403, 'name': 'Katerina Svitková'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [105.7, 38.0], 'player': {'id': 8297, 'name': 'Adriana Kristina Leon'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [89.0, 19.2], 'player': {'id': 31556, 'name': 'Laura Vetterlein'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [102.1, 60.2], 'player': {'id': 31558, 'name': 'Martha Thomas'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [117.0, 40.9], 'player': {'id': 24370, 'name': 'Cecilie Fiskerstrand'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.9, 40.2], 'player': {'id': 22337, 'name': 'Maya Le Tissier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.9, 45.4], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.1, 54.6], 'player': {'id': 20034, 'name': 'Danielle Buet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.7, 50.0], 'player': {'id': 5084, 'name': ""Denise O'Sullivan""}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [98.9, 57.3], 'player': {'id': 23289, 'name': 'Emily Simpkins'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [91.4, 50.3], 'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.5, 76.0], 'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.0, 74.2], 'player': {'id': 34232, 'name': 'Grace Fisk'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [104.8, 27.4], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",f4e33f6b-ebf8-4e49-85ff-54f467813134,,Off T,0.053720918,Half Volley,Open Play,,,,West Ham United LFC,972,00:14:15.014,Shot,
,,,,,,,,,,,,,,,,,,0.965884,,,,,,,,,,,c62a313b-9324-4452-8bfd-2e3a97a7974b,545,,,"[102.2, 56.3]",3775623,15,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Emily Louise van Egmond,5076.0,Right Center Midfield,43,West Ham United LFC,972,['7410ad45-b5d9-4c65-b2b7-9e55c959968c'],54,,Right Foot,"[120.0, 45.8, 1.0]",True,,"[{'location': [116.7, 42.5], 'player': {'id': 24370, 'name': 'Cecilie Fiskerstrand'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.1, 61.9], 'player': {'id': 24403, 'name': 'Katerina Svitková'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [77.4, 68.4], 'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [78.1, 51.4], 'player': {'id': 5084, 'name': ""Denise O'Sullivan""}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [91.1, 59.6], 'player': {'id': 23289, 'name': 'Emily Simpkins'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [76.3, 24.6], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.1, 58.5], 'player': {'id': 20034, 'name': 'Danielle Buet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.5, 43.6], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.5, 35.6], 'player': {'id': 22337, 'name': 'Maya Le Tissier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.3, 66.4], 'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.4, 60.3], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [96.1, 30.4], 'player': {'id': 8297, 'name': 'Adriana Kristina Leon'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [100.4, 39.1], 'player': {'id': 31558, 'name': 'Martha Thomas'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Off T,0.045823608,Normal,Open Play,,,,West Ham United LFC,972,00:15:54.408,Shot,
,,,,,,,,,,,,,,,,,,0.25103,,,,,,,,,,,b69f6574-22f9-4f60-b742-cab653f4cadd,559,,,"[95.8, 40.2]",3775623,16,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Martha Thomas,31558.0,Center Forward,45,West Ham United LFC,972,['9d279bd9-8033-4be7-a030-bb83d6b63a6a'],32,,Right Foot,"[102.3, 40.3, 1.6]",True,,"[{'location': [87.4, 22.9], 'player': {'id': 22337, 'name': 'Maya Le Tissier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [83.8, 45.7], 'player': {'id': 20034, 'name': 'Danielle Buet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [74.9, 38.4], 'player': {'id': 23289, 'name': 'Emily Simpkins'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [93.4, 39.9], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [80.6, 20.2], 'player': {'id': 8297, 'name': 'Adriana Kristina Leon'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.5, 40.3], 'player': {'id': 24370, 'name': 'Cecilie Fiskerstrand'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",9eb5369d-8376-4f2d-b67d-9d29ac385b80,,Saved,0.1508058,Half Volley,Open Play,,,,West Ham United LFC,972,00:16:32.981,Shot,
,,,,,,,,,,,,,,,,,,0.085547,,,,,,,,,,,b5de7985-6277-4608-9b94-ab4c7e969cc3,652,,,"[97.3, 44.9]",3775623,19,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kayleigh Green,16400.0,Left Wing,54,Brighton & Hove Albion WFC,965,"['44357275-5c44-435b-8d7f-5ee7d11ae13f', 'b2003808-d8c2-40d3-ac87-099dac4f8b09']",48,,Right Foot,"[99.1, 44.5]",,,"[{'location': [87.5, 74.1], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [116.0, 41.2], 'player': {'id': 42787, 'name': 'Mackenzie Arnold'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.5, 54.4], 'player': {'id': 31556, 'name': 'Laura Vetterlein'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.1, 44.3], 'player': {'id': 34232, 'name': 'Grace Fisk'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.5, 48.0], 'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.4, 40.1], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [81.4, 69.6], 'player': {'id': 8297, 'name': 'Adriana Kristina Leon'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [96.7, 40.2], 'player': {'id': 24403, 'name': 'Katerina Svitková'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.9, 34.8], 'player': {'id': 5058, 'name': 'Rachel Daly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.7, 42.6], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [87.3, 36.0], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [99.0, 31.0], 'player': {'id': 46716, 'name': 'Rianna Jarrett'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [83.3, 46.4], 'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [102.4, 47.1], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.7, 53.0], 'player': {'id': 5084, 'name': ""Denise O'Sullivan""}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",3aef19f5-b6a7-4df3-adab-acf8eac9bf61,,Blocked,0.035444118,Normal,Open Play,,,,Brighton & Hove Albion WFC,965,00:19:48.464,Shot,
,,,,,,,,,,,,,,,,,,0.823472,,,,,,,,,,,48e3ced3-3676-44c4-85be-ec0e82c2e0eb,777,,,"[114.0, 38.8]",3775623,24,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Martha Thomas,31558.0,Center Forward,67,West Ham United LFC,972,['c4c8266c-f5d8-4515-9a47-670f8d94ee7a'],42,,Head,"[120.0, 31.6, 1.3]",,,"[{'location': [97.9, 29.7], 'player': {'id': 31556, 'name': 'Laura Vetterlein'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [112.0, 43.3], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [104.5, 39.5], 'player': {'id': 24403, 'name': 'Katerina Svitková'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [109.7, 33.2], 'player': {'id': 8297, 'name': 'Adriana Kristina Leon'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [113.9, 33.7], 'player': {'id': 22337, 'name': 'Maya Le Tissier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.0, 39.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.8, 35.9], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [110.0, 45.3], 'player': {'id': 20034, 'name': 'Danielle Buet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.9, 49.3], 'player': {'id': 23289, 'name': 'Emily Simpkins'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [98.6, 45.5], 'player': {'id': 5084, 'name': ""Denise O'Sullivan""}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [119.0, 39.5], 'player': {'id': 24370, 'name': 'Cecilie Fiskerstrand'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",37177aba-9407-4f19-90cc-9707ace6863f,True,Off T,0.2576282,Normal,Open Play,,,,West Ham United LFC,972,00:24:42.252,Shot,
,,,,,,,,,,,,,,,,,,0.743741,,,,,,,,,,,fd5266ad-c1ee-407c-b8ab-f17c435d3c21,1078,,,"[109.6, 31.9]",3775623,35,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Martha Thomas,31558.0,Center Forward,93,West Ham United LFC,972,"['2bf366f3-e342-444e-934b-e7b718e4107c', 'a6c7e0e0-baa4-4fe0-b25e-a51e83475762']",16,,Left Foot,"[120.0, 45.5, 0.5]",,,"[{'location': [105.4, 47.8], 'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.3, 37.4], 'player': {'id': 23289, 'name': 'Emily Simpkins'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.4, 39.3], 'player': {'id': 20034, 'name': 'Danielle Buet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.3, 29.6], 'player': {'id': 22337, 'name': 'Maya Le Tissier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.4, 33.7], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.6, 37.8], 'player': {'id': 24370, 'name': 'Cecilie Fiskerstrand'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.0, 48.4], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.1, 38.7], 'player': {'id': 24403, 'name': 'Katerina Svitková'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [107.6, 41.6], 'player': {'id': 8297, 'name': 'Adriana Kristina Leon'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",d3d8187f-b9db-4431-aed0-7f7936694097,,Off T,0.34338316,Normal,Open Play,,,,West Ham United LFC,972,00:35:16.833,Shot,True
,,,,,,,,,,,,,,,,,,1.038689,,,,,,,,,,,2511d6d1-172c-486f-a1c5-053e6b3f4f76,1202,,,"[101.0, 25.1]",3775623,39,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Emily Louise van Egmond,5076.0,Right Center Midfield,101,West Ham United LFC,972,['f3cca408-5a89-4878-9786-1f1e075f4fe2'],18,,Left Foot,"[116.8, 36.9, 1.4]",True,,"[{'location': [104.8, 45.3], 'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [104.6, 43.2], 'player': {'id': 24403, 'name': 'Katerina Svitková'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [105.4, 46.5], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [105.1, 28.5], 'player': {'id': 31558, 'name': 'Martha Thomas'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.1, 32.5], 'player': {'id': 8297, 'name': 'Adriana Kristina Leon'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [117.7, 37.3], 'player': {'id': 24370, 'name': 'Cecilie Fiskerstrand'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.2, 28.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.4, 28.8], 'player': {'id': 22337, 'name': 'Maya Le Tissier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [87.0, 8.9], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [103.3, 29.4], 'player': {'id': 23289, 'name': 'Emily Simpkins'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.6, 34.8], 'player': {'id': 20034, 'name': 'Danielle Buet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.4, 40.4], 'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",,,Saved,0.027120953,Normal,Open Play,,,,West Ham United LFC,972,00:39:18.055,Shot,
