50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.055883,,,,,,,,,,,,,,,,fd01f52c-05d1-405e-8f40-62db5f2d9818,377,,"[110.8, 42.7]",3879858,8,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Luca Rossettini,7142.0,Right Back,21,Bologna,240,['39e8920e-0530-4ceb-85d5-9604876327f4'],24,,Head,"[120.0, 31.0, 0.3]",,"[{'location': [110.9, 37.6], 'player': {'id': 6948, 'name': 'Sergio Floccari'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.2, 32.4], 'player': {'id': 30745, 'name': 'Daniele Gastaldello'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [118.7, 40.4], 'player': {'id': 7036, 'name': 'Gianluigi Donnarumma'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.3, 49.0], 'player': {'id': 10919, 'name': 'Juraj Kucka'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [115.2, 48.2], 'player': {'id': 5688, 'name': 'Carlos Arturo Bacca Ahumada'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [112.7, 44.6], 'player': {'id': 21272, 'name': 'Luiz Adriano de Souza da Silva'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [113.8, 43.3], 'player': {'id': 20289, 'name': 'Philippe Mexès'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.8, 41.7], 'player': {'id': 7458, 'name': 'Alessio Romagnoli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 37.0], 'player': {'id': 6944, 'name': 'Mattia De Sciglio'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.5, 35.6], 'player': {'id': 5683, 'name': 'Keisuke Honda'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [113.9, 51.8], 'player': {'id': 7169, 'name': 'Adam Masina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [114.8, 45.2], 'player': {'id': 8873, 'name': 'Marios Oikonomou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",d0d05125-6e3e-4e80-9273-bd381605c3aa,Off T,0.077296585,Normal,Open Play,,,,Bologna,240,00:08:24.553,Shot,
,,,,,,,,,,,,,,,,0.179445,,,,,,,,,,,,,,,,407b2737-dccc-4c61-b1c7-e3d526c6f636,779,,"[100.6, 29.3]",3879858,20,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mattia De Sciglio,6944.0,Left Back,43,AC Milan,243,"['3f9cd32c-071d-4acc-b107-75dcb9ae8240', '6d77b18d-ba01-4573-abb0-4332c08b432e']",38,,Right Foot,"[103.6, 30.8]",,"[{'location': [100.2, 59.9], 'player': {'id': 7775, 'name': 'Emanuele Giaccherini'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [106.3, 57.9], 'player': {'id': 7169, 'name': 'Adam Masina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.9, 58.1], 'player': {'id': 21272, 'name': 'Luiz Adriano de Souza da Silva'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [117.9, 38.7], 'player': {'id': 12475, 'name': 'Angelo Esmael da Costa Júnior'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.2, 32.6], 'player': {'id': 8653, 'name': 'José Mauri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [92.4, 40.2], 'player': {'id': 7166, 'name': 'Riccardo Montolivo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [105.8, 50.3], 'player': {'id': 30745, 'name': 'Daniele Gastaldello'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.9, 53.3], 'player': {'id': 18027, 'name': 'Matteo Brighi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.3, 37.0], 'player': {'id': 8873, 'name': 'Marios Oikonomou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.7, 41.0], 'player': {'id': 45591, 'name': 'Franco Brienza'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.6, 30.7], 'player': {'id': 7142, 'name': 'Luca Rossettini'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [90.8, 42.6], 'player': {'id': 6948, 'name': 'Sergio Floccari'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [96.6, 63.0], 'player': {'id': 5683, 'name': 'Keisuke Honda'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [106.8, 36.8], 'player': {'id': 5688, 'name': 'Carlos Arturo Bacca Ahumada'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [104.9, 34.1], 'player': {'id': 40119, 'name': 'Juan Camilo Zúñiga Mosquera'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [92.5, 50.4], 'player': {'id': 10919, 'name': 'Juraj Kucka'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",270f3fec-513f-44c5-bf4c-a4fd2d41feef,Blocked,0.035304457,Normal,Open Play,,,,AC Milan,243,00:20:38.217,Shot,
,,,,,,,,,,,,,,,,0.458453,,,,,,,,,,,,,,,,b0692c48-5223-4261-8b4a-72b0e2bb95b0,869,,"[95.2, 27.1]",3879858,22,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,José Mauri,8653.0,Left Center Midfield,44,AC Milan,243,"['6b05f167-7830-492f-a222-332f230bc33b', 'bdd1954c-28fb-41b5-ac5f-0cdeba97b60a']",12,,Left Foot,"[104.8, 32.2]",,"[{'location': [117.6, 37.6], 'player': {'id': 12475, 'name': 'Angelo Esmael da Costa Júnior'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.6, 58.5], 'player': {'id': 7775, 'name': 'Emanuele Giaccherini'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [104.5, 44.4], 'player': {'id': 7169, 'name': 'Adam Masina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.1, 39.4], 'player': {'id': 30745, 'name': 'Daniele Gastaldello'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.3, 32.3], 'player': {'id': 8873, 'name': 'Marios Oikonomou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.4, 45.5], 'player': {'id': 18027, 'name': 'Matteo Brighi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.6, 28.1], 'player': {'id': 7142, 'name': 'Luca Rossettini'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.9, 25.7], 'player': {'id': 40119, 'name': 'Juan Camilo Zúñiga Mosquera'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [98.0, 32.2], 'player': {'id': 45591, 'name': 'Franco Brienza'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [93.2, 34.8], 'player': {'id': 6948, 'name': 'Sergio Floccari'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [97.3, 61.4], 'player': {'id': 7032, 'name': 'Davide Calabria'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [103.6, 42.3], 'player': {'id': 21272, 'name': 'Luiz Adriano de Souza da Silva'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [104.0, 35.5], 'player': {'id': 5688, 'name': 'Carlos Arturo Bacca Ahumada'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [98.1, 40.4], 'player': {'id': 5683, 'name': 'Keisuke Honda'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [102.7, 21.7], 'player': {'id': 10919, 'name': 'Juraj Kucka'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [101.8, 16.9], 'player': {'id': 6944, 'name': 'Mattia De Sciglio'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [89.6, 46.1], 'player': {'id': 7166, 'name': 'Riccardo Montolivo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}]",d78f6d00-d353-4e42-8281-6ec17dfaaa6e,Blocked,0.025232783,Normal,Open Play,,,,AC Milan,243,00:22:12.618,Shot,
,,,,,,,,,,,,,,,,1.410927,,,,,,,,,,,,,,,,064e55fd-078c-4b51-b906-0a87f38f92d2,1102,,"[109.3, 20.9]",3879858,27,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Keisuke Honda,5683.0,Center Attacking Midfield,54,AC Milan,243,"['005c5940-8994-46ec-86b9-da6321f72673', '0fe7cdb4-16be-4bd2-8110-145ad4404b2b']",2,,Left Foot,"[116.3, 35.9, 0.5]",True,"[{'location': [116.8, 36.3], 'player': {'id': 12475, 'name': 'Angelo Esmael da Costa Júnior'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.2, 46.8], 'player': {'id': 21272, 'name': 'Luiz Adriano de Souza da Silva'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [107.9, 21.5], 'player': {'id': 8873, 'name': 'Marios Oikonomou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.2, 43.9], 'player': {'id': 7169, 'name': 'Adam Masina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.4, 30.1], 'player': {'id': 30745, 'name': 'Daniele Gastaldello'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",56c8aa8c-5525-40fc-9138-f86f1afcc3bd,Saved,0.014081974,Half Volley,Open Play,,,,AC Milan,243,00:27:02.558,Shot,True
,,,,,,,,,,,,,,,,1.640898,,,,,,,,,,,,,,,,f7791743-2b28-42cf-8394-ef38401d378b,1165,,"[98.7, 37.0]",3879858,28,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,José Mauri,8653.0,Left Center Midfield,56,AC Milan,243,['fa8629c9-5948-4e76-b72a-9d343901657e'],24,,Right Foot,"[120.0, 57.8]",True,"[{'location': [103.5, 39.1], 'player': {'id': 30745, 'name': 'Daniele Gastaldello'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.9, 39.5], 'player': {'id': 12475, 'name': 'Angelo Esmael da Costa Júnior'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.3, 54.4], 'player': {'id': 7775, 'name': 'Emanuele Giaccherini'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [102.9, 43.5], 'player': {'id': 7169, 'name': 'Adam Masina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.8, 34.3], 'player': {'id': 8873, 'name': 'Marios Oikonomou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.4, 40.4], 'player': {'id': 18027, 'name': 'Matteo Brighi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.2, 28.3], 'player': {'id': 7142, 'name': 'Luca Rossettini'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.9, 33.0], 'player': {'id': 40119, 'name': 'Juan Camilo Zúñiga Mosquera'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [96.8, 37.7], 'player': {'id': 45591, 'name': 'Franco Brienza'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [92.3, 60.5], 'player': {'id': 7032, 'name': 'Davide Calabria'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [102.6, 39.4], 'player': {'id': 5688, 'name': 'Carlos Arturo Bacca Ahumada'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [103.8, 29.9], 'player': {'id': 21272, 'name': 'Luiz Adriano de Souza da Silva'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",5aa55aa8-a22f-4508-bd14-355e55236360,Wayward,0.07925731,Normal,Open Play,,,,AC Milan,243,00:28:24.302,Shot,
,,,,,,,,,,,,,,,,0.127626,,,,,,,,,,,,,,,,1437cc0c-a4eb-419e-b81d-f35471bf83be,1331,,"[107.9, 39.0]",3879858,33,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Floccari,6948.0,Center Forward,67,Bologna,240,"['0ab0e50e-97e3-4168-b6b9-3e87787a5bf1', '940c8703-75a0-4591-8c01-e879ed84e42f']",49,,Other,"[108.6, 38.9]",,"[{'location': [104.4, 46.2], 'player': {'id': 6944, 'name': 'Mattia De Sciglio'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.0, 31.7], 'player': {'id': 10919, 'name': 'Juraj Kucka'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.4, 40.4], 'player': {'id': 7166, 'name': 'Riccardo Montolivo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.6, 41.0], 'player': {'id': 8653, 'name': 'José Mauri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.8, 38.9], 'player': {'id': 7458, 'name': 'Alessio Romagnoli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.6, 25.1], 'player': {'id': 20289, 'name': 'Philippe Mexès'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.3, 35.2], 'player': {'id': 7032, 'name': 'Davide Calabria'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.0, 39.3], 'player': {'id': 7036, 'name': 'Gianluigi Donnarumma'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.9, 26.5], 'player': {'id': 45591, 'name': 'Franco Brienza'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [103.4, 45.4], 'player': {'id': 18027, 'name': 'Matteo Brighi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",0e289b6f-46d2-4511-b5a7-5027ea4a3e21,Blocked,0.04803726,Normal,Open Play,,,,Bologna,240,00:33:49.297,Shot,
,,,,,,,,,,,,,,,,1.046885,,,,,,,,,,,,,,,,32588744-6c41-4d6b-8c1b-8d6498948ed5,1391,,"[96.2, 54.2]",3879858,35,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Keisuke Honda,5683.0,Center Attacking Midfield,71,AC Milan,243,"['b684d489-744d-48d3-948d-02804632dbf4', 'ed510707-2b39-41a1-a2ce-4a5fc54769c3']",45,,Left Foot,"[117.9, 43.7, 1.0]",,"[{'location': [104.6, 50.4], 'player': {'id': 7169, 'name': 'Adam Masina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.6, 45.4], 'player': {'id': 30745, 'name': 'Daniele Gastaldello'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.0, 48.7], 'player': {'id': 45591, 'name': 'Franco Brienza'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.6, 40.1], 'player': {'id': 8873, 'name': 'Marios Oikonomou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.9, 55.4], 'player': {'id': 18027, 'name': 'Matteo Brighi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.3, 34.0], 'player': {'id': 7142, 'name': 'Luca Rossettini'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.4, 37.6], 'player': {'id': 40119, 'name': 'Juan Camilo Zúñiga Mosquera'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [89.9, 54.6], 'player': {'id': 6948, 'name': 'Sergio Floccari'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [118.0, 40.9], 'player': {'id': 12475, 'name': 'Angelo Esmael da Costa Júnior'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.4, 40.4], 'player': {'id': 21272, 'name': 'Luiz Adriano de Souza da Silva'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [106.8, 38.6], 'player': {'id': 5688, 'name': 'Carlos Arturo Bacca Ahumada'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [102.2, 39.8], 'player': {'id': 8653, 'name': 'José Mauri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [89.1, 60.3], 'player': {'id': 7166, 'name': 'Riccardo Montolivo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}]",,Saved,0.015507813,Half Volley,Open Play,,,,AC Milan,243,00:35:45.243,Shot,True
,,,,,,,,,,,,,,,,1.283989,,,,,,,,,,,,,,,,f46d38a3-fba7-4e36-b4f9-ef6e5b0b46dc,1418,,"[87.0, 46.5]",3879858,36,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Franco Brienza,45591.0,Right Defensive Midfield,73,Bologna,240,['d9e430a3-bcc8-4be0-bc47-eef69f1c9892'],26,,Left Foot,"[120.0, 38.6, 5.1]",,"[{'location': [117.7, 39.9], 'player': {'id': 7036, 'name': 'Gianluigi Donnarumma'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.3, 72.4], 'player': {'id': 7142, 'name': 'Luca Rossettini'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [83.2, 24.1], 'player': {'id': 7169, 'name': 'Adam Masina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [100.3, 52.6], 'player': {'id': 40119, 'name': 'Juan Camilo Zúñiga Mosquera'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [100.7, 40.3], 'player': {'id': 6948, 'name': 'Sergio Floccari'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.0, 29.8], 'player': {'id': 7775, 'name': 'Emanuele Giaccherini'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [90.0, 45.0], 'player': {'id': 5683, 'name': 'Keisuke Honda'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [95.1, 56.3], 'player': {'id': 7166, 'name': 'Riccardo Montolivo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [94.2, 49.9], 'player': {'id': 8653, 'name': 'José Mauri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.4, 51.7], 'player': {'id': 6944, 'name': 'Mattia De Sciglio'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.6, 48.4], 'player': {'id': 7458, 'name': 'Alessio Romagnoli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.2, 37.1], 'player': {'id': 10919, 'name': 'Juraj Kucka'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.8, 42.4], 'player': {'id': 20289, 'name': 'Philippe Mexès'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.5, 34.0], 'player': {'id': 7032, 'name': 'Davide Calabria'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",fee930bf-8aab-44b4-b454-265706bc9608,Off T,0.018931212,Normal,Open Play,,,,Bologna,240,00:36:26.192,Shot,
,,,,,,,,,,,,,,,,0.751409,,,,,,,,,,,,,,,,5ae8f6a9-5ffb-4f07-b89b-a0f6622befd7,1484,,"[105.6, 45.5]",3879858,38,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Emanuele Giaccherini,7775.0,Left Midfield,77,Bologna,240,['b905aebc-a879-423c-9145-f53dfa936eb5'],15,,Left Foot,"[116.7, 41.3, 0.9]",True,"[{'location': [111.7, 39.8], 'player': {'id': 18027, 'name': 'Matteo Brighi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [105.2, 23.1], 'player': {'id': 40119, 'name': 'Juan Camilo Zúñiga Mosquera'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [106.2, 41.6], 'player': {'id': 8653, 'name': 'José Mauri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.5, 42.6], 'player': {'id': 6944, 'name': 'Mattia De Sciglio'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.9, 37.0], 'player': {'id': 7166, 'name': 'Riccardo Montolivo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [112.9, 34.8], 'player': {'id': 20289, 'name': 'Philippe Mexès'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.6, 41.0], 'player': {'id': 7036, 'name': 'Gianluigi Donnarumma'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",dac65bc4-e97c-4a9e-9c15-e31f7b7ad59b,Saved,0.07127802,Volley,Open Play,,,,Bologna,240,00:38:15.804,Shot,
,,,,,,,,,,,,,,,,0.704661,,,,,,,,,,,,,,,,d516607c-3732-4b3f-a238-9ad10bb8f51b,1495,,"[108.0, 40.0]",3879858,39,,,,,,,,,,,,,,,,,,,,,,,1,Other,Carlos Arturo Bacca Ahumada,5688.0,Left Center Forward,80,AC Milan,243,['2b12d69a-ea2f-4030-a714-99ba1af1408c'],37,,Right Foot,"[120.0, 36.9, 1.7]",,,,Goal,0.7835,Normal,Penalty,,,,AC Milan,243,00:39:37.496,Shot,
