50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,2.211075,,,,,,,,,,,,52e94f37-28d8-49b3-b0e7-6f23d3acbfee,1573,,,"[92.3, 31.9]",3829495,38,,,True,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sergi Darder Moll,3236.0,Left Center Midfield,87,Lyon,137,['6f74cb0c-ce63-49a6-823a-560b300b5091'],11,,Right Foot,,"[120.0, 64.6]",True,,"[{'location': [108.4, 31.9], 'player': {'id': 4545, 'name': 'Prince Oniangué'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [107.2, 40.7], 'player': {'id': 401455, 'name': 'Mohamed Fofana'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.8, 38.0], 'player': {'id': 401453, 'name': 'David N""Gog'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [99.5, 34.0], 'player': {'id': 7815, 'name': 'Antoine Devaux'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.6, 44.1], 'player': {'id': 46801, 'name': 'Jaba Kankava'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.3, 47.3], 'player': {'id': 40521, 'name': 'Franck Signorino'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.5, 31.0], 'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.8, 40.3], 'player': {'id': 7498, 'name': 'Mickaël Tacalfred'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.3, 39.3], 'player': {'id': 3980, 'name': 'Johny Placide'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.2, 19.5], 'player': {'id': 4383, 'name': 'Nicolas de Roussel de Préville'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [108.7, 19.1], 'player': {'id': 7817, 'name': 'Frédéric Bulot'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [93.5, 53.0], 'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [113.6, 46.4], 'player': {'id': 3118, 'name': 'Jordan Ferri'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [111.1, 32.2], 'player': {'id': 6600, 'name': 'Claudio Beauvue'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [112.1, 42.1], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [114.9, 31.5], 'player': {'id': 4410, 'name': 'Christophe Jallet'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [105.0, 35.2], 'player': {'id': 6982, 'name': 'Maxime Gonalons'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [109.5, 34.3], 'player': {'id': 3451, 'name': 'Alexandre Lacazette'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",,,Wayward,0.017638786,Volley,Open Play,,,,Lyon,137,00:38:11.764,Shot,
,,,,,,,,,,,,,,,,,,,0.401125,,,,,,,,,,,,c30968b9-f924-4333-ac0a-1fe63c283397,1600,,,"[108.1, 40.1]",3829495,40,,,,,,,,,,,,,,,,,,,,,,,,1,Other,Alexandre Lacazette,3451.0,Right Center Forward,90,Lyon,137,['d836570d-1533-4bc2-bb39-6f10d29e0ff9'],6,,Right Foot,,"[120.0, 38.8, 2.8]",,True,"[{'location': [119.6, 39.8], 'player': {'id': 3980, 'name': 'Johny Placide'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,True,Post,0.7835,Normal,Penalty,,,,Lyon,137,00:40:06.790,Shot,
,,,,,,,,,,,,,,,,,,,0.09497,,,,,,,,,,,,4447d601-1c38-4db4-aaee-bc36395910c9,1767,,,"[102.8, 48.4]",3829495,43,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alexandre Lacazette,3451.0,Right Center Forward,98,Lyon,137,"['3f5c33c0-207e-4c70-9666-9e8eb67c269f', '79908aa0-21e6-4aae-98ed-d7da1068ed96']",52,,Right Foot,True,"[120.0, 38.5, 0.3]",,,"[{'location': [100.6, 46.2], 'player': {'id': 46801, 'name': 'Jaba Kankava'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.7, 47.6], 'player': {'id': 40521, 'name': 'Franck Signorino'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.7, 43.7], 'player': {'id': 7498, 'name': 'Mickaël Tacalfred'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.8, 38.3], 'player': {'id': 401455, 'name': 'Mohamed Fofana'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.7, 42.9], 'player': {'id': 3980, 'name': 'Johny Placide'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.5, 50.6], 'player': {'id': 3118, 'name': 'Jordan Ferri'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [93.7, 25.7], 'player': {'id': 18868, 'name': 'Mathieu Valbuena'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [103.0, 32.5], 'player': {'id': 6600, 'name': 'Claudio Beauvue'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",,,Goal,0.044059392,Normal,Open Play,,,,Lyon,137,00:43:52.746,Shot,
,,,,,,,,,,,,,,,,,,,1.119628,,,,,,,,,,,,3d055784-9224-49b1-9188-944d284869ef,1844,,,"[104.8, 39.9]",3829495,45,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Claudio Beauvue,6600.0,Left Center Forward,101,Lyon,137,"['8e48ff31-23e9-4774-b1d5-8e3c69def11d', 'bf138552-03f9-4692-8c15-4cf64de9c889']",53,,Left Foot,,"[120.0, 37.3, 7.3]",True,,"[{'location': [89.3, 20.1], 'player': {'id': 3118, 'name': 'Jordan Ferri'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [97.4, 45.5], 'player': {'id': 7815, 'name': 'Antoine Devaux'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.9, 41.0], 'player': {'id': 401455, 'name': 'Mohamed Fofana'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.2, 44.6], 'player': {'id': 40521, 'name': 'Franck Signorino'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.8, 17.0], 'player': {'id': 4383, 'name': 'Nicolas de Roussel de Préville'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [108.5, 31.2], 'player': {'id': 46801, 'name': 'Jaba Kankava'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [114.9, 31.8], 'player': {'id': 7498, 'name': 'Mickaël Tacalfred'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.1, 19.0], 'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 39.5], 'player': {'id': 3980, 'name': 'Johny Placide'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.4, 45.4], 'player': {'id': 4410, 'name': 'Christophe Jallet'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [105.5, 24.7], 'player': {'id': 18868, 'name': 'Mathieu Valbuena'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [115.0, 30.6], 'player': {'id': 3451, 'name': 'Alexandre Lacazette'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",21382581-18f8-41a8-a10c-aca08a24eba0,,Off T,0.08437712,Half Volley,Open Play,,,,Lyon,137,00:45:53.974,Shot,True
,,,,,,,,,,,,,,,,,,,1.00029,,,,,,,,,,,,e2a7bb6b-b170-4513-8b6c-20740fe5de4a,1984,,,"[109.9, 52.0]",3829495,46,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Claudio Beauvue,6600.0,Left Center Forward,106,Lyon,137,['274f32b5-3546-42ee-aa24-57b2e22ed521'],56,,Right Foot,,"[115.2, 38.0]",True,,"[{'location': [112.9, 48.7], 'player': {'id': 3980, 'name': 'Johny Placide'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.5, 66.3], 'player': {'id': 7817, 'name': 'Frédéric Bulot'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [106.1, 38.6], 'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.9, 46.7], 'player': {'id': 7498, 'name': 'Mickaël Tacalfred'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.0, 47.3], 'player': {'id': 401455, 'name': 'Mohamed Fofana'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.0, 51.8], 'player': {'id': 7815, 'name': 'Antoine Devaux'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.2, 52.6], 'player': {'id': 40521, 'name': 'Franck Signorino'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.3, 55.4], 'player': {'id': 18868, 'name': 'Mathieu Valbuena'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [105.2, 33.7], 'player': {'id': 3451, 'name': 'Alexandre Lacazette'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [94.5, 48.6], 'player': {'id': 3118, 'name': 'Jordan Ferri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [99.7, 67.3], 'player': {'id': 3236, 'name': 'Sergi Darder Moll'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",0af1d92e-b1e1-45bb-aee1-e0f049b21a72,,Wayward,0.1695861,Normal,Open Play,,,,Lyon,137,00:01:56.085,Shot,
,,,,,,,,,,,,,,,,,,,2.04315,,,,,,,,,,,,de83aba1-f88f-4ce0-85ad-3064d680ccf1,2195,,,"[116.4, 45.8]",3829495,52,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Grejohn Kyei,7367.0,Center Forward,115,Stade de Reims,156,"['19b4df8e-720d-4e39-a5ae-43eb3b35740f', '3a6e8401-5cf7-4475-8c98-58fe3dc9f6c2']",46,True,Head,,"[116.6, 16.5]",,,"[{'location': [104.1, 44.0], 'player': {'id': 3236, 'name': 'Sergi Darder Moll'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [116.6, 61.4], 'player': {'id': 2983, 'name': 'Jérémy Morel'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.3, 45.2], 'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [115.9, 50.6], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.3, 44.7], 'player': {'id': 6982, 'name': 'Maxime Gonalons'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.1, 38.5], 'player': {'id': 3118, 'name': 'Jordan Ferri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [117.6, 43.7], 'player': {'id': 2947, 'name': 'Anthony Lopes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.7, 48.2], 'player': {'id': 46801, 'name': 'Jaba Kankava'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [116.7, 66.9], 'player': {'id': 4383, 'name': 'Nicolas de Roussel de Préville'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [111.3, 36.1], 'player': {'id': 7817, 'name': 'Frédéric Bulot'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [114.4, 40.1], 'player': {'id': 4545, 'name': 'Prince Oniangué'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",655f0c66-9939-47c9-9bf6-45b7c1b80cf7,,Wayward,0.12344296,Normal,Open Play,,,,Stade de Reims,156,00:07:46.815,Shot,True
,,,,,,,,,,,,,,,,,,,0.505746,,,,,,,,,,,,04bfead5-12fd-4550-89eb-a2544d207c4a,2275,,,"[112.3, 38.6]",3829495,55,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Claudio Beauvue,6600.0,Left Center Forward,119,Lyon,137,['a1c1fa4d-b6e7-45b1-9ace-18af3747d712'],3,,Head,,"[120.0, 40.7, 2.8]",,,"[{'location': [115.0, 33.8], 'player': {'id': 7815, 'name': 'Antoine Devaux'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.2, 35.9], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [113.1, 37.6], 'player': {'id': 7498, 'name': 'Mickaël Tacalfred'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.3, 37.5], 'player': {'id': 4545, 'name': 'Prince Oniangué'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [119.0, 38.9], 'player': {'id': 3980, 'name': 'Johny Placide'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.0, 46.8], 'player': {'id': 40521, 'name': 'Franck Signorino'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.8, 41.4], 'player': {'id': 401455, 'name': 'Mohamed Fofana'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.1, 42.1], 'player': {'id': 46801, 'name': 'Jaba Kankava'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.6, 32.3], 'player': {'id': 7367, 'name': 'Grejohn Kyei'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [114.4, 29.3], 'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.5, 25.3], 'player': {'id': 4383, 'name': 'Nicolas de Roussel de Préville'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [113.5, 39.8], 'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [120.0, 1.3], 'player': {'id': 18868, 'name': 'Mathieu Valbuena'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [111.7, 33.8], 'player': {'id': 3236, 'name': 'Sergi Darder Moll'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [107.6, 52.7], 'player': {'id': 3451, 'name': 'Alexandre Lacazette'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",49d11f4a-926e-494e-92ec-4ed493d0937a,,Post,0.1329753,Normal,Open Play,,,,Lyon,137,00:10:03.048,Shot,
,,,,,,,,,,,,,,,,,,,0.256432,,,,,,,,,,,,c1caffef-791d-408f-9843-6d66eb8ae890,2466,,,"[97.9, 32.1]",3829495,58,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jordan Ferri,3118.0,Left Center Midfield,125,Lyon,137,"['cc7106e9-6497-4b8e-b68d-cc7f37f62cf0', 'cdbaf12d-f8e4-4be8-bdc1-307c2ec1567a']",26,,Right Foot,True,"[117.1, 36.5, 0.3]",,,"[{'location': [100.5, 50.8], 'player': {'id': 40521, 'name': 'Franck Signorino'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.3, 44.5], 'player': {'id': 401455, 'name': 'Mohamed Fofana'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [93.3, 56.4], 'player': {'id': 7817, 'name': 'Frédéric Bulot'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [103.9, 36.3], 'player': {'id': 7498, 'name': 'Mickaël Tacalfred'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.3, 35.1], 'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.7, 36.8], 'player': {'id': 46801, 'name': 'Jaba Kankava'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [93.5, 48.9], 'player': {'id': 7815, 'name': 'Antoine Devaux'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.9, 11.7], 'player': {'id': 2983, 'name': 'Jérémy Morel'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [87.5, 45.5], 'player': {'id': 18868, 'name': 'Mathieu Valbuena'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [101.4, 61.9], 'player': {'id': 3451, 'name': 'Alexandre Lacazette'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [101.8, 38.1], 'player': {'id': 6600, 'name': 'Claudio Beauvue'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [94.7, 49.7], 'player': {'id': 3236, 'name': 'Sergi Darder Moll'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [117.2, 37.4], 'player': {'id': 3980, 'name': 'Johny Placide'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",865e513e-3627-4683-af8c-0c1364661658,,Saved,0.04069756,Half Volley,Open Play,,,,Lyon,137,00:13:26.962,Shot,
,,,,,,,,,,,,,,,,,,,0.610607,,,,,,,,,,,,c8b84875-8c77-4e3e-bef2-521edc2707eb,2810,,,"[99.9, 43.2]",3829495,65,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Steed Malbranque,40407.0,Right Center Midfield,141,Lyon,137,['31e8a76c-a84a-47b4-856c-a41dce4b3746'],43,,Left Foot,,"[113.9, 33.8]",True,,"[{'location': [113.7, 24.5], 'player': {'id': 4383, 'name': 'Nicolas de Roussel de Préville'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [113.8, 31.7], 'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.4, 37.3], 'player': {'id': 7498, 'name': 'Mickaël Tacalfred'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.5, 38.5], 'player': {'id': 401455, 'name': 'Mohamed Fofana'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.8, 41.3], 'player': {'id': 40521, 'name': 'Franck Signorino'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.7, 55.1], 'player': {'id': 7817, 'name': 'Frédéric Bulot'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [101.8, 31.8], 'player': {'id': 46801, 'name': 'Jaba Kankava'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [117.8, 39.7], 'player': {'id': 3980, 'name': 'Johny Placide'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.8, 42.6], 'player': {'id': 18868, 'name': 'Mathieu Valbuena'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [113.9, 33.7], 'player': {'id': 3451, 'name': 'Alexandre Lacazette'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [114.8, 20.0], 'player': {'id': 2983, 'name': 'Jérémy Morel'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [100.3, 26.3], 'player': {'id': 3118, 'name': 'Jordan Ferri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [100.2, 41.0], 'player': {'id': 6600, 'name': 'Claudio Beauvue'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",97923b91-1a00-41b5-9fcd-f16cb8add59e,,Wayward,0.077548794,Normal,Open Play,,,,Lyon,137,00:20:43.515,Shot,
,,,,,,,,,,,,,,,,,,,0.19277,,,,,,,,,,,,b3d3fe03-2acf-4c0f-b578-f0faafdbcf1b,3137,,,"[92.8, 58.8]",3829495,71,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Hamari Traoré,3248.0,Right Back,154,Stade de Reims,156,"['579b31c3-902b-4c64-a0d9-fa6f56021fd6', 'c3002ae5-9402-4893-9b8e-186b355520c0']",40,,Right Foot,,"[98.6, 55.4]",,,"[{'location': [82.8, 44.8], 'player': {'id': 18868, 'name': 'Mathieu Valbuena'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [98.6, 55.5], 'player': {'id': 2983, 'name': 'Jérémy Morel'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.3, 49.2], 'player': {'id': 3118, 'name': 'Jordan Ferri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [97.9, 36.3], 'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.5, 44.8], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.9, 29.5], 'player': {'id': 40407, 'name': 'Steed Malbranque'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.7, 36.6], 'player': {'id': 6982, 'name': 'Maxime Gonalons'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.5, 34.0], 'player': {'id': 4410, 'name': 'Christophe Jallet'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.4, 43.1], 'player': {'id': 2947, 'name': 'Anthony Lopes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.2, 42.1], 'player': {'id': 4545, 'name': 'Prince Oniangué'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [106.1, 39.9], 'player': {'id': 4383, 'name': 'Nicolas de Roussel de Préville'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [107.1, 38.3], 'player': {'id': 7367, 'name': 'Grejohn Kyei'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.7, 32.7], 'player': {'id': 7817, 'name': 'Frédéric Bulot'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [82.7, 15.2], 'player': {'id': 40521, 'name': 'Franck Signorino'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [86.9, 21.7], 'player': {'id': 46801, 'name': 'Jaba Kankava'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",a4d7a440-9ace-4827-abbe-b08fc16fcf1c,,Blocked,0.008035077,Normal,Open Play,,,,Stade de Reims,156,00:26:40.917,Shot,
