50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.772637,,,,,,,,,,,3fa63ae8-1cd4-4b73-94fc-7a9b15eb94bd,43,,,"[108.0, 29.0]",68357,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Samantha May Kerr,4961.0,Center Forward,4,Australia Women's,1205,['5be34c3a-cbfb-43ac-a8bc-1816da1e85f4'],25,,Right Foot,"[120.0, 35.4, 0.2]",,"[{'location': [100.2, 40.2], 'player': {'id': 25549, 'name': 'Tameka Yallop'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [105.1, 43.7], 'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.2, 44.1], 'player': {'id': 10393, 'name': 'Kristine Minde'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.2, 25.6], 'player': {'id': 25728, 'name': 'Karina Sævik'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [99.7, 29.6], 'player': {'id': 25466, 'name': 'Vilde Bøe Risa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.1, 34.0], 'player': {'id': 24374, 'name': 'Ingrid Syrstad Engen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.2, 31.6], 'player': {'id': 4636, 'name': 'Maria Thorisdottir'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.1, 27.1], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 22.7], 'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.9, 36.0], 'player': {'id': 10394, 'name': 'Ingrid Hjelmseth'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",7bfa891e-e69a-4ada-873c-7c05b2dd6d53,,Off T,,0.1509912,Normal,Open Play,,,,Australia Women's,1205,00:00:25.294,Shot,
,,,,,,,,,,,,,,,,,1.570293,,,,,,,,,,,802d1da9-2547-4302-a645-e8465c83c024,165,,,"[90.5, 50.7]",68357,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Vilde Bøe Risa,25466.0,Right Defensive Midfield,12,Norway Women's,852,['7a4590fa-425b-4b45-8d73-138a04809f3d'],43,,Right Foot,"[120.0, 34.0, 0.5]",,"[{'location': [117.7, 40.6], 'player': {'id': 5066, 'name': 'Lydia Grace Yilkari Williams'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.3, 66.1], 'player': {'id': 25728, 'name': 'Karina Sævik'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [97.8, 56.1], 'player': {'id': 11338, 'name': 'Caitlin Jade Foord'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [103.5, 55.4], 'player': {'id': 25537, 'name': 'Elise Kellond-Knight'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.6, 44.5], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.3, 47.0], 'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 37.5], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.3, 31.6], 'player': {'id': 5095, 'name': 'Ellie Madison Carpenter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.3, 24.6], 'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [98.2, 49.6], 'player': {'id': 25547, 'name': 'Chloe Logarzo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [89.6, 48.9], 'player': {'id': 25549, 'name': 'Tameka Yallop'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.6, 34.2], 'player': {'id': 13479, 'name': 'Isabell Herlovsen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.5, 47.8], 'player': {'id': 10386, 'name': 'Caroline Graham Hansen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [94.0, 33.3], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [94.5, 23.4], 'player': {'id': 10393, 'name': 'Kristine Minde'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",5eeea36d-3a27-4d16-97e5-8706f012ff61,,Off T,,0.023110343,Normal,Open Play,,,,Norway Women's,852,00:02:43.884,Shot,
,,,,,,,,,,,,,,,,,0.774756,,,,,,,,,,,a4bee788-6742-4928-ba2d-a3fd56ee9ead,292,,,"[112.7, 45.3]",68357,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Hayley Emma Raso,6818.0,Right Wing,17,Australia Women's,1205,['4377114a-2a5e-4cc3-b7a7-43309971bb60'],20,,Left Foot,"[118.7, 42.3, 0.9]",,"[{'location': [115.7, 47.8], 'player': {'id': 10393, 'name': 'Kristine Minde'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.7, 47.2], 'player': {'id': 4636, 'name': 'Maria Thorisdottir'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.2, 31.7], 'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.1, 25.7], 'player': {'id': 25728, 'name': 'Karina Sævik'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [104.0, 35.0], 'player': {'id': 25466, 'name': 'Vilde Bøe Risa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.9, 49.8], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [112.7, 43.8], 'player': {'id': 24374, 'name': 'Ingrid Syrstad Engen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [116.6, 40.2], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.8, 42.1], 'player': {'id': 10394, 'name': 'Ingrid Hjelmseth'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [118.3, 47.7], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [114.2, 33.6], 'player': {'id': 25549, 'name': 'Tameka Yallop'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [104.5, 30.1], 'player': {'id': 11338, 'name': 'Caitlin Jade Foord'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",e788c23d-8fb9-4a62-99da-2c6c173ff24d,,Saved,,0.17351358,Normal,Open Play,,,,Australia Women's,1205,00:05:20.540,Shot,
,,,,,,,,,,,,,,,,,0.969887,,,,,,,,,,,b6425f59-2453-407a-9918-5a08d8edccc0,549,,,"[113.3, 47.6]",68357,10,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Samantha May Kerr,4961.0,Center Forward,36,Australia Women's,1205,['b15d235d-c5eb-4917-992e-37fe3ec929fc'],51,,Right Foot,"[120.0, 46.8, 0.5]",True,"[{'location': [105.3, 62.6], 'player': {'id': 10393, 'name': 'Kristine Minde'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.3, 42.2], 'player': {'id': 10394, 'name': 'Ingrid Hjelmseth'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.1, 47.5], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.1, 35.9], 'player': {'id': 25728, 'name': 'Karina Sævik'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [112.0, 35.4], 'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.1, 44.6], 'player': {'id': 24374, 'name': 'Ingrid Syrstad Engen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.5, 55.6], 'player': {'id': 25466, 'name': 'Vilde Bøe Risa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.9, 71.5], 'player': {'id': 25549, 'name': 'Tameka Yallop'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [114.0, 65.4], 'player': {'id': 4636, 'name': 'Maria Thorisdottir'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.9, 30.4], 'player': {'id': 11338, 'name': 'Caitlin Jade Foord'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",507eaef3-d5bf-4735-937d-f218e633d0be,,Off T,,0.11143544,Normal,Open Play,,,,Australia Women's,1205,00:10:51.461,Shot,
,,,,,,,,,,,,,,,,,0.58716,,,,,,,,,,,02141bc8-323a-4639-8531-5b604b6d21d0,650,,,"[110.3, 32.4]",68357,13,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Kristine Minde,10393.0,Left Back,41,Norway Women's,852,['b92cbef2-409e-4dac-9d47-c86a6e490332'],19,,Head,"[119.0, 38.7, 0.2]",,"[{'location': [105.1, 40.4], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.8, 37.7], 'player': {'id': 5066, 'name': 'Lydia Grace Yilkari Williams'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.2, 43.5], 'player': {'id': 13479, 'name': 'Isabell Herlovsen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.8, 39.8], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.8, 38.3], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [111.3, 36.1], 'player': {'id': 5095, 'name': 'Ellie Madison Carpenter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.8, 34.1], 'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",7664a534-b0a8-4179-bfad-3de555d16c8c,,Saved,,0.07798705,Normal,Open Play,,,,Norway Women's,852,00:13:19.653,Shot,
,,,,,,,,,,,,,,,,,0.501847,,,,,,,,,,,50a1a328-57f7-4b24-939e-de0554021678,800,,,"[114.7, 53.7]",68357,18,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Caroline Graham Hansen,10386.0,Center Attacking Midfield,55,Norway Women's,852,['cc2c40ca-0b8c-4cbf-914d-6d6fdea04ed9'],3,,Right Foot,"[118.4, 43.8, 0.2]",,"[{'location': [114.2, 51.7], 'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.1, 53.9], 'player': {'id': 11338, 'name': 'Caitlin Jade Foord'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [107.4, 58.9], 'player': {'id': 13479, 'name': 'Isabell Herlovsen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.1, 60.5], 'player': {'id': 25537, 'name': 'Elise Kellond-Knight'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.2, 49.3], 'player': {'id': 25728, 'name': 'Karina Sævik'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [108.6, 48.5], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.9, 42.1], 'player': {'id': 25547, 'name': 'Chloe Logarzo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.5, 40.4], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.1, 36.4], 'player': {'id': 5095, 'name': 'Ellie Madison Carpenter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.3, 42.7], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [118.9, 43.8], 'player': {'id': 5066, 'name': 'Lydia Grace Yilkari Williams'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,True,Saved,,0.019806115,Normal,Open Play,,,,Norway Women's,852,00:18:03.119,Shot,
,,,,,,,,,,,,,,,,,1.348165,,,,,,,,,,,a42c7c97-2405-4eeb-bb44-44ec192990c5,1090,,,"[103.4, 57.8]",68357,24,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Caroline Graham Hansen,10386.0,Center Attacking Midfield,70,Norway Women's,852,['725859a1-1dcb-4358-b712-559242e50f98'],10,,Right Foot,"[120.0, 33.3, 0.1]",,"[{'location': [107.9, 63.9], 'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [106.6, 56.5], 'player': {'id': 25537, 'name': 'Elise Kellond-Knight'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.9, 55.9], 'player': {'id': 25547, 'name': 'Chloe Logarzo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [117.2, 43.5], 'player': {'id': 5066, 'name': 'Lydia Grace Yilkari Williams'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.4, 46.6], 'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.7, 40.2], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.0, 34.5], 'player': {'id': 5095, 'name': 'Ellie Madison Carpenter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.4, 46.0], 'player': {'id': 25728, 'name': 'Karina Sævik'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [107.0, 35.4], 'player': {'id': 13479, 'name': 'Isabell Herlovsen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",fea6f736-9c64-48e4-a252-18e29be8048b,,Off T,,0.026687084,Normal,Open Play,,,,Norway Women's,852,00:24:10.366,Shot,
,,,,,,,,,,,,,,,,,0.879376,,,,,,,,,,,78c25777-57cb-45bc-9dec-a8efa7aa9c77,1372,,,"[103.9, 49.8]",68357,30,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Isabell Herlovsen,13479.0,Center Forward,84,Norway Women's,852,['fcfbe645-e2d6-41e1-b77d-8a036cb9e2c4'],50,,Right Foot,"[120.0, 43.6, 1.0]",,"[{'location': [100.4, 48.0], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.9, 46.4], 'player': {'id': 5066, 'name': 'Lydia Grace Yilkari Williams'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.0, 51.2], 'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",17031276-b21d-4d11-bf47-c1546fe0938b,True,Goal,,0.24514452,Normal,Open Play,,,,Norway Women's,852,00:30:50.324,Shot,
,,,,,,,,,,,,,,,,,0.541338,,,,,,,,,,,f2a97bb0-143b-4495-bb67-016f3d12bc73,1587,,,"[108.0, 36.1]",68357,36,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Maren Nævdal Mjelde,10395.0,Right Center Back,92,Norway Women's,852,"['540a3526-d87c-43a2-94ca-11c5a0abbeab', '81da1fec-aa14-4ea1-937b-39581ca2eab3']",44,,Head,"[115.3, 37.7]",,"[{'location': [119.3, 39.7], 'player': {'id': 5066, 'name': 'Lydia Grace Yilkari Williams'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [118.1, 38.7], 'player': {'id': 25466, 'name': 'Vilde Bøe Risa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [98.0, 49.7], 'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [107.3, 42.8], 'player': {'id': 4636, 'name': 'Maria Thorisdottir'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [108.9, 42.6], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.9, 41.9], 'player': {'id': 25728, 'name': 'Karina Sævik'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [113.1, 42.1], 'player': {'id': 24374, 'name': 'Ingrid Syrstad Engen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [115.2, 42.4], 'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.1, 40.4], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [116.0, 37.4], 'player': {'id': 11338, 'name': 'Caitlin Jade Foord'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [114.8, 38.4], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [112.87782, 35.92995], 'player': {'id': 25547, 'name': 'Chloe Logarzo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [111.3, 36.2], 'player': {'id': 5095, 'name': 'Ellie Madison Carpenter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.2, 36.6], 'player': {'id': 25549, 'name': 'Tameka Yallop'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.5, 37.9], 'player': {'id': 13479, 'name': 'Isabell Herlovsen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.3, 51.5], 'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",4acaf4b6-9214-4c32-b0cd-ad344545bcae,,Blocked,,0.055300925,Normal,Open Play,,,,Norway Women's,852,00:36:44.533,Shot,
,,,,,,,,,,,,,,,,,0.440204,,,,,,,,,,,da5df9e9-3b55-4d46-8a0c-02c9f511c515,1624,,,"[106.0, 50.4]",68357,37,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Caroline Graham Hansen,10386.0,Center Attacking Midfield,94,Norway Women's,852,"['b5cf2e58-5cfd-48fe-9dd2-961c9e9e73c8', 'dfd71991-0e95-49bb-ad17-4401122a9c6f']",23,,Left Foot,"[107.1, 49.2]",,"[{'location': [116.8, 44.0], 'player': {'id': 5066, 'name': 'Lydia Grace Yilkari Williams'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.1, 50.5], 'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.4, 48.9], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.3, 51.0], 'player': {'id': 25547, 'name': 'Chloe Logarzo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [96.4, 39.8], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [95.3, 33.2], 'player': {'id': 25549, 'name': 'Tameka Yallop'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}]",40478d62-3dd5-488d-8e68-eb71a10c5994,,Blocked,,0.064202435,Normal,Open Play,,,,Norway Women's,852,00:37:23.968,Shot,
