50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.94686,,,,,,,,,,,,,78935345-d53c-4c30-9c9c-b7f356de2398,310,,"[98.2, 60.6]",3878552,7,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lorenzo Lollo,30829.0,Right Center Midfield,20,Carpi,1683,['2c5532ed-e1e4-4c04-9a91-b537ccfa2ff7'],14,,Right Foot,,"[116.3, 42.0, 0.2]",True,"[{'location': [116.7, 42.4], 'player': {'id': 7001, 'name': 'Samir Handanovič'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.6, 30.9], 'player': {'id': 6999, 'name': 'Davide Santon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.4, 40.4], 'player': {'id': 5551, 'name': 'João Miranda de Souza Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.7, 41.6], 'player': {'id': 7079, 'name': 'Kamil Wilczek'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [99.1, 64.6], 'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [90.4, 42.3], 'player': {'id': 6589, 'name': 'Geoffrey Kondogbia'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [98.9, 56.4], 'player': {'id': 16453, 'name': 'Gary Alexis Medel Soto'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [95.5, 44.0], 'player': {'id': 32807, 'name': 'Fredy Alejandro Guarín Vásquez'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.8, 58.9], 'player': {'id': 6969, 'name': 'Juan Guilherme Nunes Jesus'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.5, 51.5], 'player': {'id': 6585, 'name': 'Jeison Fabián Murillo Cerón'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.1, 57.9], 'player': {'id': 7696, 'name': 'Ryder Matos Santos'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [111.3, 59.2], 'player': {'id': 387473, 'name': 'Wallace Oliveira dos Santos'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [83.7, 47.8], 'player': {'id': 31572, 'name': 'Luca Marrone'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [87.4, 38.8], 'player': {'id': 3416, 'name': 'Gabriel Moisés Antunes da Silva'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}]",,,,Saved,0.010620727,Normal,Open Play,,,,Carpi,1683,00:07:14.062,Shot,
,,,,,,,,,,,,,,,,,,1.11373,,,,,,,,,,,,,3a84bd96-f204-4c1b-b2db-b857a003877e,383,,"[88.0, 34.8]",3878552,10,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Juan Guilherme Nunes Jesus,6969.0,Left Back,30,Inter Milan,238,"['6734c425-5d17-4fec-a37d-ae07db88b715', 'd12ae861-e3e5-4f38-b135-81c49c1a81bb']",10,,Left Foot,,"[118.0, 38.6, 1.8]",True,"[{'location': [104.6, 43.1], 'player': {'id': 7165, 'name': 'Rodrigo Sebastián Palacio'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [107.5, 40.5], 'player': {'id': 32807, 'name': 'Fredy Alejandro Guarín Vásquez'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [118.7, 40.0], 'player': {'id': 57655, 'name': 'Željko Brkić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.5, 47.5], 'player': {'id': 3416, 'name': 'Gabriel Moisés Antunes da Silva'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [107.8, 37.8], 'player': {'id': 7079, 'name': 'Kamil Wilczek'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [100.7, 43.7], 'player': {'id': 6585, 'name': 'Jeison Fabián Murillo Cerón'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [101.7, 39.5], 'player': {'id': 5551, 'name': 'João Miranda de Souza Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [105.1, 29.1], 'player': {'id': 6589, 'name': 'Geoffrey Kondogbia'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [105.4, 10.3], 'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [98.7, 18.4], 'player': {'id': 3434, 'name': 'Stevan Jovetić'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [89.0, 37.2], 'player': {'id': 6999, 'name': 'Davide Santon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [86.9, 31.4], 'player': {'id': 16453, 'name': 'Gary Alexis Medel Soto'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [105.5, 40.3], 'player': {'id': 28442, 'name': 'Matteo Fedele'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.8, 40.5], 'player': {'id': 11499, 'name': 'Riccardo Gagliolo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.6, 33.7], 'player': {'id': 387474, 'name': 'Igor Bubnjić'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [91.9, 36.7], 'player': {'id': 30829, 'name': 'Lorenzo Lollo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.8, 32.3], 'player': {'id': 7114, 'name': 'Gaetano Letizia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.1, 33.2], 'player': {'id': 31572, 'name': 'Luca Marrone'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [100.4, 21.2], 'player': {'id': 387473, 'name': 'Wallace Oliveira dos Santos'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [90.9, 33.2], 'player': {'id': 7696, 'name': 'Ryder Matos Santos'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}]",,,,Saved,0.013342839,Half Volley,Open Play,,,,Inter Milan,238,00:10:10.098,Shot,True
,,,,,,,,,,,,,,,,,,0.380932,,,,,,,,,,,,,a58fc43b-aa0d-4090-bd9e-b04cb97ec57b,590,,"[96.0, 27.1]",3878552,14,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Stevan Jovetić,3434.0,Left Center Forward,39,Inter Milan,238,"['513ae9f4-3c57-4c3a-a011-223625033800', '6f595ee6-059d-467c-9351-861a9760f225']",2,,Left Foot,,"[105.3, 32.3]",,"[{'location': [106.0, 44.0], 'player': {'id': 32807, 'name': 'Fredy Alejandro Guarín Vásquez'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [93.9, 63.1], 'player': {'id': 6999, 'name': 'Davide Santon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [102.9, 36.1], 'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [104.6, 30.5], 'player': {'id': 7165, 'name': 'Rodrigo Sebastián Palacio'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [95.0, 46.4], 'player': {'id': 6589, 'name': 'Geoffrey Kondogbia'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [100.5, 19.0], 'player': {'id': 6969, 'name': 'Juan Guilherme Nunes Jesus'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [117.2, 36.5], 'player': {'id': 57655, 'name': 'Željko Brkić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.5, 52.0], 'player': {'id': 3416, 'name': 'Gabriel Moisés Antunes da Silva'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [106.3, 40.3], 'player': {'id': 387474, 'name': 'Igor Bubnjić'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [104.2, 36.1], 'player': {'id': 11499, 'name': 'Riccardo Gagliolo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 32.4], 'player': {'id': 7114, 'name': 'Gaetano Letizia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.8, 43.3], 'player': {'id': 28442, 'name': 'Matteo Fedele'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.3, 27.8], 'player': {'id': 387473, 'name': 'Wallace Oliveira dos Santos'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [96.2, 37.0], 'player': {'id': 30829, 'name': 'Lorenzo Lollo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [97.8, 29.9], 'player': {'id': 31572, 'name': 'Luca Marrone'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}]",b96cfc1a-331b-426c-9773-9073d8932f80,,,Blocked,0.023689449,Normal,Open Play,,,,Inter Milan,238,00:14:02.851,Shot,
,,,,,,,,,,,,,,,,,,1.118668,,,,,,,,,,,,,cd53d826-725f-49e4-a012-f2be4a8708eb,600,,"[97.9, 59.5]",3878552,14,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ryder Matos Santos,7696.0,Left Center Forward,40,Carpi,1683,"['678fe4ab-072b-43dd-a1c3-ff26b2921cba', '9db0605f-166f-402c-a055-79a867f9fb9c']",18,,Right Foot,,"[116.5, 43.4, 0.1]",,"[{'location': [116.8, 43.4], 'player': {'id': 7001, 'name': 'Samir Handanovič'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [91.3, 59.9], 'player': {'id': 6969, 'name': 'Juan Guilherme Nunes Jesus'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.4, 60.7], 'player': {'id': 6585, 'name': 'Jeison Fabián Murillo Cerón'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.3, 49.8], 'player': {'id': 16453, 'name': 'Gary Alexis Medel Soto'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [97.2, 33.2], 'player': {'id': 6999, 'name': 'Davide Santon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.2, 41.4], 'player': {'id': 5551, 'name': 'João Miranda de Souza Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.6, 35.1], 'player': {'id': 7079, 'name': 'Kamil Wilczek'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",e9dc79c1-3379-49ed-9a36-6458b900f09f,,,Saved,0.013519565,Normal,Open Play,,,,Carpi,1683,00:14:18.448,Shot,True
,,,,,,,,,,,,,,,,,,1.266377,,,,,,,,,,,,,4f5c7c51-6948-44dd-9490-7cd925ee1e0f,1178,,"[85.0, 41.4]",3878552,28,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Kamil Wilczek,7079.0,Right Center Forward,85,Inter Milan,238,['c5820cbb-06ca-40e2-ad49-d5688b39d24c'],24,,Left Foot,,"[120.0, 32.8, 0.9]",,"[{'location': [119.1, 40.2], 'player': {'id': 7001, 'name': 'Samir Handanovič'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [85.1, 59.2], 'player': {'id': 6589, 'name': 'Geoffrey Kondogbia'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [87.0, 37.6], 'player': {'id': 32807, 'name': 'Fredy Alejandro Guarín Vásquez'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [86.3, 44.9], 'player': {'id': 16453, 'name': 'Gary Alexis Medel Soto'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [95.9, 51.0], 'player': {'id': 6969, 'name': 'Juan Guilherme Nunes Jesus'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.5, 44.8], 'player': {'id': 6585, 'name': 'Jeison Fabián Murillo Cerón'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.0, 35.7], 'player': {'id': 5551, 'name': 'João Miranda de Souza Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [93.1, 23.6], 'player': {'id': 6999, 'name': 'Davide Santon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.4, 51.3], 'player': {'id': 30829, 'name': 'Lorenzo Lollo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [95.3, 30.4], 'player': {'id': 7696, 'name': 'Ryder Matos Santos'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",,,,Off T,0.020833584,Normal,Open Play,,,,Carpi,1683,00:28:24.566,Shot,
,,,,,,,,,,,,,,,,,,0.10696,,,,,,,,,,,,,2bb3f15e-9a52-4e70-91f5-4355d5281400,1278,,"[112.1, 33.6]",3878552,30,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Stevan Jovetić,3434.0,Left Center Forward,89,Inter Milan,238,['982f2034-95fc-4d9a-9c3d-dc5151b881c3'],41,,Left Foot,,"[113.6, 34.8, 0.7]",True,"[{'location': [92.3, 59.3], 'player': {'id': 28442, 'name': 'Matteo Fedele'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.5, 49.6], 'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [109.3, 37.4], 'player': {'id': 7165, 'name': 'Rodrigo Sebastián Palacio'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [98.6, 70.8], 'player': {'id': 6999, 'name': 'Davide Santon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [113.8, 35.0], 'player': {'id': 57655, 'name': 'Željko Brkić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.6, 66.3], 'player': {'id': 3416, 'name': 'Gabriel Moisés Antunes da Silva'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [109.0, 44.5], 'player': {'id': 11499, 'name': 'Riccardo Gagliolo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.4, 35.9], 'player': {'id': 7114, 'name': 'Gaetano Letizia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.7, 36.2], 'player': {'id': 387474, 'name': 'Igor Bubnjić'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [99.3, 47.6], 'player': {'id': 31572, 'name': 'Luca Marrone'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.6, 30.0], 'player': {'id': 387473, 'name': 'Wallace Oliveira dos Santos'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}]",bf7a9f33-e593-4de2-85c9-e777a8f6a2b6,,,Saved,0.16259429,Volley,Open Play,,,,Inter Milan,238,00:30:41.379,Shot,
,,,,,,,,,,,,,,,,,,0.507195,,,,,,,,,,,,,821ee350-3a50-4d7e-ad53-9540d78ae2ea,1281,,"[118.3, 38.3]",3878552,30,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Stevan Jovetić,3434.0,Left Center Forward,89,Inter Milan,238,['d45639fd-b66e-4292-aff4-f132feb3704a'],42,,Right Foot,,"[120.0, 38.6, 0.5]",True,"[{'location': [117.1, 39.3], 'player': {'id': 7165, 'name': 'Rodrigo Sebastián Palacio'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [107.5, 46.9], 'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [114.6, 33.8], 'player': {'id': 57655, 'name': 'Željko Brkić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.4, 43.5], 'player': {'id': 11499, 'name': 'Riccardo Gagliolo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.1, 58.6], 'player': {'id': 3416, 'name': 'Gabriel Moisés Antunes da Silva'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [112.7, 37.1], 'player': {'id': 387474, 'name': 'Igor Bubnjić'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [113.3, 36.8], 'player': {'id': 7114, 'name': 'Gaetano Letizia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",,,True,Goal,0.9433758,Half Volley,Open Play,,,,Inter Milan,238,00:30:42.959,Shot,
,,,,,,,,,,,,,,,,,,0.501944,,,,,,,,,,,,,1b97e32e-4618-414c-ad1e-14d25f01b15d,1812,,"[107.9, 30.0]",3878552,41,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Kamil Wilczek,7079.0,Right Center Forward,111,Carpi,1683,['70d2e4e4-9828-4666-b74a-388ada03ddec'],27,,Left Foot,,"[115.5, 35.7, 1.5]",,"[{'location': [115.5, 35.8], 'player': {'id': 7001, 'name': 'Samir Handanovič'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.9, 33.6], 'player': {'id': 5551, 'name': 'João Miranda de Souza Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 31.8], 'player': {'id': 6999, 'name': 'Davide Santon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.7, 33.3], 'player': {'id': 6585, 'name': 'Jeison Fabián Murillo Cerón'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.1, 39.2], 'player': {'id': 7696, 'name': 'Ryder Matos Santos'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",2b3fee90-7a29-4a20-adfe-3fc7c4d3a94f,,,Saved,0.15060207,Normal,Open Play,,,,Carpi,1683,00:41:27.268,Shot,
,,,,,,,,,,,,,,,,,,1.655065,,,,,,,,,,,,,09ab7c24-0545-46f0-8075-c3556e20d05b,1840,,"[83.1, 41.2]",3878552,42,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Matteo Fedele,28442.0,Left Center Midfield,112,Carpi,1683,"['2a14e843-2a47-488f-a567-c0b0429e258c', '9be3bcbe-54bb-46f8-b706-f4eaeb9968c7']",9,,Right Foot,,"[120.0, 32.9, 0.9]",,"[{'location': [118.6, 39.6], 'player': {'id': 7001, 'name': 'Samir Handanovič'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [76.9, 42.3], 'player': {'id': 7165, 'name': 'Rodrigo Sebastián Palacio'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [73.7, 32.2], 'player': {'id': 3434, 'name': 'Stevan Jovetić'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [84.2, 55.6], 'player': {'id': 6589, 'name': 'Geoffrey Kondogbia'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [83.1, 42.1], 'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [89.6, 42.6], 'player': {'id': 16453, 'name': 'Gary Alexis Medel Soto'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [91.3, 51.4], 'player': {'id': 6969, 'name': 'Juan Guilherme Nunes Jesus'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [88.5, 33.8], 'player': {'id': 32807, 'name': 'Fredy Alejandro Guarín Vásquez'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [97.7, 44.7], 'player': {'id': 6585, 'name': 'Jeison Fabián Murillo Cerón'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.4, 37.6], 'player': {'id': 5551, 'name': 'João Miranda de Souza Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.9, 19.5], 'player': {'id': 6999, 'name': 'Davide Santon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [88.8, 8.2], 'player': {'id': 3416, 'name': 'Gabriel Moisés Antunes da Silva'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [89.2, 44.8], 'player': {'id': 30829, 'name': 'Lorenzo Lollo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [92.8, 35.9], 'player': {'id': 7696, 'name': 'Ryder Matos Santos'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [95.9, 38.6], 'player': {'id': 7079, 'name': 'Kamil Wilczek'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [69.0, 31.0], 'player': {'id': 11499, 'name': 'Riccardo Gagliolo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [76.1, 46.5], 'player': {'id': 31572, 'name': 'Luca Marrone'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [79.9, 64.5], 'player': {'id': 387473, 'name': 'Wallace Oliveira dos Santos'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}]",2ff7191e-ea6f-4251-b861-e7e4cd7c2251,,,Off T,0.007153476,Normal,Open Play,,,,Carpi,1683,00:42:09.099,Shot,True
,,,,,,,,,,,,,,,,,,0.759133,,,,,,,,,,,,,98b34830-d161-4eab-9875-dc8fbd9355da,2023,,"[106.0, 35.5]",3878552,46,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Matteo Fedele,28442.0,Left Center Midfield,119,Carpi,1683,['8d19d7e2-948b-48e2-be9f-ff41522fe22c'],28,,Right Foot,,"[120.0, 46.9, 5.3]",True,"[{'location': [112.1, 43.6], 'player': {'id': 6585, 'name': 'Jeison Fabián Murillo Cerón'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.1, 55.2], 'player': {'id': 5551, 'name': 'João Miranda de Souza Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.3, 33.2], 'player': {'id': 32807, 'name': 'Fredy Alejandro Guarín Vásquez'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [115.2, 44.9], 'player': {'id': 16453, 'name': 'Gary Alexis Medel Soto'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [116.5, 44.0], 'player': {'id': 6969, 'name': 'Juan Guilherme Nunes Jesus'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.2, 43.2], 'player': {'id': 6999, 'name': 'Davide Santon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.2, 40.7], 'player': {'id': 7001, 'name': 'Samir Handanovič'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [120.0, 61.1], 'player': {'id': 7696, 'name': 'Ryder Matos Santos'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [116.3, 43.2], 'player': {'id': 7079, 'name': 'Kamil Wilczek'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [96.8, 27.7], 'player': {'id': 3416, 'name': 'Gabriel Moisés Antunes da Silva'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}]",,,,Off T,0.25268522,Normal,Open Play,,,,Carpi,1683,00:46:28.026,Shot,
