bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.701144,,,,,,,,,,,,,dcc77c03-974f-4f28-ae33-33e3abea0fdd,169,,"[97.4, 26.7]",3900635,4,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Evaeverson Lemos da Silva Brandão,401541.0,Left Center Forward,15,Bastia,2736,['df780994-9004-492a-88af-21c2a83f2e74'],30,Left Foot,"[115.9, 39.3, 2.0]",,"[{'location': [92.5, 41.6], 'player': {'id': 4545, 'name': 'Prince Oniangué'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.3, 51.6], 'player': {'id': 23329, 'name': 'Abdelhamid El Kaoutari'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.0, 38.3], 'player': {'id': 7815, 'name': 'Antoine Devaux'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.4, 44.6], 'player': {'id': 6648, 'name': 'Aïssa Mandi'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [95.3, 26.9], 'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [102.2, 32.7], 'player': {'id': 7498, 'name': 'Mickaël Tacalfred'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.8, 37.9], 'player': {'id': 3980, 'name': 'Johny Placide'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.4, 52.0], 'player': {'id': 15689, 'name': 'Floyd Ayité'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",5a39aab9-da91-4a5f-aaf5-47bb9732a733,Saved,0.041399144,Normal,Open Play,,,,Bastia,2736,00:04:30.783,Shot,
,,,,,,,,,,,,,,,,1.180897,,,,,,,,,,,,,32845cc9-c960-462c-aaa3-eb4ace63e4f2,370,,"[97.2, 25.3]",3900635,9,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nicolas de Roussel de Préville,4383.0,Left Wing,26,Stade de Reims,156,['a32eb1f9-9f73-48e2-b9da-994c2232ce02'],59,Right Foot,"[116.8, 37.7, 1.2]",,"[{'location': [116.8, 37.6], 'player': {'id': 28357, 'name': 'Thomas Vincensini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.0, 46.2], 'player': {'id': 40528, 'name': 'Florian Marange'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.3, 38.3], 'player': {'id': 401194, 'name': 'François Modesto'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [101.5, 29.8], 'player': {'id': 4350, 'name': 'Yannick Cahuzac'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.5, 27.7], 'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [92.1, 41.8], 'player': {'id': 10522, 'name': 'Mehdi Mostefa Sbaa'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [89.7, 52.6], 'player': {'id': 23761, 'name': 'Alhassane Bangoura'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [89.8, 36.4], 'player': {'id': 4545, 'name': 'Prince Oniangué'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [96.5, 34.1], 'player': {'id': 7635, 'name': 'Gaëtan Charbonnier'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.3, 20.5], 'player': {'id': 40521, 'name': 'Franck Signorino'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}]",,Saved,0.021923387,Normal,Open Play,,,,Stade de Reims,156,00:09:59.355,Shot,
,,,,,,,,,,,,,,,,0.743809,,,,,,,,,,,,,123c6a39-80f7-4466-8f45-4d1b846667cd,558,,"[112.1, 35.9]",3900635,14,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Evaeverson Lemos da Silva Brandão,401541.0,Left Center Forward,33,Bastia,2736,['72cebb83-7b52-47bb-b6b8-494dde33e3e4'],1,Left Foot,"[120.0, 38.4, 6.3]",True,"[{'location': [96.7, 35.1], 'player': {'id': 4545, 'name': 'Prince Oniangué'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.0, 47.4], 'player': {'id': 40521, 'name': 'Franck Signorino'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [112.5, 39.5], 'player': {'id': 23329, 'name': 'Abdelhamid El Kaoutari'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.9, 36.7], 'player': {'id': 6648, 'name': 'Aïssa Mandi'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [109.7, 29.6], 'player': {'id': 7498, 'name': 'Mickaël Tacalfred'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.0, 22.0], 'player': {'id': 7815, 'name': 'Antoine Devaux'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.2, 38.0], 'player': {'id': 3980, 'name': 'Johny Placide'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.1, 22.4], 'player': {'id': 31711, 'name': 'Abdoulaye Sadio Diallo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [95.8, 24.1], 'player': {'id': 15689, 'name': 'Floyd Ayité'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",a1f13494-3232-4b86-9ce1-f391a3574572,Off T,0.0859235,Volley,Open Play,,,,Bastia,2736,00:14:01.133,Shot,
,,,,,,,,,,,,,,,,0.279678,,,,,,,,,,,,,b7fcf1d4-e838-4fd2-b107-5956e89bd2ce,585,,"[111.5, 47.6]",3900635,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Alhassane Bangoura,23761.0,Right Wing,34,Stade de Reims,156,['ff5a6d41-6f03-485a-bda6-38e452307578'],39,Left Foot,"[116.8, 44.7, 1.0]",True,"[{'location': [93.4, 51.9], 'player': {'id': 31711, 'name': 'Abdoulaye Sadio Diallo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [117.0, 44.0], 'player': {'id': 28357, 'name': 'Thomas Vincensini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.9, 44.2], 'player': {'id': 4350, 'name': 'Yannick Cahuzac'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.6, 55.2], 'player': {'id': 40528, 'name': 'Florian Marange'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.5, 52.6], 'player': {'id': 401194, 'name': 'François Modesto'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [110.8, 46.6], 'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.4, 42.4], 'player': {'id': 40517, 'name': 'Gilles Cioni'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [100.1, 55.5], 'player': {'id': 10522, 'name': 'Mehdi Mostefa Sbaa'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [111.8, 57.3], 'player': {'id': 4383, 'name': 'Nicolas de Roussel de Préville'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [115.2, 42.3], 'player': {'id': 7635, 'name': 'Gaëtan Charbonnier'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",e586b922-2945-461a-81a3-64d1e8a7ea9d,Saved,0.13644391,Normal,Open Play,,,,Stade de Reims,156,00:14:39.284,Shot,
,,,,,,,,,,,,,,,,0.060681,,,,,,,,,,,,,3a3e5641-b3c4-49a6-b832-9a4951d46b43,593,,"[106.1, 58.9]",3900635,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Floyd Ayité,15689.0,Right Center Forward,35,Bastia,2736,"['2f06e07c-eb74-4e15-8bc4-f4eae4865950', '3527a22f-fc78-45e4-8e54-16f5fb6db6e7', 'ecef54d7-079d-4e4b-a3de-c4d9b7ae7f1c']",51,Right Foot,"[106.7, 58.0]",,"[{'location': [100.2, 48.9], 'player': {'id': 6648, 'name': 'Aïssa Mandi'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [106.9, 57.5], 'player': {'id': 23329, 'name': 'Abdelhamid El Kaoutari'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.8, 36.1], 'player': {'id': 7498, 'name': 'Mickaël Tacalfred'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.4, 45.0], 'player': {'id': 3980, 'name': 'Johny Placide'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.5, 31.8], 'player': {'id': 401541, 'name': 'Evaeverson Lemos da Silva Brandão'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",1da97c43-9825-4128-8892-db977d9bd47d,Blocked,0.010983223,Half Volley,Open Play,,,,Bastia,2736,00:14:51.820,Shot,True
,,,,,,,,,,,,,,,,0.37572,,,,,,,,,,,,,40982855-45ab-4d53-ad10-e4217772bbce,759,,"[101.3, 32.5]",3900635,19,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Aïssa Mandi,6648.0,Center Back,42,Stade de Reims,156,"['8af83638-29d0-46dd-b680-a820599a8570', '8be1cd2b-eecb-458a-bf6e-09d5fed25fe5']",7,Right Foot,"[106.7, 35.6]",True,"[{'location': [108.6, 46.5], 'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [111.7, 42.2], 'player': {'id': 40528, 'name': 'Florian Marange'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.2, 34.8], 'player': {'id': 401194, 'name': 'François Modesto'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [100.4, 45.9], 'player': {'id': 31711, 'name': 'Abdoulaye Sadio Diallo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.8, 35.6], 'player': {'id': 10522, 'name': 'Mehdi Mostefa Sbaa'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [111.8, 26.7], 'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.9, 26.7], 'player': {'id': 40517, 'name': 'Gilles Cioni'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [99.7, 33.0], 'player': {'id': 4350, 'name': 'Yannick Cahuzac'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [117.4, 37.0], 'player': {'id': 28357, 'name': 'Thomas Vincensini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.8, 24.2], 'player': {'id': 23761, 'name': 'Alhassane Bangoura'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.9, 54.7], 'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [112.1, 45.5], 'player': {'id': 4383, 'name': 'Nicolas de Roussel de Préville'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [111.5, 40.9], 'player': {'id': 4545, 'name': 'Prince Oniangué'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [102.9, 43.8], 'player': {'id': 7635, 'name': 'Gaëtan Charbonnier'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",d819f832-10ff-47c2-b5be-4ac604c50ff8,Blocked,0.05699941,Normal,Open Play,,,,Stade de Reims,156,00:19:07.334,Shot,
,,,,,,,,,,,,,,,,1.291715,,,,,,,,,,,,,08171f63-cd52-4d16-9dc6-9d734fb642b6,1325,,"[99.9, 46.9]",3900635,35,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Yannick Cahuzac,4350.0,Right Center Midfield,74,Bastia,2736,['d80c4128-8b78-4db4-aa56-22f13235ea28'],47,Right Foot,"[120.0, 34.5, 0.2]",True,"[{'location': [101.0, 39.1], 'player': {'id': 6648, 'name': 'Aïssa Mandi'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [114.7, 41.5], 'player': {'id': 3980, 'name': 'Johny Placide'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.1, 45.1], 'player': {'id': 4545, 'name': 'Prince Oniangué'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [92.5, 35.0], 'player': {'id': 7815, 'name': 'Antoine Devaux'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [91.0, 30.7], 'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [102.1, 44.2], 'player': {'id': 23329, 'name': 'Abdelhamid El Kaoutari'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.5, 35.2], 'player': {'id': 7498, 'name': 'Mickaël Tacalfred'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.9, 33.6], 'player': {'id': 15689, 'name': 'Floyd Ayité'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [101.3, 27.9], 'player': {'id': 401541, 'name': 'Evaeverson Lemos da Silva Brandão'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",d38f401b-f0e6-4111-9721-e7ac3e3c41cc,Off T,0.09531887,Normal,Open Play,,,,Bastia,2736,00:35:47.570,Shot,
,,,,,,,,,,,,,,,,0.840353,,,,,,,,,,,,,ba84e7ef-8315-423b-aea2-e82690e3cc87,1367,,"[103.2, 56.1]",3900635,36,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alhassane Bangoura,23761.0,Right Wing,77,Stade de Reims,156,"['2ebe2b8a-2092-4253-a7e9-6cc88132a830', '5b6b28b9-e67e-42fc-9bd1-61840db72a75']",53,Right Foot,"[120.0, 45.7, 1.0]",,"[{'location': [116.5, 43.3], 'player': {'id': 28357, 'name': 'Thomas Vincensini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.4, 55.6], 'player': {'id': 40528, 'name': 'Florian Marange'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.6, 54.5], 'player': {'id': 4350, 'name': 'Yannick Cahuzac'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.6, 49.7], 'player': {'id': 401194, 'name': 'François Modesto'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [104.7, 42.1], 'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.1, 37.6], 'player': {'id': 7635, 'name': 'Gaëtan Charbonnier'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.1, 65.0], 'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}]",,Off T,0.030995015,Normal,Open Play,,,,Stade de Reims,156,00:36:53.994,Shot,True
,,,,,,,,,,,,,,,,0.118291,,,,,,,,,,,,,558aa99b-5ce7-4515-851b-b75049d48cf2,1481,,"[92.4, 35.4]",3900635,42,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Abdoulaye Sadio Diallo,31711.0,Left Center Midfield,84,Bastia,2736,"['14d521c5-397b-482b-86bb-6d5ad47c22f2', 'cb998821-fb45-49c8-8d04-fc156b436703']",10,Right Foot,"[95.6, 36.3]",,"[{'location': [113.0, 39.3], 'player': {'id': 3980, 'name': 'Johny Placide'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [87.0, 39.9], 'player': {'id': 6648, 'name': 'Aïssa Mandi'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [94.7, 46.9], 'player': {'id': 40521, 'name': 'Franck Signorino'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [90.7, 33.7], 'player': {'id': 7815, 'name': 'Antoine Devaux'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [95.9, 36.4], 'player': {'id': 23329, 'name': 'Abdelhamid El Kaoutari'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [93.9, 33.2], 'player': {'id': 7498, 'name': 'Mickaël Tacalfred'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [93.4, 29.3], 'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [85.8, 42.6], 'player': {'id': 401541, 'name': 'Evaeverson Lemos da Silva Brandão'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",,Blocked,0.03800868,Normal,Open Play,,,,Bastia,2736,00:42:10.348,Shot,
,,,,,,,,,,,,,,,,0.065268,,,,,,,,,,,,,7a459c7d-fde7-48d6-a86b-9bce5144a4ea,1560,,"[103.3, 53.6]",3900635,43,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Abdoulaye Sadio Diallo,31711.0,Left Center Midfield,90,Bastia,2736,"['55989c96-3083-47bc-b5e0-2ecf10a8dd4d', '88f0dbf5-5e80-4680-bd71-9cf837ef56f0']",45,Right Foot,"[104.8, 52.2]",,"[{'location': [117.6, 42.5], 'player': {'id': 3980, 'name': 'Johny Placide'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.7, 40.5], 'player': {'id': 4545, 'name': 'Prince Oniangué'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.2, 54.0], 'player': {'id': 7498, 'name': 'Mickaël Tacalfred'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.1, 52.0], 'player': {'id': 40521, 'name': 'Franck Signorino'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [105.7, 50.6], 'player': {'id': 23329, 'name': 'Abdelhamid El Kaoutari'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.1, 42.7], 'player': {'id': 6648, 'name': 'Aïssa Mandi'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [100.2, 31.3], 'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [103.0, 42.3], 'player': {'id': 401541, 'name': 'Evaeverson Lemos da Silva Brandão'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [105.4, 60.3], 'player': {'id': 40517, 'name': 'Gilles Cioni'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}]",,Blocked,0.02845582,Normal,Open Play,,,,Bastia,2736,00:43:45.609,Shot,
