ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.708211,,,,,,,,,,,,,69560591-3036-42d9-99ba-e447c45908bf,32,,"[107.6, 26.2]",3754123,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Romelu Lukaku Menama,3289.0,Center Forward,3,Everton,29,['81eefb57-a09f-4ad1-9391-e851cde4d801'],26,,Left Foot,"[116.7, 37.6, 0.3]",True,"[{'location': [117.8, 36.9], 'player': {'id': 23635, 'name': 'John Ruddy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [84.0, 20.8], 'player': {'id': 16334, 'name': 'Graham Dorrans'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.9, 29.4], 'player': {'id': 9930, 'name': 'Ryan Bennett'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.5, 17.0], 'player': {'id': 10499, 'name': 'Ivo Daniel Ferreira Mendonca Pinto'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.1, 26.3], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [83.6, 21.3], 'player': {'id': 3652, 'name': 'Tom Davies'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [91.7, 21.5], 'player': {'id': 4317, 'name': 'Kevin Mirallas'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",85ea168c-da65-43f1-9de3-6bd8dc461914,,Saved,0.05038649,Half Volley,Open Play,,,,Everton,29,00:00:26.967,Shot,
,,,,,,,,,,,,,,,0.061688,,,,,,,,,,,,,c80c03b5-6ecd-4341-850a-a20dc220cc6e,148,,"[97.7, 37.3]",3754123,3,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Tom Davies,3652.0,Center Attacking Midfield,12,Everton,29,"['089d668d-967e-4c76-b69b-de8f48a5b677', 'b20cf305-4de0-4e59-a3c8-cac643db430d']",2,,Right Foot,"[99.8, 37.8]",,"[{'location': [96.1, 40.3], 'player': {'id': 22622, 'name': ""Kieran O''Neill Dowell""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [97.2, 44.8], 'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [91.9, 41.5], 'player': {'id': 4317, 'name': 'Kevin Mirallas'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [100.4, 25.5], 'player': {'id': 3286, 'name': 'Nathan Redmond'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [96.1, 28.8], 'player': {'id': 16334, 'name': 'Graham Dorrans'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.7, 36.1], 'player': {'id': 10499, 'name': 'Ivo Daniel Ferreira Mendonca Pinto'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.0, 38.0], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.1, 42.6], 'player': {'id': 9930, 'name': 'Ryan Bennett'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.5, 49.0], 'player': {'id': 3576, 'name': 'Martin Olsson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [91.7, 36.8], 'player': {'id': 9452, 'name': ""Gary O''Neil""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [115.5, 38.5], 'player': {'id': 23635, 'name': 'John Ruddy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",9e1c87da-f0bd-468b-85d1-d4b4f4708d90,,Blocked,0.042697757,Normal,Open Play,,,,Everton,29,00:03:02.965,Shot,
,,,,,,,,,,,,,,,1.184234,,,,,,,,,,,,,31dd89c7-3753-452e-9d81-aaf45b755b3e,343,,"[92.7, 23.5]",3754123,10,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Nathan Redmond,3286.0,Right Midfield,25,Norwich City,56,['4a9b5423-48b3-4e0a-b153-a2a77f8c8646'],11,,Right Foot,"[120.0, 34.9, 0.1]",,"[{'location': [105.7, 39.8], 'player': {'id': 9528, 'name': 'Steven Naismith'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [89.3, 25.7], 'player': {'id': 9452, 'name': ""Gary O''Neil""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [106.4, 25.2], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [109.7, 34.9], 'player': {'id': 16334, 'name': 'Graham Dorrans'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [93.8, 22.3], 'player': {'id': 22622, 'name': ""Kieran O''Neill Dowell""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [90.9, 36.1], 'player': {'id': 4317, 'name': 'Kevin Mirallas'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [103.8, 31.5], 'player': {'id': 3652, 'name': 'Tom Davies'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [101.2, 7.4], 'player': {'id': 22594, 'name': 'Matt Jarvis'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [109.7, 37.7], 'player': {'id': 20046, 'name': 'Phil Jagielka'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.8, 29.9], 'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.5, 38.5], 'player': {'id': 3633, 'name': 'Gareth Barry'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.2, 13.9], 'player': {'id': 3518, 'name': 'Leighton Baines'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.7, 37.2], 'player': {'id': 13042, 'name': 'Tim Howard'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.5, 44.5], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.7, 42.6], 'player': {'id': 4700, 'name': 'Matthew Pennington'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.7, 43.5], 'player': {'id': 4807, 'name': 'Cameron Jerome'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.0, 45.6], 'player': {'id': 9930, 'name': 'Ryan Bennett'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}]",c920706c-2810-4c2d-af8e-b8989e9f14d8,,Off T,0.0076696994,Normal,Open Play,,,,Norwich City,56,00:10:11.076,Shot,
,,,,,,,,,,,,,,,0.385123,,,,,,,,,,,,,c69df442-293f-445c-afa5-dca62daa5a07,391,,"[104.0, 45.2]",3754123,11,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Romelu Lukaku Menama,3289.0,Center Forward,28,Everton,29,['e824618e-9ebc-4cbd-b91c-a0a660fc45ce'],13,,Left Foot,"[113.5, 40.5, 0.1]",,"[{'location': [93.8, 41.2], 'player': {'id': 9452, 'name': ""Gary O''Neil""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.9, 53.4], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.2, 48.6], 'player': {'id': 9930, 'name': 'Ryan Bennett'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.4, 45.1], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.7, 39.0], 'player': {'id': 10499, 'name': 'Ivo Daniel Ferreira Mendonca Pinto'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.3, 40.8], 'player': {'id': 23635, 'name': 'John Ruddy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.9, 36.5], 'player': {'id': 4317, 'name': 'Kevin Mirallas'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",8f0b73b1-dfa4-43c6-aba0-3f2402105ff4,,Saved,0.12884632,Normal,Open Play,,,,Everton,29,00:11:13.569,Shot,
,,,,,,,,,,,,,,,0.735578,,,,,,,,,,,,,a1b26e07-80f7-42a5-bbe0-0c2d390bfa26,395,,"[101.8, 40.2]",3754123,11,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Romelu Lukaku Menama,3289.0,Center Forward,28,Everton,29,['3d62a989-c88f-43ad-8eec-5e1a3ad36602'],17,,Left Foot,"[118.1, 37.4, 0.9]",True,"[{'location': [101.7, 30.4], 'player': {'id': 4317, 'name': 'Kevin Mirallas'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.8, 52.9], 'player': {'id': 22622, 'name': ""Kieran O''Neill Dowell""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [118.0, 39.6], 'player': {'id': 23635, 'name': 'John Ruddy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.4, 32.9], 'player': {'id': 16334, 'name': 'Graham Dorrans'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.9, 34.0], 'player': {'id': 10499, 'name': 'Ivo Daniel Ferreira Mendonca Pinto'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.4, 36.7], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.4, 44.0], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.1, 40.6], 'player': {'id': 9930, 'name': 'Ryan Bennett'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",7d491461-5686-4124-ac69-8de4f378c253,,Saved,0.06533055,Normal,Open Play,,,,Everton,29,00:11:17.080,Shot,
,,,,,,,,,,,,,,,0.064248,,,,,,,,,,,,,83f337e4-88c8-471b-83a2-590e3417969e,488,,"[110.5, 51.9]",3754123,13,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Cameron Jerome,4807.0,Center Forward,33,Norwich City,56,"['074cbfeb-0d34-47bc-9a82-fc08b50cc05a', '34aa7e7c-9aae-493c-aa8f-d5972702b28b', 'ecb80cd7-a03f-47f4-b227-7d172de8b07d']",41,,Right Foot,"[111.1, 51.3]",True,"[{'location': [100.8, 59.7], 'player': {'id': 9528, 'name': 'Steven Naismith'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [96.2, 54.7], 'player': {'id': 3286, 'name': 'Nathan Redmond'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [106.5, 45.3], 'player': {'id': 22594, 'name': 'Matt Jarvis'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [91.2, 59.5], 'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.4, 41.6], 'player': {'id': 4700, 'name': 'Matthew Pennington'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.2, 51.1], 'player': {'id': 3652, 'name': 'Tom Davies'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [111.3, 50.9], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.5, 55.9], 'player': {'id': 20046, 'name': 'Phil Jagielka'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.0, 60.8], 'player': {'id': 3633, 'name': 'Gareth Barry'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.4, 59.1], 'player': {'id': 3518, 'name': 'Leighton Baines'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.9, 44.9], 'player': {'id': 13042, 'name': 'Tim Howard'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",c7a46864-d351-4d99-8457-ac9340b671fc,,Blocked,0.035387944,Normal,Open Play,,,,Norwich City,56,00:13:41.450,Shot,True
,,,,,,,,,,,,,,,0.707364,,,,,,,,,,,,,cf9679bd-18ab-49fe-8834-2f4de1cc5ec6,653,,"[111.5, 32.3]",3754123,18,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Cameron Jerome,4807.0,Center Forward,41,Norwich City,56,['8a4c195e-156e-4fe7-b40b-28844adb747b'],15,,Head,"[118.4, 38.6, 1.3]",,"[{'location': [101.1, 50.6], 'player': {'id': 9528, 'name': 'Steven Naismith'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [100.7, 32.0], 'player': {'id': 22594, 'name': 'Matt Jarvis'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [118.6, 38.8], 'player': {'id': 13042, 'name': 'Tim Howard'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.7, 47.1], 'player': {'id': 3633, 'name': 'Gareth Barry'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.1, 33.3], 'player': {'id': 4700, 'name': 'Matthew Pennington'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.4, 36.9], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [93.9, 57.3], 'player': {'id': 3652, 'name': 'Tom Davies'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [105.5, 50.2], 'player': {'id': 20046, 'name': 'Phil Jagielka'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.4, 61.2], 'player': {'id': 3518, 'name': 'Leighton Baines'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",47f41595-f1b0-415e-a475-f2a861a0201c,True,Saved,0.06518501,Normal,Open Play,,,,Norwich City,56,00:18:15.481,Shot,
,,,,,,,,,,,,,,,0.796521,,,,,,,,,,,,,ba6aeb7e-a30a-4153-acbe-4e4aa5bb3894,663,,"[96.3, 45.9]",3754123,18,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,James McCarthy,3607.0,Right Defensive Midfield,44,Everton,29,['bfe5401f-c7cb-416d-bd75-4b2ba47eb4b1'],28,,Right Foot,"[120.0, 43.8, 1.6]",True,"[{'location': [94.7, 48.2], 'player': {'id': 22622, 'name': ""Kieran O''Neill Dowell""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [97.7, 66.6], 'player': {'id': 4317, 'name': 'Kevin Mirallas'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [100.1, 31.7], 'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [91.2, 27.9], 'player': {'id': 10499, 'name': 'Ivo Daniel Ferreira Mendonca Pinto'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.5, 40.6], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.7, 41.0], 'player': {'id': 16334, 'name': 'Graham Dorrans'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.1, 50.6], 'player': {'id': 9930, 'name': 'Ryan Bennett'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.7, 47.6], 'player': {'id': 9452, 'name': ""Gary O''Neil""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [96.0, 53.7], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.1, 40.5], 'player': {'id': 23635, 'name': 'John Ruddy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Goal,0.061176844,Normal,Open Play,,,,Everton,29,00:18:28.999,Shot,
,,,,,,,,,,,,,,,0.857131,,,,,,,,,,,,,3dc1a07c-48e8-413e-8152-2f33ecc537d3,713,,"[111.2, 38.1]",3754123,20,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Romelu Lukaku Menama,3289.0,Center Forward,48,Everton,29,"['5050d469-c76b-4bbb-a307-23eceb96ee07', 'a3319128-c541-4bc2-be62-d6aa6129d335']",33,True,Head,"[120.0, 36.5, 5.3]",,"[{'location': [108.0, 7.4], 'player': {'id': 4317, 'name': 'Kevin Mirallas'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [111.6, 38.8], 'player': {'id': 9930, 'name': 'Ryan Bennett'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.0, 33.6], 'player': {'id': 9452, 'name': ""Gary O''Neil""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.7, 41.6], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.5, 33.1], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.1, 30.4], 'player': {'id': 16334, 'name': 'Graham Dorrans'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.2, 16.9], 'player': {'id': 3286, 'name': 'Nathan Redmond'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [106.3, 14.4], 'player': {'id': 10499, 'name': 'Ivo Daniel Ferreira Mendonca Pinto'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.3, 39.0], 'player': {'id': 23635, 'name': 'John Ruddy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.3, 35.6], 'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [104.6, 40.5], 'player': {'id': 3652, 'name': 'Tom Davies'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [110.9, 41.8], 'player': {'id': 22622, 'name': ""Kieran O''Neill Dowell""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",6f7d5965-0c95-42be-bd98-235d5bf5e217,,Off T,0.101116054,Normal,Open Play,,,,Everton,29,00:20:33.445,Shot,True
,,,,,,,,,,,,,,,1.521261,,,,,,,,,,,,,1144a383-a196-4a6a-9834-438537a648b7,1000,,"[111.5, 44.0]",3754123,29,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Romelu Lukaku Menama,3289.0,Center Forward,61,Everton,29,"['6f2331b0-a4ed-4bbf-8efb-9cb6120d1bc8', 'f7d3a479-faef-403e-b21c-006852ae523c']",51,True,Head,"[119.5, 39.9, 2.4]",,"[{'location': [96.9, 38.8], 'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [109.2, 24.2], 'player': {'id': 3652, 'name': 'Tom Davies'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [101.3, 29.0], 'player': {'id': 4317, 'name': 'Kevin Mirallas'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [108.4, 40.6], 'player': {'id': 22622, 'name': ""Kieran O''Neill Dowell""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.2, 29.1], 'player': {'id': 16334, 'name': 'Graham Dorrans'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.3, 37.3], 'player': {'id': 9452, 'name': ""Gary O''Neil""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [119.4, 41.7], 'player': {'id': 23635, 'name': 'John Ruddy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.5, 43.7], 'player': {'id': 9930, 'name': 'Ryan Bennett'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.4, 44.4], 'player': {'id': 22594, 'name': 'Matt Jarvis'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [118.1, 36.0], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.2, 44.5], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.4, 3.8], 'player': {'id': 3518, 'name': 'Leighton Baines'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [115.0, 11.6], 'player': {'id': 10499, 'name': 'Ivo Daniel Ferreira Mendonca Pinto'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [84.9, 19.0], 'player': {'id': 3633, 'name': 'Gareth Barry'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",f7b24561-3018-4c7a-8635-271fe3383c30,,Saved,0.05732565,Normal,Open Play,,,,Everton,29,00:29:51.851,Shot,True
