50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.497743,,,,,,,,,,,be689a68-0f19-4870-88f2-4fab45996667,474,,"[115.8, 24.2]",3813304,12,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Joel Joseph Chianese,33419.0,Center Attacking Midfield,31,Hyderabad,7289,['b65ecdfc-8a74-40a0-8731-922585c289b0'],17,,Right Foot,"[118.1, 34.7, 0.4]",,"[{'location': [111.7, 36.2], 'player': {'id': 125110, 'name': 'Konsham Chinglensana Singh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [111.8, 40.4], 'player': {'id': 26186, 'name': 'Bartholomew Owogbalor Ogbeche'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.7, 43.9], 'player': {'id': 164491, 'name': 'Rohit Danu'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.2, 32.7], 'player': {'id': 26675, 'name': 'João Victor de Albuquerque Bruno'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [118.5, 35.9], 'player': {'id': 161107, 'name': 'Arindam Bhattacharja'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.9, 18.7], 'player': {'id': 161094, 'name': 'Mohammed Rafique'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.0, 17.1], 'player': {'id': 161110, 'name': 'Lalrinliana Hnamte'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [109.4, 34.6], 'player': {'id': 161112, 'name': 'Joyner Lourenco'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.8, 28.8], 'player': {'id': 161092, 'name': 'Amir Derviševič'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [114.9, 35.1], 'player': {'id': 166424, 'name': 'Raju Eknath Gaikwad'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.7, 38.9], 'player': {'id': 33638, 'name': 'Tomislav Mrčela'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.3, 43.8], 'player': {'id': 161109, 'name': 'Sourav Das'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [115.6, 43.3], 'player': {'id': 161108, 'name': 'Hira Mondal'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",9bc3b9b3-6e43-48b7-9b50-90c88f75c009,True,Saved,0.013591199,Normal,Open Play,,,,Hyderabad,7289,00:12:17.659,Shot,
,,,,,,,,,,,,,,,0.878657,,,,,,,,,,,73e5d963-bdaa-4a57-80a4-c88ed8edc44f,754,,"[100.6, 22.9]",3813304,19,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Amir Derviševič,161092.0,Right Center Midfield,45,East Bengal,7286,['ed7fb078-9abb-46e4-aa38-909f3f641242'],48,,Left Foot,"[120.0, 38.9, 1.5]",,"[{'location': [119.1, 39.4], 'player': {'id': 164482, 'name': 'Laxmikant Kattimani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.7, 26.8], 'player': {'id': 161094, 'name': 'Mohammed Rafique'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [109.7, 28.7], 'player': {'id': 161106, 'name': 'Amarjit Singh Kiyam Singh'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [113.0, 40.6], 'player': {'id': 161110, 'name': 'Lalrinliana Hnamte'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [108.3, 29.0], 'player': {'id': 164491, 'name': 'Rohit Danu'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [108.8, 28.1], 'player': {'id': 164488, 'name': 'Hitesh Sharma'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.3, 27.1], 'player': {'id': 164486, 'name': 'Eduardo García Martín'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.4, 39.9], 'player': {'id': 26186, 'name': 'Bartholomew Owogbalor Ogbeche'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [114.1, 41.4], 'player': {'id': 125110, 'name': 'Konsham Chinglensana Singh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.4, 45.0], 'player': {'id': 33638, 'name': 'Tomislav Mrčela'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [102.9, 37.8], 'player': {'id': 166022, 'name': 'Aniket Anil Jadhav'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [116.1, 42.0], 'player': {'id': 161091, 'name': 'Daniel Chima Chukwu'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [114.3, 45.0], 'player': {'id': 161109, 'name': 'Sourav Das'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [111.4, 48.3], 'player': {'id': 161112, 'name': 'Joyner Lourenco'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [109.8, 32.9], 'player': {'id': 124782, 'name': 'Nikhil Poojary'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.0, 38.3], 'player': {'id': 33419, 'name': 'Joel Joseph Chianese'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [112.7, 41.8], 'player': {'id': 26675, 'name': 'João Victor de Albuquerque Bruno'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.2, 42.7], 'player': {'id': 124903, 'name': 'Akash Mishra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",,,Goal,0.04478548,Normal,Free Kick,,,,East Bengal,7286,00:19:48.733,Shot,
,,,,,,,,,,,,,,,1.283664,,,,,,,,,,,f637a8d8-05ef-49f7-80e9-a96e086ae8e7,938,,"[109.8, 30.1]",3813304,28,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Daniel Chima Chukwu,161091.0,Center Forward,58,East Bengal,7286,"['3839608d-1eb7-46b0-a6db-a755c59a71c2', '579bee79-e5cb-4ac5-b89b-6d60fa6987ab']",9,,Right Foot,"[120.0, 46.0, 0.3]",,"[{'location': [89.9, 33.5], 'player': {'id': 161110, 'name': 'Lalrinliana Hnamte'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [107.8, 31.0], 'player': {'id': 125110, 'name': 'Konsham Chinglensana Singh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.7, 41.0], 'player': {'id': 26675, 'name': 'João Victor de Albuquerque Bruno'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.9, 30.9], 'player': {'id': 124782, 'name': 'Nikhil Poojary'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.5, 39.9], 'player': {'id': 164488, 'name': 'Hitesh Sharma'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.8, 33.4], 'player': {'id': 164482, 'name': 'Laxmikant Kattimani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",774ee68d-d625-4441-b07f-2c94b8765abb,True,Off T,0.38707638,Normal,Open Play,,,,East Bengal,7286,00:28:09.810,Shot,True
,,,,,,,,,,,,,,,1.013254,,,,,,,,,,,c19545a4-4c96-4ae6-9d0d-63532addf951,1075,,"[108.6, 51.2]",3813304,34,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Chima Chukwu,161091.0,Center Forward,66,East Bengal,7286,"['68c6f231-fb60-4406-9536-161548fac810', 'f08ae333-79b9-4699-a913-72248ecc2c61']",6,,Right Foot,"[120.0, 50.8, 0.3]",True,"[{'location': [109.2, 50.3], 'player': {'id': 124782, 'name': 'Nikhil Poojary'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.8, 37.6], 'player': {'id': 125110, 'name': 'Konsham Chinglensana Singh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.5, 42.6], 'player': {'id': 164482, 'name': 'Laxmikant Kattimani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.8, 50.7], 'player': {'id': 26675, 'name': 'João Victor de Albuquerque Bruno'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.0, 57.1], 'player': {'id': 161094, 'name': 'Mohammed Rafique'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.7, 61.7], 'player': {'id': 124903, 'name': 'Akash Mishra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",32ba021e-9f6c-4758-a600-67bdfa7c6333,,Off T,0.07200336,Normal,Open Play,,,,East Bengal,7286,00:34:06.822,Shot,True
,,,,,,,,,,,,,,,0.72966,,,,,,,,,,,22fba45d-d79f-4a56-a6e2-d3387743da5a,1103,,"[113.3, 40.8]",3813304,34,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Bartholomew Owogbalor Ogbeche,26186.0,Center Forward,67,Hyderabad,7289,['46d9884c-5a5e-4e9e-a17b-214cd3a2b280'],55,,Head,"[120.0, 43.6, 0.3]",,"[{'location': [113.4, 43.6], 'player': {'id': 161108, 'name': 'Hira Mondal'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.6, 38.8], 'player': {'id': 166424, 'name': 'Raju Eknath Gaikwad'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.5, 54.6], 'player': {'id': 161110, 'name': 'Lalrinliana Hnamte'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [111.7, 34.6], 'player': {'id': 33638, 'name': 'Tomislav Mrčela'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.1, 28.0], 'player': {'id': 161109, 'name': 'Sourav Das'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.2, 32.4], 'player': {'id': 161092, 'name': 'Amir Derviševič'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [96.5, 42.1], 'player': {'id': 161094, 'name': 'Mohammed Rafique'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.0, 20.0], 'player': {'id': 161106, 'name': 'Amarjit Singh Kiyam Singh'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [106.4, 15.0], 'player': {'id': 161112, 'name': 'Joyner Lourenco'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.2, 39.0], 'player': {'id': 161107, 'name': 'Arindam Bhattacharja'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.2, 43.9], 'player': {'id': 164486, 'name': 'Eduardo García Martín'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [105.5, 28.9], 'player': {'id': 33419, 'name': 'Joel Joseph Chianese'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [108.1, 8.4], 'player': {'id': 166022, 'name': 'Aniket Anil Jadhav'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [113.2, 42.7], 'player': {'id': 164491, 'name': 'Rohit Danu'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",b71908e4-d0cb-4e49-b0af-8bcfe4990852,,Goal,0.25236127,Normal,Open Play,,,,Hyderabad,7289,00:34:55.053,Shot,
,,,,,,,,,,,,,,,0.387253,,,,,,,,,,,659c6c13-3dc6-435e-9e60-6f631d539b3e,1214,,"[101.2, 47.7]",3813304,38,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rohit Danu,164491.0,Right Wing,75,Hyderabad,7289,['93f43791-80f4-45d5-9766-e9a9ae58f1d2'],37,,Right Foot,"[120.0, 39.2, 5.3]",True,"[{'location': [97.6, 34.0], 'player': {'id': 26186, 'name': 'Bartholomew Owogbalor Ogbeche'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.1, 49.1], 'player': {'id': 33419, 'name': 'Joel Joseph Chianese'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [96.4, 60.5], 'player': {'id': 164486, 'name': 'Eduardo García Martín'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [118.8, 40.5], 'player': {'id': 161107, 'name': 'Arindam Bhattacharja'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.5, 47.0], 'player': {'id': 161108, 'name': 'Hira Mondal'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.9, 43.0], 'player': {'id': 166424, 'name': 'Raju Eknath Gaikwad'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.6, 38.5], 'player': {'id': 33638, 'name': 'Tomislav Mrčela'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [93.2, 54.0], 'player': {'id': 161110, 'name': 'Lalrinliana Hnamte'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [103.0, 32.8], 'player': {'id': 161112, 'name': 'Joyner Lourenco'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.7, 38.7], 'player': {'id': 161092, 'name': 'Amir Derviševič'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [97.9, 35.5], 'player': {'id': 161109, 'name': 'Sourav Das'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [91.9, 44.2], 'player': {'id': 161094, 'name': 'Mohammed Rafique'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.9, 23.6], 'player': {'id': 161106, 'name': 'Amarjit Singh Kiyam Singh'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [101.5, 8.0], 'player': {'id': 166022, 'name': 'Aniket Anil Jadhav'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [94.3, 70.6], 'player': {'id': 124782, 'name': 'Nikhil Poojary'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",0fb5064b-8f7e-4261-9faf-7110e6ecc6f2,,Off T,0.05111025,Normal,Open Play,,,,Hyderabad,7289,00:38:37.411,Shot,
,,,,,,,,,,,,,,,0.588152,,,,,,,,,,,f0e71fed-bdca-46ab-aa85-fb488403cbdc,1228,,"[101.1, 32.7]",3813304,39,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Mohammed Rafique,161094.0,Left Center Midfield,77,East Bengal,7286,['38497ae7-ae3a-494f-9a34-73b7dfd68608'],35,,Right Foot,"[120.0, 38.3, 2.8]",True,"[{'location': [106.6, 28.7], 'player': {'id': 161110, 'name': 'Lalrinliana Hnamte'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [95.8, 45.7], 'player': {'id': 161106, 'name': 'Amarjit Singh Kiyam Singh'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [102.8, 49.8], 'player': {'id': 124903, 'name': 'Akash Mishra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [92.6, 32.4], 'player': {'id': 164486, 'name': 'Eduardo García Martín'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [87.9, 19.7], 'player': {'id': 164491, 'name': 'Rohit Danu'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [101.4, 39.1], 'player': {'id': 164488, 'name': 'Hitesh Sharma'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.1, 32.4], 'player': {'id': 124782, 'name': 'Nikhil Poojary'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.8, 36.2], 'player': {'id': 125110, 'name': 'Konsham Chinglensana Singh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.9, 36.2], 'player': {'id': 26675, 'name': 'João Victor de Albuquerque Bruno'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.2, 38.7], 'player': {'id': 164482, 'name': 'Laxmikant Kattimani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.8, 33.1], 'player': {'id': 161091, 'name': 'Daniel Chima Chukwu'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Post,0.062422328,Half Volley,Open Play,,,,East Bengal,7286,00:39:35.636,Shot,
,,,,,,,,,,,,,,,0.029708,,,,,,,,,,,469ce48e-f597-4e9a-9902-fb8c74a80ed0,1337,,"[103.8, 26.9]",3813304,43,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Aniket Anil Jadhav,166022.0,Left Wing,85,Hyderabad,7289,"['34460287-ae3f-4d0c-8a19-e7a8b4315a3a', 'a593c9ae-df27-4437-99bc-b01ac3ba3a74']",48,,Left Foot,"[104.5, 27.4]",,"[{'location': [117.1, 31.9], 'player': {'id': 33419, 'name': 'Joel Joseph Chianese'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [115.7, 13.2], 'player': {'id': 124903, 'name': 'Akash Mishra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [107.2, 43.0], 'player': {'id': 26186, 'name': 'Bartholomew Owogbalor Ogbeche'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [87.0, 46.5], 'player': {'id': 164486, 'name': 'Eduardo García Martín'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [110.9, 34.6], 'player': {'id': 161109, 'name': 'Sourav Das'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [111.7, 37.4], 'player': {'id': 166424, 'name': 'Raju Eknath Gaikwad'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.7, 18.7], 'player': {'id': 161108, 'name': 'Hira Mondal'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.8, 31.0], 'player': {'id': 161112, 'name': 'Joyner Lourenco'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.6, 27.6], 'player': {'id': 161092, 'name': 'Amir Derviševič'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.0, 26.5], 'player': {'id': 161106, 'name': 'Amarjit Singh Kiyam Singh'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [93.3, 38.1], 'player': {'id': 33638, 'name': 'Tomislav Mrčela'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.1, 38.4], 'player': {'id': 161107, 'name': 'Arindam Bhattacharja'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.8, 47.4], 'player': {'id': 164491, 'name': 'Rohit Danu'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",82162f6e-7421-4cfb-be17-8c8d4b17a460,,Blocked,0.017431473,Normal,Open Play,,,,Hyderabad,7289,00:43:48.804,Shot,
,,,,,,,,,,,,,,,1.600083,,,,,,,,,,,00015bc8-c90f-43dc-a99a-304be6016fcd,1357,,"[93.6, 60.0]",3813304,44,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Amarjit Singh Kiyam Singh,161106.0,Right Midfield,86,East Bengal,7286,['8f791d02-0415-4b0c-873e-ded36e77355b'],47,,Right Foot,"[120.0, 42.8, 7.3]",True,"[{'location': [97.6, 40.7], 'player': {'id': 161110, 'name': 'Lalrinliana Hnamte'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [100.6, 50.0], 'player': {'id': 161091, 'name': 'Daniel Chima Chukwu'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [93.0, 54.7], 'player': {'id': 161094, 'name': 'Mohammed Rafique'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [100.8, 43.3], 'player': {'id': 124782, 'name': 'Nikhil Poojary'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.1, 50.8], 'player': {'id': 125110, 'name': 'Konsham Chinglensana Singh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.4, 56.6], 'player': {'id': 26675, 'name': 'João Victor de Albuquerque Bruno'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.6, 55.4], 'player': {'id': 164488, 'name': 'Hitesh Sharma'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [83.1, 52.1], 'player': {'id': 164486, 'name': 'Eduardo García Martín'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [94.7, 62.7], 'player': {'id': 124903, 'name': 'Akash Mishra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [83.4, 57.9], 'player': {'id': 161092, 'name': 'Amir Derviševič'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [118.9, 42.3], 'player': {'id': 164482, 'name': 'Laxmikant Kattimani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",c0b0134e-05ad-4bba-8eca-f0eb8152d77d,,Off T,0.008016703,Normal,Open Play,,,,East Bengal,7286,00:44:47.108,Shot,
,,,,,,,,,,,,,,,0.710209,,,,,,,,,,,0a2250b9-ca76-4b91-aa68-4ad47077894b,1682,,"[110.4, 23.1]",3813304,50,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Akash Mishra,124903.0,Left Back,105,Hyderabad,7289,['3641b123-2ac0-4292-ad50-42d012cbb10f'],45,,Right Foot,"[120.0, 35.4, 0.4]",,"[{'location': [115.1, 41.0], 'player': {'id': 161108, 'name': 'Hira Mondal'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.6, 34.9], 'player': {'id': 161109, 'name': 'Sourav Das'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [110.3, 18.1], 'player': {'id': 161112, 'name': 'Joyner Lourenco'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.5, 36.0], 'player': {'id': 161107, 'name': 'Arindam Bhattacharja'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.8, 20.5], 'player': {'id': 161106, 'name': 'Amarjit Singh Kiyam Singh'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [112.9, 31.2], 'player': {'id': 166424, 'name': 'Raju Eknath Gaikwad'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.6, 25.2], 'player': {'id': 161094, 'name': 'Mohammed Rafique'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.5, 23.6], 'player': {'id': 164486, 'name': 'Eduardo García Martín'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [111.5, 26.8], 'player': {'id': 26186, 'name': 'Bartholomew Owogbalor Ogbeche'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [115.5, 30.4], 'player': {'id': 33638, 'name': 'Tomislav Mrčela'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.7, 35.8], 'player': {'id': 161092, 'name': 'Amir Derviševič'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.0, 38.6], 'player': {'id': 33419, 'name': 'Joel Joseph Chianese'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",,,Off T,0.014511577,Normal,Open Play,,,,Hyderabad,7289,00:05:45.818,Shot,
